Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_napus_rna_prot
OG0000579	NM_001333585.1.p1, NM_104206.3.p1	XR_001289585.3.p1, XR_007315601.1.p1, XM_013800017.3.p1, XM_013875906.3.p1
OG0000579	NM_119563.5.p1, NM_001036710.1.p1	XM_048766349.1.p1, XM_013801975.3.p1, XM_013879766.3.p1
OG0000580	NM_102945.3.p1	XM_048755440.1.p1, XM_022690507.2.p1, XM_022690919.2.p1
OG0000580	NM_103961.2.p1, NM_001333456.1.p1, NM_103959.2.p1, NM_001333454.1.p1	XM_013846159.3.p1
OG0000580	NM_001333455.1.p1	XM_013785298.3.p1, XM_048760431.1.p1, XM_048781801.1.p1, XM_013844970.3.p1, XM_022689741.2.p1, XM_022698025.2.p1
OG0000580	NM_121856.2.p1, NM_103964.3.p1	XM_048781821.1.p1, XM_048760407.1.p1
OG0000580	NM_001084227.2.p1	XM_048781802.1.p1, XM_048760432.1.p1
OG0000580	NM_117698.2.p1	XM_022690716.2.p1, XM_048738654.1.p1
OG0000581	NM_121860.5.p1, NM_001343553.1.p1, NM_001343554.1.p1, NM_001343555.1.p1	XM_013874756.3.p1, XM_013826425.3.p1, XM_048743164.1.p1, XM_013872234.3.p1, XM_048746444.1.p1
OG0000581	NM_111516.5.p1	XM_022702163.2.p1, XM_013832511.3.p1, XM_013858884.3.p1, XM_048759404.1.p1, XM_013880449.3.p1, XM_048750130.1.p1
OG0000581	NM_001337277.1.p1, NM_001084608.2.p1, NM_001084609.1.p1, NM_130352.3.p1	XM_048779520.1.p1, XM_013834946.3.p1, XM_022716059.2.p1, XM_013879494.3.p1
OG0000582	NM_112024.6.p1	XM_013841716.3.p1, XM_013894649.3.p1, XM_013892008.3.p1
OG0000582	NM_001125707.2.p1, NM_120743.3.p1	XM_013860061.3.p1, XM_048747020.1.p1, XM_048768687.1.p1
OG0000583	NM_001333978.1.p1, NM_001333979.1.p1, NM_104830.2.p1, NM_001333977.1.p1, NM_001333976.1.p1	XM_048745826.1.p1, XM_048745829.1.p1, XM_048745831.1.p1, XM_048745827.1.p1, XM_048745823.1.p1, XM_048745822.1.p1, XM_013895417.3.p1, XM_013895411.3.p1
OG0000583	NM_001333957.1.p1, NM_104823.4.p1, NM_001333958.1.p1, NM_104827.3.p1, NM_104829.3.p1	XM_013786350.3.p1
OG0000583	NM_179305.3.p1, NM_179306.2.p1	XM_048762823.1.p1, XR_007322880.1.p1, XM_048756456.1.p1, XM_048756457.1.p1, XM_048777752.1.p1, XM_048777751.1.p1, XM_013808561.3.p1, XM_048764995.1.p1, XM_013855817.3.p1
OG0000583	NM_001333953.1.p1, NM_104818.2.p1	XM_048739810.1.p1, XM_013831766.3.p1
OG0000583	NM_001160967.2.p1	XM_048770080.1.p1
OG0000583	NM_001333954.1.p1, NM_104819.2.p1	XM_048745819.1.p1, XM_013895384.3.p1
OG0000583	NM_001333952.1.p1, NM_001333951.1.p1	XM_022690394.2.p1, XM_013806693.3.p1, XM_048766338.1.p1, XM_013863295.3.p1, XM_022700771.2.p1
OG0000584	NM_001338614.1.p1	XM_048744374.1.p1, XM_013893767.3.p1
OG0000585	NM_101098.5.p1	XR_007340221.1.p1, XR_007323754.1.p1, XM_048782238.1.p1, XM_013816303.3.p1, XM_013840009.3.p1, XM_013819770.3.p1, XM_048737367.1.p1
OG0000585	NM_001332026.1.p1	XM_013819771.3.p1, XM_048741805.1.p1, XM_013816304.3.p1, XM_013840012.3.p1
OG0000585	NM_001334050.1.p1	XR_007329332.1.p1, XM_048770049.1.p1
OG0000586	NM_115970.4.p1	XM_013886521.3.p1, XM_013833026.3.p1
OG0000586	NM_104987.5.p1	XM_013875351.3.p1, XM_048739768.1.p1, XM_013806139.3.p1, XM_013798381.3.p1
OG0000586	NM_001332044.1.p1, NM_101141.4.p1	XM_022720682.2.p1, XM_048758016.1.p1
OG0000587	NM_121240.3.p1	XM_013857170.3.p1, XM_013820643.3.p1, XM_013860746.3.p1, XM_013795339.3.p1
OG0000587	NM_121241.3.p1	XM_022711852.2.p1, XM_013865331.3.p1
OG0000587	NM_001333629.1.p1, NM_104282.4.p1	XM_013884799.3.p1, XM_013817529.3.p1
OG0000588	NM_115423.1.p1, NM_115439.1.p1, NM_113500.1.p1, NM_111276.2.p1	XM_022714896.2.p1, XM_048780215.1.p1, XM_022706663.2.p1, XM_013885430.3.p1, XM_013891988.3.p1
OG0000588	NM_001345602.1.p1, NM_001345601.1.p1	XM_048769827.1.p1, XM_013805851.3.p1, XM_013787937.3.p1, XM_013787552.3.p1
OG0000588	NM_001343020.1.p1, NM_001343019.1.p1	XM_048769165.1.p1, XM_013824879.3.p1, XM_013860079.3.p1, XM_048767145.1.p1
OG0000588	NM_118772.2.p1, NM_125018.3.p1	XM_013878587.3.p1, XM_013846101.2.p1, XM_013827297.3.p1
OG0000589	NM_116186.4.p1	XM_013886378.3.p1, XM_013831751.3.p1, XM_048741406.1.p1, XM_013854532.3.p1
OG0000589	NM_113154.4.p1	XM_022716587.2.p1, XM_022700516.2.p1, XM_013881113.3.p1, XM_022700517.2.p1, XM_022700515.2.p1, XM_013893742.3.p1, XM_013865511.3.p1, XM_013865512.3.p1, XM_013896189.3.p1, XM_013872632.3.p1, XM_013872633.3.p1
OG0000590	NM_118496.4.p1	XM_048763000.1.p1, XM_048741239.1.p1
OG0000590	NM_121941.2.p1	XM_013810471.3.p1, XM_048769005.1.p1, XM_022699722.2.p1, NM_001316197.1.p1
OG0000590	NM_121256.4.p1	XM_048751922.1.p1, XM_013847157.3.p1, XM_048746843.1.p1, XM_013812551.3.p1
OG0000591	NM_121413.2.p1	XM_013812407.3.p1, XM_013812406.3.p1, XM_013857360.3.p1
OG0000593	NM_001036936.2.p1, NM_129069.3.p1, NM_001336546.1.p1	XM_013846060.3.p1, XM_022715933.2.p1, XM_048773199.1.p1, XM_013830038.3.p1
OG0000594	NM_001037022.1.p1	XM_013827206.3.p1, XM_013827970.3.p1
OG0000594	NM_001203609.1.p1	XM_048747173.1.p1
OG0000594	NM_124830.6.p1	XM_013830493.3.p1, XM_013837923.3.p1, XM_048742819.1.p1, XM_013863971.3.p1
OG0000595	NM_001333693.1.p1, NM_001333695.1.p1, NM_001333694.1.p1	XM_013815248.3.p1, XR_007320929.1.p1
OG0000595	NM_112219.4.p1	XM_022716391.2.p1, XM_048753024.1.p1, XM_013894367.3.p1, XM_048757136.1.p1, XM_013882326.3.p1, XM_022715234.2.p1, XM_013867232.3.p1
OG0000595	NM_125062.3.p1	XM_013811558.3.p1, XM_013873681.3.p1, XM_048750991.1.p1, XM_048750996.1.p1, XM_048747130.1.p1
OG0000596	NM_001337514.1.p1, NM_202488.2.p1	XM_048776258.1.p1, XM_013889600.3.p1, XM_048780192.1.p1, XM_048758586.1.p1
OG0000597	NM_120996.4.p1	XM_013871391.3.p1, XM_013823021.3.p1
OG0000597	NM_001342461.1.p1, NM_119952.4.p1	XM_048751526.1.p1, XM_022716385.2.p1
OG0000597	NM_118561.3.p1	XM_048741542.1.p1, XM_048744134.1.p1, XM_048763315.1.p1, XM_048763099.1.p1, XM_048737779.1.p1, XM_013868569.3.p1
OG0000598	NM_001342498.1.p1, NM_120008.2.p1	XM_022697600.2.p1, XM_013801307.3.p1, XM_048750308.1.p1
OG0000598	NM_127324.5.p1	XM_013787909.3.p1, XM_048751204.1.p1, XM_013787907.3.p1, XM_013805976.3.p1, XM_048763593.1.p1
OG0000598	NM_119744.5.p1	XM_048751251.1.p1
OG0000599	NM_120958.3.p1	XM_013824871.3.p1, XM_022714164.2.p1
OG0000599	NM_125780.3.p1	XM_013791604.3.p1, XM_048774955.1.p1, XM_048743695.1.p1
OG0000599	NM_106387.3.p1	XM_013794588.3.p1, XM_013805472.3.p1
OG0000599	NM_103536.4.p1	XM_013841950.3.p1, XM_013811999.3.p1, NM_001316193.1.p1
OG0000600	NM_201941.2.p1, NM_129790.5.p1	XM_013892328.3.p1, XM_013872327.3.p1, XM_013889530.3.p1, XM_013832433.3.p1
OG0000600	NM_103993.3.p1	XM_013876223.3.p1
OG0000601	NM_104762.5.p1	XM_048770103.1.p1, XM_013806196.3.p1
OG0000601	NM_124311.2.p1	XM_013802481.3.p1, XM_013843888.3.p1, XM_013820013.3.p1
OG0000601	NM_120753.4.p1	XM_013839006.3.p1, XM_013860146.3.p1, XM_013815398.3.p1, XM_048768692.1.p1, XM_013867031.3.p1
OG0000601	NM_112040.2.p1	XM_013821215.3.p1, XM_013858620.3.p1, XM_013854990.3.p1, XM_013784710.3.p1
OG0000602	NM_180884.2.p1, NM_125233.4.p1	XR_007321174.1.p1, XR_007321169.1.p1, XR_007321173.1.p1, XR_007321167.1.p1, XR_007321168.1.p1, XM_022714995.2.p1, XM_022714998.2.p1, XR_002663300.2.p1, XM_022714996.2.p1, XR_001283995.3.p1, XR_001283994.3.p1, XR_007328884.1.p1, XR_002661334.2.p1, XR_007328883.1.p1, XR_007328886.1.p1, XM_048750522.1.p1, XM_013828116.3.p1, XM_013876767.3.p1
OG0000603	NM_148141.3.p1	XM_013829660.3.p1, XM_022713366.2.p1, XM_048742902.1.p1, XM_013876782.3.p1
OG0000608	NM_001336477.1.p1, NM_128949.3.p1, NM_001336478.1.p1	XM_048753589.1.p1, XM_048753583.1.p1, XM_048753596.1.p1, XM_048753570.1.p1, XM_048753571.1.p1, XM_048753593.1.p1, XM_048753576.1.p1, XM_048753574.1.p1, XM_048753590.1.p1, XM_048753582.1.p1, XM_048753572.1.p1, XM_048753601.1.p1, XM_048753602.1.p1, XM_048753603.1.p1, XM_048753608.1.p1, XM_048753606.1.p1, XM_048753609.1.p1, XM_048753612.1.p1, XM_048753597.1.p1, XM_048753580.1.p1, XM_048753587.1.p1, XM_048780712.1.p1, XM_048780710.1.p1, XM_048780714.1.p1, XM_048780718.1.p1, XM_048780717.1.p1, XM_048780715.1.p1
OG0000608	NM_179393.4.p1, NM_001332826.1.p1, NM_102640.3.p1, NM_001036027.2.p1	XM_048750253.1.p1, XM_013801457.3.p1, XM_013801455.3.p1, XM_022690157.2.p1, XM_048737942.1.p1
OG0000609	NM_001036108.3.p1, NM_104269.4.p1	XM_013817522.3.p1
OG0000609	NM_180251.3.p1	XM_048776439.1.p1, XM_013820462.3.p1, XM_013880959.3.p1, XM_022688251.2.p1, XM_022688256.2.p1, XM_013817842.3.p1
OG0000610	NM_180063.2.p1	XM_013861937.3.p1, XM_013837328.3.p1, XM_013804632.3.p1, XM_013835078.3.p1, XM_022718334.2.p1, XM_013828365.3.p1
OG0000610	NM_201846.2.p1, NM_179838.2.p1	XM_048774735.1.p1, XM_048778367.1.p1, XR_007322204.1.p1, XR_002658087.2.p1, XR_002658086.2.p1, XM_022701345.2.p1, XR_002658093.2.p1, XR_007322203.1.p1, XR_002658088.2.p1, XR_002658085.2.p1, XR_007322205.1.p1
OG0000610	NM_001331597.1.p1, NM_001331594.1.p1, NM_001331595.1.p1, NM_202037.2.p1, NM_001331598.1.p1, NM_001331593.1.p1, NM_001331599.1.p1, NM_001197989.1.p1, NM_100468.5.p1, NM_001197988.1.p1, NM_001331596.1.p1, NM_001331592.1.p1	XR_007323683.1.p1, XR_007323680.1.p1, XR_007323682.1.p1, XM_048757810.1.p1, XR_007323678.1.p1, XR_007323681.1.p1, XR_001274476.2.p1, XR_001274475.2.p1, XM_013811196.3.p1
OG0000611	NM_001338489.1.p1, NM_001338487.1.p1, NM_001338488.1.p1, NM_112955.3.p1	XM_048744484.1.p1, XM_048776544.1.p1, XM_013797143.3.p1, XM_013817871.3.p1
OG0000611	NM_001333997.1.p1, NM_001333995.1.p1, NM_001333996.1.p1, NM_179505.1.p1, NM_001198356.1.p1, NM_104847.4.p1	XM_048740310.1.p1, XM_013826028.3.p1, XM_013826030.3.p1, XM_013826031.3.p1, XR_007329346.1.p1, XM_022708460.2.p1, XM_048745845.1.p1, XM_048745844.1.p1, XM_048745846.1.p1, XM_013816901.3.p1, XM_013895606.3.p1, XM_013895616.3.p1
OG0000612	NM_130220.3.p1, NM_001337201.1.p1, NM_001202834.1.p1	XM_013895490.3.p1, XM_013895492.3.p1, XM_013895488.3.p1, XR_007326051.1.p1, XR_007326054.1.p1, XR_007326052.1.p1, XM_013861585.3.p1, XM_013861586.3.p1, XM_013861588.3.p1, XM_013861587.3.p1, XM_048779471.1.p1, XM_048779472.1.p1, XM_013892166.3.p1, XM_013892169.3.p1, XM_013855036.3.p1, XM_013855033.3.p1, XM_013855034.3.p1, XM_013855035.3.p1
OG0000613	NM_001337170.1.p1	XM_048752712.1.p1, XM_013894239.3.p1, XM_013832797.3.p1
OG0000613	NM_123499.5.p1	XM_048777520.1.p1
OG0000613	NM_105055.3.p1, NM_001334127.1.p1	XR_007315005.1.p1
OG0000614	NM_001335134.1.p1, NM_001335136.1.p1	XM_048744100.1.p1, XM_013879288.3.p1
OG0000614	NM_126331.4.p1	XM_048743978.1.p1
OG0000614	NM_001335135.1.p1	XM_013809488.3.p1
OG0000614	NM_101307.5.p1	XM_013822339.2.p1, XM_013820778.3.p1, XM_013801929.2.p1, XM_013809259.3.p1
OG0000614	NM_125648.3.p1	XM_048747368.1.p1, XM_013843190.3.p1, XM_013873376.3.p1
OG0000615	NM_180448.2.p1, NM_001342848.1.p1, NM_001342849.1.p1, NM_120692.3.p1, NM_111977.5.p1, NM_001337925.1.p1	XM_013876650.3.p1, XM_048744701.1.p1, XM_022712071.2.p1, XM_048779971.1.p1, XM_022719797.2.p1, XM_013894676.3.p1
OG0000616	NM_119881.3.p1, NM_179182.2.p1, NM_001342435.1.p1	XM_048763419.1.p1, XM_022717117.2.p1, XM_013801167.3.p1, XM_048751442.1.p1, XM_013877917.3.p1, XM_013883027.3.p1
OG0000617	NM_123584.5.p1, NM_106245.5.p1	XM_013865706.3.p1, XM_013793311.3.p1, XM_013837989.3.p1, XM_022696206.2.p1, XM_013862522.3.p1, XM_013847465.3.p1
OG0000617	NM_128129.2.p1, NM_101868.5.p1	XM_013874515.3.p1, XM_013786566.3.p1
OG0000618	NM_120141.6.p1	XM_048777716.1.p1, XM_013880612.3.p1, XM_013883100.3.p1, XM_013852048.3.p1, XM_048737858.1.p1, XM_048774695.1.p1, XM_013871254.3.p1
OG0000618	NM_106457.3.p1	XM_013793206.3.p1, XM_013793221.3.p1, XM_013838439.3.p1, XM_013846819.3.p1, XM_013840490.2.p1, XM_013794541.3.p1
OG0000618	NM_102069.3.p1	XM_013893130.3.p1
OG0000619	NM_106285.6.p1	XM_013838181.3.p1, XM_013793317.3.p1, XM_013865690.3.p1, XM_048736305.1.p1, XM_013847063.3.p1
OG0000619	NM_119725.5.p1	XM_048737373.1.p1, XM_022717103.2.p1, XM_013785442.3.p1, XM_013790607.3.p1
OG0000619	NM_127276.3.p1	XM_013800412.3.p1, XM_013869420.3.p1
OG0000620	NM_115776.4.p1	XM_013808240.3.p1
OG0000622	NM_122482.3.p1	XM_013788316.3.p1, XM_013788565.3.p1, XM_013803673.3.p1, XM_013885931.3.p1
OG0000622	NM_121197.3.p1	XM_048747759.1.p1, XM_013825001.3.p1, XM_013865311.3.p1, XM_013810646.3.p1
OG0000622	NM_119433.3.p1	XM_022691206.2.p1, XM_013864119.3.p1, XM_013849742.3.p1, XM_013811207.3.p1
OG0000622	NM_128142.4.p1	XM_013840230.3.p1, XM_048777755.1.p1
OG0000623	NM_122286.4.p1	XM_013869148.3.p1
OG0000626	NM_001334091.1.p1, NM_001334090.1.p1, NM_105020.5.p1	XM_048739762.1.p1
OG0000626	NM_112284.3.p1	XM_013815005.3.p1, XM_013820340.3.p1, XM_013885556.3.p1, XM_013820049.3.p1
OG0000626	NM_001333614.1.p1, NM_001036107.3.p1, NM_001198289.1.p1, NM_001333613.1.p1, NM_104264.2.p1, NM_001333615.1.p1	XM_013784994.3.p1, XM_048781747.1.p1, XM_048760504.1.p1
OG0000627	NM_102760.3.p1	XM_013802339.3.p1, XM_013812204.3.p1, XM_022702887.2.p1, XM_048737912.1.p1, XM_048737914.1.p1, XM_013823285.3.p1, XM_013823288.3.p1
OG0000627	NM_001084938.1.p1, NM_117950.5.p1	XM_048745476.1.p1, XM_013815648.3.p1, XM_048745478.1.p1, XM_048776850.1.p1, XM_048762945.1.p1
OG0000628	NM_128851.4.p1	XM_048767493.1.p1, XM_013874606.3.p1
OG0000628	NM_001345502.1.p1, NM_203250.4.p1, NM_203249.2.p1, NM_001203661.1.p1	XM_048749262.1.p1
OG0000629	NM_117884.3.p1	XM_013856163.3.p1, XM_013867997.3.p1
OG0000629	NM_001333004.1.p1, NM_102966.4.p1	XM_048739039.1.p1, XM_013878391.3.p1
OG0000629	NM_180501.3.p1	XM_013827602.3.p1, XM_013827603.3.p1, XM_013827601.3.p1, XM_013812066.3.p1, XM_022693487.2.p1, XM_013794371.3.p1, XM_013820173.3.p1
OG0000629	NM_111169.5.p1	XM_048739841.1.p1, XM_048776235.1.p1, XM_013889565.3.p1, XM_048758272.1.p1
OG0000630	NM_102395.3.p1	XR_007320634.1.p1, XR_007320635.1.p1
OG0000630	NM_001334400.1.p1	XM_013845722.3.p1, XM_048736058.1.p1, XM_048747203.1.p1, XM_048747742.1.p1, XM_048747741.1.p1, XM_048747739.1.p1, XM_022696058.2.p1, XM_013834174.3.p1, XM_013796775.3.p1, XM_013840341.3.p1
OG0000630	NM_125484.4.p1	XM_048767061.1.p1, XM_048746758.1.p1, XM_013887100.3.p1, XM_048776700.1.p1
OG0000631	NM_125365.2.p1, NR_143361.1.p1	XM_013833279.3.p1, XM_048752196.1.p1, XM_013826224.3.p1, XM_013882923.3.p1
OG0000631	NM_128426.3.p1	XM_013792232.3.p1, XM_048754502.1.p1
OG0000631	NM_115373.4.p1	XM_013853367.3.p1, XM_013874825.3.p1, XM_022717949.2.p1, XM_048754049.1.p1
OG0000631	NM_001336769.1.p1	XM_048753445.1.p1, XM_048753448.1.p1, XM_048753447.1.p1, XM_048780493.1.p1, XM_013896764.3.p1, XM_048780492.1.p1, XM_013835353.3.p1, XM_013818523.3.p1
OG0000631	NM_111786.2.p1	XM_022719863.2.p1, XM_022702966.2.p1, XM_048755511.1.p1, XM_013868601.3.p1
OG0000631	NM_111787.2.p1	XM_013885526.3.p1
OG0000632	NM_115924.4.p1	XM_048778306.1.p1, XM_022718493.2.p1, XM_022718495.2.p1, XM_013856668.3.p1, XM_013852396.3.p1, XM_013792787.3.p1, XM_048735673.1.p1
OG0000632	NM_001337116.1.p1, NM_130077.3.p1	XM_013832687.3.p1, XM_013792920.3.p1, XM_013872975.3.p1, XM_013879342.3.p1, XM_013828251.3.p1
OG0000632	NM_116234.4.p1, NM_001340234.1.p1	XM_013879800.3.p1, XM_048750025.1.p1
OG0000633	NM_106265.4.p1	XM_013846697.3.p1, XM_013838044.3.p1
OG0000633	NM_103408.3.p1	XM_048738495.1.p1
OG0000633	NM_102033.1.p1, NM_102034.1.p1	XM_048756726.1.p1
OG0000633	NM_120004.5.p1, NM_001342497.1.p1, NM_001342496.1.p1, NM_118949.1.p1	XM_013848013.3.p1
OG0000633	NM_118322.4.p1	XM_048740615.1.p1
OG0000634	NM_001342780.1.p1	XM_048751799.1.p1, XM_013812723.3.p1, XM_013873973.3.p1, XM_013866000.3.p1, XM_022697970.2.p1
OG0000634	NM_001344952.1.p1	XM_013820855.3.p1
OG0000635	NM_101133.3.p1	XM_013818009.3.p1, XM_048769956.1.p1, XM_013870977.3.p1, XM_013822403.3.p1, XM_013799772.3.p1
OG0000635	NM_124581.3.p1	XM_048774114.1.p1, XM_022713501.2.p1, XM_013855066.3.p1, XM_022709823.2.p1
OG0000635	NM_129202.1.p1	XM_048775644.1.p1, XM_013791970.3.p1, XM_048755067.1.p1, XM_048754604.1.p1
OG0000636	NM_112706.3.p1	XM_048774834.1.p1, XM_013877087.3.p1
OG0000636	NM_101377.5.p1	XM_048741720.1.p1, XM_048741721.1.p1, XM_048765255.1.p1, XM_048765256.1.p1
OG0000637	NM_103863.3.p1	XM_048781976.1.p1, XM_013846518.3.p1
OG0000637	NM_119572.7.p1	XM_048776658.1.p1, XM_048751151.1.p1, XM_013810376.3.p1, XM_013887231.3.p1, XM_013800773.3.p1, XM_022692140.2.p1, XM_013798125.3.p1
OG0000637	NM_127899.4.p1	XM_013831619.3.p1
OG0000637	NM_105835.2.p1	XM_022710667.2.p1, XM_013796729.3.p1, XM_013873129.2.p1, XM_013820937.3.p1
OG0000637	NM_102123.4.p1	XM_013875058.3.p1
OG0000638	NM_179379.4.p1, NM_179380.1.p1, NM_102449.4.p1	XM_048736715.1.p1, XM_048736714.1.p1, XM_022688774.2.p1, XM_013797832.3.p1, XM_013797834.3.p1, XM_048742060.1.p1, XR_007323973.1.p1, XM_048738012.1.p1, XM_022690263.2.p1
OG0000638	NM_117913.5.p1	XM_013859469.3.p1, XM_013800539.3.p1
OG0000639	NM_103733.4.p1	XM_013864531.3.p1
OG0000639	NM_112646.2.p1	XM_013881056.3.p1, XM_013872717.3.p1
OG0000639	NM_123913.2.p1	XM_013872718.3.p1, XM_013877713.3.p1, XM_048753147.1.p1, XM_048753145.1.p1
OG0000639	NM_105247.4.p1	XM_022689069.2.p1, XM_022704757.2.p1
OG0000640	NM_180812.3.p1	XM_013840379.3.p1, XM_013852343.3.p1, XM_048762394.1.p1
OG0000640	NM_106480.4.p1	XM_013794707.3.p1, XM_013794525.3.p1, XM_048760354.1.p1, XM_013838489.3.p1, XM_013857324.3.p1
OG0000640	NM_129075.4.p1	XM_048780625.1.p1, XM_048780624.1.p1, XM_048780623.1.p1, XM_022711965.2.p1, XM_022711964.2.p1, XM_013885049.3.p1, XM_048775327.1.p1, XM_013846063.3.p1
OG0000640	NM_001036052.2.p1, NM_102996.3.p1	XM_013806656.3.p1, XM_013889201.3.p1, XM_013889202.3.p1
OG0000641	NM_001036360.3.p1, NM_128414.3.p1	XM_013798427.3.p1, XM_048754513.1.p1, XM_013888707.3.p1, XM_013888704.3.p1, XM_013856435.3.p1
OG0000641	NM_001203649.1.p1	XM_013826688.3.p1, XM_048772196.1.p1, XM_048738603.1.p1, XM_048742172.1.p1, XM_013826685.3.p1, XM_013860526.3.p1
OG0000641	NM_001339212.1.p1	XM_013787070.3.p1, XM_013785845.3.p1
OG0000642	NM_111954.3.p1, NM_001202929.1.p1	XM_013874122.3.p1
OG0000642	NM_120642.3.p1, NM_001342829.1.p1	XM_013863400.3.p1, XM_013868612.3.p1, XM_013823074.3.p1
OG0000642	NM_001339761.1.p1, NM_115455.5.p1	XM_022717937.2.p1, XM_022694993.2.p1, XM_013804428.3.p1, XM_013799299.3.p1
OG0000642	NM_129381.4.p1	XM_013879236.3.p1, XM_013889635.3.p1, XM_013843848.3.p1
OG0000643	NM_100780.3.p1, NM_202070.1.p1	XM_013860736.3.p1
OG0000643	NM_118641.3.p1, NM_001203904.1.p1	XM_048763491.1.p1, XM_048763475.1.p1, XM_013850524.3.p1
OG0000643	NM_124485.3.p1	XM_013823796.3.p1
OG0000643	NM_124165.3.p1	XM_048745323.1.p1, XM_013849025.3.p1, XM_013788801.3.p1
OG0000644	NM_001332539.1.p1, NM_001332538.1.p1	XM_013896883.3.p1, XM_048756823.1.p1
OG0000644	NM_106449.3.p1, NM_001334809.1.p1, NM_001334811.1.p1, NM_001334812.1.p1, NM_001334810.1.p1	XM_048736366.1.p1, XM_013794553.3.p1, XM_048760024.1.p1, XM_013843984.3.p1, XM_013843986.3.p1
OG0000644	NM_116931.3.p1	XM_022708222.2.p1
OG0000645	NM_201677.3.p1, NM_126348.4.p1, NM_001335149.1.p1, NM_201676.2.p1, NM_201678.1.p1	XM_013850353.3.p1
OG0000645	NM_114623.4.p1, NM_180337.2.p1, NM_180336.3.p1	XM_013808878.3.p1, XM_013808879.3.p1, XM_022711749.2.p1
OG0000646	NM_001335713.1.p1, NM_127654.4.p1, NM_116577.5.p1, NM_001340445.1.p1	XM_013875994.3.p1, XM_048776088.1.p1, XM_013879988.3.p1
OG0000647	NM_127969.3.p1, NM_001335916.1.p1	XM_048756381.1.p1, XM_013888406.3.p1, XM_022701182.2.p1, XM_022701183.2.p1, XM_022689764.2.p1, XM_013808640.3.p1, XM_048741481.1.p1, XM_013853277.3.p1, XM_013853279.3.p1
OG0000647	NM_001342018.1.p1, NM_001342017.1.p1, NM_119217.3.p1	XM_048780848.1.p1, XM_048745302.1.p1, XM_013882900.3.p1, XM_048763262.1.p1
OG0000648	NM_001338394.1.p1	XM_013819660.3.p1, XM_048744518.1.p1, XM_048781019.1.p1, XM_013841270.3.p1
OG0000649	NM_106199.5.p1	XM_013794445.3.p1
OG0000649	NM_119120.2.p1, NM_179139.1.p1, NM_001341977.1.p1	XM_048764523.1.p1, XM_013850125.3.p1
OG0000649	NM_127508.2.p1	XM_013850107.3.p1, XM_048737170.1.p1
OG0000649	NM_125079.3.p1	XM_013814227.3.p1, XM_013810360.3.p1, XM_013858424.3.p1
OG0000650	NM_001345296.1.p1, NM_125215.5.p1	XM_048750589.1.p1, XM_013827443.3.p1, XM_022713392.2.p1, XM_022713390.2.p1, XM_013826978.3.p1
OG0000650	NM_111702.2.p1, NM_202528.3.p1	XM_013895012.3.p1, XM_013841012.3.p1, XM_013841013.3.p1
OG0000651	NM_117762.3.p1	XM_013816094.3.p1, XM_013832769.3.p1, XM_013885884.3.p1, XM_013849897.3.p1, XM_013885989.3.p1
OG0000651	NM_115922.3.p1	XM_022715041.2.p1, XM_013856674.3.p1, XM_013796522.3.p1, XR_007324785.1.p1, XM_048778307.1.p1, XM_013835822.3.p1
OG0000651	NM_130075.4.p1	XM_013879340.3.p1, XM_048778810.1.p1, XM_013810255.3.p1
OG0000652	NM_129195.6.p1, NM_105366.4.p1	XM_013832132.3.p1, XM_013885086.3.p1
OG0000653	NM_001342060.1.p1, NM_001036681.4.p1, NM_202920.3.p1, NM_001342062.1.p1, NM_001342063.1.p1, NM_001342058.1.p1, NM_001203949.2.p1, NM_001342059.1.p1, NM_119267.5.p1, NM_001342061.1.p1	XM_048738914.1.p1, XM_013830417.3.p1, XM_013894970.3.p1, XM_013849974.3.p1, XM_048745284.1.p1, XM_013823747.3.p1, XM_013823849.3.p1
OG0000653	NM_127998.3.p1	XM_013805268.3.p1, XM_013805269.3.p1, XM_048738974.1.p1, XM_048756389.1.p1
OG0000654	NM_001337120.1.p1, NM_001084593.1.p1, NM_130088.3.p1, NM_119990.3.p1	XM_013799585.3.p1, XM_013799586.3.p1, XM_022699985.2.p1
OG0000655	NM_001340122.1.p1, NM_001340121.1.p1, NM_001084856.2.p1, NM_001337190.1.p1, NM_130206.3.p1, NM_001125064.1.p1	XM_048779476.1.p1, XM_022712603.2.p1, XM_013856603.3.p1, XM_013856604.3.p1, XM_022719138.2.p1, XM_013856602.3.p1
OG0000656	NM_127040.4.p1, NM_001202598.1.p1, NM_001124846.2.p1	XM_013850541.3.p1, XM_013850540.3.p1, XM_013873808.3.p1
OG0000656	NM_119546.3.p1	XM_048779465.1.p1, XM_048745178.1.p1, XM_048738862.1.p1, XM_013799410.3.p1, XM_048766286.1.p1, XM_022705683.2.p1
OG0000656	NM_102539.3.p1	XM_013804188.3.p1, XM_013872457.3.p1, XM_048750886.1.p1
OG0000656	NM_148080.2.p1	XM_013795168.2.p1
OG0000657	NM_118239.3.p1, NM_001341476.1.p1	XM_013879469.3.p1, XM_013847090.3.p1, XM_048751419.1.p1, XM_013861776.3.p1, XM_048762990.1.p1
OG0000658	NM_001345354.1.p1, NM_180892.2.p1, NM_001345355.1.p1, NM_001345353.1.p1	XM_013877089.3.p1, XM_013826872.3.p1, XR_007328967.1.p1, XM_013861237.3.p1
