Orthogroup	Arabidopsis_thaliana_rna_prot	Coffea_arabica_rna_prot
OG0001450	NM_112269.3.p1, NM_001338103.1.p1, NM_112271.4.p1, NM_001338107.1.p1, NM_001338106.1.p1, NM_001338105.1.p1, NM_001338102.1.p1, NM_001338104.1.p1	XM_027270093.1.p1
OG0001452	NM_001340229.1.p1, NM_001340230.1.p1	XM_027257180.1.p1
OG0001453	NM_001344962.1.p1, NM_124560.4.p1, NM_001341731.1.p1, NM_118674.5.p1, NM_120802.2.p1	XM_027264765.1.p1, XM_027264764.1.p1, XM_027220798.1.p1, XM_027265110.1.p1, XM_027259911.1.p1, XM_027252392.1.p1, XM_027248088.1.p1
OG0001454	NM_001342194.1.p1, NM_001342192.1.p1, NM_001342191.1.p1, NM_179154.2.p1	XM_027224521.1.p1
OG0001455	NM_119623.5.p1, NM_001342289.1.p1, NM_001342291.1.p1, NM_127191.4.p1	XM_027230232.1.p1, XM_027230234.1.p1, XM_027230233.1.p1, XM_027230235.1.p1, XM_027237278.1.p1, XM_027237284.1.p1, XM_027237274.1.p1, XM_027237277.1.p1, XM_027237283.1.p1, XM_027237276.1.p1, XM_027237280.1.p1, XM_027235958.1.p1, XM_027237285.1.p1
OG0001456	NM_001343315.1.p1, NM_121412.4.p1	XM_027217448.1.p1
OG0001457	NM_001344778.1.p1, NM_124237.4.p1, NM_001344780.1.p1, NM_001344779.1.p1, NM_123715.3.p1	XM_027261077.1.p1, XM_027215430.1.p1, XM_027271243.1.p1
OG0001458	NM_001345485.1.p1, NM_120829.3.p1, NM_120828.4.p1, NM_118645.4.p1	XM_027251446.1.p1, XM_027248244.1.p1
OG0001459	NM_122145.5.p1	XM_027213630.1.p1, XM_027227681.1.p1
OG0001460	NM_124394.3.p1	XM_027267283.1.p1
OG0001460	NM_100951.4.p1, NM_102183.4.p1	XR_003454864.1.p1
OG0001461	NM_105608.4.p1, NM_101261.3.p1	XM_027244112.1.p1, XM_027217113.1.p1
OG0001462	NM_101625.5.p1	XM_027268878.1.p1, XM_027240931.1.p1
OG0001462	NM_121227.3.p1	XM_027223981.1.p1, XM_027223980.1.p1
OG0001463	NM_102054.4.p1	XM_027257097.1.p1
OG0001464	NM_124272.3.p1, NM_103729.3.p1	XM_027269633.1.p1, XM_027268275.1.p1, XM_027268280.1.p1, XM_027227205.1.p1, XM_027227207.1.p1, XM_027227208.1.p1, XM_027227206.1.p1, XM_027223783.1.p1, XM_027223784.1.p1
OG0001465	NM_104466.4.p1, NM_112155.2.p1	XM_027255813.1.p1
OG0001465	NM_112154.4.p1	XM_027249274.1.p1, XM_027246835.1.p1
OG0001466	NM_112367.3.p1	XM_027205722.1.p1, XM_027208229.1.p1
OG0001466	NM_128950.5.p1	XM_027256063.1.p1
OG0001467	NM_118845.3.p1, NM_112950.3.p1	XM_027206830.1.p1
OG0001467	NM_117705.6.p1, NM_112562.4.p1, NM_124304.4.p1	XM_027243466.1.p1, XM_027260143.1.p1
OG0001468	NM_115396.4.p1	XM_027216604.1.p1, XM_027210344.1.p1
OG0001468	NM_125320.3.p1, NM_114513.6.p1	XM_027248674.1.p1, XR_003457347.1.p1
OG0001469	NM_114648.5.p1	XM_027269930.1.p1
OG0001470	NM_114734.4.p1	XM_027229441.1.p1, XM_027228975.1.p1, XM_027229443.1.p1
OG0001471	NM_119855.4.p1	XM_027223116.1.p1, XM_027219198.1.p1
OG0001471	NM_119573.5.p1	XM_027250180.1.p1, XM_027256732.1.p1, XM_027256733.1.p1, XM_027250182.1.p1
OG0001472	NM_119606.2.p1	XM_027253851.1.p1
OG0001473	NM_119818.6.p1	XM_027218639.1.p1, XM_027218638.1.p1
OG0001474	NM_119936.5.p1, NM_127849.4.p1	XM_027217565.1.p1, XM_027220803.1.p1
OG0001475	NM_120770.4.p1, NR_142955.1.p1, NR_142954.1.p1, NM_120769.2.p1, NM_202562.5.p1	XM_027209957.1.p1, XM_027213360.1.p1, XM_027215851.1.p1, XM_027215028.1.p1, XM_027213440.1.p1
OG0001476	NM_120869.3.p1, NM_120868.4.p1, NM_120867.2.p1, NM_123648.3.p1	XM_027215284.1.p1, XM_027216464.1.p1, XM_027253164.1.p1, XM_027247069.1.p1, XM_027253176.1.p1, XM_027247071.1.p1, XM_027238817.1.p1, XM_027238816.1.p1, XM_027237443.1.p1
OG0001478	NM_001332850.1.p1, NM_001332848.1.p1, NM_001332849.1.p1, NM_102677.4.p1	XM_027233342.1.p1, XM_027231208.1.p1
OG0001478	NM_001336308.1.p1, NM_001036373.3.p1	XM_027207492.1.p1, XM_027207490.1.p1
OG0001479	NM_001202945.2.p1, NM_112136.5.p1, NM_001338018.1.p1, NM_001338017.1.p1, NM_001340047.1.p1, NM_115914.4.p1	XM_027267549.1.p1, XM_027267548.1.p1
OG0001480	NM_114632.4.p1, NM_001203100.1.p1	XM_027265677.1.p1, XM_027269920.1.p1
OG0001481	NM_115246.4.p1, NM_001336344.1.p1, NM_201847.3.p1, NM_001336342.1.p1, NM_128717.3.p1, NM_001331590.1.p1, NM_001331591.1.p1, NM_100467.3.p1	XM_027230010.1.p1
OG0001482	NM_001331716.1.p1, NM_100655.4.p1	XM_027218526.1.p1, XM_027232236.1.p1, XM_027252930.1.p1
OG0001482	NM_116317.4.p1	XM_027259635.1.p1, XM_027252734.1.p1
OG0001483	NM_001342154.1.p1, NM_001343926.1.p1	XM_027224750.1.p1
OG0001484	NM_001334620.1.p1	XM_027267275.1.p1, XM_027270189.1.p1, XM_027270188.1.p1
OG0001484	NM_001332691.1.p1, NM_001332693.1.p1, NM_001332695.1.p1, NM_102384.4.p1	XM_027240010.1.p1
OG0001485	NM_179385.2.p1, NM_102542.1.p1, NM_001332786.1.p1	XM_027234171.1.p1
OG0001485	NM_127860.2.p1, NM_119927.3.p1	XM_027220489.1.p1
OG0001486	NM_104406.6.p1, NM_001333700.1.p1, NM_001333699.1.p1, NM_112203.4.p1	XM_027217396.1.p1, XM_027219869.1.p1
OG0001488	NM_119598.2.p1, NR_142390.1.p1, NM_119597.4.p1	XM_027250020.1.p1, XM_027250019.1.p1, XM_027250022.1.p1, XM_027250021.1.p1
OG0001488	NM_001335601.1.p1, NM_127419.4.p1	XM_027222844.1.p1, XM_027219283.1.p1
OG0001489	NM_101788.4.p1	XM_027233961.1.p1
OG0001489	NM_001335866.1.p1, NM_001335867.1.p1, NM_127941.4.p1	XM_027221478.1.p1, XM_027217692.1.p1, XM_027217694.1.p1
OG0001491	NM_119203.3.p1, NM_115416.2.p1, NM_001336797.1.p1, NM_129535.4.p1	XM_027208985.1.p1, XM_027206144.1.p1, XM_027206145.1.p1, XM_027255120.1.p1
OG0001492	NM_148725.4.p1, NM_001338161.1.p1, NM_001338162.1.p1, NM_001338163.1.p1, NM_104188.4.p1, NM_179471.2.p1	XR_003461033.1.p1, XR_003448124.1.p1, XM_027206647.1.p1, XM_027206645.1.p1, XM_027271142.1.p1
OG0001493	NM_114383.3.p1, NM_001339198.1.p1	XM_027221306.1.p1
OG0001494	NM_001339932.1.p1, NM_001339933.1.p1, NM_115738.4.p1	XM_027271713.1.p1
OG0001494	NM_118012.5.p1, NM_001341308.1.p1	XM_027249844.1.p1, XM_027256210.1.p1
OG0001495	NM_115812.4.p1, NM_001339985.1.p1, NM_102826.4.p1	XM_027225730.1.p1, XM_027225729.1.p1, XM_027225731.1.p1
OG0001496	NM_203109.2.p1, NM_180555.3.p1	XR_003457930.1.p1, XR_003457929.1.p1, XR_003457928.1.p1, XR_003457931.1.p1, XM_027259154.1.p1
OG0001496	NM_001340141.1.p1, NM_116078.4.p1	XM_027231099.1.p1, XM_027231098.1.p1, XM_027231095.1.p1, XM_027231094.1.p1, XM_027233201.1.p1
OG0001497	NM_129030.2.p1, NM_118205.2.p1, NM_001341459.1.p1	XM_027229937.1.p1, XM_027229933.1.p1, XM_027229936.1.p1, XM_027229935.1.p1, XM_027233689.1.p1, XM_027233690.1.p1, XM_027233691.1.p1, XM_027233692.1.p1, XM_027233693.1.p1
OG0001498	NM_148657.3.p1, NM_001342739.1.p1	XM_027213193.1.p1
OG0001498	NM_121349.4.p1	XM_027258170.1.p1
OG0001499	NM_121891.4.p1, NM_001343573.1.p1	XM_027260319.1.p1
OG0001500	NM_118008.4.p1	XM_027256183.1.p1, XM_027253009.1.p1
OG0001500	NM_123140.2.p1, NM_001344221.1.p1	XM_027243457.1.p1, XM_027221838.1.p1
OG0001501	NM_180171.2.p1, NM_111103.6.p1	XM_027242081.1.p1
OG0001501	NM_105093.3.p1, NM_123531.3.p1, NM_001344409.1.p1, NM_001344410.1.p1, NM_180782.3.p1	XM_027227516.1.p1
OG0001503	NM_001344484.1.p1, NM_100314.4.p1	XM_027260685.1.p1
OG0001503	NM_117521.4.p1	XM_027260688.1.p1
OG0001504	NM_129514.3.p1	XM_027248671.1.p1
OG0001504	NM_001345346.1.p1, NM_125326.4.p1, NM_001345345.1.p1	XM_027231372.1.p1
OG0001505	NM_101012.5.p1	XM_027255861.1.p1, XM_027255860.1.p1
OG0001506	NM_124872.3.p1, NM_118834.4.p1	XM_027208418.1.p1, XM_027208419.1.p1
OG0001506	NM_101037.4.p1	XM_027232254.1.p1
OG0001507	NM_103632.3.p1	XM_027236298.1.p1, XM_027238897.1.p1
OG0001508	NM_104412.3.p1, NM_112197.4.p1, NM_125036.5.p1	XM_027216734.1.p1, XM_027269755.1.p1
OG0001509	NM_105719.5.p1, NM_180620.3.p1	XM_027244389.1.p1
OG0001510	NM_105720.4.p1	XM_027242399.1.p1, XM_027242398.1.p1
OG0001511	NM_116866.3.p1	XM_027237617.1.p1
OG0001512	NM_120217.5.p1, NM_111725.3.p1	XM_027213540.1.p1
OG0001512	NM_118990.4.p1, NM_127616.5.p1	XM_027209218.1.p1
OG0001513	NM_117551.3.p1, NM_113183.4.p1	XM_027260552.1.p1
OG0001514	NM_113821.3.p1, NM_123329.2.p1	XM_027268567.1.p1, XM_027239665.1.p1
OG0001515	NM_114744.4.p1	XM_027266655.1.p1, XM_027270091.1.p1
OG0001515	NM_121407.3.p1	XM_027246066.1.p1
OG0001516	NM_130177.3.p1	XM_027228300.1.p1, XM_027228298.1.p1, XM_027224582.1.p1, XM_027224583.1.p1, XM_027226880.1.p1, XM_027252653.1.p1
OG0001517	NM_118530.5.p1	XM_027225369.1.p1, XM_027225368.1.p1
OG0001517	NM_116048.3.p1, NM_130218.5.p1	XM_027259656.1.p1
OG0001518	NM_117086.4.p1	XM_027212457.1.p1
OG0001519	NM_117890.5.p1	XM_027228182.1.p1
OG0001519	NM_129079.2.p1	XM_027253959.1.p1, XM_027246366.1.p1, XM_027263858.1.p1
OG0001520	NM_118632.3.p1	XM_027237644.1.p1
OG0001521	NM_118712.6.p1, NM_125139.3.p1	XM_027249368.1.p1, XM_027210303.1.p1
OG0001522	NM_120280.4.p1	XM_027215360.1.p1, XR_003449659.1.p1, XM_027211435.1.p1
OG0001523	NM_120983.2.p1, NM_125830.2.p1	XM_027250416.1.p1, XM_027257020.1.p1
OG0001523	NM_124380.3.p1	XM_027238439.1.p1
OG0001524	NM_121218.5.p1	XM_027225148.1.p1
OG0001524	NM_179659.2.p1	XM_027213664.1.p1, XM_027209676.1.p1, XM_027213665.1.p1, XM_027213663.1.p1
OG0001525	NM_121239.4.p1	XM_027212133.1.p1, XM_027229763.1.p1
OG0001526	NM_148870.3.p1	XM_027249791.1.p1, XM_027210937.1.p1
OG0001527	NM_122355.4.p1	XM_027252805.1.p1, XM_027254149.1.p1
OG0001528	NM_122462.2.p1	XM_027225608.1.p1
OG0001529	NM_122518.3.p1	XM_027229450.1.p1
OG0001530	NM_124580.4.p1	XM_027238586.1.p1, XM_027238585.1.p1, XM_027238591.1.p1, XM_027238588.1.p1, XM_027238584.1.p1, XM_027238576.1.p1, XM_027238583.1.p1, XM_027238592.1.p1, XM_027238582.1.p1, XM_027238577.1.p1, XM_027238578.1.p1, XM_027238581.1.p1, XM_027238587.1.p1, XM_027238589.1.p1, XM_027236600.1.p1, XM_027236592.1.p1, XM_027236595.1.p1, XM_027236594.1.p1, XM_027236596.1.p1, XM_027236589.1.p1, XM_027236597.1.p1
OG0001531	NM_125010.3.p1	XM_027271852.1.p1, XM_027271854.1.p1, XM_027271856.1.p1, XM_027271851.1.p1, XM_027271857.1.p1, XM_027271858.1.p1, XM_027271859.1.p1
OG0001532	NM_128919.4.p1, NM_128920.3.p1	XM_027251122.1.p1, XM_027258016.1.p1, XM_027258005.1.p1, XM_027257990.1.p1
OG0001542	NM_125464.3.p1	XM_027229900.1.p1
OG0001542	NM_115335.3.p1, NM_001035784.2.p1, NM_179975.3.p1	XM_027249165.1.p1
OG0001543	NM_001035943.2.p1, NM_001331916.1.p1, NM_100936.3.p1	XR_003454912.1.p1, XR_003454910.1.p1, XR_003454030.1.p1, XM_027239890.1.p1, XM_027239892.1.p1, XM_027244744.1.p1, XM_027244745.1.p1
OG0001544	NM_119583.4.p1	XM_027262002.1.p1, XM_027250205.1.p1
OG0001544	NM_101636.3.p1, NM_001035984.2.p1, NM_001123830.1.p1	XM_027266816.1.p1
OG0001545	NM_179565.2.p1, NM_001036212.1.p1, NM_179566.2.p1, NM_001124136.2.p1	XM_027235985.1.p1, XM_027235981.1.p1, XM_027235983.1.p1, XM_027235984.1.p1, XM_027238790.1.p1, XM_027235982.1.p1, XM_027238791.1.p1
OG0001546	NM_001331478.1.p1, NM_001123753.2.p1, NM_100323.7.p1, NM_001036562.2.p1, NM_113232.5.p1	XM_027260782.1.p1
OG0001547	NM_201914.3.p1, NM_001084558.3.p1, NM_001336817.1.p1	XM_027256421.1.p1, XR_003455956.1.p1, XR_003457326.1.p1, XR_003458331.1.p1, XR_003458326.1.p1, XM_027255026.1.p1, XR_003458329.1.p1, XR_003458327.1.p1, XM_027255024.1.p1, XM_027255022.1.p1, XR_003458330.1.p1, XR_003457328.1.p1, XM_027248555.1.p1, XR_003457327.1.p1
OG0001548	NM_001343488.1.p1, NM_121736.3.p1	XM_027219205.1.p1
OG0001548	NM_123085.3.p1, NM_101691.9.p1, NM_001123832.2.p1, NM_148701.2.p1	XM_027233459.1.p1, XM_027233460.1.p1, XR_003460916.1.p1
OG0001549	NM_122143.3.p1, NM_114303.2.p1, NM_001125299.2.p1	XM_027209606.1.p1, XM_027227621.1.p1
OG0001550	NM_105057.3.p1, NM_123503.2.p1	XM_027229820.1.p1, XM_027225004.1.p1
OG0001550	NM_125392.3.p1, NM_001125990.2.p1	XM_027232326.1.p1, XM_027270449.1.p1
OG0001551	NM_104296.5.p1, NM_001160950.2.p1, NM_202580.2.p1	XM_027269077.1.p1
OG0001551	NM_122061.4.p1	XM_027209553.1.p1
OG0001552	NM_001161132.1.p1, NM_111937.5.p1	XM_027248445.1.p1
OG0001552	NM_001342605.1.p1, NM_120244.6.p1	XM_027212743.1.p1
OG0001553	NM_001335555.1.p1, NM_001202616.1.p1, NM_001342379.1.p1, NM_119756.5.p1	XM_027221418.1.p1, XM_027217455.1.p1
OG0001554	NM_180770.2.p1, NM_001203501.1.p1, NM_001344187.1.p1, NM_001344186.1.p1, NM_123096.3.p1	XM_027223185.1.p1, XM_027219716.1.p1
OG0001555	NM_001331450.1.p1, NM_100277.5.p1, NM_001331451.1.p1, NM_123776.4.p1, NM_104323.4.p1, NM_122768.2.p1, NM_122774.4.p1	XM_027248807.1.p1, XM_027248806.1.p1
OG0001556	NM_112631.3.p1, NM_001333318.1.p1, NM_001333319.1.p1, NM_001333316.1.p1, NM_202599.2.p1	XM_027260003.1.p1, XM_027265125.1.p1
OG0001557	NM_001334438.1.p1, NM_180642.2.p1, NM_001334437.1.p1, NM_001334440.1.p1, NM_001334439.1.p1, NM_105686.6.p1	XM_027218632.1.p1, XM_027246032.1.p1, XM_027246030.1.p1, XM_027246031.1.p1, XM_027241361.1.p1, XM_027241359.1.p1
OG0001558	NM_129185.4.p1, NM_001336591.1.p1	XM_027209819.1.p1, XM_027209818.1.p1, XM_027209817.1.p1, XM_027217286.1.p1, XM_027217285.1.p1, XM_027217287.1.p1
OG0001559	NM_121686.4.p1, NM_203064.3.p1, NM_111168.2.p1, NM_001337453.1.p1	XM_027247631.1.p1, XM_027254037.1.p1
OG0001560	NM_001338116.1.p1	XR_003460851.1.p1, XR_003460270.1.p1, XM_027266784.1.p1
OG0001561	NM_001340008.1.p1, NM_001340009.1.p1, NM_129978.4.p1	XM_027218424.1.p1, XM_027218415.1.p1
OG0001562	NM_202856.3.p1, NM_118276.4.p1, NM_116739.4.p1, NM_001340525.1.p1, NM_202784.3.p1	XM_027249225.1.p1, XM_027249224.1.p1
OG0001564	NM_001342189.1.p1, NM_119452.4.p1	XM_027224509.1.p1, XM_027227610.1.p1
OG0001565	NM_001345172.1.p1, NM_001345173.1.p1, NM_124977.4.p1	XM_027205282.1.p1, XM_027205281.1.p1
OG0001565	NM_001345239.1.p1, NM_001345240.1.p1, NM_001345241.1.p1, NM_125092.4.p1	XM_027212621.1.p1
OG0001566	NM_001345279.1.p1, NM_001345280.1.p1	XM_027213378.1.p1
OG0001566	NM_122418.2.p1, NM_128063.5.p1, NM_119334.3.p1	XM_027228189.1.p1
OG0001567	NM_180931.2.p1, NM_125820.3.p1	XM_027250453.1.p1, XM_027250456.1.p1, XM_027250455.1.p1
OG0001567	NM_100097.5.p1	XM_027257625.1.p1
OG0001568	NM_124262.4.p1	XM_027264300.1.p1, XM_027237907.1.p1
OG0001568	NM_100355.4.p1, NM_123800.1.p1	XM_027230494.1.p1, XM_027232489.1.p1
OG0001569	NM_202067.2.p1, NM_100768.4.p1, NM_202301.2.p1, NM_104356.3.p1	XM_027258786.1.p1, XM_027251849.1.p1, XM_027265450.1.p1, XM_027265449.1.p1, XM_027260418.1.p1, XM_027260416.1.p1, XM_027265448.1.p1, XM_027265447.1.p1, XM_027265446.1.p1, XM_027260413.1.p1
OG0001570	NM_103488.4.p1, NM_101732.3.p1, NM_106105.2.p1	XM_027239009.1.p1, XM_027236549.1.p1
OG0001572	NM_102355.5.p1, NM_105523.3.p1	XM_027242777.1.p1, XM_027269022.1.p1
OG0001573	NM_111034.3.p1	XM_027270633.1.p1, XM_027241376.1.p1, XM_027240820.1.p1, XM_027240750.1.p1
OG0001574	NM_116377.2.p1	XM_027248728.1.p1
OG0001574	NM_129238.4.p1, NM_113559.4.p1	XM_027251284.1.p1
OG0001575	NM_121062.5.p1, NM_180941.3.p1	XM_027219542.1.p1
OG0001575	NM_114602.4.p1, NM_180332.1.p1, NM_180333.1.p1	XM_027234497.1.p1
OG0001576	NM_115367.3.p1, NM_129492.3.p1, NM_121361.3.p1	XM_027255310.1.p1
OG0001576	NM_115211.5.p1	XM_027214967.1.p1
OG0001577	NM_117989.4.p1, NM_115732.4.p1, NM_123945.4.p1, NM_180045.4.p1	XM_027206247.1.p1
OG0001578	NM_116478.5.p1	XM_027242778.1.p1, XM_027261585.1.p1
OG0001579	NM_118953.2.p1, NM_201769.3.p1, NM_179676.3.p1	XM_027205764.1.p1, XM_027205762.1.p1
OG0001580	NM_119391.2.p1, NM_128109.3.p1, NM_122449.2.p1, NM_121161.3.p1	XM_027225039.1.p1
OG0001581	NM_120166.2.p1	XM_027218407.1.p1
OG0001582	NM_120564.2.p1	XM_027255486.1.p1
OG0001583	NM_129747.5.p1	XM_027217043.1.p1
OG0001584	NM_122472.4.p1	XM_027229610.1.p1, XM_027224434.1.p1, XM_027229380.1.p1, XM_027224430.1.p1, XM_027228255.1.p1, XM_027229407.1.p1, XM_027224433.1.p1, XM_027224432.1.p1, XM_027228293.1.p1, XM_027228256.1.p1, XM_027227992.1.p1, XM_027224429.1.p1, XM_027227581.1.p1, XM_027227385.1.p1, XM_027225596.1.p1
OG0001585	NM_126592.3.p1	XM_027207765.1.p1
OG0001585	NM_128970.2.p1	XM_027256155.1.p1, XM_027249751.1.p1
OG0001586	NM_201819.2.p1, NM_128310.4.p1	XM_027227723.1.p1
OG0001593	NM_001036117.1.p1, NM_104405.4.p1	XM_027218580.1.p1, XM_027218551.1.p1, XM_027218508.1.p1, XM_027218588.1.p1, XM_027218543.1.p1, XM_027218513.1.p1, XM_027218527.1.p1, XM_027218596.1.p1, XM_027218603.1.p1, XM_027225053.1.p1, XM_027217308.1.p1, XM_027206780.1.p1
OG0001594	NM_178941.4.p1, NM_001036488.1.p1, NM_178943.3.p1, NM_130161.3.p1	XM_027252570.1.p1, XM_027259418.1.p1
OG0001595	NM_001331380.1.p1, NM_100185.3.p1, NM_116493.3.p1, NM_001036500.2.p1	XM_027260603.1.p1, XM_027240050.1.p1
OG0001596	NM_111323.4.p1, NM_001084023.1.p1, NM_100736.3.p1	XM_027255400.1.p1, XM_027255401.1.p1, XM_027255402.1.p1, XM_027255399.1.p1
OG0001598	NM_127343.2.p1, NM_119774.3.p1, NM_180949.3.p1, NM_126019.4.p1, NM_001345751.1.p1, NM_001345752.1.p1, NM_001126036.2.p1, NM_001085337.1.p1	XM_027217911.1.p1
OG0001599	NM_001203058.1.p1, NM_113650.4.p1, NM_123435.4.p1, NM_001125871.1.p1, NM_111037.4.p1	XM_027242430.1.p1, XM_027242428.1.p1, XM_027246183.1.p1
OG0001601	NM_001161298.2.p1, NM_001344803.1.p1, NM_124249.3.p1	XM_027264020.1.p1, XM_027237586.1.p1, XM_027237591.1.p1
OG0001603	NM_101189.4.p1	XR_003454698.1.p1, XM_027243941.1.p1, XR_003454190.1.p1
OG0001603	NM_001203619.1.p1, NM_124949.3.p1	XM_027271431.1.p1
OG0001604	NM_100246.1.p1, NM_001203751.2.p1, NM_116743.3.p1, NM_001340527.1.p1, NM_001340933.1.p1, NM_001340932.1.p1, NM_117519.4.p1, NM_001340455.1.p1, NM_116586.6.p1, NM_001340451.1.p1, NM_001340452.1.p1, NM_116583.4.p1, NM_001340454.1.p1, NM_001340453.1.p1, NM_001340462.1.p1, NM_001340461.1.p1, NM_116588.2.p1, NM_001340458.1.p1, NM_001203740.1.p1, NM_116587.6.p1, NM_001340457.1.p1	XM_027271273.1.p1, XM_027208032.1.p1, XM_027207275.1.p1
OG0001605	NM_118962.5.p1	XM_027209168.1.p1
OG0001605	NM_127645.4.p1	XM_027206794.1.p1
OG0001605	NM_001341491.1.p1, NM_116741.4.p1, NM_001203749.1.p1	XM_027255879.1.p1
OG0001606	NM_001331887.1.p1, NM_100886.7.p1	XM_027236957.1.p1, XM_027236956.1.p1
OG0001607	NM_001332351.1.p1, NM_101720.8.p1, NM_001332352.1.p1, NM_106076.4.p1	XM_027217404.1.p1, XM_027269015.1.p1, XM_027267563.1.p1
OG0001608	NM_001334552.1.p1, NM_105940.4.p1	XM_027268711.1.p1
OG0001608	NM_122521.5.p1	XM_027225879.1.p1
OG0001609	NM_119344.3.p1	XM_027227193.1.p1
OG0001609	NM_101455.2.p1, NM_001335003.1.p1	XM_027265861.1.p1
OG0001610	NM_101751.2.p1, NM_106136.5.p1, NM_001336509.1.p1, NM_179898.3.p1, NM_001336508.1.p1	XM_027270984.1.p1, XM_027270985.1.p1, XM_027268527.1.p1, XM_027268019.1.p1, XM_027266574.1.p1
OG0001611	NM_112559.4.p1, NM_148104.4.p1, NM_180194.3.p1, NM_001337676.1.p1, NM_180195.2.p1	XM_027262394.1.p1, XM_027243269.1.p1
OG0001612	NM_103180.3.p1, NM_001338186.1.p1	XM_027258264.1.p1, XM_027258265.1.p1, XM_027258266.1.p1, XM_027258259.1.p1, XM_027258258.1.p1, XM_027251288.1.p1, XM_027251291.1.p1, XM_027251292.1.p1
OG0001613	NM_001338563.1.p1, NM_001338561.1.p1, NM_001338562.1.p1, NM_113107.7.p1	XM_027271640.1.p1, XM_027271642.1.p1, XM_027207682.1.p1
OG0001614	NM_001339717.1.p1, NM_115366.4.p1	XM_027255325.1.p1, XR_003458360.1.p1, XR_003458361.1.p1, XR_003458362.1.p1, XR_003458364.1.p1, XM_027255323.1.p1, XM_027255324.1.p1
OG0001615	NM_117145.3.p1, NM_001340684.1.p1	XM_027227588.1.p1, XM_027224532.1.p1
OG0001616	NM_116527.4.p1	XM_027241491.1.p1, XM_027241486.1.p1
OG0001616	NM_001341435.1.p1, NR_142340.1.p1	XM_027270033.1.p1
OG0001617	NM_179636.3.p1	XM_027222743.1.p1, XM_027220716.1.p1
OG0001617	NM_001342377.1.p1, NM_119754.4.p1	XM_027220764.1.p1, XM_027217315.1.p1, XM_027220766.1.p1
OG0001618	NM_001342451.1.p1, NM_119926.5.p1	XM_027234173.1.p1, XM_027237203.1.p1, XM_027217362.1.p1, XM_027217363.1.p1
OG0001619	NM_122376.4.p1, NM_001343893.1.p1, NM_001343892.1.p1	XM_027257368.1.p1, XM_027257370.1.p1
OG0001620	NM_001344996.1.p1, NM_203198.1.p1, NM_122294.4.p1	XM_027247968.1.p1
OG0001621	NM_001345554.1.p1	XM_027268030.1.p1, XM_027270022.1.p1
OG0001621	NM_102483.3.p1, NM_104678.2.p1	XM_027241461.1.p1
OG0001622	NM_106138.3.p1, NM_001345556.1.p1, NM_125657.5.p1	XM_027268024.1.p1, XM_027268025.1.p1
OG0001622	NM_102474.4.p1	XM_027242147.1.p1
OG0001623	NM_116445.2.p1, NM_178954.2.p1, NM_100152.3.p1, NM_202015.2.p1, NM_116131.5.p1	XM_027262486.1.p1
OG0001624	NM_106683.2.p1, NM_101424.3.p1, NM_106682.1.p1	XM_027267466.1.p1
OG0001624	NM_118289.1.p1	XM_027224193.1.p1
OG0001625	NM_101792.4.p1, NM_202136.1.p1, NM_202135.3.p1, NM_202416.1.p1, NM_106164.3.p1	XM_027235381.1.p1
OG0001625	NM_119842.7.p1, NM_114935.3.p1	XM_027218238.1.p1
OG0001626	NM_130342.3.p1	XM_027261373.1.p1
OG0001627	NM_102948.4.p1, NM_179917.4.p1	XM_027225537.1.p1
OG0001628	NM_103511.4.p1	XM_027236324.1.p1
OG0001629	NM_121949.3.p1, NM_104019.3.p1	XM_027238963.1.p1, XM_027238962.1.p1, XM_027222560.1.p1, XM_027223840.1.p1, XM_027223819.1.p1, XM_027223833.1.p1
OG0001631	NM_148696.4.p1	XM_027258390.1.p1, XM_027237098.1.p1, XM_027247598.1.p1
OG0001631	NM_117483.4.p1, NM_113281.3.p1	XM_027264561.1.p1, XM_027262299.1.p1
OG0001632	NM_115480.4.p1, NM_129604.2.p1	XM_027248410.1.p1, XR_003457307.1.p1
OG0001633	NM_116536.5.p1	XM_027241746.1.p1, XM_027241753.1.p1
OG0001634	NM_121115.4.p1, NM_121114.4.p1	XM_027227021.1.p1
OG0001635	NM_128153.3.p1	XM_027270048.1.p1, XM_027229424.1.p1, XM_027225772.1.p1
OG0001636	NM_202463.1.p1, NM_202462.1.p1	XM_027270904.1.p1, XM_027265860.1.p1
OG0001644	NM_001035645.3.p1	XM_027221954.1.p1, XM_027218229.1.p1
OG0001644	NM_106363.5.p1	XM_027233956.1.p1
OG0001645	NM_114676.4.p1, NM_001339350.1.p1, NM_001035751.2.p1, NM_125685.7.p1	XM_027268725.1.p1, XM_027268033.1.p1
OG0001646	NM_121000.4.p1	XM_027250341.1.p1, XM_027256943.1.p1
OG0001646	NM_001036320.1.p1, NM_127834.3.p1, NM_119949.5.p1	XM_027222070.1.p1, XM_027222069.1.p1, XM_027222068.1.p1, XM_027219122.1.p1
OG0001647	NM_001337725.1.p1	XM_027206669.1.p1
OG0001647	NM_001036751.2.p1	XM_027217002.1.p1, XM_027214853.1.p1
OG0001648	NM_001331834.1.p1, NM_001198019.2.p1, NM_001337615.1.p1, NM_001337614.1.p1, NM_122559.2.p1, NM_001343981.1.p1, NM_001343980.1.p1, NM_001036869.2.p1, NM_001343979.1.p1, NM_203111.2.p1	XM_027259141.1.p1, XM_027259140.1.p1, XM_027252249.1.p1, XM_027252251.1.p1
