Orthogroup	Arabidopsis_thaliana_rna_prot	Glycine_max_rna_prot
OG0000737	NM_103870.3.p1, NM_001338401.1.p1, NM_112837.3.p1	XM_026124184.2.p1, XR_005886753.1.p1, XM_014763395.3.p1, XM_006605912.4.p1
OG0000737	NM_001331566.1.p1, NM_001197987.1.p1, NM_001331568.1.p1, NM_001331565.1.p1, NM_100451.4.p1, NM_202036.3.p1, NM_202035.4.p1, NM_001331567.1.p1, NM_001331570.1.p1, NM_179266.3.p1, NM_001331564.1.p1, NM_001331571.1.p1, NM_001336345.1.p1, NM_128731.5.p1	XM_006574311.4.p1, XM_003529329.4.p1
OG0000738	NM_103643.3.p1, NM_001333273.1.p1, NM_202255.2.p1, NM_103642.3.p1	XM_003549362.5.p1, XM_003544399.5.p1, XM_014774449.3.p1, XM_026128824.2.p1
OG0000738	NM_112800.4.p1, NM_001333392.1.p1, NM_001333393.1.p1, NM_103848.3.p1	XM_003518798.5.p1, XM_003529337.5.p1
OG0000739	NM_105251.1.p1, NM_001334223.1.p1	XM_014771235.3.p1
OG0000739	NM_123073.1.p1, NM_001344163.1.p1, NM_116792.3.p1, NM_123075.2.p1, NM_123074.2.p1, NM_123061.1.p1	XM_003537374.5.p1, XM_006596857.3.p1
OG0000740	NM_001335565.1.p1, NM_119768.2.p1	XM_006573492.4.p1, XM_003538832.5.p1, XM_006599267.3.p1
OG0000740	NM_106230.4.p1, NM_202141.1.p1	XM_014777208.3.p1, XM_006581098.4.p1, XM_003523499.5.p1, XM_003549416.5.p1, XM_006596481.3.p1
OG0000741	NM_129320.4.p1, NM_001336666.1.p1, NM_120304.3.p1	NM_001249621.2.p1, XM_003552125.5.p1, XM_003552016.5.p1
OG0000742	NM_001337794.1.p1, NM_111735.3.p1	XM_041017081.1.p1, XM_006583581.4.p1, XM_006602590.4.p1
OG0000743	NM_111345.3.p1	XM_003554657.4.p1, XM_003521705.4.p1, NM_001252824.2.p1, NM_001250283.2.p1
OG0000743	NM_117535.5.p1, NM_001340947.1.p1, NM_202626.2.p1, NM_001338610.1.p1, NM_113205.3.p1	XM_003556341.4.p1, NM_001253284.2.p1
OG0000745	NM_121365.2.p1, NM_103819.2.p1	XM_006575813.3.p1, XM_006575850.4.p1
OG0000745	NM_121160.2.p1, NM_105161.1.p1, NM_114389.1.p1	XM_041016079.1.p1, XM_003556629.4.p1
OG0000746	NM_114866.4.p1, NM_126130.2.p1, NM_127893.3.p1, NM_119889.2.p1	NM_001250764.2.p1, NM_001250780.3.p1, NM_001248786.1.p1, NM_001251158.2.p1, NM_001248213.3.p1, XM_003524613.5.p1
OG0000747	NM_126488.3.p1	XM_003542268.5.p1, NM_001255199.3.p1, XM_003519390.5.p1
OG0000748	NM_120334.3.p1	NM_001250097.2.p1, XM_003547367.5.p1, NM_001248626.2.p1, XM_003547357.5.p1, XM_003543459.5.p1
OG0000750	NM_179223.3.p1, NM_125017.5.p1, NM_112188.4.p1, NM_001338050.1.p1, NM_001035610.2.p1, NM_001333719.1.p1, NM_001333718.1.p1, NM_104428.4.p1	XM_026126589.2.p1, XM_026126588.2.p1, NM_001354967.1.p1, XM_026126587.2.p1
OG0000751	NM_114788.4.p1, NM_001035755.2.p1, NM_001343871.1.p1, NM_122337.5.p1, NM_001343872.1.p1, NM_001343870.1.p1	XM_003526673.5.p1, XM_014774937.3.p1, XM_003523310.5.p1, XM_006578832.4.p1, XM_006595539.4.p1, XM_041008801.1.p1
OG0000752	NM_103008.4.p1, NM_001333017.1.p1, NM_001333018.1.p1, NM_124076.5.p1, NM_001341239.1.p1, NM_001084933.2.p1, NM_117876.3.p1	XM_006600819.4.p1, XM_006600821.4.p1, XM_003524275.5.p1, XM_006573639.4.p1, XM_006590525.4.p1
OG0000753	NM_001124781.1.p1, NM_101326.5.p1	XM_041013222.1.p1, XM_006589656.4.p1, XM_014763429.3.p1, XR_005890261.1.p1, XM_006605392.3.p1, XM_006583633.4.p1
OG0000754	NM_105025.4.p1	NM_001250703.1.p1, XM_003532666.5.p1
OG0000754	NM_001202813.1.p1, NM_128714.4.p1	XM_006579313.4.p1, XM_041015183.1.p1
OG0000755	NM_116898.4.p1, NM_001340581.1.p1	XM_026125397.2.p1, XM_003543041.5.p1, NM_001254674.2.p1, XM_003526576.5.p1
OG0000755	NM_001332531.1.p1, NM_102037.3.p1, NM_103561.4.p1, NM_116899.3.p1	XM_003544633.5.p1, XM_006593529.3.p1, XM_006581518.4.p1, NM_001253273.2.p1
OG0000756	NM_125817.3.p1	NM_001251531.2.p1, NM_001248837.1.p1
OG0000756	NM_113135.4.p1, NM_113678.3.p1, NM_113134.2.p1	NM_001249237.2.p1
OG0000757	NM_104533.4.p1, NM_001337612.1.p1, NM_001337613.1.p1	XM_003555130.5.p1, XM_003535267.5.p1
OG0000757	NM_001337660.1.p1, NM_111526.4.p1	XM_003529455.5.p1, XM_003550769.5.p1
OG0000757	NM_122156.4.p1, NM_001343739.1.p1	XM_003531340.5.p1, XM_014775774.3.p1
OG0000758	NM_001338783.1.p1, NM_001338784.1.p1, NM_202633.3.p1, NM_001338781.1.p1, NM_001338782.1.p1, NM_113515.4.p1	XM_041011985.1.p1, XM_003551891.4.p1, XM_041011984.1.p1, XM_006585181.4.p1
OG0000759	NM_128928.3.p1	XM_003527246.5.p1
OG0000759	NM_001339515.1.p1, NM_115006.3.p1	XM_006573456.4.p1, XM_006590691.4.p1
OG0000760	NM_118558.4.p1, NM_001341655.1.p1	XM_006597583.4.p1
OG0000760	NM_116494.5.p1	XM_003547703.5.p1, XM_003520311.4.p1, XM_003522240.5.p1, XM_003527546.4.p1
OG0000761	NM_001345216.1.p1, NM_125058.3.p1	XM_041017915.1.p1, XM_041015676.1.p1, XM_003525260.5.p1, XM_003529029.3.p1
OG0000761	NM_121217.3.p1, NM_001343214.1.p1	NM_001253937.2.p1, XM_006578013.4.p1, XM_003544476.5.p1, XM_003550230.5.p1
OG0000762	NM_001344456.1.p1, NM_001344978.1.p1, NM_001344981.1.p1, NM_001344979.1.p1, NM_124586.4.p1, NM_001344980.1.p1	XM_006591873.4.p1, XM_041007511.1.p1, XM_006591871.4.p1, XM_003540264.5.p1
OG0000763	NM_116121.7.p1	NM_001252987.2.p1, NM_001254236.2.p1
OG0000763	NM_100788.3.p1, NM_104512.3.p1, NM_116440.4.p1	NM_001369242.1.p1, NM_001251814.3.p1, NM_001248929.2.p1, XM_003529490.5.p1
OG0000764	NM_125030.1.p1, NM_102963.2.p1, NM_125032.4.p1, NM_130241.3.p1, NM_130242.2.p1, NM_130240.3.p1	XM_003521776.5.p1, XM_003554734.5.p1, XM_003548136.5.p1, XM_003529830.5.p1, XM_003548356.5.p1, XM_003548358.5.p1, XM_006604847.4.p1
OG0000765	NM_114903.5.p1	XM_014765288.3.p1, XM_014765286.2.p1, XM_006574666.4.p1, XM_006574662.2.p1, XM_006574660.2.p1
OG0000766	NM_117234.3.p1	NM_001248948.3.p1
OG0000767	NM_119745.3.p1, NM_179170.3.p1, NM_179171.2.p1	XM_006590675.4.p1, XM_003516489.5.p1
OG0000768	NM_121542.3.p1, NM_121466.3.p1	XM_006574561.4.p1
OG0000773	NM_001036358.2.p1, NM_001336156.1.p1, NM_001336155.1.p1, NM_001336153.1.p1, NM_179784.2.p1	XM_014764587.3.p1, XM_041007433.1.p1, XM_006592199.4.p1, XM_006592202.4.p1, XM_014764585.3.p1, XM_014764581.3.p1, XM_041007435.1.p1, XM_041007436.1.p1, XM_014764584.3.p1, XM_006590176.4.p1, XM_014763468.3.p1, XM_041006370.1.p1, XM_006590177.4.p1, XM_006592204.4.p1, XM_041007052.1.p1, XM_041007054.1.p1, XM_006591769.4.p1
OG0000774	NM_001036584.3.p1, NM_001203831.1.p1, NM_001341263.1.p1, NM_001341261.1.p1, NM_001344678.1.p1, NM_124011.4.p1	XM_003533798.5.p1, XR_005886323.1.p1, XR_415902.3.p1, XM_006587058.3.p1, XR_005886320.1.p1, XR_005886319.1.p1, XR_005888593.1.p1, XR_418440.3.p1, XR_003264779.2.p1, XM_006597873.3.p1, XR_001385078.2.p1, XR_418441.4.p1
OG0000775	NM_111007.4.p1	XM_003543399.3.p1, XM_006593577.4.p1
OG0000775	NM_001036977.2.p1, NM_124487.3.p1, NM_001036976.3.p1, NM_001332637.1.p1	XM_003531986.5.p1, XM_041018511.1.p1, XR_005889816.1.p1, XM_006602308.4.p1
OG0000776	NM_120171.3.p1, NM_127808.3.p1, NM_001037074.2.p1, NM_125929.3.p1	XM_003528272.1.p1, XM_041006942.1.p1, XM_003551967.5.p1, XM_006584572.4.p1, XM_041015571.1.p1
OG0000777	NM_001198368.1.p1, NM_001084294.2.p1, NM_001334059.1.p1, NM_001334060.1.p1, NM_001341571.1.p1, NM_001203876.2.p1, NM_117250.3.p1, NM_001340733.1.p1	XM_041005182.1.p1, XM_041010561.1.p1, XM_006599467.4.p1, XM_041010562.1.p1, XM_041004851.1.p1, XM_041013347.1.p1
OG0000778	NM_001340573.1.p1, NM_001340574.1.p1, NM_001340576.1.p1, NM_001340577.1.p1, NM_001340572.1.p1, NM_116886.3.p1	XM_003522679.5.p1, XM_006580841.4.p1, XM_006580843.4.p1, XM_006578185.4.p1
OG0000778	NM_001342232.1.p1, NM_001085021.2.p1	XM_006605945.3.p1, XM_003555257.4.p1
OG0000780	NM_123476.5.p1, NM_113601.3.p1, NM_001338838.1.p1, NM_180306.3.p1, NM_001338837.1.p1, NM_001203053.1.p1	XM_006598943.4.p1, XM_041012463.1.p1, XM_041012462.1.p1
OG0000781	NM_001331428.1.p1, NM_001331427.1.p1, NM_001331431.1.p1, NM_001331425.1.p1, NM_001331429.1.p1, NM_100242.3.p1, NM_001331433.1.p1, NM_001331430.1.p1, NM_001331432.1.p1, NM_001331423.1.p1	XM_006592357.3.p1, XM_003539857.4.p1, XM_006592356.3.p1, XM_014764815.3.p1, XM_014764814.3.p1, XM_006592358.4.p1, XM_006592359.4.p1, XM_006582265.4.p1, XM_014776810.2.p1
OG0000782	NM_125799.4.p1	XM_006581711.4.p1, XM_003523173.5.p1, XM_006580276.4.p1
OG0000782	NM_001336501.1.p1, NM_102687.4.p1	XM_006578887.4.p1, XM_003527912.4.p1
OG0000782	NM_114967.2.p1	XM_041006632.1.p1, XM_003516512.5.p1
OG0000783	NM_001339389.1.p1, NM_127951.5.p1	XM_003535549.5.p1, XM_003536402.4.p1, XM_041005484.1.p1, NM_001253286.2.p1, XR_005889417.1.p1
OG0000783	NM_116014.3.p1, NM_001340106.1.p1, NM_202744.2.p1	XM_003552363.5.p1, XM_003548596.5.p1, XM_003528790.5.p1, XM_014777545.3.p1
OG0000783	NM_118481.4.p1	XM_006584668.4.p1, XM_003532878.5.p1, XM_003525329.5.p1, XM_006580489.4.p1
OG0000784	NM_127731.3.p1, NM_001342528.1.p1, NM_120082.4.p1	NM_001249886.2.p1, NM_001248443.2.p1, XM_003527152.3.p1, NM_001248779.2.p1
OG0000785	NM_101435.3.p1, NM_106692.4.p1	XM_003543607.5.p1, XM_041009800.1.p1, NM_001317544.2.p1, XM_003528329.5.p1
OG0000785	NM_115857.2.p1	XM_003524902.5.p1
OG0000786	NM_128380.5.p1	XM_003539746.5.p1, XM_003538145.5.p1, NM_001317663.2.p1, NM_001317604.2.p1
OG0000786	NM_120521.3.p1, NM_111882.5.p1	XM_006589288.4.p1, XM_006606247.4.p1
OG0000787	NM_112085.4.p1	NM_001251632.1.p1
OG0000788	NM_129192.4.p1, NM_115149.3.p1	XM_006577001.4.p1, XM_006604564.3.p1, XM_041005673.1.p1, XM_041005672.1.p1, XM_003542511.5.p1
OG0000789	NM_201926.2.p1, NM_180010.1.p1, NM_129672.2.p1, NM_115544.3.p1	XM_041016770.1.p1, XM_003526314.5.p1, XM_003523857.5.p1, NM_001358742.1.p1, XM_006585626.4.p1, NM_001358775.1.p1, NM_001317711.1.p1, XM_003524557.5.p1, NM_001361986.1.p1, XM_003520274.5.p1
OG0000793	NM_112190.5.p1, NM_001333717.1.p1, NM_104427.4.p1	NM_001251273.1.p1, XM_006598706.4.p1, NM_001255866.2.p1, XM_014762461.3.p1, XM_014762460.3.p1, XM_006587869.4.p1, XM_014762459.3.p1, XM_006604164.4.p1, XM_003552260.5.p1
OG0000794	NM_001340149.1.p1, NM_116087.4.p1, NM_130274.4.p1, NM_001036476.1.p1	NM_001254356.1.p1, XM_006588417.4.p1, XM_006574402.4.p1, XM_006603584.3.p1, XM_003521566.5.p1
OG0000795	NM_001345668.1.p1, NM_001085330.2.p1, NM_001345666.1.p1, NM_001203688.1.p1, NM_125906.4.p1, NM_001126027.1.p1, NM_001345665.1.p1, NM_001334760.1.p1, NM_202431.2.p1, NM_001334765.1.p1, NM_001334762.1.p1, NM_001334764.1.p1, NM_106358.4.p1, NM_001037067.1.p1, NM_125905.4.p1, NM_001345663.1.p1, NM_001126026.2.p1, NM_001345662.1.p1, NM_125904.3.p1, NM_001085329.1.p1, NM_121052.3.p1, NM_001203343.1.p1, NM_001161231.2.p1	XM_041015528.1.p1, XR_414429.4.p1, XM_006580067.4.p1, XM_006580064.4.p1, XM_014775674.3.p1, NM_001254130.1.p1
OG0000796	NM_101657.5.p1, NM_001332329.1.p1, NM_001332330.1.p1, NM_001332327.1.p1, NM_001124122.1.p1, NM_202408.3.p1, NM_105999.5.p1, NM_001334592.1.p1, NM_001334593.1.p1	XM_003548235.5.p1, XM_003534027.5.p1, XM_014762205.3.p1, XM_041005792.1.p1, XM_041005791.1.p1, XM_006589181.4.p1, XM_006589179.4.p1, XM_014772767.2.p1, XM_003556372.5.p1
OG0000798	NM_127978.4.p1	XM_003527129.5.p1, XM_003518173.4.p1, XM_003550636.5.p1
OG0000798	NM_121122.4.p1, NM_001203463.1.p1	XM_003522318.5.p1, XM_003526110.5.p1, XM_003544512.5.p1
OG0000798	NM_104386.3.p1, NM_112228.3.p1	XM_003531569.5.p1, XM_003529823.4.p1
OG0000799	NM_180839.2.p1, NM_001203585.1.p1, NM_124520.3.p1, NM_001344935.1.p1	XR_001382845.3.p1, XM_014762337.3.p1, XR_001382848.3.p1, XR_001382847.3.p1, XR_001382851.3.p1, XR_005886414.1.p1, XR_001382844.3.p1, XR_005886413.1.p1, XR_001382846.3.p1
OG0000800	NM_001203775.2.p1	XM_006600765.4.p1, XM_003525754.5.p1
OG0000800	NM_124527.5.p1, NM_001341725.1.p1	XM_003523839.5.p1, XM_003526328.5.p1
OG0000800	NM_001344773.1.p1	XM_003530795.5.p1
OG0000802	NM_102336.2.p1, NM_001334348.1.p1	NM_001252813.3.p1, XM_003547019.5.p1, XM_003531520.4.p1, XM_003524036.4.p1, XM_041015447.1.p1, XM_003551798.3.p1, XM_026129383.2.p1, XM_041018011.1.p1, XM_014779074.2.p1, XM_041018258.1.p1, XM_003547020.5.p1, XM_006585394.4.p1, XM_014779072.3.p1, XM_041009873.1.p1
OG0000803	NM_128569.4.p1, NM_001336243.1.p1	XM_006596378.3.p1, XM_006575363.4.p1, XM_003518275.5.p1, XM_006596377.4.p1, XM_003544853.5.p1
OG0000804	NM_001337492.1.p1, NM_001337491.1.p1	XM_006604172.4.p1, XM_003553968.5.p1, XM_014772194.3.p1, XM_041010774.1.p1, XM_006598913.4.p1, XM_006598916.3.p1, XM_006598914.4.p1, XM_006600080.4.p1, XM_006600078.4.p1, NM_001354634.1.p1, XM_006579883.4.p1, XM_041006411.1.p1
OG0000805	NM_117278.4.p1, NM_118406.4.p1	XM_003549844.5.p1, XM_003525731.4.p1
OG0000805	NM_116237.4.p1, NM_001340235.1.p1	NM_001253969.2.p1, XM_006576168.4.p1, XM_041013801.1.p1, XM_014777441.2.p1, XM_006572809.3.p1, XM_006602690.4.p1, XM_006602688.4.p1, XM_003534562.5.p1, XM_006602692.4.p1
OG0000807	NM_103063.4.p1	XM_006599581.4.p1, XM_006587321.4.p1
OG0000807	NM_124714.4.p1	XM_003526669.4.p1, XM_003523317.5.p1
OG0000807	NM_001344859.1.p1, NM_001344858.1.p1	XM_003556356.5.p1
OG0000808	NM_114867.3.p1, NM_001345820.1.p1, NM_126126.3.p1	XM_003524611.5.p1, XM_003549989.5.p1, XM_003516562.4.p1, XM_003538758.5.p1
OG0000808	NM_119579.3.p1	NM_001254981.2.p1, XM_041009297.1.p1, XM_003523922.5.p1, XM_003525861.5.p1, XM_003536574.5.p1, NM_001250222.2.p1
OG0000809	NM_122714.1.p1, NM_201964.2.p1, NM_130125.1.p1	XM_003528850.5.p1
OG0000810	NM_114665.4.p1, NM_125663.4.p1, NM_101745.5.p1	XM_003549610.5.p1, XM_003524959.4.p1, XM_003525432.4.p1, XM_006600605.4.p1, NM_001251041.2.p1, XM_003524947.5.p1
OG0000811	NM_104614.5.p1	XM_003523715.5.p1, XM_003527814.5.p1, XM_041006060.1.p1
OG0000811	NM_118432.2.p1	XM_003555322.5.p1, XM_003535578.4.p1, XM_006587296.4.p1, XM_014768543.3.p1, XM_003550830.4.p1, XM_003525491.4.p1, XM_003516641.5.p1, XM_003538661.5.p1
OG0000812	NM_111090.4.p1, NM_121569.3.p1	XM_003531825.4.p1, XM_003552554.5.p1, XM_003543958.5.p1, NM_001254489.1.p1
OG0000812	NM_111724.3.p1	XM_003522231.5.p1, XM_003527070.3.p1
OG0000813	NM_120412.3.p1, NM_111819.5.p1, NM_115183.4.p1	XM_003523044.5.p1, XM_041007021.1.p1, XM_003540147.5.p1, XM_003521355.3.p1, XM_003542485.4.p1, XM_003535113.4.p1
OG0000814	NM_121605.3.p1	XM_003552578.5.p1, XM_014771159.3.p1, XM_014771157.3.p1, XM_041012207.1.p1, XM_003531852.5.p1, XM_003554998.5.p1, NM_001251519.1.p1, XM_006593254.4.p1
OG0000814	NM_113453.3.p1	XM_003517854.5.p1, XM_041012409.1.p1, XM_006574931.4.p1
OG0000818	NM_001036415.3.p1, NM_115150.3.p1	XM_003556226.5.p1, NM_001254338.3.p1
OG0000818	NM_115152.3.p1, NM_001336597.1.p1, NM_179934.2.p1, NM_001203289.1.p1, NM_120447.3.p1, NM_001342724.1.p1, NM_111833.6.p1	NM_001363190.1.p1, XM_006603609.3.p1
OG0000818	NM_128333.4.p1	NM_001254446.2.p1
OG0000819	NM_179749.3.p1, NM_179750.3.p1	NM_001251418.2.p1, NM_001357826.1.p1
OG0000819	NM_001084021.2.p1	XM_026128682.2.p1, XM_026128683.2.p1, XM_041015966.1.p1, XM_041015967.1.p1, NM_001357806.1.p1, NM_001357823.2.p1, XM_041007079.1.p1, XM_041007075.1.p1, XM_041007078.1.p1, XM_006592733.4.p1, XM_003540236.5.p1, XM_006594845.4.p1, XM_041007823.1.p1
OG0000820	NM_001339831.1.p1, NM_001339829.1.p1, NM_001339830.1.p1, NM_001339828.1.p1, NM_180379.4.p1, NM_001203180.2.p1, NM_001339827.1.p1, NM_001203181.1.p1, NM_001339826.1.p1, NM_001084566.2.p1, NM_129671.4.p1, NM_001336889.1.p1	XM_003554035.5.p1, XM_006604234.3.p1, XM_006576692.4.p1, XM_006576691.4.p1
OG0000821	NM_001084714.1.p1, NM_202606.2.p1, NM_001084715.1.p1	XM_006590838.4.p1, XM_006590839.4.p1, XM_041006703.1.p1, XM_003537848.5.p1, XM_003541031.5.p1
OG0000821	NM_106159.3.p1, NM_202415.2.p1	XM_041008810.1.p1, XM_041008808.1.p1, XM_041011525.1.p1, XM_041008807.1.p1, XM_006595548.4.p1, XM_041008803.1.p1, NM_001254454.2.p1, XM_041008806.1.p1, XM_041008805.1.p1, XM_014766503.2.p1, XM_014766501.3.p1, XM_041008802.1.p1, XM_006601247.4.p1
OG0000822	NM_001203220.1.p1, NM_001084853.2.p1, NM_180110.5.p1, NM_130137.6.p1, NM_100065.5.p1	XM_041011568.1.p1, XM_041011565.1.p1, XM_041011569.1.p1, XM_014770182.3.p1, XM_041011570.1.p1, XM_014770183.3.p1, NM_001248648.2.p1, XM_014779546.3.p1
OG0000823	NM_125038.6.p1, NM_001084980.2.p1	NM_001248602.2.p1, NM_001248861.2.p1, NM_001253200.2.p1, NM_001250350.2.p1
OG0000824	NM_111262.2.p1, NM_121822.4.p1	XM_003548014.5.p1, XM_003518189.5.p1, XM_014771350.3.p1, XM_041012396.1.p1, XM_014771351.2.p1, NM_001252716.2.p1, XM_041010201.1.p1, XM_006598702.4.p1, XM_041010202.1.p1
OG0000824	NM_001125711.2.p1, NM_120826.3.p1	NM_001249488.2.p1, XM_003524135.5.p1, XM_003517348.5.p1
OG0000827	NM_123911.2.p1, NM_001203544.2.p1, NM_118030.3.p1	XM_014768916.2.p1, XM_041010263.1.p1, XM_006599146.4.p1, XM_026123829.2.p1, XM_041005096.1.p1, XM_041005090.1.p1, XM_041005093.1.p1, XM_041005091.1.p1, XM_041015887.1.p1, XM_026128463.2.p1, XM_041015886.1.p1, XM_041015884.1.p1, XM_026128465.2.p1, XM_041015880.1.p1, XM_041015879.1.p1
OG0000828	NM_121517.3.p1	XM_003551676.5.p1, XM_003533499.5.p1, XM_041012841.1.p1
OG0000828	NM_001332376.1.p1	XM_003550725.5.p1, XM_006579478.4.p1, XM_014775431.3.p1, XM_003528135.5.p1, XM_014770787.3.p1, XM_041010274.1.p1, XM_014764342.2.p1, XM_014761980.2.p1
OG0000829	NM_103667.3.p1, NM_001333283.1.p1, NM_202258.3.p1	XM_041008795.1.p1, XM_006595526.4.p1, XM_026125284.2.p1, XM_006595529.3.p1, XM_041008791.1.p1, XM_041008794.1.p1, XM_006595524.4.p1, XM_041008797.1.p1, XM_006595525.4.p1, XM_041010883.1.p1, NM_001255659.3.p1, XM_006600110.4.p1, XR_005886368.1.p1
OG0000830	NM_119755.3.p1, NM_001342378.1.p1	XM_003519808.5.p1, XM_003548781.4.p1, XM_003516492.5.p1, XM_006573478.4.p1, XM_003538841.5.p1
OG0000831	NM_001343541.1.p1, NM_001343540.1.p1, NM_121828.5.p1	XM_014768874.3.p1, XM_006604155.4.p1, XM_006604158.4.p1, XM_006574686.4.p1, XM_014765490.3.p1, XM_006599371.4.p1
OG0000832	NM_112442.2.p1	NM_001351757.1.p1, NM_001251585.2.p1, XM_041006480.1.p1, XM_003540520.5.p1, XM_041009369.1.p1
OG0000833	NM_001345775.1.p1, NM_001345785.1.p1, NM_001345782.1.p1, NM_001345776.1.p1, NM_126058.2.p1, NM_001345786.1.p1	XM_006590847.4.p1, XM_014763999.3.p1, XM_006592054.4.p1, XM_014764490.3.p1, XM_026124817.2.p1, XM_003548858.5.p1, XM_006573549.4.p1, XM_003537389.5.p1
OG0000834	NM_101110.4.p1, NM_104965.4.p1	XM_003535363.5.p1, XM_041013408.1.p1, XM_041013410.1.p1, XM_041013409.1.p1, XM_014762192.3.p1, XM_003516626.5.p1, XM_006590485.4.p1, XM_003550841.5.p1, XM_003525505.5.p1
OG0000835	NM_106193.4.p1, NM_119625.3.p1	XM_003550347.5.p1, XM_003544287.5.p1
OG0000835	NM_127373.2.p1	NM_001251415.2.p1, NM_001249636.2.p1, NM_001250720.2.p1, NM_001250218.3.p1, NM_001250233.2.p1
OG0000836	NM_114290.3.p1	XM_003543372.5.p1, XM_003538046.5.p1
OG0000836	NM_115107.4.p1	XM_006577032.4.p1
OG0000837	NM_130059.4.p1, NM_115913.3.p1	XM_003516750.5.p1, NM_001317541.2.p1, XM_014777409.2.p1
OG0000837	NM_117777.3.p1, NM_129125.2.p1	XM_003538700.5.p1, XM_003549877.5.p1, NM_001248412.2.p1
OG0000838	NM_201881.2.p1, NM_201882.3.p1	XM_006575228.4.p1, XM_006588797.4.p1
OG0000838	NM_122128.3.p1	XM_006591003.4.p1, XM_041007463.1.p1, XM_006592289.4.p1, XM_041007464.1.p1, XM_003539796.5.p1
OG0000839	NM_001334216.1.p1	XM_006606362.4.p1, XM_003536117.5.p1
OG0000839	NM_100443.5.p1, NM_001035899.2.p1, NM_001331561.1.p1, NM_128741.3.p1, NM_001336348.1.p1, NM_001337064.1.p1, NM_129952.7.p1	XM_014769661.3.p1, XM_014769660.3.p1, XM_006584075.4.p1, XM_006584076.4.p1
OG0000841	NM_100708.2.p1, NM_001331771.1.p1, NM_001084020.1.p1	XM_003540749.4.p1
OG0000841	NM_001344181.1.p1, NM_123090.4.p1	XM_003544309.5.p1, XM_003518317.5.p1
OG0000841	NM_126258.3.p1, NM_101334.3.p1	XM_003524791.4.p1
OG0000842	NM_001341969.1.p1, NM_119098.3.p1	NM_001248613.2.p1
OG0000842	NM_101633.4.p1, NM_001084087.1.p1, NM_105959.3.p1	NM_001353626.1.p1, NM_001254485.3.p1, XM_003529891.5.p1, XM_003531579.5.p1, XM_003546609.5.p1
OG0000843	NM_001336105.1.p1, NM_001336104.1.p1, NM_001084497.1.p1, NM_100337.3.p1, NM_180718.2.p1, NM_114228.3.p1	XM_003519421.5.p1, XM_006595754.4.p1, XM_003519422.5.p1
OG0000844	NM_001203687.1.p1, NM_125898.2.p1	XM_014764252.2.p1
OG0000844	NM_121064.4.p1	XM_003531301.5.p1, XM_003525007.5.p1, XM_003552009.5.p1
OG0000844	NM_130025.5.p1	XM_003517335.5.p1, XM_003539085.5.p1
OG0000845	NM_001331273.1.p1, NM_001331274.1.p1, NM_001203720.1.p1, NM_116337.3.p1	XM_003532142.5.p1, XM_003520954.5.p1, XM_006576676.4.p1, XM_014777410.2.p1, XM_003532145.5.p1, XM_003532143.5.p1, XM_003530770.5.p1, XM_003530772.5.p1, XM_006586099.4.p1, NM_001248124.2.p1, XM_003553733.5.p1
OG0000846	NM_129058.5.p1, NM_001336538.1.p1, NM_102850.4.p1	XM_006586899.4.p1, XM_041005375.1.p1, XM_041010058.1.p1, XM_006584975.4.p1, XM_006584974.3.p1, XM_014778769.3.p1, XM_003532609.5.p1, XM_014775639.3.p1, XM_014775641.3.p1
OG0000847	NM_202099.1.p1, NM_001332132.1.p1, NM_179331.3.p1, NM_101336.4.p1, NM_201669.2.p1, NM_126254.3.p1, NM_105482.4.p1	XM_003528945.5.p1, XM_006583423.4.p1, XM_003534075.4.p1, NM_001249284.2.p1, XM_006586658.3.p1, XM_014777337.2.p1, XM_006579393.4.p1, XM_006579392.4.p1, XM_006579391.4.p1, XM_014778792.3.p1, XM_006585003.4.p1, XM_006585004.3.p1
OG0000849	NM_001338201.1.p1, NM_001338203.1.p1, NM_001338202.1.p1, NM_112473.2.p1, NM_001338200.1.p1, NM_001334307.1.p1, NM_105419.2.p1, NM_001334309.1.p1, NM_001334308.1.p1, NM_001334312.1.p1, NM_001334313.1.p1	XM_006586333.2.p1, XM_006597933.4.p1, XM_006597931.4.p1, XM_014768361.3.p1, XM_006597932.4.p1, XM_006585153.4.p1, NM_001370883.1.p1, XM_041006883.1.p1
OG0000850	NM_001343983.1.p1	XM_014762751.2.p1, XM_003518484.5.p1, XM_041009365.1.p1
OG0000850	NM_113318.2.p1, NM_121904.2.p1	XM_041017524.1.p1, XM_041011636.1.p1, XM_041011634.1.p1, XM_003519958.4.p1
OG0000851	NM_001335629.1.p1, NM_127483.3.p1	XM_003527545.5.p1, XM_003522222.5.p1, XM_014774377.3.p1, XM_041016199.1.p1, XM_041014711.1.p1, XM_014774378.3.p1
OG0000852	NM_119293.1.p1, NM_001335936.1.p1	XM_006578138.4.p1, XM_003526407.5.p1, XM_003549155.5.p1, XM_006596088.4.p1
OG0000853	NM_179242.1.p1, NM_100036.5.p1, NM_116363.6.p1, NM_001340309.1.p1	XM_003548595.5.p1, XM_041016824.1.p1, XM_003534496.5.p1, XM_003552365.5.p1
OG0000853	NM_116497.3.p1	XM_003517257.5.p1, XM_003539309.5.p1
OG0000854	NM_180210.2.p1, NM_121352.4.p1	XM_014767348.3.p1, NM_001289328.2.p1, XM_026129631.2.p1, XM_006594353.4.p1
