Orthogroup	Arabidopsis_thaliana_rna_prot	Vitis_vinifera_rna_prot
OG0002368	NM_123377.2.p1	XM_019224879.1.p1
OG0002368	NM_114650.3.p1, NM_125650.4.p1, NM_125917.3.p1	XM_002283602.4.p1
OG0002369	NM_116507.3.p1	XM_002278379.5.p1, XM_010653669.3.p1, XM_010653668.3.p1, XM_059737836.1.p1, XR_786137.3.p1
OG0002369	NM_114826.4.p1	XM_003632434.4.p1
OG0002371	NM_114938.4.p1	XM_002275418.5.p1
OG0002372	NM_129217.5.p1, NM_115162.4.p1	XM_002279012.5.p1
OG0002373	NM_115572.2.p1, NM_129700.3.p1	XM_002275944.4.p1
OG0002374	NM_115845.3.p1, NM_129947.4.p1, NM_128738.4.p1	XM_002279139.4.p1
OG0002375	NM_117216.4.p1	XM_019216961.2.p1
OG0002376	NM_118125.2.p1	XM_059742435.1.p1, XM_002276459.4.p1
OG0002377	NM_119793.5.p1	XM_059737382.1.p1, XM_010652944.3.p1, XM_002285430.4.p1, XM_002273322.4.p1
OG0002378	NM_120756.3.p1, NM_120755.3.p1	XM_002279884.3.p1
OG0002379	NM_179843.1.p1, NM_179841.3.p1, NM_179842.2.p1	XM_002279250.5.p1
OG0002379	NM_121634.4.p1	XM_002266888.5.p1
OG0002380	NM_124512.3.p1	XM_019218101.2.p1
OG0002380	NM_122267.5.p1	XM_059738778.1.p1
OG0002381	NM_179121.3.p1, NM_124889.5.p1	XM_002266557.5.p1, XM_010657076.3.p1
OG0002382	NM_201656.2.p1, NM_126168.5.p1	XM_059740318.1.p1, XM_059740316.1.p1, XM_010648783.3.p1, XM_019218521.2.p1
OG0002383	NM_129491.5.p1	XM_010659840.3.p1, XM_010659839.3.p1
OG0002384	NM_180836.3.p1	XM_010663951.3.p1, XM_002264064.4.p1, XM_059733575.1.p1
OG0002388	NM_001035536.3.p1, NM_001337314.1.p1, NM_001337315.1.p1, NM_110975.5.p1	XM_010662790.3.p1, XM_010662791.3.p1, XM_010662793.3.p1, XM_010662792.3.p1
OG0002388	NM_001198427.2.p1, NM_001334409.1.p1	XM_059736014.1.p1, XM_059736013.1.p1
OG0002389	NM_001035901.2.p1	XM_002269047.5.p1
OG0002390	NM_001036128.2.p1, NM_104593.4.p1, NM_178988.3.p1	XM_010647532.3.p1, XM_002266025.4.p1
OG0002391	NM_001036339.2.p1, NM_128137.3.p1	XM_002272500.4.p1
OG0002392	NM_180233.3.p1, NM_112027.2.p1, NM_001036425.2.p1, NM_129283.4.p1	XM_002281502.5.p1, XM_002266700.5.p1
OG0002393	NM_115791.3.p1, NM_201946.4.p1, NM_180055.3.p1, NM_001036458.2.p1	XM_002267516.5.p1, XM_010652154.3.p1
OG0002394	NM_117104.3.p1, NM_001036533.3.p1, NM_001340662.1.p1	XM_059737546.1.p1, XR_009465860.1.p1
OG0002395	NM_116216.2.p1, NM_001084866.1.p1, NM_001344754.1.p1, NM_001085262.2.p1, NM_124171.4.p1	XM_019224344.2.p1, XM_010661096.3.p1
OG0002396	NM_001337446.1.p1, NM_111162.3.p1	XM_010658538.3.p1
OG0002396	NM_001124904.1.p1, NM_128010.3.p1	XM_002282760.3.p1
OG0002397	NM_001124909.2.p1, NM_128054.1.p1	XM_059742893.1.p1, XM_002280919.5.p1, XM_059736294.1.p1
OG0002397	NM_001340368.1.p1	XM_010653916.3.p1, XM_002269288.4.p1
OG0002398	NM_001125832.1.p1, NM_122823.4.p1	XM_002285364.5.p1
OG0002399	NM_100276.4.p1	XM_002276377.4.p1
OG0002399	NM_001125899.1.p1, NM_123823.6.p1	XM_002277523.4.p1
OG0002400	NM_125542.2.p1, NM_001160795.1.p1, NM_118649.3.p1	XM_002268561.4.p1, XM_002274063.4.p1
OG0002402	NM_102070.4.p1	XM_002264608.5.p1
OG0002402	NM_001160922.2.p1, NM_103301.6.p1	XM_010666012.3.p1
OG0002403	NM_001161072.1.p1, NM_128791.4.p1, NM_001336337.1.p1, NM_001336340.1.p1	XM_010654567.3.p1, XM_010654568.3.p1, XR_786301.3.p1
OG0002404	NM_001340395.1.p1, NM_116503.2.p1, NM_100189.3.p1, NM_001197967.2.p1, NM_001331384.1.p1, NM_116196.3.p1	XM_003632281.4.p1
OG0002405	NM_001203736.1.p1, NM_001197969.2.p1, NM_001331401.1.p1, NM_001331403.1.p1, NM_001331404.1.p1	XM_059737842.1.p1, XM_010653829.3.p1, XM_059737844.1.p1
OG0002406	NM_001202902.1.p1, NM_111547.5.p1	XM_002276869.5.p1, XM_010651227.3.p1
OG0002407	NM_001335576.1.p1, NM_127355.3.p1, NM_001335575.1.p1, NM_180951.1.p1, NM_180952.2.p1, NM_001203705.1.p1	XM_010650748.3.p1, XM_010650747.3.p1
OG0002408	NM_001203894.1.p1	XM_002265823.5.p1
OG0002408	NM_001342001.1.p1	XM_002270696.5.p1
OG0002409	NM_179167.2.p1, NM_001203996.1.p1, NM_119710.5.p1, NM_127294.5.p1	XM_010647119.3.p1
OG0002410	NM_100602.5.p1, NM_001331687.1.p1, NM_128521.5.p1, NM_001336221.1.p1, NM_114575.5.p1	XM_010652624.3.p1
OG0002411	NM_001334603.1.p1, NM_106035.4.p1, NM_001332332.1.p1, NM_101660.3.p1	XM_002282862.5.p1, XM_002279715.4.p1
OG0002412	NM_202414.1.p1, NM_106129.4.p1, NM_001332377.1.p1, NM_101744.7.p1	XM_059734067.1.p1, XR_788047.3.p1, XM_059734065.1.p1, XM_019226639.2.p1, XR_009464568.1.p1, XM_019226637.2.p1, XR_009464566.1.p1, XR_009464565.1.p1, XM_010665102.3.p1
OG0002413	NM_113478.2.p1, NM_001338766.1.p1, NM_101201.2.p1, NM_102366.4.p1, NM_001332683.1.p1, NM_105539.4.p1	XM_003631176.4.p1
OG0002414	NM_001333302.1.p1, NM_001333305.1.p1, NM_001333301.1.p1, NM_001333304.1.p1, NM_103714.4.p1, NM_001333303.1.p1	XM_010658443.3.p1, XM_010658445.3.p1
OG0002415	NM_001333892.1.p1	XM_002264176.4.p1
OG0002416	NM_202419.3.p1, NM_106218.3.p1, NM_001334691.1.p1	XM_002277337.5.p1
OG0002418	NM_001336819.1.p1, NM_129565.5.p1	XM_002273994.4.p1
OG0002419	NM_129858.2.p1, NM_001337005.1.p1, NM_001337004.1.p1, NM_115773.5.p1	XM_002283553.5.p1
OG0002420	NM_001337272.1.p1, NM_180147.3.p1	XM_002268543.4.p1, XM_019220983.2.p1, XM_010653886.3.p1
OG0002420	NM_180186.3.p1	XM_002279506.5.p1, XM_010661335.3.p1
OG0002421	NM_105175.6.p1, NM_001341864.1.p1, NM_121679.4.p1, NM_001337447.1.p1, NM_001337448.1.p1	XM_002270740.5.p1
OG0002422	NM_111732.3.p1, NM_001337790.1.p1	XM_059739152.1.p1, XM_059739151.1.p1, XM_010655862.3.p1, XM_002279769.4.p1
OG0002423	NM_104868.5.p1	XM_010657061.3.p1
OG0002423	NM_001338485.1.p1, NM_112945.4.p1	XM_059735551.1.p1, XM_019217384.1.p1, XM_019217467.1.p1
OG0002424	NM_129819.3.p1, NM_001339927.1.p1, NM_115724.4.p1	XM_002276483.4.p1
OG0002424	NM_104208.3.p1	XM_010645825.3.p1
OG0002425	NM_124115.4.p1, NM_117840.5.p1, NM_001341217.1.p1	XM_003635078.4.p1
OG0002426	NM_180397.2.p1	XM_002274524.4.p1
OG0002427	NM_001342092.1.p1, NM_119304.4.p1, NM_128018.3.p1	XM_002262739.5.p1
OG0002428	NM_001342241.1.p1, NM_001342242.1.p1, NM_119551.4.p1	XM_002262613.4.p1
OG0002429	NM_001343045.1.p1, NM_125802.3.p1	XM_003631867.4.p1
OG0002430	NM_119330.3.p1, NM_001343140.1.p1	XM_010650445.3.p1
OG0002431	NM_123972.1.p1, NM_123973.4.p1, NM_001344656.1.p1	XM_002285366.5.p1
OG0002432	NM_124122.3.p1, NM_124121.3.p1, NM_001344727.1.p1	XM_010663016.3.p1, XM_010648223.3.p1
OG0002434	NM_125548.4.p1, NM_118648.5.p1, NM_125549.3.p1, NM_001345482.1.p1	XM_002266937.5.p1
OG0002435	NM_001345555.1.p1	XM_002267597.4.p1
OG0002435	NM_104657.4.p1, NM_179498.3.p1	XM_002272740.4.p1
OG0002436	NM_116470.2.p1, NM_100162.3.p1	XM_019224743.2.p1, XM_019224746.2.p1, XM_019224914.2.p1, XM_002283306.5.p1, XM_002283294.4.p1, XM_002283278.5.p1, XM_010661359.3.p1, XM_002283241.5.p1, XM_002283205.4.p1
OG0002437	NM_100228.9.p1, NM_202023.7.p1, NM_116545.4.p1, NM_178963.3.p1	XR_786180.3.p1, XR_786177.3.p1, XR_786183.3.p1, XM_002270354.4.p1, XR_002030508.2.p1, XR_786182.3.p1, XR_786181.3.p1, XR_786176.3.p1, XR_786174.3.p1
OG0002438	NM_100750.3.p1	XM_010652327.3.p1
OG0002439	NM_100793.4.p1	XM_059737152.1.p1, XR_002030082.2.p1, XM_059737006.1.p1
OG0002440	NM_105722.3.p1, NM_102184.5.p1, NM_100953.3.p1	XM_002266188.5.p1
OG0002441	NM_101295.5.p1, NM_105632.5.p1	XM_002275193.4.p1
OG0002442	NM_106214.3.p1, NM_101845.3.p1	XM_002280523.4.p1
OG0002443	NM_102535.3.p1	XM_010666228.3.p1
OG0002444	NR_140718.1.p1, NR_140716.1.p1, NR_140717.1.p1, NM_129119.2.p1, NM_102869.3.p1	XM_002272131.5.p1, XM_019222495.2.p1
OG0002445	NM_119804.2.p1	XM_002274897.4.p1
OG0002446	NM_104792.3.p1	XM_003635240.4.p1
OG0002446	NM_104166.3.p1, NM_112419.4.p1	XM_002284618.5.p1
OG0002447	NM_104643.1.p1, NM_119902.4.p1, NM_127881.3.p1, NM_127059.3.p1	XM_002271216.4.p1, XM_002283850.4.p1
OG0002448	NM_105402.3.p1	XM_002271406.5.p1
OG0002449	NM_180643.1.p1, NM_105696.4.p1	XM_002265431.5.p1
OG0002450	NM_120207.3.p1, NM_111745.3.p1, NM_202534.2.p1	XM_010655903.3.p1
OG0002451	NM_111928.3.p1	XM_002271437.4.p1, XM_002266704.5.p1, XM_059741608.1.p1
OG0002452	NM_201700.3.p1, NM_126613.4.p1	XM_059740577.1.p1, XM_019223068.2.p1, XM_059740578.1.p1, XM_010657814.3.p1
OG0002453	NM_115131.4.p1, NM_129180.2.p1	XM_002276551.5.p1
OG0002454	NM_125460.3.p1, NM_115203.3.p1, NM_129275.3.p1	XM_010652859.3.p1, XM_002281219.4.p1
OG0002455	NM_122944.5.p1, NM_128718.5.p1, NM_115247.5.p1	XM_002281105.5.p1, XM_002275505.4.p1, XM_002279914.5.p1
OG0002456	NM_118246.2.p1, NM_116758.4.p1	XM_002265264.4.p1
OG0002456	NM_124848.3.p1, NM_118852.3.p1	XM_010646020.3.p1
OG0002457	NM_117833.4.p1, NM_124127.6.p1	XM_002267625.5.p1
OG0002458	NM_122398.4.p1, NM_128016.6.p1, NM_119300.3.p1	XM_002280440.5.p1
OG0002459	NM_121074.5.p1, NM_119319.5.p1	XM_002271596.4.p1, XM_002285716.4.p1, XM_010654373.3.p1, XM_002273829.5.p1
OG0002460	NM_119671.3.p1, NM_127230.4.p1	XM_002278895.4.p1
OG0002460	NM_125208.3.p1	XM_002265106.5.p1, XR_002032151.2.p1
OG0002462	NM_120401.3.p1	XM_002281293.5.p1
OG0002463	NM_121292.5.p1	XM_002282988.5.p1, XM_002283003.5.p1, XM_002282982.4.p1
OG0002464	NM_121844.2.p1	XM_019219406.2.p1
OG0002465	NM_126155.3.p1	XM_003635382.4.p1
OG0002466	NM_126373.3.p1	XM_019223753.2.p1
OG0002467	NM_129288.3.p1	XM_002273953.5.p1
OG0002468	NM_129412.4.p1	XM_002271832.4.p1
OG0002469	NM_180592.3.p1	XM_003634798.4.p1
OG0002479	NM_001035750.2.p1, NM_001339323.1.p1, NM_001339321.1.p1, NM_114631.4.p1, NM_001339320.1.p1	XM_059737482.1.p1, XM_059737484.1.p1
OG0002480	NM_202032.2.p1, NM_001035893.1.p1, NM_100396.4.p1, NM_128800.4.p1	XM_002267379.5.p1
OG0002481	NM_129020.3.p1, NM_001036039.2.p1	XM_002280783.4.p1
OG0002481	NM_001332894.1.p1, NM_001332893.1.p1, NM_001332896.1.p1, NM_001332898.1.p1	XM_010657405.3.p1
OG0002482	NM_001036294.2.p1, NM_127398.5.p1	XM_002283902.4.p1
OG0002483	NM_001036346.1.p1, NM_128210.4.p1	XM_002282267.5.p1
OG0002483	NM_127138.2.p1	XM_002281945.4.p1
OG0002484	NM_113714.3.p1, NM_001344320.1.p1	XM_010662617.3.p1
OG0002484	NM_001337295.1.p1, NM_130377.4.p1, NM_001337293.1.p1, NM_001036484.1.p1, NM_001337294.1.p1	XR_786194.3.p1, XM_010653822.3.p1, XM_059737847.1.p1, XM_010653820.3.p1, XM_010653823.3.p1
OG0002485	NM_119195.3.p1, NM_001036660.3.p1, NM_118946.3.p1	XM_010658343.3.p1
OG0002486	NM_001036990.2.p1	XM_059733817.1.p1, XM_010664290.3.p1
OG0002487	NM_001084342.1.p1, NM_001198451.1.p1, NM_105892.5.p1, NM_101591.6.p1	XM_002265258.5.p1
OG0002488	NM_124145.3.p1, NM_001085260.2.p1, NM_001344742.1.p1	XM_010648859.3.p1, XM_002274977.5.p1
OG0002489	NM_001125925.1.p1, NM_001344799.1.p1	XM_019220865.2.p1, XM_019220866.2.p1, XM_010654318.3.p1
OG0002489	NM_100363.5.p1, NM_001331503.1.p1	XM_002273689.4.p1
OG0002490	NM_001160829.1.p1, NM_001160828.1.p1, NM_100075.8.p1, NM_001331317.1.p1	XM_019225742.2.p1, XM_059743299.1.p1, XM_002273716.5.p1
OG0002490	NM_101115.3.p1	XM_059743322.1.p1
OG0002491	NM_129734.5.p1, NM_001161096.2.p1, NM_001336933.1.p1, NM_001336932.1.p1	XM_010665937.3.p1, XM_010665941.3.p1, XM_019216486.2.p1
OG0002492	NM_001344750.1.p1, NM_001161295.1.p1, NM_001203558.1.p1, NM_001344752.1.p1, NM_001161294.2.p1, NM_001344753.1.p1	XM_010659384.3.p1
OG0002493	NM_100173.4.p1, NM_100174.3.p1, NM_001197964.1.p1, NM_116486.3.p1, NM_126346.3.p1	XM_002262568.5.p1, XM_002262806.5.p1
OG0002493	NM_001337273.1.p1, NM_180148.5.p1	XM_002263426.5.p1
OG0002494	NM_116199.5.p1, NM_001340204.1.p1, NM_001203239.1.p1	XM_059737805.1.p1, XM_059737806.1.p1
OG0002495	NM_123752.4.p1	XM_010651660.3.p1
OG0002495	NM_001336063.1.p1, NM_001336064.1.p1, NM_117554.7.p1, NM_001203801.1.p1, NM_001340957.1.p1, NM_117556.4.p1, NM_001340961.1.p1	NM_001397744.1.p1
OG0002496	NM_100279.5.p1, NM_001331454.1.p1, NM_001344531.1.p1, NM_123774.4.p1	XM_059737970.1.p1, XM_059737972.1.p1, XM_059737971.1.p1
OG0002497	NM_001331946.1.p1, NM_001333923.1.p1, NM_104776.5.p1, NM_001333922.1.p1, NM_001342195.1.p1	XM_019219581.2.p1, XM_010650054.3.p1, XM_002279388.4.p1
OG0002498	NM_001331951.1.p1, NM_001331950.1.p1, NM_001331952.1.p1, NM_104789.2.p1, NM_001333933.1.p1, NM_001333929.1.p1, NM_001340523.1.p1, NM_116737.4.p1	XM_010648792.3.p1
OG0002499	NM_001332689.1.p1, NM_102381.3.p1	XM_019216306.2.p1, XM_010649949.3.p1, XM_002277796.5.p1, XM_002277717.5.p1
OG0002499	NM_201793.4.p1, NM_127945.5.p1	XM_002272341.5.p1
OG0002500	NM_102074.2.p1, NM_001334820.1.p1, NM_116954.2.p1, NM_001333166.1.p1, NM_103277.1.p1	XM_002284134.4.p1
OG0002501	NM_001336012.1.p1, NM_001336015.1.p1, NM_001336011.1.p1, NM_128130.3.p1, NM_103366.3.p1, NM_180626.2.p1, NM_001333191.1.p1, NM_001333188.1.p1, NM_001333187.1.p1, NM_001333189.1.p1, NM_180627.2.p1	XM_010665953.3.p1, XM_059734628.1.p1
OG0002502	NM_179467.3.p1, NM_001333547.1.p1, NM_001333548.1.p1, NM_104128.3.p1	XM_010656518.2.p1, XM_019222402.2.p1
OG0002503	NM_106348.4.p1, NM_001334755.1.p1, NM_001334751.1.p1, NM_001334752.1.p1, NM_001334754.1.p1, NM_001334753.1.p1, NM_101990.4.p1	XM_010665845.3.p1, XM_002285858.4.p1
OG0002504	NM_001336055.1.p1, NM_128187.3.p1	XM_010650092.3.p1, XM_019219590.2.p1
OG0002505	NM_001336599.1.p1	XM_059739188.1.p1
OG0002506	NM_115340.3.p1, NM_001336758.1.p1, NM_179981.3.p1	XM_059742215.1.p1, XM_059742214.1.p1, XM_059742218.1.p1
OG0002507	NM_001338013.1.p1, NM_001338014.1.p1, NM_112130.3.p1	XM_059735192.1.p1, XM_059735190.1.p1, XM_010646691.3.p1, XM_059735188.1.p1, XM_010646690.3.p1, XM_059735196.1.p1, XM_059735193.1.p1, XM_059735194.1.p1
OG0002508	NM_112833.4.p1, NM_001338398.1.p1, NM_001338396.1.p1, NM_001338397.1.p1	XM_002285339.5.p1
OG0002509	NM_117360.8.p1, NM_001338744.1.p1	XM_002264418.5.p1, XM_059738266.1.p1, XM_010650928.3.p1, XM_019219166.2.p1
OG0002510	NM_120481.3.p1, NM_001342741.1.p1	XM_010655621.3.p1
OG0002511	NM_117215.4.p1, NM_001340711.1.p1	XR_787599.3.p1, XM_010662377.3.p1
OG0002512	NM_100158.3.p1	XM_059738805.1.p1
OG0002512	NM_001341264.1.p1	XM_019218958.2.p1
OG0002513	NM_001341360.1.p1, NM_118084.5.p1, NM_123881.4.p1, NM_001344589.1.p1	XM_002272133.4.p1
OG0002514	NM_111228.3.p1	XM_059743093.1.p1, XM_059743095.1.p1, XM_059743091.1.p1
OG0002514	NM_001342566.1.p1	XM_003632427.4.p1
OG0002515	NM_001342885.1.p1, NM_001342886.1.p1	XM_002266205.4.p1, XM_002268668.4.p1, XM_002267358.4.p1
OG0002516	NM_180502.3.p1, NM_001343469.1.p1, NM_121694.4.p1, NM_180503.1.p1	XM_010663809.3.p1, XM_019226200.2.p1, XM_019226199.2.p1, XM_059735488.1.p1
OG0002517	NM_001343777.1.p1, NM_001343778.1.p1, NM_001343776.1.p1, NM_001343779.1.p1, NM_122191.3.p1, NM_001343774.1.p1, NM_001343775.1.p1, NM_180728.3.p1	XM_019220386.2.p1, XM_002270195.3.p1, XM_002271761.4.p1, XM_002271925.4.p1, XM_010653444.3.p1
OG0002518	NM_001344073.1.p1, NM_001344074.1.p1, NM_001344075.1.p1	XM_010647960.3.p1, XM_010659166.3.p1
OG0002519	NM_111342.2.p1, NM_122752.4.p1, NM_001344081.1.p1, NM_100753.2.p1	XM_002268385.5.p1
OG0002520	NM_001344471.1.p1, NM_123676.4.p1	XM_002283222.5.p1
OG0002520	NM_114865.5.p1	XM_010654451.3.p1
OG0002521	NM_001345308.1.p1, NM_001345309.1.p1, NM_001345312.1.p1	XM_010653128.3.p1, XM_019220692.2.p1
OG0002522	NM_100043.5.p1, NM_116264.6.p1	XM_002275312.5.p1
OG0002522	NM_129367.4.p1	XM_002279055.5.p1
OG0002523	NM_100801.3.p1	XM_002281600.4.p1
OG0002524	NM_129690.4.p1	XM_002273488.5.p1, XM_059739234.1.p1
OG0002524	NM_101297.4.p1	XM_002274366.4.p1
OG0002525	NM_105329.2.p1, NM_102455.3.p1, NM_101298.3.p1	XM_002264573.5.p1, XM_002275234.4.p1, XM_010659438.3.p1
OG0002526	NM_101442.4.p1	XM_010658225.3.p1, XM_059740518.1.p1, XM_059739648.1.p1, XM_010656545.3.p1
OG0002527	NM_179359.3.p1, NM_101758.5.p1, NM_106144.3.p1	XM_019225240.2.p1
OG0002528	NM_105718.2.p1, NM_102195.3.p1	XM_019220136.2.p1
OG0002529	NM_105410.4.p1, NM_102503.4.p1	XM_002279257.5.p1, XM_002279222.4.p1, XM_002283662.5.p1
OG0002530	NM_122651.3.p1	XM_002279328.5.p1
OG0002531	NM_105376.4.p1	XM_002283908.5.p1
OG0002532	NM_128560.3.p1, NM_111000.3.p1	XM_002281820.4.p1, XM_059735422.1.p1, XM_002265935.5.p1
OG0002533	NM_111432.4.p1, NM_122667.4.p1	XM_002270599.4.p1, XM_002271143.5.p1
OG0002534	NM_127151.2.p1	XM_002281524.4.p1
OG0002534	NM_114283.4.p1	XM_002271147.5.p1
OG0002535	NM_112141.3.p1	XM_002269777.5.p1, XM_010656928.3.p1
OG0002536	NM_112854.4.p1	XM_002268297.5.p1
OG0002537	NM_113303.4.p1	XM_002282702.5.p1
OG0002538	NM_115163.5.p1	XM_002277833.4.p1
OG0002538	NM_122189.3.p1, NM_114354.2.p1	XM_002271562.4.p1
OG0002539	NM_114433.3.p1	XM_002284771.4.p1
OG0002539	NM_129941.4.p1	XM_010652423.3.p1
OG0002540	NM_129493.3.p1	XM_002275809.5.p1
OG0002540	NM_125362.3.p1, NM_114497.4.p1	XM_010652778.3.p1
OG0002541	NM_114685.4.p1	XM_010664916.3.p1
OG0002542	NM_115419.5.p1, NM_129539.2.p1	XM_010660016.3.p1
OG0002543	NM_116227.4.p1, NM_115941.4.p1	XM_002266073.4.p1, XM_002279976.5.p1
OG0002544	NM_117376.5.p1	XR_002030953.2.p1, XR_002030950.2.p1, XR_002030960.2.p1, XM_059740288.1.p1, XR_002030949.2.p1, XR_002030952.2.p1
OG0002545	NM_118992.3.p1	XM_002275283.4.p1, XM_002278625.5.p1, XM_010657159.3.p1
OG0002546	NM_119891.4.p1	XM_010654462.3.p1, XM_010654463.3.p1, XM_002283582.5.p1, XM_059738677.1.p1, XM_019221058.2.p1
OG0002547	NM_120525.4.p1, NM_180433.3.p1	XM_010660023.3.p1, XM_002264295.5.p1, XM_010660022.3.p1
OG0002548	NM_120814.3.p1, NM_125575.4.p1, NM_124484.2.p1	XM_010665514.3.p1
OG0002549	NM_125591.3.p1	XM_010665494.3.p1
OG0002549	NM_121333.4.p1	XM_059735927.1.p1
OG0002550	NM_121682.3.p1	XM_059733667.1.p1, XM_059733666.1.p1, XM_059733665.1.p1, XM_019226280.2.p1
OG0002552	NM_122150.3.p1	XM_019220628.2.p1, XM_010653590.3.p1, XM_059737657.1.p1
OG0002553	NM_123416.4.p1	XM_019220241.2.p1, XM_010652369.3.p1
OG0002554	NM_127259.4.p1	XM_002281780.5.p1
OG0002555	NM_127900.4.p1	XM_010654491.3.p1
OG0002556	NM_128691.4.p1	XM_010658936.3.p1, XM_019223829.2.p1, XM_059741183.1.p1, XM_059741184.1.p1
OG0002557	NM_130096.5.p1	XM_019225649.2.p1, XM_059742963.1.p1, XM_059742965.1.p1, XM_059742966.1.p1, XM_059742964.1.p1, XM_010663366.3.p1, XM_019225650.2.p1, XM_019225651.2.p1
OG0002558	NM_147870.4.p1	XM_019223031.2.p1
OG0002559	NM_179646.4.p1	XM_002282740.4.p1
OG0002560	NM_180466.4.p1, NM_180465.3.p1	XM_010654624.2.p1
OG0002566	NM_116177.3.p1, NM_001340191.1.p1	XM_002274646.5.p1
OG0002566	NM_001035565.3.p1	XM_002280809.4.p1
OG0002567	NM_001035580.1.p1, NM_001202906.1.p1, NM_111635.4.p1	XM_002272762.5.p1, XM_059737180.1.p1
OG0002568	NM_001035884.2.p1, NM_100343.3.p1	XM_019220632.2.p1
OG0002569	NM_001036424.2.p1, NM_001336640.1.p1, NM_001336639.1.p1, NM_129272.5.p1, NM_115199.3.p1	XM_002280805.5.p1
OG0002570	NM_001345679.1.p1	XM_059738552.1.p1
OG0002571	NM_122252.4.p1, NM_001036852.4.p1, NM_001343803.1.p1	XM_059738369.1.p1, XM_059738371.1.p1
OG0002572	NM_001332289.1.p1, NM_001332288.1.p1, NM_001332290.1.p1, NM_001036972.2.p1, NM_124425.4.p1	XM_002263981.4.p1
OG0002573	NM_120849.4.p1, NM_001036979.2.p1, NM_124516.3.p1, NM_124517.3.p1	XM_002263933.4.p1
OG0002574	NM_001084247.2.p1, NM_202582.1.p1, NM_112293.5.p1, NM_202583.1.p1	XM_010656057.3.p1
OG0002575	NM_105459.3.p1, NM_001084319.2.p1, NM_001334335.1.p1, NM_001203572.2.p1, NM_001344845.1.p1, NM_203185.2.p1, NM_001203571.1.p1, NM_124324.4.p1, NM_111538.4.p1, NM_001337673.1.p1	XM_002278324.4.p1, XM_019219938.2.p1
OG0002576	NM_101738.3.p1, NM_001084353.1.p1, NM_106116.4.p1	XM_010665079.3.p1
OG0002577	NM_106314.2.p1, NM_001084365.1.p1, NM_106315.3.p1, NM_123603.3.p1	XM_002277463.4.p1
OG0002578	NM_101511.6.p1, NM_001198083.1.p1, NM_001332226.1.p1, NM_001084379.1.p1, NM_106574.3.p1	XM_002264712.5.p1
OG0002579	NM_129214.3.p1, NM_001084806.1.p1, NM_115159.5.p1	XM_002283875.5.p1
OG0002580	NM_120818.5.p1, NM_001085071.1.p1	XM_019225786.2.p1, XM_019225787.2.p1, XM_010662861.3.p1, XM_010662862.3.p1, XM_002270094.4.p1
OG0002581	NM_001333760.1.p1, NM_179487.2.p1, NM_001333759.1.p1, NM_001161139.2.p1, NR_143798.1.p1, NM_001338012.1.p1	XM_002266744.5.p1
OG0002582	NM_103910.4.p1, NM_001198258.1.p1, NM_001338422.1.p1, NM_001161155.2.p1, NM_112873.7.p1	XM_010656213.3.p1
OG0002583	NM_001198409.2.p1	XR_009466447.1.p1, XM_010655779.3.p1, XM_059737659.1.p1, XR_009465917.1.p1
OG0002584	NM_001202781.1.p1, NM_129485.4.p1, NM_001339712.1.p1, NM_001339713.1.p1, NM_001339714.1.p1	XM_002281453.4.p1
OG0002585	NM_103695.2.p1	XM_002280390.4.p1
OG0002585	NM_100121.5.p1, NM_001331335.1.p1	XM_002272119.4.p1
OG0002586	NM_102502.3.p1, NM_001332759.1.p1, NM_001344374.1.p1, NM_123458.5.p1, NM_113622.4.p1	XM_002269759.5.p1
OG0002587	NM_001332971.1.p1, NM_102900.5.p1	XM_010646293.3.p1, XM_010646282.2.p1
OG0002588	NM_001333140.1.p1, NM_001333138.1.p1, NM_103220.3.p1	XR_788174.3.p1, XR_788175.3.p1
OG0002589	NM_103927.3.p1, NM_179459.2.p1, NM_001333437.1.p1	XM_010656959.3.p1
OG0002590	NM_001340003.1.p1, NM_115844.4.p1	XM_010652428.3.p1
OG0002590	NM_105228.3.p1, NM_001334213.1.p1	XM_059738397.1.p1, XR_009466200.1.p1
OG0002591	NM_202567.2.p1, NM_112105.5.p1, NM_202566.2.p1, NM_101510.6.p1, NM_001334875.1.p1, NM_001334876.1.p1	XM_010646774.3.p1, XM_010646776.3.p1
OG0002592	NM_001335651.1.p1, NM_001335647.1.p1, NM_127549.3.p1, NM_001335648.1.p1	XM_059740519.1.p1, XM_010657968.3.p1, XM_010657967.3.p1
OG0002593	NM_119193.4.p1, NM_001335872.1.p1, NM_001335871.1.p1, NM_001335870.1.p1	XM_002272413.5.p1, XM_059734380.1.p1, XM_059740734.1.p1
OG0002594	NM_001336036.1.p1, NM_128166.4.p1	XM_019219411.2.p1, XM_019219410.2.p1
OG0002595	NM_001336320.1.p1, NM_001336322.1.p1, NM_001336319.1.p1, NM_001336318.1.p1, NM_001336317.1.p1	XM_010658728.3.p1
OG0002596	NM_111642.3.p1, NM_001337726.1.p1	XR_785983.3.p1, XM_059737430.1.p1, XM_010652806.3.p1
OG0002597	NM_001338155.1.p1, NM_112399.3.p1	XR_009467792.1.p1, XM_059743071.1.p1, XM_059743070.1.p1, XR_009467795.1.p1, XR_009467793.1.p1, XR_009467794.1.p1
OG0002598	NM_113865.4.p1, NM_001339023.1.p1	XM_059742855.1.p1, XM_010662297.3.p1
