Orthogroup	Arabidopsis_thaliana_rna_prot	Solanum_lycopersicum_rna_prot
OG0001420	NM_128992.3.p1	XM_019215008.2.p1
OG0001423	NM_001337007.1.p1, NM_001337009.1.p1, NM_129862.3.p1, NM_001337008.1.p1, NM_115768.5.p1, NM_001035812.2.p1	XM_019214633.2.p1
OG0001424	NM_119675.4.p1, NM_001342324.1.p1, NM_001036714.5.p1, NM_101914.4.p1	NM_001247257.2.p1
OG0001424	NM_001035996.1.p1, NM_202144.2.p1, NM_001332452.1.p1	NM_001247898.1.p1
OG0001425	NM_120078.2.p1, NM_001335761.1.p1, NM_001036312.2.p1, NM_001342293.1.p1	XM_019215868.1.p1, XM_019210867.1.p1, XM_010314842.2.p1, XM_004230827.4.p1
OG0001426	NM_001037014.2.p1	XM_010315520.3.p1, XM_019211620.2.p1, XM_026028608.1.p1
OG0001426	NM_001332196.1.p1, NM_101465.5.p1, NM_106733.3.p1	XM_004235894.4.p1
OG0001427	NM_001335073.1.p1	XM_004237944.4.p1
OG0001427	NM_120991.3.p1, NM_001037059.2.p1, NM_001345626.1.p1, NM_001345625.1.p1, NM_125832.4.p1, NM_001345624.1.p1, NM_180934.2.p1, NM_180933.2.p1	XM_004250410.1.p1, XM_026028221.1.p1, XM_004242665.3.p1
OG0001428	NM_001083992.2.p1, NM_100374.3.p1	XM_004245442.4.p1
OG0001428	NM_201673.1.p1, NM_126328.4.p1, NM_102463.4.p1	XM_004244358.4.p1
OG0001430	NM_104744.4.p1, NM_001333900.1.p1, NM_001333899.1.p1, NM_001124047.2.p1, NM_001123788.1.p1, NM_100941.4.p1	XM_004236166.4.p1, XM_010320681.3.p1, XM_010322264.3.p1
OG0001431	NM_001124033.2.p1, NM_104498.4.p1, NM_112114.4.p1	XM_004243920.3.p1
OG0001431	NM_179576.3.p1	NM_001329591.1.p1
OG0001432	NM_001197995.1.p1, NM_100552.4.p1, NM_201838.2.p1, NM_128615.3.p1, NM_001336276.1.p1	XM_004240774.4.p1, XM_004245269.4.p1
OG0001432	NM_100309.4.p1, NM_001331471.1.p1	XM_004240980.4.p1
OG0001433	NM_112449.6.p1, NM_001338189.1.p1, NM_101403.4.p1, NM_001198074.1.p1	XM_004241646.3.p1
OG0001435	NM_103068.2.p1, NM_001198201.1.p1	XM_004250764.4.p1
OG0001435	NM_202435.2.p1, NM_001334799.1.p1	XM_010314502.2.p1, XM_004245256.3.p1
OG0001436	NM_001334885.1.p1, NM_001334886.1.p1, NM_106600.3.p1, NM_001198508.1.p1, NM_001332221.1.p1, NM_101497.4.p1	XM_004251910.4.p1, XM_004248283.4.p1
OG0001437	NM_001202669.1.p1, NM_001335983.1.p1, NM_001335980.1.p1, NM_128079.8.p1, NM_001335982.1.p1, NM_001342123.1.p1, NM_001203957.2.p1, NM_001342122.1.p1	XM_019213532.2.p1
OG0001438	NM_115022.3.p1, NM_001203127.1.p1	XM_004246223.4.p1
OG0001438	NM_125220.4.p1	XM_004242438.4.p1, XM_004242437.4.p1
OG0001439	NM_001339810.1.p1, NM_001339807.1.p1, NM_001339808.1.p1, NM_001203178.2.p1, NM_115531.4.p1	XM_004251961.4.p1, XM_004251962.4.p1
OG0001440	NM_120331.5.p1	NM_001321497.1.p1, NM_001347950.1.p1
OG0001441	NM_100101.4.p1, NM_001331327.1.p1, NM_001331328.1.p1, NM_180601.2.p1	XM_004252797.4.p1, XM_019215642.2.p1, XM_026031443.1.p1, XM_004234799.4.p1
OG0001442	NM_100241.4.p1, NM_001331422.1.p1, NM_116580.4.p1, NM_001341905.1.p1, NM_118955.3.p1	XM_004251745.4.p1, XM_004248107.4.p1, XM_004243287.4.p1
OG0001443	NM_001334354.1.p1, NM_105491.2.p1, NM_001334357.1.p1	XM_004238834.4.p1
OG0001443	NM_001334249.1.p1, NM_001334248.1.p1	XM_004233658.4.p1
OG0001444	NM_001341241.1.p1, NM_117886.3.p1	XM_004245870.4.p1, XM_010327261.3.p1
OG0001444	NM_001334340.1.p1, NM_202376.3.p1, NM_105472.3.p1	XM_010318179.3.p1
OG0001445	NM_202444.2.p1, NM_001334848.1.p1, NM_106528.4.p1	XM_010328811.3.p1, XM_004248190.4.p1, XM_004248191.4.p1, XM_010326093.3.p1
OG0001446	NM_117923.8.p1	XM_010318597.3.p1
OG0001446	NM_001335612.1.p1, NM_127435.4.p1, NM_117721.2.p1	NM_001306202.1.p1, XR_003246725.1.p1
OG0001447	NM_001336327.1.p1, NM_128692.5.p1, NM_100494.5.p1, NM_001337029.1.p1, NM_129904.3.p1, NM_201950.3.p1	XM_004240935.4.p1, XM_004240933.4.p1
OG0001448	NM_180091.2.p1, NM_001337094.1.p1	XM_010326852.3.p1, XM_010329362.3.p1, XR_003244152.1.p1, XR_743637.3.p1, XM_010329357.3.p1, XM_010329356.3.p1, XM_010329358.3.p1
OG0001449	NM_001337844.1.p1, NM_111815.5.p1, NM_001337845.1.p1, NM_116921.5.p1	NM_001246975.1.p1, NM_001246969.1.p1
OG0001449	NM_104777.4.p1	XM_004232961.4.p1, XM_010318605.3.p1
OG0001450	NM_112269.3.p1, NM_001338103.1.p1, NM_112271.4.p1, NM_001338107.1.p1, NM_001338106.1.p1, NM_001338105.1.p1, NM_001338102.1.p1, NM_001338104.1.p1	XM_026030234.1.p1, XM_004235511.4.p1, XM_010320177.3.p1, XM_004235512.4.p1, XM_026030235.1.p1
OG0001451	NM_112654.2.p1	XM_010320037.3.p1
OG0001452	NM_001340229.1.p1, NM_001340230.1.p1	XM_026031674.1.p1, XM_026031675.1.p1, XM_026031678.1.p1, XM_026031680.1.p1
OG0001453	NM_001344962.1.p1, NM_124560.4.p1, NM_001341731.1.p1, NM_118674.5.p1, NM_120802.2.p1	NM_001247434.2.p1, XM_026032829.1.p1, XM_004241050.4.p1, NM_001247141.1.p1, NM_001247650.2.p1, NM_001247699.2.p1
OG0001454	NM_001342194.1.p1, NM_001342192.1.p1, NM_001342191.1.p1, NM_179154.2.p1	NM_001252116.2.p1
OG0001455	NM_119623.5.p1, NM_001342289.1.p1, NM_001342291.1.p1, NM_127191.4.p1	XM_004230824.4.p1
OG0001457	NM_001344778.1.p1, NM_124237.4.p1, NM_001344780.1.p1, NM_001344779.1.p1, NM_123715.3.p1	XM_010316445.3.p1, XM_004252939.4.p1, XM_010323106.3.p1
OG0001458	NM_001345485.1.p1, NM_120829.3.p1, NM_120828.4.p1, NM_118645.4.p1	NM_001321043.1.p1, NM_001320370.1.p1
OG0001459	NM_122145.5.p1	XM_004246452.4.p1, XM_004251016.4.p1
OG0001460	NM_124394.3.p1	XM_004242113.4.p1, XM_004236186.4.p1
OG0001460	NM_100951.4.p1, NM_102183.4.p1	XM_004238591.4.p1
OG0001461	NM_105608.4.p1, NM_101261.3.p1	NM_001247574.2.p1, NM_001247786.1.p1, NM_001247578.1.p1, XM_004237002.4.p1, NM_001247570.2.p1
OG0001462	NM_101625.5.p1	XM_004235548.4.p1
OG0001462	NM_121227.3.p1	XM_004251363.1.p1, XM_004245048.4.p1, XM_004253047.4.p1
OG0001463	NM_102054.4.p1	XM_004230529.4.p1
OG0001464	NM_124272.3.p1, NM_103729.3.p1	XM_004234071.4.p1, XM_004234209.4.p1, XM_004232811.4.p1
OG0001465	NM_104466.4.p1, NM_112155.2.p1	XM_010319354.3.p1
OG0001465	NM_112154.4.p1	XM_004232712.3.p1, XM_019212062.1.p1
OG0001466	NM_112367.3.p1	XM_004251836.4.p1
OG0001466	NM_128950.5.p1	XM_004232903.4.p1, XM_010328746.3.p1, XM_010328747.3.p1
OG0001467	NM_118845.3.p1, NM_112950.3.p1	XM_004248269.4.p1, XM_004244101.4.p1
OG0001467	NM_117705.6.p1, NM_112562.4.p1, NM_124304.4.p1	XM_004247484.4.p1, XM_004229234.4.p1
OG0001468	NM_115396.4.p1	XM_004246474.4.p1
OG0001468	NM_125320.3.p1, NM_114513.6.p1	XM_004236705.4.p1, XM_026031266.1.p1, XM_004239736.4.p1
OG0001469	NM_114648.5.p1	XM_004236153.4.p1
OG0001470	NM_114734.4.p1	XM_004251136.4.p1, XM_010315146.3.p1, NM_001247447.2.p1, NM_001247452.2.p1
OG0001471	NM_119855.4.p1	XM_004233395.4.p1, XM_004231815.4.p1, XM_010317673.3.p1
OG0001471	NM_119573.5.p1	XM_004230715.4.p1
OG0001472	NM_119606.2.p1	XM_010318975.1.p1, XM_004233583.3.p1, XM_004248687.4.p1, XM_004230743.4.p1
OG0001473	NM_119818.6.p1	XM_010319405.3.p1, XM_004232368.4.p1, XM_019212398.2.p1
OG0001474	NM_119936.5.p1, NM_127849.4.p1	XM_004231898.4.p1
OG0001475	NM_120770.4.p1, NR_142955.1.p1, NR_142954.1.p1, NM_120769.2.p1, NM_202562.5.p1	NM_001330726.1.p1, XM_010327491.2.p1, XM_004246280.4.p1
OG0001476	NM_120869.3.p1, NM_120868.4.p1, NM_120867.2.p1, NM_123648.3.p1	XM_004238089.4.p1
OG0001478	NM_001332850.1.p1, NM_001332848.1.p1, NM_001332849.1.p1, NM_102677.4.p1	XM_004233818.4.p1
OG0001478	NM_001336308.1.p1, NM_001036373.3.p1	XM_004243157.4.p1
OG0001479	NM_001202945.2.p1, NM_112136.5.p1, NM_001338018.1.p1, NM_001338017.1.p1, NM_001340047.1.p1, NM_115914.4.p1	XM_010323238.3.p1
OG0001480	NM_114632.4.p1, NM_001203100.1.p1	XM_004235973.4.p1, XM_010320495.3.p1, XM_010320496.3.p1
OG0001481	NM_115246.4.p1, NM_001336344.1.p1, NM_201847.3.p1, NM_001336342.1.p1, NM_128717.3.p1, NM_001331590.1.p1, NM_001331591.1.p1, NM_100467.3.p1	XM_004228486.4.p1
OG0001482	NM_001331716.1.p1, NM_100655.4.p1	XM_004251245.4.p1
OG0001482	NM_116317.4.p1	NM_001247144.2.p1
OG0001483	NM_106139.3.p1, NM_001332166.1.p1, NM_001332167.1.p1	XM_010320279.3.p1
OG0001483	NM_001342154.1.p1, NM_001343926.1.p1	XM_004245139.4.p1
OG0001484	NM_001334620.1.p1	XM_019213057.2.p1, XM_010320597.3.p1, XR_003246100.1.p1, XR_003246102.1.p1
OG0001484	NM_001332691.1.p1, NM_001332693.1.p1, NM_001332695.1.p1, NM_102384.4.p1	XM_004238947.4.p1, XM_004237022.3.p1
OG0001485	NM_179385.2.p1, NM_102542.1.p1, NM_001332786.1.p1	XM_010321996.2.p1
OG0001485	NM_127860.2.p1, NM_119927.3.p1	XM_004231871.4.p1, XM_010317713.3.p1, XM_004233409.4.p1
OG0001486	NM_104406.6.p1, NM_001333700.1.p1, NM_001333699.1.p1, NM_112203.4.p1	XM_004228615.4.p1
OG0001487	NM_101096.3.p1, NM_001334045.1.p1, NM_001334044.1.p1, NM_104943.3.p1	NM_001247140.1.p1
OG0001488	NM_119598.2.p1, NR_142390.1.p1, NM_119597.4.p1	XM_010316993.3.p1
OG0001489	NM_001335866.1.p1, NM_001335867.1.p1, NM_127941.4.p1	XM_004232046.4.p1, XM_004233360.4.p1
OG0001491	NM_119203.3.p1	XM_004246389.4.p1
OG0001491	NM_115416.2.p1, NM_001336797.1.p1, NM_129535.4.p1	XM_004240878.3.p1, XM_004240876.4.p1, NM_001247096.2.p1
OG0001492	NM_148725.4.p1, NM_001338161.1.p1, NM_001338162.1.p1, NM_001338163.1.p1, NM_104188.4.p1, NM_179471.2.p1	XM_010315595.3.p1, XM_019211555.2.p1, XM_010315596.3.p1, XM_004251810.4.p1, XR_742536.3.p1, XM_004244184.4.p1, XM_026032134.1.p1, XM_026032138.1.p1, XM_026032137.1.p1
OG0001493	NM_114383.3.p1, NM_001339198.1.p1	NM_001246883.2.p1, XM_004251768.4.p1, NM_001247330.2.p1
OG0001494	NM_001339932.1.p1, NM_001339933.1.p1, NM_115738.4.p1	XM_010325343.3.p1, XM_010325342.2.p1
OG0001494	NM_118012.5.p1, NM_001341308.1.p1	XM_004234022.4.p1, XM_004232931.4.p1
OG0001495	NM_115812.4.p1, NM_001339985.1.p1, NM_102826.4.p1	XM_010324778.3.p1, XM_004242336.4.p1, XM_010328022.2.p1, XM_010328025.2.p1, XM_010328027.2.p1, XM_010328026.3.p1
OG0001496	NM_203109.2.p1, NM_180555.3.p1	XM_004238754.4.p1
OG0001496	NM_001340141.1.p1, NM_116078.4.p1	XM_004229127.4.p1, XM_026030768.1.p1
OG0001497	NM_118205.2.p1, NM_001341459.1.p1	XM_004233105.4.p1
OG0001498	NM_148657.3.p1, NM_001342739.1.p1	XM_019215823.2.p1, XM_026030638.1.p1
OG0001498	NM_121349.4.p1	XM_004229640.4.p1
OG0001499	NM_121891.4.p1, NM_001343573.1.p1	XR_003246778.1.p1, XM_026031035.1.p1, XM_019215258.2.p1, XM_004229447.4.p1, XM_004229520.3.p1, XM_004229437.4.p1, XM_004229438.4.p1, XM_010324691.3.p1
OG0001500	NM_118008.4.p1	XM_004234025.4.p1, NM_001287775.2.p1
OG0001500	NM_123140.2.p1, NM_001344221.1.p1	XM_010322405.3.p1, XM_004231946.4.p1
OG0001501	NM_180171.2.p1, NM_111103.6.p1	XM_004238941.4.p1, XM_004237020.4.p1
OG0001501	NM_105093.3.p1, NM_123531.3.p1, NM_001344409.1.p1, NM_001344410.1.p1, NM_180782.3.p1	XM_004252532.4.p1
OG0001502	NM_001344437.1.p1	XM_004253158.4.p1, XM_004238346.4.p1
OG0001503	NM_001344484.1.p1, NM_100314.4.p1	XM_004240965.4.p1
OG0001503	NM_117521.4.p1	XM_004233989.4.p1, XM_004247663.4.p1
OG0001504	NM_129514.3.p1	XM_004239738.4.p1
OG0001504	NM_001345346.1.p1, NM_125326.4.p1, NM_001345345.1.p1	XM_010323606.2.p1, XM_004250916.4.p1
OG0001505	NM_101012.5.p1	XM_004232417.4.p1, XM_010319150.3.p1, XM_004234087.4.p1
OG0001506	NM_124872.3.p1, NM_118834.4.p1	XM_004244079.4.p1
OG0001506	NM_101037.4.p1	XM_004232673.4.p1, XM_010328939.3.p1, XM_004234433.4.p1
OG0001507	NM_103632.3.p1	XM_004242908.4.p1, XM_019214662.2.p1, XM_004238117.3.p1
OG0001508	NM_104412.3.p1, NM_112197.4.p1, NM_125036.5.p1	XM_010318037.3.p1
OG0001509	NM_105719.5.p1, NM_180620.3.p1	XM_019213747.2.p1
OG0001510	NM_105720.4.p1	XM_004238594.4.p1, XM_026029427.1.p1, XM_019212998.2.p1, XM_004228850.4.p1
OG0001511	NM_111612.4.p1	XM_004246994.4.p1
OG0001511	NM_116866.3.p1	XM_004252686.4.p1, XM_004238016.4.p1
OG0001512	NM_120217.5.p1, NM_111725.3.p1	XM_004246713.4.p1
OG0001512	NM_118990.4.p1, NM_127616.5.p1	NM_001246963.2.p1
OG0001513	NM_117551.3.p1, NM_113183.4.p1	XM_026032693.1.p1, NM_001320256.1.p1
OG0001514	NM_113821.3.p1, NM_123329.2.p1	XM_004233319.4.p1, XM_004232168.4.p1
OG0001515	NM_121407.3.p1	NM_001279338.2.p1
OG0001516	NM_115280.3.p1	XM_004246921.4.p1
OG0001516	NM_130177.3.p1	NM_001246985.1.p1
OG0001517	NM_118530.5.p1	XM_010326986.3.p1, NM_001247673.1.p1, XM_010326153.3.p1, XM_010326154.3.p1
OG0001517	NM_116048.3.p1, NM_130218.5.p1	XM_010328828.3.p1, XM_010328833.3.p1
OG0001518	NM_117086.4.p1	XM_026028932.1.p1
OG0001519	NM_117890.5.p1	XM_004245841.4.p1
OG0001519	NM_129079.2.p1	XM_004229465.4.p1
OG0001520	NM_118632.3.p1	XM_004235178.4.p1, XM_004238109.4.p1
OG0001521	NM_118712.6.p1, NM_125139.3.p1	XM_004232759.4.p1, XM_004248050.4.p1, XM_026028000.1.p1, XM_026027998.1.p1, XM_010324946.3.p1
OG0001522	NM_120280.4.p1	NM_001317852.1.p1
OG0001523	NM_120983.2.p1, NM_125830.2.p1	XM_004230564.4.p1
OG0001523	NM_124380.3.p1	XM_004237926.4.p1, XM_010316282.3.p1, XM_010316283.3.p1
OG0001524	NM_121218.5.p1	XM_026032285.1.p1, XM_004245059.4.p1
OG0001524	NM_179659.2.p1	XM_010325159.3.p1, XM_010325158.3.p1, XM_026031189.1.p1, XM_026031188.1.p1, XM_026031186.1.p1, XM_026031187.1.p1, XM_004239281.4.p1
OG0001525	NM_121239.4.p1	NM_001247299.2.p1, XM_004251630.4.p1, XM_004245025.4.p1
OG0001526	NM_121970.2.p1	XM_004251556.4.p1
OG0001527	NM_122355.4.p1	XM_010328944.3.p1, XM_004248373.4.p1, XM_004234976.3.p1
OG0001528	NM_122462.2.p1	NM_001310018.1.p1
OG0001529	NM_122518.3.p1	XM_004245017.4.p1
OG0001530	NM_124580.4.p1	XM_004232519.4.p1
OG0001531	NM_125010.3.p1	NM_001314016.1.p1, XM_019215888.2.p1, XM_026027812.1.p1
OG0001532	NM_128919.4.p1, NM_128920.3.p1	XM_004238413.4.p1
OG0001542	NM_125464.3.p1	XM_026028076.1.p1, XM_004251103.4.p1
OG0001542	NM_115335.3.p1, NM_001035784.2.p1, NM_179975.3.p1	XM_004239615.4.p1
OG0001543	NM_001035943.2.p1, NM_001331916.1.p1, NM_100936.3.p1	XM_010321324.1.p1
OG0001544	NM_119583.4.p1	XM_004248713.4.p1, XM_004236228.3.p1
OG0001544	NM_101636.3.p1, NM_001035984.2.p1, NM_001123830.1.p1	NM_001348361.1.p1
OG0001545	NM_179565.2.p1, NM_001036212.1.p1, NM_179566.2.p1, NM_001124136.2.p1	XM_010324645.3.p1, NM_001319058.1.p1, XR_002027847.2.p1
OG0001546	NM_001331478.1.p1, NM_001123753.2.p1, NM_100323.7.p1, NM_001036562.2.p1, NM_113232.5.p1	XM_010328462.3.p1, XM_004233995.4.p1
OG0001547	NM_201914.3.p1, NM_001084558.3.p1, NM_001336817.1.p1	XM_010323723.3.p1
OG0001548	NM_001343488.1.p1, NM_121736.3.p1	XM_004231576.3.p1
OG0001548	NM_123085.3.p1, NM_101691.9.p1, NM_001123832.2.p1, NM_148701.2.p1	XM_004235342.3.p1
OG0001549	NM_122143.3.p1, NM_114303.2.p1, NM_001125299.2.p1	XM_004246832.3.p1, XM_004251022.4.p1
OG0001550	NM_105057.3.p1, NM_123503.2.p1	XM_004245533.4.p1
OG0001550	NM_125392.3.p1, NM_001125990.2.p1	XM_004251243.3.p1
OG0001551	NM_104296.5.p1, NM_001160950.2.p1, NM_202580.2.p1	XM_004241833.4.p1
OG0001551	NM_122061.4.p1	XM_004243897.4.p1
OG0001552	NM_001161132.1.p1, NM_111937.5.p1	XM_026031723.1.p1
OG0001552	NM_001342605.1.p1, NM_120244.6.p1	XM_026032805.1.p1, XM_026032804.1.p1, XM_019215981.2.p1, XM_026027973.1.p1
OG0001553	NM_001335555.1.p1, NM_001202616.1.p1, NM_001342379.1.p1, NM_119756.5.p1	NM_001247416.1.p1, XM_010318945.3.p1
OG0001554	NM_180770.2.p1, NM_001203501.1.p1, NM_001344187.1.p1, NM_001344186.1.p1, NM_123096.3.p1	XM_004236634.3.p1, XM_019213306.2.p1
OG0001555	NM_001331450.1.p1, NM_100277.5.p1, NM_001331451.1.p1, NM_123776.4.p1, NM_104323.4.p1, NM_122768.2.p1, NM_122774.4.p1	XM_010323054.3.p1, XM_010320970.3.p1
OG0001556	NM_112631.3.p1, NM_001333318.1.p1, NM_001333319.1.p1, NM_001333316.1.p1, NM_202599.2.p1	XM_019211566.2.p1, XM_004252906.4.p1, NM_001309899.1.p1
OG0001557	NM_001334438.1.p1, NM_180642.2.p1, NM_001334437.1.p1, NM_001334440.1.p1, NM_001334439.1.p1, NM_105686.6.p1	XM_004232222.4.p1, XM_004238672.4.p1, XM_026031016.1.p1
OG0001558	NM_129185.4.p1, NM_001336591.1.p1	XM_010327617.3.p1, XM_010327616.3.p1, XM_010327618.3.p1
OG0001559	NM_121686.4.p1, NM_203064.3.p1, NM_111168.2.p1, NM_001337453.1.p1	XM_004235290.4.p1, XM_010319983.3.p1
OG0001560	NM_001342207.1.p1, NM_119478.7.p1	XM_010325083.3.p1
OG0001560	NM_001338116.1.p1	XM_010316036.3.p1, XM_004252361.4.p1, XM_010320154.3.p1, XM_004235482.4.p1, XM_026030243.1.p1
OG0001561	NM_001340008.1.p1, NM_001340009.1.p1, NM_129978.4.p1	XM_004252795.4.p1, XR_739561.3.p1, XM_004228583.4.p1
OG0001562	NM_202856.3.p1, NM_118276.4.p1, NM_116739.4.p1, NM_001340525.1.p1, NM_202784.3.p1	XM_010318309.3.p1, XM_010318310.3.p1, XM_004232680.4.p1, XM_010318311.3.p1, XM_004232684.4.p1, XM_026029803.1.p1
OG0001563	NM_117141.6.p1, NM_001340683.1.p1, NM_118542.4.p1, NM_001341641.1.p1	XM_026032473.1.p1, XM_026032472.1.p1, XM_010327024.3.p1, XM_026032474.1.p1, XM_004244605.4.p1, XR_742613.3.p1
OG0001564	NM_001342189.1.p1, NM_119452.4.p1	XM_004245061.4.p1
OG0001565	NM_001345172.1.p1, NM_001345173.1.p1, NM_124977.4.p1	XM_026028565.1.p1, XM_004251893.4.p1
OG0001565	NM_001345239.1.p1, NM_001345240.1.p1, NM_001345241.1.p1, NM_125092.4.p1	XM_004242644.3.p1
OG0001566	NM_001345279.1.p1, NM_001345280.1.p1	XM_026028737.1.p1
OG0001566	NM_122418.2.p1, NM_128063.5.p1, NM_119334.3.p1	XM_004244476.4.p1
OG0001567	NM_180931.2.p1, NM_125820.3.p1	NM_001320499.1.p1, XM_004230556.4.p1
OG0001567	NM_100097.5.p1	XM_004229670.4.p1
OG0001568	NM_124262.4.p1	XM_004247790.4.p1, XM_004247049.4.p1, XM_004240413.4.p1
OG0001568	NM_100355.4.p1, NM_123800.1.p1	XM_004242032.4.p1
OG0001569	NM_202067.2.p1, NM_100768.4.p1, NM_202301.2.p1, NM_104356.3.p1	NM_001246891.2.p1, XM_026028906.1.p1, NM_001316328.1.p1
OG0001570	NM_103488.4.p1, NM_101732.3.p1, NM_106105.2.p1	XM_004237746.4.p1, XM_019211605.2.p1, XM_019211604.2.p1, XM_004252537.4.p1
OG0001571	NM_101943.2.p1, NM_106300.4.p1	XM_010322183.3.p1
OG0001572	NM_102355.5.p1, NM_105523.3.p1	XM_004238878.4.p1, XM_004236938.4.p1, XM_004235757.3.p1
OG0001573	NM_111034.3.p1	XM_004236246.3.p1, XM_004236245.4.p1, XM_004237214.4.p1, XM_004239105.4.p1, XM_004239104.4.p1, XM_010322648.3.p1
OG0001574	NM_129238.4.p1, NM_113559.4.p1	XM_004249425.4.p1, NM_001247174.2.p1
OG0001575	NM_121062.5.p1, NM_180941.3.p1	XM_004237343.3.p1
OG0001575	NM_114602.4.p1, NM_180332.1.p1, NM_180333.1.p1	NM_001319849.1.p1
OG0001576	NM_115367.3.p1, NM_129492.3.p1, NM_121361.3.p1	XM_004236723.4.p1, XM_004236722.4.p1, XM_004239712.4.p1
OG0001576	NM_115211.5.p1	XM_004246681.4.p1
OG0001577	NM_117989.4.p1, NM_115732.4.p1, NM_123945.4.p1, NM_180045.4.p1	XM_004251761.3.p1, XM_004243225.4.p1, XM_004248147.4.p1, XM_004232289.4.p1
OG0001578	NM_116478.5.p1	XM_004247380.4.p1
OG0001579	NM_118953.2.p1, NM_201769.3.p1, NM_179676.3.p1	XM_004248096.4.p1, NM_001317104.1.p1, NM_001247547.2.p1, XM_026031818.1.p1
OG0001580	NM_119391.2.p1, NM_128109.3.p1, NM_122449.2.p1, NM_121161.3.p1	XM_004244980.4.p1, XM_004242173.4.p1
OG0001581	NM_120166.2.p1	XM_019213827.1.p1, XM_004250465.4.p1, XM_026031896.1.p1
OG0001582	NM_120564.2.p1	XM_004250421.4.p1, XM_004240140.4.p1
OG0001583	NM_122116.6.p1	XM_004229592.3.p1
OG0001583	NM_129747.5.p1	XM_010320891.3.p1, XM_010320892.3.p1, XM_010320890.3.p1
OG0001584	NM_122472.4.p1	NM_001247592.2.p1
OG0001585	NM_126592.3.p1	XM_026032037.1.p1, XM_004243470.4.p1
OG0001585	NM_128970.2.p1	XM_004232982.4.p1
OG0001586	NM_201819.2.p1, NM_128310.4.p1	XM_010315063.3.p1
OG0001593	NM_001036117.1.p1, NM_104405.4.p1	XM_004237969.3.p1
OG0001594	NM_178941.4.p1, NM_001036488.1.p1, NM_178943.3.p1, NM_130161.3.p1	XM_010328668.3.p1, XM_004229882.4.p1, XM_004229881.4.p1
OG0001595	NM_001331380.1.p1, NM_100185.3.p1, NM_116493.3.p1, NM_001036500.2.p1	XM_004247588.4.p1, XM_004233980.3.p1, XM_010319098.3.p1, XM_004247161.4.p1
OG0001596	NM_111323.4.p1, NM_001084023.1.p1, NM_100736.3.p1	XM_010320978.3.p1, XM_004236741.4.p1
OG0001597	NM_116092.4.p1, NM_001084602.2.p1, NM_180138.3.p1	XM_004229320.4.p1
OG0001597	NM_111520.5.p1	XM_026030343.1.p1
OG0001598	NM_127343.2.p1, NM_119774.3.p1, NM_180949.3.p1, NM_126019.4.p1, NM_001345751.1.p1, NM_001345752.1.p1, NM_001126036.2.p1, NM_001085337.1.p1	XM_004232444.4.p1, XM_010319346.3.p1, NM_001247678.2.p1
OG0001599	NM_001203058.1.p1, NM_113650.4.p1, NM_123435.4.p1, NM_001125871.1.p1, NM_111037.4.p1	XM_010318774.3.p1, XM_026029280.1.p1, XM_004231768.3.p1
OG0001600	NM_129504.4.p1, NM_001161093.2.p1, NM_115386.3.p1	XM_004246696.4.p1, XM_004249612.4.p1, XM_010313977.3.p1
OG0001601	NM_001161298.2.p1, NM_001344803.1.p1, NM_124249.3.p1	XM_010328383.3.p1, XM_019214600.2.p1
OG0001602	NM_123795.5.p1, NM_001331440.1.p1, NM_100256.3.p1, NM_001197972.1.p1, NM_001331439.1.p1	XM_010325446.3.p1, XM_004243320.4.p1
OG0001603	NM_101189.4.p1	XM_026031106.1.p1
OG0001603	NM_001203619.1.p1, NM_124949.3.p1	XM_010325965.3.p1, XM_004243998.4.p1
OG0001605	NM_118962.5.p1	XM_004243268.3.p1, XM_004248097.4.p1
OG0001605	NM_127645.4.p1	XM_004243266.4.p1
OG0001605	NM_001341491.1.p1, NM_116741.4.p1, NM_001203749.1.p1	XM_004232748.4.p1
OG0001606	NM_001331887.1.p1, NM_100886.7.p1	XM_010321989.3.p1, XM_004238017.4.p1
OG0001607	NM_001332351.1.p1, NM_101720.8.p1, NM_001332352.1.p1, NM_106076.4.p1	XM_004233612.4.p1, XM_010320561.3.p1
OG0001608	NM_001334552.1.p1, NM_105940.4.p1	XM_010320188.3.p1
OG0001608	NM_122521.5.p1	XM_004253042.4.p1
OG0001609	NM_119344.3.p1	XM_004241747.4.p1
OG0001609	NM_101455.2.p1, NM_001335003.1.p1	XM_004235881.4.p1
OG0001610	NM_101751.2.p1, NM_106136.5.p1, NM_001336509.1.p1, NM_179898.3.p1, NM_001336508.1.p1	XM_004236135.4.p1
OG0001611	NM_112559.4.p1, NM_148104.4.p1, NM_180194.3.p1, NM_001337676.1.p1, NM_180195.2.p1	XM_004247346.4.p1, XM_004240529.4.p1
OG0001612	NM_103180.3.p1, NM_001338186.1.p1	XM_010322410.3.p1
OG0001613	NM_001338563.1.p1, NM_001338561.1.p1, NM_001338562.1.p1, NM_113107.7.p1	XM_004243385.4.p1, XM_010325485.3.p1
OG0001614	NM_001339717.1.p1, NM_115366.4.p1	XM_026031445.1.p1, XM_026031444.1.p1, XM_010323669.3.p1
OG0001615	NM_117145.3.p1, NM_001340684.1.p1	XM_004245420.4.p1
OG0001615	NM_124731.1.p1, NM_118912.6.p1, NM_124732.2.p1	XM_004235066.4.p1
OG0001616	NM_116527.4.p1	XM_004247443.4.p1, XM_004240484.4.p1
