Orthogroup	Arabidopsis_thaliana_rna_prot	Zea_mays_rna_prot
OG0001312	NM_001338465.1.p1, NM_001338467.1.p1, NM_118721.3.p1	XM_035960568.1.p1, XM_035960503.1.p1, XM_035960487.1.p1, XR_004851234.1.p1, XM_035960433.1.p1, XM_008680137.4.p1, XM_035967256.1.p1, XM_035967257.1.p1, XM_035960611.1.p1, NM_001367013.1.p1
OG0001313	NM_105180.4.p1	XM_008680760.3.p1
OG0001313	NM_001338515.1.p1, NM_113019.4.p1, NM_104046.3.p1, NM_179462.2.p1	NM_001111788.2.p1, NM_001175023.1.p1, NM_001365506.1.p1
OG0001314	NM_115415.3.p1, NM_001339636.1.p1, NM_001339635.1.p1, NM_001339638.1.p1, NM_001339637.1.p1	NM_001360547.1.p1, XM_020549598.3.p1, XM_008658845.3.p1
OG0001315	NM_001343855.1.p1, NM_001340697.1.p1	NM_001155808.2.p1
OG0001316	NM_001343318.1.p1, NM_001343319.1.p1, NM_121422.4.p1	XM_023302345.1.p1, XM_020551827.2.p1, XM_035967269.1.p1
OG0001317	NM_001343358.1.p1, NM_121476.4.p1	XM_020543871.3.p1, XR_002264790.3.p1, XM_035962542.1.p1
OG0001318	NM_001345636.1.p1, NM_001345633.1.p1, NM_125848.3.p1, NM_001345637.1.p1, NM_001345634.1.p1	XM_008674952.4.p1, XR_563533.4.p1, XR_563535.4.p1, XM_008674953.4.p1
OG0001319	NM_127049.4.p1, NM_119547.5.p1, NM_126141.2.p1, NM_001345827.1.p1	NM_001148190.2.p1, XR_002268058.2.p1, XM_008675860.3.p1, NM_001176596.1.p1, XM_008647549.4.p1
OG0001320	NM_100278.3.p1, NM_123775.4.p1	NM_001367139.1.p1, XR_004852269.1.p1, XM_008658800.4.p1, XR_004856923.1.p1, XM_008648629.3.p1, NM_001156215.1.p1, NM_001360971.1.p1
OG0001321	NM_104726.3.p1, NM_102224.4.p1, NM_105705.4.p1	NM_001323403.1.p1, NM_001152591.1.p1
OG0001322	NM_102525.3.p1	XR_004851814.1.p1, XR_002263956.3.p1, XR_002263957.3.p1, NM_001366825.1.p1
OG0001323	NM_116056.2.p1, NM_130243.3.p1, NM_103011.2.p1	XM_008650556.4.p1, XM_008650171.1.p1, NM_001147110.1.p1
OG0001324	NM_119599.1.p1, NM_121561.3.p1, NM_111083.3.p1	NR_154554.1.p1, XM_008676175.4.p1
OG0001325	NM_116141.2.p1	NM_001111641.2.p1, NM_001111896.2.p1, NM_001111942.1.p1
OG0001326	NM_119290.3.p1, NM_179149.3.p1	NM_001138399.2.p1, NM_001301578.1.p1, XM_008678692.4.p1, NM_001149558.1.p1
OG0001327	NM_125582.3.p1, NM_120813.2.p1, NM_121336.4.p1	XM_008671266.3.p1, XM_020538548.3.p1, XM_023301320.2.p1
OG0001332	NM_001334287.1.p1, NM_105398.4.p1, NM_001036226.2.p1, NM_001334924.1.p1, NM_106631.5.p1, NM_001198511.1.p1	NM_001155471.1.p1, XM_008679031.3.p1
OG0001333	NM_001203538.2.p1, NM_001036930.2.p1, NM_123760.3.p1, NM_179256.1.p1	XR_004853257.1.p1, XR_004853256.1.p1, XM_035963454.1.p1
OG0001334	NM_126969.4.p1, NM_120310.2.p1, NM_001203277.2.p1, NM_001337814.1.p1, NM_001084658.2.p1	XM_020542235.1.p1, XM_020542234.1.p1, XM_020542236.2.p1, NM_001175488.1.p1, XM_020549787.3.p1, XM_035965916.1.p1
OG0001335	NM_202601.3.p1, NM_001338310.1.p1, NM_001084705.3.p1, NM_112667.4.p1, NM_001123979.2.p1, NM_001123978.2.p1, NM_103746.3.p1	NM_001158401.2.p1, XM_008671949.4.p1, NM_001301577.1.p1, NM_001147557.1.p1
OG0001336	NM_001085143.1.p1, NM_122149.5.p1, NM_128313.7.p1, NM_100709.5.p1	NM_001138139.2.p1, NM_001294174.2.p1, NM_001196663.1.p1
OG0001337	NM_001337077.1.p1, NM_180081.4.p1, NM_001340006.1.p1, NM_180391.4.p1, NM_001125387.1.p1, NM_115858.6.p1	NM_001144016.1.p1, XM_008670451.4.p1, XM_020544917.3.p1, XM_035962937.1.p1, XM_008663294.4.p1, XM_035962938.1.p1, XM_035962939.1.p1, XM_020543011.1.p1
OG0001338	NM_001125705.2.p1, NM_001342862.1.p1, NM_001342863.1.p1, NM_001342864.1.p1, NM_111991.5.p1, NM_001337939.1.p1, NM_001337940.1.p1, NM_001337938.1.p1, NM_129167.3.p1, NM_179929.3.p1, NM_001336586.1.p1	NM_001155899.1.p1, NM_001196435.1.p1
OG0001339	NM_001342341.1.p1, NM_001342342.1.p1, NM_001342343.1.p1, NM_001342344.1.p1, NM_001160815.2.p1	NM_001153595.1.p1, XM_008647397.3.p1, XM_008647398.3.p1, XM_008682022.3.p1
OG0001340	NM_123052.5.p1, NM_179491.3.p1, NM_001161114.2.p1	NM_001138168.2.p1, XM_008664067.3.p1, NM_001158087.2.p1, XM_008666951.3.p1
OG0001341	NM_105217.4.p1	XM_008670212.3.p1, NM_001147846.1.p1, XM_008663380.4.p1, NR_156721.1.p1, NM_001362085.1.p1
OG0001342	NM_001198455.1.p1, NM_122070.3.p1	XM_008666385.1.p1, NM_001137400.2.p1, NM_001147385.1.p1
OG0001343	NM_129422.4.p1, NM_001202773.2.p1, NM_001336714.1.p1	NM_001365508.1.p1, XM_020540769.3.p1, XR_004851629.1.p1, XR_004852476.1.p1, XM_008660496.3.p1, XR_558314.3.p1, XR_558313.3.p1, NM_001361013.1.p1, XM_008674800.3.p1
OG0001344	NM_001202828.1.p1, NM_180122.4.p1	NM_001358702.1.p1, NM_001174342.1.p1, XM_008656645.4.p1, XM_008656647.4.p1, XM_020542086.2.p1
OG0001345	NM_001332718.1.p1, NM_102423.3.p1	XM_008661844.2.p1, XM_008658867.2.p1, NM_001153292.1.p1
OG0001346	NM_126119.2.p1, NM_114886.3.p1, NM_127898.5.p1, NM_119854.3.p1, NM_001333265.1.p1, NM_103607.4.p1, NM_179009.2.p1	NM_001153852.3.p1, NM_001156946.2.p1, XM_008661025.4.p1
OG0001347	NM_126681.3.p1, NM_001335311.1.p1	NM_001175169.1.p1, XM_008681732.2.p1, XM_023300925.2.p1
OG0001348	NM_112729.4.p1, NM_102359.3.p1, NM_105532.5.p1, NM_001335552.1.p1	XM_008647981.3.p1, XM_020543815.3.p1, NM_001196984.1.p1
OG0001349	NM_202726.2.p1, NM_001336984.1.p1, NM_115719.3.p1	NM_001360985.1.p1, XM_008669575.4.p1, NM_001196374.1.p1
OG0001350	NM_117181.4.p1, NM_001337186.1.p1	XM_008657827.3.p1, XR_002262630.3.p1, XM_020539120.2.p1
OG0001351	NM_113812.5.p1, NM_001338974.1.p1, NM_001339319.1.p1, NM_114628.4.p1, NM_125641.4.p1	NM_001138596.2.p1, XM_008666435.4.p1, NM_001348573.1.p1, XM_008654481.4.p1
OG0001352	NM_100269.4.p1, NM_180796.1.p1, NM_123779.5.p1, NM_100268.5.p1, NM_179134.1.p1, NM_118994.4.p1, NM_001341920.1.p1	XM_035959836.1.p1
OG0001353	NM_119514.4.p1, NM_001342222.1.p1	XM_020540543.2.p1, XM_020540542.2.p1, XM_008669228.4.p1, NM_001359716.1.p1, XM_008653257.4.p1, NM_001156214.1.p1, XM_008653255.4.p1
OG0001354	NM_001343026.1.p1, NM_120952.6.p1	XM_008681719.3.p1
OG0001354	NM_123353.4.p1	XM_008661080.4.p1, XM_008661079.3.p1
OG0001355	NM_001344445.1.p1, NM_001344447.1.p1	XM_035963320.1.p1, XM_035963318.1.p1, XM_020545652.3.p1, XM_035963324.1.p1, XM_035963309.1.p1, XM_035963311.1.p1, XM_035963319.1.p1, XM_035963315.1.p1, XM_035963321.1.p1, XM_035963323.1.p1, XM_035963322.1.p1, XM_035963317.1.p1, XM_035963314.1.p1, XM_035963310.1.p1
OG0001356	NM_001344746.1.p1, NM_124154.5.p1	XM_008653201.3.p1, XM_035960579.1.p1, XM_035960580.1.p1
OG0001357	NM_106277.4.p1, NM_101905.5.p1, NM_120001.2.p1	NM_001366168.1.p1, NM_001330562.1.p1, XM_008654831.3.p1, XM_035966902.1.p1, XM_035966901.1.p1
OG0001358	NM_104243.4.p1, NM_112305.2.p1	XM_020542260.1.p1, NM_001137073.1.p1, XR_004852371.1.p1, NM_001137244.1.p1, NM_001148474.1.p1, NM_001155620.1.p1
OG0001360	NM_125977.2.p1, NM_114830.2.p1, NM_119939.3.p1, NM_127846.2.p1, NM_116873.2.p1	NM_001143622.2.p1
OG0001361	NM_147888.2.p1, NM_115065.3.p1	NM_001328194.1.p1, NM_001346940.1.p1, NM_001324163.1.p1, XM_020537545.2.p1, XM_008664034.3.p1
OG0001362	NM_115291.1.p1, NM_129399.3.p1	XM_020552627.3.p1, XM_020552626.3.p1, XM_020551459.3.p1, NM_001151771.1.p1
OG0001363	NM_116355.3.p1, NM_118486.6.p1, NM_124661.3.p1	NM_001321638.1.p1, XM_008650997.2.p1, NM_001158512.1.p1, NM_001137492.1.p1
OG0001364	NM_126070.4.p1, NM_117759.4.p1	XM_035965786.1.p1, XM_008646187.3.p1
OG0001365	NM_119998.2.p1	XM_020539153.3.p1, XM_020539154.3.p1, XM_008650027.3.p1, XM_035959973.1.p1, XM_008646879.4.p1, XM_008650026.4.p1, XM_008646878.4.p1
OG0001366	NM_120480.1.p1	NM_001157759.2.p1, XM_020547798.2.p1, XM_020547800.2.p1
OG0001367	NM_126109.3.p1	NM_001152500.2.p1
OG0001368	NR_140219.1.p1, NM_127764.2.p1	NM_001366098.1.p1, XR_004855945.1.p1, XR_004855925.1.p1, XR_004855938.1.p1, XM_020547655.3.p1, XR_004855939.1.p1, XR_004855937.1.p1, XR_004855923.1.p1, XM_035964730.1.p1, XR_004855935.1.p1, XR_004855924.1.p1, XR_004855932.1.p1, XR_004855943.1.p1, NR_158735.1.p1, XR_004855936.1.p1, XR_004855929.1.p1, XM_008669573.2.p1, XR_004855941.1.p1, XR_004855942.1.p1, XR_004855933.1.p1, XM_008669570.4.p1, XR_004855934.1.p1, XR_004855931.1.p1
OG0001369	NM_129754.4.p1	NM_001356631.1.p1, XM_008667014.3.p1
OG0001376	NM_001338705.1.p1, NM_001035684.3.p1, NM_001338702.1.p1, NM_113386.7.p1, NM_001338704.1.p1, NM_001338703.1.p1	XM_008671492.4.p1, XM_020544976.3.p1, XM_020544977.3.p1, NM_001371571.1.p1, XM_035962987.1.p1
OG0001377	NM_001339580.1.p1, NM_001035770.2.p1, NM_129177.3.p1	XM_035963207.1.p1, NM_001111899.2.p1, NM_001112126.2.p1, NM_001372181.1.p1
OG0001378	NM_001331770.1.p1, NM_001035922.1.p1, NM_001331769.1.p1	XM_008679367.3.p1, XM_035967042.1.p1
OG0001379	NM_001036004.3.p1, NM_001333076.1.p1, NM_001333077.1.p1	NM_001139258.1.p1, XR_004851734.1.p1, NM_001137787.1.p1
OG0001380	NM_179532.4.p1, NM_105566.5.p1, NM_001036016.2.p1, NM_001332708.1.p1, NM_102390.3.p1, NM_001332709.1.p1	XR_004855979.1.p1, XM_020547809.3.p1, NM_001175694.1.p1, XR_002266961.3.p1, XM_035960661.1.p1
OG0001381	NM_001084257.2.p1, NM_104496.3.p1	XM_008663406.4.p1, XM_008663402.4.p1, NM_001148097.1.p1, XM_020543508.3.p1, NM_001143478.1.p1, NM_001156154.2.p1
OG0001382	NM_124617.3.p1	NM_001138911.1.p1
OG0001382	NM_001340260.1.p1	XM_008667460.4.p2, XM_008683341.4.p2, XM_008660295.3.p1, NM_001153046.1.p1, NM_001158373.1.p1, XM_008681877.3.p1, XM_008668685.2.p1
OG0001383	NM_001084857.2.p1, NM_116039.4.p1, NM_124722.3.p1, NM_118929.5.p1	NM_001361635.1.p1, XM_008675303.3.p1
OG0001384	NM_001342800.1.p1, NM_120580.3.p1, NM_001342799.1.p1, NM_001085060.2.p1	XM_008658916.3.p1, NR_147700.1.p1, XR_002748536.2.p1, XR_002748538.2.p1, XR_004850017.1.p1, XR_002748537.2.p1, XR_004850016.1.p1, XR_004850009.1.p1, XR_002748534.2.p1, XR_004850015.1.p1, NM_001351740.1.p1, XR_002748539.2.p1, XR_002748545.2.p1, XR_004850013.1.p1, XR_004850018.1.p1, XR_004850020.1.p1, XR_004850010.1.p1, XR_004850021.1.p1, XR_004850000.1.p1, XR_004850005.1.p1
OG0001385	NM_001344141.1.p1, NM_123024.2.p1, NM_001344146.1.p1, NM_001344144.1.p1, NM_001344147.1.p1, NM_001123761.2.p1, NM_001331546.1.p1, NM_001340976.1.p1	XM_008653855.4.p1, XM_035960812.1.p1, XM_008646288.3.p1, XR_552577.4.p1, XR_002262145.2.p1, XR_002262144.3.p1, XM_008646287.3.p1, NM_001360101.1.p1
OG0001386	NM_128439.3.p1, NM_001202697.1.p1, NM_179794.2.p1	NM_001158800.1.p1, NM_001370618.1.p1
OG0001386	NM_102294.7.p1, NM_001160892.1.p1	XR_004855456.1.p1
OG0001387	NM_001197956.2.p1, NM_001340295.1.p1, NM_116329.3.p1, NM_124692.3.p1	XM_008679140.4.p1, XM_020539428.3.p1, XM_020539433.2.p1
OG0001388	NM_201796.2.p1, NM_127973.5.p1	NM_001348524.1.p1, NM_001111462.2.p1
OG0001389	NM_001343125.1.p1, NM_001203353.2.p1	XM_008670465.4.p1, XM_020548059.3.p1, XM_008670461.4.p1, XM_008665329.2.p1
OG0001390	NM_001203541.1.p1, NM_001344536.1.p1, NM_102610.4.p1	XM_020542410.3.p1, XM_008658510.3.p1, XM_020550517.1.p1, XM_008676999.4.p1, XM_020550518.3.p1, XM_020545477.1.p1, XM_008657816.3.p1, XM_008657815.3.p1, XM_008651772.2.p1
OG0001391	NM_180847.2.p1, NM_124691.3.p1, NM_001203598.1.p1, NM_001345033.1.p1	XM_020551483.3.p1, XR_552420.3.p1, XM_035966863.1.p1, XM_008678848.3.p1, XM_020551477.3.p1, XM_035966862.1.p1, XR_004857561.1.p1, NM_001155838.1.p1, XM_035962440.1.p1, XM_035962436.1.p1, XM_035962437.1.p1
OG0001392	NM_001204020.2.p1	NM_001175959.1.p1, NM_001111834.2.p1, NM_001177007.2.p1, XM_008680734.4.p1, XM_008680733.4.p1
OG0001393	NM_001331396.1.p1, NM_100203.3.p1, NM_116520.4.p1	NM_001157948.1.p1
OG0001394	NM_106098.4.p1, NM_001332359.1.p1, NM_001332361.1.p1, NM_101727.3.p1, NM_120854.3.p1	NM_001112379.2.p1, XM_008664246.4.p1, XM_008664238.4.p1
OG0001395	NM_101166.4.p1, NM_123162.4.p1, NM_001338813.1.p1, NM_113567.4.p1, NM_102179.2.p1, NM_001333276.1.p1, NM_103646.4.p1	NM_001196495.1.p1
OG0001396	NM_001334614.1.p1, NM_106054.4.p1, NM_202128.1.p1, NM_101704.5.p1, NM_105556.5.p1, NM_001334382.1.p1	NM_001361038.1.p1, NM_001155562.2.p1, XM_008678438.3.p1
OG0001397	NM_001334416.1.p1, NM_001344304.1.p1, NM_001344305.1.p1	XM_008654480.3.p1, XM_008671972.3.p1
OG0001398	NM_111151.5.p1, NM_001337436.1.p1	XM_035965672.1.p1, XM_008674006.3.p1, NM_001139411.1.p1, XR_004851793.1.p1, XM_008678581.4.p1, XM_035966746.1.p1, NM_001137347.1.p1
OG0001399	NM_104433.5.p1, NM_112184.4.p1, NM_104432.5.p1, NM_112185.3.p1, NM_001338046.1.p1	NM_001158489.1.p1, NM_001369861.1.p1, NM_001158190.1.p1, XM_008674007.2.p1
OG0001400	NM_127148.2.p1, NM_119558.3.p1, NM_001338376.1.p1, NM_112788.3.p1	XM_008679688.4.p1, XM_008672676.3.p1, XM_020546116.3.p1
OG0001402	NM_105874.4.p1, NM_001340613.1.p1, NM_116985.3.p1	NM_001137529.1.p1, NM_001157485.2.p1, NM_001346894.1.p1
OG0001403	NM_001340898.1.p1	XM_008666684.3.p1
OG0001403	NM_127596.3.p1	XM_035962608.1.p1, XM_008662293.4.p1
OG0001404	NM_117900.5.p1, NM_001341244.1.p1, NM_103004.3.p1, NM_202224.1.p1	NM_001366966.1.p1, NR_159540.1.p1, NM_001348744.1.p1, NM_001151221.2.p1, NM_001196767.1.p1
OG0001405	NM_100779.5.p1	XM_008646286.3.p1
OG0001405	NM_001344430.1.p1, NM_123567.3.p1, NM_180788.3.p1, NM_122737.4.p1	NM_001291796.1.p1, NM_001112424.2.p1
OG0001406	NM_128882.2.p1, NM_100340.4.p1, NM_123756.2.p1, NM_100299.2.p1, NM_119016.3.p1	NM_001371795.1.p1, XM_008671491.2.p1, NM_001368031.1.p1
OG0001407	NM_100664.5.p1, NM_128410.3.p1	XM_008662033.3.p1, XM_034059576.1.p1, XM_008651978.2.p1, XM_008658312.2.p1
OG0001408	NM_120577.4.p1, NM_124990.2.p1, NM_104521.3.p1, NM_100794.4.p1	NM_001321408.1.p1, NM_001352128.1.p1, XM_020544339.3.p1, XM_008656706.3.p1
OG0001409	NM_106490.4.p1, NM_101574.3.p1	XM_020543104.3.p1, NM_001150853.2.p1
OG0001410	NM_102726.3.p1, NM_124005.5.p1, NM_117927.3.p1	XM_008651793.2.p1, NM_001154151.2.p1, XM_008656638.4.p1
OG0001411	NM_129882.2.p1	XM_035967131.1.p1, XM_008678329.4.p1
OG0001411	NM_103049.3.p1, NM_117112.2.p1	XM_008649576.4.p1
OG0001412	NM_104135.3.p1, NM_112443.3.p1	NM_001152770.1.p1, XM_008651178.3.p1, XM_035966098.1.p1, XM_035966100.1.p1, XM_020550062.2.p1, XM_008675223.4.p1, XM_008656625.4.p1
OG0001413	NM_104854.4.p1	NM_001136772.1.p1, NM_001351828.1.p1, XM_023301129.2.p1, XM_035963019.1.p1, XM_023301130.2.p1, XM_023301132.2.p1, NM_001155409.2.p1
OG0001414	NM_118410.3.p1, NM_117275.4.p1, NM_130105.4.p1, NM_115951.2.p1	NM_001153520.1.p1, NM_001147791.1.p1, NM_001165729.1.p1
OG0001415	NM_120454.4.p1, NM_180429.4.p1	XM_035967649.1.p1, NM_001136928.1.p1, XM_035967653.1.p1, XM_035967651.1.p1, XM_035967652.1.p1, NM_001365492.1.p1, XM_034059670.2.p1, XM_034059673.2.p1
OG0001417	NM_120877.3.p1	XM_035962197.1.p1, XM_035962198.1.p1, XR_004852447.1.p1, XM_008660178.4.p1, XM_008660177.4.p1, XM_008660176.4.p1, XM_035962199.1.p1, XM_035962194.1.p1, XM_035962195.1.p1, XR_002749176.2.p1, XM_008660200.4.p1
OG0001418	NM_202317.3.p1, NM_121087.3.p1	XM_008659179.3.p1, XM_008659183.3.p1, XM_035964033.1.p1
OG0001419	NM_128328.3.p1	NM_001319743.1.p1, XM_008664239.2.p1, XM_008664245.3.p1, NM_001196469.2.p1, NM_001175004.2.p1
OG0001420	NM_128992.3.p1	XM_008655210.3.p1
OG0001423	NM_001337007.1.p1, NM_001337009.1.p1, NM_129862.3.p1, NM_001337008.1.p1, NM_115768.5.p1, NM_001035812.2.p1	NM_001361492.1.p1, XM_035966344.1.p1
OG0001424	NM_119675.4.p1, NM_001342324.1.p1, NM_001036714.5.p1, NM_101914.4.p1	NM_001254879.2.p1, NM_001111840.2.p1
OG0001425	NM_127375.2.p1, NM_001335586.1.p1, NM_001335587.1.p1, NM_001335588.1.p1, NM_001335589.1.p1, NM_119812.4.p1, NM_120078.2.p1, NM_001335761.1.p1, NM_001036312.2.p1, NM_001342293.1.p1	NM_001148465.1.p1, XM_035958777.1.p1, XM_035958780.1.p1
OG0001426	NM_001037014.2.p1, NM_001332196.1.p1, NM_101465.5.p1, NM_106733.3.p1	NM_001148245.2.p1, NM_001309902.1.p1, XM_008665141.4.p1
OG0001428	NM_001083992.2.p1, NM_100374.3.p1	NM_001137853.1.p1
OG0001428	NM_201673.1.p1, NM_126328.4.p1, NM_102463.4.p1	XM_008649432.1.p1, NM_001150268.1.p1, NM_001175409.1.p1, NM_001151067.1.p1
OG0001429	NM_001336516.1.p1, NM_179398.1.p1, NM_001084157.1.p1, NM_112321.3.p1	NM_001372482.1.p1, NM_001158755.2.p1, NM_001156003.1.p1
OG0001430	NM_104744.4.p1, NM_001333900.1.p1, NM_001333899.1.p1, NM_001124047.2.p1, NM_001123788.1.p1, NM_100941.4.p1	NM_001147575.1.p1
OG0001431	NM_001124033.2.p1, NM_104498.4.p1, NM_112114.4.p1	NM_001154156.3.p1, XM_008658193.4.p1
OG0001431	NM_179576.3.p1	XM_008683343.3.p1, NM_001148932.1.p1
OG0001432	NM_001197995.1.p1, NM_100552.4.p1, NM_201838.2.p1, NM_128615.3.p1, NM_001336276.1.p1, NM_100309.4.p1, NM_001331471.1.p1	XM_035959652.1.p1, XM_035959653.1.p1, XM_008649778.4.p1, XM_008676768.2.p1, NM_001318960.1.p1
OG0001433	NM_112449.6.p1, NM_001338189.1.p1, NM_101403.4.p1, NM_001198074.1.p1	NM_001111821.2.p1, NM_001112051.1.p1, NM_001111705.1.p1, NM_001111704.2.p1
OG0001434	NM_001198120.2.p1, NM_101941.3.p1, NM_106296.6.p1	XM_008661603.3.p1, XM_008649489.4.p1, NM_001152343.1.p1
OG0001435	NM_103068.2.p1, NM_001198201.1.p1	NM_001369666.1.p1
OG0001435	NM_202435.2.p1, NM_001334799.1.p1	NM_001137846.2.p1, NM_001351936.1.p1, NM_001148418.1.p1
OG0001436	NM_001334885.1.p1, NM_001334886.1.p1, NM_106600.3.p1, NM_001198508.1.p1, NM_001332221.1.p1, NM_101497.4.p1	XM_020549779.3.p1, NM_001157464.1.p1
OG0001437	NM_001202669.1.p1, NM_001335983.1.p1, NM_001335980.1.p1, NM_128079.8.p1, NM_001335982.1.p1, NM_001342123.1.p1, NM_001203957.2.p1, NM_001342122.1.p1	NM_001155345.1.p1, XM_008659984.3.p1, XR_558205.3.p1, NM_001371803.1.p1, NM_001143598.1.p1
OG0001438	NM_115022.3.p1, NM_001203127.1.p1, NM_125220.4.p1	XM_008681116.4.p1, XM_020552764.2.p1
OG0001439	NM_001339810.1.p1, NM_001339807.1.p1, NM_001339808.1.p1, NM_001203178.2.p1, NM_115531.4.p1	XM_008683316.4.p1, XM_035967834.1.p1, XM_020553180.3.p1, NM_001148555.1.p1, XM_035966777.1.p1, NM_001148389.1.p1, XM_020551383.2.p1, XM_008678633.4.p1, XM_008678629.4.p1, XM_008678631.4.p1, XM_035966776.1.p1, XM_008678632.3.p1
OG0001441	NM_100099.4.p1, NM_100101.4.p1, NM_001331327.1.p1, NM_001331328.1.p1, NM_180601.2.p1	NM_001153189.1.p1, NM_001350020.1.p1
OG0001442	NM_100241.4.p1, NM_001331422.1.p1, NM_116580.4.p1, NM_001341905.1.p1, NM_118955.3.p1, NM_105980.4.p1	NM_001148414.1.p1, XM_008683303.4.p1, NM_001151741.2.p1
OG0001443	NM_001334354.1.p1, NM_105491.2.p1, NM_001334357.1.p1, NM_001334249.1.p1, NM_001334248.1.p1	XM_020543044.1.p1, XM_008649612.2.p1, XM_020541873.1.p1
OG0001444	NM_001334340.1.p1, NM_202376.3.p1, NM_105472.3.p1	XM_020547183.3.p1, XM_020547186.2.p1, NM_001366928.1.p1
OG0001446	NM_117923.8.p1, NM_001335612.1.p1, NM_127435.4.p1, NM_117721.2.p1	NM_001174606.1.p1, NM_001176339.1.p1
OG0001447	NM_001336327.1.p1, NM_128692.5.p1, NM_100494.5.p1, NM_001337029.1.p1, NM_129904.3.p1, NM_201950.3.p1	XM_008652743.3.p1, NM_001143019.1.p1
OG0001448	NM_180091.2.p1, NM_001337094.1.p1	XM_020548005.2.p1, XM_020548006.2.p1, XM_020548002.2.p1, XM_020548004.2.p1, XR_002267003.2.p1, XM_020548003.2.p1, XM_020544907.1.p1, XM_020544906.3.p1
OG0001449	NM_001337844.1.p1, NM_111815.5.p1, NM_001337845.1.p1, NM_116921.5.p1, NM_104777.4.p1	NM_001112130.2.p1, XM_035961351.1.p1, XM_035960752.1.p1, XM_020540709.3.p1, NM_001111383.2.p1
OG0001450	NM_112269.3.p1, NM_001338103.1.p1, NM_112271.4.p1, NM_001338107.1.p1, NM_001338106.1.p1, NM_001338105.1.p1, NM_001338102.1.p1, NM_001338104.1.p1	NM_001308364.1.p1
OG0001451	NM_112654.2.p1	XM_008654815.4.p1
OG0001451	NM_114813.4.p1, NM_001339427.1.p1, NM_122367.4.p1, NM_104311.3.p1	XM_008654814.3.p1
OG0001452	NM_001340229.1.p1, NM_001340230.1.p1	XM_008650739.3.p1, XM_035960032.1.p1
OG0001453	NM_001344962.1.p1, NM_124560.4.p1, NM_001341731.1.p1, NM_118674.5.p1, NM_120802.2.p1	NM_001254854.1.p1, NM_001143386.1.p1
OG0001454	NM_001342194.1.p1, NM_001342192.1.p1, NM_001342191.1.p1, NM_179154.2.p1	XM_008673960.3.p1, XM_008673962.3.p1, XM_035965660.1.p1, XM_008673959.3.p1, NM_001138998.1.p1, XM_008673961.2.p1, XM_008673963.2.p1
OG0001455	NM_119623.5.p1, NM_001342289.1.p1, NM_001342291.1.p1, NM_127191.4.p1	XM_008679185.4.p1, XM_008679183.3.p1, XM_020551605.3.p1, XM_008679184.4.p1, NM_001158906.1.p1, NM_001348567.1.p1
OG0001456	NM_001343315.1.p1, NM_121412.4.p1	XM_020551299.3.p1, NM_001138862.1.p1
OG0001458	NM_001345485.1.p1, NM_120829.3.p1, NM_120828.4.p1, NM_118645.4.p1	NM_001158624.2.p1
OG0001459	NM_122145.5.p1, NM_100707.4.p1, NM_111982.2.p1	NM_001152416.1.p1, NM_001360955.1.p1
OG0001460	NM_124394.3.p1, NM_100951.4.p1, NM_102183.4.p1	NM_001147680.1.p1, NM_001254823.2.p1, NM_001158086.2.p1
OG0001461	NM_105608.4.p1, NM_101261.3.p1	NM_001138162.1.p1, NM_001112080.2.p1, NM_001112136.1.p1
OG0001462	NM_101625.5.p1, NM_121227.3.p1	NM_001152385.1.p1, NM_001159192.2.p1, NM_001147789.2.p1
OG0001463	NM_102054.4.p1	XM_008678299.4.p1, NM_001138260.1.p1, XM_008678980.4.p1, XM_008678979.4.p1, NM_001154457.2.p1
OG0001464	NM_124272.3.p1, NM_103729.3.p1	XM_023301127.2.p1, NM_001151326.1.p2, NM_001136960.1.p1, NM_001156659.1.p1, NM_001175834.1.p1, XM_008645821.4.p1
OG0001465	NM_104466.4.p1, NM_112155.2.p1, NM_112154.4.p1	XM_008658938.4.p1
OG0001466	NM_112367.3.p1, NM_128950.5.p1	NM_001156327.2.p1, XM_008659239.2.p1, XM_020543679.2.p1
OG0001467	NM_118845.3.p1, NM_112950.3.p1	NM_001112526.1.p1
OG0001467	NM_117705.6.p1, NM_112562.4.p1, NM_124304.4.p1	NM_001367914.1.p1
OG0001468	NM_115396.4.p1, NM_125320.3.p1, NM_114513.6.p1	XM_008656301.2.p1, NM_001112135.1.p1
OG0001469	NM_114648.5.p1	NM_001156073.2.p1, NM_001175765.1.p1, NM_001143646.1.p1, XM_008671101.4.p1, NM_001176349.1.p1
OG0001470	NM_114734.4.p1	NM_001157625.1.p1, XM_020543713.2.p1, NM_001111872.1.p1, NM_001147747.2.p1
OG0001471	NM_119855.4.p1, NM_119573.5.p1	NM_001155688.1.p1, NM_001153969.3.p1, XM_035964780.1.p1
OG0001472	NM_119606.2.p1	NM_001150750.2.p1, NM_001156258.2.p1
OG0001473	NM_119818.6.p1	XM_008661321.4.p1, XM_008661322.4.p1, XM_008645381.3.p1
OG0001474	NM_119936.5.p1, NM_127849.4.p1	NM_001350754.1.p1, NM_001158625.1.p1, XM_020553316.3.p1
OG0001475	NM_120770.4.p1, NR_142955.1.p1, NR_142954.1.p1, NM_120769.2.p1, NM_202562.5.p1	XM_008650461.3.p1, NM_001153759.2.p1
OG0001476	NM_120869.3.p1, NM_120868.4.p1, NM_120867.2.p1, NM_123648.3.p1	XM_008650499.3.p1
