Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_oleracea_rna_prot
OG0001072	NM_129113.5.p1, NM_001336563.1.p1, NM_001336562.1.p1	XM_013779074.1.p1, XM_013779072.1.p1, XM_013779076.1.p1, XM_013779296.1.p1
OG0001072	NM_102925.3.p1, NM_127672.5.p1	XM_013783588.1.p1, XM_013745436.1.p1, XM_013729048.1.p1
OG0001073	NM_001337754.1.p1, NM_001337753.1.p1, NM_111675.6.p1	XM_013771120.1.p1, XM_013730583.1.p1
OG0001073	NM_129686.2.p1	XM_013771494.1.p1, XM_013779406.1.p1
OG0001073	NM_115555.2.p1	XM_013779432.1.p1, XM_013747774.1.p1
OG0001074	NM_112048.4.p1	XM_013773408.1.p1, XM_013783195.1.p1
OG0001075	NM_117684.6.p1	XM_013740944.1.p1
OG0001075	NM_001338250.1.p1, NM_001338249.1.p1	XM_013754143.1.p1
OG0001076	NM_126566.4.p1	XM_013780214.1.p1
OG0001076	NM_115696.1.p1, NM_001339918.1.p1	XM_013744819.1.p1
OG0001076	NM_001339922.1.p1, NM_115703.1.p1	XM_013746244.1.p1, XM_013735869.1.p1
OG0001076	NM_001339916.1.p1	XM_013733400.1.p1
OG0001076	NM_115688.2.p1	XM_013780149.1.p1
OG0001076	NM_001339920.1.p1, NM_115700.3.p1	XM_013747853.1.p1, XM_013744818.1.p1, XM_013748555.1.p1
OG0001076	NM_115698.1.p1	XM_013776676.1.p1, XM_013776678.1.p1, XM_013735868.1.p1
OG0001076	NM_001339921.1.p1, NM_001339919.1.p1	XM_013760157.1.p1
OG0001076	NM_115704.1.p1	XM_013741719.1.p1
OG0001076	NM_115694.1.p1, NM_115695.1.p1, NM_001339917.1.p1, NM_115692.1.p1	XM_013776679.1.p1
OG0001077	NM_001341925.1.p1, NM_001341926.1.p1	XM_013747963.1.p1, XM_013741311.1.p1
OG0001078	NM_001343018.1.p1, NM_120942.3.p1	XM_013756988.1.p1, XM_013756990.1.p1, XM_013774216.1.p1
OG0001079	NM_001344395.1.p1	XM_013776887.1.p1
OG0001079	NM_105042.5.p1	XM_013753720.1.p1, XM_013751483.1.p1
OG0001080	NM_104810.3.p1, NM_100997.2.p1	XM_013746477.1.p1, XM_013746505.1.p1, XM_013728057.1.p1
OG0001080	NM_112015.3.p1, NM_202559.3.p1	XM_013773014.1.p1, XM_013773015.1.p1, XM_013782515.1.p1
OG0001080	NM_115100.3.p1	XM_013776064.1.p1, XM_013741488.1.p1
OG0001081	NM_115611.2.p1	XM_013747752.1.p1
OG0001081	NM_180028.3.p1	XM_013779315.1.p1, XM_013779526.1.p1
OG0001081	NM_111676.4.p1	XM_013771920.1.p1, XM_013729166.1.p1
OG0001082	NM_112283.2.p1	XM_013768740.1.p1, XM_013727983.1.p1, XM_013729965.1.p1
OG0001082	NM_115229.4.p1	XM_013746719.1.p1
OG0001083	NM_112520.4.p1	XM_013771688.1.p1, XM_013729244.1.p1, XM_013728968.1.p1
OG0001084	NM_179624.2.p1, NM_127038.2.p1, NM_127036.5.p1	XM_013757004.1.p1, XM_013774428.1.p1
OG0001084	NM_115145.2.p1	XM_013776838.1.p1, XM_013749407.1.p1, XM_013736624.1.p1
OG0001085	NM_116342.3.p1	XM_013756402.1.p1, XM_013756397.1.p1
OG0001085	NM_130190.3.p1, NM_180118.2.p1	XM_013775933.1.p1, XM_013775932.1.p1, XM_013775935.1.p1
OG0001086	NM_180865.1.p1	XM_013757743.1.p1, XM_013766195.1.p1, XM_013766203.1.p1, XM_013773395.1.p1
OG0001090	NM_001341223.1.p1, NM_001125528.2.p1	XM_013771141.1.p1, XM_013740245.1.p1, XR_001264675.1.p1
OG0001090	NM_001035824.3.p1, NM_202736.3.p1, NM_115905.4.p1	XR_001264091.1.p1, XM_013749030.1.p1, XR_001264093.1.p1
OG0001091	NM_129007.2.p1	XM_013777109.1.p1
OG0001091	NM_102743.3.p1	XM_013738738.1.p1
OG0001091	NM_106491.2.p1	XM_013763380.1.p1, XM_013735102.1.p1
OG0001092	NM_001343873.1.p1, NM_001036859.4.p1, NM_001343874.1.p1	XM_013753846.1.p1
OG0001092	NM_115401.3.p1	XM_013749179.1.p1, XM_013750307.1.p1, XM_013737110.1.p1, XM_013776120.1.p1
OG0001093	NM_118928.4.p1, NM_179130.3.p1	XM_013745176.1.p1
OG0001093	NM_001125953.1.p1, NM_124721.4.p1, NM_001345055.1.p1, NM_001345054.1.p1, NM_001036991.2.p1	XM_013762996.1.p1, XM_013762998.1.p1, XM_013753190.1.p1, XM_013753192.1.p1, XM_013753193.1.p1, XM_013767552.1.p1, XM_013767553.1.p1
OG0001094	NM_124762.3.p1	XM_013754042.1.p1
OG0001094	NM_112393.3.p1	XM_013728484.1.p1, XM_013782924.1.p1
OG0001094	NM_128937.3.p1	XM_013777909.1.p1
OG0001094	NM_102593.3.p1, NM_001123896.2.p1	XM_013767543.1.p1, XM_013737785.1.p1
OG0001095	NM_001125073.2.p1, NM_001337304.1.p1	XM_013774464.1.p1, XM_013731886.1.p1
OG0001095	NM_121551.4.p1	XM_013760616.1.p1, XM_013757843.1.p1, XM_013757844.1.p1, XM_013774942.1.p1
OG0001096	NM_001343819.1.p1, NM_001343820.1.p1, NM_122275.4.p1	XM_013737868.1.p1
OG0001096	NM_001339384.1.p1, NM_114745.6.p1, NM_180683.3.p1	XM_013748082.1.p1
OG0001096	NM_121329.6.p1	XM_013756537.1.p1
OG0001096	NM_001340602.1.p1	XM_013729445.1.p1
OG0001096	NM_001125579.2.p1	XM_013744121.1.p1
OG0001097	NM_180837.3.p1, NM_001125941.1.p1	XM_013759561.1.p1, XM_013758460.1.p1
OG0001098	NM_001333651.1.p1	XM_013761806.1.p1
OG0001098	NM_115184.5.p1	XM_013733854.1.p1
OG0001098	NM_001198331.1.p1, NM_001333819.1.p1, NM_104600.3.p1	XM_013739552.1.p1
OG0001098	NM_104325.3.p1	XM_013780418.1.p1, XM_013780416.1.p1
OG0001098	NM_001335998.1.p1, NM_128104.5.p1, NM_001335999.1.p1	XM_013773743.1.p1
OG0001098	NM_001334635.1.p1	XM_013761807.1.p1
OG0001098	NM_106079.2.p1	XM_013735336.1.p1, XM_013761808.1.p1
OG0001098	NM_001160846.1.p1, NM_001331697.1.p1, NM_001331698.1.p1	XM_013744350.1.p1, XM_013744349.1.p1, XM_013770852.1.p1
OG0001099	NM_001198312.2.p1, NM_104425.1.p1, NM_001333715.1.p1, NM_001333713.1.p1, NM_001198311.2.p1, NM_112192.5.p1	XM_013755463.1.p1, XM_013773243.1.p1, XM_013730714.1.p1
OG0001099	NM_180905.3.p1	XM_013732335.1.p1, XM_013765845.1.p1
OG0001100	NM_124642.4.p1	XM_013756003.1.p1
OG0001100	NM_124983.4.p1, NM_124985.5.p1, NM_001203624.1.p1, NM_124982.3.p1	XM_013765589.1.p1, XM_013773196.1.p1, XM_013770165.1.p1, XM_013770166.1.p1
OG0001101	NM_105476.5.p1	XM_013736856.1.p1, XM_013736991.1.p1
OG0001101	NM_102311.7.p1, NM_001332663.1.p1	XM_013772641.1.p1, XM_013772642.1.p1, XM_013738402.1.p1, XM_013738400.1.p1, XM_013731858.1.p1
OG0001101	NM_126236.4.p1	XM_013743738.1.p1
OG0001102	NM_001333723.1.p1, NM_001333722.1.p1, NM_179485.2.p1, NM_104445.3.p1	XM_013774874.1.p1, XM_013774875.1.p1, XM_013774879.1.p1
OG0001103	NM_100883.3.p1	XM_013749380.1.p1
OG0001103	NM_001333840.1.p1, NM_001333842.1.p1	XM_013780132.1.p1, XM_013750243.1.p1
OG0001104	NM_104710.5.p1, NM_001333887.1.p1, NM_001333888.1.p1, NM_001333889.1.p1	XM_013750169.1.p1, XM_013750187.1.p1, XM_013750153.1.p1, XM_013758932.1.p1, XM_013758933.1.p1, XM_013758934.1.p1
OG0001105	NM_001337405.1.p1	XM_013728022.1.p1, XM_013729144.1.p1
OG0001105	NM_203057.1.p1, NM_121591.5.p1	XM_013760673.1.p1
OG0001105	NM_102377.4.p1	XM_013731305.1.p1, XM_013770015.1.p1
OG0001106	NM_001337442.1.p1, NM_111159.3.p1, NM_001337443.1.p1, NM_001337444.1.p1	XM_013777121.1.p1
OG0001106	NM_121673.5.p1	XM_013755598.1.p1, XM_013773087.1.p1
OG0001107	NM_100795.4.p1	XM_013730203.1.p1
OG0001107	NM_001337665.1.p1, NM_001337664.1.p1, NM_202510.1.p1	XM_013766664.1.p1, XM_013728328.1.p1
OG0001107	NM_180270.3.p1, NM_112586.3.p1	XM_013781638.1.p1, XM_013742915.1.p1, XM_013742914.1.p1, XM_013782849.1.p1, XM_013782848.1.p1, XM_013782850.1.p1, XM_013764608.1.p1
OG0001108	NM_202526.2.p1, NM_001337759.1.p1	XM_013744515.1.p1, XR_001263351.1.p1, XM_013745115.1.p1, XR_001263458.1.p1, XM_013729201.1.p1, XM_013772707.1.p1
OG0001109	NM_001338718.1.p1, NM_113400.4.p1	XM_013780690.1.p1, XM_013742115.1.p1, XM_013772992.1.p1
OG0001110	NM_123905.2.p1, NM_203158.2.p1, NM_001344615.1.p1, NM_001344616.1.p1, NM_203159.1.p1	XM_013753428.1.p1, XM_013750952.1.p1, XM_013750957.1.p1, XM_013750956.1.p1
OG0001110	NM_001341330.1.p1	XM_013766512.1.p1
OG0001110	NM_118038.5.p1	XM_013766511.1.p1
OG0001110	NM_114456.3.p1	XM_013773484.1.p1
OG0001111	NM_125292.4.p1	XM_013757699.1.p1
OG0001111	NM_128505.5.p1	XM_013780680.1.p1
OG0001111	NM_001342571.1.p1, NM_120180.5.p1, NM_180417.4.p1	XM_013751753.1.p1, XM_013766556.1.p1
OG0001112	NM_119980.3.p1	XM_013739751.1.p1, XM_013763262.1.p1
OG0001112	NM_001343473.1.p1	XM_013766034.1.p1, XM_013755635.1.p1
OG0001112	NM_111175.3.p1	XM_013731087.1.p1
OG0001113	NM_001344757.1.p1, NM_124183.4.p1	XM_013737798.1.p1
OG0001113	NM_001345123.1.p1	XM_013765188.1.p1
OG0001114	NM_100659.5.p1	XM_013730406.1.p1
OG0001114	NM_123510.4.p1	XM_013733001.1.p1, XM_013775532.1.p1
OG0001114	NM_117206.4.p1	XM_013751388.1.p1
OG0001114	NM_118478.5.p1	XM_013743392.1.p1, XM_013747847.1.p1
OG0001115	NM_104925.2.p1	XM_013779885.1.p1, XM_013755021.1.p1, XM_013754727.1.p1
OG0001115	NM_101079.2.p1	XM_013729457.1.p1, XM_013747981.1.p1
OG0001115	NM_111667.4.p1	XM_013782719.1.p1, XM_013780671.1.p1
OG0001116	NM_127300.4.p1	XM_013740377.1.p1
OG0001116	NM_119713.4.p1	XM_013738671.1.p1, XM_013770244.1.p1, XM_013783436.1.p1
OG0001116	NM_101935.3.p1	XM_013759698.1.p1, XM_013728757.1.p1
OG0001116	NM_106291.3.p1	XM_013763680.1.p1, XM_013733398.1.p1
OG0001117	NM_102245.2.p1	XM_013728289.1.p1, XM_013747502.1.p1
OG0001117	NM_123389.4.p1	XM_013732801.1.p1, XM_013732802.1.p1, XM_013780326.1.p1
OG0001118	NM_102587.2.p1	XM_013741541.1.p1
OG0001118	NM_102588.3.p1	XM_013770396.1.p1
OG0001118	NM_201863.2.p1, NM_128934.3.p1	XM_013781786.1.p1, XM_013781785.1.p1, XM_013736586.1.p1
OG0001119	NM_103810.2.p1	XM_013735421.1.p1, XM_013735451.1.p1
OG0001119	NM_103811.4.p1, NM_103812.1.p1	XM_013735397.1.p1
OG0001119	NM_180279.4.p1	XM_013728861.1.p1, XM_013731077.1.p1, XM_013767375.1.p1
OG0001119	NM_103813.4.p1	XM_013729170.1.p1, XM_013734890.1.p1, XM_013735079.1.p1, XM_013758257.1.p1, XM_013758255.1.p1
OG0001120	NM_104298.4.p1	XM_013770809.1.p1, XM_013734439.1.p1
OG0001120	NM_112252.3.p1	XM_013784199.1.p1, XM_013728505.1.p1
OG0001121	NM_120067.7.p1	XM_013732513.1.p1, XM_013773907.1.p1
OG0001121	NM_106207.4.p1	XM_013732950.1.p1, XM_013732919.1.p1, XM_013762845.1.p1
OG0001122	NM_120980.3.p1	XM_013754611.1.p1, XM_013764051.1.p1, XM_013773921.1.p1
OG0001122	NM_120159.3.p1	XM_013740494.1.p1
OG0001122	NM_106471.6.p1	XM_013733191.1.p1
OG0001123	NM_111248.5.p1	XM_013731093.1.p1, XM_013775033.1.p1
OG0001124	NM_129564.3.p1	XM_013755359.1.p1, XM_013775886.1.p1, XM_013781412.1.p1, XM_013773667.1.p1
OG0001124	NM_115048.7.p1	XM_013776416.1.p1
OG0001124	NM_127641.4.p1	XM_013747264.1.p1
OG0001125	NM_116772.4.p1	XM_013755650.1.p1, XM_013773378.1.p1
OG0001125	NM_202853.3.p1, NM_118235.4.p1	XM_013742918.1.p1, XM_013742926.1.p1, XM_013742912.1.p1, XM_013774427.1.p1, XM_013737897.1.p1
OG0001126	NM_127583.5.p1	XM_013742828.1.p1
OG0001126	NM_202904.2.p1	XM_013741382.1.p1
OG0001127	NM_180860.2.p1	XM_013768029.1.p1, XM_013756326.1.p1
OG0001131	NM_001344270.1.p1, NM_001344269.1.p1	XM_013781883.1.p1
OG0001131	NM_113938.3.p1, NM_001339051.1.p1, NM_001035718.1.p1	XM_013765310.1.p1, XM_013777428.1.p1, XM_013765311.1.p1, XM_013750573.1.p1, XM_013742558.1.p1
OG0001132	NM_114511.4.p1, NM_001035743.2.p1	XM_013747553.1.p1
OG0001132	NM_125319.3.p1	XM_013774370.1.p1
OG0001132	NM_001345342.1.p1, NM_001345343.1.p1	XM_013758750.1.p1
OG0001132	NM_128436.5.p1, NM_201826.3.p1	XM_013778123.1.p1
OG0001133	NM_001036084.2.p1, NM_103820.4.p1	XM_013750023.1.p1
OG0001133	NM_112768.3.p1	XM_013782482.1.p1, XM_013761623.1.p1
OG0001133	NM_104107.3.p1	XM_013734560.1.p1
OG0001133	NM_112480.4.p1	XM_013737121.1.p1, XM_013766698.1.p1
OG0001134	NM_111227.4.p1	XM_013767750.1.p1
OG0001135	NM_001342229.1.p1, NM_001160813.1.p1, NM_001342230.1.p1	XM_013752241.1.p1, XM_013743903.1.p1
OG0001135	NM_001335824.1.p1, NM_179701.2.p1, NM_001335825.1.p1	XM_013748954.1.p1, XM_013781219.1.p1
OG0001135	NM_119943.3.p1	XM_013774196.1.p1
OG0001136	NM_001332836.1.p1, NM_001332837.1.p1, NM_001198181.1.p1, NM_102653.4.p1	XM_013737486.1.p1, XM_013737481.1.p1, XM_013766714.1.p1
OG0001137	NM_106301.4.p1, NM_001334729.1.p1, NM_001198482.2.p1	XM_013734591.1.p1, XM_013734590.1.p1
OG0001137	NM_001332476.1.p1, NM_101944.3.p1	XM_013744413.1.p1, XM_013744411.1.p1, XM_013744412.1.p1, XM_013739908.1.p1
OG0001138	NM_001202966.1.p1, NM_112342.4.p1	XM_013774007.1.p1
OG0001138	NM_104225.2.p1	XM_013735599.1.p1, XM_013767169.1.p1
OG0001138	NM_106508.3.p1	XM_013736142.1.p1
OG0001138	NM_001335527.1.p1	XM_013768906.1.p1, XM_013741158.1.p1
OG0001139	NM_120535.3.p1	XM_013759154.1.p1, XM_013754529.1.p1
OG0001139	NM_001331724.1.p1	XM_013744032.1.p1, XM_013731309.1.p1
OG0001139	NM_128424.3.p1, NM_001336183.1.p1	XM_013775519.1.p1, XM_013776696.1.p1
OG0001140	NM_102957.4.p1, NM_001333001.1.p1	XM_013732253.1.p1, XM_013732252.1.p1, XM_013758413.1.p1
OG0001141	NM_117032.4.p1, NM_103169.3.p1, NM_001334507.1.p1, NM_105848.5.p1	XR_001265546.1.p1, XM_013758176.1.p1, XM_013733088.1.p1
OG0001142	NM_113353.8.p1, NM_001338683.1.p1	XM_013738314.1.p1, XM_013767519.1.p1
OG0001142	NM_001340855.1.p1, NM_001340856.1.p1, NM_001340854.1.p1, NM_117408.4.p1	XM_013745170.1.p1, XM_013745171.1.p1, XM_013745169.1.p1
OG0001143	NM_122456.4.p1	XM_013742473.1.p1, XM_013765893.1.p1
OG0001143	NM_121180.4.p1	XM_013754677.1.p1, XM_013765939.1.p1
OG0001143	NM_001342152.1.p1, NM_001342153.1.p1, NM_119398.4.p1	XM_013730187.1.p1
OG0001144	NM_001344637.1.p1, NM_123938.4.p1, NM_203162.2.p1, NM_001344638.1.p1	XM_013751043.1.p1, XM_013751041.1.p1
OG0001144	NM_118004.3.p1	XM_013767770.1.p1, XM_013743931.1.p1, XM_013728307.1.p1
OG0001145	NM_001345051.1.p1, NM_124715.4.p1	XM_013741269.1.p1
OG0001145	NM_118926.3.p1	XM_013745631.1.p1, XM_013745285.1.p1
OG0001145	NM_116044.4.p1	XM_013778210.1.p1, XM_013732427.1.p1
OG0001146	NM_126084.3.p1, NM_001345806.1.p1	XM_013780801.1.p1, XM_013743880.1.p1, XM_013743879.1.p1
OG0001147	NM_123590.6.p1	XM_013737884.1.p1
OG0001147	NM_202860.1.p1	XM_013782695.1.p1
OG0001147	NM_102092.6.p1	XM_013783322.1.p1, XM_013783321.1.p1
OG0001148	NM_113852.4.p1, NM_202647.1.p1	XM_013739906.1.p1, XM_013760928.1.p1
OG0001148	NM_105600.4.p1	XM_013735918.1.p1, XM_013735920.1.p1
OG0001149	NM_180322.2.p1, NM_114279.4.p1, NM_122127.3.p1	XM_013765775.1.p1, XM_013757590.1.p1, XM_013774264.1.p1
OG0001150	NM_120843.1.p1	XM_013768157.1.p1
OG0001151	NM_122260.4.p1	XM_013740088.1.p1, XM_013753628.1.p1
OG0001156	NM_001035713.4.p1	XM_013762663.1.p1
OG0001156	NM_113789.4.p1	XM_013757848.1.p1, XM_013757849.1.p1
OG0001156	NM_121512.5.p1	XM_013773237.1.p1, XM_013757628.1.p1
OG0001156	NM_110996.3.p1	XM_013732264.1.p1, XM_013782208.1.p1
OG0001157	NM_130042.1.p1	XM_013781691.1.p1
OG0001157	NM_001035823.2.p1	XM_013734601.1.p1, XM_013734598.1.p1, XM_013734600.1.p1
OG0001157	NM_115890.4.p1, NM_001084851.2.p1	XM_013749742.1.p1
OG0001158	NM_001036395.1.p1, NM_128898.4.p1	XM_013781610.1.p1, XM_013775737.1.p1, XM_013774408.1.p1
OG0001158	NM_001344085.1.p1	XM_013741337.1.p1, XM_013763915.1.p1
OG0001158	NM_124906.3.p1	XM_013755101.1.p1
OG0001158	NM_118808.5.p1	XM_013747923.1.p1, XM_013745101.1.p1
OG0001159	NM_111114.2.p1	XM_013731717.1.p1, XM_013778387.1.p1, XM_013772862.1.p1
OG0001159	NM_001036811.1.p1	XM_013772638.1.p1, XM_013757559.1.p1
OG0001160	NM_001083975.2.p1	XM_013730717.1.p1, XM_013730721.1.p1, XM_013730715.1.p1
OG0001160	NM_001337149.1.p1, NM_130135.4.p1, NM_001337148.1.p1, NM_001337150.1.p1	XM_013776054.1.p1
OG0001161	NM_001084073.1.p1, NM_101437.5.p1	XM_013735997.1.p1, XM_013746553.1.p1, XM_013730205.1.p1, XM_013748707.1.p1
OG0001162	NM_001084841.2.p1, NM_115729.4.p1, NM_001203199.1.p1, NM_001339929.1.p1	XM_013778206.1.p1, XM_013746874.1.p1
OG0001162	NM_001084573.2.p1, NM_001336991.1.p1	XM_013778073.1.p1
OG0001163	NM_001339661.1.p1, NM_180371.2.p1, NM_001084815.2.p1	XM_013777579.1.p1, XM_013736437.1.p1, XM_013736432.1.p1
OG0001164	NM_124057.4.p1	XM_013742236.1.p1, XM_013762713.1.p1
OG0001164	NM_117882.3.p1, NM_001084934.1.p1	XM_013781226.1.p1, XM_013743462.1.p1
OG0001164	NM_121689.4.p1	XM_013757715.1.p1, XM_013770531.1.p1
OG0001165	NM_126583.1.p1	XM_013783211.1.p1, XM_013727799.1.p1, XM_013759533.1.p1, XM_013728535.1.p1, XM_013728534.1.p1, XM_013730002.1.p1
OG0001165	NM_126264.1.p1	XM_013752416.1.p1
OG0001165	NM_101191.1.p1	XM_013750401.1.p1, XM_013748546.1.p1
OG0001165	NM_101158.1.p1	XM_013746384.1.p1
OG0001165	NM_101121.1.p1, NM_100837.4.p1	XM_013738802.1.p1, XM_013741921.1.p1
OG0001165	NM_116394.1.p1, NM_128979.2.p1, NM_121072.1.p1	XM_013728836.1.p1
OG0001165	NM_101000.5.p1, NM_202082.1.p1, NM_202081.2.p1	XM_013760007.1.p1, XM_013755904.1.p1, XM_013753408.1.p1, XM_013769393.1.p1, XM_013759569.1.p1, XM_013746398.1.p1
OG0001165	NM_001123819.1.p1	XM_013755238.1.p1
OG0001166	NM_001335052.1.p1, NM_126189.4.p1, NM_001337114.1.p1, NM_001123917.1.p1, NM_001337812.1.p1, NM_111770.3.p1	XM_013774518.1.p1
OG0001167	NM_001338533.1.p1	XM_013731116.1.p1
OG0001167	NM_122643.3.p1	XM_013742939.1.p1
OG0001167	NM_111411.5.p1, NM_001125108.2.p1	XM_013770950.1.p1, XM_013771017.1.p1, XM_013731228.1.p1
OG0001168	NM_001125653.1.p1	XM_013773725.1.p1, XM_013745821.1.p1
OG0001168	NM_126589.3.p1	XM_013773358.1.p1, XM_013742453.1.p1
OG0001168	NM_118831.4.p1	XM_013748999.1.p1
OG0001169	NM_001339674.1.p1, NM_001339673.1.p1, NM_001203160.1.p1, NM_115307.5.p1, NM_001339672.1.p1, NM_001339675.1.p1	XM_013736494.1.p1, XM_013736493.1.p1
OG0001170	NM_001332232.1.p1, NM_001332234.1.p1, NM_202114.2.p1, NM_001332233.1.p1	XM_013749297.1.p1, XM_013731420.1.p1
OG0001170	NM_001345527.1.p1, NM_125606.3.p1, NM_001203663.1.p1	XM_013760627.1.p1, XM_013766519.1.p1
OG0001171	NM_116601.1.p1	XM_013768482.1.p1, XM_013768481.1.p1, XM_013752020.1.p1, XM_013764458.1.p1, XM_013744373.1.p1, XM_013729340.1.p1
OG0001171	NM_116785.4.p1	XM_013752019.1.p1, XM_013752012.1.p1, XM_013752018.1.p1
OG0001171	NM_001340555.1.p1, NM_001203754.1.p1, NM_116787.1.p1, NM_179199.2.p1	XM_013775879.1.p1
OG0001172	NM_001203890.1.p1	XM_013743773.1.p1
OG0001172	NM_148482.5.p1	XM_013731265.1.p1, XM_013731266.1.p1
OG0001172	NM_105805.6.p1	XM_013734072.1.p1, XM_013732594.1.p1
OG0001173	NM_116258.4.p1	XM_013756377.1.p1
OG0001173	NM_118696.5.p1, NM_001203909.1.p1, NM_001341758.1.p1	XM_013784157.1.p1, XM_013737648.1.p1
OG0001174	NM_100554.5.p1, NM_202046.2.p1, NM_001331667.1.p1, NM_001336274.1.p1, NM_128610.3.p1, NM_001336273.1.p1	XM_013775905.1.p1, XM_013778182.1.p1
OG0001175	NM_124341.4.p1	XM_013765706.1.p1
OG0001175	NM_104616.5.p1	XM_013780139.1.p1, XM_013780138.1.p1, XM_013729969.1.p1, XM_013755332.1.p1, XM_013755333.1.p1
OG0001175	NM_001331877.1.p1	XM_013744166.1.p1, XM_013731121.1.p1
OG0001176	NM_104227.2.p1, NM_001333596.1.p1	XM_013771544.1.p1, XM_013771543.1.p1, XM_013771547.1.p1, XM_013758043.1.p1, XM_013736684.1.p1, XM_013736687.1.p1
OG0001177	NM_001335736.1.p1, NM_127695.3.p1, NM_001335735.1.p1, NM_201773.3.p1	XM_013781813.1.p1
OG0001177	NM_179189.4.p1	XM_013737466.1.p1, XM_013737467.1.p1, XM_013766949.1.p1, XM_013766950.1.p1
OG0001178	NM_001337948.1.p1	XM_013736787.1.p1, XM_013741806.1.p1
OG0001178	NM_100716.5.p1	XM_013745011.1.p1
OG0001178	NM_100717.2.p1	XM_013729332.1.p1, XM_013750038.1.p1
OG0001178	NM_001336111.1.p1, NM_128282.1.p1	XM_013779600.1.p1
OG0001179	NM_001337935.1.p1, NM_111985.5.p1	XM_013781647.1.p1
OG0001179	NM_120697.3.p1	XM_013764965.1.p1, XM_013764964.1.p1, XM_013770220.1.p1
OG0001180	NM_116505.2.p1	XM_013756155.1.p1
OG0001180	NM_100190.4.p1	XM_013729754.1.p1, XM_013748907.1.p1
OG0001180	NM_001338597.1.p1	XM_013730340.1.p1, XM_013751976.1.p1
OG0001180	NM_001340967.1.p1	XM_013746513.1.p1
OG0001181	NM_001340183.1.p1	XM_013749126.1.p1, XM_013736262.1.p1
OG0001182	NM_001343196.1.p1, NM_001343199.1.p1, NM_001343197.1.p1	XM_013774087.1.p1, XM_013769504.1.p1, XM_013751560.1.p1
OG0001182	NM_001342169.1.p1	XM_013752006.1.p1, XM_013773995.1.p1, XM_013743693.1.p1
OG0001183	NM_119654.2.p1, NM_001342309.1.p1	XM_013780180.1.p1, XM_013760723.1.p1
OG0001184	NM_115274.3.p1	XM_013747826.1.p1, XM_013781557.1.p1
OG0001184	NM_120196.4.p1, NM_001342576.1.p1	XM_013753719.1.p1
OG0001185	NM_148764.1.p1, NM_120876.3.p1, NM_001342969.1.p1, NM_120880.4.p1, NM_001342971.1.p1	XM_013762563.1.p1, XM_013780742.1.p1, XM_013764865.1.p1
OG0001186	NM_001342977.1.p1	XM_013771051.1.p1
OG0001186	NM_125490.3.p1	XM_013763360.1.p1, XM_013740235.1.p1
OG0001186	NM_111082.4.p1, NM_180170.3.p1	XM_013768048.1.p1, XM_013768047.1.p1, XM_013768050.1.p1, XM_013783319.1.p1
OG0001187	NM_111974.4.p1	XM_013761949.1.p1, XM_013731636.1.p1
OG0001187	NM_128492.3.p1	XM_013779462.1.p1
OG0001187	NM_100617.3.p1	XM_013745383.1.p1, XM_013728228.1.p1
OG0001187	NM_125312.3.p1, NM_001345339.1.p1	XM_013751807.1.p1
OG0001188	NM_119798.1.p1, NM_104516.1.p1	XM_013742956.1.p1, XM_013769612.1.p1
OG0001188	NM_114481.1.p1, NM_127370.1.p1	XM_013757361.1.p1, XM_013740860.1.p1
OG0001188	NM_128277.5.p1	XM_013759676.1.p1
OG0001188	NM_179629.2.p1, NM_127196.4.p1	XM_013775013.1.p1, XM_013756705.1.p1, XM_013773061.1.p1
OG0001189	NM_119938.4.p1	XM_013752117.1.p1
OG0001189	NM_127848.4.p1	XM_013781660.1.p1, XM_013781659.1.p1
OG0001189	NM_104624.4.p1	XM_013759528.1.p1
OG0001190	NM_110972.2.p1	XM_013734219.1.p1, XM_013731888.1.p1
OG0001190	NM_121539.4.p1	XM_013753336.1.p1, XM_013770060.1.p1
OG0001190	NM_201810.2.p1	XM_013772303.1.p1
OG0001191	NM_113102.4.p1	XM_013728345.1.p1
OG0001191	NM_113094.2.p1, NM_113095.2.p1, NM_113096.2.p1, NM_113097.1.p1, NM_113092.5.p1, NM_128719.1.p1, NM_113090.2.p1, NM_115693.2.p1	XM_013772042.1.p1
OG0001192	NM_113589.4.p1	XM_013757916.1.p1
OG0001192	NM_113588.3.p1	XM_013757952.1.p1, XM_013741854.1.p1
OG0001192	NM_116548.2.p1	XM_013751189.1.p1
OG0001193	NM_114084.3.p1	XM_013781115.1.p1, XM_013737014.1.p1
OG0001194	NM_127411.2.p1	XM_013740442.1.p1, XM_013754264.1.p1
OG0001194	NM_119838.3.p1	XM_013741051.1.p1, XM_013771894.1.p1, XM_013728544.1.p1
OG0001194	NM_126068.3.p1	XM_013765568.1.p1, XM_013741069.1.p1, XM_013741068.1.p1, XM_013754622.1.p1
OG0001195	NM_129597.4.p1	XM_013778696.1.p1, XM_013780123.1.p1
OG0001195	NM_120621.2.p1	XM_013763438.1.p1, XM_013753835.1.p1
OG0001195	NM_128574.4.p1	XM_013755050.1.p1, XM_013778873.1.p1, XM_013778951.1.p1
OG0001196	NM_128854.4.p1	XM_013775171.1.p1
OG0001196	NM_128262.4.p1	XM_013781241.1.p1, XM_013781208.1.p1
OG0001196	NM_122122.3.p1	XM_013761000.1.p1
OG0001197	NM_179939.2.p1	XM_013781651.1.p1
