Orthogroup	Arabidopsis_thaliana_rna_prot	Quercus_robur_rna_prot
OG0001683	NM_180166.3.p1, NM_111059.5.p1, NM_121416.6.p1	XM_050414796.1.p1
OG0001684	NM_118950.4.p1	XM_050392208.1.p1
OG0001684	NM_112687.3.p1	XM_050400536.1.p1
OG0001685	NM_113920.2.p1	XM_050414520.1.p1, XM_050414518.1.p1, XM_050414519.1.p1, XM_050414517.1.p1
OG0001685	NM_113337.4.p1, NM_117422.3.p1	XM_050383241.1.p1
OG0001686	NM_118359.4.p1	XM_050432401.1.p1
OG0001687	NM_119937.3.p1	XM_050395620.1.p1, XM_050436026.1.p1
OG0001688	NM_125239.3.p1	XM_050384447.1.p1, XM_050384451.1.p1, XM_050384452.1.p1
OG0001696	NM_001342673.1.p1, NM_001342672.1.p1, NM_120362.4.p1, NM_180425.2.p1, NM_001036746.2.p1, NM_001337829.1.p1, NM_001035585.4.p1, NM_001337831.1.p1, NM_001337833.1.p1, NM_001337828.1.p1, NM_001337830.1.p1, NM_001337834.1.p1, NM_111794.4.p1, NM_001337832.1.p1	XM_050386863.1.p1, XM_050386862.1.p1, XM_050386864.1.p1, XR_007644828.1.p1
OG0001697	NM_001035730.4.p1, NM_128290.4.p1	XM_050390088.1.p1, XM_050424105.1.p1
OG0001697	NM_129168.2.p1	XM_050387702.1.p1
OG0001698	NM_119808.2.p1, NM_127374.4.p1	XM_050436251.1.p1
OG0001698	NM_104651.5.p1, NM_100895.3.p1, NM_001035940.2.p1	XM_050411579.1.p1
OG0001699	NM_126440.3.p1	XM_050405178.1.p1
OG0001700	NM_121728.4.p1, NM_111189.3.p1	XM_050414417.1.p1
OG0001701	NM_128896.6.p1, NM_001084531.1.p1	XR_007644297.1.p1, XR_007644299.1.p1, XR_007644298.1.p1, XR_007644301.1.p1, XM_050383297.1.p1, XR_007644303.1.p1
OG0001702	NM_001123912.1.p1, NM_102723.3.p1, NM_001123913.1.p1	XM_050431663.1.p1
OG0001702	NM_129856.3.p1, NM_001337001.1.p1	XM_050393412.1.p1, XM_050393410.1.p1, XM_050393411.1.p1
OG0001703	NM_001125588.2.p1, NM_118744.3.p1, NM_125077.4.p1, NM_127506.5.p1, NM_001202624.1.p1	XM_050414247.1.p1
OG0001704	NM_100738.3.p1, NM_001198012.1.p1, NM_111324.4.p1	XM_050419390.1.p1
OG0001705	NM_111546.4.p1	XM_050383855.1.p1
OG0001705	NM_130303.3.p1	XM_050417723.1.p1, XM_050417722.1.p1, XM_050417724.1.p1
OG0001706	NM_125228.4.p1, NM_001342916.1.p1, NM_127291.4.p1, NM_001202610.1.p1	XM_050394875.1.p1, XM_050384576.1.p1, XM_050406057.1.p1
OG0001707	NM_001343385.1.p1, NM_001203384.1.p1, NM_001343384.1.p1, NM_110997.5.p1, NM_001337329.1.p1	XM_050415507.1.p1, XM_050415504.1.p1
OG0001708	NM_110994.4.p1, NM_121513.5.p1, NM_001203385.1.p1	XM_050421043.1.p1, XM_050415525.1.p1
OG0001709	NM_124875.5.p1	XM_050390982.1.p1
OG0001709	NM_001341520.1.p1, NM_001203596.2.p1, NM_124667.5.p1	XM_050432620.1.p1
OG0001710	NM_129118.5.p1	XM_050423369.1.p1
OG0001711	NM_202808.3.p1, NM_001203774.1.p1, NM_117267.5.p1, NM_001340753.1.p1	XM_050408959.1.p1, XR_007649293.1.p1, XM_050408961.1.p1
OG0001712	NM_122304.1.p1, NM_122303.3.p1, NM_001343834.1.p1	XM_050395230.1.p1, XM_050395231.1.p1, XM_050395232.1.p1, XM_050398933.1.p1, XM_050396263.1.p1
OG0001712	NM_100041.2.p1, NM_001332577.1.p1, NM_001331284.1.p1	XM_050424622.1.p1
OG0001713	NM_179333.2.p1, NM_001332143.1.p1, NM_101371.5.p1, NM_126188.4.p1, NM_001335047.1.p1, NM_001335048.1.p1	XM_050416511.1.p1, XM_050416503.1.p1
OG0001714	NM_001332242.1.p1, NM_001332243.1.p1, NM_101526.3.p1	XR_007653623.1.p1, XR_007653625.1.p1, XR_007653621.1.p1, XR_007653622.1.p1, XM_050423489.1.p1
OG0001715	NM_001332268.1.p1, NM_202117.2.p1, NM_101545.4.p1, NM_001334852.1.p1	XM_050433250.1.p1
OG0001715	NM_001335626.1.p1	XM_050413637.1.p1
OG0001716	NM_122078.5.p1, NM_001332978.1.p1	XM_050387424.1.p1, XM_050404488.1.p1
OG0001717	NM_001333498.1.p1, NM_001333496.1.p1, NM_104050.3.p1	XM_050429777.1.p1, XM_050429773.1.p1, XM_050429778.1.p1
OG0001718	NM_104388.4.p1, NM_001333691.1.p1	XM_050429660.1.p1
OG0001718	NM_125706.2.p1, NM_001345577.1.p1, NM_001345576.1.p1, NM_203256.2.p1	XM_050402520.1.p1, XM_050402519.1.p1
OG0001719	NM_104402.4.p1, NM_001333697.1.p1	XM_050421859.1.p1
OG0001720	NM_001344466.1.p1, NM_123658.6.p1, NM_001333791.1.p1	XM_050411000.1.p1, XM_050411013.1.p1, XM_050411092.1.p1
OG0001720	NM_126105.3.p1	XM_050435781.1.p1
OG0001721	NM_001333905.1.p1, NM_001333904.1.p1, NM_179501.1.p1, NM_001342757.1.p1, NM_120510.4.p1	XM_050387256.1.p1, XM_050394069.1.p1, XM_050394068.1.p1
OG0001722	NM_001337175.1.p1, NM_001337174.1.p1	XM_050424674.1.p1, XM_050424673.1.p1, XM_050424677.1.p1
OG0001722	NM_001340708.1.p1	XM_050410669.1.p1
OG0001723	NM_118910.4.p1, NM_001341878.1.p1, NM_001337225.1.p1, NM_130263.3.p1, NM_130264.2.p1, NM_180134.2.p1	XM_050410924.1.p1
OG0001724	NM_113259.4.p1, NM_001338646.1.p1, NM_113258.5.p1	XM_050425693.1.p1, XM_050391646.1.p1, XM_050425692.1.p1, XR_007645950.1.p1, XM_050391648.1.p1, XM_050391647.1.p1
OG0001725	NM_001339524.1.p1, NM_115021.2.p1	XM_050432750.1.p1, XM_050432767.1.p1, XM_050388158.1.p1, XM_050388159.1.p1
OG0001726	NM_001345520.1.p1, NM_180914.2.p1	XM_050397612.1.p1
OG0001726	NM_118684.9.p1, NM_001341749.1.p1, NM_148375.6.p1	XM_050416213.1.p1, XM_050416214.1.p1
OG0001727	NM_102790.4.p1, NM_001343478.1.p1, NM_121709.2.p1, NM_121711.5.p1	XM_050404322.1.p1, XM_050407569.1.p1, XM_050407342.1.p1, XM_050423202.1.p1, XM_050398042.1.p1
OG0001728	NM_121921.4.p1, NM_001343591.1.p1, NM_202506.2.p1, NM_111483.3.p1	XM_050384494.1.p1, XM_050384495.1.p1
OG0001729	NM_001343973.1.p1, NM_180537.3.p1, NM_180536.3.p1	XM_050426710.1.p1
OG0001730	NM_106346.3.p1, NM_001344436.1.p1	XM_050412684.1.p1
OG0001731	NM_127302.3.p1, NM_001345729.1.p1, NM_125994.2.p1, NM_127298.5.p1	XM_050385530.1.p1
OG0001731	NM_103440.4.p1, NM_128925.2.p1	XM_050412021.1.p1
OG0001732	NM_100366.4.p1	XM_050383107.1.p1
OG0001732	NM_104441.2.p1, NM_112180.4.p1	XM_050390119.1.p1
OG0001733	NM_100823.4.p1	XM_050417326.1.p1
OG0001733	NM_112625.2.p1	XM_050383642.1.p1
OG0001734	NM_100833.2.p1	XM_050416947.1.p1
OG0001735	NM_115942.2.p1, NM_130099.2.p1	XM_050393956.1.p1
OG0001735	NM_101104.4.p1, NM_104962.2.p1	XM_050394056.1.p1, XM_050408564.1.p1
OG0001736	NM_106151.3.p1, NM_101779.5.p1	XM_050404489.1.p1
OG0001736	NM_147879.3.p1	XM_050412192.1.p1
OG0001737	NM_101996.4.p1	XM_050398527.1.p1, XM_050398530.1.p1
OG0001738	NM_125578.3.p1	XM_050399590.1.p1
OG0001738	NM_102508.3.p1	XM_050420097.1.p1
OG0001739	NM_121771.3.p1	XM_050424761.1.p1
OG0001740	NM_122614.4.p1, NM_111384.4.p1	XM_050418635.1.p1
OG0001740	NM_116166.5.p1	XM_050408340.1.p1
OG0001741	NM_111510.4.p1	XM_050418693.1.p1, XM_050418694.1.p1, XM_050384258.1.p1
OG0001742	NM_120427.3.p1, NM_111823.3.p1	XM_050387259.1.p1
OG0001743	NM_118979.1.p1	XM_050392378.1.p1
OG0001743	NM_113179.4.p1	XM_050384711.1.p1
OG0001744	NM_120455.4.p1	XM_050387456.1.p1, XM_050387459.1.p1
OG0001745	NM_129242.3.p1	XM_050385955.1.p1
OG0001745	NM_114368.3.p1	XM_050426342.1.p1
OG0001746	NM_115385.7.p1	XM_050394379.1.p1
OG0001747	NM_116054.3.p1, NM_130233.5.p1	XM_050397487.1.p1, XM_050397486.1.p1, XM_050407721.1.p1, XM_050412894.1.p1, XM_050393542.1.p1
OG0001748	NM_118290.2.p1	XM_050385265.1.p1, XM_050431037.1.p1
OG0001749	NM_118865.3.p1, NM_124827.5.p1	XM_050392175.1.p1, XM_050432982.1.p1, XM_050391360.1.p1, XM_050391361.1.p1
OG0001750	NM_119224.5.p1, NM_127972.5.p1	XM_050430858.1.p1, XM_050416419.1.p1, XM_050416418.1.p1
OG0001751	NM_119322.4.p1, NM_128035.5.p1	XM_050416530.1.p1, XM_050412226.1.p1
OG0001752	NM_120216.4.p1, NM_129382.3.p1	XM_050387980.1.p1
OG0001753	NM_120665.3.p1	XM_050434085.1.p1, XM_050388411.1.p1, XM_050394706.1.p1
OG0001754	NM_128106.4.p1, NM_122444.4.p1	XM_050415982.1.p1, XM_050412475.1.p1
OG0001756	NM_128351.3.p1	XM_050425943.1.p1
OG0001759	NM_001332891.1.p1, NM_001036038.2.p1	XM_050424211.1.p1, XM_050431872.1.p1
OG0001760	NM_130017.5.p1	XM_050426765.1.p1
OG0001760	NM_102972.3.p1, NM_001336555.1.p1, NM_129091.4.p1, NM_001036410.1.p1, NM_179913.3.p1	XM_050409485.1.p1
OG0001761	NM_001344994.1.p1, NM_001036985.1.p1, NM_180794.5.p1, NM_001083985.1.p1, NM_001331473.1.p1, NM_001083986.1.p1, NM_100311.4.p1	XM_050383513.1.p1
OG0001763	NM_001161070.2.p1, NM_001336260.1.p1, NM_001331672.1.p1, NM_001084002.2.p1, NM_100564.5.p1	XM_050432712.1.p1
OG0001764	NM_111879.3.p1, NM_001337875.1.p1, NM_001085057.2.p1	XM_050394052.1.p1
OG0001764	NM_001339181.1.p1	XM_050426224.1.p1, XM_050426213.1.p1
OG0001765	NM_001336313.1.p1, NM_001124950.2.p1, NM_001336314.1.p1	XM_050431405.1.p1, XM_050392522.1.p1
OG0001766	NM_001125597.2.p1, NM_001341851.1.p1, NM_202590.3.p1, NM_104189.3.p1	XM_050391629.1.p1
OG0001767	NM_001202724.2.p1, NM_001336362.1.p1, NM_001197984.1.p1, NM_100436.5.p1	XM_050428506.1.p1, XM_050428505.1.p1, XM_050428511.1.p1, XM_050396398.1.p1, XM_050396397.1.p1, XM_050415106.1.p1
OG0001767	NM_121303.8.p1, NM_001161240.2.p1	XM_050422480.1.p1
OG0001768	NM_129057.4.p1	XM_050404908.1.p1
OG0001769	NM_101928.7.p1	XM_050411976.1.p1, XM_050411975.1.p1
OG0001769	NM_102012.3.p1, NM_001198127.2.p1, NM_001332525.1.p1, NM_001332524.1.p1	XM_050406805.1.p1
OG0001770	NM_105734.3.p1, NM_102175.4.p1	XR_007652719.1.p1, XM_050419543.1.p1, XM_050419541.1.p1
OG0001770	NM_001198435.1.p1, NM_105733.3.p1	XM_050419549.1.p1
OG0001771	NM_001333488.1.p1, NM_201880.2.p1, NM_001336575.1.p1, NM_001202758.1.p1	XM_050388529.1.p1, XM_050388521.1.p1
OG0001772	NM_180282.1.p1, NM_112787.3.p1, NM_001203002.1.p1, NM_202608.2.p1, NM_112786.3.p1	XM_050403608.1.p1, XM_050403605.1.p1, XM_050403607.1.p1, XM_050403606.1.p1, XM_050403604.1.p1, XM_050405595.1.p1, XM_050403609.1.p1, XM_050403603.1.p1, XM_050403612.1.p1, XM_050403611.1.p1, XM_050403613.1.p1
OG0001773	NM_001203940.1.p1, NM_119162.5.p1, NM_001345257.1.p1	XR_007649040.1.p1, XM_050407395.1.p1
OG0001774	NM_101834.4.p1, NM_001332197.1.p1	XM_050424024.1.p1, XM_050430829.1.p1, XM_050430828.1.p1
OG0001774	NM_001342012.1.p1, NM_001203944.2.p1, NM_001335883.1.p1, NM_001335879.1.p1, NM_001335881.1.p1, NM_180878.2.p1	XM_050416340.1.p1, XM_050416338.1.p1
OG0001775	NM_112755.2.p1	XM_050436567.1.p1
OG0001775	NM_148478.2.p1, NM_001332493.1.p1	XM_050412694.1.p1
OG0001776	NM_111690.2.p1	XM_050388254.1.p1
OG0001776	NM_117185.5.p1, NM_001334150.1.p1, NM_001334149.1.p1, NM_105094.3.p1	XM_050413120.1.p1
OG0001777	NM_001337928.1.p1, NM_111980.4.p1, NM_001337932.1.p1, NM_001337933.1.p1, NM_001335139.1.p1, NM_001335138.1.p1, NM_001335137.1.p1, NM_001335140.1.p1, NM_001337929.1.p1, NM_001337930.1.p1	XM_050386082.1.p1, XM_050429501.1.p1, XM_050429499.1.p1, XM_050429502.1.p1, XM_050390115.1.p1, XM_050390116.1.p1, XM_050429503.1.p1, XM_050390117.1.p1
OG0001778	NM_119844.6.p1, NM_001335600.1.p1, NM_127416.4.p1	XM_050404780.1.p1, XM_050435535.1.p1, XM_050435533.1.p1, XM_050435536.1.p1
OG0001779	NM_001336870.1.p1, NM_001336868.1.p1, NM_001336871.1.p1, NM_115506.3.p1	XM_050389224.1.p1, XM_050389223.1.p1
OG0001779	NM_001336082.1.p1, NM_128234.4.p1	XM_050427030.1.p1
OG0001780	NM_118065.4.p1, NM_001341341.1.p1, NM_203157.2.p1	XM_050409796.1.p1
OG0001780	NM_001337350.1.p1, NM_102886.2.p1	XM_050424784.1.p1
OG0001782	NM_001338024.1.p1, NM_112142.4.p1, NM_001338023.1.p1	XM_050433334.1.p1
OG0001783	NM_112529.3.p1, NM_001338239.1.p1, NM_001338238.1.p1	XM_050384094.1.p1
OG0001784	NM_103700.4.p1	XM_050383720.1.p1
OG0001784	NM_001340150.1.p1, NM_116091.4.p1	XM_050408531.1.p1, XM_050408530.1.p1
OG0001785	NM_127265.3.p1, NM_001342330.1.p1, NM_119690.2.p1	XM_050405107.1.p1
OG0001786	NM_111801.5.p1, NM_001342681.1.p1	XM_050386920.1.p1, XM_050386926.1.p1, XM_050386927.1.p1, XM_050386922.1.p1
OG0001787	NM_001344425.1.p1, NM_102429.4.p1	XM_050412898.1.p1, XM_050412906.1.p1, XM_050412896.1.p1, XM_050412903.1.p1, XM_050412900.1.p1, XM_050412904.1.p1, XR_007651304.1.p1, XM_050412902.1.p1, XM_050412895.1.p1, XM_050412901.1.p1, XM_050412899.1.p1, XM_050412897.1.p1, XM_050407723.1.p1, XM_050407724.1.p1, XM_050407725.1.p1, XM_050407722.1.p1
OG0001788	NM_117980.5.p1, NM_001344647.1.p1, NM_001344646.1.p1	XM_050431426.1.p1, XM_050431427.1.p1, XM_050431424.1.p1, XM_050431425.1.p1
OG0001790	NM_180290.2.p1, NM_180291.3.p1	XM_050392072.1.p1
OG0001790	NM_203204.3.p1, NM_001345101.1.p1, NM_124865.4.p1	XM_050391070.1.p1
OG0001791	NM_001345832.1.p1, NM_203278.2.p1, NM_126148.4.p1	XM_050435947.1.p1
OG0001791	NM_100449.4.p1	XM_050400662.1.p1, XM_050400661.1.p1, XM_050400663.1.p1
OG0001792	NM_102075.4.p1, NM_106467.4.p1, NM_116960.4.p1	XM_050409442.1.p1
OG0001793	NM_180314.2.p1, NM_113783.3.p1	XM_050402545.1.p1
OG0001793	NM_105657.4.p1, NM_102472.4.p1	XM_050421000.1.p1
OG0001794	NM_103782.3.p1	XM_050436586.1.p1
OG0001795	NM_105637.3.p1, NM_114630.4.p1	XM_050421101.1.p1
OG0001796	NM_106274.4.p1	XM_050391954.1.p1
OG0001797	NM_129169.3.p1, NM_120702.2.p1, NM_111988.3.p1	XM_050387698.1.p1
OG0001798	NM_112404.5.p1	XM_050391604.1.p1
OG0001798	NM_116590.4.p1, NM_179254.7.p1	XM_050398521.1.p1, XM_050392321.1.p1
OG0001799	NM_116134.5.p1, NM_130324.2.p1	XM_050410278.1.p1
OG0001799	NM_117690.3.p1, NM_112545.2.p1	XM_050383974.1.p1
OG0001800	NM_128263.5.p1, NM_112968.4.p1	XM_050424988.1.p1, XM_050429659.1.p1
OG0001801	NM_116414.4.p1	XM_050408704.1.p1
OG0001801	NM_117926.3.p1, NM_124007.3.p1	XM_050431670.1.p1
OG0001802	NM_119752.4.p1	XM_050415041.1.p1
OG0001802	NM_117821.4.p1	XM_050432225.1.p1
OG0001803	NM_117853.4.p1, NM_124102.5.p1	XM_050408546.1.p1
OG0001804	NM_124634.2.p1, NM_118699.4.p1, NM_118701.2.p1	XM_050398776.1.p1, XM_050398777.1.p1
OG0001805	NM_119912.3.p1	XM_050435912.1.p1
OG0001806	NM_120614.3.p1, NM_120015.3.p1	XM_050407403.1.p1, XM_050407412.1.p1, XM_050407404.1.p1, XM_050407417.1.p1, XM_050407420.1.p1, XM_050407415.1.p1, XM_050407405.1.p1, XM_050407408.1.p1, XM_050407414.1.p1, XM_050406181.1.p1, XM_050407423.1.p1
OG0001807	NM_121353.4.p1, NM_180482.2.p1	XM_050427164.1.p1, XM_050427167.1.p1
OG0001808	NM_124938.5.p1	XM_050397719.1.p1, XM_050391875.1.p1, XM_050390674.1.p1
OG0001809	NM_128284.2.p1	XM_050421882.1.p1, XM_050408326.1.p1, XM_050423783.1.p1
OG0001810	NM_128375.4.p1	XM_050426181.1.p1
OG0001818	NM_180757.3.p1, NM_122760.4.p1, NM_001036885.2.p1, NM_001344083.1.p1	XM_050408977.1.p1, XM_050408976.1.p1, XM_050410535.1.p1, XM_050419155.1.p1, XM_050419153.1.p1
OG0001820	NM_001345475.1.p1, NM_125537.3.p1	XM_050400802.1.p1
OG0001820	NM_001084022.1.p1, NM_100730.4.p1	XM_050388880.1.p1
OG0001821	NM_001084586.3.p1, NM_001161107.2.p1, NM_001337081.1.p1, NM_129992.4.p1, NM_001340020.1.p1, NM_001340017.1.p1	XM_050428454.1.p1, XM_050428452.1.p1
OG0001822	NM_129585.5.p1, NM_201918.1.p1, NM_001084831.2.p1, NM_115463.4.p1, NM_203231.2.p1	XM_050384435.1.p1, XM_050394861.1.p1
OG0001823	NM_001124962.1.p1, NM_128891.4.p1, NM_100334.4.p1, NM_179258.2.p1	XM_050383269.1.p1
OG0001823	NM_001203930.2.p1, NM_119006.3.p1	XM_050395925.1.p1
OG0001824	NM_118995.3.p1, NM_001125602.1.p1	XM_050395744.1.p1
OG0001825	NM_118997.4.p1, NM_001335682.1.p1, NM_001341921.1.p1, NM_001161053.2.p1	XM_050395815.1.p1, XM_050395813.1.p1, XM_050395814.1.p1
OG0001826	NM_001334758.1.p1, NM_101993.4.p1, NM_001332504.1.p1, NM_106351.4.p1, NM_001198486.2.p1	XM_050398572.1.p1, XM_050398571.1.p1
OG0001827	NM_001202572.1.p1, NM_001335113.1.p1, NM_126298.4.p1, NM_001335114.1.p1, NM_001335112.1.p1, NM_001335115.1.p1, NM_001335108.1.p1, NM_001335117.1.p1, NM_001335109.1.p1, NM_001335110.1.p1	XM_050417127.1.p1, XR_007652009.1.p1
OG0001828	NM_001202650.1.p1, NM_001335810.1.p1, NM_001335809.1.p1, NM_127832.3.p1, NM_180944.3.p1, NM_001345703.1.p1	XM_050436104.1.p1, XM_050410965.1.p1
OG0001829	NM_128830.4.p1	XM_050383124.1.p1
OG0001829	NM_124259.2.p1, NM_001203566.1.p1	XM_050396932.1.p1
OG0001830	NM_124968.3.p1	XM_050390428.1.p1
OG0001830	NM_001332019.1.p1	XM_050432266.1.p1
OG0001831	NM_001332603.1.p1	XM_050431689.1.p1, XR_007655862.1.p1, XM_050431805.1.p1, XR_007655971.1.p1
OG0001832	NM_130317.3.p1	XM_050408589.1.p1
OG0001832	NM_102349.4.p1, NM_001332677.1.p1	XM_050384843.1.p1, XM_050384837.1.p1
OG0001833	NM_001334001.1.p1, NM_104862.4.p1	XM_050432676.1.p1
OG0001833	NM_124861.5.p1	XM_050391075.1.p1
OG0001834	NM_001334514.1.p1, NM_105863.3.p1, NM_001334513.1.p1	XM_050396635.1.p1, XM_050396637.1.p1
OG0001835	NM_001334779.1.p1, NM_001334780.1.p1	XM_050395173.1.p1
OG0001835	NM_125775.4.p1	XM_050400900.1.p1, XM_050400899.1.p1, XM_050400897.1.p1, XM_050400898.1.p1, XM_050400902.1.p1
OG0001836	NM_128813.2.p1, NM_179859.4.p1, NM_128821.2.p1, NM_001336406.1.p1, NM_001336407.1.p1, NM_117620.1.p1, NM_001341028.1.p1, NM_001341030.1.p1, NM_001341029.1.p1, NM_117617.6.p1, NM_128820.3.p1	XM_050392013.1.p1, XM_050392016.1.p1, XM_050392017.1.p1
OG0001837	NM_179402.4.p1, NM_179904.5.p1, NM_001336524.1.p1	XM_050431992.1.p1, XM_050431987.1.p1, XM_050431988.1.p1, XM_050431989.1.p1, XM_050431990.1.p1
OG0001838	NM_180154.7.p1, NM_001337303.1.p1, NM_116172.3.p1	XM_050409105.1.p1
OG0001839	NM_111911.5.p1, NM_001337893.1.p1, NM_001337892.1.p1, NM_122513.4.p1	XM_050389136.1.p1
OG0001840	NM_103876.3.p1, NM_001338409.1.p1, NM_001338408.1.p1, NM_180283.5.p1	XM_050404469.1.p1
OG0001841	NM_111245.3.p1	XM_050388971.1.p1, XM_050388970.1.p1
OG0001842	NM_126267.3.p1, NM_101327.5.p1	XM_050419750.1.p1, XM_050419749.1.p1
OG0001843	NM_100751.4.p1	XM_050419199.1.p1
OG0001843	NM_112222.4.p1, NM_104392.2.p1, NR_139358.1.p1	XM_050429718.1.p1
OG0001843	NM_001341974.1.p1	XM_050406496.1.p1
OG0001844	NM_001342234.1.p1, NM_119538.7.p1	XM_050410405.1.p1, XM_050406760.1.p1
OG0001845	NM_001343002.1.p1, NM_120929.4.p1, NM_122256.3.p1, NM_001343811.1.p1, NM_001343810.1.p1	XM_050402806.1.p1
OG0001846	NM_100940.7.p1, NM_104742.4.p1	XM_050420699.1.p1
OG0001846	NM_001343351.1.p1, NM_121469.4.p1	XM_050415240.1.p1, XM_050415246.1.p1
OG0001847	NM_001344122.1.p1, NM_001344121.1.p1	XM_050424886.1.p1, XM_050424887.1.p1
OG0001848	NM_001345647.1.p1, NM_125866.3.p1	XM_050385152.1.p1, XM_050436542.1.p1
OG0001849	NM_102965.1.p1	XM_050408294.1.p1
OG0001849	NM_111498.1.p1, NM_101693.3.p1, NM_106009.3.p1	XM_050400333.1.p1
OG0001850	NM_123345.3.p1, NM_102451.2.p1	XM_050415608.1.p1, XM_050421127.1.p1
OG0001851	NM_103871.4.p1, NM_112843.2.p1	XM_050405117.1.p1
OG0001852	NM_105089.3.p1, NM_117190.3.p1, NM_118500.3.p1	XM_050413149.1.p1
OG0001853	NM_105380.5.p1, NM_111122.5.p1	XM_050401885.1.p1, XM_050413877.1.p1
OG0001854	NM_122856.3.p1	XM_050399953.1.p1
OG0001854	NM_111021.4.p1	XM_050415235.1.p1
OG0001855	NM_111839.3.p1	XM_050387436.1.p1, XM_050387437.1.p1
OG0001856	NM_112338.5.p1	XM_050391743.1.p1
OG0001857	NM_112363.4.p1, NM_202588.2.p1	XM_050391791.1.p1, XM_050391794.1.p1
OG0001858	NM_112971.4.p1	XM_050390875.1.p1
OG0001859	NM_202621.3.p1, NM_113066.3.p1	XM_050392083.1.p1
OG0001859	NM_124860.2.p1	XM_050391096.1.p1
OG0001860	NM_113495.3.p1	XM_050401570.1.p1, XM_050401569.1.p1, XM_050415894.1.p1, XM_050415893.1.p1
OG0001861	NM_114751.2.p1, NM_124605.4.p1, NM_118688.3.p1	XM_050397812.1.p1
OG0001862	NM_202761.3.p1	XM_050393683.1.p1
OG0001862	NM_114764.4.p1	XM_050395319.1.p1
OG0001863	NM_115649.3.p1	XM_050435834.1.p1
OG0001864	NM_117235.5.p1	XM_050409046.1.p1
OG0001864	NM_125595.4.p1	XM_050397184.1.p1
OG0001865	NM_119857.3.p1	XM_050435806.1.p1, XM_050435807.1.p1
OG0001866	NM_122219.3.p1, NM_120903.3.p1	XM_050419991.1.p1
OG0001867	NM_122428.3.p1	XM_050434810.1.p1, XM_050412349.1.p1, XM_050412350.1.p1
OG0001868	NM_123222.2.p1	XM_050408974.1.p1
OG0001869	NM_125946.3.p1	XM_050436187.1.p1
OG0001870	NM_128588.5.p1	XM_050432875.1.p1
OG0001874	NM_113878.5.p1, NM_001035717.2.p1	XM_050414579.1.p1, XM_050414577.1.p1
OG0001874	NM_101242.3.p1	XM_050421514.1.p1
OG0001875	NM_122722.2.p1, NM_001035772.3.p1	XM_050424449.1.p1, XM_050387644.1.p1, XM_050387646.1.p1
OG0001876	NM_113450.5.p1, NM_001338756.1.p1, NM_101228.2.p1, NM_001198056.2.p1, NM_001035960.2.p1	XM_050420036.1.p1, XM_050420037.1.p1, XM_050402366.1.p1
OG0001877	NM_118353.3.p1	XM_050432436.1.p1
OG0001877	NM_103945.2.p1, NM_001036090.2.p1, NM_112921.4.p1	XM_050390829.1.p1, XM_050390830.1.p1
OG0001878	NM_001036497.2.p1, NM_001340388.1.p1, NM_178958.2.p1, NM_001203730.2.p1	XM_050426836.1.p1
OG0001879	NM_001036703.3.p1, NM_119462.4.p1	XM_050407640.1.p1, XR_007649161.1.p1
OG0001879	NM_127498.3.p1	XM_050414217.1.p1
OG0001880	NM_001344059.1.p1, NM_001344060.1.p1, NM_001344058.1.p1, NM_001344061.1.p1, NM_001344062.1.p1, NM_001344063.1.p1, NM_001344064.1.p1, NM_001036883.2.p1, NM_001125104.1.p1, NM_111363.4.p1	XM_050418916.1.p1, XM_050384580.1.p1, XM_050384581.1.p1
OG0001881	NM_001037081.2.p1, NM_001345741.1.p1, NM_001345742.1.p1, NM_126005.4.p1, NM_127327.4.p1, NM_001202615.1.p1, NM_001342376.1.p1, NM_119750.3.p1	XM_050385710.1.p1
OG0001882	NM_201778.3.p1, NM_001084467.2.p1, NM_001335781.1.p1, NM_001204040.1.p1, NM_120114.2.p1	XM_050436470.1.p1
OG0001883	NM_001345611.1.p1, NM_125773.4.p1, NM_001343033.1.p1, NM_001085079.2.p1, NM_001343031.1.p1, NM_001343035.1.p1, NM_001343034.1.p1, NM_001343032.1.p1, NM_120956.3.p1, NM_001343036.1.p1, NM_001343037.1.p1	XM_050399573.1.p1
OG0001884	NM_104615.4.p1, NM_001124042.2.p1, NM_001198335.1.p1, NM_100872.6.p1, NM_001331872.1.p1	XM_050411038.1.p1
OG0001885	NM_128173.3.p1, NM_001336039.1.p1, NM_001124916.2.p1, NM_001336038.1.p1	XR_007649177.1.p1, XR_007649174.1.p1, XR_007649176.1.p1, XR_007649179.1.p1, XR_007649182.1.p1, XR_007649181.1.p1
OG0001886	NM_001125901.2.p1	XM_050404645.1.p1, XM_050404644.1.p1, XM_050404642.1.p1
OG0001887	NM_100379.3.p1, NM_001160832.2.p1	XM_050391950.1.p1, XM_050391951.1.p1
OG0001888	NM_001198094.1.p1, NM_101608.5.p1, NM_001332306.1.p1, NM_202404.2.p1	XM_050429430.1.p1, XM_050429429.1.p1
OG0001889	NM_121177.4.p1	XM_050414392.1.p1
OG0001889	NM_001198424.2.p1	XM_050421693.1.p1
OG0001890	NM_101575.4.p1, NM_001332281.1.p1, NM_106489.3.p1, NM_001198496.1.p1	XM_050423691.1.p1, XM_050423689.1.p1, XM_050424598.1.p1
OG0001891	NM_202589.2.p1, NM_112389.4.p1	XM_050391653.1.p1, XM_050391654.1.p1
OG0001891	NM_118982.4.p1, NM_001341917.1.p1, NM_201761.1.p1, NM_127627.3.p1	XM_050392391.1.p1
