Orthogroup	Arabidopsis_thaliana_rna_prot	Gossypium_hirsutum_rna_prot
OG0001744	NM_120455.4.p1	XM_041114871.1.p1, XM_016875773.2.p1, XM_016832004.2.p1, XM_041080320.1.p1, XR_005904644.1.p1, XM_041080321.1.p1, XR_005904645.1.p1
OG0001745	NM_129242.3.p1	XM_016896088.2.p1, XM_016825205.2.p1, XM_041080338.1.p1
OG0001745	NM_114368.3.p1	XM_016900475.2.p1, XM_016818296.2.p1, XM_016882747.2.p1, XM_016897053.2.p1
OG0001746	NM_115385.7.p1	XM_016862443.2.p1, XM_041103555.1.p1, XM_016856834.2.p1, XM_016856832.2.p1, XM_041091959.1.p1, XM_016896062.2.p1, XM_016896064.2.p1
OG0001747	NM_116054.3.p1, NM_130233.5.p1	XM_016853489.2.p1, XM_016880467.2.p1, XM_041099175.1.p1, XM_016880496.2.p1, XM_016817969.2.p1, XM_041105958.1.p1, XM_016880050.2.p1, XM_016882618.2.p1
OG0001748	NM_118290.2.p1	XM_016855764.2.p1
OG0001749	NM_118865.3.p1, NM_124827.5.p1	XM_016810897.2.p1, XM_041101155.1.p1, XM_016848118.2.p1, XM_016828335.2.p1, XM_016896166.2.p1, XM_016883256.2.p1, XM_016829595.2.p1, XM_041086943.1.p1, XM_041075840.1.p1
OG0001750	NM_119224.5.p1, NM_127972.5.p1	XM_041102595.1.p1, XM_016855854.2.p1, XM_041074733.1.p1
OG0001751	NM_119322.4.p1, NM_128035.5.p1	XR_005899515.1.p1, XM_041074471.1.p1, XR_005917208.1.p1, XM_041109527.1.p1, XM_041085801.1.p1, XM_016833904.2.p1, XM_016870895.2.p1, XM_016825984.2.p1, XM_016897809.2.p1
OG0001752	NM_120216.4.p1, NM_129382.3.p1	XM_016825289.2.p1, XR_005911873.1.p1, XR_001684722.2.p1, XR_001684720.2.p1, XR_001684721.2.p1, XM_041111404.1.p1, XM_016817924.2.p1, XR_005918228.1.p1, XM_016869855.2.p1
OG0001753	NM_120665.3.p1	XM_016883495.2.p1, XM_041090704.1.p1, XM_016815608.2.p1, XM_016815607.2.p1, XM_041076851.1.p1, XM_016861114.2.p1, XM_041109893.1.p1, XM_016830414.2.p1, XM_016886681.2.p1
OG0001754	NM_128106.4.p1, NM_122444.4.p1	XM_041098998.1.p1, XM_016836676.2.p1, XR_001699262.2.p1, XM_016889081.2.p1, XM_016894544.2.p1, XR_005907862.1.p1, XM_016812516.2.p1, XM_016848149.2.p1, XM_016889190.2.p1, XM_016897757.2.p1, XM_016827680.2.p1, XM_016894875.2.p1
OG0001755	NM_125115.4.p1	XM_016857021.2.p1
OG0001756	NM_128351.3.p1	XM_016816435.2.p1, XM_041076408.1.p1
OG0001759	NM_001332891.1.p1, NM_001036038.2.p1	XM_016879450.2.p1, XM_016812590.2.p1, XM_016845767.2.p1, XM_041079632.1.p1, XM_016894018.2.p1, XM_016832785.2.p1
OG0001760	NM_130017.5.p1	XM_016883224.2.p1
OG0001760	NM_102972.3.p1, NM_001336555.1.p1, NM_129091.4.p1, NM_001036410.1.p1, NM_179913.3.p1	XM_016877590.2.p1, XM_016865773.2.p1
OG0001760	NM_001333007.1.p1	XM_041074815.1.p1
OG0001762	NM_001336278.1.p1, NM_125991.4.p1, NM_001336277.1.p1, NM_128617.4.p1, NM_001037078.2.p1	XM_016840767.2.p1, XM_016840760.2.p1, XM_041074770.1.p1
OG0001763	NM_001161070.2.p1, NM_001336260.1.p1, NM_001331672.1.p1, NM_001084002.2.p1, NM_100564.5.p1	XM_041098819.1.p1, XM_016866045.2.p1, XM_016864517.2.p1
OG0001764	NM_111879.3.p1, NM_001337875.1.p1, NM_001085057.2.p1	XM_016872866.2.p1, XM_041116111.1.p1, XM_041116112.1.p1, XM_016872865.2.p1, XM_041094696.1.p1, XM_041094697.1.p1, XM_041094695.1.p1, XM_041094694.1.p1, XM_041094692.1.p1, XM_041094688.1.p1, XM_041094689.1.p1, XM_016892935.2.p1, XM_041094698.1.p1, XM_041094702.1.p1
OG0001764	NM_001339181.1.p1	XM_041093566.1.p1, XM_016894362.2.p1
OG0001765	NM_001336313.1.p1, NM_001124950.2.p1, NM_001336314.1.p1	XM_016896778.2.p1, XM_016828817.2.p1, XM_016855818.2.p1, XM_016866385.2.p1, XM_041107926.1.p1
OG0001766	NM_001125597.2.p1, NM_001341851.1.p1, NM_202590.3.p1, NM_104189.3.p1	XM_041109098.1.p1, XM_016820564.2.p1, XM_016846277.2.p1, XM_016887850.2.p1, XM_041086907.1.p1, XM_016813792.2.p1, XM_016828771.2.p1
OG0001767	NM_121303.8.p1, NM_001161240.2.p1	XM_016842613.2.p1
OG0001768	NM_129057.4.p1	XM_041108356.1.p1, XM_041108354.1.p1, XM_041108358.1.p1, XM_041108360.1.p1, XM_041082651.1.p1, XM_041082652.1.p1
OG0001768	NM_001198081.2.p1, NM_001334890.1.p1, NM_106605.4.p1	XM_041113257.1.p1, XR_005909341.1.p1
OG0001769	NM_101928.7.p1	XM_016851811.2.p1, XM_016879170.2.p1
OG0001769	NM_102012.3.p1, NM_001198127.2.p1, NM_001332525.1.p1, NM_001332524.1.p1	XM_016890455.2.p1
OG0001770	NM_105734.3.p1, NM_102175.4.p1	XM_016837638.2.p1, XM_041111745.1.p1, XM_016850781.2.p1
OG0001770	NM_001198435.1.p1, NM_105733.3.p1	XM_016851193.2.p1, XM_041086438.1.p1
OG0001771	NM_001333488.1.p1, NM_201880.2.p1, NM_001336575.1.p1, NM_001202758.1.p1	XM_016824827.2.p1, XM_016824828.2.p1, XM_041092099.1.p1, XM_041111325.1.p1
OG0001772	NM_180282.1.p1, NM_112787.3.p1, NM_001203002.1.p1, NM_202608.2.p1, NM_112786.3.p1	XM_016860199.2.p1, XM_016878124.2.p1, XM_016869737.2.p1, XM_016860050.2.p1, XM_041116958.1.p1, XM_016860169.2.p1
OG0001773	NM_001203940.1.p1, NM_119162.5.p1, NM_001345257.1.p1	XM_016857019.2.p1, XM_016849181.2.p1
OG0001774	NM_101834.4.p1, NM_001332197.1.p1	XM_016833396.2.p1
OG0001774	NM_001342012.1.p1, NM_001203944.2.p1, NM_001335883.1.p1, NM_001335879.1.p1, NM_001335881.1.p1, NM_180878.2.p1	XM_016818424.2.p1, XM_016834034.2.p1, XM_016834033.2.p1
OG0001775	NM_112755.2.p1	XM_041108083.1.p1, XM_016862670.2.p1, XM_041108085.1.p1, XM_041108086.1.p1, XM_041108084.1.p1, XM_041108082.1.p1, XM_016843309.2.p1
OG0001775	NM_148478.2.p1, NM_001332493.1.p1	XM_016874399.2.p1
OG0001776	NM_111690.2.p1	XM_016830054.2.p1
OG0001776	NM_117185.5.p1, NM_001334150.1.p1, NM_001334149.1.p1, NM_105094.3.p1	XR_005906515.1.p1, XM_016881591.2.p1, XM_041099295.1.p1
OG0001777	NM_001337928.1.p1, NM_111980.4.p1, NM_001337932.1.p1, NM_001337933.1.p1, NM_001335139.1.p1, NM_001335138.1.p1, NM_001335137.1.p1, NM_001335140.1.p1, NM_001337929.1.p1, NM_001337930.1.p1	XM_041087625.1.p1, XM_016856272.2.p1
OG0001778	NM_119844.6.p1, NM_001335600.1.p1, NM_127416.4.p1	XM_016840033.2.p1, XM_041105577.1.p1, XM_041080673.1.p1, XM_041080672.1.p1, XM_016892947.2.p1
OG0001779	NM_001336870.1.p1, NM_001336868.1.p1, NM_001336871.1.p1, NM_115506.3.p1	XM_041080186.1.p1, XR_005920823.1.p1, XM_041105085.1.p1
OG0001779	NM_001336082.1.p1, NM_128234.4.p1	XR_001681667.2.p1, XM_041085877.1.p1, XM_016877222.2.p1, XM_041109601.1.p1, XM_016833830.2.p1, XM_041076512.1.p1, XM_016816288.2.p1, XR_001681701.2.p1
OG0001780	NM_118065.4.p1, NM_001341341.1.p1, NM_203157.2.p1	XM_041098405.1.p1, XM_016826409.2.p1
OG0001780	NM_001337350.1.p1, NM_102886.2.p1	XM_016826862.2.p1, XM_041098897.1.p1
OG0001781	NM_103777.4.p1, NM_121618.4.p1, NM_180173.2.p1, NM_001337417.1.p1, NM_111124.4.p1	XM_016888824.2.p1, XM_041101073.1.p1, XM_016831106.2.p1, XM_041105379.1.p1, XM_041077660.1.p1, XM_016812969.2.p1
OG0001782	NM_001338024.1.p1, NM_112142.4.p1, NM_001338023.1.p1	XM_016829275.2.p1, XM_016867119.2.p1, XM_016898788.2.p1
OG0001783	NM_112529.3.p1, NM_001338239.1.p1, NM_001338238.1.p1	XM_016821899.2.p1, XM_016821900.2.p1, XM_016821901.2.p1, XM_016845310.2.p1, XM_016863393.2.p1, XM_016863395.2.p1, XM_016867712.2.p1
OG0001784	NM_103700.4.p1	XM_016886686.2.p1
OG0001784	NM_001340150.1.p1, NM_116091.4.p1	XM_041106809.1.p1, XM_041082902.1.p1, XM_016889926.2.p1, XM_016888261.2.p1, XM_016884096.2.p1, XM_016846429.2.p1
OG0001785	NM_127265.3.p1, NM_001342330.1.p1, NM_119690.2.p1	XR_005922264.1.p1, XR_005922265.1.p1, XR_005922263.1.p1, XR_001693312.2.p1, XM_016852351.2.p1, XM_016852353.2.p1, XM_016872735.2.p1, XM_016835844.2.p1
OG0001786	NM_111801.5.p1, NM_001342681.1.p1	XM_041115359.1.p1, XM_041115355.1.p1, XM_041115361.1.p1
OG0001787	NM_001344425.1.p1, NM_102429.4.p1	XM_041083607.1.p1, XM_041107515.1.p1
OG0001788	NM_117980.5.p1, NM_001344647.1.p1, NM_001344646.1.p1	XM_016896530.2.p1, XM_041116401.1.p1, XM_016816663.2.p1, XM_016813316.2.p1
OG0001790	NM_180290.2.p1, NM_180291.3.p1	XM_016880600.2.p1, XM_016870846.2.p1, XM_016847983.2.p1, XM_016877013.2.p1
OG0001790	NM_203204.3.p1, NM_001345101.1.p1, NM_124865.4.p1	XM_016848456.2.p1
OG0001791	NM_001345832.1.p1, NM_203278.2.p1, NM_126148.4.p1	XM_016841822.2.p1, XM_016864644.2.p1, XM_041080110.1.p1, XM_041105600.1.p1
OG0001791	NM_100449.4.p1	XM_016858589.2.p1, XM_016829437.2.p1, XM_016882584.2.p1, XM_016882583.2.p1
OG0001792	NM_102075.4.p1, NM_106467.4.p1, NM_116960.4.p1	XM_016887286.2.p1, XM_016831691.2.p1
OG0001793	NM_104663.2.p1	XM_016883641.2.p1
OG0001794	NM_103782.3.p1	XM_041082450.1.p1, XM_016838575.2.p1, XM_016838577.2.p1, XM_016838576.2.p1, XM_041082456.1.p1
OG0001796	NM_106274.4.p1	XM_016851105.2.p1, XM_016832355.2.p1
OG0001797	NM_129169.3.p1, NM_120702.2.p1, NM_111988.3.p1	XM_016900031.1.p1, XM_016884016.2.p1, XM_016869532.2.p1
OG0001798	NM_112404.5.p1	XM_016883264.2.p1, XM_016820569.2.p1
OG0001798	NM_116590.4.p1, NM_179254.7.p1	XM_016887262.2.p1, XM_016822462.2.p1, XM_041111518.1.p1, XM_016824530.2.p1
OG0001799	NM_116134.5.p1, NM_130324.2.p1	XM_016818590.2.p1, XM_016840496.2.p1, XM_016842492.2.p1, XM_016818524.2.p1
OG0001799	NM_117690.3.p1, NM_112545.2.p1	XM_016868737.2.p1, XM_041118076.1.p1, XM_016863403.2.p1
OG0001800	NM_128263.5.p1, NM_112968.4.p1	XM_016876919.2.p1, XM_016868681.2.p1, XM_016862833.2.p1, XM_016895009.2.p1, XR_005921797.1.p1, XM_016876818.2.p1, XM_016876819.2.p1
OG0001801	NM_116414.4.p1	XM_016822508.2.p1, XM_016822509.2.p1, XM_016840330.2.p1, XM_016840329.2.p1
OG0001801	NM_117926.3.p1, NM_124007.3.p1	XM_016828000.2.p1, XM_016827999.2.p1, XM_016828001.2.p1, XR_005928665.1.p1, XR_001701430.2.p1, XM_016897643.2.p1, XM_041116382.1.p1, XM_041093841.1.p1
OG0001802	NM_119752.4.p1	XM_016817265.2.p1, XM_016823045.2.p1, XM_016857395.2.p1, XM_016857195.2.p1
OG0001802	NM_117821.4.p1	XM_016832407.2.p1
OG0001803	NM_117853.4.p1, NM_124102.5.p1	XM_016881435.2.p1, XM_016860776.2.p1, XM_016872890.2.p1, XM_016872894.2.p1, XM_016860781.2.p1, XM_016865960.2.p1
OG0001804	NM_124634.2.p1, NM_118699.4.p1, NM_118701.2.p1	XM_041098158.1.p1, XM_041098160.1.p1, XM_041098159.1.p1, XM_016847248.2.p1, XM_041074452.1.p1, XM_016835549.2.p1, XM_041074451.1.p1, XM_016881929.2.p1, XM_016881928.2.p1, XM_041083706.1.p1, XM_041083707.1.p1, XM_041080468.1.p1, XM_041076969.1.p1, XM_041076970.1.p1, XM_041076971.1.p1, XM_041101099.1.p1, XM_016815279.2.p1
OG0001805	NM_119912.3.p1	XR_005904613.1.p1, XM_041089585.1.p1
OG0001806	NM_120614.3.p1, NM_120015.3.p1	XM_016894063.2.p1, XM_016851234.2.p1, XM_016881791.2.p1, XM_016824051.2.p1, XM_016883832.2.p1, XM_016824049.2.p1, XM_016883833.2.p1
OG0001807	NM_121353.4.p1, NM_180482.2.p1	XM_016844305.2.p1, XM_041103353.1.p1, XM_041103355.1.p1, XM_041103354.1.p1, XM_041116186.1.p1, XM_016898691.2.p1
OG0001808	NM_124938.5.p1	XM_016852819.2.p1, XM_016852817.2.p1, XM_016840868.2.p1, XM_016840867.2.p1, XM_016840866.2.p1, NM_001327206.4.p1, XM_041076459.1.p1, XM_016847694.2.p1, XM_016848428.2.p1
OG0001810	NM_128375.4.p1	XM_016858144.2.p1, XM_041090406.1.p1, XM_016882749.2.p1, XM_016882753.2.p1, XM_016882751.2.p1, XM_041075082.1.p1, XM_041075081.1.p1
OG0001818	NM_180757.3.p1, NM_122760.4.p1, NM_001036885.2.p1, NM_001344083.1.p1	XM_016885910.2.p1, XM_016855130.2.p1, XM_016855128.2.p1, XM_016873677.2.p1, XM_016873676.2.p1, XM_016873673.2.p1, XM_016869244.2.p1, XM_016869245.2.p1, XM_016857676.2.p1, XM_016814000.2.p1, XM_016820104.2.p1
OG0001820	NM_001345475.1.p1, NM_125537.3.p1	XM_016866632.2.p1
OG0001820	NM_001084022.1.p1, NM_100730.4.p1	XM_016820228.2.p1, XM_016820227.2.p1, XM_016898050.2.p1, XM_016817346.2.p1, XM_016818093.2.p1
OG0001821	NM_001084586.3.p1, NM_001161107.2.p1, NM_001337081.1.p1, NM_129992.4.p1, NM_001340020.1.p1, NM_001340017.1.p1	XM_041075627.1.p1, XM_016857171.2.p1, XM_016847925.2.p1, XM_016847924.2.p1
OG0001822	NM_129585.5.p1, NM_201918.1.p1, NM_001084831.2.p1, NM_115463.4.p1, NM_203231.2.p1	XM_016818599.2.p1, XM_016833242.2.p1, XM_041092017.1.p1, XM_016890925.2.p1, XM_016892821.2.p1, XM_041095999.1.p1, XM_016863796.2.p1, XM_041103801.1.p1
OG0001823	NM_001124962.1.p1, NM_128891.4.p1, NM_100334.4.p1, NM_179258.2.p1	XM_016860348.2.p1, XM_016861940.2.p1, XM_016887303.2.p1
OG0001823	NM_001203930.2.p1, NM_119006.3.p1	XM_016854229.2.p1, XM_041118085.1.p1, XM_016887895.2.p1, XM_016876333.2.p1, XM_016876332.2.p1
OG0001824	NM_118995.3.p1, NM_001125602.1.p1	NM_001327218.1.p1, XM_016894464.2.p1, XM_016888096.2.p1, XM_041074983.1.p1
OG0001825	NM_118997.4.p1, NM_001335682.1.p1, NM_001341921.1.p1, NM_001161053.2.p1	XM_016853213.2.p1, XM_041106145.1.p1, XM_016853214.2.p1, XM_041106146.1.p1, XM_041106147.1.p1, XM_016891316.2.p1, XM_016891317.2.p1, XM_016891315.2.p1, XM_041097983.1.p1, XM_041097985.1.p1, XM_041097984.1.p1
OG0001826	NM_001334758.1.p1	XM_041114101.1.p1
OG0001826	NM_101993.4.p1, NM_001332504.1.p1, NM_106351.4.p1, NM_001198486.2.p1	XM_016842911.2.p1, XM_016842912.2.p1, XM_041094349.1.p1, XM_016842913.2.p1, XM_041114100.1.p1, XM_016838236.2.p1, XM_016884190.2.p1
OG0001827	NM_001202572.1.p1, NM_001335113.1.p1, NM_126298.4.p1, NM_001335114.1.p1, NM_001335112.1.p1, NM_001335115.1.p1, NM_001335108.1.p1, NM_001335117.1.p1, NM_001335109.1.p1, NM_001335110.1.p1	XM_016822773.2.p1, XR_005903124.1.p1, XR_001684116.2.p1, XM_016822770.2.p1, XM_016822771.2.p1, XM_016842996.2.p1, XM_016822767.2.p1, XM_041078677.1.p1, XM_041078676.1.p1, XM_041078678.1.p1, XM_041078679.1.p1, XM_016822769.2.p1, XM_041103083.1.p1, XM_016842993.2.p1
OG0001828	NM_001202650.1.p1, NM_001335810.1.p1, NM_001335809.1.p1, NM_127832.3.p1, NM_180944.3.p1, NM_001345703.1.p1	XM_016885345.2.p1, XM_016885347.2.p1, XM_041078801.1.p1, XM_041078804.1.p1, XM_041078803.1.p1, XM_041114867.1.p1, XM_041114866.1.p1, XM_041114865.1.p1, XM_016874882.2.p1, XM_041094208.1.p1, XM_016831791.2.p1, XM_016893454.2.p1, XM_016893455.2.p1
OG0001829	NM_128830.4.p1	XM_016815049.2.p1, XM_016876647.2.p1, XM_016876644.2.p1, XM_016867343.2.p1, XM_016883588.2.p1
OG0001829	NM_124259.2.p1, NM_001203566.1.p1	XM_016899348.2.p1, XM_016872256.2.p1
OG0001830	NM_124968.3.p1	XM_016829408.2.p1, XM_016829406.2.p1, XM_016862944.2.p1, XM_016862942.2.p1, XM_016851784.2.p1, XM_041087056.1.p1, XM_016851786.2.p1, XM_016851787.2.p1, XM_016847199.2.p1, XM_041085252.1.p1, XM_016849991.2.p1
OG0001830	NM_001332019.1.p1	XM_016861944.2.p1
OG0001831	NM_001332603.1.p1	XR_005913917.1.p1, XM_016832644.2.p1, XM_016832646.2.p1, XM_016832645.2.p1, XR_001686625.2.p1, XM_041113553.1.p1, XM_041113554.1.p1, XM_016826008.2.p1
OG0001832	NM_130317.3.p1	XM_016889764.2.p1, XM_016888284.2.p1, XM_016888283.2.p1, XM_016889763.2.p1
OG0001832	NM_102349.4.p1, NM_001332677.1.p1	XM_016879201.2.p1, XM_016858364.2.p1
OG0001833	NM_001334001.1.p1, NM_104862.4.p1	XM_016898171.2.p1
OG0001833	NM_124861.5.p1	XM_016823775.2.p1, XM_016823818.2.p1, XM_016849616.2.p1, XM_016847435.2.p1, XM_016873246.2.p1
OG0001834	NM_001334514.1.p1, NM_105863.3.p1, NM_001334513.1.p1	XM_016833453.2.p1, XM_016831410.2.p1, XM_016893004.2.p1, XM_016893003.2.p1, XM_016833451.2.p1, XM_016877781.2.p1
OG0001835	NM_001334779.1.p1, NM_001334780.1.p1	XM_041115017.1.p1
OG0001835	NM_125775.4.p1	XM_016895896.2.p1, XM_041114390.1.p1
OG0001836	NM_128813.2.p1, NM_179859.4.p1, NM_128821.2.p1, NM_001336406.1.p1, NM_001336407.1.p1, NM_117620.1.p1, NM_001341028.1.p1, NM_001341030.1.p1, NM_001341029.1.p1, NM_117617.6.p1, NM_128820.3.p1	XM_016855258.2.p1
OG0001837	NM_179402.4.p1, NM_179904.5.p1, NM_001336524.1.p1	XM_016855493.2.p1, XM_016855492.2.p1, XM_016894319.2.p1, XM_016894317.2.p1, XM_041093578.1.p1
OG0001838	NM_180154.7.p1, NM_001337303.1.p1, NM_116172.3.p1	XM_016854157.2.p1, XM_016854155.2.p1, XM_041081114.1.p1, XR_001688145.2.p1, XM_041081115.1.p1, XM_016853783.2.p1, XM_016840597.2.p1
OG0001839	NM_111911.5.p1, NM_001337893.1.p1, NM_001337892.1.p1, NM_122513.4.p1	XM_016852071.2.p1, XM_016852069.2.p1
OG0001840	NM_103876.3.p1, NM_001338409.1.p1, NM_001338408.1.p1, NM_180283.5.p1	XM_016819604.2.p1, XM_016877153.2.p1, XM_016819603.2.p1, XM_016811068.2.p1
OG0001841	NM_111245.3.p1	XR_005904960.1.p1, XM_016842279.2.p1
OG0001842	NM_001340492.1.p1	XM_016825918.2.p1, XM_016899958.2.p1
OG0001842	NM_126267.3.p1, NM_101327.5.p1	XM_016851084.2.p1, XM_016848287.2.p1, XM_016891513.2.p1, XM_016830164.2.p1, XM_041094800.1.p1
OG0001843	NM_100751.4.p1	XM_016857782.2.p1, XM_016813913.2.p1
OG0001843	NM_112222.4.p1, NM_104392.2.p1, NR_139358.1.p1	XM_016822840.2.p1, XM_016845629.2.p1
OG0001843	NM_001341974.1.p1	XM_016863986.2.p1
OG0001844	NM_001342234.1.p1, NM_119538.7.p1	XM_041094181.1.p1, XM_041094179.1.p1, XM_041113911.1.p1, XM_016829182.2.p1, XM_016887785.2.p1, XM_041108207.1.p1, XM_041108208.1.p1, XM_016823219.2.p1, XM_041082472.1.p1, XM_016849002.2.p1
OG0001845	NM_001343002.1.p1, NM_120929.4.p1, NM_122256.3.p1, NM_001343811.1.p1, NM_001343810.1.p1	XM_016839575.2.p1, XM_016839579.2.p1, XM_041105680.1.p1, XR_005904771.1.p1, XR_001687995.2.p1, XM_016839576.2.p1, XM_041105678.1.p1, XM_041080768.1.p1, XM_016854552.2.p1, XM_016895914.2.p1, XR_005912397.1.p1, XM_041091835.1.p1
OG0001846	NM_100940.7.p1, NM_104742.4.p1	XM_016810569.2.p1, XM_041111702.1.p1, XM_016824182.2.p1
OG0001846	NM_001343351.1.p1, NM_121469.4.p1	XM_016857255.2.p1
OG0001847	NM_001344122.1.p1, NM_001344121.1.p1	XM_016898432.2.p1, XM_041108829.1.p1, XR_005908118.1.p1, XM_016898431.2.p1, XM_016898430.2.p1
OG0001848	NM_001345647.1.p1, NM_125866.3.p1	XM_016884779.2.p1
OG0001849	NM_102965.1.p1	XM_016875666.2.p1, XM_041090642.1.p1, XM_041083363.1.p1
OG0001849	NM_111498.1.p1, NM_101693.3.p1, NM_106009.3.p1	XM_016846812.2.p1, XM_041107784.1.p1, XM_041083834.1.p1, NM_001327323.2.p1
OG0001850	NM_123345.3.p1, NM_102451.2.p1	XM_041091890.1.p1, XM_041114292.1.p1, XM_016812765.2.p1, XM_016820079.2.p1, XM_016812295.2.p1
OG0001851	NM_103871.4.p1, NM_112843.2.p1	XM_016871506.2.p1, XM_016819595.2.p1, XM_016879008.2.p1
OG0001852	NM_105089.3.p1, NM_117190.3.p1, NM_118500.3.p1	XM_041083576.1.p1
OG0001853	NM_105522.5.p1	XM_016810670.2.p1, XM_016851650.2.p1
OG0001853	NM_105380.5.p1, NM_111122.5.p1	XM_016816995.2.p1, XM_016876456.2.p1, XM_016858244.2.p1
OG0001854	NM_122856.3.p1	XM_016873190.2.p1, XM_016872633.2.p1, XM_016888874.2.p1, XM_016857646.2.p1
OG0001854	NM_111021.4.p1	XM_016896031.2.p1, XM_016856821.2.p1
OG0001855	NM_111839.3.p1	XM_041100815.1.p1, XM_041100814.1.p1, XM_041087638.1.p1, XM_016831992.2.p1, XM_016876531.2.p1
OG0001856	NM_112338.5.p1	XM_016874990.2.p1, XM_016809746.2.p1, XM_041104912.1.p1
OG0001857	NM_112363.4.p1, NM_202588.2.p1	XM_016847025.2.p1, XM_041086894.1.p1, XM_016883346.2.p1
OG0001858	NM_112971.4.p1	XM_016879280.2.p1, XM_041095462.1.p1
OG0001859	NM_202621.3.p1, NM_113066.3.p1	XM_016874072.2.p1, XM_016835518.2.p1, XM_016848971.2.p1
OG0001859	NM_124860.2.p1	XM_016819651.2.p1, XM_041109059.1.p1, XM_016859893.2.p1
OG0001860	NM_113495.3.p1	XM_016834556.2.p1, XM_016834554.2.p1, XM_016834557.2.p1, XM_016834552.2.p1, XM_041112794.1.p1, XM_016834555.2.p1, XM_041075275.1.p1
OG0001861	NM_114751.2.p1, NM_124605.4.p1, NM_118688.3.p1	XM_016887871.2.p1, XM_016829123.1.p1, XM_016854095.2.p1, XM_016881915.2.p1, XM_016869643.2.p1
OG0001862	NM_202761.3.p1	XM_041074754.1.p1, XM_041098296.1.p1
OG0001862	NM_114764.4.p1	XM_016817049.2.p1, XM_016827989.2.p1, XM_016827982.2.p1, XM_041083728.1.p1, XM_041083727.1.p1, XM_041107669.1.p1, XM_041083725.1.p1, XM_041083723.1.p1, XM_041083724.1.p1, XM_041083726.1.p1, XM_041083722.1.p1
OG0001863	NM_115649.3.p1	XM_016841939.2.p1, XM_016841746.2.p1
OG0001864	NM_117235.5.p1	XM_016900236.2.p1, XM_016860670.2.p1, XM_016857909.2.p1, XM_041098112.1.p1, NM_001327525.1.p1, XM_016881522.2.p1
OG0001864	NM_125595.4.p1	XM_016854780.2.p1
OG0001865	NM_119857.3.p1	XM_016855704.2.p1, XM_041103929.1.p1, XM_041103928.1.p1, XM_041081586.1.p1, XM_041081588.1.p1, XM_041081587.1.p1, XM_041081585.1.p1
OG0001866	NM_122219.3.p1, NM_120903.3.p1	XM_016850543.2.p1, XM_016819237.2.p1, XM_016819239.2.p1, XM_041082965.1.p1, XM_016860115.2.p1, XM_041117395.1.p1, XM_016810903.2.p1
OG0001867	NM_122428.3.p1	XM_016897485.2.p1, XM_016867110.2.p1, XM_041097096.1.p1, XM_016833979.2.p1, XM_016894951.2.p1, XM_016825986.2.p1
OG0001868	NM_124067.2.p1, NM_124066.2.p1, NM_124068.2.p1, NM_124070.2.p1, NM_124069.2.p1, NM_124064.2.p1, NM_124065.2.p1	XM_016865972.2.p1, XM_016882153.2.p1, XM_016892250.2.p1, XM_041096829.1.p1
OG0001868	NM_123222.2.p1	XM_016817870.2.p1
OG0001869	NM_125946.3.p1	XM_041079770.1.p1, XM_041089640.1.p1, XM_016885327.2.p1, XM_016822997.2.p1
OG0001870	NM_128588.5.p1	XM_041075435.1.p1, XM_041075421.1.p1, XM_041075424.1.p1, XM_041075427.1.p1, XM_041075423.1.p1, XM_041075418.1.p1, XM_041075431.1.p1, XM_041075430.1.p1, XM_041075433.1.p1, XM_041075436.1.p1, XM_041116488.1.p1, XM_041116489.1.p1, XM_041116492.1.p1, XM_041110596.1.p1, XM_041110597.1.p1, XM_041110366.1.p1, XM_016871129.2.p1, XM_041110526.1.p1, XR_005907948.1.p1, XR_005907954.1.p1, XR_005907946.1.p1, XR_005907947.1.p1, XR_005907945.1.p1, XM_016893231.2.p1, XR_005907950.1.p1, XR_005907951.1.p1, XR_005907953.1.p1, XR_005907949.1.p1, XR_001695182.2.p1, XR_005905042.1.p1, XR_001695170.2.p1, XR_005905035.1.p1, XR_001695169.2.p1, XR_005905039.1.p1, XR_005905030.1.p1, XR_005905048.1.p1, XR_005905043.1.p1, XR_005905038.1.p1, XR_001695173.2.p1, XR_005905031.1.p1
OG0001874	NM_113878.5.p1, NM_001035717.2.p1	XM_016812678.2.p1
OG0001874	NM_101242.3.p1	XM_016847830.2.p1, XM_016867254.2.p1, XM_016880658.2.p1
OG0001875	NM_122722.2.p1, NM_001035772.3.p1	XM_016864527.2.p1, XM_016883739.2.p1, XM_016895388.2.p1, XM_041093406.1.p1, XM_016856396.2.p1, XM_041087627.1.p1, XM_016882966.2.p1, XM_016824903.2.p1, XM_016824904.2.p1, XM_041111303.1.p1, XM_041111302.1.p1, XR_005912143.1.p1, XR_005912142.1.p1
OG0001876	NM_113450.5.p1, NM_001338756.1.p1, NM_101228.2.p1, NM_001198056.2.p1, NM_001035960.2.p1	XM_016847832.2.p1, XM_016880621.2.p1, XM_016867239.2.p1, XM_016867240.2.p1, XM_041083116.1.p1
OG0001877	NM_118353.3.p1	XM_016855942.2.p1
OG0001877	NM_103945.2.p1, NM_001036090.2.p1, NM_112921.4.p1	XM_041109034.1.p1, XR_005907721.1.p1, XM_041092531.1.p1, XM_016864801.2.p1, XM_016847728.2.p1
OG0001878	NM_001036497.2.p1, NM_001340388.1.p1, NM_178958.2.p1, NM_001203730.2.p1	XM_016878581.2.p1, XM_016892964.2.p1, XM_016892963.2.p1, XM_016892965.2.p1
