Orthogroup	Arabidopsis_thaliana_rna_prot	Triticum_aestivum_x_rna_prot
OG0000906	NM_001203932.1.p1, NM_001341927.1.p1, NM_001203933.2.p1	XM_044481564.1.p1, XM_044497773.1.p1, XM_044498675.1.p1, XM_044497774.1.p1, XM_044559994.1.p1, XM_044588514.1.p1, XM_044552669.1.p1, XM_044559988.1.p1, XM_044472979.1.p1
OG0000906	NM_179668.2.p1, NM_001335676.1.p1	XM_044531925.1.p1, XM_044531924.1.p1, XM_044540240.1.p1, XM_044540239.1.p1, XR_006449595.1.p1, XM_044524510.1.p1, XM_044524509.1.p1, XM_044540238.1.p1, XM_044531923.1.p1
OG0000907	NM_112660.6.p1, NM_126249.5.p1, NM_001332669.1.p1, NM_001332668.1.p1, NM_001332134.1.p1, NM_101339.5.p1, NM_001332133.1.p1, NM_201668.2.p1, NM_126250.5.p1, NM_001335083.1.p1	XM_044471999.1.p1, XM_044514678.1.p1
OG0000908	NM_101532.3.p1, NM_001332246.1.p1, NM_001332252.1.p1, NM_001332247.1.p1, NM_001334866.1.p1, NM_106550.4.p1	XM_044574100.1.p1, XM_044584812.1.p1, XM_044562652.1.p1, XM_044562651.1.p1
OG0000909	NM_001342459.1.p1, NM_119947.3.p1, NM_201783.2.p1, NM_127837.4.p1, NM_001335811.1.p1, NM_001335812.1.p1	XM_044562630.1.p1, XM_044551895.1.p1, XM_044560702.1.p1, XM_044550562.1.p1, XM_044553594.1.p1
OG0000910	NM_115208.4.p1, NM_129284.2.p1, NM_001336646.1.p1, NM_001336645.1.p1, NM_001341007.1.p1	XM_044510073.1.p1, XM_044574280.1.p1, XM_044573290.1.p1, XM_044584383.1.p1, XM_044512275.1.p1, XM_044512274.1.p1, XM_044512271.1.p1, XM_044512272.1.p1, XM_044537027.1.p1, XM_044540597.1.p1
OG0000911	NM_118129.1.p1, NM_001336887.1.p1, NM_001336886.1.p1, NM_180009.2.p1, NM_001336888.1.p1	XM_044483960.1.p1, XM_044492552.1.p1
OG0000912	NM_001342880.1.p1, NM_203013.3.p1, NM_203012.1.p1, NM_001342881.1.p1, NM_120734.4.p1, NM_001337602.1.p1, NM_111443.4.p1	XM_044526835.1.p1, XM_044543035.1.p1, XM_044534362.1.p1, XM_044523381.1.p1, XM_044523379.1.p1, XM_044539005.1.p1, XM_044539003.1.p1
OG0000913	NM_122573.4.p1, NM_001343986.1.p1, NM_111449.4.p1, NM_001337606.1.p1, NM_115727.7.p1	XM_044535484.1.p1, XM_044509921.1.p1, XM_044535483.1.p1, XM_044509922.1.p1, XM_044544140.1.p1
OG0000914	NM_001338647.1.p1, NM_113263.4.p1	XM_044563753.1.p1, XM_044587592.1.p1, XM_044551730.1.p1, XM_044594347.1.p1, XM_044594348.1.p1, XM_044478802.1.p1, XM_044514530.1.p1, XM_044478820.1.p1, XM_044594352.1.p1
OG0000915	NM_001339034.1.p1, NM_001339036.1.p1, NM_001339035.1.p1, NM_129210.1.p1	XM_044601124.1.p1, XM_044468060.1.p1
OG0000916	NM_116753.1.p1, NM_116751.4.p1, NM_001340533.1.p1, NM_001340532.1.p1, NM_111834.1.p1	XM_044600329.1.p1, XM_044600333.1.p1, XM_044600332.1.p1, XM_044463833.1.p1, XM_044475597.1.p1, XM_044472102.1.p1, XM_044467335.1.p1
OG0000917	NM_001343618.1.p1	XM_044553678.1.p1
OG0000917	NM_102980.4.p1, NM_118288.4.p1	XM_044557667.1.p1, XM_044564460.1.p1
OG0000918	NM_113718.5.p1	XM_044463127.1.p1, XM_044463128.1.p1, XM_044596542.1.p1, XM_044590411.1.p1, XM_044569065.1.p1, XM_044569066.1.p1, XM_044585967.1.p1, XM_044585970.1.p1, XM_044585968.1.p1, XM_044585969.1.p1, XM_044574854.1.p1, XM_044576724.1.p1, XM_044576720.1.p1, XM_044576722.1.p1, XM_044576721.1.p1, XM_044576723.1.p1, XM_044574853.1.p1, XM_044574852.1.p1, XM_044579440.1.p1, XM_044576849.1.p1, XM_044463077.1.p1, XM_044479508.1.p1, XM_044580798.1.p1, XM_044592206.1.p1, XM_044578232.1.p1, XM_044573519.1.p1, XM_044566271.1.p1, XM_044588082.1.p1
OG0000918	NM_123390.3.p1	XM_044471439.1.p1
OG0000919	NM_101906.4.p1, NM_127319.4.p1	XM_044551532.1.p1, XM_044589835.1.p1, XM_044554987.1.p1, XM_044554986.1.p1, XM_044511112.1.p1, XM_044530135.1.p1, XM_044522423.1.p1, XM_044511113.1.p1, XM_044520972.1.p1, XM_044530136.1.p1, XM_044515641.1.p1
OG0000920	NM_202218.3.p1, NM_102920.3.p1, NM_102919.4.p1, NM_120645.3.p1	XM_044557742.1.p1, XM_044557740.1.p1, XM_044548015.1.p1, XM_044548013.1.p1, XM_044530622.1.p1, XM_044538906.1.p1, XM_044538910.1.p1, XM_044538908.1.p1, XM_044530625.1.p1, XM_044523311.1.p1, XM_044523313.1.p1
OG0000921	NM_115522.4.p1, NM_103176.2.p1	XM_044528450.1.p1
OG0000922	NM_128206.3.p1, NM_103654.3.p1, NM_112781.3.p1, NM_103834.4.p1, NM_114899.4.p1	XM_044529706.1.p1
OG0000923	NM_105572.5.p1	XM_044579714.1.p1, XM_044567155.1.p1, XM_044525788.1.p1, XM_044541881.1.p1, XM_044525787.1.p1, XM_044541880.1.p1, XM_044533244.1.p1, XM_044525789.1.p1
OG0000924	NM_114187.5.p1, NM_122090.4.p1	XM_044577280.1.p1, XM_044466878.1.p1, XM_044599946.1.p1, XM_044510534.1.p1, XM_044570196.1.p1, XM_044581979.1.p1
OG0000924	NM_124296.3.p1, NM_116461.4.p1	XM_044507569.1.p1, XM_044519287.1.p1
OG0000925	NM_114739.2.p1, NM_122273.3.p1	XM_044535738.1.p1, XM_044544417.1.p1, XM_044544416.1.p1, XM_044509672.1.p1, XR_006441453.1.p1
OG0000926	NM_116301.3.p1	XM_044497102.1.p1, XM_044505626.1.p1, XM_044510837.1.p1, XM_044544711.1.p1, XM_044544710.1.p1, XM_044580840.1.p1, XM_044536038.1.p1, XR_006464810.1.p1, XM_044556023.1.p1, XM_044563139.1.p1, XM_044528203.1.p1, XM_044515889.1.p1, XM_044521176.1.p1
OG0000929	NM_122748.3.p1, NM_111339.3.p1, NM_001035557.2.p1, NM_128611.3.p1	XM_044517657.1.p1, XM_044512446.1.p1, XM_044508781.1.p1, XM_044523622.1.p1
OG0000930	NM_201896.2.p1, NM_129312.4.p1, NM_180240.2.p1, NM_202565.2.p1, NM_001035604.2.p1, NM_112092.3.p1	XM_044486093.1.p1, XM_044502499.1.p1, XM_044499377.1.p1, XM_044482732.1.p1, XM_044499376.1.p1, XM_044482731.1.p1, XM_044491250.1.p1
OG0000931	NM_101157.3.p1, NM_001332053.1.p1, NM_001332054.1.p1, NM_001338834.1.p1, NM_001338833.1.p1, NM_001035697.2.p1, NM_113586.4.p1	XM_044486935.1.p1, XM_044495663.1.p1, XM_044504693.1.p1, XM_044516391.1.p1, XM_044586332.1.p1, XM_044579924.1.p1
OG0000932	NM_001035927.2.p1, NM_001331791.1.p1, NM_001331792.1.p1, NM_001331793.1.p1, NM_127946.2.p1	XM_044495873.1.p1, XM_044487093.1.p1, XM_044487094.1.p1
OG0000933	NM_126013.2.p1	XM_044592454.1.p1, XM_044532198.1.p1, XM_044603665.1.p1
OG0000933	NM_113583.4.p1, NM_001338823.1.p1, NM_001338824.1.p1, NM_001338825.1.p1, NM_180706.3.p1, NM_001036801.1.p1	XM_044603002.1.p1, XM_044544039.1.p1
OG0000935	NM_001339437.1.p1, NM_001084796.1.p1, NM_125978.4.p1	XM_044499249.1.p1, XM_044491123.1.p1, XM_044499250.1.p1, XM_044491124.1.p1
OG0000936	NM_001341716.1.p1, NM_118619.3.p1, NM_001341714.1.p1	XM_044474545.1.p1
OG0000936	NM_001123748.2.p1, NM_100170.4.p1, NM_116481.3.p1	XM_044513167.1.p1, XM_044518647.1.p1
OG0000937	NM_180058.2.p1, NM_001202810.1.p1, NM_001337019.1.p1	XM_044594874.1.p1, XM_044594875.1.p1, XM_044556296.1.p1, XM_044594878.1.p1, XM_044482446.1.p1, XM_044482436.1.p1, XM_044594881.1.p1, XM_044594876.1.p1, XM_044594877.1.p1, XM_044594880.1.p1, XM_044482438.1.p1
OG0000938	NM_123757.5.p1, NM_100297.3.p1, NM_001331465.1.p1, NM_119015.4.p1, NM_001335672.1.p1, NM_001335673.1.p1, NM_100339.2.p1	XM_044509449.1.p1, XM_044509450.1.p1, XM_044542714.1.p1, XM_044565755.1.p1
OG0000939	NM_001332149.1.p1, NM_101379.5.p1	XM_044498988.1.p1, XM_044490824.1.p1
OG0000940	NM_001332367.1.p1, NM_001332366.1.p1, NM_101733.6.p1, NM_001335157.1.p1, NM_001335153.1.p1, NM_001335154.1.p1	XM_044516667.1.p1, XM_044516668.1.p1
OG0000941	NM_001344911.1.p1, NM_124464.3.p1, NM_001333657.1.p1, NM_104338.7.p1	XM_044518868.1.p1, XM_044507592.1.p1, XM_044599486.1.p1, XM_044474608.1.p1, XM_044466378.1.p1
OG0000942	NM_115158.1.p1, NM_001335273.1.p1, NM_126543.7.p1, NM_001335272.1.p1	XM_044525072.1.p1, XM_044545268.1.p1, XM_044545270.1.p1, XM_044537069.1.p1
OG0000943	NM_112127.4.p1, NM_129861.3.p1, NM_001337006.1.p1	XM_044529795.1.p1, XM_044546098.1.p1, XM_044537912.1.p1, XM_044537913.1.p1, XM_044511357.1.p1, XM_044546099.1.p1, XM_044529796.1.p1, XM_044537914.1.p1, XM_044529797.1.p1, XM_044546100.1.p1
OG0000944	NM_120027.4.p1, NM_001341648.1.p1, NM_118551.3.p1, NM_001341652.1.p1, NM_001341650.1.p1	XM_044572017.1.p1, XM_044578387.1.p1, XM_044537614.1.p1, XM_044529526.1.p1, XM_044475287.1.p1
OG0000945	NM_001344111.1.p1, NM_126607.3.p1, NM_105913.2.p1, NM_128186.3.p1	XM_044475202.1.p1, XM_044520697.1.p1, XM_044506212.1.p1, XM_044515331.1.p1, XM_044522079.1.p1, XM_044514674.1.p1
OG0000946	NM_124693.4.p1, NM_001345034.1.p1	XM_044501133.1.p1, XM_044493167.1.p1, XM_044561030.1.p1, XM_044548847.1.p1, XM_044493067.1.p1, XM_044596098.1.p1, XM_044567262.1.p1, XR_006473554.1.p1, XR_006473555.1.p1, XR_006484114.1.p1, XM_044491811.1.p1, XM_044491819.1.p1, XM_044491817.1.p1, XM_044491816.1.p1, XM_044491812.1.p1, XM_044491815.1.p1, XM_044576516.1.p1, XM_044576514.1.p1, XM_044585695.1.p1, XM_044556780.1.p1, XM_044547249.1.p1
OG0000947	NM_113373.2.p1, NM_117395.3.p1, NM_106635.4.p1, NM_104103.6.p1	XM_044488930.1.p1, XM_044481297.1.p1, XM_044488850.1.p1, XM_044501660.1.p1, XM_044590839.1.p1, XM_044547153.1.p1
OG0000948	NM_105968.3.p1, NM_120576.1.p1, NM_180436.2.p1	XR_006495476.1.p1, XR_006428068.1.p1, XM_044594987.1.p1, XM_044557445.1.p1, XM_044488537.1.p1, XM_044502280.1.p1, XM_044485856.1.p1, XM_044532048.1.p1, XM_044528890.1.p1, XM_044545193.1.p1, XM_044489187.1.p1
OG0000949	NM_123306.1.p1, NM_113839.4.p1, NM_180157.1.p1, NM_110974.5.p1	XM_044496068.1.p1, XM_044514260.1.p1, XM_044514262.1.p1, XM_044514265.1.p1, XM_044514263.1.p1, XM_044507228.1.p1, XR_006437858.1.p1, XR_006429453.1.p1, XM_044485295.1.p1, XM_044595399.1.p1, XM_044560678.1.p1
OG0000950	NM_122964.3.p1, NM_124126.3.p1, NM_117834.7.p1	XM_044515052.1.p1, XM_044506508.1.p1, XM_044520396.1.p1
OG0000950	NM_117367.3.p1, NM_113435.3.p1	XM_044545593.1.p1, XM_044529293.1.p1, XM_044571272.1.p1, XM_044575774.1.p1
OG0000951	NM_117416.3.p1	XM_044468379.1.p1, XM_044476617.1.p1, XM_044511047.1.p1, XM_044511048.1.p1, XM_044520842.1.p1, XM_044601441.1.p1, XM_044481920.1.p1, XM_044489596.1.p1, XM_044498148.1.p1, XM_044552980.1.p1, XM_044550129.1.p1, XM_044560214.1.p1, XM_044552979.1.p1, XM_044495693.1.p1, XM_044498705.1.p1, XM_044495691.1.p1, XM_044486971.1.p1
OG0000952	NM_120937.5.p1	XM_044470941.1.p1, XM_044479178.1.p1, XM_044603791.1.p1
OG0000954	NM_123523.3.p1, NM_129421.4.p1	XM_044481410.1.p1, XM_044489049.1.p1, XM_044489046.1.p1, XM_044497634.1.p1, XM_044481412.1.p1, XM_044489047.1.p1, XM_044497635.1.p1, XM_044481411.1.p1, XM_044516380.1.p1, XM_044588860.1.p1, XM_044545176.1.p1, XM_044528899.1.p1, XM_044522684.1.p1, XM_044530355.1.p1
OG0000955	NM_124078.3.p1	XM_044581576.1.p1, XM_044567658.1.p1, XM_044574523.1.p1, XM_044542515.1.p1, XM_044533938.1.p1, XM_044526436.1.p1, XM_044526434.1.p1, XM_044557610.1.p1, XM_044564243.1.p1
OG0000960	NM_001084049.2.p1	XM_044556193.1.p1, XR_006467245.1.p1, XM_044556192.1.p1, XM_044515032.1.p1, XM_044520372.1.p1, XR_006447734.1.p1, XR_006445111.1.p1, XR_006439471.1.p1, XM_044515030.1.p1, XM_044520369.1.p1, XM_044520370.1.p1, XM_044520375.1.p1, XM_044520371.1.p1, XM_044506490.1.p1
OG0000961	NM_001084516.2.p1, NM_001336316.1.p1, NM_128667.2.p1, NM_129818.4.p1, NM_102646.5.p1, NM_128958.3.p1, NM_001336483.1.p1	XM_044483486.1.p1, XM_044500048.1.p1, XM_044484793.1.p1, XM_044501261.1.p1
OG0000962	NM_123559.5.p1, NM_114795.4.p1, NM_124737.3.p1, NM_001161305.1.p1	XM_044471869.1.p1, XM_044545023.1.p1, XM_044593592.1.p1, XM_044542449.1.p1, XM_044533886.1.p1, XM_044526372.1.p1, XM_044582323.1.p1
OG0000963	NM_180882.3.p1, NM_001345297.1.p1, NM_001345298.1.p1, NM_125217.4.p1, NM_128602.5.p1, NM_001202712.2.p1	XM_044491469.1.p1, XM_044491471.1.p1, XM_044491477.1.p1, XM_044491475.1.p1, XM_044491474.1.p1, XM_044491479.1.p1, XM_044480055.1.p1, XM_044491478.1.p1, XM_044491470.1.p1, XM_044499557.1.p1, XM_044482917.1.p1, XM_044482912.1.p1, XM_044482915.1.p1, XM_044482911.1.p1
OG0000964	NM_001203516.2.p1, NM_123478.4.p1, NM_001344386.1.p1, NM_123477.5.p1, NM_001344384.1.p1, NM_113596.2.p1, NM_001338835.1.p1, NM_111069.4.p1	XM_044521304.1.p1, XM_044521302.1.p1, XM_044521309.1.p1, XM_044521305.1.p1, XM_044521307.1.p1, XM_044529363.1.p1, XM_044533663.1.p1, XM_044542254.1.p1, XM_044533664.1.p1, XM_044542252.1.p1, XM_044526171.1.p1, XM_044526170.1.p1
OG0000965	NM_100237.1.p1, NM_001335712.1.p1, NM_001335711.1.p1, NM_127653.5.p1, NM_104806.4.p1, NM_001331971.1.p1, NM_001331972.1.p1, NM_100990.4.p1	XM_044485692.1.p1, XM_044595147.1.p1, XM_044484775.1.p1, XM_044467294.1.p1, XM_044475573.1.p1
OG0000966	NM_001331993.1.p1, NM_101024.2.p1, NM_116246.3.p1, NM_103562.3.p1, NM_104855.4.p1, NM_116263.2.p1	XM_044541724.1.p1
OG0000967	NM_001332375.1.p1, NM_101741.4.p1, NM_106127.5.p1	XM_044561275.1.p1, XM_044595465.1.p1, XM_044501403.1.p1
OG0000968	NM_106649.3.p1, NM_202458.2.p1, NM_001334947.1.p1	XM_044484488.1.p1, XM_044484489.1.p1, XM_044484486.1.p1
OG0000969	NM_125875.3.p1	XM_044595451.1.p1, XM_044488167.1.p1, XM_044565610.1.p1, XM_044549183.1.p1, XM_044554212.1.p1
OG0000969	NM_111272.4.p1, NM_121827.2.p1, NM_105150.3.p1, NM_001335636.1.p1	XM_044511897.1.p1, XM_044509349.1.p1, XM_044517146.1.p1, XM_044534919.1.p1, XM_044530804.1.p1, XM_044539140.1.p1, XM_044496183.1.p1, XM_044482037.1.p1
OG0000970	NM_120410.5.p1, NM_001342698.1.p1, NM_001337847.1.p1, NM_202541.3.p1, NM_111818.4.p1, NM_179980.4.p1, NM_001336757.1.p1	XM_044565806.1.p1, XM_044559602.1.p1, XM_044559604.1.p1
OG0000971	NM_001337659.1.p1, NM_111523.3.p1	XM_044491531.1.p1, XM_044483000.1.p1, XM_044499631.1.p1
OG0000971	NM_001343345.1.p1, NM_121465.4.p1, NM_001343347.1.p1, NM_001343346.1.p1, NM_180161.2.p1	XM_044492871.1.p1, XM_044500791.1.p1
OG0000972	NM_124232.4.p1, NM_001344777.1.p1, NM_111613.5.p1, NM_001337703.1.p1	XM_044503170.1.p1, XM_044486788.1.p1, XM_044495535.1.p1, XM_044578872.1.p1
OG0000973	NM_112644.3.p1, NM_001338295.1.p1, NM_123525.4.p1, NM_001344404.1.p1, NM_118501.5.p1	XM_044536675.1.p1, XM_044528592.1.p1, XM_044539040.1.p1, XM_044523395.1.p1, XM_044530727.1.p1, XM_044546457.1.p1
OG0000974	NM_126680.4.p1, NM_122930.3.p1, NM_112910.5.p1, NM_001338461.1.p1, NM_103943.3.p1, NR_142381.1.p1, NM_119274.5.p1	XM_044570944.1.p1, XM_044573380.1.p1, XM_044553353.1.p1
OG0000975	NM_121965.4.p1	XM_044494106.1.p1, XM_044501849.1.p1, XM_044501852.1.p1, XM_044485379.1.p1
OG0000975	NM_001339539.1.p1, NM_116504.3.p1	XM_044560825.1.p1, XM_044506394.1.p1
OG0000976	NM_112225.5.p1, NM_125070.3.p1, NM_001339590.1.p1, NM_001341781.1.p1, NM_118747.3.p1, NM_001341777.1.p1, NM_001341778.1.p1, NM_001341779.1.p1, NM_001341782.1.p1, NM_001341783.1.p1, NM_179222.2.p1	XM_044500964.1.p1, XM_044492988.1.p1, XM_044556521.1.p1, XM_044546966.1.p1, XM_044563515.1.p1, XM_044567405.1.p1
OG0000977	NM_130261.3.p1, NM_116071.5.p1, NM_001340136.1.p1, NM_111465.5.p1, NM_001343974.1.p1, NM_203108.2.p1, NM_180547.3.p1, NM_104556.5.p1	XM_044535406.1.p1, XM_044546442.1.p1, XM_044527835.1.p1, XM_044474965.1.p1, XM_044599789.1.p1, XM_044466715.1.p1
OG0000978	NM_001341292.1.p1, NM_001341293.1.p1, NM_128666.5.p1	XM_044594566.1.p1, XM_044521750.1.p1, XM_044477883.1.p1, XM_044521717.1.p1, XM_044488747.1.p1, XM_044488749.1.p1, XM_044594558.1.p1, XM_044553441.1.p1, XM_044594556.1.p1, XM_044475981.1.p1, XM_044491987.1.p1, XM_044591096.1.p1, XM_044521776.1.p1, XR_006432337.1.p1
OG0000979	NM_125009.4.p1, NM_001345190.1.p1, NM_001345193.1.p1, NM_001345192.1.p1, NM_001345191.1.p1	XM_044569607.1.p1, XM_044569605.1.p1, XM_044575315.1.p1, XM_044575316.1.p1, XM_044575317.1.p1, XM_044575318.1.p1, XM_044587855.1.p1
OG0000979	NM_111145.4.p1, NM_121650.4.p1	XM_044584936.1.p1, XM_044569610.1.p1
OG0000980	NM_125521.2.p1, NM_001345465.1.p1	XM_044592133.1.p1, XM_044529258.1.p1, XM_044506606.1.p1, XM_044520250.1.p1, XM_044514888.1.p1, XM_044514887.1.p1, XM_044514886.1.p1, XM_044520248.1.p1, XM_044520249.1.p1, XM_044506604.1.p1, XM_044506603.1.p1, XM_044506605.1.p1
OG0000981	NM_116332.4.p1, NM_100018.5.p1	XM_044592908.1.p1
OG0000982	NM_113425.2.p1, NM_106330.4.p1, NM_114234.2.p1, NM_114231.1.p1, NM_101968.3.p1	XM_044479322.1.p1, XM_044597766.1.p1, XM_044472755.1.p1, XM_044464482.1.p1, XM_044472757.1.p1, XM_044464480.1.p1, XM_044472756.1.p1
OG0000984	NM_105882.3.p1	XM_044529188.1.p1, XM_044537291.1.p1, XM_044545493.1.p1, XM_044545494.1.p1, XM_044529189.1.p1, XM_044537292.1.p1, XM_044545495.1.p1, XM_044550732.1.p1, XM_044560854.1.p1, XM_044553751.1.p1, XM_044583351.1.p1, XM_044575790.1.p1, XM_044572935.1.p1, XM_044511444.1.p1, XM_044481757.1.p1
OG0000984	NM_115891.2.p1, NM_115892.4.p1, NM_130043.3.p1	XM_044550554.1.p1, XM_044560694.1.p1, XM_044553608.1.p1
OG0000985	NM_111393.3.p1, NM_122624.4.p1	XM_044498247.1.p1, XM_044537289.1.p1, XM_044545490.1.p1, XM_044529187.1.p1, XM_044560420.1.p1, XM_044552066.1.p1, XM_044553239.1.p1
OG0000986	NM_129157.3.p1, NM_111997.3.p1, NM_120715.3.p1, NM_129098.1.p1	XM_044495094.1.p1, XM_044480215.1.p1, XM_044471059.1.p1, XM_044479281.1.p2, XM_044603893.1.p1, XM_044479280.1.p1, XM_044573078.1.p1, XM_044577706.1.p1
OG0000987	NM_113191.2.p1, NM_116203.3.p1	XM_044526018.1.p1, XM_044526014.1.p1, XM_044533515.1.p1, XM_044595247.1.p1, XM_044486450.1.p1, XM_044595248.1.p1, XM_044559661.1.p1, XM_044559645.1.p1
OG0000988	NM_115457.3.p1, NM_129573.2.p1	XM_044549342.1.p1, XM_044594056.1.p1, XM_044476139.1.p1, XM_044507243.1.p1, XM_044514233.1.p1, XM_044519600.1.p1, XM_044599200.1.p1, XM_044466012.1.p1, XR_006419286.1.p1
OG0000989	NM_116232.5.p1, NM_130079.3.p1	XM_044582139.1.p1, XM_044510769.1.p1, XM_044547469.1.p1, XM_044474650.1.p1, XM_044521260.1.p1, XM_044592039.1.p1, XM_044528281.1.p1, XM_044515973.1.p1, XM_044547792.1.p1
OG0000990	NM_128075.7.p1, NM_119343.4.p1	XM_044505886.1.p1, XM_044563055.1.p1, XM_044577177.1.p1, XM_044570467.1.p1, XM_044583764.1.p1, XM_044587669.1.p1, XM_044588611.1.p1, XM_044587668.1.p1, XM_044573327.1.p1, XM_044575256.1.p1, XM_044572494.1.p1, XM_044558933.1.p1, XM_044548873.1.p1
OG0000991	NM_128909.3.p1	XM_044601395.1.p1, XM_044468325.1.p1, XM_044494915.1.p1, XM_044502502.1.p1, XM_044526162.1.p1, XM_044533655.1.p1
OG0000994	NM_001035780.3.p1, NM_001339659.1.p1	XM_044497629.1.p1, XM_044480189.1.p1, XM_044489037.1.p1, XM_044524609.1.p1, XM_044540416.1.p1
OG0000995	NM_179290.3.p1, NM_100786.4.p1	XM_044466069.1.p1, XM_044507308.1.p1, XM_044519520.1.p1
OG0000995	NM_105512.3.p1, NM_001036175.2.p1	XM_044500838.1.p1, XM_044492765.1.p1, XM_044492764.1.p1, XM_044492762.1.p1
OG0000996	NM_001203656.2.p1, NM_125513.2.p1, NM_001125997.1.p1, NM_001342966.1.p1, NM_001036773.2.p1	XM_044597053.1.p1, XM_044467028.1.p1, XM_044467026.1.p1, XM_044600077.1.p1, XM_044475297.1.p1, XM_044475295.1.p1, XM_044475296.1.p1, XM_044467025.1.p1, XM_044467024.1.p1
OG0000997	NM_001124082.1.p1, NM_130074.3.p1, NM_105241.4.p1	XM_044471633.1.p1, XM_044596685.1.p1, XM_044471634.1.p1, XM_044465955.1.p1, XM_044471746.1.p1, XM_044462350.1.p1, XM_044463293.1.p1, XM_044462746.1.p1, XM_044462143.1.p1, XM_044464376.1.p1, XM_044597686.1.p1, XM_044472654.1.p1, XM_044560711.1.p1, XM_044464375.1.p1, XM_044472652.1.p1
OG0000998	NM_001339436.1.p1, NM_001125329.2.p1	XM_044485865.1.p1, XM_044600835.1.p1, XM_044600834.1.p1, XM_044600833.1.p1, XM_044600825.1.p1, XM_044600826.1.p1, XM_044600829.1.p1, XM_044600832.1.p1, XM_044600830.1.p1, XM_044577862.1.p1, XM_044494660.1.p1, XM_044494659.1.p1, XM_044494655.1.p1, XM_044494658.1.p1, XM_044577856.1.p1, XM_044577861.1.p1, XM_044485863.1.p1, XM_044485862.1.p1
OG0000999	NM_100081.5.p1, NM_001197959.1.p1, NM_001331318.1.p1, NM_001331319.1.p1, NM_001331320.1.p1	XM_044490031.1.p1
OG0000999	NM_101108.4.p1	XM_044474037.1.p1, XM_044598978.1.p1, XM_044465784.1.p1, XM_044556901.1.p1, XM_044556905.1.p1, XM_044563659.1.p1, XM_044547125.1.p1, XM_044563654.1.p1, XM_044563656.1.p1, XM_044547122.1.p1, XM_044547123.1.p1, XM_044547121.1.p1
OG0001000	NM_001333118.1.p1, NM_001333119.1.p1, NM_103195.4.p1, NM_001333117.1.p1	XM_044476948.1.p1
OG0001001	NM_130214.3.p1, NM_201971.3.p1, NM_001202833.1.p1, NM_122330.2.p1	XM_044578887.1.p1, XM_044567033.1.p1
OG0001002	NM_001334535.1.p1, NM_001334534.1.p1, NM_105908.4.p1, NM_001332302.1.p1, NM_101601.4.p1	XM_044604261.1.p1
OG0001003	NM_179405.4.p1, NM_102922.5.p1, NM_001332982.1.p1, NM_118031.4.p1, NM_179077.2.p1, NM_001341325.1.p1	XM_044546740.1.p1, XM_044473740.1.p1
OG0001004	NM_127426.3.p1	XM_044548806.1.p1, XM_044565357.1.p1, XM_044558792.1.p1
OG0001005	NM_179756.4.p1, NM_128237.3.p1, NM_001336085.1.p1, NM_179757.2.p1, NM_001336086.1.p1	XM_044540459.1.p1, XM_044524566.1.p1, XM_044532020.1.p1
OG0001006	NM_001336323.1.p1, NM_128673.5.p1	XM_044534186.1.p1, XM_044526666.1.p1, XM_044542796.1.p1, XM_044534185.1.p1
OG0001006	NM_123244.4.p1	XM_044539644.1.p1, XM_044467710.1.p1, XM_044510280.1.p1, XM_044515443.1.p1
OG0001007	NM_127420.2.p1, NM_001338123.1.p1, NM_001338122.1.p1, NM_112313.3.p1, NM_114027.3.p1, NM_113869.2.p1, NM_112311.2.p1, NM_127418.2.p1, NR_142395.1.p1	XM_044600149.1.p1
OG0001008	NM_122146.4.p1	XM_044586819.1.p1, XM_044553988.1.p1, XM_044513569.1.p1, XM_044529770.1.p1, XM_044537874.1.p1, XM_044546060.1.p1
OG0001009	NM_101255.2.p1, NM_001342964.1.p1, NM_125514.5.p1, NM_001345457.1.p1	XM_044604267.1.p1, XM_044600079.1.p1, XM_044475299.1.p1, XM_044475298.1.p1, XM_044489201.1.p1, XM_044481556.1.p1, XM_044569413.1.p1, XM_044584828.1.p1, XM_044510476.1.p1
OG0001010	NM_120882.4.p1, NM_001342974.1.p1, NM_125506.5.p1, NM_101723.4.p1	XM_044546039.1.p1, XM_044529750.1.p1, XM_044537856.1.p1, XM_044560390.1.p2, XM_044551955.1.p2, XM_044553193.1.p1, XM_044600060.1.p1, XM_044475278.1.p1, XM_044467000.1.p1, XM_044523115.1.p1
OG0001011	NM_101250.4.p1, NM_001344285.1.p1, NM_123284.4.p1	XM_044475275.1.p1, XM_044466992.1.p1, XM_044600057.1.p1
OG0001012	NM_001344624.1.p1, NM_001344625.1.p1	XM_044594379.1.p1, XM_044594376.1.p1, XM_044551933.1.p1
OG0001013	NM_124966.3.p1, NM_001345162.1.p1	XR_006442816.1.p1, XR_006442817.1.p1, XM_044517725.1.p1, XM_044517723.1.p1, XM_044517739.1.p1, XM_044517728.1.p1, XM_044517727.1.p1, XM_044517731.1.p1, XM_044517738.1.p1, XM_044517729.1.p1, XM_044517737.1.p1, XM_044517736.1.p1, XM_044517734.1.p1, XM_044508685.1.p1, XM_044508680.1.p1, XM_044508686.1.p1, XM_044508679.1.p1
OG0001014	NM_101688.3.p1, NM_106012.6.p1, NM_101355.3.p1, NM_126228.5.p1	XM_044564821.1.p1, XM_044548275.1.p1, XM_044558071.1.p1, XM_044569967.1.p1, XM_044587310.1.p1
