Orthogroup	Arabidopsis_thaliana_rna_prot	Citrus_sinensis_rna_prot
OG0001001	NM_122330.2.p1	XM_006476306.4.p1, XM_006493244.4.p1
OG0001002	NM_001334535.1.p1, NM_001334534.1.p1, NM_105908.4.p1, NM_001332302.1.p1, NM_101601.4.p1	XM_025100847.2.p1
OG0001003	NM_179405.4.p1, NM_102922.5.p1, NM_001332982.1.p1, NM_118031.4.p1, NM_179077.2.p1, NM_001341325.1.p1	XM_052432459.1.p1, XM_052441481.1.p1, XM_015528190.3.p1
OG0001004	NM_001333882.1.p1, NM_104705.4.p1, NM_001333884.1.p1, NM_001333883.1.p1, NM_102235.2.p1, NM_105697.4.p1, NM_001334443.1.p1	XM_015529877.3.p1, XM_052437006.1.p1, XM_006476688.4.p1, XM_052437005.1.p1, XM_052437007.1.p1, XM_025098606.2.p1, XM_006483754.4.p1
OG0001004	NM_127426.3.p1	XM_006474056.4.p1
OG0001005	NM_179756.4.p1, NM_128237.3.p1, NM_001336085.1.p1, NM_179757.2.p1, NM_001336086.1.p1	XM_006488954.4.p1
OG0001006	NM_001336323.1.p1, NM_128673.5.p1	XM_025101020.2.p1, XM_025101019.2.p1, XM_025101021.2.p1, XM_006483345.4.p1
OG0001006	NM_123244.4.p1	XM_006468661.4.p1
OG0001007	NM_127420.2.p1, NM_001338123.1.p1, NM_001338122.1.p1, NM_112313.3.p1, NM_114027.3.p1, NM_113869.2.p1, NM_112311.2.p1, NM_127418.2.p1, NR_142395.1.p1	XM_006466656.4.p1
OG0001008	NM_122146.4.p1	XM_052439962.1.p1, XM_006485101.3.p1, XM_006487868.4.p1
OG0001008	NM_001343524.1.p1, NM_111238.3.p1, NM_001341772.1.p1, NM_103173.3.p1	XM_006479271.2.p1, XM_006479270.3.p1
OG0001009	NM_101255.2.p1	XM_006482994.4.p1, XM_025100601.2.p1
OG0001009	NM_001342964.1.p1, NM_125514.5.p1, NM_001345457.1.p1	XM_052437923.1.p1
OG0001010	NM_120882.4.p1, NM_001342974.1.p1, NM_125506.5.p1, NM_101723.4.p1	XM_006477594.4.p1
OG0001011	NM_101250.4.p1	XM_052439974.1.p1
OG0001012	NM_001344624.1.p1, NM_001344625.1.p1	XM_006464416.4.p1
OG0001013	NM_124966.3.p1, NM_001345162.1.p1	XM_052434294.1.p1, XM_052434296.1.p1, XM_052434297.1.p1, XM_006474814.4.p1, XM_025097788.2.p1, XM_052434293.1.p1
OG0001014	NM_101355.3.p1, NM_126228.5.p1	XM_052434977.1.p1
OG0001015	NM_101544.5.p1	XM_052431607.1.p1, XM_052431612.1.p1, XM_052431605.1.p1, XM_052431610.1.p1, XM_052431606.1.p1, XM_052431523.1.p1, XM_052431530.1.p1, XM_052431532.1.p1, XM_052431527.1.p1, XM_052431525.1.p1, XM_052431528.1.p1
OG0001016	NM_113327.3.p1	XM_006489747.3.p1
OG0001016	NM_117945.3.p1, NM_102749.3.p1	NM_001288939.1.p1
OG0001016	NM_112304.3.p1	NM_001288935.2.p1
OG0001017	NM_117116.4.p1, NM_103037.4.p1, NM_114807.5.p1	XM_006478025.3.p1
OG0001017	NM_112074.3.p1, NM_121388.9.p1	XM_052442305.1.p1, XM_006471192.4.p1, XM_006481928.4.p1
OG0001018	NM_106593.4.p1, NM_202446.1.p1, NM_104310.4.p1, NM_112110.4.p1	XM_006493687.3.p1
OG0001019	NM_127170.1.p1, NM_127171.2.p1, NM_112769.3.p1	XM_006487118.4.p1
OG0001020	NM_180923.1.p1, NM_180922.1.p1, NM_125703.4.p1	XM_006476793.4.p1, XM_025098034.2.p1, XM_006476794.4.p1
OG0001020	NM_113681.2.p1	XM_052435270.1.p1, XM_006470196.4.p1, XM_006470195.4.p1, XM_052435269.1.p1, XM_006470194.4.p1
OG0001021	NM_115556.4.p1, NM_115557.3.p1, NM_129689.2.p1	XM_006494328.4.p1
OG0001022	NM_115988.3.p1, NM_130144.4.p1, NM_116291.5.p1, NM_179204.2.p1	XM_006491000.4.p1
OG0001023	NM_125496.3.p1	XM_006477610.4.p1
OG0001024	NM_179815.3.p1	XM_006491867.4.p1
OG0001024	NM_119353.4.p1	XM_006481129.4.p1, XM_006481127.4.p1, XM_025099808.2.p1
OG0001025	NM_123625.4.p1	XM_006473391.4.p1
OG0001025	NM_126063.3.p1, NM_127942.3.p1, NM_119846.4.p1	XM_006466652.4.p1
OG0001026	NM_121880.4.p1	XM_025102556.2.p1
OG0001027	NM_148409.2.p1, NM_127786.3.p1	XM_006464188.2.p1
OG0001027	NM_122121.3.p1, NM_128266.2.p1	XM_006470378.4.p1
OG0001028	NM_129609.3.p1	XM_006486453.4.p1
OG0001030	NM_126255.4.p1, NM_001035872.3.p1	XM_025093034.2.p1
OG0001031	NM_001035944.2.p1, NM_100969.4.p1, NM_104774.6.p1	XM_006470952.4.p1
OG0001031	NM_125760.2.p1, NM_120946.5.p1	XM_006466133.4.p1
OG0001032	NM_180041.5.p1	XM_006468953.4.p1
OG0001032	NM_001036102.3.p1, NM_112356.4.p1	XM_006487390.4.p1
OG0001033	NM_119759.4.p1, NM_179173.4.p1, NM_001335558.1.p1, NM_001335559.1.p1, NM_001036290.2.p1, NM_001335560.1.p1	XM_006466937.4.p1, XR_003067165.1.p1
OG0001034	NM_104547.4.p1, NM_001084261.1.p1	XM_025100161.2.p1, XM_006480218.4.p1, XM_052443561.1.p1, XM_006480219.4.p1
OG0001034	NM_001332601.1.p1, NM_102193.4.p1	XM_006483822.4.p1
OG0001035	NM_001125034.1.p1, NM_129886.4.p1, NM_180390.3.p1	XM_052438020.1.p1, XM_052438019.1.p1, XM_006478786.4.p1, XM_006478787.4.p1
OG0001036	NM_124300.4.p1, NM_111556.4.p1, NM_001161122.1.p1	XM_052442143.1.p1
OG0001036	NM_001337603.1.p1, NM_111444.5.p1, NM_122581.3.p1	XM_052436727.1.p1, XM_052440408.1.p1
OG0001037	NM_001339004.1.p1, NM_123313.5.p1, NM_001339005.1.p1, NM_001203068.2.p1, NM_113833.4.p1	XM_006482575.4.p1
OG0001037	NM_102430.5.p1	XM_006483045.4.p1
OG0001038	NM_128552.4.p1, NM_179808.2.p1	XM_025102419.2.p1
OG0001038	NM_111953.3.p1, NM_001203301.2.p1	XM_006480990.4.p1
OG0001039	NM_001345079.1.p1, NM_124791.3.p1	XM_006464602.4.p1
OG0001040	NM_001331536.1.p1, NM_001331537.1.p1	XM_015527527.3.p1
OG0001040	NM_117612.3.p1	XR_008052231.1.p1, XR_008052230.1.p1, XM_052434623.1.p1, XR_008052233.1.p1, XM_052434624.1.p1, XR_008052234.1.p1, XR_008052232.1.p1
OG0001041	NM_101376.4.p1, NM_001332147.1.p1, NM_001332146.1.p1	XR_003063981.2.p1, XM_006468693.4.p1
OG0001041	NM_001334602.1.p1, NM_106034.3.p1	XM_025098764.2.p1, XM_052436966.1.p1, XM_052436967.1.p1, XM_006477708.3.p1
OG0001042	NM_202133.1.p1, NM_001332386.1.p1, NM_106153.4.p1, NM_001334673.1.p1	XM_006465821.3.p1, XM_006465820.3.p1, XM_006474637.4.p1
OG0001043	NM_119158.4.p1, NM_001335622.1.p1, NM_001341993.1.p1	XM_052441858.1.p1, XM_052442589.1.p1, XM_006474176.4.p1
OG0001044	NM_121491.3.p1	XM_006470423.2.p1
OG0001044	NM_114670.2.p1	XM_006477477.4.p1
OG0001044	NM_119182.4.p1	XM_006474057.4.p1
OG0001045	NM_001338430.1.p1, NM_001338429.1.p1	XM_006493352.4.p1, XR_003062734.2.p1
OG0001047	NM_001343923.1.p1, NM_001343924.1.p1, NM_001343177.1.p1, NM_121168.5.p1	XM_015529651.2.p1
OG0001047	NM_106686.3.p1, NM_101426.5.p1	XM_025094822.2.p1, XM_025094820.2.p1
OG0001048	NM_121452.4.p1, NM_111028.3.p1, NM_113670.4.p1	XM_006470160.4.p1, XM_052435219.1.p1
OG0001048	NM_105458.3.p1, NM_101170.4.p1	XM_006483890.4.p1
OG0001049	NM_119189.1.p1, NM_179714.5.p1, NM_118944.3.p1	XM_015529001.2.p1
OG0001049	NM_101710.3.p1	XM_006485782.2.p1
OG0001050	NM_129933.4.p1	XM_006493980.4.p1
OG0001050	NM_103508.5.p1	XM_006472861.3.p1
OG0001051	NM_111092.4.p1, NM_121579.4.p1	XM_006482379.4.p1
OG0001052	NM_111358.4.p1, NM_122698.5.p1	XM_025096501.2.p1
OG0001053	NM_124125.4.p1	XM_025095221.2.p1, XM_006467258.4.p1, XM_006467254.4.p1, XM_006467255.4.p1, XM_006467257.4.p1
OG0001056	NM_001035548.1.p1, NM_111143.3.p1, NM_001035547.2.p1	XM_006480375.4.p1, XM_006480374.4.p1, XM_015531017.2.p1
OG0001058	NM_001035818.3.p1, NM_001337039.1.p1, NM_001337041.1.p1, NM_001161101.2.p1, NM_001337038.1.p1	XM_015530554.3.p1, XM_025099503.2.p1
OG0001059	NM_001342559.1.p1, NM_120149.4.p1	XM_006464165.4.p1
OG0001059	NM_001036219.1.p1, NM_001198495.1.p1, NM_106465.4.p1, NM_103280.5.p1, NM_001333167.1.p1, NM_001333168.1.p1	XM_006472556.4.p1, XM_025096776.2.p1
OG0001060	NM_128684.5.p1, NM_001036377.1.p1, NM_001036376.1.p1, NM_001331616.1.p1	XM_052443361.1.p1, XM_006493500.4.p1, XM_015530842.3.p1, XM_006479496.4.p1
OG0001061	NM_001036465.2.p1, NM_001337126.1.p1, NM_180102.2.p1, NM_001337125.1.p1	XM_006490855.4.p1
OG0001061	NM_179090.4.p1	XM_025098695.2.p1
OG0001062	NM_102273.3.p1, NM_121312.3.p1	XM_006484094.4.p1
OG0001062	NM_001084290.2.p1, NM_001332017.1.p1	XM_006469528.4.p1, XM_006467289.4.p1
OG0001063	NM_001125435.1.p1, NM_116298.4.p1, NM_115979.5.p1	XM_006490283.4.p1, XM_025102886.2.p1, XM_006490282.4.p1, XM_052433754.1.p1, XM_006490285.4.p1, XM_015534038.3.p1, XM_006490957.4.p1
OG0001064	NM_118080.3.p1, NM_001344595.1.p1, NM_001161291.1.p1, NM_123887.4.p1	XM_006468358.4.p1, XM_052433443.1.p1
OG0001065	NM_118544.4.p1	XM_052438559.1.p1
OG0001065	NM_001203603.2.p1, NM_001345063.1.p1, NM_001345061.1.p1, NM_122346.3.p1	XM_052438707.1.p1, XM_052438699.1.p1, XM_052438700.1.p1
OG0001066	NM_116491.3.p1, NM_001203732.1.p1	XM_006479835.4.p1
OG0001067	NM_001203976.1.p1, NM_119503.2.p1	XM_025093486.2.p1, XM_025093491.2.p1, XM_006464862.4.p1
OG0001067	NM_103539.2.p1, NM_180650.3.p1, NM_106397.5.p1	XM_006472745.4.p1, XM_006472744.4.p1, XM_006472740.4.p1
OG0001068	NM_001333631.1.p1, NM_104288.3.p1, NM_001333630.1.p1, NM_115417.5.p1, NM_001339735.1.p1	XM_052438502.1.p1, XM_052438500.1.p1, XM_052438501.1.p1, XM_052438504.1.p1
OG0001069	NM_105265.5.p1	XM_006494512.3.p1
OG0001069	NM_121463.5.p1	XM_052434756.1.p1
OG0001070	NM_120083.5.p1	XM_052432405.1.p1, XM_052432412.1.p1, XM_052432406.1.p1, XM_052432407.1.p1, XM_052432408.1.p1
OG0001070	NM_106185.2.p1, NM_001334681.1.p1, NM_106183.4.p1	XM_006473462.4.p1, XM_006482407.4.p1
OG0001071	NM_129350.4.p1, NM_001336682.1.p1, NM_115262.3.p1	XM_006480862.3.p1
OG0001071	NM_201831.2.p1, NM_001336212.1.p1	XM_006488369.4.p1
OG0001072	NM_129113.5.p1, NM_001336563.1.p1, NM_001336562.1.p1, NM_102925.3.p1, NM_127672.5.p1	XM_052440518.1.p1, XM_052440521.1.p1, XM_052440519.1.p1
OG0001073	NM_001337754.1.p1, NM_001337753.1.p1, NM_111675.6.p1	XM_006494008.3.p1
OG0001073	NM_129686.2.p1, NM_115555.2.p1	XM_006477534.2.p1
OG0001074	NM_001342904.1.p1, NM_001342905.1.p1, NM_001342903.1.p1, NM_001342906.1.p1, NM_001342907.1.p1, NM_120760.3.p1, NM_001337976.1.p1, NM_112048.4.p1	XM_006492596.4.p1, XM_006492804.4.p1, XM_006492803.4.p1
OG0001075	NM_117684.6.p1, NM_001338250.1.p1, NM_001338249.1.p1	XM_006488989.4.p1
OG0001077	NM_001341925.1.p1, NM_001341926.1.p1	XM_006489613.4.p1, XM_006479418.4.p1, XM_052437578.1.p1, XM_015530840.3.p1
OG0001078	NM_001343018.1.p1, NM_120942.3.p1	XM_006468620.4.p1, XR_003064013.2.p1, XM_025095494.2.p1, XM_006468621.4.p1
OG0001079	NM_001344395.1.p1, NM_105042.5.p1	XM_006491035.3.p1, XM_052438921.1.p1, XM_006476498.4.p1
OG0001080	NM_104810.3.p1, NM_100997.2.p1	XM_006469794.3.p1, XM_006467823.4.p1
OG0001080	NM_112015.3.p1, NM_202559.3.p1, NM_115100.3.p1	XM_006481549.4.p1
OG0001081	NM_115611.2.p1, NM_180028.3.p1	XM_006489884.3.p1
OG0001081	NM_111676.4.p1	XM_025100519.2.p1
OG0001082	NM_112283.2.p1	XM_006493378.4.p1, XM_006493379.4.p1
OG0001082	NM_115229.4.p1	XM_025097907.2.p1, XM_006474504.4.p1, XM_025097181.2.p1, XM_025097179.2.p1, XM_006474506.4.p1, XM_006474508.4.p1, XM_006474509.4.p1, XM_052442675.1.p1
OG0001083	NM_112520.4.p1	XM_025095056.2.p1, XM_025095049.2.p1
OG0001084	NM_179624.2.p1, NM_127038.2.p1, NM_127036.5.p1	XM_006486858.4.p1
OG0001084	NM_128582.2.p1, NM_115145.2.p1	XM_006481137.2.p1, XM_025100182.2.p1
OG0001085	NM_116342.3.p1, NM_130190.3.p1, NM_180118.2.p1	XM_025092511.2.p1, XM_006491160.4.p1, XM_006491163.4.p1
OG0001086	NM_180865.1.p1	XM_006474840.4.p1, XM_025097598.2.p1, XM_015527715.3.p1, XM_006470341.4.p1
OG0001090	NM_001035824.3.p1, NM_202736.3.p1, NM_115905.4.p1	XR_008053513.1.p1, XR_008053515.1.p1, XR_008053512.1.p1, XR_008053516.1.p1, XR_008053514.1.p1, XM_006464388.4.p1
OG0001091	NM_129007.2.p1, NM_001036035.2.p1, NM_102743.3.p1	XM_006467404.4.p1
OG0001091	NM_106491.2.p1	XM_006477863.4.p1
OG0001092	NM_001343873.1.p1, NM_001036859.4.p1, NM_001343874.1.p1	XM_006491923.3.p1
OG0001092	NM_115401.3.p1	XM_006486424.4.p1
OG0001093	NM_118928.4.p1, NM_179130.3.p1, NM_001125953.1.p1, NM_124721.4.p1, NM_001345055.1.p1, NM_001345054.1.p1, NM_001036991.2.p1	XM_025099267.2.p1, XM_006477993.4.p1, XM_006477991.4.p1, XM_052438616.1.p1
OG0001094	NM_124762.3.p1, NM_112393.3.p1	XM_006464706.4.p1
OG0001094	NM_128937.3.p1, NM_102593.3.p1, NM_001123896.2.p1	XM_025095592.2.p1
OG0001095	NM_001125073.2.p1, NM_001337304.1.p1, NM_121551.4.p1	XM_025099659.2.p1, XM_006482622.4.p1
OG0001096	NM_001343819.1.p1, NM_001343820.1.p1, NM_122275.4.p1, NM_001339384.1.p1, NM_114745.6.p1, NM_180683.3.p1	XM_006485047.4.p1
OG0001096	NM_121329.6.p1	XM_006482944.4.p1, XM_025101188.2.p1
OG0001096	NM_001340602.1.p1	XM_025096871.2.p1
OG0001097	NM_180837.3.p1, NM_001125941.1.p1	XM_006489956.4.p1, XM_025102790.2.p1
OG0001098	NM_001333651.1.p1, NM_115184.5.p1, NM_001198331.1.p1, NM_001333819.1.p1, NM_104600.3.p1, NM_104325.3.p1, NM_001335998.1.p1, NM_128104.5.p1, NM_001335999.1.p1, NM_001344829.1.p1, NM_001344828.1.p1, NM_124306.5.p1, NM_001334635.1.p1, NM_106077.4.p1, NM_106079.2.p1, NM_001160846.1.p1, NM_001331697.1.p1, NM_001331698.1.p1	XM_006492060.4.p1, XM_015534537.3.p1, XM_015534536.3.p1, XM_052435729.1.p1
OG0001099	NM_001198312.2.p1, NM_104425.1.p1, NM_001333715.1.p1, NM_001333713.1.p1, NM_001198311.2.p1, NM_112192.5.p1	XM_006488890.4.p1
OG0001099	NM_180905.3.p1	XM_006479039.4.p1
OG0001100	NM_124642.4.p1	XM_006476441.4.p1, XM_006490568.4.p1
OG0001100	NM_124983.4.p1, NM_124985.5.p1, NM_001203624.1.p1, NM_124982.3.p1	NM_001288915.1.p1
OG0001101	NM_105476.5.p1, NM_102311.7.p1, NM_001332663.1.p1, NM_126236.4.p1	XM_006469189.4.p1
OG0001102	NM_001333723.1.p1, NM_001333722.1.p1, NM_179485.2.p1, NM_104445.3.p1	XM_025097747.2.p1, XM_006474705.4.p1
OG0001103	NM_100883.3.p1, NM_001333840.1.p1, NM_001333842.1.p1	XM_006472283.4.p1, XM_025096309.2.p1, XM_052441793.1.p1, XR_008054890.1.p1
OG0001104	NM_104710.5.p1, NM_001333887.1.p1, NM_001333888.1.p1, NM_001333889.1.p1	XM_052439237.1.p1, XM_006483771.3.p1, XM_025101371.2.p1
OG0001105	NM_001337405.1.p1, NM_203057.1.p1, NM_121591.5.p1	XM_006482246.4.p1, XM_025100022.2.p1
OG0001105	NM_102377.4.p1	XM_006484323.4.p1
OG0001106	NM_001337442.1.p1, NM_111159.3.p1, NM_001337443.1.p1, NM_001337444.1.p1, NM_121673.5.p1	XM_006494873.4.p1
OG0001107	NM_100795.4.p1	XM_006472159.4.p1
OG0001108	NM_202526.2.p1, NM_001337759.1.p1	XM_015531827.3.p1, XM_006482832.4.p1, XM_006482831.4.p1, XM_006482833.4.p1, XM_052439583.1.p1, XM_025101041.2.p1, XM_015531820.3.p1, XM_015531821.3.p1, XM_052439582.1.p1
OG0001109	NM_001338718.1.p1, NM_113400.4.p1	XM_006479210.4.p1, XM_006479208.4.p1
OG0001110	NM_123905.2.p1, NM_203158.2.p1, NM_001344615.1.p1, NM_001344616.1.p1, NM_203159.1.p1, NM_001341330.1.p1, NM_118038.5.p1, NM_114456.3.p1	XM_006482348.4.p1
OG0001111	NM_125292.4.p1, NM_128505.5.p1	XM_006488368.4.p1, XM_006488367.4.p1
OG0001111	NM_001342571.1.p1, NM_120180.5.p1, NM_180417.4.p1	XM_006480858.4.p1
OG0001112	NM_119980.3.p1	XM_006486774.3.p1
OG0001112	NM_001343473.1.p1, NM_111175.3.p1	XM_052436369.1.p1, XM_006478866.4.p1, XM_052436368.1.p1
OG0001113	NM_001345123.1.p1	XM_006474912.4.p1
OG0001114	NM_123510.4.p1, NM_117206.4.p1, NM_118478.5.p1	XM_052438293.1.p1, XM_006476452.4.p1
OG0001115	NM_104925.2.p1, NM_101079.2.p1	XM_006467272.4.p1
OG0001115	NM_111667.4.p1	XM_052434825.1.p1
OG0001117	NM_102245.2.p1	XM_025101561.2.p1, XM_025101560.2.p1, XM_006483749.4.p1
OG0001117	NM_123389.4.p1	XM_006476684.4.p1, XM_006470315.4.p1
OG0001118	NM_102587.2.p1, NM_102588.3.p1, NM_201863.2.p1, NM_128934.3.p1	XM_006472469.4.p1
OG0001119	NM_103810.2.p1, NM_103811.4.p1, NM_103812.1.p1, NM_180279.4.p1	XM_006464803.4.p1, XM_006464498.4.p1, XM_052443983.1.p1, XM_006464804.4.p1, XM_006464501.4.p1
OG0001119	NM_103813.4.p1	XM_006464502.4.p1
OG0001120	NM_114148.3.p1	XM_006490776.3.p1
OG0001121	NM_120067.7.p1	XM_006487266.4.p1
OG0001121	NM_106207.4.p1	XM_006473526.4.p1
OG0001122	NM_120980.3.p1	XM_006493829.2.p1
OG0001122	NM_120159.3.p1	XM_006466175.3.p1
OG0001122	NM_106471.6.p1	XM_006472533.4.p1, XM_006472534.4.p1
OG0001123	NM_111248.5.p1	XM_006485505.4.p1, XM_006479099.4.p1
OG0001124	NM_129564.3.p1, NM_115048.7.p1	XM_006486271.4.p1, XM_006480954.4.p1
OG0001124	NM_127641.4.p1	XM_052434919.1.p1
OG0001125	NM_116772.4.p1, NM_202853.3.p1, NM_118235.4.p1	XM_006468248.4.p1, XM_006468246.4.p1
OG0001126	NM_127583.5.p1, NM_202904.2.p1	XM_052437454.1.p1
OG0001127	NM_180860.2.p1	XM_006475234.4.p1
OG0001131	NM_001344270.1.p1, NM_001344269.1.p1, NM_113938.3.p1, NM_001339051.1.p1, NM_001035718.1.p1	XM_006472276.4.p1, XM_052441715.1.p1, XM_006482398.4.p1
OG0001132	NM_114511.4.p1, NM_001035743.2.p1, NM_125319.3.p1, NM_001345342.1.p1, NM_001345343.1.p1, NM_128436.5.p1, NM_201826.3.p1	XM_006488224.4.p1, XM_006488223.4.p1
OG0001133	NM_001036084.2.p1, NM_103820.4.p1, NM_112768.3.p1	XM_006487093.4.p1
OG0001133	NM_104107.3.p1, NM_112480.4.p1	XM_006475565.4.p1, XM_025097264.2.p1
OG0001134	NM_001125794.3.p1, NM_122258.3.p1	XR_008054346.1.p1, XR_371247.4.p1, XM_025100674.2.p1, XM_025100675.2.p1, XR_003066296.2.p1, XM_052440307.1.p1, XM_015532146.3.p1
OG0001134	NM_111227.4.p1	XM_052439102.1.p1, XM_052439101.1.p1, XM_025101052.2.p1, XM_052439104.1.p1
OG0001135	NM_001335824.1.p1, NM_179701.2.p1, NM_001335825.1.p1, NM_119943.3.p1	XM_052442428.1.p1, XM_025097067.2.p1, XM_006472296.4.p1
OG0001136	NM_001332836.1.p1, NM_001332837.1.p1, NM_001198181.1.p1, NM_102653.4.p1	XM_006467591.4.p1
OG0001137	NM_106301.4.p1, NM_001334729.1.p1, NM_001198482.2.p1, NM_001332476.1.p1, NM_101944.3.p1	XM_006473801.4.p1
OG0001138	NM_001202966.1.p1, NM_112342.4.p1, NM_104225.2.p1, NM_106508.3.p1	XM_006477763.4.p1
OG0001139	NM_120535.3.p1	XM_006485939.4.p1
OG0001139	NM_001331724.1.p1, NM_128424.3.p1, NM_001336183.1.p1	XM_006488177.4.p1
OG0001140	NM_102957.4.p1, NM_001333001.1.p1	XM_006471455.4.p1, XM_025097001.2.p1
OG0001141	NM_117032.4.p1, NM_103169.3.p1, NM_001334507.1.p1, NM_105848.5.p1	XM_006473138.4.p1
OG0001142	NM_113353.8.p1, NM_001338683.1.p1, NM_001340855.1.p1, NM_001340856.1.p1, NM_001340854.1.p1, NM_117408.4.p1	XM_006475649.4.p1
OG0001143	NM_122456.4.p1, NM_121180.4.p1, NM_001342152.1.p1, NM_001342153.1.p1, NM_119398.4.p1	XM_006483249.4.p1
OG0001144	NM_001344637.1.p1, NM_123938.4.p1, NM_203162.2.p1, NM_001344638.1.p1, NM_118004.3.p1	XM_052435445.1.p1, XM_015527003.3.p1, XM_006467534.4.p1, XM_052435444.1.p1, XM_006467535.4.p1
OG0001145	NM_001345051.1.p1, NM_124715.4.p1	XM_052437735.1.p1
OG0001145	NM_116044.4.p1	XM_006491219.3.p1
OG0001146	NM_126084.3.p1, NM_001345806.1.p1	XM_006473321.4.p1, XM_052435362.1.p1, XM_052435361.1.p1, XM_006466581.4.p1, XM_052445033.1.p1, XM_052445032.1.p1
OG0001147	NM_123590.6.p1	XM_006473688.2.p1, XM_015528829.2.p1
OG0001147	NM_102093.5.p1, NM_202860.1.p1, NM_102092.6.p1	XM_015528651.3.p1, XM_052442010.1.p1
OG0001148	NM_105600.4.p1	XM_025099279.2.p1
OG0001149	NM_180322.2.p1, NM_114279.4.p1, NM_122127.3.p1	XM_006487781.4.p1
OG0001151	NM_122260.4.p1	XM_006466168.4.p1
OG0001156	NM_001035713.4.p1, NM_113789.4.p1, NM_121512.5.p1, NM_110996.3.p1	XM_006482465.4.p1
OG0001157	NM_130042.1.p1, NM_001035823.2.p1, NM_115890.4.p1, NM_001084851.2.p1	XM_015528436.3.p1, XM_006464347.4.p1
OG0001158	NM_001036395.1.p1, NM_128898.4.p1, NM_001344085.1.p1	XM_052432747.1.p1
OG0001158	NM_124906.3.p1, NM_118808.5.p1	XM_025102476.2.p1
OG0001159	NM_113454.3.p1, NM_001203043.1.p1	NM_001288936.1.p1
OG0001159	NM_111114.2.p1, NM_001036811.1.p1	XM_015531523.3.p1
OG0001160	NM_001083975.2.p1, NM_001337149.1.p1, NM_130135.4.p1, NM_001337148.1.p1, NM_001337150.1.p1	XM_052438505.1.p1, XM_052438506.1.p1
OG0001161	NM_001084073.1.p1, NM_101437.5.p1	XM_006492028.4.p1
OG0001162	NM_001084841.2.p1, NM_115729.4.p1, NM_001203199.1.p1, NM_001339929.1.p1, NM_001084573.2.p1, NM_001336991.1.p1	XM_006468935.4.p1, XM_006468936.4.p1
OG0001163	NM_001339661.1.p1, NM_180371.2.p1, NM_001084815.2.p1	XM_052442299.1.p1, XM_052442296.1.p1
OG0001164	NM_124057.4.p1, NM_117882.3.p1, NM_001084934.1.p1	XM_052439782.1.p1, XM_052439784.1.p1, XM_006485481.4.p1
OG0001164	NM_121689.4.p1	XM_006478877.4.p1
OG0001166	NM_001335052.1.p1, NM_126189.4.p1, NM_001337114.1.p1, NM_001123917.1.p1, NM_001337812.1.p1, NM_111770.3.p1	XM_006479131.4.p1
OG0001167	NM_001338533.1.p1	XM_006489056.4.p1, XM_025102712.2.p1, XM_025102714.2.p1
OG0001167	NM_122643.3.p1, NM_111411.5.p1, NM_001125108.2.p1	XM_052441537.1.p1, XM_052441535.1.p1, XM_015528549.3.p1, XM_052441538.1.p1
OG0001168	NM_001125653.1.p1	XM_006466959.4.p1
OG0001168	NM_126589.3.p1, NM_118831.4.p1	XM_006475002.4.p1, XM_006469622.3.p1
OG0001169	NM_001339674.1.p1, NM_001339673.1.p1, NM_001203160.1.p1, NM_115307.5.p1, NM_001339672.1.p1, NM_001339675.1.p1	XM_006494856.4.p1, XM_052431935.1.p1, XM_006494858.4.p1
OG0001170	NM_001332232.1.p1, NM_001332234.1.p1, NM_202114.2.p1, NM_001332233.1.p1	XM_006490421.4.p1, XM_052434228.1.p1, XM_052434229.1.p1, XM_006490429.4.p1
OG0001170	NM_001345527.1.p1, NM_125606.3.p1, NM_001203663.1.p1	XM_006490257.4.p1
OG0001171	NM_116601.1.p1, NM_116785.4.p1, NM_001340555.1.p1, NM_001203754.1.p1, NM_116787.1.p1, NM_179199.2.p1	XM_006468204.4.p1
OG0001172	NM_001203890.1.p1	XM_006476298.4.p1
OG0001172	NM_148482.5.p1, NM_105805.6.p1	XM_006464133.4.p1, XM_025093111.2.p1, XM_052438448.1.p1
OG0001173	NM_116258.4.p1	XM_025092582.2.p1
OG0001173	NM_118696.5.p1, NM_001203909.1.p1, NM_001341758.1.p1	XR_008051509.1.p1, XM_006490632.4.p1, XM_052433066.1.p1, XM_006490598.4.p1
OG0001174	NM_100554.5.p1, NM_202046.2.p1, NM_001331667.1.p1, NM_001336274.1.p1, NM_128610.3.p1, NM_001336273.1.p1	XM_006479520.4.p1, XM_006479521.4.p1
OG0001175	NM_124341.4.p1	XM_006472304.4.p1
OG0001176	NM_104227.2.p1, NM_001333596.1.p1	XM_025092995.2.p1, XM_006492213.4.p1
OG0001177	NM_001335736.1.p1, NM_127695.3.p1, NM_001335735.1.p1, NM_201773.3.p1, NM_179189.4.p1	XM_006473550.4.p1, XM_006493573.4.p1
OG0001178	NM_001337948.1.p1	XM_006481798.3.p1
OG0001178	NM_100716.5.p1, NM_100717.2.p1, NM_001336111.1.p1, NM_128282.1.p1	XM_006481787.3.p1
OG0001179	NM_001337935.1.p1, NM_111985.5.p1, NM_120697.3.p1	XM_006481988.4.p1
OG0001179	NM_128233.3.p1	XM_006470447.4.p1
OG0001180	NM_116505.2.p1, NM_100190.4.p1	XM_025099030.2.p1
OG0001180	NM_001338597.1.p1, NM_001340967.1.p1	XM_006489377.4.p1
OG0001181	NM_001340183.1.p1	XM_006489050.4.p1, XM_006479834.4.p1
