Orthogroup	Arabidopsis_thaliana_rna_prot	Solanum_tuberosum_rna_prot
OG0001299	NM_125924.3.p1, NM_180472.1.p1, NM_121073.4.p1	XM_006353156.2.p2, XM_006353155.1.p1, XM_006366165.2.p1
OG0001300	NM_119166.5.p1, NM_001203942.1.p1, NM_202910.4.p1	XM_006366838.2.p1
OG0001302	NM_001339381.1.p1, NM_122274.3.p1	XM_006363914.2.p1
OG0001302	NM_127312.3.p1	XM_015305090.1.p1, XM_006340767.2.p1, XM_006343273.2.p1
OG0001303	NM_121088.4.p1, NM_127822.3.p1	XM_006353104.2.p1, XM_006346689.1.p1, XM_006360340.1.p1
OG0001304	NM_001342044.1.p1, NM_001335918.1.p1, NM_125168.3.p1	XM_015309880.1.p1, XM_006343547.2.p1, XM_006350284.1.p1
OG0001305	NM_106062.4.p1	XM_006345012.2.p1
OG0001305	NM_129209.4.p1, NM_001336601.1.p1	XM_006341110.2.p1, XM_006338883.2.p1
OG0001306	NM_129386.3.p1	XM_006359500.2.p1, XM_006363558.2.p1
OG0001306	NM_129584.2.p1, NM_001336827.1.p1	XM_015311324.1.p1
OG0001307	NM_115516.3.p1, NM_001336872.1.p1, NM_201922.3.p1, NM_201923.4.p1	XM_006362673.2.p1
OG0001308	NM_001337799.1.p1	XM_015303285.1.p1, XM_006362992.2.p1
OG0001309	NM_001337963.1.p1, NM_001337964.1.p1	XM_015314199.1.p1, XM_015314374.1.p1, XR_001475016.1.p1
OG0001310	NM_001338063.1.p1	XM_006354077.2.p1, XM_006340006.2.p1
OG0001310	NM_115710.3.p1	XM_006351352.2.p1, XM_006362225.1.p1
OG0001311	NM_104201.3.p1, NR_139863.1.p1, NM_001338148.1.p1, NM_128662.2.p1	XM_006348783.2.p1
OG0001312	NM_001338465.1.p1, NM_001338467.1.p1	XM_015306712.1.p1
OG0001313	NM_105180.4.p1	XM_006347513.2.p1
OG0001313	NM_001338515.1.p1, NM_113019.4.p1, NM_104046.3.p1, NM_179462.2.p1	XM_006366893.2.p1, XM_006341375.2.p1, XM_006366215.2.p1, XM_006346558.2.p1
OG0001314	NM_115415.3.p1	XM_006355626.2.p1
OG0001315	NM_001343855.1.p1	XM_006350494.2.p1
OG0001315	NM_001340697.1.p1	XM_006343780.2.p1
OG0001316	NM_001343318.1.p1, NM_001343319.1.p1, NM_121422.4.p1	XM_015312694.1.p1, XM_006338627.2.p1, XM_006357127.2.p1
OG0001317	NM_001343358.1.p1, NM_121476.4.p1	XM_006338503.2.p1, XM_006338504.2.p1
OG0001318	NM_001345636.1.p1, NM_001345633.1.p1, NM_125848.3.p1, NM_001345637.1.p1, NM_001345634.1.p1	XM_015304911.1.p1, XM_015304510.1.p1, XR_001472162.1.p1, XR_001472161.1.p1, XM_015304512.1.p1, XM_015304514.1.p1
OG0001319	NM_127049.4.p1, NM_119547.5.p1	XM_006346261.2.p1, XM_015308250.1.p1, XM_015308249.1.p1, XM_015308251.1.p1, XM_015308252.1.p1
OG0001319	NM_126141.2.p1, NM_001345827.1.p1	XM_006364356.2.p1
OG0001320	NM_100278.3.p1, NM_123775.4.p1	XM_015314571.1.p1, XM_006359747.2.p1
OG0001321	NM_104726.3.p1, NM_102224.4.p1, NM_105705.4.p1	XM_006365164.2.p1, XM_006365169.2.p1, XM_015304336.1.p1, XM_006365168.2.p1, XM_006365167.2.p1, XM_006365165.2.p1, XM_006365166.2.p1
OG0001322	NM_102525.3.p1	XM_006364906.2.p1
OG0001323	NM_116056.2.p1, NM_130243.3.p1	XM_015310959.1.p1
OG0001323	NM_103011.2.p1	XM_006343942.2.p1, XM_006352155.2.p1
OG0001324	NM_119599.1.p1	XM_015311824.1.p1
OG0001326	NM_119290.3.p1, NM_179149.3.p1	XM_006342394.2.p1, XM_006342395.2.p1, XM_006342396.2.p1
OG0001327	NM_125582.3.p1, NM_120813.2.p1	XM_015308358.1.p1, XM_006341409.2.p1
OG0001328	NM_121144.4.p1, NM_122431.3.p1	XM_006345575.2.p1
OG0001332	NM_001334287.1.p1, NM_105398.4.p1	XM_006341218.2.p1, XM_006341219.2.p1, XM_015306069.1.p1, XM_006341220.2.p1
OG0001332	NM_001036226.2.p1, NM_001334924.1.p1, NM_106631.5.p1, NM_001198511.1.p1	XM_006356089.2.p1
OG0001333	NM_001203538.2.p1, NM_001036930.2.p1, NM_123760.3.p1, NM_179256.1.p1	XM_006340833.2.p1, XM_015312477.1.p1, XM_015312478.1.p1
OG0001334	NM_126969.4.p1, NM_120310.2.p1, NM_001203277.2.p1, NM_001337814.1.p1, NM_001084658.2.p1	XM_006340964.2.p1, XM_006340963.2.p1
OG0001335	NM_202601.3.p1, NM_001338310.1.p1, NM_001084705.3.p1, NM_112667.4.p1, NM_001123979.2.p1, NM_001123978.2.p1, NM_103746.3.p1	XM_006365360.2.p1, NM_001288317.1.p1
OG0001336	NM_001085143.1.p1, NM_122149.5.p1, NM_128313.7.p1, NM_100709.5.p1	XM_006362836.2.p1, XM_006361016.2.p1, XM_006365715.2.p1
OG0001337	NM_001337077.1.p1, NM_180081.4.p1, NM_001340006.1.p1, NM_180391.4.p1, NM_001125387.1.p1, NM_115858.6.p1	XM_006354123.2.p1, XM_006354124.2.p1
OG0001338	NM_001125705.2.p1, NM_001342862.1.p1, NM_001342863.1.p1, NM_001342864.1.p1, NM_111991.5.p1, NM_001337939.1.p1, NM_001337940.1.p1, NM_001337938.1.p1, NM_129167.3.p1, NM_179929.3.p1, NM_001336586.1.p1	XM_006341165.2.p1, XM_006339081.2.p1
OG0001340	NM_123052.5.p1, NM_179491.3.p1	XM_006339141.2.p1
OG0001340	NM_001161114.2.p1	XM_006350391.2.p1
OG0001341	NM_105217.4.p1	XM_006353206.2.p1
OG0001341	NM_001197991.1.p1, NM_100470.5.p1, NM_001336335.1.p1, NM_128708.5.p1, NM_001336334.1.p1	XM_006347225.2.p1
OG0001342	NM_122070.3.p1	XM_006342305.2.p1
OG0001343	NM_129422.4.p1, NM_001202773.2.p1, NM_001336714.1.p1	XM_006365253.2.p1, XM_015304375.1.p1, XM_006365252.2.p1
OG0001344	NM_001202828.1.p1, NM_180122.4.p1	XM_015312216.1.p1, XM_006366495.2.p1, XM_006366496.2.p1, XM_015307938.1.p1
OG0001345	NM_001332718.1.p1, NM_102423.3.p1	XM_006344185.2.p1, XM_006348648.2.p1, XM_006365075.2.p1
OG0001346	NM_126119.2.p1, NM_114886.3.p1, NM_127898.5.p1, NM_119854.3.p1	XM_006361679.2.p1, XM_006339806.2.p1
OG0001347	NM_001339196.1.p1, NM_114382.5.p1	XM_015314937.1.p1
OG0001347	NM_126681.3.p1, NM_001335311.1.p1	XM_006340417.1.p1, XM_006362747.2.p1
OG0001348	NM_112729.4.p1	XM_006341561.2.p1
OG0001348	NM_102359.3.p1, NM_105532.5.p1, NM_001335552.1.p1	XM_006347410.2.p1, XM_006347491.2.p1
OG0001349	NM_202726.2.p1, NM_001336984.1.p1, NM_115719.3.p1	XM_006360542.2.p1, XM_006354090.2.p1
OG0001350	NM_117181.4.p1	XM_006343825.2.p1, XM_006343826.2.p1
OG0001350	NM_001337186.1.p1	XM_015314035.1.p1
OG0001351	NM_113812.5.p1, NM_001338974.1.p1, NM_001339319.1.p1, NM_114628.4.p1, NM_125641.4.p1	XM_006338388.2.p1, XM_015313312.1.p1, XM_006364539.2.p1, XM_006354767.2.p1
OG0001352	NM_100269.4.p1, NM_180796.1.p1, NM_123779.5.p1, NM_100268.5.p1, NM_179134.1.p1, NM_118994.4.p1, NM_001341920.1.p1	XM_006351611.2.p1
OG0001353	NM_119514.4.p1, NM_001342222.1.p1	XM_015305964.1.p1, XM_015305965.1.p1, XM_015305966.1.p1
OG0001354	NM_001343026.1.p1, NM_120952.6.p1	XM_006350154.2.p1
OG0001354	NM_123353.4.p1	XM_015306503.1.p1, XM_006342233.2.p1, XM_015306502.1.p1, XM_006342234.2.p1
OG0001355	NM_001344445.1.p1, NM_001344447.1.p1	XM_015309225.1.p1
OG0001357	NM_106277.4.p1, NM_101905.5.p1	XM_006349863.2.p1, XM_006342481.2.p1
OG0001357	NM_120001.2.p1	XM_006365254.2.p1, XM_006364465.2.p1
OG0001358	NM_104243.4.p1, NM_112305.2.p1	XM_006349933.2.p1, XM_006348313.2.p1, XM_006359958.2.p1
OG0001359	NM_125446.4.p1, NM_125445.3.p1	XM_006340090.2.p1
OG0001359	NM_104362.3.p1	XM_006360073.2.p1
OG0001360	NM_125977.2.p1, NM_114830.2.p1, NM_119939.3.p1, NM_127846.2.p1	XM_006363734.2.p1, XM_006364339.2.p1, XM_006362018.1.p1
OG0001360	NM_116873.2.p1	XM_006356765.2.p1
OG0001361	NM_147888.2.p1	XM_006365612.2.p1, XM_006366957.1.p1
OG0001361	NM_115065.3.p1	XM_006340260.2.p1, XM_015315131.1.p1
OG0001362	NM_115291.1.p1, NM_129399.3.p1	XM_006340431.2.p1, XM_015303760.1.p1, XM_015303672.1.p1, XM_006340423.2.p1, XM_015303683.1.p1, XM_006340434.2.p1, XM_006340433.2.p1, XM_006340435.2.p1, XM_006340430.2.p1, XM_015303845.1.p1, XM_006340429.2.p1, XM_006353908.2.p1
OG0001363	NM_116355.3.p1	XM_006339569.2.p1, XM_015314045.1.p1
OG0001363	NM_118486.6.p1	XM_006343865.2.p1
OG0001364	NM_117759.4.p1	XM_006341850.2.p1, XM_006341849.2.p1
OG0001366	NM_120480.1.p1	XR_367116.2.p1, XM_006342629.1.p1
OG0001367	NM_126109.3.p1	XM_015312068.1.p1, XM_006342569.2.p1, XM_006342570.2.p1
OG0001368	NR_140219.1.p1, NM_127764.2.p1	XM_015303169.1.p1, XM_006362721.2.p1
OG0001369	NM_129754.4.p1	XM_015310404.1.p1, XM_006351161.1.p1, XM_006351260.2.p1, XM_006349499.2.p1
OG0001376	NM_001338705.1.p1, NM_001035684.3.p1, NM_001338702.1.p1, NM_113386.7.p1, NM_001338704.1.p1, NM_001338703.1.p1	XM_006350248.2.p1, XM_015309987.1.p1
OG0001377	NM_001339580.1.p1, NM_001035770.2.p1, NM_129177.3.p1	XM_006339213.2.p1, XM_006338869.2.p1, NM_001287886.1.p1, NM_001288398.1.p1, NM_001288126.1.p1, XM_006341024.1.p1
OG0001378	NM_001331770.1.p1, NM_001035922.1.p1, NM_001331769.1.p1	XM_006347184.2.p1, XM_006347182.2.p1
OG0001379	NM_001036004.3.p1, NM_001333076.1.p1, NM_001333077.1.p1	XM_015314225.1.p1, XM_006358980.2.p1
OG0001380	NM_179532.4.p1, NM_105566.5.p1, NM_001036016.2.p1, NM_001332708.1.p1, NM_102390.3.p1, NM_001332709.1.p1	XM_006367815.2.p1, XM_006363511.2.p1, XM_006348569.2.p1
OG0001382	NM_124617.3.p1	XM_006353236.2.p1
OG0001382	NM_001340260.1.p1	XM_015306289.1.p1
OG0001383	NM_001084857.2.p1, NM_116039.4.p1	XM_006339648.2.p1
OG0001383	NM_124722.3.p1, NM_118929.5.p1	XM_006350497.2.p1
OG0001385	NM_001344141.1.p1, NM_123024.2.p1, NM_001344146.1.p1, NM_001344144.1.p1, NM_001344147.1.p1	XM_006349628.2.p1
OG0001385	NM_001123761.2.p1, NM_001331546.1.p1, NM_001340976.1.p1	XM_006356039.2.p1, XM_006360737.2.p1
OG0001386	NM_128439.3.p1, NM_001202697.1.p1, NM_179794.2.p1	XM_015309439.1.p1, XM_006348946.2.p1, XM_015309440.1.p1, XM_006348944.2.p1
OG0001386	NM_102294.7.p1, NM_001160892.1.p1	XM_006341718.2.p1
OG0001387	NM_001197956.2.p1, NM_001340295.1.p1, NM_116329.3.p1	XM_015307934.1.p1
OG0001387	NM_124692.3.p1	XM_006360111.2.p1, XM_006350508.2.p1
OG0001388	NM_201796.2.p1, NM_127973.5.p1	XM_006343665.2.p1
OG0001388	NM_001198426.1.p1, NM_105571.4.p1	XM_006348571.2.p1
OG0001388	NM_121574.3.p1, NM_001203389.1.p1	XM_006338258.2.p1
OG0001389	NM_001343125.1.p1, NM_001203353.2.p1	XM_006353747.2.p1, XR_001474170.1.p1, XM_006341521.2.p1, XM_006341524.2.p1
OG0001390	NM_001203541.1.p1, NM_001344536.1.p1	XM_006348767.2.p1
OG0001390	NM_102610.4.p1	XM_006364242.2.p1
OG0001391	NM_180847.2.p1, NM_124691.3.p1, NM_001203598.1.p1, NM_001345033.1.p1	XM_006350507.2.p1
OG0001392	NM_119697.4.p1, NM_001335545.1.p1, NM_127284.3.p1	XM_006364282.2.p1, NM_001287877.1.p1
OG0001393	NM_001331396.1.p1, NM_100203.3.p1, NM_116520.4.p1	XM_015312555.1.p1, XM_006355803.2.p1
OG0001394	NM_106098.4.p1, NM_001332359.1.p1, NM_001332361.1.p1, NM_101727.3.p1, NM_120854.3.p1	XM_015304378.1.p1, XM_006365259.2.p1, XR_001472113.1.p1, XM_015307730.1.p1
OG0001395	NM_101166.4.p1, NM_123162.4.p1, NM_001338813.1.p1, NM_113567.4.p1, NM_102179.2.p1	XM_006357546.2.p1
OG0001395	NM_001333276.1.p1, NM_103646.4.p1	XM_006353048.2.p1, XM_015304047.1.p1, XM_006367635.2.p1
OG0001396	NM_001334614.1.p1, NM_106054.4.p1, NM_202128.1.p1, NM_101704.5.p1	XM_006341580.2.p1
OG0001396	NM_105556.5.p1, NM_001334382.1.p1	XM_015303038.1.p1, XM_006362467.2.p1
OG0001397	NM_001334416.1.p1	XM_006366041.2.p1
OG0001397	NM_001344304.1.p1, NM_001344305.1.p1	XM_006338389.2.p1, XM_006338390.2.p1, XM_006357050.2.p1
OG0001398	NM_111151.5.p1, NM_001337436.1.p1	XM_006353172.2.p1
OG0001399	NM_104433.5.p1, NM_112184.4.p1, NM_104432.5.p1, NM_112185.3.p1, NM_001338046.1.p1	XM_006341817.2.p1, XM_006367533.1.p1, XM_006354054.2.p1, XM_006353224.1.p1, XM_006345766.1.p1, XM_006352080.2.p1
OG0001400	NM_127148.2.p1, NM_119558.3.p1, NM_001338376.1.p1, NM_112788.3.p1	XM_015312973.1.p1, XM_006346432.2.p1
OG0001401	NM_128317.5.p1	XM_006361390.2.p1
OG0001401	NM_001339589.1.p1, NM_115140.3.p1, NM_129189.5.p1	XM_006341068.1.p1
OG0001402	NM_105874.4.p1, NM_001340613.1.p1, NM_116985.3.p1	XM_006339306.2.p1
OG0001403	NM_127596.3.p1	XM_006355829.2.p1
OG0001404	NM_117900.5.p1, NM_001341244.1.p1, NM_103004.3.p1, NM_202224.1.p1	XM_006367391.2.p1, XM_006352800.2.p1, XM_006367384.2.p1
OG0001405	NM_100779.5.p1	XM_006344604.2.p1
OG0001405	NM_001344430.1.p1, NM_123567.3.p1, NM_180788.3.p1, NM_122737.4.p1	XM_006350457.2.p1, XM_006343748.2.p1
OG0001406	NM_128882.2.p1, NM_100340.4.p1	XM_006340840.2.p1
OG0001406	NM_123756.2.p1, NM_100299.2.p1, NM_119016.3.p1	XM_006352661.2.p1, XM_006350224.2.p1, XM_006364488.2.p1
OG0001407	NM_100664.5.p1, NM_128410.3.p1	XM_006360609.2.p1, XM_006340448.2.p1, XM_006365680.2.p1, XM_006366350.2.p1, XM_006343402.2.p1, XM_006340338.2.p1
OG0001408	NM_120577.4.p1, NM_124990.2.p1, NM_104521.3.p1, NM_100794.4.p1	XM_006344700.2.p1
OG0001409	NM_106490.4.p1, NM_101574.3.p1	XM_015309186.1.p1, XM_006348311.2.p1, XM_015309189.1.p1, XM_015309835.1.p1
OG0001410	NM_102726.3.p1, NM_124005.5.p1, NM_117927.3.p1	XM_006355542.2.p1, XM_006348895.2.p1, XM_006349940.2.p1
OG0001411	NM_103049.3.p1, NM_117112.2.p1	XM_006352165.2.p1
OG0001412	NM_104135.3.p1, NM_112443.3.p1	XM_006356146.2.p1, XM_006364148.2.p1
OG0001413	NM_104854.4.p1	XM_006343213.2.p1
OG0001414	NM_118410.3.p1, NM_117275.4.p1, NM_130105.4.p1, NM_115951.2.p1	XM_006358305.2.p1, XM_006363649.2.p1, XM_006363845.2.p1, XM_006339381.2.p1
OG0001415	NM_120454.4.p1, NM_180429.4.p1	XM_006341107.2.p1, XM_015309781.1.p1, XM_006339053.2.p1, XM_006338879.2.p1, XM_006338880.2.p1, XM_006338878.2.p1
OG0001416	NM_120616.3.p1	XM_006361244.2.p1, XM_006365264.2.p1
OG0001417	NM_120877.3.p1	XM_006354695.2.p1
OG0001418	NM_202317.3.p1	XM_006337999.2.p1
OG0001418	NM_121087.3.p1	XM_006353108.2.p1
OG0001419	NM_128328.3.p1	XM_006347174.2.p1, XM_006361386.2.p1, XM_015306062.1.p1
OG0001420	NM_128992.3.p1	XM_015305083.1.p1
OG0001423	NM_001337007.1.p1, NM_001337009.1.p1, NM_129862.3.p1, NM_001337008.1.p1, NM_115768.5.p1, NM_001035812.2.p1	XM_015313660.1.p1
OG0001424	NM_119675.4.p1, NM_001342324.1.p1, NM_001036714.5.p1, NM_101914.4.p1	XM_006340770.2.p1
OG0001424	NM_001035996.1.p1, NM_202144.2.p1, NM_001332452.1.p1	NM_001287934.1.p1
OG0001425	NM_120078.2.p1, NM_001335761.1.p1, NM_001036312.2.p1, NM_001342293.1.p1	XM_006365227.2.p1, XM_006343442.2.p1, XM_006365066.2.p1
OG0001426	NM_001037014.2.p1	XM_015309875.1.p1, XM_006350037.2.p1, XM_006350038.2.p1
OG0001426	NM_001332196.1.p1, NM_101465.5.p1, NM_106733.3.p1	XM_006341282.2.p1, XM_015307031.1.p1
OG0001427	NM_001335073.1.p1	XM_006338003.2.p1
OG0001427	NM_120991.3.p1, NM_001037059.2.p1, NM_001345626.1.p1, NM_001345625.1.p1, NM_125832.4.p1, NM_001345624.1.p1, NM_180934.2.p1, NM_180933.2.p1	XM_006353217.1.p1, XM_015310240.1.p1, XM_006359459.2.p1
OG0001428	NM_001083992.2.p1, NM_100374.3.p1	XM_006343758.2.p1
OG0001430	NM_104744.4.p1, NM_001333900.1.p1, NM_001333899.1.p1, NM_001124047.2.p1, NM_001123788.1.p1, NM_100941.4.p1	XM_015307376.1.p1, XM_006344343.2.p1, XM_015312839.1.p1
OG0001431	NM_001124033.2.p1, NM_104498.4.p1, NM_112114.4.p1	XM_015314552.1.p1
OG0001431	NM_179576.3.p1	NM_001288522.1.p1
OG0001432	NM_001197995.1.p1, NM_100552.4.p1, NM_201838.2.p1, NM_128615.3.p1, NM_001336276.1.p1	XM_006367817.2.p1, XM_006343474.2.p1
OG0001432	NM_100309.4.p1, NM_001331471.1.p1	XM_006350602.2.p1
OG0001433	NM_112449.6.p1, NM_001338189.1.p1, NM_101403.4.p1, NM_001198074.1.p1	XM_006356156.1.p1
OG0001435	NM_202435.2.p1, NM_001334799.1.p1	XM_006342632.2.p1, XM_006355128.2.p1, XM_006364898.2.p1
OG0001436	NM_001334885.1.p1, NM_001334886.1.p1, NM_106600.3.p1, NM_001198508.1.p1, NM_001332221.1.p1, NM_101497.4.p1	XM_006344901.2.p1, XM_006352527.2.p1
OG0001437	NM_001202669.1.p1, NM_001335983.1.p1, NM_001335980.1.p1, NM_128079.8.p1, NM_001335982.1.p1, NM_001342123.1.p1, NM_001203957.2.p1, NM_001342122.1.p1	XM_015308637.1.p1
OG0001438	NM_115022.3.p1, NM_001203127.1.p1	XM_006346621.2.p1
OG0001438	NM_125220.4.p1	XM_006350816.2.p1
OG0001439	NM_001339810.1.p1, NM_001339807.1.p1, NM_001339808.1.p1, NM_001203178.2.p1, NM_115531.4.p1	XM_006347976.2.p1
OG0001440	NM_120331.5.p1	XM_015303409.1.p1, XM_006349453.2.p1
OG0001441	NM_100101.4.p1, NM_001331327.1.p1, NM_001331328.1.p1, NM_180601.2.p1	XM_015304611.1.p1, XM_015311946.1.p1, XM_006354558.2.p1, XM_006354554.2.p1, XM_015311917.1.p1, XM_006361451.2.p1
OG0001442	NM_100241.4.p1, NM_001331422.1.p1, NM_116580.4.p1, NM_001341905.1.p1, NM_118955.3.p1	XM_006349983.2.p1, XM_006365951.2.p1, XM_006357436.2.p1
OG0001443	NM_001334354.1.p1, NM_105491.2.p1, NM_001334357.1.p1	XM_006344123.2.p1
OG0001443	NM_001334249.1.p1, NM_001334248.1.p1	XM_006357758.2.p1
OG0001444	NM_001341241.1.p1, NM_117886.3.p1	XM_006352820.2.p1, XM_015311111.1.p1
OG0001444	NM_001334340.1.p1, NM_202376.3.p1, NM_105472.3.p1	XM_015303752.1.p1
OG0001445	NM_202444.2.p1, NM_001334848.1.p1, NM_106528.4.p1	XM_006359978.2.p1, XM_006359979.2.p1, XM_015314640.1.p1, XM_015314639.1.p1, XM_015314643.1.p1, XM_015314641.1.p1, XM_015314644.1.p1, XM_015314638.1.p1, XM_015314637.1.p1, XM_015309160.1.p1
OG0001446	NM_117923.8.p1	XM_006355527.1.p1
OG0001446	NM_001335612.1.p1, NM_127435.4.p1, NM_117721.2.p1	XM_006358147.2.p1, XM_006355672.2.p1
OG0001447	NM_001336327.1.p1, NM_128692.5.p1, NM_100494.5.p1, NM_001337029.1.p1, NM_129904.3.p1, NM_201950.3.p1	XM_006350657.2.p1, XM_006350656.2.p1
OG0001448	NM_180091.2.p1, NM_001337094.1.p1	XM_006354600.2.p1, XM_015311969.1.p1, XM_006338846.2.p1, XM_006338851.2.p1, XM_006338849.2.p1
OG0001449	NM_001337844.1.p1, NM_111815.5.p1, NM_001337845.1.p1, NM_116921.5.p1	XM_006366098.2.p1, XM_006342904.2.p1
OG0001449	NM_104777.4.p1	XM_006355537.2.p1
OG0001450	NM_112269.3.p1, NM_001338103.1.p1, NM_112271.4.p1, NM_001338107.1.p1, NM_001338106.1.p1, NM_001338105.1.p1, NM_001338102.1.p1, NM_001338104.1.p1	XM_006342875.2.p1, XM_015306732.1.p1, XM_006342874.2.p1, XM_006343065.2.p1
OG0001451	NM_112654.2.p1	XM_015303915.1.p1
OG0001452	NM_001340229.1.p1, NM_001340230.1.p1	XM_015308997.1.p1, XM_015308994.1.p1, XM_015308996.1.p1
OG0001453	NM_001344962.1.p1, NM_124560.4.p1, NM_001341731.1.p1, NM_118674.5.p1, NM_120802.2.p1	XM_006339445.2.p1, XM_006357659.1.p1, XM_006362628.2.p1, XM_006340312.2.p1, XM_006357838.2.p1
OG0001454	NM_001342194.1.p1, NM_001342192.1.p1, NM_001342191.1.p1, NM_179154.2.p1	XM_006360924.2.p1
OG0001455	NM_119623.5.p1, NM_001342289.1.p1, NM_001342291.1.p1, NM_127191.4.p1	XM_015304289.1.p1, XM_006365063.2.p1
OG0001456	NM_001343315.1.p1, NM_121412.4.p1	XM_006338745.2.p1
OG0001457	NM_001344778.1.p1, NM_124237.4.p1, NM_001344780.1.p1, NM_001344779.1.p1, NM_123715.3.p1	XM_015309788.1.p1, XM_015309787.1.p1, XM_006365407.2.p1, XM_006365406.2.p1
OG0001458	NM_001345485.1.p1, NM_120829.3.p1, NM_120828.4.p1, NM_118645.4.p1	XM_006357873.1.p1
OG0001459	NM_122145.5.p1	XM_006341037.2.p1, XM_006362819.2.p1
OG0001460	NM_124394.3.p1	XM_006347379.2.p1, XM_006347378.2.p1, XM_006344372.2.p1
OG0001460	NM_100951.4.p1, NM_102183.4.p1	XM_006366305.2.p1, XM_006357556.2.p1
OG0001461	NM_105608.4.p1, NM_101261.3.p1	NM_001288153.1.p1, NM_001288531.1.p1, XM_006344191.2.p1, NM_001288030.1.p1
OG0001462	NM_101625.5.p1	XM_006342919.2.p1
OG0001462	NM_121227.3.p1	XM_006340353.1.p1, XM_006360936.2.p1, XM_006342441.2.p1
OG0001463	NM_102054.4.p1	XM_006351741.2.p1
OG0001464	NM_124272.3.p1, NM_103729.3.p1	XM_006343178.2.p1, XM_006346995.2.p1
OG0001465	NM_104466.4.p1, NM_112155.2.p1	XM_006343214.2.p1
OG0001465	NM_112154.4.p1	XM_006365806.2.p1, XM_015304629.1.p1
OG0001466	NM_112367.3.p1	XM_006358931.2.p1
OG0001466	NM_128950.5.p1	XM_015315098.1.p1
OG0001467	NM_118845.3.p1, NM_112950.3.p1	XM_006352432.2.p1, XM_006365971.2.p1
OG0001467	NM_117705.6.p1, NM_112562.4.p1, NM_124304.4.p1	XM_006359820.2.p1, XM_006363519.2.p1
OG0001468	NM_125320.3.p1, NM_114513.6.p1	NM_001288134.1.p1, XM_006345892.2.p1, XM_006345891.2.p1
OG0001469	NM_114648.5.p1	XM_006344327.2.p1
OG0001470	NM_114734.4.p1	XM_006340191.2.p1, XM_006340190.2.p1, XM_006340192.2.p1, XM_006364658.2.p1, XM_006342452.2.p1
OG0001471	NM_119855.4.p1	XM_006360151.2.p1, XM_015313086.1.p1
OG0001471	NM_119573.5.p1	XM_006346329.2.p1
OG0001472	NM_119606.2.p1	XM_015305808.1.p1, XM_015313506.1.p1, XM_006339881.2.p1, XM_015309653.1.p1, XM_006346370.2.p1
OG0001473	NM_119818.6.p1	XM_006366930.2.p1, XM_006340572.2.p1
OG0001474	NM_119936.5.p1, NM_127849.4.p1	XM_006363773.2.p1
OG0001475	NM_120770.4.p1, NR_142955.1.p1, NR_142954.1.p1, NM_120769.2.p1, NM_202562.5.p1	XM_006346113.2.p1, XM_006366291.1.p1
OG0001476	NM_120869.3.p1, NM_120868.4.p1, NM_120867.2.p1, NM_123648.3.p1	XM_006367360.2.p1, XM_015312066.1.p1
OG0001478	NM_001332850.1.p1, NM_001332848.1.p1, NM_001332849.1.p1, NM_102677.4.p1	XM_006355572.2.p1
OG0001478	NM_001336308.1.p1, NM_001036373.3.p1	NM_001288336.1.p1
OG0001479	NM_001202945.2.p1, NM_112136.5.p1, NM_001338018.1.p1, NM_001338017.1.p1, NM_001340047.1.p1, NM_115914.4.p1	XM_006360598.2.p1
OG0001480	NM_114632.4.p1, NM_001203100.1.p1	XM_006364125.2.p1
OG0001481	NM_115246.4.p1, NM_001336344.1.p1, NM_201847.3.p1, NM_001336342.1.p1, NM_128717.3.p1, NM_001331590.1.p1, NM_001331591.1.p1, NM_100467.3.p1	XM_015308518.1.p1, XM_006348483.2.p1
OG0001482	NM_001331716.1.p1, NM_100655.4.p1	XM_006363281.2.p1
OG0001482	NM_116317.4.p1	XM_006339682.2.p1
OG0001483	NM_106139.3.p1, NM_001332166.1.p1, NM_001332167.1.p1	XM_006356127.2.p1, XM_006341652.2.p1
OG0001483	NM_001342154.1.p1, NM_001343926.1.p1	XM_006364220.2.p1
OG0001484	NM_001334620.1.p1	XM_015307685.1.p1
OG0001484	NM_001332691.1.p1, NM_001332693.1.p1, NM_001332695.1.p1, NM_102384.4.p1	XM_006348550.2.p1, XM_006363486.2.p1
OG0001485	NM_179385.2.p1, NM_102542.1.p1, NM_001332786.1.p1	XM_006361991.2.p1
OG0001485	NM_127860.2.p1, NM_119927.3.p1	XM_006364353.2.p1
OG0001486	NM_104406.6.p1, NM_001333700.1.p1, NM_001333699.1.p1, NM_112203.4.p1	XM_006367537.2.p1, XM_015305521.1.p1, XM_006367536.2.p1, XM_006354079.2.p1
OG0001487	NM_101096.3.p1, NM_001334045.1.p1, NM_001334044.1.p1, NM_104943.3.p1	XM_006355428.2.p1
OG0001488	NM_119598.2.p1, NR_142390.1.p1, NM_119597.4.p1	XM_006365447.2.p1
OG0001489	NM_001335866.1.p1, NM_001335867.1.p1, NM_127941.4.p1	XM_006338214.2.p1, XM_006344766.2.p1
OG0001491	NM_119203.3.p1	XM_006340935.2.p1
OG0001491	NM_115416.2.p1, NM_001336797.1.p1, NM_129535.4.p1	XM_015308338.1.p1, NM_001288276.1.p1
OG0001492	NM_148725.4.p1, NM_001338161.1.p1, NM_001338162.1.p1, NM_001338163.1.p1, NM_104188.4.p1, NM_179471.2.p1	XM_006358915.2.p1, XR_367371.2.p1, XM_006348192.2.p1
