Orthogroup	Arabidopsis_thaliana_rna_prot	Musa_acuminata_rna_prot
OG0000877	NM_001331522.1.p1, NM_001083993.2.p1, NM_128802.3.p1, NM_179123.3.p1, NM_118828.4.p1	XM_065149677.1.p1, XM_009398906.3.p1, XM_018825613.2.p1, XM_065149678.1.p1, XM_065106047.1.p1, XM_009410380.3.p1, XM_018828388.2.p1
OG0000878	NM_001084255.1.p1, NM_104461.3.p1, NM_001344744.1.p1, NM_124147.4.p1, NM_001085261.2.p1	XM_009393640.3.p1, XM_065123433.1.p1, XM_065158076.1.p1, XM_018828898.2.p1, XM_065158075.1.p1, XM_009413819.3.p1, XM_065101192.1.p1
OG0000879	NM_179127.2.p1, NM_001341866.1.p1, NM_001084984.2.p1, NM_118897.3.p1, NM_001341865.1.p1, NM_001341870.1.p1, NM_001341867.1.p1, NM_001341868.1.p1, NM_001341869.1.p1, NM_118898.3.p1, NM_202898.3.p1, NM_001341871.1.p1	XM_065137635.1.p1, XM_065137636.1.p1, XM_065137634.1.p1, XM_065137633.1.p1, XM_009397933.3.p1, XM_009397935.3.p1, XM_018825616.2.p1, XM_009399293.3.p1, XM_065105203.1.p1
OG0000880	NM_001123817.1.p1, NM_001332131.1.p1, NM_001332130.1.p1	XM_065169004.1.p1, XM_065169005.1.p1, XM_065169006.1.p1, XM_065082758.1.p1, XR_010488388.1.p1
OG0000881	NM_148113.3.p1, NM_124455.2.p1, NM_114604.2.p1, NM_001161195.1.p1, NM_001339307.1.p1, NM_114603.3.p1, NM_001344899.1.p1, NM_124447.2.p1	XM_065154148.1.p1, XM_065154149.1.p1
OG0000882	NM_102367.3.p1, NM_001198423.1.p1, NM_105558.3.p1, NM_113472.4.p1, NM_101197.4.p1	XM_009391964.3.p1, XM_065100302.1.p1, XM_065100303.1.p1, XM_009415368.3.p1, XM_065190066.1.p1, XM_065153765.1.p1, XM_065091589.1.p1, XM_018823925.2.p1, XM_065143850.1.p1, XM_065141555.1.p1, XM_009397288.3.p1, XM_065145313.1.p1, XM_009396439.3.p1, XM_009402227.3.p1, XM_065153567.1.p1, XM_065091720.1.p1, XM_065091823.1.p1, XR_010495801.1.p1
OG0000883	NM_121025.4.p1	XM_065152584.1.p1
OG0000883	NM_001335504.1.p1, NM_001202608.1.p1, NM_001202609.1.p1, NM_127247.3.p1	XM_009385727.3.p1
OG0000884	NM_001343115.1.p1, NM_001343117.1.p1, NM_001343116.1.p1, NM_001203350.1.p1, NM_001345694.1.p1, NM_125949.7.p1, NM_001345695.1.p1	XM_065091622.1.p1, XM_065135080.1.p1, XM_009418167.3.p1, XM_018820525.2.p1
OG0000884	NM_125122.4.p1	XM_009419201.3.p1, XM_065098333.1.p1, XM_065139159.1.p1, XM_009387644.3.p1, XM_065141746.1.p1
OG0000885	NM_123736.3.p1, NM_001331470.1.p1, NM_001338609.1.p1, NM_117536.4.p1	XM_065126716.1.p1, XM_065166945.1.p1, XM_018825561.2.p1, XM_065088622.1.p1, XM_009390743.3.p1, XM_009400292.3.p1, XM_065145102.1.p1, XM_065150835.1.p1, XM_065121690.1.p1
OG0000886	NM_001333850.1.p1, NM_001333851.1.p1, NM_101606.5.p1, NM_001332305.1.p1, NM_104642.2.p1	XM_065094370.1.p1, XM_065094368.1.p1
OG0000887	NM_001334419.1.p1	XM_065102507.1.p1, XM_009396849.3.p1, XM_009412113.3.p1, XM_065159712.1.p1
OG0000887	NM_121273.5.p1, NM_001343600.1.p1, NM_121947.4.p1	XR_010498819.1.p1, XR_010515438.1.p1, XM_065164018.1.p1, XM_065108246.1.p1
OG0000888	NM_106722.2.p1, NM_105645.4.p1	XM_065105206.1.p1, XM_065139022.1.p1, XM_065097211.1.p1
OG0000888	NM_118020.5.p1, NM_001341318.1.p1	XM_065142098.1.p1
OG0000889	NM_126520.4.p1, NM_179605.3.p1, NM_001341825.1.p1, NM_179119.5.p1, NM_118798.2.p1, NM_001341821.1.p1, NM_001341822.1.p1, NM_001341823.1.p1	XM_009398122.3.p1, XM_009398119.3.p1, XM_009398118.3.p1, XM_065144334.1.p1
OG0000890	NM_128113.3.p1, NM_001345038.1.p1, NM_001345037.1.p1, NM_001345039.1.p1, NM_001345035.1.p1, NM_124694.4.p1	XM_065156575.1.p1, XM_065156577.1.p1, XM_065112405.1.p1, XM_065112406.1.p1, XR_010514176.1.p1, XM_009392117.3.p1, XM_065139211.1.p1, XM_009392526.3.p1, XR_001977405.2.p1, XM_065089598.1.p1, XR_010502121.1.p1, XM_065086044.1.p1, XM_065172352.1.p1, XM_065162142.1.p1
OG0000891	NM_100045.5.p1	XM_065119387.1.p1, XM_009386031.3.p1, XM_065090604.1.p1, XM_065146055.1.p1, XM_065146054.1.p1
OG0000892	NM_118600.2.p1, NM_202879.2.p1, NM_102181.1.p1, NM_105724.3.p1	XM_065154896.1.p1, XM_009382122.3.p1, XM_065170049.1.p1, XM_065129508.1.p1, XM_009395337.3.p1
OG0000893	NM_115669.3.p1, NM_129758.3.p1, NM_120748.2.p1	XM_065091597.1.p1, XM_065194782.1.p1, XM_065136231.1.p1, XM_065136230.1.p1, XM_065138625.1.p1, XM_065109258.1.p1, XM_009388806.3.p1, XM_065133346.1.p1, XM_009381777.3.p1, XM_065087271.1.p1, XM_065143636.1.p1, XM_009392587.3.p1, XM_065138873.1.p1, XM_065105213.1.p1, XM_009392056.3.p1, XM_009416077.3.p1, XM_065167759.1.p1, XM_009419557.3.p1, XM_009393171.3.p1
OG0000894	NM_118415.6.p1, NM_117269.4.p1	XM_065094220.1.p1, XM_018824605.2.p1, XM_065094215.1.p1, XM_065135925.1.p1, XM_065135929.1.p1, XM_065105425.1.p1, XM_065094227.1.p1, XM_065094236.1.p1, XM_065081648.1.p1, XM_065081646.1.p1, XM_065081645.1.p1
OG0000896	NM_129251.3.p1, NM_120417.4.p1, NM_125473.4.p1, NM_128369.2.p1	XM_018826633.2.p1, XM_065137490.1.p1, XM_065091729.1.p1, XM_065106224.1.p1, XM_065106223.1.p1, XM_009402151.3.p1, XM_065175660.1.p1
OG0000897	NM_001202963.1.p1, NM_112301.3.p1, NM_001035617.1.p1, NM_001084686.1.p1, NM_112302.4.p1	XM_009409445.3.p1, XM_065116531.1.p1
OG0000897	NM_001084937.1.p1, NM_001341277.1.p1	XM_065187818.1.p1, XM_065187819.1.p1, XM_009407089.3.p1
OG0000898	NM_001335765.1.p1, NM_001335767.1.p1, NM_127730.5.p1, NM_001335766.1.p1, NM_001036314.2.p1, NM_120081.2.p1	XM_009418273.3.p1, XM_065167828.1.p1, XM_065188636.1.p1, XM_065188634.1.p1, XM_065188635.1.p1
OG0000899	NM_179692.3.p1, NM_001335795.1.p1, NM_001037058.2.p1, NM_120978.5.p1, NM_001125723.2.p1, NM_001203338.1.p1	XM_065100319.1.p1, XM_065135170.1.p1, XM_065186887.1.p1, XM_018827814.2.p1, XM_065186885.1.p1
OG0000900	NM_001345826.1.p1, NM_126139.3.p1, NM_001037089.3.p1	XR_010487795.1.p1, XM_065086549.1.p1, XM_018822206.2.p1, XM_009392876.3.p1, XM_065130712.1.p1, XM_065170628.1.p1, XM_065087288.1.p1, XM_065087290.1.p1, XM_065087294.1.p1, XM_065087292.1.p1, XM_065087289.1.p1, XM_065087295.1.p1, XM_065087291.1.p1
OG0000901	NM_117785.5.p1, NM_001084930.1.p1, NM_117858.3.p1	XM_009398264.3.p1, XM_065159860.1.p1, XM_065118656.1.p1, XM_009397455.3.p1, XM_009418186.3.p1, XM_065113952.1.p1
OG0000902	NM_001123778.2.p1, NM_001331788.1.p1, NM_128621.3.p1	XR_010497871.1.p1, XR_010497869.1.p1, XR_010497872.1.p1, XR_010497870.1.p1, XR_672177.3.p1, XM_065115810.1.p1, XR_010514820.1.p1, XM_065190531.1.p1, XR_671452.3.p1, XR_010501874.1.p1, XM_009398739.3.p1, XR_010501870.1.p1, XM_009393065.2.p1, XM_009387853.3.p1
OG0000903	NM_001125628.4.p1, NM_117409.5.p1	XM_065119769.1.p1, XM_065161974.1.p1, XM_065161975.1.p1, XM_065122392.1.p1, XM_018830733.2.p1, XM_065080385.1.p1, XM_065164014.1.p1, XM_065178174.1.p1, XM_065154887.1.p1, XM_065111202.1.p1, XM_065185907.1.p1, XM_065185909.1.p1, XM_009410549.3.p1
OG0000904	NM_114190.3.p1, NM_001161189.1.p1, NM_122091.3.p1, NM_112277.4.p1, NM_001338113.1.p1	XM_065141690.1.p1, XM_065125542.1.p1, XM_009381744.3.p1, XM_065129161.1.p1, XM_065097984.1.p1, XM_009392606.3.p1, XM_065192668.1.p1, XM_065091593.1.p1
OG0000905	NM_001334708.1.p1, NM_202421.3.p1	XM_065147816.1.p1
OG0000905	NM_001340497.1.p1, NM_001340499.1.p1, NM_001203865.1.p1, NM_001341523.1.p1, NM_118315.2.p1, NM_001340500.1.p1, NM_116710.3.p1, NM_103952.4.p1, NM_001333450.1.p1, NM_112932.3.p1	XM_009390597.3.p1, XM_065155754.1.p1, XM_065114320.1.p1, XM_065114318.1.p1
OG0000906	NM_001203932.1.p1, NM_001341927.1.p1, NM_001203933.2.p1	XM_065084950.1.p1, XM_009409441.3.p1
OG0000906	NM_179668.2.p1, NM_001335676.1.p1	XM_065090350.1.p1, XM_065173929.1.p1
OG0000907	NM_112660.6.p1, NM_126249.5.p1, NM_001332669.1.p1, NM_001332668.1.p1, NM_001332134.1.p1, NM_101339.5.p1, NM_001332133.1.p1, NM_201668.2.p1, NM_126250.5.p1, NM_001335083.1.p1	XM_065122889.1.p1, XM_065089934.1.p1, XR_010498097.1.p1, XM_009382734.3.p1
OG0000908	NM_101532.3.p1, NM_001332246.1.p1, NM_001332252.1.p1, NM_001332247.1.p1, NM_001334866.1.p1, NM_106550.4.p1	XM_009408981.3.p1, XR_010498214.1.p1, XM_065192717.1.p1, XM_009383331.3.p1, XM_065108075.1.p1, XM_009401358.3.p1, XM_065108074.1.p1, XM_065108077.1.p1
OG0000909	NM_001342459.1.p1, NM_119947.3.p1, NM_201783.2.p1, NM_127837.4.p1, NM_001335811.1.p1, NM_001335812.1.p1	XM_009408418.3.p1, XM_065156966.1.p1, XM_065139921.1.p1
OG0000910	NM_115208.4.p1, NM_129284.2.p1, NM_001336646.1.p1, NM_001336645.1.p1, NM_001341007.1.p1	XM_065097871.1.p1, XM_065135090.1.p1, XM_065092734.1.p1
OG0000911	NM_001342421.1.p1, NM_001342422.1.p1, NM_001342423.1.p1, NM_119849.6.p1	XM_065102001.1.p1, XM_065102000.1.p1, XM_018824843.2.p1, XM_065145688.1.p1, XM_065145689.1.p1, XM_018824846.2.p1, XM_065145145.1.p1, XM_065103895.1.p1, XM_065145143.1.p1, XM_065188674.1.p1, XM_065188670.1.p1
OG0000911	NM_118129.1.p1, NM_001336887.1.p1, NM_001336886.1.p1, NM_180009.2.p1, NM_001336888.1.p1	XM_018827500.2.p1, XM_065110743.1.p1, XM_065129088.1.p1, XM_065129087.1.p1, XM_065129086.1.p1
OG0000912	NM_001342880.1.p1, NM_203013.3.p1, NM_203012.1.p1, NM_001342881.1.p1, NM_120734.4.p1, NM_001337602.1.p1, NM_111443.4.p1	XM_065191297.1.p1, XM_065191296.1.p1, XM_065139927.1.p1, XM_009390699.3.p1, XM_065096438.1.p1, XR_010495560.1.p1, XM_065146020.1.p1, XM_009400734.3.p1, XM_065151185.1.p1, XM_065107813.1.p1, XM_009399141.3.p1, XM_065145410.1.p1, XM_065180193.1.p1, XM_065145412.1.p1
OG0000913	NM_122573.4.p1, NM_001343986.1.p1, NM_111449.4.p1, NM_001337606.1.p1, NM_115727.7.p1	XM_065149402.1.p1, XM_065149403.1.p1, XM_065104158.1.p1, XM_065169284.1.p1, XM_009416177.3.p1, XM_065164999.1.p1, XM_009415875.3.p1, XM_065163491.1.p1, XM_065163489.1.p1
OG0000914	NM_001338647.1.p1, NM_113263.4.p1	XM_065167097.1.p1, XM_065165777.1.p1
OG0000915	NM_001339034.1.p1, NM_001339036.1.p1, NM_001339035.1.p1, NM_129210.1.p1	XM_018831238.2.p1, XM_009419794.3.p1, XM_009419793.3.p1, XM_065083490.1.p1, XM_018831239.2.p1, XR_671470.3.p1, XM_018825567.2.p1
OG0000916	NM_116753.1.p1, NM_116751.4.p1, NM_001340533.1.p1, NM_001340532.1.p1, NM_111834.1.p1	XM_065153970.1.p1, XM_009404611.3.p1, XM_065166206.1.p1, XM_065166208.1.p1, XM_065166203.1.p1, XM_065166205.1.p1, XM_065166207.1.p1, XM_065082706.1.p1, XM_065082708.1.p1, XM_065166210.1.p1
OG0000917	NM_001343618.1.p1	XM_009419956.3.p1
OG0000917	NM_102980.4.p1, NM_118288.4.p1	XM_065117695.1.p1, XM_065160307.1.p1, XM_065135355.1.p1, XM_065172918.1.p1
OG0000918	NM_113718.5.p1	XM_065190053.1.p1, XM_065155509.1.p1, XM_018819653.2.p1
OG0000919	NM_101906.4.p1, NM_127319.4.p1	XM_009390918.3.p1, XM_009394055.3.p1
OG0000920	NM_202218.3.p1, NM_102920.3.p1, NM_102919.4.p1, NM_120645.3.p1	XM_018824659.2.p1, XM_065135434.1.p1, XM_065126601.1.p1, XM_065126602.1.p1, XM_009420313.3.p1, XM_009397836.3.p1
OG0000922	NM_128206.3.p1, NM_103654.3.p1, NM_112781.3.p1, NM_103834.4.p1, NM_114899.4.p1	XM_065082436.1.p1, XM_065114954.1.p1, XM_065084153.1.p1, XM_065145330.1.p1, XM_065163903.1.p1, XM_065103502.1.p1, XM_065147983.1.p1, XM_009396341.3.p1
OG0000923	NM_105572.5.p1	XM_065105585.1.p1, XM_065145368.1.p1, XM_065140152.1.p1, XM_065140150.1.p1, XM_065092027.1.p1, XM_065083520.1.p1, XM_065155415.1.p1, XM_065115101.1.p1, XM_065155414.1.p1, XM_065155413.1.p1, XM_065192753.1.p1, XM_009412021.3.p1
OG0000924	NM_114187.5.p1, NM_122090.4.p1	XM_065159314.1.p1, XM_009405825.3.p1, XM_065129263.1.p1, XM_018823842.2.p1, XM_065138580.1.p1
OG0000924	NM_124296.3.p1, NM_116461.4.p1	XM_065143845.1.p1, XM_009415863.3.p1
OG0000925	NM_114739.2.p1, NM_122273.3.p1	XM_009395596.3.p1, XM_018822818.2.p1, XM_065132155.1.p1, XM_018822816.2.p1, XM_065100013.1.p1, XM_065100014.1.p1, XM_009403888.3.p1
OG0000926	NM_116301.3.p1	XM_009413186.3.p1, XM_065090773.1.p1, XM_009386252.3.p1
OG0000929	NM_122748.3.p1, NM_111339.3.p1, NM_001035557.2.p1, NM_128611.3.p1	XM_065163047.1.p1, XM_065121685.1.p1, XM_009415648.3.p1, XM_065125241.1.p1, XM_065165863.1.p1, XM_065165865.1.p1, XM_009418840.3.p1, XM_065172329.1.p1, XM_065128311.1.p1, XM_065101321.1.p1, XM_018823061.2.p1, XM_009396440.3.p1
OG0000930	NM_201896.2.p1, NM_129312.4.p1, NM_180240.2.p1, NM_202565.2.p1, NM_001035604.2.p1, NM_112092.3.p1	XM_009404045.3.p1, XM_065152398.1.p1, XR_010496781.1.p1, XR_010481395.1.p1, XR_010481394.1.p1, XM_065121811.1.p1, XM_065179366.1.p1, XM_065192064.1.p1, XR_010515016.1.p1, XR_010515015.1.p1, XM_009410736.3.p1, XR_010497999.1.p1, XR_010488560.1.p1, XM_009382806.3.p1, XM_009390346.3.p1
OG0000931	NM_101157.3.p1, NM_001332053.1.p1, NM_001332054.1.p1, NM_001338834.1.p1, NM_001338833.1.p1, NM_001035697.2.p1, NM_113586.4.p1	XM_065112006.1.p1, XM_065150261.1.p1, XM_065183659.1.p1, XM_009422758.3.p1, XM_009381841.3.p1, XM_009384733.3.p1
OG0000932	NM_001035927.2.p1, NM_001331791.1.p1, NM_001331792.1.p1, NM_001331793.1.p1, NM_127946.2.p1	XM_065179348.1.p1, XM_009415909.3.p1
OG0000933	NM_126013.2.p1	XM_065108948.1.p1, XM_065183243.1.p1
OG0000933	NM_113583.4.p1, NM_001338823.1.p1, NM_001338824.1.p1, NM_001338825.1.p1, NM_180706.3.p1, NM_001036801.1.p1	XM_065161520.1.p1, XM_009417573.3.p1
OG0000935	NM_001339437.1.p1, NM_001084796.1.p1, NM_125978.4.p1	XM_009394418.3.p1, XM_065171638.1.p1, XM_065086772.1.p1, XM_065086771.1.p1, XM_009406310.3.p1, XM_065172955.1.p1
OG0000936	NM_001341716.1.p1, NM_118619.3.p1, NM_001341714.1.p1	XM_009385641.3.p1, XM_065089287.1.p1
OG0000936	NM_001123748.2.p1, NM_100170.4.p1, NM_116481.3.p1	XM_065143496.1.p1, XM_009416192.3.p1
OG0000937	NM_180058.2.p1, NM_001202810.1.p1, NM_001337019.1.p1	XM_009398816.3.p1
OG0000938	NM_123757.5.p1, NM_100297.3.p1, NM_001331465.1.p1, NM_119015.4.p1, NM_001335672.1.p1, NM_001335673.1.p1, NM_100339.2.p1	XM_009391886.3.p1, XM_065126316.1.p1, XM_018823498.2.p1
OG0000939	NM_001332149.1.p1, NM_101379.5.p1	XM_065155881.1.p1, XM_065155880.1.p1, XM_065112139.1.p1, XM_065186806.1.p1, XM_065186805.1.p1, XM_065112138.1.p1, XM_065087521.1.p1, XM_065087519.1.p1, XM_018819447.2.p1, XM_065172577.1.p1, XM_065100290.1.p1, XM_065100288.1.p1, XM_065134868.1.p1, XM_065134874.1.p1, XM_065100287.1.p1, XM_065121516.1.p1, XM_065121515.1.p1
OG0000940	NM_001332367.1.p1, NM_001332366.1.p1, NM_101733.6.p1, NM_001335157.1.p1, NM_001335153.1.p1, NM_001335154.1.p1	XM_018821894.2.p1, XM_009382838.3.p1, XM_065100726.1.p1, XM_065138370.1.p1
OG0000941	NM_001344911.1.p1, NM_124464.3.p1	XM_065186666.1.p1
OG0000941	NM_001333657.1.p1, NM_104338.7.p1	XM_065113245.1.p1, XM_009383699.3.p1, XM_065095225.1.p1, XM_065175268.1.p1, XM_065110033.1.p1, XM_065151298.1.p1, XM_065175318.1.p1
OG0000942	NM_115158.1.p1, NM_001335273.1.p1, NM_126543.7.p1, NM_001335272.1.p1	XM_065143074.1.p1, XM_065143075.1.p1, XM_065144434.1.p1, XM_065118743.1.p1, XM_065193453.1.p1, XM_009397328.3.p1, XM_065160450.1.p1, XM_065149353.1.p1, XM_009412739.3.p1, XM_065143554.1.p1
OG0000943	NM_112127.4.p1, NM_129861.3.p1, NM_001337006.1.p1	XM_065106947.1.p1, XM_065107293.1.p1, XM_065110737.1.p1, XM_009418493.3.p1, XM_065181087.1.p1, XM_009400044.3.p1, XM_065146841.1.p1, XM_065115729.1.p1
OG0000944	NM_120027.4.p1, NM_001341648.1.p1, NM_118551.3.p1, NM_001341652.1.p1, NM_001341650.1.p1	XM_009393706.3.p1, XM_065091564.1.p1, XM_009414657.3.p1, XM_065117832.1.p1, XM_018825878.2.p1, XM_065175475.1.p1, XM_009392770.3.p1
OG0000945	NM_001344111.1.p1, NM_126607.3.p1, NM_105913.2.p1, NM_128186.3.p1	XM_065097998.1.p1, XM_009410843.3.p1, XM_009415840.3.p1, XM_009410129.3.p1, XM_009421635.3.p1, XM_009403858.3.p1, XM_065109844.1.p1, XM_009405104.3.p1
OG0000946	NM_124693.4.p1, NM_001345034.1.p1	XM_065146627.1.p1, XM_065144296.1.p1, XM_065144298.1.p1, XM_065144297.1.p1, XM_009395868.3.p1, XM_009412565.3.p1, XM_065118607.1.p1, XM_065118608.1.p1, XM_065118610.1.p1, XM_065161783.1.p1, XM_065080558.1.p1, XM_018830437.2.p1, XM_065080556.1.p1, XM_065080557.1.p1, XM_009392402.3.p1, XM_009392403.3.p1
OG0000947	NM_113373.2.p1, NM_117395.3.p1, NM_106635.4.p1, NM_104103.6.p1	XM_009397716.3.p1, XM_018823430.2.p1, XM_065094198.1.p1, XM_009401571.3.p1, XM_009392421.3.p1, XM_065112566.1.p1, XM_065187238.1.p1
OG0000948	NM_105968.3.p1, NM_120576.1.p1, NM_180436.2.p1	XM_009404173.3.p1, XM_065080142.1.p1, XM_009415689.3.p1, XM_065122134.1.p1
OG0000949	NM_123306.1.p1, NM_113839.4.p1, NM_180157.1.p1, NM_110974.5.p1	XM_018827948.2.p1, XM_065192471.1.p1, XM_065128191.1.p1, XM_065128190.1.p1
OG0000950	NM_122964.3.p1, NM_124126.3.p1, NM_117834.7.p1	XM_065145403.1.p1, XM_009407759.3.p1, XM_009416476.3.p1
OG0000950	NM_117367.3.p1, NM_113435.3.p1	XM_065094561.1.p1, XM_009387239.3.p1, XM_009404456.3.p1, XM_009414447.3.p1, XM_065120326.1.p1
OG0000952	NM_120937.5.p1	XM_065166973.1.p1, XM_065083915.1.p1, XM_018831171.2.p1, XM_009422583.3.p1, XM_009422584.3.p1, XM_009422579.3.p1, XM_009422578.3.p1, XM_065083606.1.p1, XM_009419998.3.p1, XM_065135666.1.p1, XM_009400033.3.p1, XM_065135665.1.p1, XM_009400041.3.p1, XM_009400049.3.p1, XM_065135668.1.p1
OG0000953	NM_128325.3.p1, NM_129769.3.p1, NM_123718.2.p1, NM_130002.1.p1, NM_130001.3.p1, NM_128387.2.p1, NM_127328.3.p1, NM_130000.3.p1, NM_123423.4.p1	XM_065183229.1.p1, XM_009402737.3.p1, XM_065102211.1.p1
OG0000954	NM_123523.3.p1, NM_129421.4.p1	XM_065187476.1.p1, XM_009406406.3.p1, XM_065083227.1.p1, XM_009419572.3.p1, XM_065098750.1.p1, XM_009401642.3.p1, XM_009383075.3.p1, XM_065194024.1.p1, XM_065102714.1.p1, XM_065154567.1.p1, XM_065088708.1.p1
OG0000955	NM_124078.3.p1	XM_065092759.1.p1, XM_009414573.3.p1, XM_065097494.1.p1, XM_009393700.3.p1, XM_065123642.1.p1, XM_009388167.3.p1, XM_065126709.1.p1, XM_009420435.3.p1, XM_065176686.1.p1, XM_065176687.1.p1, XM_065176685.1.p1, XM_065147667.1.p1, XM_009400206.3.p1, XM_009385836.3.p1
OG0000960	NM_001084049.2.p1	XM_065093217.1.p1, XM_065093216.1.p1, XM_009409582.3.p1, XM_009409598.3.p1, XM_065093215.1.p1, XM_065093214.1.p1, XM_065137325.1.p1, XM_065137326.1.p1, XM_065089899.1.p1, XM_065089898.1.p1
OG0000961	NM_001084516.2.p1, NM_001336316.1.p1, NM_128667.2.p1, NM_129818.4.p1, NM_102646.5.p1, NM_128958.3.p1, NM_001336483.1.p1	XM_065118987.1.p1, XM_065117178.1.p1, XM_018825404.2.p1, XM_009398375.3.p1, XM_065118593.1.p1
OG0000962	NM_123559.5.p1, NM_114795.4.p1, NM_124737.3.p1, NM_001161305.1.p1	XM_009402161.3.p1, XM_065150513.1.p1, XM_065139814.1.p1, XM_009390981.3.p1, XM_009390964.3.p1, XM_065175822.1.p1, XM_009384891.3.p1, XM_009384893.3.p1
OG0000963	NM_180882.3.p1, NM_001345297.1.p1, NM_001345298.1.p1, NM_125217.4.p1, NM_128602.5.p1, NM_001202712.2.p1	XM_065098766.1.p1
OG0000964	NM_001203516.2.p1, NM_123478.4.p1, NM_001344386.1.p1, NM_123477.5.p1, NM_001344384.1.p1, NM_113596.2.p1, NM_001338835.1.p1, NM_111069.4.p1	XM_065079379.1.p1, XR_010475955.1.p1, XM_065163464.1.p1, XM_065163460.1.p1, XM_065163461.1.p1
OG0000965	NM_100237.1.p1, NM_001335712.1.p1, NM_001335711.1.p1, NM_127653.5.p1, NM_104806.4.p1, NM_001331971.1.p1, NM_001331972.1.p1, NM_100990.4.p1	XM_009417798.3.p1, XM_065124156.1.p1, XM_018818128.2.p1, XM_065106490.1.p1, XM_009388616.3.p1
OG0000966	NM_001331993.1.p1, NM_101024.2.p1, NM_116246.3.p1, NM_103562.3.p1, NM_104855.4.p1, NM_116263.2.p1	XM_065083463.1.p1, XM_065126180.1.p1
OG0000967	NM_001332375.1.p1, NM_101741.4.p1, NM_106127.5.p1	XM_065096579.1.p1, XM_065106819.1.p1, XR_010486482.1.p1, XM_065180112.1.p1, XR_010486483.1.p1, XM_065106820.1.p1, XM_018825163.2.p1, XM_065149223.1.p1, XM_065149225.1.p1
OG0000968	NM_106649.3.p1, NM_202458.2.p1, NM_001334947.1.p1	XM_009409179.3.p1, XM_009409178.3.p1, XM_065114938.1.p1, XM_065114937.1.p1, XM_065093969.1.p1, XM_065093971.1.p1, XM_065137211.1.p1
OG0000969	NM_125875.3.p1	XM_065100994.1.p1, XM_009403917.3.p1
OG0000969	NM_111272.4.p1, NM_121827.2.p1, NM_105150.3.p1, NM_001335636.1.p1	XM_009420679.3.p1, XM_009390721.3.p1, XM_009395711.3.p1, XM_065164320.1.p1
OG0000970	NM_120410.5.p1, NM_001342698.1.p1, NM_001337847.1.p1, NM_202541.3.p1, NM_111818.4.p1, NM_179980.4.p1, NM_001336757.1.p1	XM_065168899.1.p1, XM_065168900.1.p1, XM_065168901.1.p1, XM_065139746.1.p1, XM_009388074.2.p1
OG0000971	NM_001337659.1.p1, NM_111523.3.p1	XM_065135652.1.p1
OG0000971	NM_001343345.1.p1, NM_121465.4.p1, NM_001343347.1.p1, NM_001343346.1.p1, NM_180161.2.p1	XM_009416420.3.p1
OG0000972	NM_124232.4.p1, NM_001344777.1.p1, NM_111613.5.p1, NM_001337703.1.p1	XM_065193099.1.p1, XM_065118389.1.p1, XM_009412343.3.p1, XR_001975796.2.p1, XM_009398524.3.p1, XM_065158551.1.p1, XM_065098075.1.p1, XM_009392533.3.p1, XM_065141835.1.p1, XM_065141830.1.p1, XM_065141834.1.p1, XM_065098073.1.p1, XM_065097176.1.p1, XR_010480663.1.p1, XR_010501555.1.p1, XR_010501556.1.p1, XM_065169898.1.p1, XM_065129143.1.p1, XM_009418320.3.p1, XM_065169180.1.p1, XM_065154113.1.p1, XM_065188691.1.p1, XM_065114136.1.p1, XM_009387726.3.p1, XM_065095601.1.p1, XM_065141795.1.p1
OG0000973	NM_112644.3.p1, NM_001338295.1.p1, NM_123525.4.p1, NM_001344404.1.p1, NM_118501.5.p1	XM_065110066.1.p1, XM_065110065.1.p1, XM_009404505.3.p1, XM_065100779.1.p1, XM_065185350.1.p1, XM_065172893.1.p1
OG0000974	NM_126680.4.p1, NM_122930.3.p1, NM_112910.5.p1, NM_001338461.1.p1, NM_103943.3.p1, NR_142381.1.p1, NM_119274.5.p1	XM_009381632.3.p1, XM_018826614.2.p1, XM_065085724.1.p1, XM_065146651.1.p1, XM_009395676.3.p1, XM_065126594.1.p1, XM_065150076.1.p1
OG0000975	NM_121965.4.p1	XM_065150315.1.p1, XM_009389598.3.p1, XM_009389597.3.p1, XM_065134569.1.p1, XM_009402380.3.p1
OG0000975	NM_001339539.1.p1, NM_116504.3.p1	XM_065100869.1.p1, XM_065128576.1.p1, XM_009420921.3.p1, XM_009407675.3.p1
OG0000976	NM_112225.5.p1, NM_125070.3.p1, NM_001339590.1.p1, NM_001341781.1.p1, NM_118747.3.p1, NM_001341777.1.p1, NM_001341778.1.p1, NM_001341779.1.p1, NM_001341782.1.p1, NM_001341783.1.p1, NM_179222.2.p1	XM_009409022.3.p1, XM_065191412.1.p1, XM_065115269.1.p1, XM_065115270.1.p1, XM_065111218.1.p1, XM_065185926.1.p1, XM_009404648.3.p1, XM_065137718.1.p1
OG0000977	NM_130261.3.p1, NM_116071.5.p1, NM_001340136.1.p1, NM_111465.5.p1, NM_001343974.1.p1, NM_203108.2.p1, NM_180547.3.p1, NM_104556.5.p1	XM_065113263.1.p1, XM_065155418.1.p1, XM_009403694.3.p1, XM_009403692.3.p1, XM_009389801.3.p1
OG0000978	NM_001341292.1.p1, NM_001341293.1.p1, NM_128666.5.p1	XM_065141657.1.p1
