Orthogroup	Arabidopsis_thaliana_rna_prot	Malus_domestica_rna_prot
OG0000915	NM_001339034.1.p1, NM_001339036.1.p1, NM_001339035.1.p1	XM_029097535.1.p1, XM_017324194.2.p1, XM_029107862.1.p1, XM_029107863.1.p1
OG0000915	NM_129210.1.p1	XM_029092871.1.p1, XM_029092816.1.p1
OG0000916	NM_116753.1.p1, NM_116751.4.p1, NM_001340533.1.p1, NM_001340532.1.p1	XM_029110412.1.p1, XM_029103233.1.p1
OG0000916	NM_111834.1.p1	XM_008343714.3.p1, XM_017328492.2.p1
OG0000917	NM_001343618.1.p1	XM_008354480.2.p1, XM_029087848.1.p1, XM_008354044.3.p1
OG0000917	NM_102980.4.p1	XM_029096224.1.p1, XM_008375320.2.p1
OG0000917	NM_118288.4.p1	XM_029093577.1.p1, XM_029105474.1.p1
OG0000918	NM_123390.3.p1	XM_029097412.1.p1
OG0000918	NM_125680.3.p1, NM_001345563.1.p1	XM_029104288.1.p1, XM_008394821.2.p1
OG0000919	NM_101906.4.p1	XM_008340872.3.p1
OG0000919	NM_127319.4.p1	XM_017323246.2.p1
OG0000920	NM_202218.3.p1, NM_102920.3.p1, NM_102919.4.p1, NM_120645.3.p1	XR_003774329.1.p1, XR_003774330.1.p1, XM_029104395.1.p1, XR_003774332.1.p1
OG0000921	NM_115522.4.p1, NM_103176.2.p1	XM_008376512.3.p1, XM_008395070.3.p1, XM_008353690.3.p1
OG0000922	NM_128206.3.p1	XM_008379150.3.p1, XM_029098585.1.p1
OG0000922	NM_112781.3.p1, NM_103834.4.p1	XM_008350310.3.p1, XM_008389109.3.p1
OG0000922	NM_114899.4.p1	XM_008341254.2.p1, XM_029099097.1.p1
OG0000923	NM_105572.5.p1	XM_017329715.2.p1, XM_008381241.3.p1, NM_001293845.1.p1, XM_008341532.3.p1, XM_008391146.3.p1
OG0000924	NM_114187.5.p1, NM_122090.4.p1	XM_008339587.3.p1, XM_029089409.1.p1
OG0000924	NM_124296.3.p1	XM_029091152.1.p1, XM_029096385.1.p1
OG0000924	NM_116461.4.p1	NM_001293909.1.p1
OG0000925	NM_114739.2.p1, NM_122273.3.p1	XM_008394545.3.p1, XM_029103801.1.p1
OG0000926	NM_116301.3.p1	XM_017333488.2.p1, XM_008377685.3.p1, XM_008366664.3.p1
OG0000929	NM_128611.3.p1	XM_017334727.2.p1, NM_001294069.1.p1, XM_008384717.3.p1, XM_008374101.3.p1, XM_029102680.1.p1
OG0000930	NM_201896.2.p1, NM_129312.4.p1	XM_008371652.3.p1
OG0000930	NM_180240.2.p1, NM_202565.2.p1, NM_001035604.2.p1, NM_112092.3.p1	XM_008372520.3.p1, XM_008373351.3.p1
OG0000931	NM_101157.3.p1, NM_001332053.1.p1, NM_001332054.1.p1, NM_001338834.1.p1, NM_001338833.1.p1, NM_001035697.2.p1, NM_113586.4.p1	XM_008363866.3.p1, XM_029097721.1.p1, XM_008380831.3.p1
OG0000932	NM_001035927.2.p1, NM_001331791.1.p1, NM_001331792.1.p1, NM_001331793.1.p1	XM_008357579.3.p1, XM_017336071.2.p1, XM_017336072.2.p1, XM_029090103.1.p1
OG0000933	NM_126013.2.p1	XM_008356422.3.p1, XM_029090453.1.p1
OG0000933	NM_113583.4.p1, NM_001338823.1.p1, NM_001338824.1.p1, NM_001338825.1.p1	XM_029107612.1.p1
OG0000933	NM_180706.3.p1, NM_001036801.1.p1	XM_029107614.1.p1
OG0000934	NM_001344052.1.p1, NM_122684.2.p1, NM_122683.2.p1, NM_102161.4.p1, NM_105756.4.p1, NM_001084338.2.p1, NM_105755.3.p1, NM_105752.4.p1, NM_105753.4.p1	XM_029091555.1.p1, XM_029091750.1.p1, XM_029091751.1.p1, XM_008341311.3.p1
OG0000935	NM_001339437.1.p1, NM_001084796.1.p1, NM_125978.4.p1	XM_017326795.2.p1, XM_008343987.3.p1
OG0000936	NM_001341716.1.p1, NM_118619.3.p1, NM_001341714.1.p1	XM_008376035.3.p1, XM_008376036.3.p1, XM_029092271.1.p1
OG0000936	NM_001123748.2.p1, NM_100170.4.p1, NM_116481.3.p1	XM_008370771.3.p1, XM_008370770.3.p1, XM_029089255.1.p1, XM_008388434.3.p1
OG0000937	NM_180058.2.p1, NM_001202810.1.p1, NM_001337019.1.p1	XM_029101115.1.p1, XM_029101108.1.p1, XM_029101113.1.p1, XM_029101114.1.p1, XM_029101110.1.p1, XM_029101109.1.p1, XM_029101112.1.p1, XM_029101111.1.p1, XM_029090841.1.p1
OG0000938	NM_123757.5.p1, NM_100297.3.p1, NM_001331465.1.p1, NM_119015.4.p1, NM_001335672.1.p1, NM_001335673.1.p1	XM_008366106.3.p1, XM_029102553.1.p1, XM_008384453.3.p1
OG0000938	NM_100339.2.p1	XM_008344330.3.p1, XM_017323889.2.p1, XM_029091511.1.p1, XM_029091512.1.p1, XM_008393067.2.p1, XM_008395229.3.p1, XM_029098928.1.p1, XM_008395225.3.p1
OG0000939	NM_001332149.1.p1, NM_101379.5.p1	XM_029091599.1.p1, XM_029091597.1.p1, XM_008341386.3.p1, XM_008341387.3.p1, XM_029095811.1.p1
OG0000940	NM_001332367.1.p1, NM_001332366.1.p1, NM_101733.6.p1	XM_029093182.1.p1, XM_008394948.3.p1, XM_029093180.1.p1, XM_029093181.1.p1, XM_008376333.3.p1, XM_017333028.2.p1
OG0000940	NM_001335157.1.p1, NM_001335153.1.p1, NM_001335154.1.p1	XM_008391232.3.p1, XM_029091819.1.p1, XM_029096180.1.p1, XM_008341662.3.p1
OG0000941	NM_001344911.1.p1, NM_124464.3.p1	XM_029103803.1.p1, XM_029103804.1.p1
OG0000941	NM_001333657.1.p1, NM_104338.7.p1	XM_008392521.3.p1, XM_008390410.3.p1, XM_008372439.3.p1
OG0000942	NM_115158.1.p1, NM_001335273.1.p1, NM_126543.7.p1, NM_001335272.1.p1	XM_029100095.1.p1, XM_029100093.1.p1, XM_029100090.1.p1, XM_029108029.1.p1, XM_029108033.1.p1, XM_029108034.1.p1, XM_029108030.1.p1, XM_017324326.2.p1, XM_008343980.3.p1, XM_017324325.2.p1
OG0000943	NM_112127.4.p1	XM_008367749.3.p1, XM_029103667.1.p1
OG0000943	NM_129861.3.p1, NM_001337006.1.p1	XM_008385118.3.p1, XM_008361569.2.p1, XM_008344263.3.p1, XM_017334327.2.p1, XM_008382110.3.p1
OG0000944	NM_120027.4.p1	XM_029109743.1.p1, XM_008374677.3.p1
OG0000944	NM_001341648.1.p1, NM_118551.3.p1, NM_001341652.1.p1, NM_001341650.1.p1	XM_008378912.3.p1
OG0000945	NM_001344111.1.p1, NM_126607.3.p1	XM_029089029.1.p1, XM_008339633.3.p1
OG0000945	NM_105913.2.p1	XM_008344414.3.p1, XM_029108275.1.p1
OG0000945	NM_128186.3.p1	XM_008379697.3.p1, XM_008395355.3.p1
OG0000946	NM_124693.4.p1, NM_001345034.1.p1	XM_008382418.2.p1, XM_008382426.3.p1, XM_008378476.3.p1, XM_029106201.1.p1
OG0000947	NM_113373.2.p1, NM_117395.3.p1	XM_029109765.1.p1, XM_029109760.1.p1, XM_008339149.3.p1
OG0000947	NM_106635.4.p1, NM_104103.6.p1	XM_008344457.3.p1, XM_008382691.3.p1
OG0000948	NM_105968.3.p1, NM_120576.1.p1, NM_180436.2.p1	XM_008377178.3.p1, XM_029105221.1.p1, XM_008348011.3.p1
OG0000949	NM_180157.1.p1, NM_110974.5.p1	XM_029107827.1.p1, XM_029107828.1.p1, XM_029097124.1.p1, XM_008343383.3.p1
OG0000950	NM_122964.3.p1, NM_124126.3.p1, NM_117834.7.p1	XM_008372772.3.p1, XM_008385937.3.p1
OG0000950	NM_117367.3.p1, NM_113435.3.p1	XM_008374330.3.p1, XM_008384349.3.p1
OG0000951	NM_117416.3.p1	XM_008371378.3.p1, XM_008392007.3.p1, XM_008392008.3.p1
OG0000952	NM_120937.5.p1	XM_017329096.2.p1, XM_017329097.2.p1, XM_029090864.1.p1, XM_008361783.3.p1, XM_008342205.3.p1, XM_017323409.2.p1
OG0000954	NM_123523.3.p1	XM_008364467.3.p1, XM_029092993.1.p1
OG0000954	NM_129421.4.p1	XM_008372087.3.p1, XM_008367401.3.p1
OG0000955	NM_124078.3.p1	XM_029104501.1.p1, XM_029100954.1.p1
OG0000960	NM_001084049.2.p1	XM_008389156.3.p1
OG0000961	NM_001084516.2.p1, NM_001336316.1.p1, NM_128667.2.p1, NM_129818.4.p1	XM_008383347.3.p1, XM_029097712.1.p1
OG0000961	NM_102646.5.p1, NM_128958.3.p1, NM_001336483.1.p1	XM_008373231.3.p1, XM_008385421.3.p1
OG0000962	NM_123559.5.p1	XR_003768323.1.p1
OG0000962	NM_114795.4.p1, NM_124737.3.p1, NM_001161305.1.p1	XM_008378574.3.p1, XM_008378573.3.p1, XM_008383129.3.p1, XM_008383123.3.p1, XM_008383114.3.p1
OG0000963	NM_128602.5.p1, NM_001202712.2.p1	XM_008365157.3.p1, XM_008365158.3.p1, XM_029099560.1.p1, XM_008386437.3.p1, XM_029088113.1.p1
OG0000964	NM_001203516.2.p1, NM_123478.4.p1, NM_001344386.1.p1, NM_123477.5.p1, NM_001344384.1.p1, NM_113596.2.p1, NM_001338835.1.p1, NM_111069.4.p1	XM_029107549.1.p1, XM_029097500.1.p1
OG0000965	NM_100237.1.p1	XM_029097973.1.p1, XM_008357904.3.p1
OG0000965	NM_104806.4.p1, NM_001331971.1.p1, NM_001331972.1.p1, NM_100990.4.p1	XM_008357771.2.p1, XM_008385578.3.p1
OG0000967	NM_001332375.1.p1, NM_101741.4.p1, NM_106127.5.p1	XM_017335915.2.p1, XM_029104018.1.p1, XM_008376704.3.p1
OG0000968	NM_106649.3.p1, NM_202458.2.p1, NM_001334947.1.p1	XM_029096832.1.p1, XM_029098936.1.p1, XM_008375243.3.p1
OG0000969	NM_125875.3.p1	XM_008340411.3.p1, XM_008394976.1.p1, XM_008363287.2.p1, XM_008394408.2.p1
OG0000969	NM_111272.4.p1, NM_121827.2.p1, NM_105150.3.p1, NM_001335636.1.p1	XM_008388588.3.p1, XM_008393455.3.p1
OG0000970	NM_120410.5.p1, NM_001342698.1.p1, NM_001337847.1.p1, NM_202541.3.p1, NM_111818.4.p1	XM_029101077.1.p1, XM_029090819.1.p1
OG0000970	NM_179980.4.p1, NM_001336757.1.p1	XM_008366959.3.p1
OG0000971	NM_001337659.1.p1, NM_111523.3.p1	XM_008340738.3.p1
OG0000971	NM_001343345.1.p1, NM_121465.4.p1, NM_001343347.1.p1, NM_001343346.1.p1, NM_180161.2.p1	XM_008381010.3.p1, XM_008343216.3.p1
OG0000972	NM_124232.4.p1, NM_001344777.1.p1, NM_111613.5.p1, NM_001337703.1.p1	XM_008384358.3.p1, XM_008374321.3.p1
OG0000973	NM_112644.3.p1, NM_001338295.1.p1	XM_008392026.3.p1, XM_008371345.3.p1
OG0000973	NM_123525.4.p1, NM_001344404.1.p1	XM_029092626.1.p1
OG0000973	NM_118501.5.p1	XM_029104727.1.p1, XM_029104725.1.p1, XM_029104726.1.p1, XM_029104732.1.p1, XM_029104728.1.p1, XM_008343061.3.p1, XM_017324233.2.p1, XM_008343062.3.p1
OG0000974	NM_126680.4.p1, NM_122930.3.p1	XM_029096429.1.p1, XM_008393201.2.p1
OG0000974	NM_112910.5.p1, NM_001338461.1.p1, NM_103943.3.p1	XM_008382194.3.p1, XM_008350481.2.p1
OG0000974	NR_142381.1.p1, NM_119274.5.p1	XM_008380010.3.p1, XM_017323030.2.p1
OG0000975	NM_121965.4.p1	XM_008339225.3.p1
OG0000975	NM_001339539.1.p1	XM_008368320.3.p1, XM_008370599.3.p1
OG0000975	NM_116504.3.p1	XM_008392708.3.p1, XM_008392775.3.p1
OG0000976	NM_112225.5.p1	XM_008393104.3.p1
OG0000976	NM_125070.3.p1, NM_001339590.1.p1, NM_001341781.1.p1, NM_118747.3.p1, NM_001341777.1.p1, NM_001341778.1.p1, NM_001341779.1.p1, NM_001341782.1.p1, NM_001341783.1.p1, NM_179222.2.p1	XM_029094068.1.p1, NM_001293826.1.p1
OG0000977	NM_130261.3.p1, NM_116071.5.p1, NM_001340136.1.p1	XM_029108700.1.p1
OG0000977	NM_111465.5.p1, NM_001343974.1.p1, NM_203108.2.p1, NM_180547.3.p1	XM_029089774.1.p1
OG0000977	NM_104556.5.p1	XM_008371352.3.p1, XM_029091962.1.p1, XM_008371353.3.p1
OG0000978	NM_001341292.1.p1, NM_001341293.1.p1	XM_008385425.3.p1
OG0000978	NM_128666.5.p1	XM_017324960.2.p1
OG0000979	NM_125009.4.p1, NM_001345190.1.p1, NM_001345193.1.p1, NM_001345192.1.p1, NM_001345191.1.p1	XM_017328760.2.p1, XM_017328762.2.p1, XM_008365149.3.p1
OG0000979	NM_111145.4.p1, NM_121650.4.p1	XM_008347524.3.p1, XM_017336505.2.p1
OG0000980	NM_125521.2.p1, NM_001345465.1.p1	XM_008376373.3.p1, XM_008394974.3.p1
OG0000981	NM_116332.4.p1, NM_100018.5.p1	XM_008377890.3.p1
OG0000981	NM_118930.3.p1, NM_124695.4.p1	XM_008382394.3.p1, XM_008378475.3.p1
OG0000982	NM_113425.2.p1	XM_008368627.3.p1, XM_008368625.3.p1, XM_008372293.3.p1
OG0000982	NM_106330.4.p1, NM_114234.2.p1, NM_114231.1.p1, NM_101968.3.p1	XM_008360065.3.p1, XM_029101870.1.p1
OG0000983	NM_104462.4.p1	XM_029099402.1.p1, XM_029099404.1.p1, XM_029099403.1.p1, XM_029099401.1.p1
OG0000984	NM_105882.3.p1	XM_008364154.3.p1, XM_008374883.3.p1
OG0000984	NM_115891.2.p1, NM_115892.4.p1, NM_130043.3.p1	XM_008377550.3.p1
OG0000985	NM_111393.3.p1, NM_122624.4.p1	XM_029105655.1.p1, XM_008353447.3.p1, XM_029094923.1.p1, XM_029107177.1.p1, XM_008385428.3.p1, XM_008365767.3.p1
OG0000986	NM_129157.3.p1, NM_111997.3.p1, NM_120715.3.p1, NM_129098.1.p1	XM_029091011.1.p1, XM_008394135.3.p1, XM_029093054.1.p1, XM_029092924.1.p1, XM_008362372.3.p1, XM_008361281.3.p1
OG0000987	NM_113191.2.p1	XM_008363483.3.p1, XM_029094688.1.p1, XM_029094790.1.p1
OG0000987	NM_116203.3.p1	XM_029100327.1.p1, XM_029089157.1.p1
OG0000988	NM_115457.3.p1	XM_008371045.3.p1, XM_008375869.3.p1
OG0000989	NM_116232.5.p1, NM_130079.3.p1	XM_029098730.1.p1, XM_008379668.3.p1, XM_008368996.3.p1, XM_008373047.3.p1, XM_008343423.3.p1
OG0000990	NM_128075.7.p1, NM_119343.4.p1	XM_008380548.3.p1, XM_008380541.3.p1, XM_008379440.3.p1, XM_008338695.3.p1
OG0000991	NM_128909.3.p1	XM_029107618.1.p1, XM_029107617.1.p1, XM_008380854.3.p1, XM_008343042.3.p1, XM_008391707.3.p1, XM_029095466.1.p1
OG0000994	NM_001035780.3.p1, NM_001339659.1.p1	XM_029105233.1.p1, XM_029095109.1.p1
OG0000995	NM_179290.3.p1, NM_100786.4.p1	XM_008390281.3.p1, XM_008372178.3.p1, XM_008372177.3.p1
OG0000995	NM_105512.3.p1, NM_001036175.2.p1	XM_008361820.3.p1, XM_008341422.3.p1
OG0000996	NM_001203656.2.p1, NM_125513.2.p1, NM_001125997.1.p1, NM_001342966.1.p1, NM_001036773.2.p1	XM_008394979.3.p1
OG0000997	NM_105241.4.p1	XM_029105614.1.p1
OG0000998	NM_001339436.1.p1, NM_001125329.2.p1	XM_008356086.3.p1, XM_029089913.1.p1, XM_008356087.3.p1, XM_017327477.2.p1, XM_008356089.3.p1, XM_029093937.1.p1, XM_008340936.3.p1
OG0000999	NM_100081.5.p1, NM_001197959.1.p1, NM_001331318.1.p1, NM_001331319.1.p1, NM_001331320.1.p1	XM_008395030.2.p1
OG0000999	NM_101108.4.p1	XM_008347156.3.p1, XM_008375800.3.p1
OG0001000	NM_001333118.1.p1, NM_001333119.1.p1, NM_103195.4.p1, NM_001333117.1.p1	XM_029093959.1.p1, XM_008385713.3.p1
OG0001001	NM_130214.3.p1, NM_201971.3.p1, NM_001202833.1.p1	XM_008355807.3.p1, XM_029105748.1.p1
OG0001001	NM_122330.2.p1	XM_008339326.3.p1, XM_008343473.3.p1
OG0001002	NM_001334535.1.p1, NM_001334534.1.p1, NM_105908.4.p1, NM_001332302.1.p1, NM_101601.4.p1	XM_029097480.1.p1, XM_029108273.1.p1
OG0001003	NM_179405.4.p1, NM_102922.5.p1, NM_001332982.1.p1, NM_118031.4.p1, NM_179077.2.p1, NM_001341325.1.p1	XM_029104382.1.p1, XM_029104383.1.p1, XM_029097987.1.p1, XM_029097986.1.p1
OG0001004	NM_001333882.1.p1, NM_104705.4.p1, NM_001333884.1.p1, NM_001333883.1.p1, NM_102235.2.p1, NM_105697.4.p1, NM_001334443.1.p1	XM_029098744.1.p1, XM_029098747.1.p1, XM_029098746.1.p1, XM_017337491.2.p1, XM_008341786.3.p1, XM_029091276.1.p1
OG0001005	NM_179756.4.p1, NM_128237.3.p1, NM_001336085.1.p1, NM_179757.2.p1, NM_001336086.1.p1	XM_008387432.3.p1
OG0001006	NM_001336323.1.p1, NM_128673.5.p1	XM_029093827.1.p1, XM_008395901.3.p1
OG0001006	NM_123244.4.p1	XM_008341428.3.p1, XM_008391047.3.p1
OG0001007	NM_127420.2.p1, NM_001338123.1.p1, NM_001338122.1.p1, NM_112313.3.p1, NM_114027.3.p1, NM_113869.2.p1, NM_112311.2.p1, NM_127418.2.p1, NR_142395.1.p1	XM_008356445.3.p1
OG0001008	NM_122146.4.p1	XM_008357015.3.p1
OG0001008	NM_001343524.1.p1, NM_111238.3.p1, NM_001341772.1.p1, NM_103173.3.p1	XM_008393504.3.p1, XM_029097890.1.p1
OG0001009	NM_101255.2.p1	XM_008391192.3.p1, XM_008391193.3.p1, XM_008363552.2.p1
OG0001009	NM_001342964.1.p1, NM_125514.5.p1, NM_001345457.1.p1	XM_008376377.3.p1, XM_008376379.3.p1, XM_008394981.3.p1
OG0001010	NM_120882.4.p1, NM_001342974.1.p1, NM_125506.5.p1, NM_101723.4.p1	XM_008376392.3.p1, XM_008369335.3.p1, XM_029092633.1.p1, XM_029092632.1.p1
OG0001011	NM_101250.4.p1	XM_029091156.1.p1
OG0001011	NM_001344285.1.p1, NM_123284.4.p1	XM_029107858.1.p1, XM_029097558.1.p1, XM_029097559.1.p1, XM_029097557.1.p1
OG0001012	NM_001344624.1.p1, NM_001344625.1.p1	XM_008361324.3.p1
OG0001013	NM_124966.3.p1, NM_001345162.1.p1	XM_029099399.1.p1
OG0001014	NM_101688.3.p1, NM_106012.6.p1	XM_008395223.3.p1, XM_008376648.3.p1
OG0001014	NM_101355.3.p1, NM_126228.5.p1	XM_008361805.3.p1, XM_008383519.3.p1
OG0001015	NM_101544.5.p1	XM_029096965.1.p1, XM_029096954.1.p1, XM_029096950.1.p1, XM_029096956.1.p1, XM_029096959.1.p1, XM_029096949.1.p1, XM_029096955.1.p1, XM_029096962.1.p1, XM_029096961.1.p1, XM_029096953.1.p1, XM_029108222.1.p1, XM_029108223.1.p1, XM_029108216.1.p1, XM_029108225.1.p1, XM_029096804.1.p1, XM_008382162.3.p1, XM_008382164.3.p1
OG0001016	NM_113327.3.p1	XM_017328044.2.p1
OG0001016	NM_117945.3.p1, NM_102749.3.p1	XM_008373388.3.p1, XM_008373542.3.p1
OG0001016	NM_112304.3.p1	XM_008384748.3.p1
OG0001017	NM_117116.4.p1, NM_103037.4.p1, NM_114807.5.p1	XM_008378610.3.p1, XM_008356043.2.p1, XM_029106243.1.p1, XM_008356042.3.p1
OG0001017	NM_112074.3.p1, NM_121388.9.p1	XM_008368215.3.p1, XM_029100119.1.p1
OG0001018	NM_106593.4.p1, NM_202446.1.p1, NM_104310.4.p1, NM_112110.4.p1	XM_029110077.1.p1, XM_008373752.3.p1
OG0001019	NM_127170.1.p1, NM_127171.2.p1, NM_112769.3.p1	XM_008394846.3.p1, XM_008389148.3.p1, NM_001294104.1.p1, XM_029102050.1.p1, NM_001294107.1.p1, NM_001294109.1.p1, XM_008363063.3.p1, XM_008389155.3.p1, XM_029097788.1.p1, XM_008346921.2.p1, XM_029109145.1.p1, NM_001293973.1.p1, XM_008389151.3.p1, XM_029102048.1.p1
OG0001020	NM_180923.1.p1, NM_180922.1.p1, NM_125703.4.p1	XM_008376176.3.p1, XM_029092393.1.p1
OG0001020	NM_113681.2.p1	XM_008343197.3.p1
OG0001021	NM_115556.4.p1, NM_115557.3.p1, NM_129689.2.p1	XM_008391060.2.p1
OG0001022	NM_115988.3.p1, NM_130144.4.p1, NM_116291.5.p1, NM_179204.2.p1	XM_029093242.1.p1, XM_029105710.1.p1
OG0001023	NM_125496.3.p1	XM_008376412.3.p1, XM_008374064.3.p1, XM_008395008.3.p1, XM_017322528.2.p1
OG0001024	NM_179815.3.p1	XM_029099566.1.p1, XM_008386440.3.p1
OG0001024	NM_119353.4.p1	XM_008372033.3.p1, NM_001293848.1.p1, XM_017331576.2.p1, XM_008372035.3.p1, XM_008390130.3.p1, XM_008390129.3.p1, XM_017336464.2.p1
OG0001025	NM_123625.4.p1	XM_008379121.3.p1, XM_008352254.2.p1, XM_029106669.1.p1
OG0001025	NM_126063.3.p1, NM_127942.3.p1, NM_119846.4.p1	XM_008340647.3.p1, XM_029094351.1.p1, XM_008380203.1.p1
OG0001026	NM_121880.4.p1	XM_008342644.3.p1, XM_008392526.3.p1
OG0001027	NM_148409.2.p1, NM_127786.3.p1	XM_008345442.2.p1, XM_029093292.1.p1
OG0001027	NM_122121.3.p1, NM_128266.2.p1	XM_008368163.3.p1, XM_008360962.3.p1
OG0001028	NM_129609.3.p1	XM_008376378.3.p1
OG0001030	NM_126255.4.p1, NM_001035872.3.p1	XM_008342325.3.p1, NM_001293974.1.p1
OG0001031	NM_001035944.2.p1, NM_100969.4.p1, NM_104774.6.p1	NM_001328776.1.p1, NM_001320014.1.p1
OG0001032	NM_180041.5.p1	XM_029097130.1.p1, XM_008370401.3.p1
OG0001032	NM_001036102.3.p1, NM_112356.4.p1	XM_008369733.3.p1, XM_008388025.3.p1
OG0001033	NM_119759.4.p1, NM_179173.4.p1, NM_001335558.1.p1, NM_001335559.1.p1, NM_001036290.2.p1, NM_001335560.1.p1	XM_008354200.3.p1, XM_029094376.1.p1, XM_017324169.2.p1, XM_029090406.1.p1, XM_008395721.3.p1
OG0001034	NM_104547.4.p1, NM_001084261.1.p1	XM_008390226.3.p1, XM_008390227.3.p1, XM_029101395.1.p1, XM_029101396.1.p1
OG0001034	NM_001332601.1.p1, NM_102193.4.p1	XM_008391448.3.p1
OG0001035	NM_001125034.1.p1, NM_129886.4.p1, NM_180390.3.p1	XM_029090905.1.p1, XM_029090906.1.p1, XM_008373839.3.p1, XM_008373838.3.p1
OG0001036	NM_124300.4.p1, NM_111556.4.p1, NM_001161122.1.p1	XM_029095896.1.p1, XM_008392369.3.p1
OG0001036	NM_001337603.1.p1, NM_111444.5.p1, NM_122581.3.p1	XM_029101428.1.p1, XM_029101427.1.p1, XM_008390277.3.p1
OG0001037	NM_001339004.1.p1, NM_123313.5.p1, NM_001339005.1.p1, NM_001203068.2.p1, NM_113833.4.p1	XM_008343380.3.p1, XM_008344791.3.p1
OG0001037	NM_102430.5.p1	XM_008341630.3.p1, XR_003767874.1.p1, XM_029096529.1.p1
OG0001038	NM_128552.4.p1, NM_179808.2.p1	XM_029099637.1.p1, XM_008386568.3.p1, XM_017335731.2.p1
OG0001038	NM_111953.3.p1, NM_001203301.2.p1	NM_001293987.1.p1, XR_003773044.1.p1, XM_017331060.2.p1, XM_029089656.1.p1, XM_008357493.3.p1
OG0001039	NM_001345079.1.p1, NM_124791.3.p1	XM_008387869.3.p1, XM_008368094.3.p1
OG0001040	NM_001331536.1.p1, NM_001331537.1.p1	XM_008343747.3.p1, XM_008367225.3.p1
OG0001040	NM_117612.3.p1	XM_029091550.1.p1, XM_008367226.3.p1, XM_008343749.3.p1, XM_008343748.3.p1
OG0001041	NM_101376.4.p1, NM_001332147.1.p1, NM_001332146.1.p1	XM_008341417.3.p1, XM_029090932.1.p1
OG0001041	NM_001334602.1.p1, NM_106034.3.p1	XM_008376566.3.p1
OG0001042	NM_202133.1.p1, NM_001332386.1.p1, NM_106153.4.p1, NM_001334673.1.p1	XM_008382563.3.p1, XM_008355289.3.p1, XM_008390740.3.p1, XM_008339606.3.p1
OG0001043	NM_119158.4.p1, NM_001335622.1.p1, NM_001341993.1.p1	XM_029103249.1.p1, XM_029103244.1.p1, XM_029103210.1.p1, XM_029091755.1.p1, XM_008384426.3.p1, XM_008384425.3.p1, XM_029103225.1.p1
OG0001044	NM_121491.3.p1	XM_008381043.2.p1
OG0001044	NM_114670.2.p1	XM_008369306.3.p1, XM_008376228.3.p1
OG0001044	NM_001335940.1.p1	XM_008395706.3.p1
OG0001044	NM_119182.4.p1	XM_008342412.3.p1, XM_008350409.3.p1
OG0001046	NM_114437.5.p1, NM_114438.1.p1, NM_114441.1.p1, NM_114439.3.p1, NM_114440.4.p1, NM_001339216.1.p1, NM_001339214.1.p1, NM_114434.2.p1	XM_008387036.3.p1, XM_029088469.1.p1
OG0001047	NM_001343923.1.p1, NM_001343924.1.p1, NM_001343177.1.p1, NM_121168.5.p1	XM_008395797.3.p1, XM_008385415.3.p1
OG0001047	NM_106686.3.p1, NM_101426.5.p1	XM_029108820.1.p1, XM_029097755.1.p1
OG0001048	NM_121452.4.p1, NM_111028.3.p1, NM_113670.4.p1	XM_029107688.1.p1, XM_017324344.2.p1
OG0001048	NM_105458.3.p1, NM_101170.4.p1	XM_008341874.3.p1
OG0001049	NM_119189.1.p1, NM_179714.5.p1, NM_118944.3.p1	XM_008363925.3.p1, XM_008377728.3.p1
OG0001049	NM_101710.3.p1	XM_008376468.3.p1
OG0001050	NM_103508.5.p1	XM_008347059.3.p1
OG0001052	NM_111358.4.p1, NM_122698.5.p1	XM_029090130.1.p1, XM_029090126.1.p1, XM_029090127.1.p1, XR_003767393.1.p1, XM_029090129.1.p1, XM_008390438.3.p1
OG0001053	NM_124125.4.p1	XM_008347576.3.p1, XM_029087678.1.p1, XM_029103367.1.p1, XM_008347575.3.p1, XM_029087677.1.p1, XM_029087676.1.p1
OG0001056	NM_001035548.1.p1, NM_111143.3.p1, NM_001035547.2.p1	XM_008372611.3.p1, XM_008390591.3.p1
OG0001057	NM_112904.3.p1, NM_001084724.2.p1, NM_102611.2.p1, NM_001341032.1.p1, NM_117621.5.p1, NM_117624.6.p1, NM_001338453.1.p1, NM_001338497.1.p1, NM_126545.1.p1, NM_112902.3.p1, NM_112905.2.p1, NM_202615.2.p1, NM_001338450.1.p1, NM_112899.3.p1, NM_117626.5.p1, NM_112901.3.p1, NM_103937.4.p1, NM_103935.4.p1, NM_123622.2.p1, NM_001035719.2.p1, NM_126982.2.p1, NM_128259.2.p1, NM_128258.3.p1, NM_117623.3.p1, NM_112987.1.p1, NM_112986.4.p1, NM_124173.3.p1, NM_001161159.2.p1, NM_112903.3.p1	XM_008348700.3.p1
OG0001058	NM_001035818.3.p1, NM_001337039.1.p1, NM_001337041.1.p1, NM_001161101.2.p1, NM_001337038.1.p1	XM_029089549.1.p1
OG0001059	NM_001342559.1.p1, NM_120149.4.p1	XM_008370860.3.p1, XM_008340368.3.p1
OG0001059	NM_001036219.1.p1, NM_001198495.1.p1, NM_106465.4.p1, NM_103280.5.p1, NM_001333167.1.p1, NM_001333168.1.p1	XM_029094388.1.p1, XM_008392859.3.p1
