Orthogroup	Tribolium_castaneum_rna.fna.transdecoder_cd	Anoplophora_glabripennis_rna.fna.transdecoder_cd
OG0000228	gnl|WGS_AAJJ|TC006959-RA.p1, gnl|WGS_AAJJ|TC006002-RA.p1, gnl|WGS_AAJJ|TC001854-RA.p1, gnl|WGS_AAJJ|TC005196-RA.p1	XM_023455005.1.p1, XM_018707981.1.p1
OG0000229	gnl|WGS_AAJJ|TC013765-RA.p1	XM_023456819.1.p1
OG0000229	gnl|WGS_AAJJ|TC000118-RA.p1	XM_018722265.2.p1
OG0000230	gnl|WGS_AAJJ|TC009240-RA.p1	XM_018715973.2.p1
OG0000230	gnl|WGS_AAJJ|TC014707-RA.p1	XM_018718660.1.p1, XM_018718658.1.p1
OG0000230	gnl|WGS_AAJJ|TC010446-RA.p1	XM_018719068.1.p1
OG0000231	gnl|WGS_AAJJ|TC003450-RA.p1	XM_018719354.2.p1
OG0000233	gnl|WGS_AAJJ|TC009935-RA.p1	XM_018707650.2.p1
OG0000233	gnl|WGS_AAJJ|TC034132-RA.p1	XM_018714569.2.p1
OG0000233	gnl|WGS_AAJJ|TC034002-RE.p1, gnl|WGS_AAJJ|TC034002-RF.p1, gnl|WGS_AAJJ|TC034002-RD.p1, gnl|WGS_AAJJ|TC034002-RC.p1, gnl|WGS_AAJJ|TC034002-RA.p1	XM_018705623.2.p1
OG0000234	gnl|WGS_AAJJ|TC006133-RA.p1	XM_018707227.1.p1
OG0000234	gnl|WGS_AAJJ|TC015513-RA.p1	XM_018708400.1.p1, XM_018707229.1.p1, XM_018714725.1.p1, XM_018719269.1.p1
OG0000234	gnl|WGS_AAJJ|TC034043-RA.p2	XM_018714924.1.p1
OG0000234	gnl|WGS_AAJJ|TC011604-RA.p1	XM_018706703.2.p1
OG0000234	gnl|WGS_AAJJ|TC034044-RA.p1	XM_018714927.1.p1
OG0000235	gnl|WGS_AAJJ|TC011788-RA.p1	XM_018706466.2.p1
OG0000235	gnl|WGS_AAJJ|TC011791-RA.p1, gnl|WGS_AAJJ|TC034440-RA.p1, gnl|WGS_AAJJ|TC034439-RA.p1	XM_018706449.1.p1, XM_018706448.1.p1
OG0000235	gnl|WGS_AAJJ|TC010520-RA.p1	XM_018716613.2.p1
OG0000236	gnl|WGS_AAJJ|TC010813-RA.p1	XM_023454105.1.p1
OG0000237	gnl|WGS_AAJJ|TC032226-RA.p1	XM_018721551.1.p1
OG0000237	gnl|WGS_AAJJ|TC004523-RA.p1, gnl|WGS_AAJJ|TC031984-RA.p1	XM_018724713.2.p1, XM_018714101.1.p1, XM_018714102.1.p1, XM_018714103.1.p1, XM_018718580.1.p1, XM_018718578.1.p1, XM_018724434.2.p1, XM_018714099.2.p1, XM_018714093.1.p1, XM_018714090.1.p1, XM_018718579.1.p1, XM_018714095.1.p1, XM_018714100.2.p1, XM_018714094.2.p1, XM_018714098.1.p1
OG0000238	gnl|WGS_AAJJ|TC009318-RA.p1	XM_018715234.1.p1
OG0000238	gnl|WGS_AAJJ|TC033668-RA.p1	XM_018714057.1.p1
OG0000238	gnl|WGS_AAJJ|TC010155-RA.p1	XM_023455086.1.p1
OG0000238	gnl|WGS_AAJJ|TC014086-RA.p1	XM_018724739.1.p1
OG0000238	gnl|WGS_AAJJ|TC014270-RA.p1	XM_018715390.1.p1
OG0000239	gnl|WGS_AAJJ|TC014143-RA.p1	XM_018712043.1.p1
OG0000239	gnl|WGS_AAJJ|TC005012-RA.p1	XM_018709595.1.p1
OG0000239	gnl|WGS_AAJJ|TC011406-RA.p1	XM_018706790.1.p1
OG0000243	gnl|WGS_AAJJ|TC012593-RA.p1	XM_018715522.2.p1
OG0000244	gnl|WGS_AAJJ|TC004989-RA.p1	XM_018709607.1.p1
OG0000244	gnl|WGS_AAJJ|TC009950-RB.p1	XM_018707715.2.p1
OG0000245	gnl|WGS_AAJJ|TC015327-RA.p1	XM_018712652.1.p1
OG0000245	gnl|WGS_AAJJ|TC012346-RA.p1	XM_018715091.1.p1
OG0000245	gnl|WGS_AAJJ|TC014296-RA.p1	XM_018708772.1.p1
OG0000245	gnl|WGS_AAJJ|TC033122-RA.p1	XM_018708769.1.p1
OG0000246	gnl|WGS_AAJJ|TC003209-RA.p1	XM_023456322.1.p1
OG0000247	gnl|WGS_AAJJ|TC000558-RA.p1	XM_018718947.1.p1
OG0000247	gnl|WGS_AAJJ|TC001014-RA.p1	XM_018720463.1.p1
OG0000247	gnl|WGS_AAJJ|TC031963-RB.p1	XM_018713171.1.p1
OG0000247	gnl|WGS_AAJJ|TC015139-RA.p1	XM_018706198.1.p1, XM_018706199.1.p1
OG0000248	gnl|WGS_AAJJ|TC011221-RA.p1, gnl|WGS_AAJJ|TC033427-RA.p1	XM_018708995.1.p1
OG0000248	gnl|WGS_AAJJ|TC015391-RA.p1	XM_023455026.1.p1
OG0000248	gnl|WGS_AAJJ|TC014363-RB.p1, gnl|WGS_AAJJ|TC014363-RA.p1	XM_018711707.2.p1, XM_018711705.2.p1
OG0000248	gnl|WGS_AAJJ|TC007305-RB.p1	XM_018724058.1.p1
OG0000249	gnl|WGS_AAJJ|TC001154-RA.p1	XM_023454424.1.p1
OG0000249	gnl|WGS_AAJJ|TC007905-RA.p1	XM_018714876.1.p1
OG0000249	gnl|WGS_AAJJ|TC008204-RB.p1	XM_018716117.2.p1
OG0000250	gnl|WGS_AAJJ|TC010027-RA.p1	XM_018718961.1.p1
OG0000250	gnl|WGS_AAJJ|TC011675-RA.p1	XM_018717659.1.p1
OG0000250	gnl|WGS_AAJJ|TC007011-RA.p1	XM_018723668.1.p1
OG0000250	gnl|WGS_AAJJ|TC011676-RA.p1	XM_018717662.1.p1, XM_018713949.2.p1
OG0000251	gnl|WGS_AAJJ|TC005779-RA.p1	XM_018708679.1.p1
OG0000251	gnl|WGS_AAJJ|TC002441-RA.p1	XM_018710940.1.p1
OG0000251	gnl|WGS_AAJJ|TC009796-RA.p1	XM_018712776.1.p1
OG0000252	gnl|WGS_AAJJ|TC030720-RA.p1	XM_018716860.1.p1
OG0000252	gnl|WGS_AAJJ|TC009794-RA.p1	XM_018710776.1.p1
OG0000252	gnl|WGS_AAJJ|TC013301-RA.p1	XM_018722241.1.p1
OG0000253	gnl|WGS_AAJJ|TC032118-RA.p1	XM_023455120.1.p1
OG0000254	gnl|WGS_AAJJ|TC031115-RA.p1, gnl|WGS_AAJJ|TC007033-RB.p1	XM_023455953.1.p1
OG0000254	gnl|WGS_AAJJ|TC032714-RA.p1	XM_023455053.1.p1
OG0000254	gnl|WGS_AAJJ|TC007743-RA.p1	XM_023455051.1.p1
OG0000254	gnl|WGS_AAJJ|TC013866-RA.p1	XM_023454567.1.p1
OG0000255	gnl|WGS_AAJJ|TC000981-RA.p1	XM_018705637.1.p1
OG0000255	gnl|WGS_AAJJ|TC014402-RA.p1	XM_018717720.2.p1
OG0000257	gnl|WGS_AAJJ|TC012857-RA.p1	XM_023454357.1.p1
OG0000257	gnl|WGS_AAJJ|TC013486-RA.p1	XM_018712943.1.p1
OG0000257	gnl|WGS_AAJJ|TC032400-RA.p1	XM_018722644.1.p1
OG0000258	gnl|WGS_AAJJ|TC034688-RA.p1, gnl|WGS_AAJJ|TC033067-RA.p1, gnl|WGS_AAJJ|TC014068-RA.p1	XM_018713715.1.p1, XM_018713714.1.p1, XM_018713716.1.p1, XM_023456997.1.p1, XM_018713736.1.p1, XM_018713713.1.p1
OG0000258	gnl|WGS_AAJJ|TC016351-RA.p1	XM_018705400.1.p1
OG0000259	gnl|WGS_AAJJ|TC006611-RA.p1	XM_018705655.2.p1
OG0000259	gnl|WGS_AAJJ|TC006284-RA.p1	XM_023454768.1.p1, XM_018705591.2.p1
OG0000260	gnl|WGS_AAJJ|TC031485-RB.p1, gnl|WGS_AAJJ|TC004749-RA.p1	XM_018713410.2.p1, XM_018713425.1.p1
OG0000260	gnl|WGS_AAJJ|TC008776-RA.p1	XM_023454877.1.p1
OG0000261	gnl|WGS_AAJJ|TC033048-RA.p1, gnl|WGS_AAJJ|TC033048-RB.p1	XM_023454707.1.p1, XM_023454706.1.p1, XM_023454702.1.p1, XM_023454705.1.p1
OG0000262	gnl|WGS_AAJJ|TC003580-RA.p1, gnl|WGS_AAJJ|TC003580-RB.p1	XM_018711843.1.p1
OG0000262	gnl|WGS_AAJJ|TC006643-RA.p1	XM_018719678.1.p1
OG0000262	gnl|WGS_AAJJ|TC006642-RA.p1	XM_018715315.2.p1
OG0000263	gnl|WGS_AAJJ|TC006033-RB.p1, gnl|WGS_AAJJ|TC006033-RA.p1	XM_023454951.1.p1
OG0000263	gnl|WGS_AAJJ|TC006034-RA.p1	XM_018715689.1.p1
OG0000263	gnl|WGS_AAJJ|TC034720-RA.p1	XM_018723644.1.p1
OG0000263	gnl|WGS_AAJJ|TC034940-RA.p1, gnl|WGS_AAJJ|TC015295-RA.p1	XM_018723642.2.p1
OG0000264	gnl|WGS_AAJJ|TC008905-RA.p1	XM_018718483.1.p1
OG0000264	gnl|WGS_AAJJ|TC015465-RA.p1	XM_018721576.2.p1
OG0000264	gnl|WGS_AAJJ|TC011052-RA.p1	XM_023455163.1.p1
OG0000264	gnl|WGS_AAJJ|TC031642-RA.p1	XM_018713085.2.p1
OG0000265	gnl|WGS_AAJJ|TC010117-RA.p1, gnl|WGS_AAJJ|TC010109-RA.p1, gnl|WGS_AAJJ|TC016303-RA.p1	XM_018721669.1.p1
OG0000265	gnl|WGS_AAJJ|TC010110-RA.p1, gnl|WGS_AAJJ|TC008714-RA.p1	XM_018721822.1.p1, XM_018721707.1.p1
OG0000267	gnl|WGS_AAJJ|TC004591-RA.p1	XM_018711204.1.p1, XM_018711203.1.p1
OG0000267	gnl|WGS_AAJJ|TC034736-RA.p1	XM_018719917.2.p1
OG0000267	gnl|WGS_AAJJ|TC008265-RA.p1	XM_023455468.1.p1
OG0000267	gnl|WGS_AAJJ|TC001887-RB.p1	XM_018720564.2.p1, XM_018720563.2.p1
OG0000268	gnl|WGS_AAJJ|TC033648-RA.p1	XM_018724475.1.p1, XM_018724476.1.p1
OG0000268	gnl|WGS_AAJJ|TC032587-RA.p1	XM_018711385.1.p1, XM_018711400.1.p1
OG0000269	gnl|WGS_AAJJ|TC000441-RA.p1	XM_018721065.2.p1, XM_018711723.2.p1
OG0000269	gnl|WGS_AAJJ|TC001069-RA.p1	XM_018706094.1.p1
OG0000269	gnl|WGS_AAJJ|TC009378-RA.p1	XM_018712058.1.p1
OG0000270	gnl|WGS_AAJJ|TC011322-RA.p1, gnl|WGS_AAJJ|TC011321-RA.p1	XM_018708741.1.p1
OG0000271	gnl|WGS_AAJJ|TC013075-RA.p1	XM_018713392.2.p1
OG0000271	gnl|WGS_AAJJ|TC010659-RA.p1	XM_018718996.2.p1
OG0000271	gnl|WGS_AAJJ|TC009907-RA.p1	XM_018715442.1.p1
OG0000271	gnl|WGS_AAJJ|TC001673-RA.p1	XM_018710053.1.p1
OG0000272	gnl|WGS_AAJJ|TC001027-RA.p1	XM_018715931.1.p1
OG0000272	gnl|WGS_AAJJ|TC007845-RA.p1	XM_018718212.1.p1
OG0000272	gnl|WGS_AAJJ|TC002681-RA.p1	XM_018719465.1.p1, XM_018719463.1.p1
OG0000273	gnl|WGS_AAJJ|TC009181-RA.p1	XM_018713462.1.p1
OG0000273	gnl|WGS_AAJJ|TC010869-RC.p1, gnl|WGS_AAJJ|TC010869-RA.p1, gnl|WGS_AAJJ|TC010869-RB.p1	XM_018710192.2.p1
OG0000273	gnl|WGS_AAJJ|TC004402-RA.p1	XM_023455484.1.p1
OG0000274	gnl|WGS_AAJJ|TC002925-RA.p1	XM_018709085.2.p1
OG0000274	gnl|WGS_AAJJ|TC000431-RA.p1	XM_018707029.1.p1
OG0000274	gnl|WGS_AAJJ|TC007135-RA.p1	XM_018717024.1.p1
OG0000275	gnl|WGS_AAJJ|TC010518-RA.p1	XM_023454049.1.p1
OG0000275	gnl|WGS_AAJJ|TC015082-RA.p1	XM_023455304.1.p1
OG0000277	gnl|WGS_AAJJ|TC005858-RA.p1	XM_018712326.2.p1
OG0000277	gnl|WGS_AAJJ|TC031113-RA.p1	XM_018710135.1.p1
OG0000277	gnl|WGS_AAJJ|TC032906-RA.p1, gnl|WGS_AAJJ|TC032904-RA.p1, gnl|WGS_AAJJ|TC007030-RA.p1, gnl|WGS_AAJJ|TC007029-RA.p1, gnl|WGS_AAJJ|TC007032-RA.p1, gnl|WGS_AAJJ|TC032905-RA.p1	XM_018714881.2.p1, XM_018714882.2.p1, XM_018714883.1.p1
OG0000277	gnl|WGS_AAJJ|TC011039-RA.p1	XM_018720698.1.p1
OG0000278	gnl|WGS_AAJJ|TC003402-RA.p1	XM_018717767.1.p1
OG0000278	gnl|WGS_AAJJ|TC003797-RA.p1	XM_018711817.2.p1
OG0000279	gnl|WGS_AAJJ|TC030701-RB.p1	XM_023455451.1.p1, XM_023455450.1.p1
OG0000280	gnl|WGS_AAJJ|TC008473-RA.p1	XM_018709340.1.p1
OG0000280	gnl|WGS_AAJJ|TC015480-RA.p1	XM_018710051.1.p1, XM_018710094.2.p1, XM_023456678.1.p1, XM_023454252.1.p1, XM_018710093.1.p1, XM_018710083.2.p1, XM_023454354.1.p1, XM_018710054.1.p1
OG0000280	gnl|WGS_AAJJ|TC034455-RA.p1	XM_018710043.2.p1
OG0000280	gnl|WGS_AAJJ|TC012524-RA.p1	XM_018707797.2.p1
OG0000281	gnl|WGS_AAJJ|TC013055-RA.p1	XM_023454715.1.p1, XM_023454708.1.p1
OG0000283	gnl|WGS_AAJJ|TC013703-RA.p1	XM_018713747.1.p1
OG0000283	gnl|WGS_AAJJ|TC007731-RA.p1	XM_018723953.1.p1
OG0000283	gnl|WGS_AAJJ|TC000235-RA.p1	XM_018714705.1.p1
OG0000284	gnl|WGS_AAJJ|TC032574-RC.p1, gnl|WGS_AAJJ|TC032574-RA.p1, gnl|WGS_AAJJ|TC032574-RB.p1	XM_018722354.2.p1, XM_018721239.1.p1
OG0000284	gnl|WGS_AAJJ|TC034635-RD.p1	XM_018720011.2.p1
OG0000286	gnl|WGS_AAJJ|TC031941-RC.p1	XM_018724853.2.p1
OG0000286	gnl|WGS_AAJJ|TC012080-RA.p1	XM_018707155.2.p1, XM_018707154.2.p1, XM_023456023.1.p1, XM_023456024.1.p1
OG0000287	gnl|WGS_AAJJ|TC008996-RA.p1	XM_018707834.1.p1
OG0000287	gnl|WGS_AAJJ|TC007014-RA.p1	XM_018718237.1.p1
OG0000287	gnl|WGS_AAJJ|TC012743-RA.p1	XM_018705930.1.p1
OG0000288	gnl|WGS_AAJJ|TC034399-RB.p1	XM_018721299.1.p1
OG0000288	gnl|WGS_AAJJ|TC010657-RB.p1, gnl|WGS_AAJJ|TC010657-RA.p1	XM_018717727.1.p1
OG0000289	gnl|WGS_AAJJ|TC006940-RA.p1	XM_018712304.1.p1
OG0000289	gnl|WGS_AAJJ|TC014321-RA.p1	XM_018714115.2.p1
OG0000291	gnl|WGS_AAJJ|TC008958-RA.p1	XM_018707850.2.p1, XM_018710119.2.p1
OG0000291	gnl|WGS_AAJJ|TC031982-RA.p1	XM_018724664.1.p1
OG0000292	gnl|WGS_AAJJ|TC033312-RA.p1	XM_018714477.2.p1
OG0000292	gnl|WGS_AAJJ|TC011701-RA.p1	XM_018718953.2.p1
OG0000292	gnl|WGS_AAJJ|TC004664-RA.p1	XM_018722733.1.p1
OG0000292	gnl|WGS_AAJJ|TC033793-RA.p1	XM_018707308.1.p1
OG0000293	gnl|WGS_AAJJ|TC010829-RA.p1	XM_018720571.2.p1
OG0000293	gnl|WGS_AAJJ|TC034766-RA.p1	XM_018712784.1.p1
OG0000293	gnl|WGS_AAJJ|TC009035-RA.p1	XM_018707305.2.p1
OG0000293	gnl|WGS_AAJJ|TC011969-RA.p1	XM_018724384.1.p1
OG0000294	gnl|WGS_AAJJ|TC032040-RA.p1, gnl|WGS_AAJJ|TC000798-RA.p1	XM_023457266.1.p1, XM_018719165.2.p1, XM_018719156.2.p1
OG0000294	gnl|WGS_AAJJ|TC034199-RA.p1	XM_018708651.1.p1
OG0000295	gnl|WGS_AAJJ|TC009791-RA.p1	XM_018707310.2.p1
OG0000295	gnl|WGS_AAJJ|TC007809-RA.p1	XM_018708285.2.p1
OG0000295	gnl|WGS_AAJJ|TC002522-RA.p1	XM_018714230.1.p1
OG0000296	gnl|WGS_AAJJ|TC013391-RD.p1, gnl|WGS_AAJJ|TC013391-RA.p1	XM_018719406.1.p1, XM_018719402.1.p1, XM_018719408.1.p1
OG0000297	gnl|WGS_AAJJ|TC009906-RA.p1	XM_018713009.1.p1
OG0000297	gnl|WGS_AAJJ|TC012783-RA.p1	XM_023455169.1.p1
OG0000297	gnl|WGS_AAJJ|TC004713-RA.p1	XM_018714604.1.p1, XM_018709494.2.p1
OG0000298	gnl|WGS_AAJJ|TC009720-RA.p1	XM_018718050.2.p1
OG0000298	gnl|WGS_AAJJ|TC000091-RA.p1	XM_018715574.1.p1
OG0000298	gnl|WGS_AAJJ|TC003143-RA.p1	XM_018724087.1.p1
OG0000298	gnl|WGS_AAJJ|TC002149-RA.p1	XM_018724100.2.p1
OG0000300	gnl|WGS_AAJJ|TC008471-RA.p1, gnl|WGS_AAJJ|TC032913-RA.p1	XM_018709341.1.p1
OG0000301	gnl|WGS_AAJJ|TC006542-RA.p1	XM_018705752.1.p1
OG0000301	gnl|WGS_AAJJ|TC034116-RB.p1	XM_018705754.1.p1
OG0000301	gnl|WGS_AAJJ|TC006536-RA.p1	XM_018705755.1.p1
OG0000301	gnl|WGS_AAJJ|TC034050-RA.p1	XM_018710614.2.p1, XM_018710611.2.p1
OG0000302	gnl|WGS_AAJJ|TC014664-RA.p1	XM_018724276.1.p1
OG0000304	gnl|WGS_AAJJ|TC014727-RA.p1	XM_018715919.2.p1
OG0000304	gnl|WGS_AAJJ|TC008867-RA.p1	XM_018724137.1.p1
OG0000305	gnl|WGS_AAJJ|TC011027-RA.p1	XM_018707711.1.p1
OG0000305	gnl|WGS_AAJJ|TC000273-RA.p1	XM_018711441.1.p1
OG0000306	gnl|WGS_AAJJ|TC014149-RA.p1, gnl|WGS_AAJJ|TC014149-RC.p1, gnl|WGS_AAJJ|TC014149-RB.p1	XM_018706937.1.p1, XM_018706927.1.p1, XM_018706942.1.p1, XM_018706944.1.p1, XM_018706941.1.p1, XM_018706938.1.p1
OG0000307	gnl|WGS_AAJJ|TC002636-RA.p1	XM_018712272.1.p1, XM_018712274.1.p1, XM_018712277.1.p1
OG0000307	gnl|WGS_AAJJ|TC003806-RA.p1	XM_018712131.1.p1
OG0000307	gnl|WGS_AAJJ|TC031034-RA.p1	XM_018709195.2.p1
OG0000307	gnl|WGS_AAJJ|TC006274-RA.p1	XM_018709256.2.p1
OG0000308	gnl|WGS_AAJJ|TC011790-RA.p1, gnl|WGS_AAJJ|TC011789-RA.p1	XM_018708957.2.p1, XM_023455125.1.p1, XM_023454063.1.p1, XM_023456758.1.p1, XM_023457312.1.p1, XM_023455021.1.p1, XM_018711646.1.p1
OG0000309	gnl|WGS_AAJJ|TC014166-RA.p1	XM_018711096.1.p1
OG0000309	gnl|WGS_AAJJ|TC012587-RA.p1	XM_018720944.1.p1
OG0000309	gnl|WGS_AAJJ|TC004962-RA.p1	XM_018724538.1.p1
OG0000310	gnl|WGS_AAJJ|TC012550-RA.p1	XM_018712915.1.p1
OG0000310	gnl|WGS_AAJJ|TC030587-RA.p1	XM_018705705.1.p1
OG0000311	gnl|WGS_AAJJ|TC015891-RA.p1	XM_018712495.2.p1
OG0000311	gnl|WGS_AAJJ|TC010157-RA.p1	XM_018718668.1.p1
OG0000312	gnl|WGS_AAJJ|TC015549-RA.p1	XM_018709092.1.p1
OG0000312	gnl|WGS_AAJJ|TC003913-RA.p1	XM_018714639.1.p1
OG0000313	gnl|WGS_AAJJ|TC006108-RA.p1	XM_018706498.1.p1
OG0000313	gnl|WGS_AAJJ|TC009085-RB.p1	XM_018711336.1.p1
OG0000313	gnl|WGS_AAJJ|TC014227-RA.p1	XM_018722368.1.p1
OG0000314	gnl|WGS_AAJJ|TC005521-RA.p1	XM_018715080.2.p1
OG0000314	gnl|WGS_AAJJ|TC002545-RA.p1	XM_018716731.2.p1
OG0000314	gnl|WGS_AAJJ|TC014631-RA.p1	XM_018721311.2.p1
OG0000314	gnl|WGS_AAJJ|TC011654-RA.p1	XM_018710645.2.p1
OG0000315	gnl|WGS_AAJJ|TC001368-RA.p1	XM_018724649.2.p1
OG0000315	gnl|WGS_AAJJ|TC014348-RA.p1	XM_018719813.1.p1
OG0000315	gnl|WGS_AAJJ|TC000170-RA.p1	XM_018724558.2.p1
OG0000316	gnl|WGS_AAJJ|TC011171-RA.p1	XM_018708687.2.p1
OG0000316	gnl|WGS_AAJJ|TC011320-RA.p1	XM_018715940.1.p1
OG0000316	gnl|WGS_AAJJ|TC011318-RA.p1	XM_018710031.2.p1
OG0000317	gnl|WGS_AAJJ|TC031795-RA.p1	XM_018724668.2.p1
OG0000317	gnl|WGS_AAJJ|TC005500-RB.p1	XM_018705676.1.p1
OG0000317	gnl|WGS_AAJJ|TC015532-RA.p1	XM_018714733.1.p1
OG0000319	gnl|WGS_AAJJ|TC011192-RA.p1	XM_018710313.1.p1
OG0000319	gnl|WGS_AAJJ|TC000960-RA.p1	XM_018711492.1.p1
OG0000320	gnl|WGS_AAJJ|TC031967-RA.p1	XM_018721897.2.p1
OG0000320	gnl|WGS_AAJJ|TC004949-RA.p1	XM_018724657.1.p1, XM_018724654.2.p1
OG0000321	gnl|WGS_AAJJ|TC002992-RA.p1	XM_018715036.1.p1
OG0000321	gnl|WGS_AAJJ|TC003438-RA.p1, gnl|WGS_AAJJ|TC003437-RA.p1, gnl|WGS_AAJJ|TC003436-RA.p1	XM_018715003.2.p1, XM_023454296.1.p1, XM_023456902.1.p1, XM_018714985.1.p1, XM_018715000.1.p1
OG0000322	gnl|WGS_AAJJ|TC015490-RA.p1	XM_018723645.1.p1
OG0000322	gnl|WGS_AAJJ|TC002263-RA.p1	XM_018718543.1.p1
OG0000322	gnl|WGS_AAJJ|TC016349-RA.p1, gnl|WGS_AAJJ|TC016346-RA.p2, gnl|WGS_AAJJ|TC016347-RA.p1, gnl|WGS_AAJJ|TC016348-RA.p1, gnl|WGS_AAJJ|TC016345-RA.p1	XM_018705399.1.p1, XM_018705401.1.p1, XM_018705405.2.p1
OG0000322	gnl|WGS_AAJJ|TC016350-RA.p1	XM_018705406.1.p1
OG0000323	gnl|WGS_AAJJ|TC007000-RA.p1	XM_023454358.1.p1
OG0000323	gnl|WGS_AAJJ|TC010573-RA.p1	XM_023456202.1.p1, XM_023457394.1.p1
OG0000323	gnl|WGS_AAJJ|TC016077-RA.p1	XM_018719185.2.p1, XM_018719184.2.p1, XM_023457429.1.p1
OG0000323	gnl|WGS_AAJJ|TC005211-RA.p1, gnl|WGS_AAJJ|TC002205-RA.p1	XM_018720303.2.p1
OG0000324	gnl|WGS_AAJJ|TC014692-RA.p1	XM_018720104.1.p1, XM_018720103.1.p1
OG0000324	gnl|WGS_AAJJ|TC002607-RA.p1	XM_018711390.1.p1
OG0000324	gnl|WGS_AAJJ|TC031194-RA.p1	XM_018707523.2.p1, XM_018707521.1.p1, XM_018707522.1.p1
OG0000325	gnl|WGS_AAJJ|TC010609-RA.p1	XM_018717679.1.p1
OG0000325	gnl|WGS_AAJJ|TC011050-RA.p1	XM_018716837.2.p1
OG0000326	gnl|WGS_AAJJ|TC003373-RA.p1	XM_018709829.2.p1
OG0000326	gnl|WGS_AAJJ|TC006627-RA.p1	XM_018705681.2.p1
OG0000326	gnl|WGS_AAJJ|TC014984-RA.p1	XM_018719921.2.p1
OG0000327	gnl|WGS_AAJJ|TC005366-RA.p1	XM_018718123.1.p1
OG0000327	gnl|WGS_AAJJ|TC015726-RA.p1	XM_018714038.2.p1
OG0000327	gnl|WGS_AAJJ|TC011181-RA.p1	XM_018721155.1.p1
OG0000328	gnl|WGS_AAJJ|TC007641-RA.p1	XM_018719791.1.p1
OG0000328	gnl|WGS_AAJJ|TC004361-RA.p1	XR_001964609.2.p1
OG0000329	gnl|WGS_AAJJ|TC015676-RA.p1, gnl|WGS_AAJJ|TC010394-RA.p1	XM_023455444.1.p1
OG0000329	gnl|WGS_AAJJ|TC033052-RA.p1	XM_018722451.1.p1
OG0000329	gnl|WGS_AAJJ|TC014031-RA.p1	XM_018722452.1.p1
OG0000331	gnl|WGS_AAJJ|TC000185-RA.p1	XM_018724621.1.p1, XM_018724615.2.p1
OG0000331	gnl|WGS_AAJJ|TC001297-RB.p1	XM_023454219.1.p1
OG0000332	gnl|WGS_AAJJ|TC035050-RA.p1, gnl|WGS_AAJJ|TC008781-RA.p1, gnl|WGS_AAJJ|TC010035-RA.p1, gnl|WGS_AAJJ|TC035051-RA.p1, gnl|WGS_AAJJ|TC008780-RA.p1	XM_018723817.1.p1
OG0000333	gnl|WGS_AAJJ|TC001323-RC.p1, gnl|WGS_AAJJ|TC001323-RA.p1	XM_018718683.2.p1
OG0000333	gnl|WGS_AAJJ|TC012490-RA.p1	XM_018717065.1.p1
OG0000333	gnl|WGS_AAJJ|TC032246-RA.p1, gnl|WGS_AAJJ|TC031678-RA.p1	XM_018712135.1.p1, XM_018712136.1.p1, XM_018720022.1.p1
OG0000333	gnl|WGS_AAJJ|TC010325-RA.p1	XM_018720027.1.p1, XM_018720008.1.p1, XM_018720000.2.p1, XM_018720004.2.p1
OG0000333	gnl|WGS_AAJJ|TC002272-RA.p1	XM_018712189.1.p1
OG0000334	gnl|WGS_AAJJ|TC031972-RA.p1	XM_018706585.1.p1
OG0000334	gnl|WGS_AAJJ|TC034734-RA.p1	XM_018706429.2.p1
OG0000335	gnl|WGS_AAJJ|TC007619-RC.p1	XM_018718725.2.p1
OG0000335	gnl|WGS_AAJJ|TC034416-RA.p1	XM_018716321.1.p1, XM_018716320.1.p1
OG0000336	gnl|WGS_AAJJ|TC004727-RA.p1	XM_018714150.1.p1, XM_018715744.1.p1
OG0000336	gnl|WGS_AAJJ|TC034263-RA.p1	XM_018715584.2.p1
OG0000336	gnl|WGS_AAJJ|TC001106-RA.p1	XM_023454406.1.p1
OG0000337	gnl|WGS_AAJJ|TC003971-RA.p1	XM_018709565.1.p1
OG0000337	gnl|WGS_AAJJ|TC030910-RB.p1	XM_018706019.1.p1
OG0000338	gnl|WGS_AAJJ|TC001189-RA.p1	XM_018714742.1.p1
OG0000338	gnl|WGS_AAJJ|TC001192-RA.p1	XM_018711268.2.p1
OG0000339	gnl|WGS_AAJJ|TC012328-RA.p1	XM_018722921.1.p1
OG0000339	gnl|WGS_AAJJ|TC001071-RA.p1	XM_018719976.1.p1
OG0000339	gnl|WGS_AAJJ|TC014929-RA.p1, gnl|WGS_AAJJ|TC001700-RA.p1	XM_018710372.2.p1
OG0000340	gnl|WGS_AAJJ|TC005895-RA.p1	XM_018706670.1.p1
OG0000340	gnl|WGS_AAJJ|TC001321-RA.p1	XM_018722412.2.p1
OG0000340	gnl|WGS_AAJJ|TC031476-RA.p1	XM_018717781.1.p1
OG0000342	gnl|WGS_AAJJ|TC014101-RB.p1, gnl|WGS_AAJJ|TC014101-RC.p1	XM_018706951.2.p1
OG0000342	gnl|WGS_AAJJ|TC014100-RA.p1	XM_018706953.1.p1
OG0000342	gnl|WGS_AAJJ|TC013662-RA.p1, gnl|WGS_AAJJ|TC014147-RA.p1, gnl|WGS_AAJJ|TC013661-RA.p1	XM_018720939.1.p1, XM_018712046.1.p1, XM_018720941.1.p1
OG0000342	gnl|WGS_AAJJ|TC005409-RA.p1	XM_018714048.2.p1
