Orthogroup	Sclerotinia_sclerotiorum	Botrytis_cinerea
OG0001284	XM_001585770.1.p1	XM_024692179.1.p1
OG0001285	XM_001590399.1.p1	XM_024692291.1.p1
OG0001286	XM_001590377.1.p1	XM_024692311.1.p1, XM_024692312.1.p1
OG0001287	XM_001588094.1.p1	XM_024692363.1.p1
OG0001287	XM_001591875.1.p1	XM_024695711.1.p1
OG0001288	XM_001588040.1.p1	XM_024692394.1.p1
OG0001289	XM_001588029.1.p1	XM_024692401.1.p1, XM_024692402.1.p1
OG0001290	XM_001595800.1.p1	XM_024692434.1.p1, XM_024692433.1.p1
OG0001291	XM_001588210.1.p1	XM_024692639.1.p1
OG0001292	XM_001593023.1.p1, XM_001593022.1.p1	XM_024692811.1.p1
OG0001293	XM_001593135.1.p1	XM_024692986.1.p1
OG0001294	XM_001587203.1.p1	XM_024693062.1.p1, XM_024693063.1.p1
OG0001295	XM_001587164.1.p1	XM_024693078.1.p1
OG0001297	XM_001587078.1.p1	XM_024693197.1.p1, XM_024693199.1.p1, XM_024693200.1.p1, XM_024693198.1.p1
OG0001299	XM_001589690.1.p1	XM_024693403.1.p1
OG0001300	XM_001596427.1.p1	XM_024693482.1.p1, XM_024693481.1.p1
OG0001302	XM_001584900.1.p1	XM_024693543.1.p1, XM_024693546.1.p1, XM_024693545.1.p1, XM_024693544.1.p1
OG0001303	XM_001589617.1.p1	XM_024693577.1.p1, XM_024693576.1.p1
OG0001304	XM_001587939.1.p1	XM_024693794.1.p1
OG0001305	XM_001587938.1.p1	XM_024693795.1.p1
OG0001306	XM_001597751.1.p1	XM_024693954.1.p1
OG0001307	XM_001597739.1.p1	XM_024693961.1.p1
OG0001308	XM_001597698.1.p1	XM_024693984.1.p1
OG0001309	XM_001589278.1.p1	XM_024694061.1.p1
OG0001310	XM_001589357.1.p1	XM_024694102.1.p1
OG0001311	XM_001595987.1.p1	XM_024696654.1.p1
OG0001311	XM_001589111.1.p1	XM_024694241.1.p1
OG0001312	XM_001586551.1.p1	XM_024694322.1.p1, XM_024694324.1.p1, XM_024694323.1.p1
OG0001313	XM_001598880.1.p1	XM_024694504.1.p1, XM_024694505.1.p1, XM_024694503.1.p1
OG0001314	XM_001587291.1.p1	XM_024694650.1.p1, XM_024694651.1.p1, XM_024694652.1.p1
OG0001315	XM_001587317.1.p1	XM_024694661.1.p1, XM_024694662.1.p1
OG0001316	XM_001587423.1.p1	XM_024694720.1.p1
OG0001317	XM_001587596.1.p1	XM_024694789.1.p1
OG0001318	XM_001592497.1.p1	XM_024694825.1.p1, XM_024694826.1.p1, XM_024695857.1.p1
OG0001320	XM_001593404.1.p1	XM_024694858.1.p1
OG0001321	XM_001593408.1.p1	XM_024694859.1.p1
OG0001322	XM_001593660.1.p1	XM_024694947.1.p1, XM_024694946.1.p1
OG0001323	XM_001593911.1.p1	XM_024694990.1.p1, XM_024694989.1.p1, XM_024694991.1.p1, XM_024694992.1.p1
OG0001324	XM_001593888.1.p1	XM_024695008.1.p1, XM_024695007.1.p1
OG0001325	XM_001593740.1.p1	XM_024695033.1.p1, XM_024695031.1.p1, XM_024695032.1.p1
OG0001326	XM_001593775.1.p1	XM_024695043.1.p1
OG0001327	XM_001593810.1.p1	XM_024695068.1.p1
OG0001328	XM_001593816.1.p1	XM_024695073.1.p1, XM_024695074.1.p1, XM_024695076.1.p1, XM_024695075.1.p1
OG0001329	XM_001593989.1.p1	XM_024695221.1.p1
OG0001331	XM_001591895.1.p1	XM_024695380.1.p1
OG0001332	XM_001591447.1.p1	XM_024695545.1.p1, XM_024695544.1.p1
OG0001333	XM_001591468.1.p1	XM_024695555.1.p1
OG0001334	XM_001586396.1.p1	XM_024695652.1.p1, XM_024695653.1.p1
OG0001335	XM_001591587.1.p1	XM_024695674.1.p1
OG0001337	XM_001584564.1.p1	XM_024695757.1.p1
OG0001339	XM_001592224.1.p1	XM_024695918.1.p1
OG0001340	XM_001589676.1.p1, XM_001595300.1.p1, XM_001591200.1.p1, XM_001592629.1.p1, XM_001592284.1.p1	XM_024695936.1.p1
OG0001341	XM_001592420.1.p1	XM_024696017.1.p1
OG0001343	XM_001592463.1.p1	XM_024696036.1.p1
OG0001344	XM_001584934.1.p1	XM_024696528.1.p1
OG0001345	XM_001585164.1.p1	XM_024696547.1.p1, XM_024696546.1.p1
OG0001346	XM_001585129.1.p1	XM_024696562.1.p1
OG0001347	XM_001596113.1.p1	XM_024696734.1.p1, XM_024696736.1.p1, XM_024696735.1.p1
OG0001348	XM_001589766.1.p1	XM_024696772.1.p1
OG0001349	XM_001585503.1.p1	XM_024696880.1.p1, XM_024696879.1.p1
OG0001350	XM_001598735.1.p1	XM_024697028.1.p1, XM_024697027.1.p1
OG0001351	XM_001588623.1.p1	XM_024697071.1.p1
OG0001352	XM_001598827.1.p1	XM_024697109.1.p1, XM_024697110.1.p1, XM_024697112.1.p1, XM_024697111.1.p1
OG0001353	XM_001588807.1.p1, XM_001592334.1.p1	XM_024697175.1.p1
OG0001354	XM_001584697.1.p1	XM_024697281.1.p1
OG0001355	XM_001584665.1.p1	XM_024697296.1.p1, XM_024697297.1.p1
OG0001356	XM_001591420.1.p1	XM_024697333.1.p1
OG0001357	XM_001591209.1.p1	XM_024697405.1.p1
OG0001358	XM_001591114.1.p1	XM_024697460.1.p1
OG0001359	XM_001590918.1.p1	XM_024697563.1.p1
OG0001360	XM_001585028.1.p1	XM_024697639.1.p1
OG0001361	XM_001585014.1.p1	XM_024697646.1.p1, XM_024697645.1.p1
OG0001362	XM_001584509.1.p1	XM_024697667.1.p1, XM_024697668.1.p1, XM_024697669.1.p1
OG0001363	XM_001584517.1.p1	XM_024697693.1.p1, XM_024697694.1.p1, XM_024697695.1.p1, XM_024697696.1.p1
OG0001365	XM_001585105.1.p1	XM_024698025.1.p1, XM_024698024.1.p1, XM_024697738.1.p1
OG0001366	XM_001595855.1.p1	XM_024697763.1.p1
OG0001367	XM_001585269.1.p1	XM_024697876.1.p1
OG0001368	XM_001585273.1.p1	XM_024697881.1.p1, XM_024697879.1.p1, XM_024697880.1.p1, XM_024697878.1.p1
OG0001369	XM_001589942.1.p1	XM_024697965.1.p1
OG0001370	XM_001590062.1.p1	XM_024698009.1.p1
OG0001371	XM_001590193.1.p1	XM_024698233.1.p1, XM_024698231.1.p1, XM_024698232.1.p1, XM_024698230.1.p1
OG0001444	XM_001588050.1.p1	XM_001545125.2.p1
OG0001445	XM_001598687.1.p1	XM_001545172.2.p1
OG0001446	XM_001585037.1.p1	XM_001545189.2.p1
OG0001447	XM_001585286.1.p1	XM_001545216.2.p1
OG0001448	XM_001589012.1.p1	XM_001545375.2.p1
OG0001449	XM_001596453.1.p1	XM_001545418.2.p1, XM_024693493.1.p1
OG0001450	XM_001591861.1.p1	XM_001545541.2.p1
OG0001450	XM_001595282.1.p1	XM_001553397.2.p1
OG0001451	XM_001589853.1.p1, XM_001589854.1.p1	XM_001545599.2.p1
OG0001452	XM_001592093.1.p1	XM_001545650.2.p1
OG0001453	XM_001589100.1.p1	XM_001545659.2.p1
OG0001454	XM_001589263.1.p1	XM_024694049.1.p1, XM_001545796.2.p1
OG0001455	XM_001589262.1.p1	XM_001545799.2.p1
OG0001456	XM_001595628.1.p1	XM_001545975.2.p1
OG0001457	XM_001596148.1.p1	XM_001546049.2.p1, XM_024696755.1.p1
OG0001458	XM_001588889.1.p1	XM_001546114.2.p1
OG0001459	XM_001593996.1.p1	XM_001546143.2.p1
OG0001460	XM_001598144.1.p1	XM_024692026.1.p1
OG0001460	XM_001595692.1.p1	XM_001546191.2.p1
OG0001461	XM_001596310.1.p1	XM_001560326.2.p1
OG0001461	XM_001591799.1.p1	XM_001546211.2.p1, XM_001552448.2.p1
OG0001462	XM_001591824.1.p1	XM_001546223.2.p1
OG0001463	XM_001589881.1.p1	XM_001546457.2.p1
OG0001463	XM_001587920.1.p1	XM_024693808.1.p1
OG0001464	XM_001588867.1.p1	XM_001546505.2.p1
OG0001465	XM_001593457.1.p1	XM_001546616.2.p1
OG0001465	XM_001587426.1.p1	XM_001552989.2.p2
OG0001466	XM_001595824.1.p1	XM_001546642.2.p1
OG0001467	XM_001587882.1.p1	XM_001546666.2.p1
OG0001468	XM_001587862.1.p1	XM_001546690.2.p1
OG0001469	XM_001591606.1.p1	XM_001546765.2.p1
OG0001470	XM_001596779.1.p1	XM_001555103.2.p1
OG0001471	XM_001595372.1.p1	XM_001546829.2.p1, XM_001548690.2.p1
OG0001472	XM_001596018.1.p1	XM_001546844.2.p1
OG0001473	XM_001596012.1.p1	XM_024697817.1.p1, XM_001546849.2.p1
OG0001474	XM_001592593.1.p1	XM_001546862.2.p1
OG0001475	XM_001592132.1.p1	XM_024694032.1.p1, XM_001546946.2.p1
OG0001476	XM_001585517.1.p1	XM_001554733.2.p1
OG0001478	XM_001594487.1.p1	XM_001559459.2.p1, XM_001547242.2.p1
OG0001479	XM_001596742.1.p1	XM_001547289.2.p1
OG0001480	XM_001596743.1.p1	XM_001547290.2.p1
OG0001481	XM_001585941.1.p1	XM_001547428.2.p1
OG0001482	XM_001585409.1.p1	XM_001547460.2.p1
OG0001483	XM_001587899.1.p1	XM_001552918.2.p1
OG0001483	XM_001598910.1.p1	XM_001547511.2.p1
OG0001484	XM_001590329.1.p1	XM_024692472.1.p1
OG0001485	XM_001585258.1.p1	XM_001547627.2.p1
OG0001486	XM_001594424.1.p1	XM_001548919.2.p1
OG0001487	XM_001590305.1.p1	XM_001547753.2.p1
OG0001488	XM_001593705.1.p1	XM_001547766.2.p1, XM_024694932.1.p1
OG0001489	XM_001588718.1.p1	XM_001547842.2.p1
OG0001490	XM_001598887.1.p1	XM_001547863.2.p1
OG0001491	XM_001586882.1.p1	XM_024691516.1.p1, XM_024691517.1.p1, XM_001547958.2.p1
OG0001492	XM_001590443.1.p1	XM_024696225.1.p1
OG0001492	XM_001590346.1.p1	XM_001548121.2.p1, XM_024692289.1.p1
OG0001493	XM_001585594.1.p1	XM_001548135.2.p1
OG0001494	XM_001594510.1.p1	XM_001548326.2.p1
OG0001495	XM_001586975.1.p1	XM_001548361.2.p1
OG0001496	XM_001587002.1.p1	XM_001548384.2.p1, XM_024693240.1.p2
OG0001497	XM_001588387.1.p1	XM_001557748.2.p1
OG0001497	XM_001589177.1.p1	XM_024693942.1.p1
OG0001497	XM_001589176.1.p1, XM_001589434.1.p1	XM_001548401.2.p1
OG0001498	XM_001584997.1.p1	XM_001548415.2.p1
OG0001498	XM_001593983.1.p1	XM_024692075.1.p1, XM_024695219.1.p1
OG0001499	XM_001585017.1.p1	XM_001548437.2.p1
OG0001500	XM_001594183.1.p1	XM_001548481.2.p1
OG0001501	XM_001593207.1.p1	XM_001548568.2.p1, XM_024693012.1.p1
OG0001502	XM_001595351.1.p1	XM_001548662.2.p1
OG0001503	XM_001595355.1.p1	XM_001548668.2.p1
OG0001504	XM_001591398.1.p1	XM_001548762.2.p1
OG0001505	XM_001588474.1.p1	XM_001548807.2.p2
OG0001506	XM_001597665.1.p1	XM_001548882.2.p1, XM_024693998.1.p1
OG0001507	XM_001594425.1.p1	XM_001548920.2.p1
OG0001508	XM_001592943.1.p1	XM_001548998.2.p1
OG0001508	XM_001593640.1.p1	XM_001550411.2.p1
OG0001509	XM_001597053.1.p1	XM_001549037.2.p1
OG0001510	XM_001597029.1.p1	XM_001549059.2.p1
OG0001511	XM_001596911.1.p1	XM_001549086.2.p1
OG0001512	XM_001590220.1.p1	XM_001549094.2.p1
OG0001513	XM_001588441.1.p1	XM_001549237.2.p1
OG0001514	XM_001588440.1.p1	XM_001549238.2.p1
OG0001515	XM_001588439.1.p1	XM_024692743.1.p1, XM_001549243.2.p1
OG0001516	XM_001586307.1.p1	XM_001549294.2.p1
OG0001516	XM_001590586.1.p1	XM_001552195.2.p1
OG0001517	XM_001594691.1.p1	XM_024690961.1.p1, XM_001549315.2.p1
OG0001518	XM_001594681.1.p1	XM_001549329.2.p1
OG0001519	XM_001593723.1.p1	XM_001549369.2.p1
OG0001520	XM_001593843.1.p1	XM_001549381.2.p1
OG0001521	XM_001588826.1.p1	XM_001549420.2.p1
OG0001522	XM_001591109.1.p1	XM_001549479.2.p1
OG0001523	XM_001591120.1.p1	XM_001549495.2.p1
OG0001524	XM_001589054.1.p1	XM_024694212.1.p1, XM_001549572.2.p1
OG0001525	XM_001587661.1.p1	XM_001549593.2.p1
OG0001526	XM_001587616.1.p1	XM_001549622.2.p1
OG0001527	XM_001587608.1.p1	XM_001549632.2.p1
OG0001528	XM_001585102.1.p1	XM_001549678.2.p1
OG0001529	XM_001594392.1.p1	XM_001550956.2.p1
OG0001529	XM_001585091.1.p1	XM_001549698.2.p1
OG0001530	XM_001597912.1.p1	XM_001549825.2.p1
OG0001531	XM_001594930.1.p1	XM_001549891.2.p1
OG0001532	XM_001594947.1.p1	XM_001549911.2.p1
OG0001533	XM_001584666.1.p1	XM_001550159.2.p1
OG0001534	XM_001584660.1.p1	XM_024697303.1.p1, XM_001550176.2.p1
OG0001535	XM_001584643.1.p1	XM_001550183.2.p1
OG0001536	XM_001590534.1.p1	XM_001550214.2.p1, XM_024696273.1.p1
OG0001537	XM_001590525.1.p1	XM_001550225.2.p1
OG0001538	XM_001590495.1.p1	XM_001550252.2.p1
OG0001539	XM_001590467.1.p1	XM_001550274.2.p1
OG0001540	XM_001592673.1.p1	XM_001550329.2.p1
OG0001541	XM_001593680.1.p1	XM_001550373.2.p1
OG0001543	XM_001587672.1.p1	XM_001550497.2.p1
OG0001544	XM_001587695.1.p1	XM_001550524.2.p1
OG0001545	XM_001587075.1.p1	XM_001550590.2.p1
OG0001546	XM_001590144.1.p1	XM_001550663.2.p1
OG0001547	XM_001590139.1.p1	XM_001550668.2.p1, XM_024698119.1.p1
OG0001548	XM_001590667.1.p1	XM_001558066.2.p1
OG0001549	XM_001590120.1.p1	XM_001550692.2.p1
OG0001550	XM_001590106.1.p1	XM_001550709.2.p1
OG0001551	XM_001590098.1.p1	XM_001550717.2.p1
OG0001552	XM_001590166.1.p1	XM_001550783.2.p1
OG0001553	XM_001588060.1.p1	XM_001550840.2.p1
OG0001554	XM_001594378.1.p1	XM_001550941.2.p1
OG0001555	XM_001586815.1.p1	XM_001550965.2.p1
OG0001556	XM_001586840.1.p1	XM_001551013.2.p1, XM_024691535.1.p1, XM_024691536.1.p1
OG0001557	XM_001592869.1.p1	XM_001560016.2.p1
OG0001557	XM_001585301.1.p1	XM_001551089.2.p1
OG0001558	XM_001593364.1.p1	XM_001552547.2.p1
OG0001559	XM_001585171.1.p1	XM_001551202.2.p1
OG0001560	XM_001598769.1.p1	XM_001551257.2.p1
OG0001561	XM_001591650.1.p1	XM_001551345.2.p1, XM_024695699.1.p1
OG0001561	XM_001585689.1.p1	XM_024692228.1.p1
OG0001562	XM_001597634.1.p1, XM_001597635.1.p1	XM_001551457.2.p1
OG0001563	XM_001594729.1.p1	XM_001560874.2.p1
OG0001563	XM_001592643.1.p1	XM_001551470.2.p1, XM_024693826.1.p1
OG0001565	XM_001593835.1.p1	XM_001551519.2.p1, XM_001554009.2.p1
OG0001565	XM_001588682.1.p1	XM_001552749.2.p1
OG0001566	XM_001593580.1.p1	XM_001551649.2.p1
OG0001567	XM_001594103.1.p1	XM_001551687.2.p1
OG0001568	XM_001594072.1.p1	XM_001551720.2.p1, XM_024695259.1.p1, XM_001551716.2.p1, XM_001551721.2.p1, XM_001551731.2.p1, XM_001551715.2.p1
OG0001569	XM_001594034.1.p1	XM_001551758.2.p1
OG0001570	XM_001590027.1.p1	XM_001551812.2.p1, XM_024698030.1.p1
OG0001571	XM_001590010.1.p1	XM_001551844.2.p1
OG0001572	XM_001594231.1.p1	XM_001551879.2.p1
OG0001572	XM_001595219.1.p1	XM_024694490.1.p1, XM_001551905.2.p1
OG0001573	XM_001595166.1.p1	XM_001551954.2.p1
OG0001574	XM_001592743.1.p1	XM_001551969.2.p1
OG0001575	XM_001594992.1.p1	XM_001552075.2.p1, XM_024694638.1.p1
OG0001576	XM_001595848.1.p1	XM_024691629.1.p1
OG0001576	XM_001588952.1.p1	XM_001552082.2.p1
OG0001577	XM_001590576.1.p1	XM_001552205.2.p1, XM_024696393.1.p1, XM_024696394.1.p1
OG0001578	XM_001587283.1.p1	XM_001552247.2.p1
OG0001579	XM_001587327.1.p1	XM_001552291.2.p1
OG0001580	XM_001586680.1.p1	XM_024691622.1.p1
OG0001580	XM_001584591.1.p1	XM_001552348.2.p1
OG0001581	XM_001584615.1.p1	XM_001552371.2.p1
OG0001581	XM_001595458.1.p1	XM_024690935.1.p1, XM_024694352.1.p1
OG0001582	XM_001595451.1.p1	XM_024694349.1.p1, XM_001552463.2.p1, XM_024694351.1.p1, XM_024694350.1.p1
OG0001583	XM_001595417.1.p1	XM_001552496.2.p1
OG0001584	XM_001593378.1.p1	XM_001552565.2.p1
OG0001585	XM_001593415.1.p1	XM_001552608.2.p1
OG0001586	XM_001587817.1.p1	XM_001552678.2.p1
OG0001586	XM_001593839.1.p1	XM_024695119.1.p1
OG0001587	XM_001594448.1.p1	XM_024691377.1.p1, XM_024691378.1.p2, XM_001552714.2.p1
OG0001588	XM_001587842.1.p1	XM_001552741.2.p1
OG0001589	XM_001598740.1.p1	XM_001552779.2.p1
OG0001590	XM_001598839.1.p1	XM_024697101.1.p1
OG0001590	XM_001597134.1.p1	XM_001552848.2.p1
OG0001591	XM_001587402.1.p1	XM_001552953.2.p1
OG0001592	XM_001587456.1.p1	XM_001552979.2.p1
OG0001593	XM_001587490.1.p1	XM_001553031.2.p1
OG0001595	XM_001588619.1.p1	XM_024697072.1.p1, XM_024697074.1.p1, XM_001553082.2.p1, XM_024697073.1.p1
OG0001596	XM_001598836.1.p1	XM_001553131.2.p1
OG0001597	XM_001584821.1.p1	XM_001553182.2.p1
OG0001598	XM_001584877.1.p1	XM_024695293.1.p1, XM_024695294.1.p1, XM_024695292.1.p1, XM_001553247.2.p1
OG0001599	XM_001586277.1.p1	XM_024690828.1.p1, XM_024690829.1.p1, XM_001553544.2.p1
OG0001600	XM_001586244.1.p1	XM_001553565.2.p1, XM_024690840.1.p1
OG0001601	XM_001584602.1.p1	XM_024695776.1.p1
OG0001602	XM_001591197.1.p1	XM_001553668.2.p1
OG0001603	XM_001591201.1.p1	XM_001553672.2.p1, XM_024697413.1.p1
OG0001604	XM_001588929.1.p1	XM_001553734.2.p1
OG0001605	XM_001588928.1.p1	XM_001553735.2.p1, XM_024691275.1.p1
OG0001606	XM_001597458.1.p1	XM_001553778.2.p1
OG0001607	XM_001590855.1.p1	XM_001553871.2.p1
OG0001608	XM_001589360.1.p1	XM_001554010.2.p1, XM_024694104.1.p1
OG0001609	XM_001589352.1.p1	XM_001554024.2.p1
OG0001610	XM_001597261.1.p1	XM_024691051.1.p1
OG0001610	XM_001591703.1.p1	XM_001554209.2.p1
OG0001611	XM_001586739.1.p1	XM_001554211.2.p1
OG0001612	XM_001586639.1.p1	XM_001554307.2.p1
OG0001613	XM_001588098.1.p1	XM_001554329.2.p1
OG0001614	XM_001588099.1.p1	XM_001554330.2.p1
OG0001615	XM_001595580.1.p1	XM_001554402.2.p1
OG0001616	XM_001595591.1.p1	XM_001554406.2.p1
OG0001617	XM_001593852.1.p1	XM_001554432.2.p1, XM_024695024.1.p1
OG0001618	XM_001593864.1.p1	XM_024695020.1.p1, XM_001554443.2.p1
OG0001619	XM_001593868.1.p1	XM_001554449.2.p1
OG0001620	XM_001593890.1.p1	XM_001554472.2.p1
OG0001621	XM_001592766.1.p1	XM_001559942.2.p1
OG0001621	XM_001585767.1.p1, XM_001594870.1.p1	XM_001554488.2.p1, XM_001556114.2.p1, XM_024693761.1.p1
OG0001622	XM_001585343.1.p1, XM_001593969.1.p1	XM_001554508.2.p1
OG0001623	XM_001593624.1.p1	XM_001554534.2.p1
OG0001624	XM_001595088.1.p1	XM_001554582.2.p1
OG0001625	XM_001585466.1.p1	XM_001554689.2.p1
OG0001626	XM_001585532.1.p1	XM_001554749.2.p1
OG0001627	XM_001585701.1.p1	XM_001554843.2.p1
OG0001628	XM_001589702.1.p1	XM_001560403.2.p1
OG0001628	XM_001585741.1.p1	XM_001554895.2.p1
OG0001629	XM_001598499.1.p1	XM_024691856.1.p1, XM_001554942.2.p1
OG0001630	XM_001588454.1.p1	XM_024692752.1.p1, XM_024692753.1.p1, XM_001554948.2.p1
OG0001631	XM_001598466.1.p1	XM_001554991.2.p1
OG0001632	XM_001598458.1.p1	XM_024691823.1.p2, XM_001554998.2.p1
OG0001633	XM_001596820.1.p1	XM_001555149.2.p1
OG0001634	XM_001595897.1.p1	XM_024696709.1.p1, XM_001555299.2.p1
OG0001635	XM_001598035.1.p1	XM_001555367.2.p1
OG0001636	XM_001597962.1.p1	XM_024692106.1.p1, XM_001555453.2.p1
OG0001637	XM_001585829.1.p1	XM_001555519.2.p1
OG0001638	XM_001585812.1.p1	XM_001555539.2.p1
OG0001638	XM_001585952.1.p1	XM_001555764.2.p1
OG0001639	XM_001592025.1.p1	XM_001555649.2.p1
OG0001640	XM_001591995.1.p1	XM_001555709.2.p1
OG0001640	XM_001586764.1.p1	XM_024691576.1.p1
OG0001641	XM_001597438.1.p1	XM_001555770.2.p1
OG0001642	XM_001597258.1.p1	XM_001555822.2.p1
OG0001643	XM_001597283.1.p1	XM_001555846.2.p1
OG0001644	XM_001587985.1.p1	XM_001555958.2.p1
OG0001645	XM_001596610.1.p1	XM_001556129.2.p1
OG0001646	XM_001596622.1.p1	XM_001556140.2.p1
OG0001647	XM_001596566.1.p1	XM_001556163.2.p1, XM_024693445.1.p1
OG0001648	XM_001589763.1.p1	XM_001556235.2.p1
OG0001649	XM_001596252.1.p1	XM_001556267.2.p1
OG0001650	XM_001596199.1.p1	XM_001556312.2.p1
OG0001651	XM_001596168.1.p1	XM_001556355.2.p1
OG0001652	XM_001594674.1.p1	XM_001556364.2.p1
OG0001653	XM_001586167.1.p1	XM_001556458.2.p1, XM_024690901.1.p1
OG0001654	XM_001586207.1.p1	XM_001556504.2.p1
OG0001655	XM_001596995.1.p1	XM_024692471.1.p1, XM_001556539.2.p1
OG0001656	XM_001592521.1.p1	XM_001556616.2.p2
OG0001657	XM_001597336.1.p1	XM_001556650.2.p1
OG0001658	XM_001592238.1.p1	XM_024695925.1.p1, XM_001556747.2.p1
OG0001659	XM_001586609.1.p1	XM_001556897.2.p1
OG0001660	XM_001595935.1.p1	XM_001556998.2.p1
OG0001661	XM_001595936.1.p1	XM_001557000.2.p1
OG0001662	XM_001597504.1.p1	XM_024691229.1.p1
OG0001663	XM_001590439.1.p1	XM_001557832.2.p1
OG0001663	XM_001596133.1.p1	XM_024696745.1.p1
OG0001663	XM_001591543.1.p1	XM_001557306.2.p1
OG0001664	XM_001586491.1.p1	XM_001557419.2.p1
OG0001665	XM_001586500.1.p1	XM_001557425.2.p1, XM_024695604.1.p1
OG0001666	XM_001586512.1.p1	XM_001557443.2.p1
OG0001667	XM_001586514.1.p1	XM_001557445.2.p1
OG0001668	XM_001588256.1.p1	XM_001557605.2.p1
OG0001669	XM_001588279.1.p1	XM_001557639.2.p1
OG0001670	XM_001588290.1.p1	XM_001557659.2.p1
OG0001671	XM_001588306.1.p1	XM_001557672.2.p1
OG0001671	XM_001598594.1.p1	XM_024691758.1.p1, XM_024691759.1.p1
OG0001672	XM_001588307.1.p1	XM_001557674.2.p1
OG0001673	XM_001588334.1.p1	XM_001557697.2.p1
OG0001674	XM_001588389.1.p1	XM_001557750.2.p1
OG0001675	XM_001588390.1.p1	XM_001557751.2.p1, XM_024692718.1.p1
OG0001676	XM_001588403.1.p1	XM_024692765.1.p1, XM_001557773.2.p1, XM_024692728.1.p1
OG0001677	XM_001595491.1.p1	XM_001557946.2.p1
OG0001678	XM_001590558.1.p1	XM_024694884.1.p1, XM_001557990.2.p1
OG0001679	XM_001590666.1.p1	XM_001558065.2.p1
OG0001680	XM_001590816.1.p1	XM_001558140.2.p1
OG0001681	XM_001591018.1.p1	XM_001558186.2.p1
OG0001682	XM_001591002.1.p1	XM_001558197.2.p1
OG0001683	XM_001590966.1.p1	XM_001558250.2.p1
OG0001684	XM_001590908.1.p1	XM_001558300.2.p1
OG0001685	XM_001596947.1.p1	XM_001558341.2.p1
OG0001686	XM_001596948.1.p1	XM_001558342.2.p1
OG0001687	XM_001596951.1.p1	XM_001558346.2.p1
OG0001688	XM_001592459.1.p1	XM_001558391.2.p1
OG0001689	XM_001592403.1.p1	XM_001558457.2.p1
OG0001690	XM_001592361.1.p1	XM_024695996.1.p1, XM_024695998.1.p1, XM_024695997.1.p1, XM_001558498.2.p1
OG0001691	XM_001597742.1.p1	XM_024693958.1.p1, XM_001558570.2.p1
OG0001692	XM_001597746.1.p1	XM_024692954.1.p1, XM_001558573.2.p1, XM_024693957.1.p1, XM_024693956.1.p1
OG0001693	XM_001597772.1.p1	XM_001558604.2.p1, XM_024693945.1.p1
OG0001694	XM_001589187.1.p1	XM_001558623.2.p1, XM_024693935.1.p1
OG0001695	XM_001589202.1.p1	XM_024693925.1.p1, XM_001558637.2.p1
OG0001697	XM_001588943.1.p1	XM_001558731.2.p1
OG0001698	XM_001597387.1.p1	XM_001558752.2.p1
OG0001698	XM_001598671.1.p1	XM_001559399.2.p1
OG0001699	XM_001597367.1.p1	XM_024691194.1.p1, XM_001558774.2.p1
OG0001700	XM_001597018.1.p1	XM_024691069.1.p1, XM_024691070.1.p1, XM_001558808.2.p1
OG0001701	XM_001597620.1.p1	XM_001558816.2.p1
OG0001702	XM_001597600.1.p1	XM_001558842.2.p1
OG0001703	XM_001597579.1.p1	XM_001558873.2.p1
OG0001704	XM_001597547.1.p1	XM_024691139.1.p1, XM_001558918.2.p1
OG0001705	XM_001597517.1.p1	XM_001558953.2.p1, XM_024691116.1.p1, XM_024691115.1.p1, XM_024691117.1.p1
OG0001706	XM_001596692.1.p1	XM_024693624.1.p1, XM_001559013.2.p1
OG0001707	XM_001596664.1.p1	XM_001559048.2.p1
OG0001708	XM_001596521.1.p1	XM_001559099.2.p1
OG0001708	XM_001584647.1.p1	XM_024697304.1.p1
OG0001709	XM_001589535.1.p1	XM_001559107.2.p1
OG0001710	XM_001589622.1.p1	XM_024693572.1.p1, XM_001559130.2.p1
OG0001711	XM_001596498.1.p1	XM_001559212.2.p1
OG0001712	XM_001598414.1.p1	XM_001559217.2.p1
OG0001713	XM_001598396.1.p1	XM_001559268.2.p1
OG0001714	XM_001598586.1.p1	XM_024694496.1.p1, XM_024694497.1.p1, XM_024694494.1.p1, XM_024694495.1.p1, XM_001559302.2.p1
OG0001715	XM_001598606.1.p1	XM_001559321.2.p1
OG0001716	XM_001598670.1.p1	XM_001559400.2.p1
OG0001717	XM_001589064.1.p1	XM_001560453.2.p1, XM_001559505.2.p1, XM_024696229.1.p1, XM_024694219.1.p1
OG0001718	XM_001593298.1.p1	XM_001559519.2.p1
OG0001719	XM_001593313.1.p1	XM_001559535.2.p1
OG0001720	XM_001587107.1.p1	XM_001559571.2.p1
OG0001721	XM_001587146.1.p1	XM_001559622.2.p1
OG0001722	XM_001594101.1.p1	XM_001559694.2.p1
OG0001723	XM_001587218.1.p1	XM_001559700.2.p1
OG0001724	XM_001593199.1.p1	XM_001559726.2.p1
OG0001724	XM_001591049.1.p1	XM_024697419.1.p1, XM_024697418.1.p1
OG0001725	XM_001593175.1.p1	XM_001559748.2.p1
OG0001726	XM_001593169.1.p1	XM_001559760.2.p1
OG0001727	XM_001593130.1.p1	XM_001559803.2.p1
OG0001728	XM_001593122.1.p1	XM_001559809.2.p1
OG0001730	XM_001586312.1.p1	XM_001559893.2.p1, XM_024690977.1.p1
OG0001731	XM_001593045.1.p1	XM_001559910.2.p1
