Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Mycosphaerella_fijiensis_rna_prot
OG0001110	XM_001593845.1.p1	XM_007922317.1.p1
OG0001114	XM_001588042.1.p1, XM_001594347.1.p1	XM_007928228.1.p1
OG0001115	XM_001593943.1.p1	XM_007922648.1.p1
OG0001116	XM_001587754.1.p1	XM_007933378.1.p1
OG0001117	XM_001587235.1.p1, XM_001589260.1.p1	XM_007931664.1.p1
OG0001118	XM_001590650.1.p1	XM_007933074.1.p1
OG0001119	XM_001587563.1.p1	XM_007924669.1.p1
OG0001120	XM_001593250.1.p1	XM_007931845.1.p1
OG0001121	XM_001593046.1.p1	XM_007928664.1.p1
OG0001122	XM_001594924.1.p1	XM_007931623.1.p1
OG0001123	XM_001592405.1.p1	XM_007923486.1.p1
OG0001124	XM_001598830.1.p1	XM_007927742.1.p1
OG0001126	XM_001590062.1.p1	XM_007929408.1.p1
OG0001127	XM_001590729.1.p1	XM_007932401.1.p1
OG0001128	XM_001594215.1.p1	XM_007930646.1.p1
OG0001129	XM_001595650.1.p1	XM_007928920.1.p1
OG0001130	XM_001590691.1.p1	XM_007932410.1.p1
OG0001131	XM_001597050.1.p1	XM_007930249.1.p1
OG0001132	XM_001589184.1.p1, XM_001597308.1.p1	XM_007921734.1.p1
OG0001133	XM_001584780.1.p1	XM_007932442.1.p1, XM_007931616.1.p1
OG0001145	XM_001589744.1.p1	XM_007923061.1.p1
OG0001146	XM_001587854.1.p1	XM_007930372.1.p1
OG0001147	XM_001589207.1.p1	XM_007922166.1.p1
OG0001149	XM_001595919.1.p1	XM_007929164.1.p1
OG0001149	XM_001595947.1.p1	XM_007929443.1.p1
OG0001150	XM_001585637.1.p1, XM_001586145.1.p1	XM_007921603.1.p1
OG0001151	XM_001586398.1.p1	XM_007922834.1.p1
OG0001152	XM_001585966.1.p1	XM_007923987.1.p1
OG0001153	XM_001585409.1.p1	XM_007926235.1.p1
OG0001154	XM_001596258.1.p1	XM_007922028.1.p1
OG0001155	XM_001593807.1.p1	XM_007923669.1.p1
OG0001156	XM_001587763.1.p1	XM_007933430.1.p1
OG0001157	XM_001585113.1.p1	XM_007931905.1.p1
OG0001158	XM_001597265.1.p1	XM_007926520.1.p1
OG0001162	XM_001592594.1.p1	XM_007921889.1.p1
OG0001163	XM_001594217.1.p1	XM_007930600.1.p1
OG0001164	XM_001586609.1.p1	XM_007928831.1.p1
OG0001165	XM_001590535.1.p1	XM_007932903.1.p1
OG0001166	XM_001590617.1.p1	XM_007932297.1.p1
OG0001168	XM_001589673.1.p1, XM_001595545.1.p1	XM_007925956.1.p1
OG0001171	XM_001597826.1.p1	XM_007925437.1.p1
OG0001172	XM_001592471.1.p1	XM_007922250.1.p1, XM_007931764.1.p1, XM_007933793.1.p1, XM_007926017.1.p1
OG0001173	XM_001598301.1.p1	XM_007924307.1.p1
OG0001174	XM_001586495.1.p1	XM_007922434.1.p1
OG0001175	XM_001595154.1.p1	XM_007928773.1.p1, XM_007922215.1.p1, XM_007928209.1.p1, XM_007933916.1.p1, XM_007923105.1.p1
OG0001176	XM_001594407.1.p1	XM_007931753.1.p1
OG0001176	XM_001586945.1.p1	XM_007933118.1.p1
OG0001177	XM_001594947.1.p1	XM_007930561.1.p1
OG0001178	XM_001589035.1.p1	XM_007924413.1.p1
OG0001179	XM_001593660.1.p1	XM_007922070.1.p1
OG0001180	XM_001596694.1.p1	XM_007933120.1.p1
OG0001182	XM_001594846.1.p1	XM_007922593.1.p1
OG0001183	XM_001590324.1.p1	XM_007922501.1.p1
OG0001184	XM_001594370.1.p1	XM_007931511.1.p1
OG0001185	XM_001586426.1.p1	XM_007929575.1.p1
OG0001186	XM_001592367.1.p1	XM_007922410.1.p1
OG0001187	XM_001586559.1.p1	XM_007923089.2.p1
OG0001188	XM_001596042.1.p1, XM_001597194.1.p1	XM_007922606.1.p1
OG0001189	XM_001589128.1.p1	XM_007922546.1.p1
OG0001190	XM_001593245.1.p1	XM_007932089.1.p1
OG0001191	XM_001585271.1.p1, XM_001592100.1.p1	XM_007927411.1.p1
OG0001193	XM_001591587.1.p1	XM_007925027.1.p1
OG0001194	XM_001585294.1.p1, XM_001585295.1.p1	XM_007926971.1.p1
OG0001195	XM_001593570.1.p1, XM_001593678.1.p1	XM_007931436.1.p1
OG0001196	XM_001588984.1.p1	XM_007926139.1.p1
OG0001197	XM_001590968.1.p1	XM_007921922.1.p1
OG0001198	XM_001597467.1.p1	XM_007922412.1.p1
OG0001199	XM_001586739.1.p1	XM_007930010.1.p1
OG0001200	XM_001586874.1.p1	XM_007933703.1.p1
OG0001201	XM_001595554.1.p1	XM_007933836.1.p1
OG0001203	XM_001595223.1.p1	XM_007924361.1.p1
OG0001204	XM_001587531.1.p1	XM_007921904.1.p1
OG0001205	XM_001597608.1.p1	XM_007921914.1.p1
OG0001206	XM_001590495.1.p1	XM_007932578.1.p1
OG0001207	XM_001598174.1.p1	XM_007929573.1.p1
OG0001208	XM_001585675.1.p1	XM_007924414.1.p1
OG0001209	XM_001584711.1.p1	XM_007930168.1.p1
OG0001210	XM_001593130.1.p1	XM_007927282.1.p1
OG0001211	XM_001597698.1.p1	XM_007930219.1.p1
OG0001212	XM_001587505.1.p1	XM_007925052.1.p1
OG0001213	XM_001586026.1.p1	XM_007925568.1.p1
OG0001214	XM_001594629.1.p1	XM_007930989.1.p1
OG0001215	XM_001598435.1.p1	XM_007929316.1.p1
OG0001216	XM_001587846.1.p1	XM_007930124.1.p1
OG0001217	XM_001584573.1.p1	XM_007930861.1.p1
OG0001218	XM_001585042.1.p1	XM_007932085.1.p1
OG0001219	XM_001598205.1.p1	XM_007927425.1.p1
OG0001220	XM_001598294.1.p1	XM_007929474.1.p1
OG0001221	XM_001587099.1.p1	XM_007926668.1.p1
OG0001222	XM_001586044.1.p1	XM_007921809.1.p1
OG0001223	XM_001596735.1.p1	XM_007928466.1.p1
OG0001224	XM_001591829.1.p1	XM_007924538.1.p1
OG0001227	XM_001598832.1.p1	XM_007922883.1.p1
OG0001229	XM_001591967.1.p1	XM_007929674.1.p1
OG0001230	XM_001592257.1.p1, XM_001588431.1.p1, XM_001594329.1.p1	XM_007923139.1.p1
OG0001241	XM_001591997.1.p1	XM_007922421.1.p1
OG0001242	XM_001594852.1.p1, XM_001592817.1.p1	XM_007933227.1.p1
OG0001243	XM_001586524.1.p1	XM_007923091.1.p1
OG0001244	XM_001587402.1.p1	XM_007925044.2.p1
OG0001245	XM_001598019.1.p1	XM_007926087.1.p1
OG0001246	XM_001596306.1.p1	XM_007927050.1.p1
OG0001248	XM_001597052.1.p1	XM_007933040.1.p1
OG0001249	XM_001590861.1.p1	XM_007933702.1.p1
OG0001250	XM_001585219.1.p1	XM_007931611.1.p1
OG0001251	XM_001597911.1.p1	XM_007924221.1.p1
OG0001252	XM_001589710.1.p1	XM_007932530.1.p1
OG0001253	XM_001594361.1.p1	XM_007931740.1.p1
OG0001254	XM_001594431.1.p1	XM_007930820.1.p1
OG0001255	XM_001585594.1.p1	XM_007928018.1.p1
OG0001257	XM_001594378.1.p1	XM_007928698.1.p1
OG0001258	XM_001592670.1.p1	XM_007928681.1.p1
OG0001259	XM_001595026.1.p1	XM_007927025.1.p1
OG0001260	XM_001591210.1.p1	XM_007922944.1.p1
OG0001261	XM_001592688.1.p1	XM_007928004.1.p1
OG0001263	XM_001593392.1.p1	XM_007924519.1.p1
OG0001264	XM_001594448.1.p1	XM_007922011.1.p1
OG0001266	XM_001594795.1.p1	XM_007922145.1.p1
OG0001267	XM_001593062.1.p1	XM_007927786.1.p1
OG0001268	XM_001595596.1.p1	XM_007924279.1.p1
OG0001270	XM_001592691.1.p1	XM_007931774.1.p1
OG0001272	XM_001592903.1.p1	XM_007926242.1.p1
OG0001273	XM_001598707.1.p1	XM_007925556.1.p1
OG0001275	XM_001588945.1.p1	XM_007926644.1.p1
OG0001277	XM_001588770.1.p1	XM_007923028.1.p1
OG0001278	XM_001597610.1.p1	XM_007921899.1.p1
OG0001279	XM_001591890.1.p1	XM_007922842.1.p1
OG0001280	XM_001586262.1.p1	XM_007930923.1.p1
OG0001281	XM_001584702.1.p1	XM_007923682.1.p1, XM_007923681.1.p1
OG0001282	XM_001595958.1.p1	XM_007921992.1.p1
OG0001283	XM_001590433.1.p1	XM_007928982.1.p1
OG0001284	XM_001596034.1.p1	XM_007923085.1.p1
OG0001285	XM_001585904.1.p1	XM_007925583.1.p1
OG0001286	XM_001585616.1.p1	XM_007927594.1.p1
OG0001287	XM_001586319.1.p1	XM_007933943.1.p1
OG0001288	XM_001590210.1.p1	XM_007929243.1.p1
OG0001290	XM_001588613.1.p1	XM_007921719.1.p1
OG0001291	XM_001589450.1.p1	XM_007930710.1.p1
OG0001292	XM_001595039.1.p1	XM_007924313.1.p1
OG0001293	XM_001592260.1.p1	XM_007921753.1.p1
OG0001295	XM_001587939.1.p1	XM_007931133.1.p1
OG0001296	XM_001585953.1.p1	XM_007923285.1.p1
OG0001297	XM_001591937.1.p1	XM_007924773.1.p1
OG0001298	XM_001595056.1.p1	XM_007925000.1.p1
OG0001299	XM_001596175.1.p1	XM_007926994.1.p1
OG0001300	XM_001586937.1.p1	XM_007933165.1.p1
OG0001301	XM_001586397.1.p1	XM_007933698.1.p1
OG0001302	XM_001593610.1.p1	XM_007925510.1.p1
OG0001303	XM_001591817.1.p1	XM_007923116.1.p1
OG0001304	XM_001591192.1.p1	XM_007928840.1.p1
OG0001305	XM_001592167.1.p1	XM_007929422.1.p1
OG0001306	XM_001592155.1.p1	XM_007929287.1.p1
OG0001307	XM_001597316.1.p1	XM_007922633.1.p1
OG0001308	XM_001586167.1.p1	XM_007931134.1.p1
OG0001309	XM_001594213.1.p1	XM_007930663.1.p1
OG0001310	XM_001594188.1.p1	XM_007930597.1.p1
OG0001311	XM_001598187.1.p1	XM_007926556.1.p1
OG0001313	XM_001584723.1.p1	XM_007931604.1.p1
OG0001314	XM_001587845.1.p1	XM_007929930.1.p1
OG0001315	XM_001585518.1.p1	XM_007922221.1.p1
OG0001317	XM_001587842.1.p1	XM_007933481.1.p1
OG0001318	XM_001597396.1.p1	XM_007934292.1.p1
OG0001319	XM_001591640.1.p1	XM_007929619.1.p1
OG0001320	XM_001587379.1.p1	XM_007927270.1.p1
OG0001321	XM_001594406.1.p1, XM_001598936.1.p1	XM_007932270.1.p1
OG0001322	XM_001585388.1.p1	XM_007930138.1.p1
OG0001323	XM_001596853.1.p1	XM_007923466.1.p1
OG0001324	XM_001594829.1.p1	XM_007932064.1.p1
OG0001335	XM_001593152.1.p1	XM_007931617.1.p1
OG0001336	XM_001596324.1.p1	XM_007926861.1.p1
OG0001339	XM_001588334.1.p1	XM_007926949.1.p1
OG0001340	XM_001585646.1.p1	XM_007925083.1.p1
OG0001341	XM_001585322.1.p1	XM_007927498.1.p1
OG0001342	XM_001594850.1.p1	XM_007922029.1.p1
OG0001344	XM_001590875.1.p1	XM_007932917.1.p1
OG0001345	XM_001594772.1.p1	XM_007926593.1.p1
OG0001346	XM_001594790.1.p1	XM_007923776.1.p1
OG0001347	XM_001588165.1.p1	XM_007923579.1.p1
OG0001348	XM_001587711.1.p1	XM_007933631.1.p1
OG0001349	XM_001585733.1.p1	XM_007931534.1.p1
OG0001350	XM_001594034.1.p1	XM_007931537.1.p1
OG0001351	XM_001587708.1.p1	XM_007933569.1.p1
OG0001353	XM_001591623.1.p1	XM_007922099.1.p1
OG0001354	XM_001592719.1.p1	XM_007931112.1.p1
OG0001356	XM_001585187.1.p1	XM_007932435.1.p1
OG0001357	XM_001596863.1.p1	XM_007922101.1.p1
OG0001358	XM_001597450.1.p1	XM_007928046.1.p1
OG0001359	XM_001587161.1.p1	XM_007931794.1.p1
OG0001360	XM_001586985.1.p1	XM_007921893.1.p1
OG0001361	XM_001589944.1.p1	XM_007924687.1.p1
OG0001362	XM_001591944.1.p1	XM_007928745.1.p1, XM_007921726.1.p1
OG0001363	XM_001598194.1.p1	XM_007927169.1.p1
OG0001364	XM_001587004.1.p1	XM_007928066.1.p1
OG0001365	XM_001590890.1.p1	XM_007930509.1.p1
OG0001366	XM_001596179.1.p1, XM_001589539.1.p1	XM_007922058.1.p1
OG0001366	XM_001595151.1.p1	XM_007927020.1.p1
OG0001367	XM_001595176.1.p1	XM_007926109.1.p1
OG0001368	XM_001596704.1.p1	XM_007932171.1.p1
OG0001369	XM_001597173.1.p1	XM_007924091.1.p1
OG0001371	XM_001597570.1.p1	XM_007929312.1.p1
OG0001372	XM_001594988.1.p1	XM_007925048.1.p1
OG0001374	XM_001585514.1.p1	XM_007923256.1.p1
OG0001375	XM_001588248.1.p1	XM_007923966.1.p1
OG0001377	XM_001584620.1.p1	XM_007921786.1.p1
OG0001378	XM_001593740.1.p1	XM_007930272.1.p1
OG0001379	XM_001590461.1.p1	XM_007932779.1.p1
OG0001381	XM_001597963.1.p1	XM_007928810.1.p1
OG0001381	XM_001598755.1.p1	XM_007922054.1.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	XM_007921630.1.p1
OG0001385	XM_001590507.1.p1	XM_007932750.1.p1
OG0001387	XM_001590581.1.p1	XM_007932571.1.p1
OG0001388	XM_001595837.1.p1	XM_007926951.1.p1
OG0001389	XM_001594385.1.p1	XM_007928503.1.p1
OG0001390	XM_001593629.1.p1	XM_007923787.1.p1
OG0001391	XM_001593760.1.p1	XM_007928447.1.p1
OG0001392	XM_001591018.1.p1	XM_007928795.1.p1
OG0001393	XM_001587430.1.p1	XM_007924375.1.p1
OG0001394	XM_001595447.1.p1	XM_007924878.1.p1
OG0001396	XM_001597306.1.p1	XM_007923555.1.p1
OG0001397	XM_001597458.1.p1	XM_007921844.1.p1
OG0001399	XM_001594283.1.p1	XM_007932069.1.p1
OG0001399	XM_001589226.1.p1	XM_007923393.1.p1
OG0001401	XM_001585941.1.p1	XM_007923303.1.p1
OG0001403	XM_001592896.1.p1, XM_001592895.1.p1, XM_001592891.1.p1, XM_001593282.1.p1	XM_007926534.1.p1, XM_007927092.1.p1, XM_007930411.1.p1
OG0001404	XM_001588050.1.p1	XM_007926945.1.p1
OG0001405	XM_001594368.1.p1	XM_007928508.1.p1
OG0001406	XM_001592275.1.p1	XM_007933969.1.p1
OG0001408	XM_001598811.1.p1	XM_007926519.1.p1
OG0001409	XM_001594864.1.p1	XM_007926871.1.p1
OG0001411	XM_001592806.1.p1	XM_007927705.1.p1
OG0001412	XM_001590469.1.p1	XM_007932467.1.p1
OG0001414	XM_001590169.1.p1	XM_007923638.1.p1
OG0001415	XM_001596226.1.p1	XM_007927961.1.p1
OG0001416	XM_001598452.1.p1	XM_007929673.1.p1
OG0001417	XM_001593177.1.p1	XM_007927496.1.p1
OG0001418	XM_001591514.1.p1	XM_007924905.1.p1
OG0001419	XM_001598681.1.p1	XM_007924202.1.p1
OG0001420	XM_001590398.1.p1	XM_007926166.1.p1
OG0001422	XM_001590100.1.p1	XM_007927214.1.p1
OG0001423	XM_001585238.1.p1	XM_007932898.1.p1
OG0001424	XM_001589412.1.p1	XM_007921790.1.p1
OG0001425	XM_001597305.1.p1	XM_007924991.1.p1
OG0001426	XM_001591173.1.p1	XM_007924382.1.p1
OG0001427	XM_001593871.1.p1	XM_007921533.1.p1
OG0001428	XM_001588090.1.p1	XM_007929900.1.p1
OG0001429	XM_001592111.1.p1	XM_007926002.1.p1
OG0001430	XM_001588184.1.p1	XM_007924060.1.p1
OG0001431	XM_001589594.1.p1	XM_007928341.1.p1
OG0001432	XM_001593969.1.p1	XM_007930619.1.p1
OG0001432	XM_001585343.1.p1	XM_007928185.1.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	XM_007930234.1.p1
OG0001434	XM_001598003.1.p1	XM_007926372.1.p1
OG0001435	XM_001591027.1.p1	XM_007929067.1.p1
OG0001436	XM_001594967.1.p1	XM_007931080.1.p1
OG0001437	XM_001595220.1.p1	XM_007929574.1.p1
OG0001438	XM_001586526.1.p1	XM_007928206.1.p1
OG0001440	XM_001593418.1.p1	XM_007921520.1.p1
OG0001441	XM_001591502.1.p1	XM_007933250.1.p1
OG0001442	XM_001596523.1.p1	XM_007933394.1.p1
OG0001443	XM_001591497.1.p1	XM_007923114.1.p1
OG0001444	XM_001598154.1.p1	XM_007924455.1.p1
OG0001445	XM_001592332.1.p1	XM_007921961.1.p1
OG0001446	XM_001584964.1.p1	XM_007932591.1.p1
OG0001447	XM_001590454.1.p1	XM_007932875.1.p1
OG0001449	XM_001584927.1.p1	XM_007924798.1.p1
OG0001451	XM_001590785.1.p1	XM_007932589.1.p1
OG0001452	XM_001586975.1.p1	XM_007927757.1.p1
OG0001453	XM_001585709.1.p1	XM_007929938.1.p1
OG0001454	XM_001598339.1.p1	XM_007926000.1.p1
OG0001455	XM_001596308.1.p1	XM_007933945.1.p1
OG0001456	XM_001594827.1.p1	XM_007931526.1.p1
OG0001457	XM_001590966.1.p1	XM_007923197.1.p1
OG0001458	XM_001597544.1.p1	XM_007929609.1.p1
OG0001459	XM_001586602.1.p1	XM_007924039.1.p1
OG0001460	XM_001585269.1.p1	XM_007927171.1.p1
OG0001461	XM_001597434.1.p1	XM_007929401.1.p1
OG0001462	XM_001594600.1.p1	XM_007931475.1.p1
OG0001463	XM_001587116.1.p1	XM_007926117.1.p1
OG0001464	XM_001587145.1.p1	XM_007929797.1.p1, XM_007930225.1.p1
OG0001465	XM_001584616.1.p1	XM_007923437.1.p1
OG0001466	XM_001596624.1.p1	XM_007931561.1.p1
OG0001466	XM_001588938.1.p1	XM_007926124.1.p1
OG0001467	XM_001593377.1.p1	XM_007924175.1.p1
OG0001468	XM_001585179.1.p1	XM_007932475.1.p1
OG0001469	XM_001587568.1.p1	XM_007924675.1.p1
OG0001470	XM_001598483.1.p1	XM_007928824.1.p1
OG0001471	XM_001597927.1.p1	XM_007925123.1.p1
OG0001472	XM_001588144.1.p1	XM_007926399.1.p1
OG0001473	XM_001588083.1.p1	XM_007926635.1.p1
OG0001489	XM_001594695.1.p1	XM_007923177.1.p1
OG0001490	XM_001590455.1.p1	XM_007932547.1.p1
OG0001491	XM_001587628.1.p1	XM_007922182.1.p1
OG0001492	XM_001589157.1.p1	XM_007929728.1.p1
OG0001494	XM_001590871.1.p1	XM_007933101.1.p1
OG0001495	XM_001591501.1.p1	XM_007933366.1.p1
OG0001496	XM_001590486.1.p1	XM_007931914.1.p1
OG0001497	XM_001586720.1.p1	XM_007933503.1.p1
OG0001498	XM_001586789.1.p1	XM_007933583.1.p1
OG0001500	XM_001590999.1.p1	XM_007928878.1.p1
OG0001501	XM_001585424.1.p1	XM_007923193.1.p1
OG0001503	XM_001586391.1.p1	XM_007929122.1.p1
OG0001504	XM_001598066.1.p1	XM_007928894.1.p1
OG0001505	XM_001590355.1.p1	XM_007925102.1.p1
OG0001506	XM_001595083.1.p1	XM_007926982.1.p1
OG0001507	XM_001596353.1.p1	XM_007930652.1.p1
OG0001509	XM_001589211.1.p1	XM_007926973.1.p1
OG0001510	XM_001587247.1.p1	XM_007928434.1.p1
OG0001511	XM_001598741.1.p1	XM_007927877.1.p1
OG0001513	XM_001592873.1.p1	XM_007928150.1.p1
OG0001514	XM_001585948.1.p1	XM_007927443.1.p1
OG0001515	XM_001594183.1.p1	XM_007923986.2.p1
OG0001517	XM_001588211.1.p1	XM_007924069.1.p1
OG0001518	XM_001588256.1.p1	XM_007923627.1.p1
OG0001519	XM_001587131.1.p1	XM_007927714.1.p1
OG0001521	XM_001596692.1.p1	XM_007933076.1.p1
OG0001522	XM_001596697.1.p1	XM_007933008.2.p1
OG0001523	XM_001587383.1.p1	XM_007934274.1.p1
OG0001524	XM_001594990.1.p1	XM_007926132.1.p1
OG0001525	XM_001587317.1.p1	XM_007924454.1.p1
OG0001526	XM_001591706.1.p1	XM_007922227.1.p1
OG0001527	XM_001597417.1.p1	XM_007928933.1.p1
OG0001528	XM_001595463.1.p1	XM_007923469.1.p1, XM_007931515.1.p1
OG0001529	XM_001597439.1.p1	XM_007929362.1.p1
OG0001530	XM_001584603.1.p1	XM_007923608.1.p1
OG0001532	XM_001585492.1.p1	XM_007932350.1.p1
OG0001533	XM_001585528.1.p1	XM_007932387.1.p1
OG0001536	XM_001587085.1.p1	XM_007932145.1.p1
OG0001537	XM_001586965.1.p1	XM_007931591.1.p1
OG0001538	XM_001585028.1.p1	XM_007922147.1.p1
OG0001539	XM_001594194.1.p1, XM_001594193.1.p1	XM_007931125.1.p1
OG0001540	XM_001594424.1.p1	XM_007928119.1.p1, XM_007930580.1.p1
OG0001541	XM_001598499.1.p1	XM_007928852.1.p1
OG0001543	XM_001598769.1.p1	XM_007932374.1.p1, XM_007927634.1.p1
OG0001545	XM_001591563.1.p1	XM_007925186.1.p1
OG0001546	XM_001584892.1.p1	XM_007932356.1.p1
OG0001547	XM_001592560.1.p1	XM_007921945.1.p1
OG0001548	XM_001592711.1.p1	XM_007928491.1.p1
OG0001550	XM_001590263.1.p1	XM_007929606.1.p1
OG0001551	XM_001591910.1.p1	XM_007924092.1.p1
OG0001552	XM_001591114.1.p1	XM_007924480.1.p1
OG0001554	XM_001588826.1.p1	XM_007928338.1.p1
OG0001556	XM_001586500.1.p1	XM_007924227.1.p1
OG0001557	XM_001598314.1.p1	XM_007924898.1.p1
OG0001558	XM_001586489.1.p1	XM_007924235.1.p1
OG0001559	XM_001595680.1.p1	XM_007927168.1.p1
OG0001560	XM_001584921.1.p1	XM_007932804.1.p1
OG0001561	XM_001587460.1.p1	XM_007925350.1.p1
OG0001563	XM_001586244.1.p1	XM_007931111.1.p1, XM_007930696.1.p1
OG0001565	XM_001586785.1.p1	XM_007929807.1.p1
OG0001566	XM_001587857.1.p1	XM_007930301.1.p1
OG0001567	XM_001585586.1.p1	XM_007930152.1.p1
OG0001568	XM_001588032.1.p1	XM_007929775.1.p1
OG0001569	XM_001598533.1.p1	XM_007933792.1.p1
OG0001570	XM_001598009.1.p1	XM_007927404.1.p1
OG0001571	XM_001586005.1.p1	XM_007921570.1.p1
OG0001572	XM_001597978.1.p1	XM_007924706.1.p1
OG0001573	XM_001598381.1.p1	XM_007924461.1.p1
OG0001574	XM_001592452.1.p1	XM_007922042.1.p1
OG0001575	XM_001586034.1.p1	XM_007925223.1.p1
OG0001576	XM_001588787.1.p1	XM_007924084.1.p1
OG0001578	XM_001594733.1.p1	XM_007928872.1.p1
OG0001579	XM_001596911.1.p1	XM_007921815.1.p1
OG0001580	XM_001588446.1.p1	XM_007926315.1.p1
OG0001582	XM_001585389.1.p1	XM_007930136.1.p1
OG0001583	XM_001590383.1.p1	XM_007929733.1.p1
OG0001584	XM_001592184.1.p1	XM_007922024.1.p1
OG0001585	XM_001591668.1.p1	XM_007923103.1.p1
OG0001587	XM_001584989.1.p1	XM_007932131.1.p1
OG0001588	XM_001598638.1.p1	XM_007927637.1.p1, XM_007921572.1.p1
OG0001589	XM_001598421.1.p1	XM_007933819.1.p1
OG0001590	XM_001586317.1.p1	XM_007934386.1.p1
OG0001591	XM_001588337.1.p1	XM_007927233.1.p1
OG0001592	XM_001591465.1.p1	XM_007922659.1.p1
OG0001593	XM_001589357.1.p1	XM_007929029.1.p1
OG0001594	XM_001597642.1.p1	XM_007924483.1.p1
OG0001596	XM_001597634.1.p1	XM_007929902.1.p1
OG0001597	XM_001594887.1.p1	XM_007933938.1.p1
OG0001598	XM_001593169.1.p1	XM_007927797.1.p1
OG0001599	XM_001595351.1.p1	XM_007924351.1.p1
OG0001600	XM_001590984.1.p1	XM_007929260.1.p1
OG0001601	XM_001592341.1.p1	XM_007922383.1.p1
OG0001603	XM_001584607.1.p1	XM_007922753.1.p1
OG0001604	XM_001587107.1.p1	XM_007930956.1.p1
OG0001605	XM_001585121.1.p1	XM_007930582.1.p1
OG0001606	XM_001593391.1.p1	XM_007924768.1.p1
OG0001607	XM_001597097.1.p1	XM_007924357.1.p1
OG0001608	XM_001591914.1.p1	XM_007924879.1.p1
OG0001609	XM_001590202.1.p1	XM_007925802.1.p1
OG0001610	XM_001593541.1.p1	XM_007930271.1.p1
OG0001611	XM_001587790.1.p1	XM_007930146.1.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	XM_007926658.1.p1
OG0001614	XM_001585306.1.p1	XM_007927207.1.p1
OG0001615	XM_001584605.1.p1	XM_007923386.1.p1
OG0001616	XM_001594984.1.p1	XM_007924321.1.p1
OG0001617	XM_001597285.1.p1	XM_007929103.1.p1
OG0001618	XM_001589352.1.p1	XM_007930527.1.p1
OG0001620	XM_001597684.1.p1	XM_007928098.1.p1
OG0001621	XM_001592537.1.p1, XM_001585007.1.p1	XM_007922196.1.p1, XM_007927285.1.p1, XM_007925572.1.p1, XM_007922512.1.p1
OG0001622	XM_001585761.1.p1	XM_007924433.1.p1
OG0001623	XM_001597189.1.p1	XM_007922836.1.p1
OG0001624	XM_001584840.1.p1	XM_007923874.1.p1
OG0001627	XM_001598735.1.p1	XM_007923270.1.p1
OG0001628	XM_001590916.1.p1	XM_007924474.1.p1
OG0001629	XM_001596143.1.p1	XM_007921869.1.p1
OG0001631	XM_001588224.1.p1	XM_007926412.1.p1
OG0001632	XM_001588154.1.p1	XM_007926695.1.p1
OG0001633	XM_001597348.1.p1	XM_007924765.1.p1
OG0001635	XM_001594583.1.p1	XM_007927684.1.p1
OG0001636	XM_001591692.1.p1	XM_007924075.1.p1
OG0001637	XM_001593662.1.p1	XM_007925679.1.p1, XM_007931966.1.p1
OG0001638	XM_001593822.1.p1	XM_007921984.1.p1
OG0001639	XM_001589214.1.p1	XM_007930281.1.p1
OG0001640	XM_001590005.1.p1	XM_007930442.1.p1
OG0001641	XM_001597680.1.p1	XM_007930213.1.p1
OG0001642	XM_001595175.1.p1	XM_007927475.1.p1
OG0001643	XM_001594880.1.p1	XM_007923299.1.p1
OG0001644	XM_001592354.1.p1	XM_007923369.2.p1
OG0001645	XM_001591061.1.p1	XM_007922708.1.p1
OG0001646	XM_001595519.1.p1	XM_007932728.1.p1
OG0001648	XM_001589622.1.p1	XM_007924508.1.p1
OG0001649	XM_001589054.1.p1	XM_007931745.1.p1
OG0001650	XM_001586535.1.p1	XM_007923707.1.p1
OG0001651	XM_001587633.1.p1	XM_007924731.1.p1
OG0001652	XM_001596506.1.p1	XM_007929205.1.p1
OG0001652	XM_001585745.1.p1	XM_007929845.1.p1
OG0001653	XM_001588927.1.p1	XM_007929445.1.p1
OG0001654	XM_001590965.1.p1	XM_007923614.1.p1
OG0001655	XM_001593345.1.p1	XM_007928125.1.p1
OG0001656	XM_001590149.1.p1	XM_007929036.1.p1
OG0001657	XM_001585417.1.p1	XM_007926618.1.p1
OG0001659	XM_001594992.1.p1	XM_007927113.1.p1
OG0001660	XM_001588943.1.p1	XM_007926123.1.p1
OG0001661	XM_001593670.1.p1	XM_007922564.1.p1
OG0001662	XM_001584854.1.p1	XM_007922814.1.p1
OG0001663	XM_001595755.1.p1	XM_007927901.1.p1
OG0001664	XM_001595822.1.p1	XM_007926881.1.p1
OG0001665	XM_001586803.1.p1	XM_007933560.2.p1
OG0001666	XM_001598872.1.p1	XM_007921908.1.p1
OG0001667	XM_001592467.1.p1	XM_007923963.1.p1
OG0001668	XM_001593029.1.p1	XM_007931556.1.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	XM_007932581.2.p1
OG0001670	XM_001588398.1.p1	XM_007926660.1.p1
OG0001671	XM_001598414.1.p1	XM_007921955.1.p1
OG0001672	XM_001597380.1.p1	XM_007924479.1.p1
OG0001673	XM_001597675.1.p1	XM_007930236.1.p1
OG0001675	XM_001596085.1.p1	XM_007921545.1.p1
OG0001676	XM_001592934.1.p1	XM_007927564.1.p1
