Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phanerochaete_chrysosporium_rna_prot
OG0001220	XM_001598294.1.p1, XM_001590652.1.p1	XM_007400582.1.p1
OG0001221	XM_001587099.1.p1	XM_007397582.1.p1
OG0001222	XM_001586044.1.p1	XM_007392143.1.p1
OG0001223	XM_001596735.1.p1	XM_007394475.1.p1
OG0001224	XM_001591829.1.p1	XM_007391923.1.p1
OG0001227	XM_001598832.1.p1	XM_007395169.1.p1
OG0001229	XM_001591967.1.p1	XM_007398818.1.p1, XM_007398810.1.p1, XM_007398815.1.p1, XM_007399077.1.p1, XM_007394485.1.p1
OG0001240	XM_001594618.1.p1, XM_001594806.1.p1, XM_001589392.1.p1	XM_007391722.1.p1
OG0001241	XM_001591997.1.p1	XM_007402666.1.p2
OG0001245	XM_001598019.1.p1	XM_007390232.1.p1, XM_007390214.1.p1
OG0001248	XM_001597052.1.p1	XM_007402106.1.p1
OG0001249	XM_001590861.1.p1	XM_007400683.1.p1, XM_007393670.1.p1
OG0001250	XM_001585219.1.p1	XM_007399596.1.p1, XM_007396080.1.p1
OG0001251	XM_001597911.1.p1	XM_007389764.1.p1
OG0001252	XM_001589710.1.p1	XM_007393147.1.p1
OG0001253	XM_001594361.1.p1	XM_007393128.1.p1, XM_007400306.1.p1
OG0001254	XM_001594431.1.p1	XM_007397941.1.p1
OG0001255	XM_001585594.1.p1	XM_007397065.1.p1
OG0001256	XM_001597117.1.p1	XM_007395888.1.p1
OG0001258	XM_001592670.1.p1	XM_007392131.1.p1
OG0001259	XM_001587500.1.p1, XM_001595026.1.p1	XM_007393721.1.p1
OG0001260	XM_001591210.1.p1	XM_007401056.1.p1
OG0001261	XM_001592688.1.p1	XM_007390886.1.p1
OG0001263	XM_001593392.1.p1	XM_007396015.1.p1
OG0001266	XM_001594795.1.p1	XM_007400747.1.p1
OG0001267	XM_001593062.1.p1	XM_007396795.1.p1
OG0001268	XM_001595596.1.p1	XM_007395792.1.p1
OG0001270	XM_001592691.1.p1	XM_007390947.1.p1
OG0001271	XM_001587646.1.p1	XM_007391685.1.p1
OG0001272	XM_001592903.1.p1	XM_007395549.1.p1
OG0001273	XM_001598707.1.p1	XM_007396918.1.p1
OG0001275	XM_001588945.1.p1	XM_007399370.1.p1
OG0001276	XM_001596955.1.p1	XM_007400270.1.p1
OG0001277	XM_001588770.1.p1	XM_007397189.1.p1
OG0001278	XM_001597610.1.p1	XM_007400632.1.p1
OG0001279	XM_001591890.1.p1	XM_007400679.1.p1
OG0001280	XM_001586262.1.p1	XM_007396078.1.p1
OG0001281	XM_001584702.1.p1	XM_007399841.1.p1
OG0001282	XM_001595958.1.p1	XM_007400881.1.p1
OG0001283	XM_001590433.1.p1, XM_001597865.1.p1	XM_007395664.1.p1
OG0001286	XM_001585616.1.p1	XM_007401994.1.p1, XM_007397701.1.p1
OG0001287	XM_001586319.1.p1	XM_007399453.1.p1
OG0001288	XM_001590210.1.p1	XM_007390480.1.p1
OG0001290	XM_001588613.1.p1	XM_007396053.1.p1, XM_007393179.1.p1
OG0001292	XM_001595039.1.p1	XM_007397228.1.p1
OG0001293	XM_001592260.1.p1	XM_007395511.1.p1
OG0001295	XM_001587939.1.p1	XM_007394864.1.p1
OG0001296	XM_001585953.1.p1	XM_007391865.1.p1
OG0001297	XM_001591937.1.p1	XM_007397336.1.p1
OG0001298	XM_001595056.1.p1	XM_007401064.1.p1
OG0001299	XM_001596175.1.p1	XM_007398752.1.p1, XM_007399030.1.p1
OG0001300	XM_001586937.1.p1	XM_007397362.1.p1
OG0001301	XM_001589470.1.p1, XM_001586397.1.p1	XM_007398448.1.p1, XM_007398420.1.p1
OG0001302	XM_001593610.1.p1	XM_007398342.1.p1
OG0001303	XM_001591817.1.p1	XM_007390688.1.p1
OG0001304	XM_001591192.1.p1	XM_007395817.1.p1
OG0001305	XM_001592167.1.p1	XM_007390204.1.p1
OG0001306	XM_001592155.1.p1	XM_007398682.1.p1
OG0001307	XM_001597316.1.p1	XM_007398555.1.p1
OG0001309	XM_001594213.1.p1	XM_007393485.1.p1, XM_007393303.1.p1
OG0001310	XM_001594188.1.p1	XM_007397789.1.p1
OG0001311	XM_001598187.1.p1	XM_007396759.1.p1, XM_007395274.1.p1
OG0001312	XM_001587817.1.p1, XM_001593839.1.p1	XM_007398886.1.p1, XM_007389837.1.p1
OG0001313	XM_001584723.1.p1	XM_007399476.1.p1
OG0001314	XM_001587845.1.p1	XM_007398123.1.p1
OG0001315	XM_001585518.1.p1	XM_007398153.1.p1, XM_007398191.1.p1, XM_007394050.1.p1, XM_007394029.1.p1, XM_007398500.1.p1, XM_007398523.1.p1, XM_007398501.1.p1
OG0001316	XM_001596129.1.p1	XM_007397328.1.p1
OG0001317	XM_001587842.1.p1	XM_007403077.1.p1
OG0001318	XM_001597396.1.p1	XM_007392050.1.p1
OG0001319	XM_001591640.1.p1	XM_007398490.1.p1
OG0001320	XM_001587379.1.p1	XM_007401149.1.p1
OG0001321	XM_001598937.1.p1	XM_007396677.1.p1
OG0001321	XM_001594406.1.p1, XM_001598936.1.p1	XM_007391019.1.p1
OG0001322	XM_001585388.1.p1	XM_007394468.1.p1
OG0001323	XM_001596853.1.p1	XM_007390162.1.p1
OG0001324	XM_001594829.1.p1	XM_007392807.1.p1
OG0001326	XM_001592619.1.p1	XM_007394424.1.p1
OG0001336	XM_001596324.1.p1	XM_007392167.1.p1
OG0001337	XM_001586758.1.p1	XM_007393298.1.p1
OG0001339	XM_001588334.1.p1	XM_007400574.1.p1
OG0001340	XM_001585646.1.p1	XM_007397131.2.p1
OG0001341	XM_001585322.1.p1	XM_007398206.1.p1
OG0001345	XM_001594772.1.p1	XM_007389664.1.p1
OG0001346	XM_001594790.1.p1	XM_007399762.1.p1, XM_007391984.1.p1
OG0001347	XM_001588165.1.p1	XM_007393997.1.p1
OG0001348	XM_001587711.1.p1	XM_007399690.1.p1
OG0001350	XM_001594034.1.p1	XM_007389974.1.p1, XM_007389989.1.p1
OG0001351	XM_001587708.1.p1	XM_007400603.1.p1
OG0001353	XM_001591623.1.p1	XM_007390411.1.p1
OG0001354	XM_001592719.1.p1	XM_007394517.1.p1, XM_007394519.1.p1
OG0001356	XM_001585187.1.p1	XM_007395692.1.p1
OG0001357	XM_001596863.1.p1	XM_007396057.1.p1
OG0001359	XM_001587161.1.p1	XM_007390219.1.p1
OG0001361	XM_001589944.1.p1	XM_007396244.1.p1
OG0001362	XM_001591944.1.p1	XM_007401823.1.p1
OG0001363	XM_001598194.1.p1	XM_007395696.1.p1
OG0001364	XM_001587004.1.p1	XM_007398663.1.p1
OG0001365	XM_001590890.1.p1	XM_007392356.1.p1
OG0001366	XM_001596179.1.p1, XM_001589539.1.p1, XM_001595151.1.p1	XM_007395554.1.p1
OG0001367	XM_001595176.1.p1	XM_007390294.1.p1
OG0001368	XM_001596704.1.p1	XM_007401093.1.p1
OG0001369	XM_001597173.1.p1	XM_007395701.1.p1
OG0001371	XM_001597570.1.p1	XM_007397381.1.p1
OG0001372	XM_001594988.1.p1	XM_007389793.1.p1
OG0001373	XM_001587954.1.p1	XM_007401204.1.p1
OG0001374	XM_001585514.1.p1, XM_001591826.1.p1	XM_007400722.1.p1
OG0001375	XM_001588248.1.p1	XM_007396059.1.p1
OG0001377	XM_001584620.1.p1	XM_007398291.1.p1
OG0001378	XM_001593740.1.p1	XM_007396865.1.p1
OG0001379	XM_001590461.1.p1	XM_007398286.1.p1
OG0001381	XM_001597963.1.p1, XM_001598755.1.p1	XM_007390309.1.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	XM_007400366.1.p1
OG0001385	XM_001590507.1.p1	XM_007396205.1.p1
OG0001386	XM_001594603.1.p1	XM_007402603.1.p1, XM_007393494.1.p1
OG0001387	XM_001590581.1.p1	XM_007396356.1.p1
OG0001388	XM_001595837.1.p1	XM_007401738.1.p1
OG0001389	XM_001594385.1.p1	XM_007397211.1.p1, XM_007396570.1.p1
OG0001390	XM_001593629.1.p1	XM_007397776.1.p1
OG0001391	XM_001593760.1.p1	XM_007391690.1.p1, XM_007391689.1.p1
OG0001392	XM_001591018.1.p1	XM_007392790.1.p1
OG0001393	XM_001587430.1.p1	XM_007390600.1.p1
OG0001394	XM_001595447.1.p1	XM_007393665.1.p1
OG0001395	XM_001595940.1.p1	XM_007401466.1.p1
OG0001397	XM_001597458.1.p1	XM_007394614.1.p1
OG0001399	XM_001594283.1.p1, XM_001589226.1.p1	XM_007399610.1.p1, XM_007399613.1.p1
OG0001401	XM_001585941.1.p1	XM_007400322.1.p1
OG0001402	XM_001598084.1.p1	XM_007398732.1.p1
OG0001403	XM_001592896.1.p1, XM_001592895.1.p1, XM_001592891.1.p1, XM_001593282.1.p1	XM_007399683.1.p1
OG0001404	XM_001588050.1.p1	XM_007397013.1.p1
OG0001405	XM_001594368.1.p1	XM_007391868.1.p1
OG0001406	XM_001592275.1.p1	XM_007395886.1.p1
OG0001407	XM_001591124.1.p1	XM_007397022.1.p1
OG0001408	XM_001598811.1.p1	XM_007390764.1.p1
OG0001409	XM_001594864.1.p1	XM_007391118.1.p1
OG0001411	XM_001592806.1.p1	XM_007398061.1.p1
OG0001412	XM_001590469.1.p1	XM_007391650.1.p1
OG0001414	XM_001590169.1.p1	XM_007396954.1.p1
OG0001415	XM_001596226.1.p1, XM_001598472.1.p1	XM_007395873.1.p1
OG0001417	XM_001593177.1.p1	XM_007395509.1.p1
OG0001418	XM_001591514.1.p1	XM_007402429.1.p1, XM_007403001.1.p1
OG0001420	XM_001590398.1.p1	XM_007392996.1.p1
OG0001421	XM_001595574.1.p1	XM_007401708.1.p1
OG0001422	XM_001590100.1.p1	XM_007401147.1.p1
OG0001423	XM_001585238.1.p1, XM_001597234.1.p1	XM_007392029.1.p1, XM_007398297.1.p1
OG0001425	XM_001597305.1.p1	XM_007396007.1.p1, XM_007396003.1.p1
OG0001426	XM_001591173.1.p1	XM_007399463.1.p1
OG0001427	XM_001593871.1.p1	XM_007389893.1.p1
OG0001428	XM_001588090.1.p1	XM_007396974.1.p1
OG0001430	XM_001588184.1.p1	XM_007394513.1.p1
OG0001431	XM_001589594.1.p1	XM_007391300.1.p1
OG0001432	XM_001593969.1.p1, XM_001585343.1.p1	XM_007396200.1.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	XM_007398157.1.p1, XM_007398156.1.p1
OG0001434	XM_001598003.1.p1	XM_007398604.1.p1, XM_007398605.1.p1
OG0001435	XM_001591027.1.p1	XM_007390324.1.p1
OG0001436	XM_001594967.1.p1	XM_007395404.1.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	XM_007401303.1.p1
OG0001440	XM_001593418.1.p1	XM_007395471.1.p1, XM_007395499.1.p1
OG0001441	XM_001591502.1.p1	XM_007398234.1.p1, XM_007393769.1.p1
OG0001443	XM_001591497.1.p1	XM_007395927.1.p1
OG0001444	XM_001598154.1.p1	XM_007395880.1.p1
OG0001445	XM_001592332.1.p1	XM_007394675.1.p1
OG0001446	XM_001584964.1.p1	XM_007400353.1.p1
OG0001447	XM_001590454.1.p1	XM_007397919.1.p1
OG0001449	XM_001584927.1.p1	XM_007390562.1.p1
OG0001450	XM_001594323.1.p1	XM_007390412.1.p1
OG0001451	XM_001590785.1.p1	XM_007390206.1.p1
OG0001452	XM_001586975.1.p1	XM_007391455.1.p1
OG0001453	XM_001585709.1.p1	XM_007393537.1.p1
OG0001454	XM_001598339.1.p1	XM_007395563.1.p1
OG0001455	XM_001596308.1.p1	XM_007390796.1.p1
OG0001456	XM_001594827.1.p1	XM_007390780.1.p1
OG0001458	XM_001597544.1.p1	XM_007394186.1.p1, XM_007402462.1.p1
OG0001459	XM_001586602.1.p1	XM_007391483.1.p1
OG0001460	XM_001585269.1.p1	XM_007400442.1.p1
OG0001461	XM_001597434.1.p1	XM_007398236.1.p1
OG0001463	XM_001587116.1.p1	XM_007396292.1.p1
OG0001465	XM_001584616.1.p1	XM_007390548.1.p1
OG0001466	XM_001596624.1.p1, XM_001588938.1.p1	XM_007401257.1.p1
OG0001467	XM_001593377.1.p1	XM_007400681.1.p1
OG0001468	XM_001585179.1.p1	XM_007391894.1.p1
OG0001469	XM_001587568.1.p1	XM_007397101.1.p1
OG0001470	XM_001598483.1.p1	XM_007397588.1.p1
OG0001471	XM_001597927.1.p1	XM_007392275.1.p1
OG0001472	XM_001588144.1.p1	XM_007399550.1.p1, XM_007396449.1.p1
OG0001473	XM_001588083.1.p1	XM_007397073.1.p1
OG0001480	XM_001596614.1.p1	XM_007396651.1.p1
OG0001489	XM_001594695.1.p1	XM_007397090.1.p1
OG0001490	XM_001590455.1.p1	XM_007391504.1.p1
OG0001491	XM_001587628.1.p1	XM_007390999.1.p1
OG0001492	XM_001589157.1.p1	XM_007400775.1.p1, XM_007397006.1.p1
OG0001494	XM_001590871.1.p1	XM_007401551.1.p1
OG0001495	XM_001591501.1.p1	XM_007389806.1.p1
OG0001496	XM_001590486.1.p1	XM_007398512.1.p1, XM_007401461.1.p1, XM_007396461.1.p1, XM_007398520.1.p1, XM_007398514.1.p1, XM_007399734.1.p1
OG0001498	XM_001586789.1.p1	XM_007396684.1.p1
OG0001500	XM_001591000.1.p1, XM_001590999.1.p1	XM_007395157.1.p1
OG0001501	XM_001585424.1.p1	XM_007390439.1.p1
OG0001504	XM_001598066.1.p1	XM_007389587.1.p1
OG0001505	XM_001590355.1.p1	XM_007397785.1.p1
OG0001506	XM_001595083.1.p1	XM_007393422.1.p1
OG0001509	XM_001589211.1.p1	XM_007400332.1.p1
OG0001510	XM_001587247.1.p1	XM_007397382.1.p1
OG0001511	XM_001598741.1.p1	XM_007395613.1.p1
OG0001512	XM_001598889.1.p1	XM_007397293.1.p1
OG0001513	XM_001592873.1.p1	XM_007393944.1.p1, XM_007400268.1.p1
OG0001514	XM_001585948.1.p1	XM_007392468.1.p1
OG0001515	XM_001594183.1.p1	XM_007395774.1.p1
OG0001517	XM_001588211.1.p1	XM_007390997.1.p1
OG0001518	XM_001588256.1.p1	XM_007393010.1.p1
OG0001519	XM_001587131.1.p1	XM_007397521.1.p1
OG0001520	XM_001590166.1.p1	XM_007401282.1.p1
OG0001521	XM_001596692.1.p1	XM_007393023.1.p1
OG0001522	XM_001596697.1.p1	XM_007394456.1.p1
OG0001523	XM_001587383.1.p1	XM_007399779.1.p1
OG0001524	XM_001594990.1.p1	XM_007390290.1.p1
OG0001526	XM_001591706.1.p1	XM_007401144.1.p1, XM_007396185.1.p1
OG0001527	XM_001597417.1.p1	XM_007393155.1.p1
OG0001528	XM_001595463.1.p1	XM_007394691.1.p1
OG0001529	XM_001597439.1.p1	XM_007397348.1.p1
OG0001530	XM_001584603.1.p1	XM_007389577.1.p1
OG0001532	XM_001585492.1.p1	XM_007390946.1.p1
OG0001533	XM_001585528.1.p1	XM_007391221.1.p1
OG0001534	XM_001587067.1.p1	XM_007397213.1.p1, XM_007397210.1.p1
OG0001536	XM_001587085.1.p1	XM_007397357.1.p1
OG0001537	XM_001586965.1.p1	XM_007402875.1.p1
OG0001538	XM_001585028.1.p1	XM_007391996.1.p1
OG0001539	XM_001594194.1.p1, XM_001594193.1.p1	XM_007394987.1.p1
OG0001541	XM_001598499.1.p1	XM_007397918.1.p1
OG0001543	XM_001598769.1.p1	XM_007389721.1.p1
OG0001544	XM_001595965.1.p1	XM_007396211.1.p1
OG0001545	XM_001591563.1.p1	XM_007400923.1.p1, XM_007400933.1.p1
OG0001546	XM_001584892.1.p1	XM_007396857.1.p1
OG0001547	XM_001592560.1.p1	XM_007400087.1.p1
OG0001548	XM_001592711.1.p1	XM_007391833.1.p1
OG0001550	XM_001590263.1.p1	XM_007392044.1.p1
OG0001552	XM_001591114.1.p1	XM_007400706.1.p1
OG0001553	XM_001585770.1.p1	XM_007398708.1.p1
OG0001554	XM_001588826.1.p1	XM_007391741.1.p1
OG0001556	XM_001586500.1.p1	XM_007394421.1.p1
OG0001557	XM_001598314.1.p1	XM_007401970.1.p1, XM_007396934.1.p1
OG0001559	XM_001595680.1.p1	XM_007400567.1.p1
OG0001561	XM_001587460.1.p1	XM_007390616.1.p1
OG0001563	XM_001586244.1.p1	XM_007401227.1.p1
OG0001564	XM_001597736.1.p1	XM_007400343.1.p1
OG0001565	XM_001586785.1.p1	XM_007393308.1.p1
OG0001566	XM_001587857.1.p1	XM_007391744.1.p1
OG0001567	XM_001585586.1.p1	XM_007397869.1.p1
OG0001568	XM_001588032.1.p1	XM_007389588.1.p1
OG0001569	XM_001598533.1.p1	XM_007398233.1.p1
OG0001570	XM_001598009.1.p1	XM_007397587.1.p1
OG0001571	XM_001586005.1.p1	XM_007390205.1.p1
OG0001572	XM_001597978.1.p1	XM_007399789.1.p1
OG0001573	XM_001598381.1.p1	XM_007393274.1.p1
OG0001574	XM_001592452.1.p1	XM_007394082.1.p1
OG0001575	XM_001586034.1.p1	XM_007390702.1.p1, XM_007390366.1.p1
OG0001576	XM_001588787.1.p1	XM_007390501.1.p1
OG0001578	XM_001594733.1.p1	XM_007400134.1.p1
OG0001579	XM_001596911.1.p1	XM_007391715.1.p1
OG0001580	XM_001597546.1.p1, XM_001588446.1.p1	XM_007397344.1.p1, XM_007390148.1.p1
OG0001581	XM_001592716.1.p1	XM_007392132.1.p1
OG0001582	XM_001585389.1.p1, XM_001585619.1.p1	XM_007393620.1.p1
OG0001583	XM_001590383.1.p1	XM_007395586.1.p1
OG0001584	XM_001592184.1.p1	XM_007400827.1.p1
OG0001585	XM_001591668.1.p1	XM_007401879.1.p1
OG0001589	XM_001598421.1.p1	XM_007390322.1.p1
OG0001590	XM_001586317.1.p1	XM_007392051.1.p1
OG0001591	XM_001588337.1.p1	XM_007395727.1.p1
OG0001592	XM_001591465.1.p1	XM_007390383.1.p1
OG0001593	XM_001589357.1.p1	XM_007395815.1.p1
OG0001594	XM_001597642.1.p1	XM_007397432.1.p1
OG0001596	XM_001597634.1.p1	XM_007396153.1.p1
OG0001598	XM_001593169.1.p1	XM_007398897.1.p1
OG0001599	XM_001595351.1.p1	XM_007391875.1.p1, XM_007391874.1.p1
OG0001600	XM_001590984.1.p1	XM_007398507.1.p1, XM_007401652.1.p1
OG0001601	XM_001592341.1.p1	XM_007393684.1.p1
OG0001603	XM_001584607.1.p1	XM_007390943.1.p1
OG0001604	XM_001587107.1.p1	XM_007392484.1.p1
OG0001606	XM_001593391.1.p1	XM_007394804.1.p1
OG0001607	XM_001597097.1.p1	XM_007390717.1.p1
OG0001608	XM_001591914.1.p1	XM_007389841.1.p1, XM_007389843.1.p1
OG0001609	XM_001590202.1.p1	XM_007395851.1.p1
OG0001610	XM_001593541.1.p1	XM_007390622.1.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	XM_007395431.1.p1
OG0001614	XM_001585306.1.p1	XM_007401033.1.p1
OG0001615	XM_001584605.1.p1	XM_007392822.1.p1
OG0001616	XM_001594984.1.p1	XM_007391168.1.p1, XM_007390651.1.p1
OG0001617	XM_001597285.1.p1	XM_007396977.1.p1
OG0001618	XM_001589352.1.p1	XM_007392856.1.p1
OG0001619	XM_001587176.1.p1	XM_007394157.1.p1
OG0001620	XM_001597684.1.p1	XM_007389900.1.p1
OG0001622	XM_001585761.1.p1	XM_007392219.1.p1
OG0001623	XM_001597189.1.p1	XM_007401577.1.p1
OG0001624	XM_001584840.1.p1	XM_007396929.1.p1
OG0001627	XM_001598735.1.p1	XM_007396039.1.p1
OG0001628	XM_001590916.1.p1	XM_007390863.1.p1
OG0001629	XM_001596143.1.p1	XM_007390312.1.p1
OG0001631	XM_001588224.1.p1	XM_007396633.1.p1
OG0001632	XM_001588154.1.p1	XM_007399401.1.p1
OG0001633	XM_001597348.1.p1	XM_007391702.2.p1
OG0001634	XM_001590949.1.p1	XM_007396863.1.p1
OG0001635	XM_001594583.1.p1	XM_007391831.1.p1
OG0001636	XM_001591692.1.p1	XM_007390278.1.p1
OG0001638	XM_001593822.1.p1	XM_007395328.1.p1
OG0001639	XM_001589214.1.p1	XM_007396140.1.p1
OG0001641	XM_001597680.1.p1	XM_007391854.1.p1
OG0001642	XM_001595175.1.p1	XM_007391884.1.p1
OG0001643	XM_001594880.1.p1	XM_007392080.1.p1
OG0001644	XM_001592354.1.p1	XM_007398346.1.p1
OG0001645	XM_001591061.1.p1	XM_007401135.1.p1
OG0001646	XM_001595519.1.p1	XM_007392816.1.p1
OG0001648	XM_001589622.1.p1	XM_007393294.1.p1
OG0001649	XM_001589054.1.p1	XM_007395046.1.p1
OG0001650	XM_001586535.1.p1	XM_007397222.1.p1
OG0001651	XM_001587633.1.p1	XM_007390911.1.p1
OG0001653	XM_001588927.1.p1	XM_007400572.1.p1
OG0001654	XM_001595760.1.p1, XM_001590965.1.p1, XM_001588164.1.p1	XM_007399183.1.p1, XM_007395291.1.p1
OG0001655	XM_001593345.1.p1	XM_007395694.1.p1, XM_007402745.1.p1
OG0001656	XM_001593479.1.p1, XM_001590149.1.p1	XM_007393231.1.p1
OG0001657	XM_001585417.1.p1	XM_007400207.1.p1
OG0001658	XM_001589660.1.p1	XM_007390654.1.p1, XM_007390652.1.p1, XM_007401875.1.p1
OG0001659	XM_001594992.1.p1	XM_007393571.1.p1
OG0001660	XM_001588943.1.p1	XM_007395533.1.p1
OG0001661	XM_001593670.1.p1	XM_007395599.1.p1
OG0001662	XM_001588324.1.p1, XM_001584854.1.p1	XM_007390525.1.p1
OG0001663	XM_001595755.1.p1	XM_007395768.1.p1
OG0001664	XM_001595822.1.p1	XM_007395745.1.p1
OG0001665	XM_001586803.1.p1	XM_007401627.1.p1
OG0001666	XM_001598872.1.p1	XM_007398272.1.p1
OG0001667	XM_001592467.1.p1	XM_007395999.1.p1
OG0001668	XM_001593029.1.p1	XM_007396991.1.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	XM_007392244.1.p1
OG0001670	XM_001588398.1.p1	XM_007399448.1.p1
OG0001671	XM_001598414.1.p1	XM_007390585.1.p1
OG0001672	XM_001597380.1.p1	XM_007390523.1.p1
OG0001673	XM_001597675.1.p1	XM_007391885.1.p1
OG0001674	XM_001592252.1.p1	XM_007394688.1.p1, XM_007394677.1.p1, XM_007394678.1.p1, XM_007394696.1.p1, XM_007393264.1.p1
OG0001675	XM_001596085.1.p1	XM_007401448.1.p1
OG0001676	XM_001592934.1.p1	XM_007392001.1.p1
OG0001677	XM_001585703.1.p1, XM_001585846.1.p1	XM_007394473.1.p1
OG0001678	XM_001587393.1.p1	XM_007393187.1.p1
OG0001679	XM_001588168.1.p1	XM_007395883.1.p1
OG0001680	XM_001586872.1.p1	XM_007398402.1.p1
OG0001681	XM_001593299.1.p1	XM_007400710.1.p1
OG0001682	XM_001586639.1.p1	XM_007390973.1.p1
OG0001683	XM_001595338.1.p1	XM_007390684.1.p1
OG0001685	XM_001592409.1.p1	XM_007393373.1.p1
OG0001686	XM_001585532.1.p1	XM_007393831.1.p1
OG0001687	XM_001598229.1.p1	XM_007398460.1.p1
OG0001690	XM_001585778.1.p1	XM_007394108.1.p1
OG0001691	XM_001588440.1.p1	XM_007399294.1.p1
OG0001692	XM_001584910.1.p1	XM_007390895.1.p1
OG0001693	XM_001591043.1.p1	XM_007395654.1.p1
OG0001694	XM_001596686.1.p1	XM_007389844.1.p1, XM_007395611.1.p1
OG0001695	XM_001594204.1.p1	XM_007394288.1.p1
OG0001696	XM_001593962.1.p1	XM_007400226.1.p1
OG0001697	XM_001589617.1.p1	XM_007391697.1.p1
OG0001698	XM_001597629.1.p1	XM_007391670.1.p1
OG0001699	XM_001589149.1.p1	XM_007390097.1.p1
OG0001700	XM_001598246.1.p1	XM_007397008.1.p1
OG0001701	XM_001591929.1.p1	XM_007396725.1.p1
OG0001702	XM_001587596.1.p1	XM_007395416.1.p1, XM_007395520.1.p1
OG0001703	XM_001595758.1.p1	XM_007393139.1.p1
OG0001704	XM_001591634.1.p1	XM_007392976.1.p1
OG0001705	XM_001595225.1.p1	XM_007401255.1.p1
OG0001707	XM_001596871.1.p1	XM_007397014.1.p1, XM_007397023.1.p1, XM_007397012.1.p1, XM_007392245.1.p1
OG0001721	XM_001597065.1.p1, XM_001589322.1.p1	XM_007400162.1.p1
OG0001722	XM_001586788.1.p1	XM_007396339.1.p1
OG0001723	XM_001594657.1.p1	XM_007398165.1.p1, XM_007401707.1.p1
OG0001724	XM_001590840.1.p1	XM_007399242.1.p1
OG0001728	XM_001590382.1.p1	XM_007394606.1.p1
OG0001731	XM_001591843.1.p1	XM_007401173.1.p1
OG0001732	XM_001585968.1.p1	XM_007390381.1.p1
OG0001733	XM_001596326.1.p1	XM_007397730.1.p1, XM_007399028.1.p1
OG0001734	XM_001589885.1.p1	XM_007398285.1.p1
OG0001735	XM_001589025.1.p1	XM_007394373.1.p1
OG0001736	XM_001596497.1.p1	XM_007390806.1.p1
OG0001738	XM_001587146.1.p1	XM_007398891.1.p1
OG0001739	XM_001593621.1.p1	XM_007397821.1.p1
OG0001740	XM_001591824.1.p1	XM_007395461.1.p1
OG0001741	XM_001587709.1.p1	XM_007397811.1.p1
OG0001743	XM_001586642.1.p1	XM_007391471.1.p1
OG0001744	XM_001594510.1.p1	XM_007401245.1.p1
OG0001745	XM_001592516.1.p1	XM_007397883.1.p1
OG0001746	XM_001596949.1.p1	XM_007393311.1.p1
OG0001747	XM_001590666.1.p1	XM_007392793.1.p1
OG0001748	XM_001589278.1.p1	XM_007390605.1.p1
OG0001749	XM_001597157.1.p1	XM_007393891.1.p1
OG0001750	XM_001587513.1.p1	XM_007399913.1.p1
OG0001751	XM_001590998.1.p1	XM_007390208.1.p1
OG0001753	XM_001598799.1.p1	XM_007395591.1.p1
OG0001754	XM_001590525.1.p1	XM_007395607.1.p1
OG0001756	XM_001592679.1.p1	XM_007390803.1.p1
OG0001757	XM_001593107.1.p1	XM_007395974.1.p1
OG0001758	XM_001586211.1.p1	XM_007400583.1.p1
OG0001759	XM_001586077.1.p1	XM_007389578.1.p1, XM_007390736.1.p1
OG0001760	XM_001594527.1.p1	XM_007397957.1.p1
OG0001761	XM_001595706.1.p1	XM_007392180.1.p1, XM_007396854.1.p1
OG0001762	XM_001598181.1.p1	XM_007391104.1.p1
OG0001763	XM_001595731.1.p1	XM_007390662.1.p1
OG0001764	XM_001596364.1.p1	XM_007400225.1.p1
OG0001765	XM_001590590.1.p1	XM_007393553.1.p1
OG0001766	XM_001590857.1.p1	XM_007394814.1.p1
OG0001767	XM_001586584.1.p1	XM_007390705.1.p1
OG0001768	XM_001597883.1.p1	XM_007400143.1.p1
OG0001769	XM_001591520.1.p1	XM_007397436.1.p1
OG0001770	XM_001590010.1.p1	XM_007400492.1.p1
OG0001771	XM_001590930.1.p1	XM_007396890.1.p1
OG0001772	XM_001590921.1.p1	XM_007400466.1.p1
OG0001773	XM_001596015.1.p1	XM_007396648.1.p1
OG0001774	XM_001592132.1.p1	XM_007399588.1.p1
OG0001775	XM_001598459.1.p1	XM_007392049.1.p1
OG0001776	XM_001591629.1.p1	XM_007391103.1.p1
OG0001777	XM_001584821.1.p1	XM_007397710.1.p1
OG0001778	XM_001588150.1.p1	XM_007397640.1.p1
OG0001779	XM_001595681.1.p1	XM_007392221.1.p1
OG0001780	XM_001588152.1.p1	XM_007395799.1.p1
OG0001781	XM_001590832.1.p1	XM_007399082.1.p1
OG0001782	XM_001591472.1.p1	XM_007390380.1.p1
OG0001783	XM_001598837.1.p1	XM_007393134.1.p1
OG0001784	XM_001598923.1.p1	XM_007397906.1.p1
OG0001785	XM_001598934.1.p1	XM_007400917.1.p1
OG0001786	XM_001595140.1.p1	XM_007393614.1.p1
OG0001787	XM_001597366.1.p1	XM_007396941.1.p1
