Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Tribolium_castaneum_rna_prot
OG0003536	XM_001589994.1.p1	TC011450.p1, TC011447.p1
OG0003537	XM_001588898.1.p1	TC005959.p1
OG0003544	XM_001589289.1.p1	TC007940.p1, TC007941.p1
OG0003545	XM_001585786.1.p1	TC009536.p1
OG0003554	XM_001585490.1.p1	TC005986.p1, TC001166.p1, TC005985.p1, TC034898.p1
OG0003559	XM_001586141.1.p1	TC003826.p1
OG0003562	XM_001594981.1.p1	TC008061.p1
OG0003563	XM_001592485.1.p1	TC006751.p1
OG0003566	XM_001590193.1.p1	TC009783.p1
OG0003567	XM_001586818.1.p1	TC011150.p1
OG0003568	XM_001589321.1.p1	TC000317.p1
OG0003571	XM_001585291.1.p1	TC004969.p1
OG0003576	XM_001595380.1.p1	TC009916.p1
OG0003578	XM_001594877.1.p1	TC009914.p1
OG0003579	XM_001597590.1.p1	TC015506.p1
OG0003581	XM_001598357.1.p1	TC007192.p1
OG0003584	XM_001585144.1.p1	TC013479.p1, TC012751.p1
OG0003585	XM_001586819.1.p1	TC001762.p1
OG0003586	XM_001594598.1.p1	TC013178.p1
OG0003591	XM_001598539.1.p1	TC007123.p1
OG0003596	XM_001597367.1.p1	TC011605.p1
OG0003599	XM_001597601.1.p1	TC012354.p1
OG0003600	XM_001586922.1.p1	TC006049.p1
OG0003601	XM_001596698.1.p1	TC031058.p1
OG0003602	XM_001596120.1.p1	TC012251.p1
OG0003603	XM_001595607.1.p1	TC003698.p1
OG0003604	XM_001585320.1.p1	TC007934.p1
OG0003605	XM_001596751.1.p1	TC015858.p1
OG0003611	XM_001594475.1.p1	TC011210.p1
OG0003612	XM_001591787.1.p1	TC006286.p1
OG0003614	XM_001590248.1.p1	TC009974.p1
OG0003621	XM_001596021.1.p1	TC031365.p1
OG0003623	XM_001597525.1.p1	TC003520.p1
OG0003624	XM_001588676.1.p1	TC034835.p1, TC002980.p1
OG0003626	XM_001594120.1.p1	TC013303.p1
OG0003627	XM_001588705.1.p1	TC003706.p1
OG0003628	XM_001595591.1.p1	TC014362.p1, TC004131.p2
OG0003629	XM_001585723.1.p1	TC005977.p1
OG0003630	XM_001586059.1.p1	TC008662.p1
OG0003631	XM_001597187.1.p1	TC014961.p1
OG0003635	XM_001586052.1.p1	TC015591.p1
OG0003640	XM_001587690.1.p1	TC011794.p1
OG0003641	XM_001587992.1.p1	TC011383.p1
OG0003642	XM_001594713.1.p1	TC005305.p1
OG0003645	XM_001595610.1.p1	TC009931.p1
OG0003648	XM_001596333.1.p1	TC033835.p1
OG0003654	XM_001587350.1.p1	TC015410.p1, TC010404.p1, TC000301.p1
OG0003660	XM_001597579.1.p1	TC004755.p1, TC032221.p1
OG0003665	XM_001596461.1.p1	TC011251.p1
OG0003666	XM_001594989.1.p1	TC002674.p1
OG0003667	XM_001589938.1.p1	TC012601.p1
OG0003668	XM_001592591.1.p1	TC000140.p1
OG0003670	XM_001595942.1.p1	TC008817.p1
OG0003671	XM_001592805.1.p1	TC011566.p1
OG0003672	XM_001592757.1.p1	TC011708.p1
OG0003674	XM_001594587.1.p1	TC013076.p1
OG0003677	XM_001598491.1.p1	TC032118.p1
OG0003679	XM_001586168.1.p1	TC034247.p1
OG0003681	XM_001595166.1.p1	TC032003.p1
OG0003682	XM_001589989.1.p1	TC030679.p1
OG0003685	XM_001587132.1.p1	TC013234.p1
OG0003695	XM_001597528.1.p1	TC010666.p1
OG0003697	XM_001597230.1.p1	TC015403.p1
OG0003700	XM_001593052.1.p1	TC009374.p1
OG0003703	XM_001596910.1.p1	TC009784.p1
OG0003704	XM_001596216.1.p1	TC003574.p1
OG0003705	XM_001597089.1.p1	TC033397.p1
OG0003706	XM_001588980.1.p1	TC011302.p1, TC012697.p1, TC011185.p1
OG0003709	XM_001587413.1.p1	TC008670.p1
OG0003712	XM_001593580.1.p1	TC015834.p1
OG0003714	XM_001590399.1.p1	TC007012.p1
OG0003718	XM_001597498.1.p1	TC005288.p1
OG0003721	XM_001594151.1.p1	TC005894.p1
OG0003729	XM_001590684.1.p1	TC030599.p1
OG0003732	XM_001590883.1.p1	TC005930.p1
OG0003738	XM_001590499.1.p1	TC010852.p1
OG0003739	XM_001595992.1.p1	TC034617.p1
OG0003742	XM_001586515.1.p1	TC000974.p1
OG0003744	XM_001593093.1.p1	TC000771.p1
OG0003760	XM_001595445.1.p1	TC002333.p1
OG0003761	XM_001594216.1.p1	TC009638.p1
OG0003763	XM_001590122.1.p1	TC003825.p1
OG0003765	XM_001585834.1.p1	TC009295.p1
OG0003767	XM_001591700.1.p1	TC000827.p1, TC011081.p1
OG0003769	XM_001594158.1.p1	TC007982.p1
OG0003796	XM_001585850.1.p1	TC031208.p1
OG0003797	XM_001598420.1.p1	TC003565.p1
OG0003799	XM_001597481.1.p1	TC007453.p1
OG0003800	XM_001593207.1.p1	TC002743.p1
OG0003801	XM_001593175.1.p1	TC005951.p1, TC005774.p1
OG0003805	XM_001593220.1.p1	TC032219.p1
OG0003809	XM_001587281.1.p1	TC009710.p1
OG0003810	XM_001589973.1.p1	TC014180.p1
OG0003814	XM_001597385.1.p1	TC008380.p1
OG0003822	XM_001591633.1.p1	TC004605.p1
OG0003823	XM_001585722.1.p1	TC014082.p1
OG0003826	XM_001595654.1.p1	TC014435.p1
OG0003829	XM_001592388.1.p1	TC012341.p1
OG0003833	XM_001596109.1.p1	TC013117.p1
OG0003839	XM_001594189.1.p1	TC003187.p1
OG0003840	XM_001595964.1.p1	TC002817.p1
OG0003841	XM_001590689.1.p1	TC000092.p1
OG0003844	XM_001590884.1.p1	TC011538.p1
OG0003855	XM_001597960.1.p1	TC009972.p1
OG0003857	XM_001592366.1.p1	TC014561.p1
OG0003859	XM_001595689.1.p1	TC011546.p1
OG0003860	XM_001588196.1.p1	TC010150.p1
OG0003861	XM_001591373.1.p1	TC034732.p1, TC010820.p1
OG0003863	XM_001588105.1.p1	TC000030.p1
OG0003875	XM_001591478.1.p1	TC034651.p1, TC032772.p1
OG0003880	XM_001589816.1.p1	TC014798.p1
OG0003883	XM_001591862.1.p1	TC015425.p1
OG0003884	XM_001588609.1.p1	TC009851.p1
OG0003885	XM_001590140.1.p1	TC011813.p1
OG0003887	XM_001594824.1.p1	TC005538.p1
OG0003891	XM_001595794.1.p1	TC011807.p1
OG0003893	XM_001589968.1.p1	TC000795.p1
OG0003902	XM_001595135.1.p1	TC009502.p1
OG0003910	XM_001584595.1.p1	TC005358.p1
OG0003911	XM_001592453.1.p1	TC032448.p1
OG0003912	XM_001594430.1.p1	TC000377.p1
OG0003913	XM_001591545.1.p1	TC032117.p1
OG0003919	XM_001591121.1.p1	TC009512.p1
OG0003922	XM_001587095.1.p1	TC004326.p1
OG0003924	XM_001598289.1.p1	TC002297.p1
OG0003925	XM_001595746.1.p1	TC004121.p1
OG0003928	XM_001584862.1.p1	TC011784.p1
OG0003932	XM_001586814.1.p1	TC009611.p1
OG0003933	XM_001593106.1.p1	TC000677.p1
OG0003941	XM_001591630.1.p1	TC004376.p1
OG0003946	XM_001595793.1.p1	TC003350.p1
OG0003947	XM_001595202.1.p1	TC008899.p1
OG0003952	XM_001598823.1.p1	TC013803.p1, TC011886.p1
OG0003961	XM_001586759.1.p1	TC030572.p1
OG0003962	XM_001596022.1.p1	TC005187.p1
OG0003967	XM_001595227.1.p1	TC006709.p1, TC008185.p1
OG0003971	XM_001585341.1.p1	TC014994.p1
OG0003974	XM_001591080.1.p1	TC032592.p1
OG0003975	XM_001594830.1.p1	TC030558.p1
OG0003978	XM_001586027.1.p1	TC008014.p1
OG0003981	XM_001593865.1.p1	TC004532.p1
OG0003984	XM_001587871.1.p1	TC030547.p1
OG0003985	XM_001587696.1.p1	TC003462.p1
OG0003987	XM_001591481.1.p1	TC003750.p1
OG0003988	XM_001592372.1.p1	TC031408.p1
OG0003990	XM_001594912.1.p1	TC009607.p1
OG0003991	XM_001587125.1.p1	TC010168.p1
OG0004000	XM_001586718.1.p1	TC012778.p1
OG0004002	XM_001598144.1.p1, XM_001595692.1.p1	TC009106.p1
OG0004003	XM_001594889.1.p1	TC002934.p1
OG0004005	XM_001597575.1.p1	TC007680.p1
OG0004007	XM_001593023.1.p1, XM_001593022.1.p1	TC030776.p1, TC014298.p1, TC010849.p1
OG0004010	XM_001598856.1.p1	TC010334.p1
OG0004012	XM_001590132.1.p1	TC010485.p1
OG0004017	XM_001585386.1.p1	TC004128.p1
OG0004028	XM_001584565.1.p1	TC001328.p1
OG0004031	XM_001587191.1.p1	TC013837.p1
OG0004032	XM_001590717.1.p1	TC008136.p1
OG0004037	XM_001586772.1.p1	TC031250.p1
OG0004039	XM_001595990.1.p1	TC032314.p1
OG0004040	XM_001592465.1.p1	TC000095.p1
OG0004042	XM_001596377.1.p1	TC032960.p1
OG0004045	XM_001587750.1.p1	TC012902.p1
OG0004047	XM_001587186.1.p1	TC009595.p1
OG0004051	XM_001598526.1.p1	TC033521.p1
OG0004059	XM_001597340.1.p1	TC005007.p1
OG0004065	XM_001588915.1.p1	TC011206.p1, TC000997.p1
OG0004066	XM_001588029.1.p1	TC005308.p1
OG0004071	XM_001588462.1.p1	TC007130.p1
OG0004074	XM_001592326.1.p1	TC010519.p1
OG0004100	XM_001587796.1.p1	TC009742.p1
OG0004102	XM_001595481.1.p1	TC013356.p1
OG0004114	XM_001590906.1.p1	TC009718.p1
OG0004118	XM_001588921.1.p1	TC012019.p1
OG0004122	XM_001586297.1.p1	TC030785.p1
OG0004124	XM_001593109.1.p1	TC015408.p1
OG0004126	XM_001590925.1.p1	TC008246.p1
OG0004127	XM_001597098.1.p1	TC033411.p1
OG0004141	XM_001587190.1.p1	TC004292.p1
OG0004145	XM_001595932.1.p1	TC010153.p1
OG0004147	XM_001594759.1.p1	TC011435.p1
OG0004153	XM_001586234.1.p1	TC006816.p1
OG0004155	XM_001595732.1.p1	TC016258.p1
OG0004159	XM_001592968.1.p1	TC030910.p1, TC003971.p1
OG0004160	XM_001597313.1.p1	TC015855.p1
OG0004161	XM_001591845.1.p1	TC033432.p1
OG0004172	XM_001597523.1.p1	TC006252.p1
OG0004174	XM_001589323.1.p1	TC011037.p1
OG0004176	XM_001584528.1.p1	TC013506.p1
OG0004177	XM_001596852.1.p1	TC010409.p1
OG0004178	XM_001597912.1.p1	TC010478.p1
OG0004180	XM_001598028.1.p1	TC015659.p1
OG0004185	XM_001586993.1.p1	TC004125.p1
OG0004200	XM_001592185.1.p1	TC008587.p1
OG0004205	XM_001596800.1.p1	TC006309.p1
OG0004208	XM_001586339.1.p1	TC001316.p1
OG0004222	XM_001588290.1.p1	TC012308.p1
OG0004232	XM_001590487.1.p1	TC010418.p1
OG0004236	XM_001592448.1.p1	TC009620.p1
OG0004240	XM_001594464.1.p1	TC007208.p1
OG0004241	XM_001588092.1.p1	TC030879.p1
OG0004253	XM_001594358.1.p1	TC014271.p1
OG0004256	XM_001589978.1.p1	TC011607.p1
OG0004259	XM_001594108.1.p1	TC004911.p1
OG0004260	XM_001594763.1.p1	TC008446.p1
OG0004261	XM_001591884.1.p1	TC008827.p1, TC009260.p1
OG0004262	XM_001588897.1.p1	TC006100.p1, TC006101.p1, TC006099.p1
OG0004266	XM_001586135.1.p1	TC005423.p1
OG0004270	XM_001590885.1.p1	TC031193.p1
OG0004274	XM_001588989.1.p1	TC011145.p1
OG0004284	XM_001592999.1.p1	TC013790.p1
OG0004285	XM_001590956.1.p1	TC012702.p1
OG0004289	XM_001585963.1.p1, XM_001585964.1.p1	TC015511.p1
OG0004290	XM_001588235.1.p1	TC011296.p1
OG0004294	XM_001597893.1.p1	TC033796.p1
OG0004303	XM_001589288.1.p1	TC012571.p1
OG0004304	XM_001592827.1.p1	TC011851.p1
OG0004307	XM_001598766.1.p1	TC012881.p1
OG0004310	XM_001590814.1.p1	TC030646.p1, TC034524.p1, TC005341.p1
OG0004311	XM_001595174.1.p1	TC009547.p1
OG0004317	XM_001587701.1.p1	TC002719.p1
OG0004318	XM_001585683.1.p1	TC030911.p1
OG0004321	XM_001597106.1.p1	TC013702.p1
OG0004323	XM_001595604.1.p1	TC001443.p1
OG0004325	XM_001587328.1.p1	TC005720.p1
OG0004367	XM_001595989.1.p1	TC002979.p1
OG0004368	XM_001595902.1.p1, XM_001595901.1.p1, XM_001591300.1.p1	TC031507.p1
OG0004374	XM_001587632.1.p1	TC003899.p1
OG0004378	XM_001586033.1.p1	TC009460.p1
OG0004380	XM_001590328.1.p1	TC000571.p1, TC008276.p1
OG0004383	XM_001592515.1.p1	TC011405.p1
OG0004391	XM_001592824.1.p1	TC031995.p1
OG0004392	XM_001586292.1.p1	TC012120.p1
OG0004396	XM_001595510.1.p1	TC007491.p1
OG0004399	XM_001595493.1.p1	TC013240.p1
OG0004405	XM_001598557.1.p1	TC003172.p1
OG0004407	XM_001598712.1.p1	TC014789.p1
OG0004410	XM_001590349.1.p1	TC008271.p1
OG0004415	XM_001593007.1.p1	TC030657.p1
OG0004416	XM_001593092.1.p1	TC000126.p1
OG0004417	XM_001587740.1.p1	TC033756.p1, TC034531.p1
OG0004434	XM_001588143.1.p1	TC012540.p1
OG0004440	XM_001598404.1.p1	TC007681.p1
OG0004443	XM_001591716.1.p1	TC009118.p1
OG0004444	XM_001586861.1.p1	TC034595.p1
OG0004447	XM_001589086.1.p1	TC013863.p1
OG0004449	XM_001585734.1.p1	TC001393.p1
OG0004456	XM_001585574.1.p1	TC007799.p1
OG0004463	XM_001584638.1.p1	TC011184.p1
OG0004474	XM_001591528.1.p1	TC002268.p1
OG0004481	XM_001596056.1.p1	TC015539.p1
OG0004487	XM_001587373.1.p1	TC010453.p1
OG0004488	XM_001585319.1.p1	TC015954.p1, TC006993.p1
OG0004491	XM_001594691.1.p1	TC015839.p1
OG0004504	XM_001587367.1.p1	TC002668.p1
OG0004505	XM_001595431.1.p1	TC002880.p1
OG0004509	XM_001597419.1.p1	TC003201.p1
OG0004515	XM_001595878.1.p1	TC000667.p1
OG0004521	XM_001588234.1.p1	TC008912.p1
OG0004528	XM_001598062.1.p1	TC005718.p1
OG0004532	XM_001592879.1.p1	TC005612.p1
OG0004537	XM_001597882.1.p1	TC006810.p1
OG0004539	XM_001586396.1.p1	TC014333.p1, TC004785.p1
OG0004542	XM_001585519.1.p1	TC033614.p1
OG0004553	XM_001598222.1.p1	TC006605.p1
OG0004562	XM_001587124.1.p1	TC014163.p1
OG0004565	XM_001592343.1.p1	TC010317.p1
OG0004572	XM_001591942.1.p1	TC009794.p1, TC013301.p1, TC034871.p1
OG0004576	XM_001597568.1.p1	TC014297.p1
OG0004578	XM_001586461.1.p1	TC002627.p1
OG0004586	XM_001592334.1.p1	TC033511.p1
OG0004587	XM_001588089.1.p1	TC003672.p1
OG0004589	XM_001594236.1.p1	TC031432.p1
OG0004633	XM_001585438.1.p1	TC002222.p1
OG0004649	XM_001591806.1.p1	TC012164.p1
OG0004666	XM_001591916.1.p1	TC010545.p1
OG0004668	XM_001591306.1.p1	TC006566.p1
OG0004674	XM_001585260.1.p1	TC009511.p1
OG0004687	XM_001589917.1.p1	TC015499.p1
OG0004690	XM_001587595.1.p1	TC034020.p1, TC034022.p1
OG0004704	XM_001586799.1.p1	TC006163.p1
OG0004712	XM_001590344.1.p1	TC010101.p1, TC012406.p1, TC006318.p1, TC000269.p1, TC000830.p1, TC012411.p1
OG0004736	XM_001587712.1.p1	TC003140.p1
OG0004753	XM_001587303.1.p1	TC002588.p1
OG0004756	XM_001592198.1.p1	TC033777.p1
OG0004760	XM_001594944.1.p1, XM_001594945.1.p1	TC000822.p1
OG0004763	XM_001591755.1.p1	TC013325.p1
OG0004765	XM_001586800.1.p1	TC032696.p1
OG0004766	XM_001585737.1.p1	TC001356.p1
OG0004781	XM_001595000.1.p1	TC032238.p1
OG0004795	XM_001590243.1.p1	TC013213.p1
OG0004804	XM_001594305.1.p1	TC031453.p1
OG0004872	XM_001594143.1.p1	TC001292.p1
OG0004875	XM_001585278.1.p1	TC014471.p1
OG0004891	XM_001585636.1.p1	TC013456.p1
OG0004899	XM_001597646.1.p1	TC009349.p1
OG0004900	XM_001587456.1.p1	TC003715.p1, TC014039.p1
OG0004906	XM_001588654.1.p1	TC033718.p1
OG0004924	XM_001598762.1.p1	TC009938.p1
OG0004933	XM_001584692.1.p1	TC008961.p1
OG0004942	XM_001589541.1.p1	TC009192.p1
OG0004957	XM_001588031.1.p1	TC010045.p1
OG0004959	XM_001595188.1.p1	TC005347.p1
OG0004963	XM_001593883.1.p1	TC009450.p1
OG0004976	XM_001598293.1.p1	TC005404.p1
OG0004984	XM_001585383.1.p1	TC005425.p1
OG0005013	XM_001584590.1.p1	TC003130.p1
OG0005015	XM_001589963.1.p1	TC003389.p1
OG0005016	XM_001585736.1.p1	TC012664.p1
OG0005019	XM_001588018.1.p1	TC002762.p1
OG0005040	XM_001585164.1.p1	TC003066.p1, TC003067.p1, TC032478.p1
OG0005041	XM_001592199.1.p1	TC003403.p1
OG0005042	XM_001592614.1.p1	TC002888.p1
OG0005073	XM_001593864.1.p1	TC015150.p1
OG0005087	XM_001594186.1.p1	TC010963.p1
OG0005088	XM_001595549.1.p1	TC009787.p1
OG0005092	XM_001584596.1.p1	TC007103.p1
OG0005094	XM_001593992.1.p1	TC006713.p1
OG0005108	XM_001592210.1.p1	TC008984.p1
OG0005173	XM_001595522.1.p1	TC013020.p1
OG0005183	XM_001597625.1.p1	TC013829.p1
OG0005194	XM_001588401.1.p1	TC034658.p1
OG0005236	XM_001588918.1.p1	TC012448.p1
OG0005256	XM_001590955.1.p1	TC005773.p1
OG0005257	XM_001586604.1.p1	TC005801.p1
OG0005371	XM_001587299.1.p1	TC007463.p1
OG0005400	XM_001592436.1.p1	TC001326.p1
OG0005433	XM_001596574.1.p1	TC011770.p1
OG0005434	XM_001593413.1.p1	TC010832.p1
OG0005490	XM_001594542.1.p1	TC005768.p1
OG0005505	XM_001591695.1.p1	TC003448.p1
OG0005514	XM_001597966.1.p1	TC010027.p1
OG0005549	XM_001588552.1.p1	TC014407.p1
OG0005568	XM_001595835.1.p1	TC034329.p1
OG0005579	XM_001585525.1.p1	TC014971.p1, TC006290.p1
OG0005725	XM_001587178.1.p1	TC009615.p1
OG0005771	XM_001594140.1.p1	TC011963.p1, TC009491.p1
OG0005780	XM_001595647.1.p1	TC006028.p1
OG0005836	XM_001590991.1.p1	TC030643.p1
OG0005856	XM_001584764.1.p1	TC011418.p1
OG0005955	XM_001591241.1.p1	TC008991.p1
OG0006032	XM_001592892.1.p1	TC012522.p1
OG0006040	XM_001587599.1.p1	TC000115.p1
OG0006073	XM_001584782.1.p1	TC001346.p1, TC011380.p1
OG0006091	XM_001597586.1.p1, XM_001590773.1.p1	TC009981.p1
OG0006299	XM_001597880.1.p1	TC030649.p1
OG0006375	XM_001597628.1.p1	TC031278.p1
OG0006389	XM_001586185.1.p1	TC006211.p1
OG0006452	XM_001588895.1.p1	TC007928.p1
OG0006525	XM_001585913.1.p1	TC010121.p1
OG0006540	XM_001591401.1.p1	TC007153.p1
OG0006610	XM_001589631.1.p1	TC007912.p1
OG0007110	XM_001590705.1.p1	TC009555.p1
OG0007154	XM_001585036.1.p1	TC014571.p1
OG0007285	XM_001590868.1.p1	TC002671.p1
OG0007493	XM_001598104.1.p1	TC014467.p1, TC015342.p1
OG0007578	XM_001592610.1.p1, XM_001592612.1.p1	TC003445.p1
OG0007595	XM_001598871.1.p1	TC034711.p1
OG0007612	XM_001595137.1.p1	TC012387.p1
OG0008243	XM_001591099.1.p1	TC005714.p1
OG0008338	XM_001597152.1.p1	TC001862.p1
OG0008610	XM_001596107.1.p1	TC007353.p1
OG0009176	XM_001590458.1.p1	TC032930.p1
OG0009201	XM_001589729.1.p1, XM_001593309.1.p1	TC010916.p1
OG0009219	XM_001596428.1.p1	TC034378.p1, TC003018.p1
OG0009256	XM_001596402.1.p1	TC007698.p1, TC000085.p1
OG0012820	XM_001588865.1.p1	TC011652.p1
OG0012980	XM_001592172.1.p1, XM_001591671.1.p1	TC002476.p1
OG0017782	XM_001594315.1.p1	TC006630.p1
