Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Puccinia_graminis_rna_prot
OG0002667	XM_001587612.1.p1	XM_003334141.2.p1
OG0002668	XM_001587002.1.p1	XM_003889670.1.p1
OG0002670	XM_001598059.1.p1	XM_003336143.2.p1
OG0002671	XM_001598074.1.p1	XM_003322071.2.p1
OG0002672	XM_001596013.1.p1	XM_003324596.2.p1
OG0002674	XM_001598457.1.p1	XM_003319539.2.p1
OG0002675	XM_001595818.1.p1	XM_003325052.2.p1
OG0002676	XM_001596202.1.p1	XM_003337163.2.p1
OG0002677	XM_001595753.1.p1	XM_003326031.2.p1
OG0002679	XM_001585181.1.p1	XM_003335170.2.p1
OG0002681	XM_001591118.1.p1	XM_003323285.2.p1
OG0002682	XM_001590941.1.p1	XM_003333130.2.p1
OG0002683	XM_001584712.1.p1	XM_003328498.2.p1
OG0002684	XM_001595173.1.p1	XM_003337185.2.p1
OG0002685	XM_001593412.1.p1	XM_003338123.2.p1
OG0002687	XM_001586733.1.p1	XM_003323344.2.p1, XM_003325761.2.p1
OG0002688	XM_001595177.1.p1	XM_003327684.2.p1
OG0002689	XM_001592281.1.p1	XM_003325234.2.p1
OG0002690	XM_001598236.1.p1	XM_003332038.2.p1
OG0002692	XM_001591095.1.p1	XM_003335985.2.p1
OG0002693	XM_001594364.1.p1	XM_003327750.2.p1
OG0002694	XM_001589333.1.p1	XM_003328862.2.p1
OG0002695	XM_001587167.1.p1	XM_003336432.2.p1
OG0002696	XM_001598191.1.p1	XM_003323067.2.p1
OG0002697	XM_001598772.1.p1	XM_003888730.1.p1
OG0002698	XM_001593787.1.p1	XM_003334440.2.p1
OG0002700	XM_001587259.1.p1	XM_003336085.2.p1
OG0002701	XM_001593758.1.p1	XM_003332926.2.p1, XM_003337202.2.p1
OG0002702	XM_001591302.1.p1	XM_003326957.2.p1
OG0002703	XM_001591239.1.p1	XM_003319834.2.p1
OG0002704	XM_001597465.1.p1	XM_003326969.2.p1
OG0002706	XM_001587159.1.p1	XM_003322509.2.p1
OG0002707	XM_001586132.1.p1	XM_003331007.2.p1
OG0002708	XM_001597128.1.p1	XM_003327993.2.p1
OG0002709	XM_001587858.1.p1	XM_003888837.1.p1
OG0002710	XM_001595676.1.p1	XM_003332958.2.p1
OG0002711	XM_001588265.1.p1	XM_003328317.2.p1, XM_003324400.2.p1
OG0002712	XM_001586007.1.p1	XM_003331918.2.p1
OG0002714	XM_001591816.1.p1	XM_003333461.2.p1
OG0002716	XM_001590028.1.p1	XM_003326668.2.p1
OG0002718	XM_001586171.1.p1	XM_003330829.2.p1
OG0002721	XM_001586997.1.p1	XM_003324053.2.p1
OG0002722	XM_001593780.1.p1	XM_003330961.2.p1
OG0002723	XM_001597554.1.p1, XM_001584789.1.p1	XM_003321251.2.p1
OG0002724	XM_001586934.1.p1	XM_003328300.2.p1
OG0002725	XM_001591245.1.p1	XM_003321659.1.p1
OG0002726	XM_001594793.1.p1	XM_003890247.1.p1
OG0002727	XM_001596199.1.p1	XM_003332234.2.p1
OG0002728	XM_001592197.1.p1	XM_003328058.2.p1
OG0002729	XM_001589317.1.p1	XM_003321593.2.p1
OG0002730	XM_001591400.1.p1	XM_003324820.2.p1
OG0002732	XM_001598116.1.p1	XM_003332233.2.p1
OG0002733	XM_001588057.1.p1	XM_003337151.2.p1, XM_003332905.2.p1
OG0002734	XM_001588718.1.p1	XM_003335583.2.p1
OG0002735	XM_001590234.1.p1	XM_003323403.2.p1
OG0002736	XM_001596736.1.p1	XM_003324927.2.p1
OG0002737	XM_001587661.1.p1	XM_003334170.2.p1
OG0002738	XM_001597580.1.p1	XM_003325405.2.p1
OG0002740	XM_001596378.1.p1	XM_003332324.2.p1
OG0002741	XM_001596447.1.p1	XM_003335564.2.p1
OG0002742	XM_001592800.1.p1	XM_003888822.1.p1
OG0002743	XM_001589287.1.p1	XM_003323977.2.p1
OG0002744	XM_001591464.1.p1	XM_003328664.2.p1
OG0002746	XM_001591002.1.p1	XM_003307319.2.p1
OG0002748	XM_001588490.1.p1	XM_003323230.2.p1
OG0002749	XM_001587250.1.p1	XM_003323820.2.p1
OG0002750	XM_001585487.1.p1	XM_003332626.2.p1
OG0002751	XM_001586019.1.p1	XM_003307642.2.p1
OG0002753	XM_001584544.1.p1	XM_003327400.2.p1
OG0002754	XM_001595580.1.p1	XM_003336727.2.p1
OG0002755	XM_001597916.1.p1	XM_003320215.2.p1
OG0002756	XM_001595353.1.p1	XM_003321725.2.p1
OG0002757	XM_001589360.1.p1	XM_003326641.2.p1
OG0002758	XM_001588928.1.p1	XM_003322850.2.p1
OG0002759	XM_001597470.1.p1	XM_003332987.2.p1
OG0002760	XM_001595952.1.p1	XM_003327741.2.p1
OG0002761	XM_001585199.1.p1	XM_003888678.1.p1
OG0002762	XM_001589225.1.p1	XM_003307456.2.p1
OG0002763	XM_001587011.1.p1	XM_003324843.2.p1
OG0002764	XM_001589776.1.p1	XM_003320285.2.p1
OG0002765	XM_001587839.1.p1	XM_003333597.2.p1
OG0002767	XM_001592938.1.p1	XM_003323767.2.p1
OG0002768	XM_001596338.1.p1	XM_003333286.2.p1
OG0002769	XM_001588242.1.p1	XM_003319860.2.p1
OG0002770	XM_001584690.1.p1	XM_003333644.2.p1
OG0002771	XM_001591056.1.p1	XM_003307489.2.p1
OG0002772	XM_001584501.1.p1	XM_003328954.2.p1
OG0002773	XM_001584842.1.p1	XM_003321039.2.p1
OG0002774	XM_001593500.1.p1	XM_003322701.2.p1
OG0002776	XM_001593796.1.p1	XM_003337397.2.p1
OG0002777	XM_001593216.1.p1	XM_003330985.2.p1
OG0002778	XM_001588821.1.p1	XM_003328632.2.p1, XM_003337983.2.p1
OG0002779	XM_001592438.1.p1	XM_003329716.2.p1
OG0002780	XM_001595052.1.p1	XM_003327049.2.p1
OG0002781	XM_001591527.1.p1	XM_003326635.2.p1
OG0002782	XM_001586441.1.p1	XM_003319589.1.p1, XM_003322148.2.p1
OG0002783	XM_001589787.1.p1	XM_003335943.2.p1
OG0002784	XM_001592447.1.p1	XM_003333570.2.p1
OG0002785	XM_001598758.1.p1	XM_003322482.2.p1
OG0002788	XM_001591693.1.p1	XM_003334589.2.p1
OG0002789	XM_001590972.1.p1	XM_003329612.2.p1
OG0002790	XM_001592863.1.p1	XM_003321917.2.p1
OG0002791	XM_001595077.1.p1	XM_003329452.2.p1
OG0002792	XM_001590027.1.p1	XM_003331262.2.p1
OG0002793	XM_001596517.1.p1	XM_003890438.1.p1, XM_003319760.2.p1
OG0002794	XM_001584823.1.p1	XM_003323366.2.p1
OG0002795	XM_001590912.1.p1	XM_003332147.2.p1
OG0002796	XM_001586660.1.p1	XM_003328303.2.p1
OG0002798	XM_001594499.1.p1	XM_003325062.2.p1
OG0002799	XM_001588159.1.p1	XM_003331702.2.p1
OG0002800	XM_001591143.1.p1	XM_003326625.2.p1
OG0002801	XM_001597534.1.p1	XM_003331855.2.p1
OG0002802	XM_001596953.1.p1	XM_003324597.2.p1
OG0002803	XM_001592401.1.p1	XM_003333950.2.p1
OG0002804	XM_001585530.1.p1	XM_003320524.2.p1
OG0002805	XM_001586067.1.p1	XM_003323275.2.p1
OG0002806	XM_001597447.1.p1	XM_003888838.1.p1
OG0002807	XM_001596809.1.p1	XM_003322053.2.p1
OG0002808	XM_001590544.1.p1	XM_003889439.1.p1
OG0002809	XM_001593313.1.p1	XM_003321858.2.p1
OG0002810	XM_001598004.1.p1	XM_003334359.2.p1
OG0002812	XM_001589205.1.p1	XM_003319853.2.p1
OG0002813	XM_001592772.1.p1	XM_003336355.2.p1
OG0002815	XM_001596198.1.p1	XM_003320228.2.p1
OG0002816	XM_001591067.1.p1	XM_003321300.2.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	XM_003325914.2.p1
OG0002818	XM_001586374.1.p1	XM_003327376.2.p1
OG0002819	XM_001591973.1.p1	XM_003333815.2.p1
OG0002820	XM_001597886.1.p1	XM_003333620.1.p1
OG0002821	XM_001598454.1.p1	XM_003322120.1.p1, XM_003319880.2.p1
OG0002822	XM_001597859.1.p1	XM_003331132.2.p1
OG0002825	XM_001595492.1.p1	XM_003324844.2.p1, XM_003331972.2.p1
OG0002826	XM_001597079.1.p1	XM_003319794.2.p1
OG0002827	XM_001585194.1.p1	XM_003331118.2.p1
OG0002828	XM_001590125.1.p1	XM_003330944.2.p1, XM_003336245.2.p1
OG0002832	XM_001598333.1.p1	XM_003320979.2.p1
OG0002833	XM_001595290.1.p1	XM_003889824.1.p1
OG0002834	XM_001598690.1.p1	XM_003333412.2.p1
OG0002836	XM_001595817.1.p1	XM_003307087.2.p1
OG0002837	XM_001589262.1.p1	XM_003331524.2.p1
OG0002838	XM_001588615.1.p1	XM_003320060.2.p1
OG0002840	XM_001588045.1.p1	XM_003336816.2.p1
OG0002841	XM_001588074.1.p1	XM_003328930.2.p1
OG0002845	XM_001592867.1.p1	XM_003330712.2.p1
OG0002846	XM_001586963.1.p1	XM_003307405.2.p1
OG0002847	XM_001593772.1.p1	XM_003326295.2.p1, XM_003319629.2.p1
OG0002849	XM_001588773.1.p1	XM_003335773.2.p1
OG0002850	XM_001593497.1.p1	XM_003330901.2.p1, XM_003337352.2.p1
OG0002851	XM_001588039.1.p1	XM_003331527.2.p1
OG0002853	XM_001593876.1.p1	XM_003890740.1.p1
OG0002855	XM_001595705.1.p1	XM_003319212.2.p1
OG0002856	XM_001584674.1.p1	XM_003332571.2.p1
OG0002858	XM_001587913.1.p1	XM_003331750.2.p1
OG0002859	XM_001587414.1.p1	XM_003325943.2.p1, XM_003329878.1.p1
OG0002861	XM_001592809.1.p1	XM_003332548.2.p1
OG0002862	XM_001594362.1.p1	XM_003337798.2.p1
OG0002863	XM_001593273.1.p1	XM_003325063.2.p1
OG0002864	XM_001592933.1.p1	XM_003329991.2.p1
OG0002866	XM_001591304.1.p1	XM_003321879.2.p1
OG0002868	XM_001594750.1.p1	XM_003322082.2.p1
OG0002869	XM_001594714.1.p1	XM_003307235.2.p1
OG0002870	XM_001591055.1.p1	XM_003332010.2.p1
OG0002871	XM_001589839.1.p1	XM_003328985.2.p1
OG0002872	XM_001598431.1.p1	XM_003338118.2.p1
OG0002873	XM_001587391.1.p1	XM_003307040.2.p1
OG0002874	XM_001592659.1.p1	XM_003890217.1.p1
OG0002877	XM_001586947.1.p1	XM_003321020.2.p1
OG0002879	XM_001586490.1.p1	XM_003328982.2.p1
OG0002880	XM_001590651.1.p1	XM_003889592.1.p1
OG0002881	XM_001588307.1.p1	XM_003326791.2.p1
OG0002882	XM_001595117.1.p1	XM_003337125.2.p1, XM_003331037.2.p1
OG0002883	XM_001588923.1.p1	XM_003327754.2.p1
OG0002884	XM_001587320.1.p1	XM_003321760.2.p1
OG0002886	XM_001596133.1.p1, XM_001591543.1.p1, XM_001590439.1.p1, XM_001593263.1.p1	XM_003333826.2.p1
OG0002887	XM_001592730.1.p1	XM_003329300.2.p1
OG0002888	XM_001585340.1.p1	XM_003319498.2.p1
OG0002889	XM_001596947.1.p1	XM_003334567.2.p1
OG0002890	XM_001585491.1.p1	XM_003323212.2.p1
OG0002891	XM_001584905.1.p1	XM_003327368.2.p1
OG0002892	XM_001593193.1.p1	XM_003327314.2.p1
OG0002893	XM_001584778.1.p1	XM_003324603.2.p1
OG0002894	XM_001584777.1.p1	XM_003888828.1.p1
OG0002895	XM_001596822.1.p1	XM_003335786.2.p1
OG0002896	XM_001589778.1.p1	XM_003332835.2.p1
OG0002897	XM_001596797.1.p1	XM_003890707.1.p1
OG0002898	XM_001594548.1.p1	XM_003331701.2.p1
OG0002899	XM_001598500.1.p1	XM_003329732.2.p1
OG0002900	XM_001594304.1.p1	XM_003326501.2.p1
OG0002902	XM_001587141.1.p1	XM_003307156.2.p1
OG0002904	XM_001590117.1.p1	XM_003326566.2.p1
OG0002905	XM_001595167.1.p1	XM_003889722.1.p1, XM_003328033.1.p1, XM_003889723.1.p1
OG0002906	XM_001585980.1.p1	XM_003336621.2.p1
OG0002908	XM_001585681.1.p1	XM_003333060.2.p1
OG0002909	XM_001589650.1.p1	XM_003338018.2.p1
OG0002910	XM_001584756.1.p1	XM_003331949.2.p1
OG0002911	XM_001587671.1.p1	XM_003307660.2.p1
OG0002913	XM_001589087.1.p1	XM_003325984.2.p1
OG0002914	XM_001586648.1.p1	XM_003331518.2.p1
OG0002915	XM_001586655.1.p1	XM_003336964.2.p1
OG0002916	XM_001595332.1.p1	XM_003319546.2.p1
OG0002917	XM_001593156.1.p1	XM_003322090.2.p1
OG0002918	XM_001584751.1.p1	XM_003888847.1.p1
OG0002919	XM_001595131.1.p1	XM_003323959.2.p1, XM_003337066.2.p1
OG0002920	XM_001594348.1.p1	XM_003332130.2.p1
OG0002921	XM_001586580.1.p1	XM_003307393.2.p1
OG0002923	XM_001589939.1.p1	XM_003325306.2.p1
OG0002924	XM_001598426.1.p1	XM_003336613.2.p1
OG0002925	XM_001592397.1.p1	XM_003335843.2.p1
OG0002927	XM_001592441.1.p1	XM_003307253.2.p1
OG0002929	XM_001594925.1.p1	XM_003328115.2.p1
OG0002932	XM_001584521.1.p1	XM_003327313.1.p1, XM_003327315.2.p1
OG0002933	XM_001598436.1.p1	XM_003329593.2.p1
OG0002934	XM_001596902.1.p1	XM_003330352.1.p1
OG0002935	XM_001597087.1.p1	XM_003333536.2.p1
OG0002936	XM_001585645.1.p1	XM_003324198.2.p1
OG0002937	XM_001592062.1.p1	XM_003328220.2.p1
OG0002938	XM_001595996.1.p1	XM_003320931.2.p1
OG0002939	XM_001588064.1.p1	XM_003325016.2.p1
OG0002941	XM_001598911.1.p1	XM_003334536.2.p1
OG0002942	XM_001598387.1.p1	XM_003324617.2.p1
OG0002944	XM_001595601.1.p1	XM_003334142.2.p1
OG0002945	XM_001596835.1.p1	XM_003336849.2.p1
OG0002946	XM_001598340.1.p1	XM_003338725.2.p1, XM_003338566.2.p1
OG0002947	XM_001594879.1.p1	XM_003320208.1.p1
OG0002948	XM_001598017.1.p1	XM_003328074.1.p1
OG0002949	XM_001596664.1.p1	XM_003336740.2.p1
OG0002950	XM_001596766.1.p1	XM_003321084.2.p1
OG0002951	XM_001587972.1.p1	XM_003307260.2.p1
OG0002953	XM_001590736.1.p1	XM_003325515.1.p1
OG0002955	XM_001585257.1.p1	XM_003331257.2.p1
OG0002957	XM_001597979.1.p1	XM_003322583.2.p1
OG0002958	XM_001596285.1.p1	XM_003322061.2.p1
OG0002960	XM_001591838.1.p1	XM_003319722.2.p1
OG0002961	XM_001589391.1.p1	XM_003325297.2.p1
OG0002962	XM_001588125.1.p1	XM_003333339.2.p1
OG0002963	XM_001590664.1.p1	XM_003335224.2.p1, XM_003331509.2.p1, XM_003326627.1.p1
OG0002965	XM_001594731.1.p1	XM_003332047.2.p1, XM_003322685.2.p1
OG0002966	XM_001591517.1.p1	XM_003327327.2.p1
OG0002967	XM_001592383.1.p1	XM_003336163.2.p1
OG0002968	XM_001590687.1.p1	XM_003320530.2.p1
OG0002970	XM_001584779.1.p1	XM_003328921.2.p1
OG0002971	XM_001593218.1.p1	XM_003328508.2.p1
OG0002972	XM_001586583.1.p1	XM_003327570.2.p1
OG0002973	XM_001597296.1.p1	XM_003320803.2.p1
OG0002974	XM_001598292.1.p1	XM_003328578.2.p1
OG0002975	XM_001597082.1.p1	XM_003331536.2.p1
OG0002976	XM_001585763.1.p1	XM_003307363.2.p1
OG0002977	XM_001595717.1.p1	XM_003324718.2.p1
OG0002978	XM_001590727.1.p1	XM_003329037.2.p1
OG0002979	XM_001590171.1.p1	XM_003319263.2.p1
OG0002980	XM_001595614.1.p1	XM_003325322.2.p1
OG0002981	XM_001588086.1.p1	XM_003319390.2.p1
OG0002982	XM_001592352.1.p1	XM_003324923.2.p1
OG0002983	XM_001597473.1.p1	XM_003323303.2.p1
OG0002985	XM_001585569.1.p1	XM_003332619.2.p1
OG0002987	XM_001589442.1.p1	XM_003325215.2.p1
OG0002988	XM_001589623.1.p1	XM_003330180.2.p1
OG0002990	XM_001591809.1.p1	XM_003336517.2.p1
OG0002991	XM_001593792.1.p1	XM_003326313.2.p1
OG0002992	XM_001588178.1.p1	XM_003326681.2.p1
OG0002993	XM_001588043.1.p1	XM_003320124.2.p1
OG0002994	XM_001586777.1.p1	XM_003334847.2.p1
OG0002995	XM_001587761.1.p1	XM_003331343.2.p1
OG0002996	XM_001587815.1.p1	XM_003330131.2.p1
OG0002997	XM_001591052.1.p1	XM_003327739.2.p1
OG0002998	XM_001587294.1.p1	XM_003321040.2.p1
OG0002999	XM_001587735.1.p1	XM_003321802.2.p1
OG0003000	XM_001597103.1.p1	XM_003324003.1.p1
OG0003001	XM_001584517.1.p1	XM_003331270.2.p1, XM_003324505.1.p1
OG0003002	XM_001591859.1.p1	XM_003323773.2.p1, XM_003325918.2.p1
OG0003003	XM_001591033.1.p1	XM_003322063.2.p1
OG0003004	XM_001597280.1.p1	XM_003326938.2.p1
OG0003005	XM_001597771.1.p1	XM_003323785.2.p1
OG0003006	XM_001594575.1.p1	XM_003320358.2.p1
OG0003007	XM_001587364.1.p1	XM_003330005.2.p1
OG0003008	XM_001598051.1.p1	XM_003324059.2.p1
OG0003009	XM_001595951.1.p1	XM_003326308.1.p1
OG0003010	XM_001590494.1.p1	XM_003320922.2.p1, XM_003337841.1.p1
OG0003011	XM_001590780.1.p1	XM_003334049.2.p1
OG0003012	XM_001595070.1.p1	XM_003307664.2.p1
OG0003013	XM_001592305.1.p1	XM_003320319.2.p1
OG0003016	XM_001590554.1.p1	XM_003323436.2.p1
OG0003019	XM_001590895.1.p1	XM_003319527.2.p1
OG0003020	XM_001589194.1.p1	XM_003335850.2.p1
OG0003021	XM_001595968.1.p1	XM_003888966.1.p1
OG0003022	XM_001596914.1.p1	XM_003334161.2.p1, XM_003888981.1.p1
OG0003023	XM_001592701.1.p1	XM_003326108.2.p1
OG0003024	XM_001586215.1.p1	XM_003324826.2.p1
OG0003025	XM_001585541.1.p1	XM_003329536.2.p1
OG0003026	XM_001594844.1.p1	XM_003337670.2.p1, XM_003337676.2.p1
OG0003027	XM_001596149.1.p1	XM_003321857.2.p1
OG0003028	XM_001592133.1.p1	XM_003336027.2.p1
OG0003031	XM_001592864.1.p1	XM_003335229.2.p1
OG0003033	XM_001590715.1.p1	XM_003307465.2.p1
OG0003051	XM_001589188.1.p1	XM_003321229.2.p1
OG0003054	XM_001595087.1.p1	XM_003326073.2.p1
OG0003059	XM_001586749.1.p1	XM_003325706.2.p1
OG0003064	XM_001591537.1.p1	XM_003325543.2.p1
OG0003065	XM_001598008.1.p1	XM_003332682.2.p1
OG0003066	XM_001598307.1.p1	XM_003321226.2.p1
OG0003070	XM_001585280.1.p1	XM_003327991.2.p1
OG0003072	XM_001585286.1.p1	XM_003319965.2.p1
OG0003073	XM_001585418.1.p1	XM_003332560.2.p1
OG0003074	XM_001585942.1.p1	XM_003324982.2.p1
OG0003075	XM_001596323.1.p1	XM_003330413.2.p1
OG0003076	XM_001596385.1.p1	XM_003329655.2.p1
OG0003078	XM_001593880.1.p1	XM_003319990.2.p1
OG0003079	XM_001593867.1.p1	XM_003332616.2.p1
OG0003080	XM_001597105.1.p1	XM_003321049.2.p1
OG0003081	XM_001585098.1.p1	XM_003330082.2.p1
OG0003082	XM_001587691.1.p1	XM_003323617.2.p1
OG0003083	XM_001585084.1.p1	XM_003888931.1.p1
OG0003084	XM_001597399.1.p1	XM_003332172.2.p1
OG0003085	XM_001586447.1.p1	XM_003321743.2.p1
OG0003086	XM_001593449.1.p1	XM_003324796.2.p1, XM_003888511.1.p1
OG0003087	XM_001591458.1.p1	XM_003321109.2.p1
OG0003089	XM_001597507.1.p1	XM_003336682.2.p1, XM_003323922.2.p1
OG0003090	XM_001598219.1.p1	XM_003322294.2.p1
OG0003091	XM_001595628.1.p1	XM_003321970.2.p1
OG0003092	XM_001592145.1.p1	XM_003326597.2.p1
OG0003093	XM_001595110.1.p1	XM_003320220.2.p1
OG0003094	XM_001598396.1.p1	XM_003322895.2.p1
OG0003095	XM_001584965.1.p1	XM_003320300.2.p1
OG0003096	XM_001584584.1.p1	XM_003330567.1.p1
OG0003097	XM_001596861.1.p1	XM_003326212.2.p1
OG0003098	XM_001591064.1.p1	XM_003332081.2.p1
OG0003099	XM_001584720.1.p1	XM_003334183.1.p1
OG0003100	XM_001591398.1.p1	XM_003328488.1.p1
OG0003101	XM_001587162.1.p1	XM_003331422.2.p1
OG0003102	XM_001594211.1.p1	XM_003329261.1.p1
OG0003103	XM_001593013.1.p1	XM_003332057.2.p1
OG0003105	XM_001593098.1.p1, XM_001594297.1.p1	XM_003338363.2.p1
OG0003106	XM_001589783.1.p1	XM_003336442.2.p1
OG0003107	XM_001592963.1.p1	XM_003327468.2.p1
OG0003108	XM_001590679.1.p1	XM_003327052.2.p1
OG0003109	XM_001595512.1.p1	XM_003322472.2.p1
OG0003111	XM_001590591.1.p1	XM_003320337.2.p1
OG0003112	XM_001590553.1.p1	XM_003329046.2.p1
OG0003113	XM_001590855.1.p1	XM_003336015.2.p1
OG0003114	XM_001593285.1.p1	XM_003331680.2.p1
OG0003115	XM_001597789.1.p1	XM_003332372.2.p1
OG0003116	XM_001592011.1.p1	XM_003321969.2.p1
OG0003117	XM_001590014.1.p1	XM_003322923.2.p1, XM_003307221.2.p1, XM_003321264.2.p1
OG0003118	XM_001590931.1.p1	XM_003332854.2.p1
OG0003119	XM_001597626.1.p1	XM_003332250.2.p1
OG0003121	XM_001585563.1.p1	XM_003329947.2.p1
OG0003122	XM_001588060.1.p1	XM_003307388.1.p1
OG0003123	XM_001590810.1.p1, XM_001590809.1.p1	XM_003889646.1.p1
OG0003124	XM_001594372.1.p1	XM_003328814.2.p1
OG0003125	XM_001595203.1.p1	XM_003889303.1.p1
OG0003126	XM_001594982.1.p1	XM_003331063.2.p1, XM_003338910.2.p1
OG0003127	XM_001591119.1.p1	XM_003336005.2.p1
OG0003129	XM_001587550.1.p1	XM_003327574.2.p1
OG0003130	XM_001591279.1.p1	XM_003322406.2.p1
OG0003131	XM_001588990.1.p1	XM_003335249.2.p1
OG0003134	XM_001595329.1.p1	XM_003331194.1.p1
OG0003135	XM_001597179.1.p1	XM_003321051.2.p1
OG0003136	XM_001594282.1.p1	XM_003329034.2.p1
OG0003137	XM_001593489.1.p1	XM_003321110.2.p1, XM_003324260.1.p1
OG0003138	XM_001596180.1.p1	XM_003328797.2.p1
OG0003141	XM_001587258.1.p1	XM_003319729.2.p1
OG0003144	XM_001588319.1.p1	XM_003323002.2.p1
OG0003149	XM_001597965.1.p1	XM_003323866.1.p1
OG0003150	XM_001594558.1.p1	XM_003338379.2.p1, XM_003322433.2.p1
OG0003151	XM_001585924.1.p1	XM_003333832.2.p1
OG0003154	XM_001591460.1.p1	XM_003329106.2.p1
OG0003155	XM_001597217.1.p1	XM_003334048.2.p1
OG0003157	XM_001584915.1.p1	XM_003322935.2.p1
OG0003158	XM_001596121.1.p1	XM_003331927.2.p1
OG0003159	XM_001598215.1.p1	XM_003323340.2.p1
OG0003160	XM_001596009.1.p1	XM_003327693.2.p1, XM_003337816.2.p1
OG0003161	XM_001598525.1.p1	XM_003326622.2.p1
OG0003162	XM_001596705.1.p1	XM_003329445.2.p1
OG0003163	XM_001585128.1.p1	XM_003324872.2.p1
OG0003165	XM_001592421.1.p1	XM_003889819.1.p1
OG0003167	XM_001586030.1.p1	XM_003331060.2.p1
OG0003168	XM_001594113.1.p1	XM_003307728.2.p1
OG0003170	XM_001588041.1.p1	XM_003307131.2.p1
OG0003172	XM_001597307.1.p1	XM_003321791.2.p1
OG0003174	XM_001587964.1.p1	XM_003307195.2.p1
OG0003176	XM_001596374.1.p1	XM_003889639.1.p1, XM_003328296.2.p1
OG0003179	XM_001598884.1.p1	XM_003338253.2.p1
OG0003180	XM_001585425.1.p1	XM_003322944.2.p1
OG0003182	XM_001585321.1.p1	XM_003330236.2.p1
OG0003183	XM_001585430.1.p1	XM_003335052.2.p1
OG0003186	XM_001586641.1.p1	XM_003334605.2.p1
OG0003187	XM_001591792.1.p1	XM_003326893.2.p1
OG0003189	XM_001591454.1.p1	XM_003321982.1.p1
OG0003190	XM_001590532.1.p1	XM_003330105.2.p1
OG0003191	XM_001593118.1.p1	XM_003323058.2.p1
OG0003192	XM_001590578.1.p1	XM_003888669.1.p1
OG0003193	XM_001597589.1.p1	XM_003307438.2.p1
OG0003194	XM_001589109.1.p1	XM_003888675.1.p1
OG0003195	XM_001590563.1.p1	XM_003321452.2.p1, XM_003332764.2.p1
OG0003196	XM_001589671.1.p1	XM_003324715.2.p1
OG0003200	XM_001589645.1.p1	XM_003322653.2.p1
OG0003201	XM_001593558.1.p1	XM_003331064.2.p1
OG0003202	XM_001593700.1.p1	XM_003327550.2.p1
OG0003203	XM_001589250.1.p1	XM_003330906.2.p1
OG0003204	XM_001584949.1.p1	XM_003324891.2.p1
OG0003205	XM_001589240.1.p1	XM_003320727.2.p1
OG0003207	XM_001588745.1.p1	XM_003333470.2.p1
OG0003209	XM_001596670.1.p1	XM_003330625.2.p1
OG0003211	XM_001596689.1.p1	XM_003327474.2.p1
OG0003212	XM_001596615.1.p1	XM_003327145.2.p1
OG0003213	XM_001592922.1.p1	XM_003320279.1.p1
OG0003214	XM_001596003.1.p1	XM_003335741.2.p1
OG0003215	XM_001587605.1.p1	XM_003337430.2.p1
OG0003217	XM_001588614.1.p1	XM_003321753.2.p1
OG0003218	XM_001595417.1.p1	XM_003326080.2.p1
OG0003219	XM_001598049.1.p1	XM_003324624.2.p1
OG0003220	XM_001585644.1.p1	XM_003325535.2.p1
OG0003221	XM_001591959.1.p1	XM_003321656.2.p1
OG0003222	XM_001585672.1.p1	XM_003333285.2.p1
OG0003224	XM_001593069.1.p1	XM_003321812.2.p1
OG0003225	XM_001597345.1.p1	XM_003307553.2.p1
OG0003226	XM_001595514.1.p1	XM_003333551.2.p1
OG0003227	XM_001588216.1.p1	XM_003319784.2.p1
OG0003228	XM_001587075.1.p1	XM_003331193.2.p1
OG0003229	XM_001593231.1.p1	XM_003889277.1.p1
OG0003231	XM_001592387.1.p1	XM_003326413.2.p1, XM_003332909.2.p1
OG0003232	XM_001594965.1.p1	XM_003889022.1.p1
OG0003234	XM_001591120.1.p1	XM_003333260.2.p1
OG0003235	XM_001585249.1.p1	XM_003328551.2.p1
OG0003236	XM_001595449.1.p1	XM_003336098.2.p1
OG0003238	XM_001594142.1.p1	XM_003331548.2.p1
OG0003239	XM_001587283.1.p1	XM_003327661.2.p1, XM_003333621.1.p1
OG0003241	XM_001596850.1.p1	XM_003307225.2.p1
OG0003242	XM_001595014.1.p1	XM_003334642.2.p1
OG0003243	XM_001586272.1.p1	XM_003327857.2.p1
OG0003244	XM_001596796.1.p1	XM_003333006.2.p1
OG0003245	XM_001596010.1.p1	XM_003323771.2.p1
OG0003246	XM_001591867.1.p1	XM_003335351.2.p1
OG0003249	XM_001589272.1.p1	XM_003323997.2.p1
OG0003250	XM_001595462.1.p1	XM_003335535.2.p1
OG0003251	XM_001598737.1.p1	XM_003329038.2.p1
OG0003253	XM_001598173.1.p1	XM_003890718.1.p1
OG0003254	XM_001598403.1.p1	XM_003889354.1.p1
OG0003255	XM_001596492.1.p1	XM_003329535.2.p1
OG0003256	XM_001597857.1.p1	XM_003334499.2.p1
OG0003258	XM_001585196.1.p1	XM_003330641.2.p1
OG0003260	XM_001595799.1.p1	XM_003336741.2.p1
OG0003261	XM_001597749.1.p1	XM_003324855.2.p1, XM_003331964.2.p1
OG0003263	XM_001595550.1.p1	XM_003320923.2.p1
OG0003265	XM_001589021.1.p1	XM_003320392.2.p1
OG0003266	XM_001593047.1.p1	XM_003327762.2.p1
