Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Trichoderma_reesei_rna_prot
OG0001721	XM_001589322.1.p1	XM_006966217.1.p1
OG0001722	XM_001586788.1.p1	XM_006964876.1.p1
OG0001723	XM_001594657.1.p1	XM_006963228.1.p1
OG0001724	XM_001590840.1.p1	XM_006967166.1.p1
OG0001725	XM_001597394.1.p1	XM_006965958.1.p1
OG0001726	XM_001589936.1.p1	XM_006961831.1.p1
OG0001727	XM_001593237.1.p1	XM_006968424.1.p2
OG0001728	XM_001590382.1.p1	XM_006966363.1.p1
OG0001729	XM_001587382.1.p1	XM_006968500.1.p1
OG0001731	XM_001591843.1.p1	XM_006967913.1.p1
OG0001732	XM_001585968.1.p1	XM_006965733.1.p1
OG0001733	XM_001596326.1.p1	XM_006965917.1.p1
OG0001734	XM_001589885.1.p1	XM_006961536.1.p1
OG0001735	XM_001589025.1.p1	XM_006968234.1.p1
OG0001737	XM_001596417.1.p1	XM_006967413.1.p1, XM_006965310.1.p1
OG0001738	XM_001587146.1.p1	XM_006968103.1.p1
OG0001739	XM_001593621.1.p1	XM_006966974.1.p1
OG0001740	XM_001591824.1.p1	XM_006965255.1.p1
OG0001741	XM_001587709.1.p1	XM_006965014.1.p1
OG0001742	XM_001592521.1.p1	XM_006961243.1.p1
OG0001743	XM_001586642.1.p1	XM_006964760.1.p1
OG0001744	XM_001594510.1.p1	XM_006964975.1.p1
OG0001745	XM_001592516.1.p1	XM_006961266.1.p1
OG0001747	XM_001590666.1.p1	XM_006966632.1.p1
OG0001748	XM_001589278.1.p1	XM_006962301.1.p1
OG0001749	XM_001597157.1.p1	XM_006961036.1.p1
OG0001750	XM_001587513.1.p1	XM_006967610.1.p1
OG0001751	XM_001590998.1.p1	XM_006966396.1.p1
OG0001752	XM_001597420.1.p1	XM_006969069.1.p1
OG0001753	XM_001598799.1.p1	XM_006963323.1.p1
OG0001755	XM_001593055.1.p1	XM_006968422.1.p1
OG0001756	XM_001592679.1.p1	XM_006966783.1.p1
OG0001757	XM_001593107.1.p1	XM_006961058.1.p1
OG0001758	XM_001586211.1.p1	XM_006963487.1.p1
OG0001759	XM_001586077.1.p1	XM_006962539.1.p1
OG0001760	XM_001594527.1.p1	XM_006967720.1.p2
OG0001761	XM_001595706.1.p1	XM_006968416.1.p1
OG0001762	XM_001598181.1.p1	XM_006966732.1.p1
OG0001763	XM_001595731.1.p1	XM_006966366.1.p1
OG0001764	XM_001596364.1.p1	XM_006965633.1.p1
OG0001765	XM_001590590.1.p1	XM_006962391.1.p1
OG0001766	XM_001590857.1.p1	XM_006962852.1.p1
OG0001767	XM_001586584.1.p1	XM_006960912.1.p1
OG0001768	XM_001597883.1.p1	XM_006969724.1.p1
OG0001769	XM_001591520.1.p1	XM_006960860.1.p1
OG0001770	XM_001590010.1.p1	XM_006960895.1.p1
OG0001771	XM_001590930.1.p1	XM_006962196.1.p1
OG0001772	XM_001590921.1.p1	XM_006969190.1.p1
OG0001773	XM_001596015.1.p1	XM_006969530.1.p1
OG0001774	XM_001592132.1.p1	XM_006968226.1.p1
OG0001775	XM_001598459.1.p1	XM_006961160.1.p1
OG0001776	XM_001591629.1.p1	XM_006961312.1.p1
OG0001777	XM_001584821.1.p1	XM_006964275.1.p1
OG0001778	XM_001588150.1.p1	XM_006966346.1.p1
OG0001779	XM_001595681.1.p1	XM_006966289.1.p1
OG0001780	XM_001588152.1.p1	XM_006966243.1.p1
OG0001781	XM_001590832.1.p1	XM_006967251.1.p1
OG0001782	XM_001591472.1.p1	XM_006961013.1.p1
OG0001783	XM_001598837.1.p1	XM_006968861.1.p1
OG0001784	XM_001598923.1.p1	XM_006968940.1.p1
OG0001785	XM_001598934.1.p1	XM_006968882.1.p1
OG0001786	XM_001595140.1.p1	XM_006963990.1.p1
OG0001787	XM_001597366.1.p1	XM_006968092.1.p1
OG0001788	XM_001590194.1.p1	XM_006964413.1.p1
OG0001789	XM_001588695.1.p1	XM_006968917.1.p1
OG0001790	XM_001587883.1.p1	XM_006965072.1.p1
OG0001791	XM_001593540.1.p1	XM_006968378.1.p1
OG0001792	XM_001594609.1.p1	XM_006964965.1.p1
OG0001794	XM_001592224.1.p1	XM_006961119.1.p1
OG0001795	XM_001596894.1.p1	XM_006962895.1.p1
OG0001796	XM_001592592.1.p1	XM_006969505.1.p1
OG0001797	XM_001594930.1.p1	XM_006963674.1.p1
OG0001798	XM_001588684.1.p1	XM_006967700.1.p1, XM_006963314.1.p1
OG0001799	XM_001597442.1.p1	XM_006962510.1.p1
OG0001800	XM_001596717.1.p1	XM_006962125.1.p1
OG0001801	XM_001590922.1.p1	XM_006967271.1.p1
OG0001802	XM_001590920.1.p1	XM_006969137.1.p1
OG0001803	XM_001593200.1.p1	XM_006966720.1.p1
OG0001804	XM_001595592.1.p1	XM_006967129.2.p1
OG0001805	XM_001587985.1.p1	XM_006968817.1.p1
OG0001806	XM_001596616.1.p1	XM_006963414.1.p1
OG0001807	XM_001597030.1.p1	XM_006961105.1.p1
OG0001809	XM_001594291.1.p1	XM_006963474.1.p1
OG0001811	XM_001588110.1.p1	XM_006968409.1.p1
OG0001812	XM_001591191.1.p1	XM_006964438.1.p1
OG0001813	XM_001592623.1.p1	XM_006963282.1.p1
OG0001815	XM_001586248.1.p1	XM_006962951.1.p1
OG0001816	XM_001585130.1.p1	XM_006962314.1.p1
OG0001817	XM_001589814.1.p1	XM_006967507.1.p1
OG0001818	XM_001597638.1.p1	XM_006962029.1.p1
OG0001819	XM_001591447.1.p1	XM_006963663.1.p1
OG0001820	XM_001595800.1.p1	XM_006966105.1.p1
OG0001821	XM_001595579.1.p1	XM_006968980.1.p1
OG0001823	XM_001588186.1.p1	XM_006963399.1.p1
OG0001824	XM_001587806.1.p1	XM_006968752.1.p1
OG0001825	XM_001595217.1.p1	XM_006963831.1.p1
OG0001828	XM_001585103.1.p1	XM_006968537.1.p1
OG0001829	XM_001594219.1.p1	XM_006962810.1.p1
OG0001830	XM_001585900.1.p1	XM_006961641.1.p1
OG0001831	XM_001592314.1.p1	XM_006962661.1.p1
OG0001832	XM_001597841.1.p1	XM_006961617.1.p1
OG0001833	XM_001594152.1.p1	XM_006964156.1.p1
OG0001834	XM_001589838.1.p1	XM_006961585.1.p1
OG0001835	XM_001591194.1.p1	XM_006964632.1.p1
OG0001836	XM_001597475.1.p1	XM_006961480.1.p1
OG0001837	XM_001587327.1.p1	XM_006967149.1.p1
OG0001838	XM_001589014.1.p1	XM_006967464.1.p1
OG0001839	XM_001585061.1.p1	XM_006962803.1.p1
OG0001840	XM_001589942.1.p1	XM_006964607.1.p1
OG0001841	XM_001584880.1.p1	XM_006962775.1.p1
OG0001842	XM_001594666.1.p1	XM_006962722.1.p1
OG0001844	XM_001590509.1.p1	XM_006961900.1.p1
OG0001845	XM_001589982.1.p1	XM_006965225.1.p1
OG0001846	XM_001596454.1.p1	XM_006968603.1.p1
OG0001847	XM_001594103.1.p1	XM_006966564.1.p1
OG0001848	XM_001593509.1.p1	XM_006968924.1.p1
OG0001849	XM_001593831.1.p1	XM_006967493.1.p1
OG0001850	XM_001586794.1.p1	XM_006965094.1.p1
OG0001851	XM_001586923.1.p1	XM_006964921.1.p1
OG0001852	XM_001586886.1.p1	XM_006964924.1.p1
OG0001853	XM_001585928.1.p1	XM_006962333.1.p1
OG0001854	XM_001590829.1.p1	XM_006962128.1.p1
OG0001855	XM_001589062.1.p1	XM_006962070.1.p1
OG0001856	XM_001588810.1.p1	XM_006961413.1.p1
OG0001857	XM_001597917.1.p1	XM_006961815.1.p1
OG0001858	XM_001595648.1.p1	XM_006964625.1.p1
OG0001859	XM_001592548.1.p1	XM_006962927.1.p1
OG0001860	XM_001596630.1.p1	XM_006963412.1.p1
OG0001861	XM_001594433.1.p1	XM_006963280.1.p1
OG0001862	XM_001598227.1.p1	XM_006966854.1.p1
OG0001863	XM_001590791.1.p1	XM_006962192.1.p1
OG0001864	XM_001591521.1.p1	XM_006963406.1.p1
OG0001865	XM_001584801.1.p1	XM_006962246.1.p1
OG0001866	XM_001585049.1.p1	XM_006962630.1.p1
OG0001868	XM_001594374.1.p1	XM_006966181.1.p1
OG0001869	XM_001585799.1.p1	XM_006967824.1.p1
OG0001870	XM_001592420.1.p1	XM_006969832.1.p1
OG0001871	XM_001593531.1.p1	XM_006968360.1.p1
OG0001872	XM_001598490.1.p1	XM_006964636.1.p1
OG0001873	XM_001592991.1.p1	XM_006961210.1.p1
OG0001875	XM_001588708.1.p1	XM_006968982.1.p1
OG0001876	XM_001592238.1.p1	XM_006960933.1.p1
OG0001877	XM_001594162.1.p1	XM_006964125.1.p1
OG0001878	XM_001590659.1.p1	XM_006962564.1.p1
OG0001879	XM_001589618.1.p1	XM_006962077.1.p1
OG0001880	XM_001595660.1.p1	XM_006964663.1.p1
OG0001881	XM_001593122.1.p1	XM_006964450.1.p1
OG0001882	XM_001595944.1.p1	XM_006964550.1.p1
OG0001883	XM_001589201.1.p1	XM_006961100.1.p1
OG0001884	XM_001596916.1.p1	XM_006962922.1.p1
OG0001885	XM_001597820.1.p1	XM_006961227.1.p1
OG0001886	XM_001598473.1.p1	XM_006967457.1.p1
OG0001887	XM_001590264.1.p1	XM_006961826.1.p1
OG0001888	XM_001596012.1.p1	XM_006967159.1.p1
OG0001889	XM_001595935.1.p1	XM_006966661.2.p1
OG0001890	XM_001588390.1.p1	XM_006968166.1.p1
OG0001892	XM_001592787.1.p1	XM_006967995.1.p1
OG0001893	XM_001587267.1.p1	XM_006967998.1.p1
OG0001894	XM_001588986.1.p1	XM_006967674.1.p1
OG0001895	XM_001590911.1.p1	XM_006969750.1.p1
OG0001896	XM_001597392.1.p1	XM_006962164.1.p1
OG0001897	XM_001594683.1.p1	XM_006963746.1.p1
OG0001898	XM_001593311.1.p1	XM_006965699.1.p1
OG0001899	XM_001596408.1.p1	XM_006964489.1.p1, XM_006965404.1.p1
OG0001900	XM_001593680.1.p1	XM_006968515.1.p1
OG0001901	XM_001587741.1.p1	XM_006965026.1.p1
OG0001902	XM_001593736.1.p1	XM_006969115.1.p1, XM_006963327.1.p1
OG0001903	XM_001592059.1.p1	XM_006968266.1.p1
OG0001905	XM_001592700.1.p1	XM_006966819.1.p1
OG0001906	XM_001589662.1.p1	XM_006966478.1.p1
OG0001907	XM_001593996.1.p1	XM_006962990.1.p1
OG0001908	XM_001593415.1.p1	XM_006968965.1.p1
OG0001909	XM_001593623.1.p1	XM_006968398.1.p1
OG0001910	XM_001589236.1.p1	XM_006962129.1.p1
OG0001911	XM_001589314.1.p1	XM_006963883.1.p1
OG0001913	XM_001587731.1.p1	XM_006965657.1.p1
OG0001914	XM_001593298.1.p1	XM_006966670.1.p1
OG0001915	XM_001587673.1.p1	XM_006965534.1.p1
OG0001916	XM_001586854.1.p1	XM_006964757.1.p1
OG0001917	XM_001590908.1.p1	XM_006962408.1.p1
OG0001918	XM_001590387.1.p1	XM_006961406.1.p1
OG0001920	XM_001591029.1.p1	XM_006963378.1.p1
OG0001921	XM_001595343.1.p1	XM_006963518.1.p1
OG0001922	XM_001586175.1.p1	XM_006967308.1.p1
OG0001923	XM_001592396.1.p1	XM_006962698.1.p1
OG0001925	XM_001589406.1.p1	XM_006967085.1.p1
OG0001926	XM_001584509.1.p1	XM_006969109.1.p1
OG0001927	XM_001586446.1.p1	XM_006967591.1.p1
OG0001928	XM_001588383.1.p1	XM_006967845.1.p1, XM_006964215.1.p1
OG0001929	XM_001591408.1.p1	XM_006963295.1.p1
OG0001930	XM_001591632.1.p1	XM_006963160.1.p1
OG0001931	XM_001592168.1.p1	XM_006969071.1.p1
OG0001932	XM_001597284.1.p1	XM_006964681.1.p1
OG0001933	XM_001597286.1.p1	XM_006964572.2.p1
OG0001934	XM_001596926.1.p1	XM_006968057.1.p1
OG0001935	XM_001592593.1.p1	XM_006962497.1.p1
OG0001936	XM_001594563.1.p1	XM_006963699.1.p1
OG0001937	XM_001596027.1.p1	XM_006966754.1.p1
OG0001939	XM_001593108.1.p1	XM_006964334.1.p1
OG0001940	XM_001594951.1.p1	XM_006969889.1.p1
OG0001941	XM_001593014.1.p1	XM_006967802.1.p1
OG0001942	XM_001589457.1.p1	XM_006966489.1.p1
OG0001943	XM_001590718.1.p1	XM_006965901.1.p1
OG0001944	XM_001589563.1.p1	XM_006963948.1.p1
OG0001945	XM_001591844.1.p1	XM_006967912.1.p1
OG0001946	XM_001590101.1.p1	XM_006967523.1.p1
OG0001947	XM_001584666.1.p1	XM_006969827.1.p1
OG0001948	XM_001593863.1.p1	XM_006961019.1.p1
OG0001949	XM_001589052.1.p1	XM_006962312.1.p1
OG0001950	XM_001589070.1.p1	XM_006961881.1.p1
OG0001951	XM_001590973.1.p1	XM_006961044.1.p1
OG0001952	XM_001596948.1.p1	XM_006967818.1.p1
OG0001953	XM_001598721.1.p1	XM_006966417.1.p1
OG0001954	XM_001592673.1.p1	XM_006968493.1.p1
OG0001955	XM_001589327.1.p1	XM_006966224.1.p1
OG0001956	XM_001594296.1.p1	XM_006963867.1.p1
OG0001957	XM_001595336.1.p1	XM_006967699.1.p1
OG0001958	XM_001598033.1.p1	XM_006966824.1.p1
OG0001959	XM_001587462.1.p1	XM_006960892.1.p1
OG0001960	XM_001590817.1.p1	XM_006961918.1.p1
OG0001961	XM_001590618.1.p1	XM_006962175.1.p1
OG0001962	XM_001598444.1.p1	XM_006961576.1.p1
OG0001963	XM_001585664.1.p1	XM_006966024.1.p1
OG0001964	XM_001597866.1.p1	XM_006963617.1.p1
OG0001965	XM_001595936.1.p1	XM_006966856.1.p1
OG0001966	XM_001591474.1.p1	XM_006963181.1.p1
OG0001967	XM_001586605.1.p1	XM_006963348.1.p1
OG0001968	XM_001591512.1.p1	XM_006967654.1.p1
OG0001969	XM_001589930.1.p1	XM_006964332.1.p1
OG0001970	XM_001593043.1.p1	XM_006966500.1.p1
OG0001971	XM_001596203.1.p1	XM_006969395.1.p1
OG0001972	XM_001597359.1.p1	XM_006968136.1.p1
OG0001974	XM_001588784.1.p1	XM_006966979.1.p1
OG0001975	XM_001593765.1.p1	XM_006962444.1.p1
OG0001977	XM_001589100.1.p1	XM_006964259.1.p1
OG0001978	XM_001595991.1.p1	XM_006968028.1.p1
OG0001979	XM_001587346.1.p1	XM_006963517.1.p1
OG0001980	XM_001595208.1.p1	XM_006965172.1.p1
OG0001981	XM_001586295.1.p1	XM_006963124.1.p1
OG0001982	XM_001585489.1.p1	XM_006968097.1.p1
OG0001983	XM_001587797.1.p1	XM_006968848.1.p1
OG0001984	XM_001596302.1.p1	XM_006968574.1.p1
OG0001985	XM_001591812.1.p1	XM_006965380.1.p1
OG0001986	XM_001585852.1.p1	XM_006966691.1.p1
OG0001987	XM_001586943.1.p1	XM_006964769.1.p1
OG0001988	XM_001591278.1.p1	XM_006964999.1.p1
OG0001989	XM_001585907.1.p1	XM_006966015.1.p1
OG0001990	XM_001597971.1.p1	XM_006963821.1.p1
OG0001991	XM_001585102.1.p1	XM_006968536.1.p1
OG0001992	XM_001591707.1.p1	XM_006967716.1.p1
OG0001993	XM_001586719.1.p1	XM_006965023.1.p1
OG0001994	XM_001596952.1.p1	XM_006966196.1.p1
OG0001995	XM_001596687.1.p1	XM_006963457.1.p1
OG0001996	XM_001592027.1.p1	XM_006967513.1.p1
OG0001997	XM_001595900.1.p1	XM_006968636.1.p1
OG0001998	XM_001590545.1.p1	XM_006962297.1.p1
OG0001999	XM_001597790.1.p1	XM_006965981.1.p1
OG0002000	XM_001598297.1.p1	XM_006961038.1.p1
OG0002001	XM_001597034.1.p1	XM_006961506.1.p1
OG0002002	XM_001588889.1.p1	XM_006961630.1.p1
OG0002003	XM_001590376.1.p1	XM_006968177.1.p1
OG0002004	XM_001585279.1.p1	XM_006965166.1.p1
OG0002005	XM_001591723.1.p1	XM_006965167.1.p1
OG0002006	XM_001594678.1.p1	XM_006965641.1.p1
OG0002007	XM_001588209.1.p1	XM_006963395.1.p1
OG0002008	XM_001587133.1.p1	XM_006965168.1.p1
OG0002009	XM_001586907.1.p1	XM_006964871.1.p1
OG0002010	XM_001592527.1.p1	XM_006961680.1.p1
OG0002011	XM_001591489.1.p1	XM_006969720.1.p1
OG0002012	XM_001589774.1.p1	XM_006967082.1.p1, XM_006967787.1.p1
OG0002014	XM_001591834.1.p1	XM_006960920.1.p1
OG0002016	XM_001597788.1.p1	XM_006969387.1.p1
OG0002017	XM_001595236.1.p1	XM_006965455.1.p1
OG0002018	XM_001594979.1.p1	XM_006968994.1.p1
OG0002019	XM_001597612.1.p1	XM_006961656.1.p1
OG0002020	XM_001595551.1.p1	XM_006961662.1.p1
OG0002021	XM_001590929.1.p1	XM_006961930.1.p1
OG0002022	XM_001588574.1.p1	XM_006965415.1.p1
OG0002023	XM_001590816.1.p1	XM_006962302.1.p1
OG0002024	XM_001585897.1.p1	XM_006964142.1.p1
OG0002025	XM_001596731.1.p1	XM_006962284.1.p1
OG0002026	XM_001596602.1.p1	XM_006963865.1.p1
OG0002028	XM_001585390.1.p1	XM_006960919.1.p1
OG0002029	XM_001593351.1.p1	XM_006968018.1.p1, XM_006961997.1.p1
OG0002049	XM_001591195.1.p1	XM_006963267.1.p1
OG0002050	XM_001598786.1.p1	XM_006961548.1.p1
OG0002051	XM_001587148.1.p1	XM_006965411.1.p1
OG0002053	XM_001586551.1.p1	XM_006967647.1.p1
OG0002054	XM_001597361.1.p1	XM_006968077.1.p1
OG0002055	XM_001596816.1.p1	XM_006961402.1.p1
OG0002056	XM_001594658.1.p1	XM_006962931.1.p1
OG0002057	XM_001586017.1.p1	XM_006962204.1.p1
OG0002058	XM_001586539.1.p1	XM_006963353.1.p1
OG0002059	XM_001590121.1.p1	XM_006968204.1.p1
OG0002060	XM_001597962.1.p1	XM_006961029.1.p1
OG0002061	XM_001592902.1.p1	XM_006967007.1.p1
OG0002062	XM_001595752.1.p1	XM_006961353.1.p1
OG0002063	XM_001598100.1.p1	XM_006961003.1.p1
OG0002064	XM_001596820.1.p1	XM_006963462.1.p1
OG0002066	XM_001596610.1.p1	XM_006963086.1.p1
OG0002067	XM_001586877.1.p1	XM_006965086.1.p1
OG0002068	XM_001594963.1.p1	XM_006962414.1.p1
OG0002069	XM_001587722.1.p1	XM_006964831.1.p1
OG0002070	XM_001594154.1.p1	XM_006963962.1.p1
OG0002071	XM_001596446.1.p1	XM_006966025.1.p1
OG0002072	XM_001585949.1.p1	XM_006964117.1.p1
OG0002073	XM_001585276.1.p1	XM_006967299.1.p1
OG0002074	XM_001589902.1.p1	XM_006961130.1.p1
OG0002075	XM_001594360.1.p1	XM_006965854.1.p1
OG0002076	XM_001585877.1.p1	XM_006965737.1.p1
OG0002077	XM_001589887.1.p1	XM_006961537.1.p1
OG0002078	XM_001591720.1.p1	XM_006965160.1.p1
OG0002080	XM_001593699.1.p1	XM_006964120.1.p1
OG0002081	XM_001588894.1.p1	XM_006961202.1.p1
OG0002082	XM_001594098.1.p1	XM_006966562.1.p1
OG0002083	XM_001593868.1.p1	XM_006966081.1.p1
OG0002084	XM_001588553.1.p1	XM_006964508.1.p1
OG0002085	XM_001587134.1.p1	XM_006965409.1.p1
OG0002086	XM_001590939.1.p1	XM_006961981.1.p1
OG0002087	XM_001586735.1.p1	XM_006965112.1.p1
OG0002088	XM_001586514.1.p1	XM_006963189.1.p1
OG0002089	XM_001592270.1.p1	XM_006968626.1.p1
OG0002090	XM_001594354.1.p1	XM_006962399.1.p1
OG0002091	XM_001586935.1.p1	XM_006965691.1.p1
OG0002092	XM_001595172.1.p1	XM_006967195.1.p1
OG0002093	XM_001591626.1.p1	XM_006961311.1.p1
OG0002094	XM_001587490.1.p1	XM_006960940.1.p1
OG0002095	XM_001592278.1.p1	XM_006967442.1.p1
OG0002095	XM_001587586.1.p1	XM_006969864.1.p1
OG0002096	XM_001598383.1.p1	XM_006965326.1.p1
OG0002097	XM_001598488.1.p1	XM_006964459.1.p1
OG0002098	XM_001591197.1.p1	XM_006964341.1.p1
OG0002099	XM_001597283.1.p1	XM_006964680.1.p1
OG0002101	XM_001595627.1.p1	XM_006964564.1.p1
OG0002102	XM_001591028.1.p1	XM_006963379.1.p1
OG0002103	XM_001597714.1.p1	XM_006962043.1.p1
OG0002104	XM_001595210.1.p1	XM_006963823.1.p1
OG0002105	XM_001589834.1.p1	XM_006969711.1.p1
OG0002106	XM_001597055.1.p1	XM_006962934.1.p1
OG0002107	XM_001586115.1.p1	XM_006967233.1.p1
OG0002108	XM_001597387.1.p1	XM_006968073.1.p1
OG0002109	XM_001596958.1.p1	XM_006961117.1.p1
OG0002110	XM_001592487.1.p1	XM_006968190.1.p1
OG0002111	XM_001592325.1.p1	XM_006963898.1.p1
OG0002112	XM_001587203.1.p1	XM_006967056.1.p1
OG0002113	XM_001594579.1.p1	XM_006962440.1.p1
OG0002114	XM_001596821.1.p1	XM_006963257.1.p1
OG0002115	XM_001594564.1.p1	XM_006963700.1.p1
OG0002116	XM_001597172.1.p1	XM_006967143.1.p1
OG0002117	XM_001597516.1.p1	XM_006962909.1.p1
OG0002118	XM_001586126.1.p1	XM_006963476.1.p1
OG0002119	XM_001593136.1.p1	XM_006964598.1.p1
OG0002120	XM_001586423.1.p1	XM_006967942.1.p1
OG0002121	XM_001594727.1.p1	XM_006962840.1.p1
OG0002122	XM_001585609.1.p1	XM_006963069.1.p1
OG0002123	XM_001587329.1.p1	XM_006968827.1.p1
OG0002124	XM_001592753.1.p1	XM_006966907.1.p1
OG0002125	XM_001590534.1.p1	XM_006966199.1.p1
OG0002126	XM_001590790.1.p1	XM_006961901.1.p1
OG0002127	XM_001596186.1.p1	XM_006965140.1.p1
OG0002128	XM_001591440.1.p1	XM_006963369.1.p1
OG0002129	XM_001591552.1.p1	XM_006967546.1.p1
OG0002130	XM_001598480.1.p1	XM_006964328.1.p1
OG0002131	XM_001597846.1.p1	XM_006961369.1.p1
OG0002132	XM_001586258.1.p1	XM_006963302.1.p1
OG0002133	XM_001597660.1.p1	XM_006965878.2.p1
OG0002135	XM_001592871.1.p1	XM_006966808.1.p1
OG0002136	XM_001584926.1.p1	XM_006961008.1.p1
OG0002137	XM_001598570.1.p1	XM_006967477.1.p1
OG0002138	XM_001598561.1.p1	XM_006967478.1.p1
OG0002139	XM_001596723.1.p1	XM_006962347.1.p1
OG0002140	XM_001584855.1.p1	XM_006967886.1.p1
OG0002141	XM_001584871.1.p1	XM_006961808.1.p1
OG0002142	XM_001598306.1.p1	XM_006961213.1.p1
OG0002144	XM_001590305.1.p1	XM_006961463.1.p1
OG0002146	XM_001595747.1.p1	XM_006968991.1.p1
OG0002147	XM_001588429.1.p1	XM_006969555.2.p1
OG0002148	XM_001587218.1.p1	XM_006960956.2.p1
OG0002149	XM_001595097.1.p1	XM_006964707.1.p1
OG0002150	XM_001589080.1.p1	XM_006961910.1.p1
OG0002151	XM_001590139.1.p1	XM_006967997.1.p1
OG0002152	XM_001597362.1.p1	XM_006963264.1.p1
OG0002153	XM_001588677.1.p1	XM_006969612.1.p1
OG0002154	XM_001598883.1.p1	XM_006969440.1.p1
OG0002155	XM_001589224.1.p1	XM_006963454.1.p1
OG0002156	XM_001592773.1.p1	XM_006961144.1.p1
OG0002158	XM_001589202.1.p1	XM_006961509.1.p1
OG0002159	XM_001597069.1.p1	XM_006962250.1.p1
OG0002160	XM_001597338.1.p1	XM_006968126.1.p1
OG0002161	XM_001594738.1.p1	XM_006965120.1.p1
OG0002162	XM_001585017.1.p1	XM_006962918.1.p1
OG0002163	XM_001592926.1.p1	XM_006966722.2.p1
OG0002164	XM_001596685.1.p1	XM_006963250.1.p1
OG0002165	XM_001586253.1.p1	XM_006962983.1.p1
OG0002166	XM_001598851.1.p1	XM_006961606.1.p1
OG0002167	XM_001588909.1.p1	XM_006966055.1.p1
OG0002169	XM_001588232.1.p1	XM_006965201.1.p1
OG0002170	XM_001588185.1.p1	XM_006963400.1.p1
OG0002171	XM_001598808.1.p1	XM_006966418.1.p1
OG0002172	XM_001593168.1.p1	XM_006965565.1.p1
OG0002173	XM_001593342.1.p1	XM_006966515.1.p1
OG0002174	XM_001587971.1.p1	XM_006964914.1.p1
OG0002175	XM_001585700.1.p1	XM_006962718.1.p1
OG0002176	XM_001591669.1.p1	XM_006965372.1.p1
OG0002177	XM_001593376.1.p1	XM_006963139.1.p1
OG0002178	XM_001597354.1.p1	XM_006966054.1.p1
OG0002179	XM_001597351.1.p1	XM_006961557.1.p1
OG0002181	XM_001592505.1.p1	XM_006963290.1.p1
OG0002182	XM_001592661.1.p1	XM_006961403.1.p1
OG0002183	XM_001594214.1.p1	XM_006966201.1.p1
OG0002184	XM_001586165.1.p1	XM_006961075.1.p1
OG0002185	XM_001597309.1.p1	XM_006968721.1.p1
OG0002186	XM_001596132.1.p1	XM_006967268.1.p1
OG0002188	XM_001596239.1.p1	XM_006968019.1.p1
OG0002189	XM_001593649.1.p1	XM_006964134.1.p1
OG0002190	XM_001593887.1.p1	XM_006961926.1.p1
OG0002191	XM_001591504.1.p1	XM_006969703.1.p1
OG0002194	XM_001584529.1.p1	XM_006961969.1.p1
OG0002195	XM_001585413.1.p1	XM_006967445.1.p1
OG0002196	XM_001587560.1.p1	XM_006960891.1.p1
OG0002197	XM_001591624.1.p1	XM_006961310.1.p1
OG0002198	XM_001595649.1.p1	XM_006961459.1.p1
OG0002199	XM_001591037.1.p1	XM_006968985.1.p1
OG0002200	XM_001596106.1.p1	XM_006965417.1.p1
OG0002201	XM_001589339.1.p1	XM_006966326.1.p1
OG0002202	XM_001586194.1.p1	XM_006961479.1.p1
OG0002204	XM_001585587.1.p1	XM_006968076.1.p1
OG0002205	XM_001596005.1.p1	XM_006966836.1.p1
OG0002206	XM_001595168.1.p1	XM_006967866.1.p1, XM_006962813.1.p1
OG0002208	XM_001597727.1.p1	XM_006962337.1.p1
OG0002209	XM_001591570.1.p1	XM_006961308.1.p1
OG0002210	XM_001593476.1.p1	XM_006968978.1.p1
OG0002211	XM_001595934.1.p1	XM_006966773.1.p1
OG0002212	XM_001588015.1.p1	XM_006964862.1.p1
OG0002213	XM_001593703.1.p1	XM_006961358.1.p1
OG0002215	XM_001593925.1.p1	XM_006967489.1.p1
OG0002216	XM_001588581.1.p1	XM_006964482.1.p1
OG0002218	XM_001586061.1.p1	XM_006962715.1.p1
OG0002219	XM_001597578.1.p1	XM_006963528.1.p1
OG0002220	XM_001585691.1.p1	XM_006961074.1.p1
OG0002221	XM_001588318.1.p1	XM_006961404.1.p1
OG0002223	XM_001597501.1.p1	XM_006964726.1.p1
OG0002224	XM_001585858.1.p1	XM_006965736.1.p1
OG0002225	XM_001594478.1.p1	XM_006965783.1.p1
OG0002226	XM_001584839.1.p1	XM_006967491.1.p1
OG0002227	XM_001593889.1.p1	XM_006963391.1.p1
OG0002228	XM_001586724.1.p1	XM_006964912.1.p1
OG0002229	XM_001593158.1.p1	XM_006966719.1.p1
OG0002230	XM_001593506.1.p1	XM_006966387.1.p1
OG0002231	XM_001585598.1.p1	XM_006968048.1.p1
OG0002232	XM_001589358.1.p1	XM_006964384.1.p1
OG0002233	XM_001595518.1.p1	XM_006961976.1.p1
OG0002234	XM_001587071.1.p1	XM_006966597.1.p1
OG0002235	XM_001587174.1.p1	XM_006966647.1.p1
OG0002236	XM_001593056.1.p1	XM_006968482.1.p1
OG0002237	XM_001590016.1.p1	XM_006961376.1.p1
OG0002238	XM_001585760.1.p1	XM_006969748.1.p1
OG0002239	XM_001598706.1.p1	XM_006966113.1.p1
OG0002240	XM_001596018.1.p1	XM_006964784.1.p1
OG0002241	XM_001596710.1.p1	XM_006963262.1.p1
OG0002242	XM_001593203.1.p1	XM_006966818.1.p1
