Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Aspergillus_flavus_rna_prot
OG0000987	XM_001586400.1.p1	XM_041289162.1.p1
OG0000989	XM_001593681.1.p1	XM_041293177.1.p1
OG0000990	XM_001587667.1.p1	XM_041293872.1.p1
OG0000991	XM_001584614.1.p1	XM_041289896.1.p1
OG0000991	XM_001588147.1.p1	XM_041295453.1.p1
OG0000992	XM_001587616.1.p1	XM_041291290.1.p1, XM_041292550.1.p1
OG0000993	XM_001592118.1.p1	XM_041285406.1.p1
OG0000994	XM_001598761.1.p1	XM_041284038.1.p1, XM_041289135.1.p1
OG0000995	XM_001598657.1.p1	XM_041288344.1.p1, XM_041293115.1.p1
OG0000996	XM_001585239.1.p1	XM_041289430.1.p1
OG0000997	XM_001597390.1.p1	XM_041285925.1.p1
OG0000998	XM_001586122.1.p1	XM_041290999.1.p1
OG0001000	XM_001588995.1.p1	XM_041285489.1.p1
OG0001002	XM_001591895.1.p1	XM_041292098.1.p1
OG0001003	XM_001586491.1.p1	XM_041284120.1.p1
OG0001004	XM_001591998.1.p1	XM_041289917.1.p1
OG0001004	XM_001590075.1.p1	XM_041293675.1.p1
OG0001007	XM_001597153.1.p1	XM_041292238.1.p1
OG0001008	XM_001587492.1.p1	XM_041288880.1.p1
OG0001010	XM_001587714.1.p1	XM_041284300.1.p1
OG0001012	XM_001591023.1.p1	XM_041291510.1.p1
OG0001013	XM_001595593.1.p1	XM_041294899.1.p1
OG0001014	XM_001598170.1.p1	XM_041292974.1.p1
OG0001015	XM_001593604.1.p1	XM_041295620.1.p1
OG0001016	XM_001595811.1.p1	XM_041290965.1.p1
OG0001017	XM_001590080.1.p1	XM_041287350.1.p1
OG0001018	XM_001589900.1.p1	XM_041284969.1.p1, XM_041287405.1.p1, XM_041291708.1.p1, XM_041295692.1.p1
OG0001019	XM_001593936.1.p1	XM_041286494.1.p1
OG0001020	XM_001587899.1.p1, XM_001598910.1.p1	XM_041289998.1.p1
OG0001021	XM_001596254.1.p1	XM_041291178.1.p1, XM_041288104.1.p1
OG0001022	XM_001584957.1.p1, XM_001592881.1.p1	XM_041292798.1.p1
OG0001023	XM_001589690.1.p1	XM_041287117.1.p1
OG0001024	XM_001590102.1.p1	XM_041294915.1.p1
OG0001025	XM_001597615.1.p1	XM_041292059.1.p1
OG0001026	XM_001585171.1.p1	XM_041290435.1.p1, XM_041283835.1.p1, XM_041294254.1.p1, XM_041292518.1.p1, XM_041292709.1.p1, XM_041289336.1.p1
OG0001028	XM_001595420.1.p1	XM_041292431.1.p1
OG0001029	XM_001597029.1.p1	XM_041289446.1.p1
OG0001030	XM_001590150.1.p1	XM_041288395.1.p1, XM_041295828.1.p1, XM_041293021.1.p1
OG0001031	XM_001598290.1.p1	XM_041292977.1.p1
OG0001032	XM_001592750.1.p1	XM_041290228.1.p1
OG0001033	XM_001593019.1.p1	XM_041290246.1.p1
OG0001034	XM_001589286.1.p1	XM_041291211.1.p1
OG0001035	XM_001591201.1.p1	XM_041288698.1.p1
OG0001037	XM_001585833.1.p1	XM_041295569.1.p1
OG0001038	XM_001584660.1.p1	XM_041290244.1.p1
OG0001039	XM_001589840.1.p1	XM_041294930.1.p1
OG0001040	XM_001585509.1.p1	XM_041289624.1.p1
OG0001041	XM_001595956.1.p1	XM_041294004.1.p1
OG0001057	XM_001585263.1.p1	XM_041292791.1.p1
OG0001059	XM_001598005.1.p1	XM_041290251.1.p1
OG0001061	XM_001598663.1.p1	XM_041287856.1.p1
OG0001062	XM_001589384.1.p1	XM_041294644.1.p1
OG0001062	XM_001589587.1.p1	XM_041293745.1.p1
OG0001063	XM_001594182.1.p1	XM_041285314.1.p1
OG0001064	XM_001585284.1.p1	XM_041291281.1.p1
OG0001065	XM_001596255.1.p1	XM_041288089.1.p1
OG0001066	XM_001597746.1.p1	XM_041292636.1.p1, XM_041285455.1.p1
OG0001066	XM_001589877.1.p1	XM_041284617.1.p1
OG0001068	XM_001594868.1.p1	XM_041288837.1.p1
OG0001068	XM_001591798.1.p1	XM_041286738.1.p1
OG0001069	XM_001592162.1.p1	XM_041294176.1.p1
OG0001070	XM_001587376.1.p1	XM_041294436.1.p1
OG0001071	XM_001592045.1.p1	XM_041294867.1.p1
OG0001072	XM_001594382.1.p1	XM_041287226.1.p1, XM_041291467.1.p1, XM_041288154.1.p1
OG0001073	XM_001592588.1.p1	XM_041284692.1.p1
OG0001075	XM_001598429.1.p1	XM_041286404.1.p1
OG0001076	XM_001598603.1.p1	XM_041292925.1.p1
OG0001076	XM_001595171.1.p1	XM_041293111.1.p1
OG0001077	XM_001595998.1.p1	XM_041289663.1.p1
OG0001078	XM_001590375.1.p1	XM_041285373.1.p1
OG0001079	XM_001598602.1.p1	XM_041288626.1.p1
OG0001081	XM_001593141.1.p1	XM_041285728.1.p1
OG0001081	XM_001588384.1.p1	XM_041285136.1.p1
OG0001082	XM_001597171.1.p1	XM_041288715.1.p1
OG0001083	XM_001584635.1.p1	XM_041291270.1.p1
OG0001084	XM_001589263.1.p1	XM_041295154.1.p1
OG0001085	XM_001591188.1.p1	XM_041294476.1.p1
OG0001086	XM_001593619.1.p1	XM_041288378.1.p1
OG0001088	XM_001598916.1.p1	XM_041294565.1.p1
OG0001089	XM_001591672.1.p1, XM_001588523.1.p1, XM_001589749.1.p1	XM_041285143.1.p1
OG0001090	XM_001587887.1.p1	XM_041293834.1.p1
OG0001091	XM_001584643.1.p1	XM_041293060.1.p1, XM_041290285.1.p1
OG0001092	XM_001591597.1.p1	XM_041285763.1.p1
OG0001093	XM_001593447.1.p1	XM_041284013.1.p1
OG0001095	XM_001593519.1.p1	XM_041294907.1.p1, XM_041287293.1.p1
OG0001096	XM_001597021.1.p1	XM_041294557.1.p1, XM_041294060.1.p1, XM_041286044.1.p1, XM_041287743.1.p1
OG0001098	XM_001584687.1.p1	XM_041290226.1.p1
OG0001099	XM_001587319.1.p1	XM_041293290.1.p1
OG0001100	XM_001597302.1.p1	XM_041295048.1.p1
OG0001101	XM_001592758.1.p1	XM_041290186.1.p1
OG0001102	XM_001584733.1.p1	XM_041290418.1.p1, XM_041285124.1.p1, XM_041286452.1.p1, XM_041286297.1.p1
OG0001103	XM_001592955.1.p1	XM_041288387.1.p1
OG0001105	XM_001592782.1.p1	XM_041285787.1.p1
OG0001106	XM_001594241.1.p1	XM_041285616.1.p1
OG0001106	XM_001594359.1.p1	XM_041295540.1.p1, XM_041295788.1.p1
OG0001107	XM_001593873.1.p1	XM_041290250.1.p1
OG0001108	XM_001585014.1.p1	XM_041294478.1.p1
OG0001108	XM_001591202.1.p1	XM_041288699.1.p1
OG0001109	XM_001593892.1.p1	XM_041289979.1.p1
OG0001110	XM_001593845.1.p1	XM_041291339.1.p1
OG0001112	XM_001592330.1.p1	XM_041294072.1.p1
OG0001114	XM_001588042.1.p1, XM_001594347.1.p1	XM_041285658.1.p1, XM_041289287.1.p1
OG0001116	XM_001587754.1.p1	XM_041289754.1.p1
OG0001117	XM_001587235.1.p1, XM_001589260.1.p1	XM_041294721.1.p1
OG0001118	XM_001590650.1.p1	XM_041287961.1.p1
OG0001119	XM_001587563.1.p1	XM_041293316.1.p1
OG0001120	XM_001591426.1.p1	XM_041284877.1.p1
OG0001120	XM_001593250.1.p1	XM_041288725.1.p1
OG0001121	XM_001593046.1.p1	XM_041295741.1.p1
OG0001122	XM_001594924.1.p1	XM_041289179.1.p1
OG0001123	XM_001592405.1.p1	XM_041289848.1.p1
OG0001124	XM_001598830.1.p1	XM_041293892.1.p1
OG0001125	XM_001588623.1.p1	XM_041293902.1.p1
OG0001126	XM_001590062.1.p1	XM_041290354.1.p1
OG0001127	XM_001590729.1.p1	XM_041290642.1.p1
OG0001128	XM_001594215.1.p1	XM_041289548.1.p1
OG0001129	XM_001595650.1.p1	XM_041286033.1.p1, XM_041285083.1.p1
OG0001130	XM_001590691.1.p1	XM_041286547.1.p1
OG0001131	XM_001597050.1.p1	XM_041293061.1.p1
OG0001132	XM_001589184.1.p1, XM_001597308.1.p1	XM_041294105.1.p1
OG0001133	XM_001584780.1.p1	XM_041288580.1.p1
OG0001135	XM_001592071.1.p1	XM_041284603.1.p1, XM_041286102.1.p1
OG0001137	XM_001592959.1.p1	XM_041287562.1.p1
OG0001145	XM_001589744.1.p1	XM_041286747.1.p1
OG0001146	XM_001587854.1.p1	XM_041289306.1.p1
OG0001150	XM_001585637.1.p1, XM_001586145.1.p1	XM_041294132.1.p1
OG0001151	XM_001586398.1.p1	XM_041293775.1.p1
OG0001152	XM_001585966.1.p1	XM_041290824.1.p1
OG0001153	XM_001585409.1.p1	XM_041284618.1.p1
OG0001154	XM_001596258.1.p1	XM_041295588.1.p1
OG0001155	XM_001593807.1.p1	XM_041292896.1.p1
OG0001156	XM_001587763.1.p1	XM_041284748.1.p1
OG0001157	XM_001585113.1.p1	XM_041294681.1.p1
OG0001158	XM_001597265.1.p1	XM_041293085.1.p1, XM_041294587.1.p1, XM_041286328.1.p1
OG0001159	XM_001593742.1.p1	XM_041289453.1.p1
OG0001160	XM_001597233.1.p1	XM_041292132.1.p1
OG0001161	XM_001597319.1.p1	XM_041290697.1.p1, XM_041294073.1.p1
OG0001162	XM_001592594.1.p1	XM_041285369.1.p1
OG0001163	XM_001595298.1.p1	XM_041287691.1.p1, XM_041295043.1.p1, XM_041295646.1.p1
OG0001163	XM_001594217.1.p1	XM_041291031.1.p1
OG0001164	XM_001586609.1.p1	XM_041287998.1.p1
OG0001165	XM_001590535.1.p1	XM_041286593.1.p1
OG0001166	XM_001590617.1.p1	XM_041291590.1.p1
OG0001168	XM_001589673.1.p1, XM_001595545.1.p1	XM_041291368.1.p1, XM_041293079.1.p1
OG0001170	XM_001598862.1.p1	XM_041295330.1.p1
OG0001170	XM_001586853.1.p1	XM_041290829.1.p1
OG0001171	XM_001597826.1.p1	XM_041289206.1.p1
OG0001172	XM_001592471.1.p1	XM_041295503.1.p1, XM_041288066.1.p1
OG0001173	XM_001598301.1.p1	XM_041292968.1.p1
OG0001174	XM_001586495.1.p1	XM_041284488.1.p1
OG0001175	XM_001595154.1.p1	XM_041292442.1.p1, XM_041294598.1.p1, XM_041292256.1.p1, XM_041285387.1.p1
OG0001176	XM_001594407.1.p1	XM_041288709.1.p1
OG0001176	XM_001586945.1.p1	XM_041288546.1.p1
OG0001177	XM_001594947.1.p1	XM_041291015.1.p1
OG0001178	XM_001589035.1.p1	XM_041290128.1.p1
OG0001179	XM_001593660.1.p1	XM_041293187.1.p1
OG0001180	XM_001596694.1.p1	XM_041289493.1.p1
OG0001181	XM_001593576.1.p1	XM_041290968.1.p1
OG0001182	XM_001594846.1.p1	XM_041290780.1.p1
OG0001183	XM_001590324.1.p1	XM_041288261.1.p1, XM_041290920.1.p1, XM_041291383.1.p1
OG0001184	XM_001594370.1.p1	XM_041288670.1.p1
OG0001187	XM_001586559.1.p1	XM_041283875.1.p1
OG0001188	XM_001596042.1.p1, XM_001597194.1.p1	XM_041291709.1.p1
OG0001189	XM_001589128.1.p1	XM_041287153.1.p1
OG0001190	XM_001593245.1.p1	XM_041288727.1.p1
OG0001191	XM_001585271.1.p1, XM_001592100.1.p1	XM_041294843.1.p1
OG0001192	XM_001586300.1.p1	XM_041290753.1.p1
OG0001192	XM_001589019.1.p1	XM_041295726.1.p1
OG0001193	XM_001591587.1.p1	XM_041292867.1.p1
OG0001194	XM_001585295.1.p1	XM_041294873.1.p1
OG0001195	XM_001593678.1.p1	XM_041284149.1.p1, XM_041287665.1.p1
OG0001196	XM_001588984.1.p1	XM_041290324.1.p1
OG0001197	XM_001590968.1.p1	XM_041295267.1.p1
OG0001198	XM_001597467.1.p1	XM_041295283.1.p1
OG0001199	XM_001586739.1.p1	XM_041289249.1.p1, XM_041289941.1.p1
OG0001200	XM_001586874.1.p1	XM_041293844.1.p1
OG0001201	XM_001593213.1.p1	XM_041290694.1.p1, XM_041291561.1.p1
OG0001202	XM_001590037.1.p1	XM_041284947.1.p1, XM_041285655.1.p1, XM_041288931.1.p1, XM_041289170.1.p1
OG0001203	XM_001595223.1.p1	XM_041293297.1.p1
OG0001204	XM_001587531.1.p1	XM_041288944.1.p1
OG0001205	XM_001597608.1.p1	XM_041295224.1.p1
OG0001206	XM_001590495.1.p1	XM_041290674.1.p1
OG0001207	XM_001598174.1.p1	XM_041293411.1.p1
OG0001208	XM_001585675.1.p1	XM_041291257.1.p1
OG0001209	XM_001584711.1.p1	XM_041295417.1.p1
OG0001210	XM_001593130.1.p1	XM_041290222.1.p1
OG0001211	XM_001597698.1.p1	XM_041295714.1.p1
OG0001212	XM_001587505.1.p1	XM_041286558.1.p1
OG0001213	XM_001586026.1.p1	XM_041293804.1.p1, XM_041292330.1.p1
OG0001214	XM_001594629.1.p1	XM_041285375.1.p1
OG0001215	XM_001598435.1.p1	XM_041283932.1.p1
OG0001216	XM_001587846.1.p1	XM_041293848.1.p1
OG0001217	XM_001584573.1.p1	XM_041293621.1.p1
OG0001218	XM_001585042.1.p1	XM_041291244.1.p1
OG0001219	XM_001598205.1.p1	XM_041290259.1.p1
OG0001220	XM_001598294.1.p1	XM_041288025.1.p1
OG0001221	XM_001587099.1.p1	XM_041289795.1.p1
OG0001222	XM_001586044.1.p1	XM_041290033.1.p1
OG0001223	XM_001596735.1.p1	XM_041291716.1.p1
OG0001224	XM_001591829.1.p1	XM_041291469.1.p1, XM_041292818.1.p1
OG0001227	XM_001598832.1.p1	XM_041291822.1.p1
OG0001229	XM_001591967.1.p1	XM_041293538.1.p1
OG0001230	XM_001592257.1.p1, XM_001588431.1.p1, XM_001594329.1.p1	XM_041286490.1.p1, XM_041284303.1.p1, XM_041287667.1.p1, XM_041284987.1.p1
OG0001240	XM_001594618.1.p1	XM_041293366.1.p1, XM_041292457.1.p1, XM_041288166.1.p1, XM_041295572.1.p1
OG0001241	XM_001591997.1.p1	XM_041288936.1.p1
OG0001242	XM_001594852.1.p1	XM_041286398.1.p1
OG0001242	XM_001592817.1.p1	XM_041289254.1.p1
OG0001243	XM_001586524.1.p1	XM_041290008.1.p1
OG0001244	XM_001587402.1.p1	XM_041293295.1.p1
OG0001245	XM_001598019.1.p1	XM_041290233.1.p1
OG0001246	XM_001596306.1.p1	XM_041292823.1.p1
OG0001247	XM_001595279.1.p1	XM_041293404.1.p1, XM_041289222.1.p1
OG0001248	XM_001597052.1.p1	XM_041284576.1.p1
OG0001250	XM_001585219.1.p1	XM_041287312.1.p1
OG0001251	XM_001597911.1.p1	XM_041292556.1.p1, XM_041295824.1.p1, XM_041293253.1.p1
OG0001252	XM_001589710.1.p1	XM_041285222.1.p1
OG0001253	XM_001594361.1.p1	XM_041288186.1.p1
OG0001254	XM_001594431.1.p1	XM_041289547.1.p1
OG0001255	XM_001585594.1.p1	XM_041291988.1.p1
OG0001257	XM_001594378.1.p1	XM_041293963.1.p1
OG0001258	XM_001592670.1.p1	XM_041293890.1.p1
OG0001259	XM_001595026.1.p1	XM_041287078.1.p1
OG0001260	XM_001591210.1.p1	XM_041288688.1.p1
OG0001261	XM_001592688.1.p1	XM_041289803.1.p1
OG0001262	XM_001592747.1.p1	XM_041288869.1.p1
OG0001263	XM_001593392.1.p1	XM_041285940.1.p1
OG0001264	XM_001594448.1.p1	XM_041284628.1.p1
OG0001266	XM_001594795.1.p1	XM_041290626.1.p1
OG0001267	XM_001593062.1.p1	XM_041291148.1.p1
OG0001268	XM_001595596.1.p1	XM_041292094.1.p1
OG0001270	XM_001592691.1.p1	XM_041288720.1.p1
OG0001271	XM_001587646.1.p1	XM_041289363.1.p1
OG0001272	XM_001592903.1.p1	XM_041290796.1.p1
OG0001273	XM_001598707.1.p1	XM_041284075.1.p1
OG0001275	XM_001588945.1.p1	XM_041291264.1.p1
OG0001276	XM_001596955.1.p1	XM_041294063.1.p1
OG0001277	XM_001588770.1.p1	XM_041285865.1.p1
OG0001278	XM_001597610.1.p1	XM_041295238.1.p1
OG0001279	XM_001591890.1.p1	XM_041289168.1.p1
OG0001280	XM_001586262.1.p1	XM_041285384.1.p1
OG0001281	XM_001584702.1.p1	XM_041290237.1.p1
OG0001282	XM_001595958.1.p1	XM_041289360.1.p1
OG0001283	XM_001590433.1.p1	XM_041290318.1.p1
OG0001283	XM_001597865.1.p1	XM_041294696.1.p1
OG0001285	XM_001585904.1.p1	XM_041291176.1.p1
OG0001286	XM_001585616.1.p1	XM_041291764.1.p1
OG0001287	XM_001586319.1.p1	XM_041294699.1.p1
OG0001288	XM_001590210.1.p1	XM_041286424.1.p1
OG0001289	XM_001586984.1.p1	XM_041295819.1.p1, XM_041295794.1.p1, XM_041286658.1.p1
OG0001289	XM_001586202.1.p1	XM_041291052.1.p1
OG0001290	XM_001588613.1.p1	XM_041288050.1.p1
OG0001291	XM_001589450.1.p1	XM_041286632.1.p1, XM_041287487.1.p1, XM_041286124.1.p1, XM_041294013.1.p1, XM_041292838.1.p1
OG0001292	XM_001595039.1.p1	XM_041290292.1.p1
OG0001293	XM_001592260.1.p1	XM_041284794.1.p1, XM_041286177.1.p1
OG0001294	XM_001590764.1.p1	XM_041292370.1.p1, XM_041288513.1.p1, XM_041287261.1.p1, XM_041294345.1.p1, XM_041293612.1.p1
OG0001295	XM_001587939.1.p1	XM_041290750.1.p1
OG0001296	XM_001585953.1.p1	XM_041292313.1.p1
OG0001297	XM_001591937.1.p1	XM_041288463.1.p1
OG0001298	XM_001595056.1.p1	XM_041292434.1.p1
OG0001299	XM_001596175.1.p1	XM_041291254.1.p1
OG0001300	XM_001586937.1.p1	XM_041284552.1.p1
OG0001301	XM_001589470.1.p1, XM_001586397.1.p1	XM_041283998.1.p1
OG0001302	XM_001593610.1.p1	XM_041292333.1.p1
OG0001303	XM_001591817.1.p1	XM_041287849.1.p1
OG0001304	XM_001591192.1.p1	XM_041292261.1.p1
OG0001305	XM_001592167.1.p1	XM_041292218.1.p1
OG0001306	XM_001592155.1.p1	XM_041292138.1.p1
OG0001307	XM_001597316.1.p1	XM_041287872.1.p1
OG0001308	XM_001586167.1.p1	XM_041294887.1.p1, XM_041288521.1.p1
OG0001309	XM_001594213.1.p1	XM_041289510.1.p1
OG0001310	XM_001594188.1.p1	XM_041288989.1.p1
OG0001311	XM_001598187.1.p1	XM_041284896.1.p1
OG0001313	XM_001584723.1.p1	XM_041290024.1.p1
OG0001314	XM_001587845.1.p1	XM_041289835.1.p1
OG0001315	XM_001585518.1.p1	XM_041289602.1.p1
OG0001316	XM_001596129.1.p1	XM_041289593.1.p1
OG0001317	XM_001587842.1.p1	XM_041288224.1.p1
OG0001318	XM_001597396.1.p1	XM_041287303.1.p1
OG0001319	XM_001591640.1.p1	XM_041287989.1.p1
OG0001320	XM_001587379.1.p1	XM_041294417.1.p1
OG0001321	XM_001594406.1.p1, XM_001598936.1.p1	XM_041288710.1.p1
OG0001322	XM_001585388.1.p1	XM_041286103.1.p1
OG0001323	XM_001596853.1.p1	XM_041291978.1.p1
OG0001324	XM_001594829.1.p1	XM_041288729.1.p1
OG0001325	XM_001594327.1.p1	XM_041286492.1.p1, XM_041286633.1.p1, XM_041286643.1.p1
OG0001326	XM_001592619.1.p1	XM_041287899.1.p1, XM_041289847.1.p1
OG0001335	XM_001593152.1.p1	XM_041288208.1.p1
OG0001336	XM_001596324.1.p1	XM_041292834.1.p1
OG0001337	XM_001586758.1.p1	XM_041288216.1.p1
OG0001339	XM_001588334.1.p1	XM_041288039.1.p1
OG0001340	XM_001585646.1.p1	XM_041286375.1.p1
OG0001341	XM_001585322.1.p1	XM_041290323.1.p1
OG0001342	XM_001594850.1.p1	XM_041295563.1.p1
OG0001343	XM_001585832.1.p1	XM_041283973.1.p1
OG0001344	XM_001590875.1.p1	XM_041287552.1.p1
OG0001345	XM_001594772.1.p1	XM_041293567.1.p1
OG0001346	XM_001594790.1.p1	XM_041284278.1.p1
OG0001349	XM_001585733.1.p1	XM_041294692.1.p1
OG0001350	XM_001594034.1.p1	XM_041294931.1.p1
OG0001351	XM_001587708.1.p1	XM_041288276.1.p1
OG0001352	XM_001586665.1.p1	XM_041284855.1.p1
OG0001353	XM_001591623.1.p1	XM_041287847.1.p1
OG0001354	XM_001592719.1.p1	XM_041289064.1.p1
OG0001356	XM_001585187.1.p1	XM_041291114.1.p1, XM_041293052.1.p1
OG0001357	XM_001596863.1.p1	XM_041294069.1.p1
OG0001358	XM_001597450.1.p1	XM_041295232.1.p1
OG0001359	XM_001587161.1.p1	XM_041288671.1.p1
OG0001360	XM_001586985.1.p1	XM_041285651.1.p1, XM_041286236.1.p1
OG0001361	XM_001589944.1.p1	XM_041292990.1.p1, XM_041291432.1.p1
OG0001362	XM_001591944.1.p1	XM_041292871.1.p1, XM_041284524.1.p1
OG0001363	XM_001598194.1.p1	XM_041291373.1.p1
OG0001364	XM_001587004.1.p1	XM_041294245.1.p1, XM_041288211.1.p1
OG0001365	XM_001590890.1.p1	XM_041285759.1.p1
OG0001366	XM_001595151.1.p1	XM_041294434.1.p1
OG0001367	XM_001595176.1.p1	XM_041293202.1.p1
OG0001368	XM_001596704.1.p1	XM_041288939.1.p1
OG0001369	XM_001597173.1.p1	XM_041285685.1.p1
OG0001371	XM_001597570.1.p1	XM_041286025.1.p1
OG0001372	XM_001594988.1.p1	XM_041293293.1.p1
OG0001373	XM_001587954.1.p1	XM_041285915.1.p1
OG0001374	XM_001585514.1.p1	XM_041289630.1.p1
OG0001375	XM_001588248.1.p1	XM_041288823.1.p1
OG0001377	XM_001584620.1.p1	XM_041291971.1.p1
OG0001378	XM_001593740.1.p1	XM_041289466.1.p1
OG0001379	XM_001590461.1.p1	XM_041295476.1.p1
OG0001381	XM_001598755.1.p1	XM_041288552.1.p1
OG0001382	XM_001585252.1.p1	XM_041291191.1.p1, XM_041294561.1.p1
OG0001383	XM_001597060.1.p1	XM_041287436.1.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	XM_041284977.1.p1
OG0001385	XM_001590507.1.p1	XM_041292398.1.p1
OG0001386	XM_001594603.1.p1	XM_041291635.1.p1
OG0001387	XM_001590581.1.p1	XM_041285423.1.p1
OG0001388	XM_001595837.1.p1	XM_041290915.1.p1
OG0001389	XM_001594385.1.p1	XM_041293940.1.p1
OG0001390	XM_001593629.1.p1	XM_041291734.1.p1
OG0001391	XM_001593760.1.p1	XM_041289948.1.p1
OG0001392	XM_001591018.1.p1	XM_041292288.1.p1
OG0001393	XM_001587430.1.p1	XM_041292558.1.p1
OG0001394	XM_001595447.1.p1	XM_041293339.1.p1
OG0001395	XM_001595940.1.p1	XM_041291574.1.p1
OG0001396	XM_001597306.1.p1	XM_041294108.1.p1
OG0001397	XM_001597458.1.p1	XM_041295231.1.p1
OG0001398	XM_001593321.1.p1	XM_041288677.1.p1
OG0001399	XM_001594283.1.p1	XM_041288648.1.p1
OG0001399	XM_001589226.1.p1	XM_041294840.1.p1
OG0001401	XM_001585941.1.p1	XM_041294937.1.p1
OG0001402	XM_001598084.1.p1	XM_041292951.1.p1
OG0001404	XM_001588050.1.p1	XM_041285036.1.p1
OG0001405	XM_001594368.1.p1	XM_041291325.1.p1
OG0001406	XM_001592275.1.p1	XM_041289277.1.p1
OG0001407	XM_001591124.1.p1	XM_041290355.1.p1
OG0001408	XM_001598811.1.p1	XM_041293887.1.p1
OG0001409	XM_001594864.1.p1	XM_041294312.1.p1
OG0001411	XM_001592806.1.p1	XM_041289827.1.p1
OG0001412	XM_001590469.1.p1	XM_041292581.1.p1
OG0001413	XM_001586280.1.p1	XM_041293047.1.p1, XM_041290598.1.p1, XM_041288895.1.p1
OG0001414	XM_001590169.1.p1	XM_041289541.1.p1
OG0001415	XM_001596226.1.p1	XM_041288101.1.p1
OG0001416	XM_001598452.1.p1	XM_041288006.1.p1
OG0001417	XM_001593177.1.p1	XM_041290247.1.p1
OG0001418	XM_001591514.1.p1	XM_041284106.1.p1
OG0001419	XM_001598681.1.p1	XM_041284509.1.p1, XM_041294819.1.p1
OG0001420	XM_001590398.1.p1	XM_041291004.1.p1
OG0001421	XM_001595574.1.p1	XM_041290953.1.p1
OG0001422	XM_001590100.1.p1	XM_041294872.1.p1
OG0001423	XM_001585238.1.p1, XM_001597234.1.p1	XM_041291888.1.p1
OG0001425	XM_001597305.1.p1	XM_041288562.1.p1
OG0001426	XM_001591173.1.p1	XM_041292066.1.p1
OG0001427	XM_001593871.1.p1	XM_041290243.1.p1, XM_041289484.1.p1
OG0001428	XM_001588090.1.p1	XM_041294922.1.p1
OG0001429	XM_001592111.1.p1	XM_041289157.1.p1, XM_041287585.1.p1
OG0001430	XM_001588184.1.p1	XM_041291294.1.p1
OG0001431	XM_001589594.1.p1	XM_041292822.1.p1
OG0001432	XM_001593969.1.p1	XM_041293168.1.p1
OG0001432	XM_001585343.1.p1	XM_041291704.1.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	XM_041289578.1.p1
OG0001434	XM_001598003.1.p1	XM_041287495.1.p1, XM_041290221.1.p1
OG0001435	XM_001591027.1.p1	XM_041292298.1.p1
OG0001436	XM_001594967.1.p1	XM_041288487.1.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	XM_041293423.1.p1
OG0001438	XM_001586526.1.p1	XM_041295636.1.p1
OG0001438	XM_001597135.1.p1	XM_041285006.1.p1
OG0001440	XM_001593418.1.p1	XM_041295118.1.p1, XM_041287928.1.p1, XM_041291471.1.p1
OG0001441	XM_001591502.1.p1	XM_041288614.1.p1
OG0001442	XM_001596523.1.p1	XM_041288330.1.p1, XM_041293832.1.p1, XM_041292532.1.p1, XM_041293978.1.p1
OG0001443	XM_001591497.1.p1	XM_041287902.1.p1
OG0001444	XM_001598154.1.p1	XM_041293340.1.p1
OG0001445	XM_001592332.1.p1	XM_041290155.1.p1
OG0001446	XM_001584964.1.p1	XM_041292599.1.p1
OG0001447	XM_001590454.1.p1	XM_041284604.1.p1
OG0001449	XM_001584927.1.p1	XM_041288841.1.p1
OG0001450	XM_001594323.1.p1	XM_041290762.1.p1
OG0001451	XM_001590785.1.p1	XM_041291085.1.p1
OG0001452	XM_001586975.1.p1	XM_041293217.1.p1
OG0001453	XM_001585709.1.p1	XM_041289584.1.p1
OG0001454	XM_001598339.1.p1	XM_041293414.1.p1
OG0001455	XM_001596308.1.p1	XM_041293742.1.p1
OG0001456	XM_001594827.1.p1	XM_041289178.1.p1
OG0001457	XM_001590966.1.p1	XM_041291700.1.p1
OG0001458	XM_001597544.1.p1	XM_041294400.1.p1
OG0001459	XM_001586602.1.p1	XM_041295250.1.p1
OG0001460	XM_001585269.1.p1	XM_041294851.1.p1
OG0001461	XM_001597434.1.p1	XM_041292146.1.p1
OG0001462	XM_001594600.1.p1	XM_041288183.1.p1
OG0001463	XM_001587116.1.p1	XM_041290232.1.p1
OG0001464	XM_001587145.1.p1	XM_041288633.1.p1
OG0001465	XM_001584616.1.p1	XM_041284788.1.p1
OG0001466	XM_001596624.1.p1	XM_041288189.1.p1
OG0001466	XM_001588938.1.p1	XM_041291267.1.p1
OG0001467	XM_001593377.1.p1	XM_041285926.1.p1
OG0001468	XM_001585179.1.p1	XM_041292390.1.p1
OG0001469	XM_001587568.1.p1	XM_041293318.1.p1
OG0001470	XM_001598483.1.p1	XM_041292866.1.p1
OG0001471	XM_001597927.1.p1	XM_041288441.1.p1
OG0001472	XM_001588144.1.p1	XM_041290911.1.p1
OG0001473	XM_001588083.1.p1	XM_041290952.1.p1
OG0001489	XM_001594695.1.p1	XM_041286997.1.p1, XM_041286256.1.p1, XM_041285290.1.p1
OG0001490	XM_001590455.1.p1	XM_041287609.1.p1
OG0001491	XM_001587628.1.p1	XM_041293328.1.p1
OG0001492	XM_001589157.1.p1	XM_041289570.1.p1
