Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Rhizoctonia_solani_rna_prot
OG0001156	XM_001587763.1.p1	XM_043321233.1.p1
OG0001157	XM_001585113.1.p1	XM_043324352.1.p1
OG0001158	XM_001597265.1.p1	XM_043320159.1.p1
OG0001159	XM_001593742.1.p1	XM_043326565.1.p1
OG0001160	XM_001597233.1.p1	XM_043324376.1.p1
OG0001161	XM_001597319.1.p1	XM_043321737.1.p1
OG0001162	XM_001592594.1.p1	XM_043320903.1.p1, XM_043320834.1.p1
OG0001163	XM_001595298.1.p1, XM_001594217.1.p1, XM_001590240.1.p1	XM_043329226.1.p1
OG0001164	XM_001586609.1.p1	XM_043331215.1.p1
OG0001165	XM_001590535.1.p1	XM_043323034.1.p1
OG0001166	XM_001590617.1.p1	XM_043325633.1.p1
OG0001168	XM_001589673.1.p1, XM_001595545.1.p1	XM_043322919.1.p1
OG0001170	XM_001592705.1.p1, XM_001598862.1.p1, XM_001586853.1.p1	XM_043323193.1.p1, XM_043329787.1.p1
OG0001171	XM_001597826.1.p1	XM_043320647.1.p1
OG0001173	XM_001598301.1.p1	XM_043324061.1.p1, XM_043325544.1.p1
OG0001177	XM_001594947.1.p1	XM_043322693.1.p1
OG0001178	XM_001589035.1.p1	XM_043323818.1.p1
OG0001179	XM_001593660.1.p1	XM_043323785.1.p1
OG0001180	XM_001596694.1.p1	XM_043323802.1.p1
OG0001181	XM_001593576.1.p1	XM_043326702.1.p1
OG0001182	XM_001594846.1.p1	XM_043320809.1.p1
OG0001183	XM_001590324.1.p1	XM_043322033.1.p1
OG0001184	XM_001594370.1.p1	XM_043327451.1.p1
OG0001185	XM_001586426.1.p1	XM_043331745.1.p1, XM_043329372.1.p1
OG0001187	XM_001586559.1.p1	XM_043331149.1.p1, XM_043322222.1.p1, XM_043324468.1.p1
OG0001188	XM_001596042.1.p1, XM_001597194.1.p1	XM_043322456.1.p1
OG0001190	XM_001593245.1.p1	XM_043329691.1.p1
OG0001191	XM_001585271.1.p1, XM_001592100.1.p1	XM_043321553.1.p1
OG0001192	XM_001586300.1.p1	XM_043326473.1.p1
OG0001196	XM_001588984.1.p1	XM_043328212.1.p1, XM_043323628.1.p1
OG0001197	XM_001590968.1.p1	XM_043324854.1.p1
OG0001198	XM_001589197.1.p1, XM_001597467.1.p1	XM_043324763.1.p1
OG0001199	XM_001586739.1.p1	XM_043324111.1.p1
OG0001200	XM_001586874.1.p1	XM_043320380.1.p1
OG0001200	XM_001595974.1.p1	XM_043325616.1.p1
OG0001201	XM_001595554.1.p1	XM_043321356.1.p1
OG0001201	XM_001593213.1.p1	XM_043321354.1.p1, XM_043321355.1.p1
OG0001203	XM_001595223.1.p1	XM_043323323.1.p1
OG0001204	XM_001587531.1.p1	XM_043329750.1.p1
OG0001205	XM_001597608.1.p1	XM_043324521.1.p1
OG0001206	XM_001590495.1.p1	XM_043325391.1.p1
OG0001207	XM_001598174.1.p1	XM_043326629.1.p1, XM_043328405.1.p1
OG0001208	XM_001585675.1.p1	XM_043328197.1.p1
OG0001209	XM_001584711.1.p1	XM_043326347.1.p1
OG0001212	XM_001587505.1.p1	XM_043321053.1.p1, XM_043331077.1.p1, XM_043323329.1.p1, XM_043326694.1.p1, XM_043328608.1.p1, XM_043331099.1.p1, XM_043323327.1.p1
OG0001213	XM_001586026.1.p1	XM_043320676.1.p1
OG0001214	XM_001594629.1.p1	XM_043324053.1.p1
OG0001215	XM_001598435.1.p1	XM_043328456.1.p1
OG0001216	XM_001587846.1.p1	XM_043319963.1.p1
OG0001217	XM_001584573.1.p1	XM_043331390.1.p1
OG0001219	XM_001598205.1.p1	XM_043320058.1.p1
OG0001220	XM_001598294.1.p1, XM_001590652.1.p1	XM_043324922.1.p1
OG0001221	XM_001587099.1.p1	XM_043320333.1.p1
OG0001222	XM_001586044.1.p1	XM_043323575.1.p1
OG0001223	XM_001596735.1.p1	XM_043328357.1.p1
OG0001224	XM_001591829.1.p1	XM_043322664.1.p1, XM_043320675.1.p1
OG0001227	XM_001598832.1.p1	XM_043322174.1.p1
OG0001229	XM_001591967.1.p1	XM_043331843.1.p1, XM_043332086.1.p1, XM_043328070.1.p1
OG0001240	XM_001594618.1.p1, XM_001594806.1.p1, XM_001589392.1.p1	XM_043322075.1.p1, XM_043322148.1.p1, XM_043321881.1.p1
OG0001241	XM_001591997.1.p1	XM_043329652.1.p1, XM_043329683.1.p1
OG0001245	XM_001598019.1.p1	XM_043321590.1.p1
OG0001246	XM_001596306.1.p1	XM_043329588.1.p1, XM_043323024.1.p1
OG0001247	XM_001595279.1.p1	XM_043320363.1.p1
OG0001248	XM_001597052.1.p1	XM_043321605.1.p1
OG0001249	XM_001590861.1.p1	XM_043324719.1.p1, XM_043329445.1.p1, XM_043322450.1.p1
OG0001250	XM_001585219.1.p1	XM_043329104.1.p1, XM_043322080.1.p1
OG0001251	XM_001597911.1.p1	XM_043320204.1.p1
OG0001252	XM_001589710.1.p1	XM_043322781.1.p1
OG0001253	XM_001594361.1.p1	XM_043322820.1.p1, XM_043324932.1.p1
OG0001254	XM_001594431.1.p1	XM_043327229.1.p1
OG0001256	XM_001597117.1.p1	XM_043320942.1.p1, XM_043320915.1.p1
OG0001257	XM_001594378.1.p1	XM_043324086.1.p1
OG0001258	XM_001592670.1.p1	XM_043320682.1.p1
OG0001259	XM_001587500.1.p1, XM_001595026.1.p1	XM_043322580.1.p1
OG0001260	XM_001591210.1.p1	XM_043324785.1.p1
OG0001261	XM_001592688.1.p1	XM_043329843.1.p1
OG0001262	XM_001584906.1.p1, XM_001592747.1.p1	XM_043326454.1.p1
OG0001263	XM_001593392.1.p1	XM_043322977.1.p1
OG0001266	XM_001594795.1.p1	XM_043324996.1.p1
OG0001267	XM_001593062.1.p1	XM_043331235.1.p1, XM_043331232.1.p1, XM_043331234.1.p1
OG0001268	XM_001595596.1.p1	XM_043322547.1.p1
OG0001270	XM_001592691.1.p1	XM_043329506.1.p1
OG0001271	XM_001587646.1.p1	XM_043324597.1.p1
OG0001272	XM_001592903.1.p1	XM_043325122.1.p1
OG0001273	XM_001598707.1.p1	XM_043326373.1.p1
OG0001275	XM_001588945.1.p1	XM_043329206.1.p1
OG0001277	XM_001588770.1.p1	XM_043331611.1.p1, XM_043326535.1.p1
OG0001278	XM_001597610.1.p1	XM_043324883.1.p1
OG0001279	XM_001591890.1.p1	XM_043325208.1.p1
OG0001280	XM_001586262.1.p1	XM_043322097.1.p1
OG0001281	XM_001584702.1.p1	XM_043323801.1.p1
OG0001282	XM_001595958.1.p1	XM_043324811.1.p1
OG0001283	XM_001590433.1.p1, XM_001597865.1.p1	XM_043321366.1.p1
OG0001286	XM_001585616.1.p1	XM_043325615.1.p1
OG0001287	XM_001586319.1.p1	XM_043325121.1.p1, XM_043325093.1.p1
OG0001288	XM_001590210.1.p1	XM_043320157.1.p1
OG0001290	XM_001588613.1.p1	XM_043322921.1.p1
OG0001293	XM_001592260.1.p1	XM_043323935.1.p1
OG0001294	XM_001590764.1.p1, XM_001594184.1.p1	XM_043324191.1.p1
OG0001295	XM_001587939.1.p1	XM_043330733.1.p1
OG0001296	XM_001585953.1.p1	XM_043320033.1.p1
OG0001298	XM_001595056.1.p1	XM_043325018.1.p1
OG0001299	XM_001596175.1.p1	XM_043330292.1.p1, XM_043326876.1.p1
OG0001300	XM_001586937.1.p1	XM_043326141.1.p1
OG0001302	XM_001593610.1.p1	XM_043327157.1.p1
OG0001303	XM_001591817.1.p1	XM_043331554.1.p1
OG0001304	XM_001591192.1.p1	XM_043321812.1.p1
OG0001305	XM_001592167.1.p1	XM_043331927.1.p1
OG0001306	XM_001592155.1.p1	XM_043327179.1.p1
OG0001307	XM_001597316.1.p1	XM_043331746.1.p1
OG0001308	XM_001586167.1.p1	XM_043320738.1.p1, XM_043320739.1.p1
OG0001309	XM_001594213.1.p1	XM_043320321.1.p1
OG0001310	XM_001594188.1.p1	XM_043325586.1.p1
OG0001311	XM_001598187.1.p1	XM_043323836.1.p1, XM_043320839.1.p1, XM_043330939.1.p1
OG0001312	XM_001587817.1.p1, XM_001593839.1.p1	XM_043320190.1.p1, XM_043326338.1.p1, XM_043322493.1.p1
OG0001313	XM_001584723.1.p1	XM_043321474.1.p1, XM_043323321.1.p1
OG0001314	XM_001587845.1.p1	XM_043327016.1.p1
OG0001315	XM_001585518.1.p1	XM_043328762.1.p1
OG0001316	XM_001596129.1.p1	XM_043326476.1.p1
OG0001318	XM_001597396.1.p1	XM_043330402.1.p1, XM_043326771.1.p1
OG0001319	XM_001591640.1.p1	XM_043331852.1.p1
OG0001320	XM_001587379.1.p1	XM_043325032.1.p1
OG0001321	XM_001598937.1.p1	XM_043326125.1.p1
OG0001321	XM_001594406.1.p1, XM_001598936.1.p1	XM_043329514.1.p1
OG0001322	XM_001585388.1.p1	XM_043330725.1.p1
OG0001323	XM_001596853.1.p1	XM_043320877.1.p1
OG0001324	XM_001594829.1.p1	XM_043320774.1.p1
OG0001326	XM_001592619.1.p1	XM_043331005.1.p1
OG0001336	XM_001596324.1.p1	XM_043320447.1.p1
OG0001337	XM_001586758.1.p1	XM_043320324.1.p1
OG0001338	XM_001590772.1.p1, XM_001595896.1.p1	XM_043320551.1.p1, XM_043320549.1.p1
OG0001339	XM_001588334.1.p1	XM_043329122.1.p1
OG0001340	XM_001585646.1.p1	XM_043326093.1.p1
OG0001345	XM_001594772.1.p1	XM_043323481.1.p1, XM_043321026.1.p1
OG0001346	XM_001594790.1.p1	XM_043325781.1.p1, XM_043331628.1.p1, XM_043324156.1.p1
OG0001347	XM_001588165.1.p1	XM_043330796.1.p1
OG0001348	XM_001587711.1.p1	XM_043328265.1.p1
OG0001349	XM_001585733.1.p1	XM_043323568.1.p1
OG0001350	XM_001594034.1.p1	XM_043320980.1.p1, XM_043328481.1.p1
OG0001352	XM_001586665.1.p1	XM_043323868.1.p1
OG0001353	XM_001591623.1.p1	XM_043320567.1.p1
OG0001354	XM_001592719.1.p1	XM_043330605.1.p1
OG0001356	XM_001585187.1.p1	XM_043326961.1.p1
OG0001357	XM_001596863.1.p1	XM_043321383.1.p1
OG0001359	XM_001587161.1.p1	XM_043321598.1.p1
OG0001362	XM_001591944.1.p1	XM_043328718.1.p1
OG0001363	XM_001598194.1.p1	XM_043324120.1.p1
OG0001364	XM_001587004.1.p1	XM_043325358.1.p1
OG0001366	XM_001596179.1.p1, XM_001589539.1.p1, XM_001595151.1.p1	XM_043324303.1.p1
OG0001367	XM_001595176.1.p1	XM_043320778.1.p1
OG0001368	XM_001596704.1.p1	XM_043325040.1.p1
OG0001369	XM_001597173.1.p1	XM_043324122.1.p1
OG0001371	XM_001597570.1.p1	XM_043326463.1.p1
OG0001372	XM_001594988.1.p1	XM_043320207.1.p1
OG0001373	XM_001587954.1.p1	XM_043324814.1.p1
OG0001374	XM_001585514.1.p1, XM_001591826.1.p1	XM_043325068.1.p1
OG0001375	XM_001588248.1.p1	XM_043321818.1.p1
OG0001378	XM_001593740.1.p1	XM_043330106.1.p1
OG0001379	XM_001590461.1.p1	XM_043327285.1.p1
OG0001381	XM_001597963.1.p1, XM_001598755.1.p1	XM_043320570.1.p1, XM_043330710.1.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	XM_043327593.1.p1
OG0001385	XM_001590507.1.p1	XM_043321733.1.p1
OG0001386	XM_001594603.1.p1	XM_043322951.1.p1
OG0001388	XM_001595837.1.p1	XM_043328989.1.p1
OG0001389	XM_001594385.1.p1	XM_043326186.1.p1
OG0001390	XM_001593629.1.p1	XM_043325328.1.p1
OG0001391	XM_001593760.1.p1	XM_043324919.1.p1
OG0001392	XM_001591018.1.p1	XM_043320341.1.p1
OG0001394	XM_001595447.1.p1	XM_043322758.1.p1
OG0001395	XM_001595940.1.p1	XM_043324942.1.p1
OG0001397	XM_001597458.1.p1	XM_043332116.1.p1, XM_043328178.1.p1, XM_043332115.1.p1
OG0001399	XM_001594283.1.p1, XM_001589226.1.p1	XM_043328902.1.p1
OG0001401	XM_001585941.1.p1	XM_043327515.1.p1, XM_043325461.1.p1
OG0001402	XM_001598084.1.p1	XM_043332009.1.p1
OG0001404	XM_001588050.1.p1	XM_043328316.1.p1
OG0001405	XM_001594368.1.p1	XM_043324218.1.p1, XM_043325835.1.p1
OG0001406	XM_001592275.1.p1	XM_043331571.1.p1, XM_043322387.1.p1
OG0001407	XM_001591124.1.p1	XM_043326609.1.p1
OG0001408	XM_001598811.1.p1	XM_043331283.1.p1
OG0001409	XM_001594864.1.p1	XM_043329596.1.p1
OG0001411	XM_001592806.1.p1	XM_043327319.1.p1
OG0001412	XM_001590469.1.p1	XM_043324270.1.p1, XM_043324271.1.p1
OG0001414	XM_001590169.1.p1	XM_043328107.1.p1
OG0001415	XM_001596226.1.p1, XM_001598472.1.p1	XM_043322928.1.p1
OG0001417	XM_001593177.1.p1	XM_043323942.1.p1
OG0001418	XM_001591514.1.p1	XM_043324888.1.p1
OG0001421	XM_001595574.1.p1	XM_043328892.1.p1
OG0001422	XM_001590100.1.p1	XM_043325182.1.p1
OG0001423	XM_001585238.1.p1, XM_001597234.1.p1	XM_043321464.1.p1
OG0001425	XM_001597305.1.p1	XM_043322418.1.p1
OG0001426	XM_001591173.1.p1	XM_043322573.1.p1
OG0001427	XM_001593871.1.p1	XM_043320863.1.p1
OG0001428	XM_001588090.1.p1	XM_043326753.1.p1, XM_043330419.1.p1
OG0001430	XM_001588184.1.p1	XM_043322623.1.p1
OG0001431	XM_001589594.1.p1	XM_043321451.1.p1
OG0001432	XM_001593969.1.p1, XM_001585343.1.p1	XM_043321318.1.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	XM_043327043.1.p1, XM_043327044.1.p1
OG0001434	XM_001598003.1.p1	XM_043325596.1.p1, XM_043326359.1.p1, XM_043326360.1.p1
OG0001435	XM_001591027.1.p1	XM_043320621.1.p1
OG0001436	XM_001594967.1.p1	XM_043323063.1.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	XM_043324674.1.p1
OG0001440	XM_001593418.1.p1	XM_043322106.1.p1
OG0001441	XM_001591502.1.p1	XM_043322424.1.p1
OG0001443	XM_001591497.1.p1	XM_043330214.1.p1, XM_043321702.1.p1
OG0001444	XM_001598154.1.p1	XM_043323075.1.p1
OG0001446	XM_001584964.1.p1	XM_043327572.1.p1
OG0001447	XM_001590454.1.p1	XM_043323857.1.p1
OG0001449	XM_001584927.1.p1	XM_043331147.1.p1
OG0001450	XM_001594323.1.p1	XM_043320241.1.p1
OG0001451	XM_001590785.1.p1	XM_043321600.1.p1
OG0001452	XM_001586975.1.p1	XM_043323535.1.p1
OG0001453	XM_001585709.1.p1	XM_043322799.1.p1
OG0001454	XM_001598339.1.p1	XM_043323938.1.p1
OG0001455	XM_001596308.1.p1	XM_043331430.1.p1
OG0001456	XM_001594827.1.p1	XM_043329495.1.p1
OG0001458	XM_001597544.1.p1	XM_043328407.1.p1
OG0001459	XM_001586602.1.p1	XM_043323531.1.p1
OG0001461	XM_001597434.1.p1	XM_043328471.1.p1, XM_043327138.1.p1
OG0001463	XM_001587116.1.p1	XM_043321255.1.p1
OG0001465	XM_001584616.1.p1	XM_043320648.1.p1
OG0001467	XM_001593377.1.p1	XM_043324799.1.p1
OG0001468	XM_001585179.1.p1	XM_043324207.1.p1
OG0001469	XM_001587568.1.p1	XM_043322560.1.p1
OG0001470	XM_001598483.1.p1	XM_043321438.1.p1
OG0001471	XM_001597927.1.p1	XM_043323991.1.p1
OG0001472	XM_001588144.1.p1	XM_043328761.1.p1
OG0001473	XM_001588083.1.p1	XM_043321624.1.p1
OG0001480	XM_001596614.1.p1	XM_043326857.1.p1, XM_043330309.1.p1, XM_043330310.1.p1, XM_043326856.1.p1
OG0001489	XM_001594695.1.p1	XM_043321377.1.p1
OG0001490	XM_001590455.1.p1	XM_043327047.1.p1
OG0001491	XM_001587628.1.p1	XM_043323718.1.p1, XM_043323719.1.p1, XM_043323722.1.p1
OG0001492	XM_001589157.1.p1	XM_043325436.1.p1
OG0001495	XM_001591501.1.p1	XM_043327119.1.p1
OG0001496	XM_001590486.1.p1	XM_043329253.1.p1
OG0001497	XM_001586720.1.p1	XM_043323786.1.p1
OG0001498	XM_001586789.1.p1	XM_043326410.1.p1
OG0001500	XM_001591000.1.p1, XM_001590999.1.p1	XM_043322067.1.p1
OG0001501	XM_001585424.1.p1	XM_043325468.1.p1
OG0001503	XM_001586391.1.p1	XM_043329128.1.p1, XM_043329129.1.p1, XM_043329094.1.p1, XM_043329091.1.p1, XM_043329106.1.p1, XM_043329105.1.p1
OG0001504	XM_001598066.1.p1	XM_043330729.1.p1, XM_043320958.1.p1
OG0001505	XM_001590355.1.p1	XM_043325766.1.p1
OG0001506	XM_001595083.1.p1	XM_043327885.1.p1, XM_043327898.1.p1, XM_043327932.1.p1
OG0001509	XM_001589211.1.p1	XM_043327499.1.p1
OG0001511	XM_001598741.1.p1	XM_043323121.1.p1
OG0001513	XM_001592873.1.p1	XM_043322438.1.p1, XM_043327582.1.p1
OG0001514	XM_001585948.1.p1	XM_043323794.1.p1
OG0001515	XM_001594183.1.p1	XM_043321334.1.p1
OG0001517	XM_001588211.1.p1	XM_043321291.1.p1
OG0001518	XM_001588256.1.p1	XM_043320574.1.p1
OG0001519	XM_001587131.1.p1	XM_043326400.1.p1
OG0001520	XM_001590166.1.p1	XM_043324933.1.p1
OG0001521	XM_001596692.1.p1	XM_043320067.1.p1
OG0001522	XM_001596697.1.p1	XM_043322011.1.p1
OG0001523	XM_001587383.1.p1	XM_043329280.1.p1
OG0001524	XM_001594990.1.p1	XM_043320795.1.p1
OG0001525	XM_001587317.1.p1	XM_043331272.1.p1
OG0001526	XM_001591706.1.p1	XM_043321551.1.p1
OG0001527	XM_001597417.1.p1	XM_043322752.1.p1
OG0001528	XM_001595463.1.p1	XM_043329720.1.p1, XM_043329592.1.p1, XM_043329535.1.p1, XM_043329436.1.p1
OG0001529	XM_001597439.1.p1	XM_043326523.1.p1
OG0001530	XM_001584603.1.p1	XM_043320497.1.p1
OG0001532	XM_001585492.1.p1	XM_043329451.1.p1
OG0001533	XM_001585528.1.p1	XM_043330103.1.p1
OG0001534	XM_001587067.1.p1	XM_043326116.1.p1
OG0001536	XM_001587085.1.p1	XM_043326189.1.p1
OG0001537	XM_001586965.1.p1	XM_043329050.1.p1, XM_043321307.1.p1
OG0001538	XM_001585028.1.p1	XM_043323671.1.p1
OG0001539	XM_001594194.1.p1, XM_001594193.1.p1	XM_043324687.1.p1, XM_043324688.1.p1
OG0001541	XM_001598499.1.p1	XM_043321979.1.p1
OG0001543	XM_001598769.1.p1	XM_043332114.1.p1
OG0001544	XM_001595965.1.p1	XM_043322004.1.p1
OG0001545	XM_001591563.1.p1	XM_043325397.1.p1
OG0001546	XM_001584892.1.p1	XM_043326446.1.p1, XM_043326447.1.p1
OG0001547	XM_001592560.1.p1	XM_043327670.1.p1, XM_043327668.1.p1
OG0001548	XM_001592711.1.p1	XM_043323716.1.p1
OG0001550	XM_001590263.1.p1	XM_043324232.1.p1
OG0001552	XM_001591114.1.p1	XM_043324757.1.p1
OG0001553	XM_001585770.1.p1	XM_043331827.1.p1
OG0001554	XM_001588826.1.p1	XM_043324341.1.p1
OG0001556	XM_001586500.1.p1	XM_043330959.1.p1
OG0001557	XM_001598314.1.p1	XM_043330321.1.p1
OG0001559	XM_001595680.1.p1	XM_043324776.1.p1
OG0001561	XM_001587460.1.p1	XM_043321608.1.p1
OG0001563	XM_001586244.1.p1	XM_043324988.1.p1
OG0001564	XM_001597736.1.p1	XM_043328044.1.p1
OG0001565	XM_001586785.1.p1	XM_043320145.1.p1, XM_043320146.1.p1
OG0001566	XM_001587857.1.p1	XM_043324194.1.p1
OG0001567	XM_001585586.1.p1	XM_043325708.1.p1
OG0001568	XM_001588032.1.p1	XM_043321295.1.p1
OG0001569	XM_001598533.1.p1	XM_043327106.1.p1, XM_043321927.1.p1
OG0001570	XM_001598009.1.p1	XM_043325773.1.p1
OG0001571	XM_001586005.1.p1	XM_043326614.1.p1
OG0001572	XM_001597978.1.p1	XM_043329220.1.p1
OG0001573	XM_001598381.1.p1	XM_043320008.1.p1
OG0001574	XM_001592452.1.p1	XM_043325542.1.p1
OG0001575	XM_001586034.1.p1	XM_043331547.1.p1
OG0001576	XM_001588787.1.p1	XM_043321304.1.p1
OG0001577	XM_001597408.1.p1, XM_001588577.1.p1	XM_043323106.1.p1
OG0001578	XM_001594733.1.p1	XM_043322406.1.p1
OG0001580	XM_001597546.1.p1, XM_001588446.1.p1	XM_043326423.1.p1
OG0001581	XM_001592716.1.p1	XM_043320681.1.p1
OG0001582	XM_001585389.1.p1, XM_001585619.1.p1	XM_043322483.1.p1
OG0001583	XM_001590383.1.p1	XM_043324292.1.p1
OG0001584	XM_001592184.1.p1	XM_043325499.1.p1
OG0001585	XM_001591668.1.p1	XM_043328716.1.p1
OG0001586	XM_001595864.1.p1	XM_043331767.1.p1
OG0001588	XM_001598638.1.p1	XM_043331236.1.p1
OG0001589	XM_001598421.1.p1	XM_043331306.1.p1
OG0001590	XM_001586317.1.p1	XM_043320722.1.p1
OG0001591	XM_001588337.1.p1	XM_043321379.1.p1
OG0001592	XM_001591465.1.p1	XM_043320672.1.p1
OG0001593	XM_001589357.1.p1	XM_043321897.1.p1
OG0001594	XM_001597642.1.p1	XM_043326215.1.p1
OG0001596	XM_001597634.1.p1	XM_043321582.1.p1
OG0001598	XM_001593169.1.p1	XM_043331962.1.p1
OG0001599	XM_001595351.1.p1	XM_043323911.1.p1
OG0001600	XM_001590984.1.p1	XM_043322332.1.p1
OG0001601	XM_001592341.1.p1	XM_043327279.1.p1
OG0001602	XM_001584934.1.p1	XM_043321367.1.p1
OG0001603	XM_001584607.1.p1	XM_043331154.1.p1
OG0001604	XM_001587107.1.p1	XM_043329673.1.p1
OG0001606	XM_001593391.1.p1	XM_043326517.1.p1
OG0001607	XM_001597097.1.p1	XM_043331265.1.p1
OG0001608	XM_001591914.1.p1	XM_043326532.1.p1
OG0001609	XM_001590202.1.p1	XM_043321577.1.p1
OG0001611	XM_001587790.1.p1	XM_043326766.1.p1, XM_043330896.1.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	XM_043321458.1.p1
OG0001614	XM_001585306.1.p1	XM_043324612.1.p1, XM_043324615.1.p1
OG0001615	XM_001584605.1.p1	XM_043319992.1.p1
OG0001616	XM_001594984.1.p1	XM_043331615.1.p1
OG0001617	XM_001597285.1.p1	XM_043322451.1.p1
OG0001618	XM_001589352.1.p1	XM_043326000.1.p1
OG0001619	XM_001587176.1.p1	XM_043328498.1.p1
OG0001620	XM_001597684.1.p1	XM_043320221.1.p1
OG0001622	XM_001585761.1.p1	XM_043320711.1.p1, XM_043320710.1.p1
OG0001623	XM_001597189.1.p1	XM_043329293.1.p1, XM_043323339.1.p1
OG0001624	XM_001584840.1.p1	XM_043330314.1.p1, XM_043326853.1.p1, XM_043326852.1.p1
OG0001627	XM_001598735.1.p1	XM_043321766.1.p1
OG0001628	XM_001590916.1.p1	XM_043329879.1.p1
OG0001629	XM_001596143.1.p1	XM_043331148.1.p1
OG0001631	XM_001588224.1.p1	XM_043326066.1.p1
OG0001632	XM_001588154.1.p1	XM_043329006.1.p1
OG0001633	XM_001597348.1.p1	XM_043324233.1.p1
OG0001634	XM_001590949.1.p1	XM_043330004.1.p1
OG0001635	XM_001594583.1.p1	XM_043323951.1.p1
OG0001638	XM_001593822.1.p1	XM_043322051.1.p1
OG0001639	XM_001589214.1.p1	XM_043321974.1.p1
OG0001641	XM_001597680.1.p1	XM_043320540.1.p1, XM_043320552.1.p1
OG0001642	XM_001595175.1.p1	XM_043324014.1.p1
OG0001643	XM_001594880.1.p1	XM_043323813.1.p1
OG0001644	XM_001592354.1.p1	XM_043327158.1.p1
OG0001645	XM_001591061.1.p1	XM_043324829.1.p1
OG0001646	XM_001595519.1.p1	XM_043320006.1.p1
OG0001648	XM_001589622.1.p1	XM_043326850.1.p1
OG0001649	XM_001589054.1.p1	XM_043330888.1.p1
OG0001650	XM_001586535.1.p1	XM_043326005.1.p1
OG0001653	XM_001588927.1.p1	XM_043320402.1.p1
OG0001655	XM_001593345.1.p1	XM_043323984.1.p1, XM_043321993.1.p1
OG0001656	XM_001593479.1.p1, XM_001590149.1.p1	XM_043320310.1.p1
OG0001657	XM_001585417.1.p1	XM_043327560.1.p1
OG0001658	XM_001589660.1.p1	XM_043331614.1.p1
OG0001659	XM_001594992.1.p1	XM_043322920.1.p1
OG0001660	XM_001588943.1.p1	XM_043322873.1.p1
OG0001661	XM_001593670.1.p1	XM_043321584.1.p1
OG0001662	XM_001588324.1.p1, XM_001584854.1.p1	XM_043320097.1.p1, XM_043320631.1.p1
OG0001663	XM_001595755.1.p1	XM_043323980.1.p1
OG0001664	XM_001595822.1.p1	XM_043321845.1.p1
OG0001665	XM_001586803.1.p1	XM_043328943.1.p1
OG0001666	XM_001598872.1.p1	XM_043329844.1.p1
OG0001667	XM_001592467.1.p1	XM_043323040.1.p1
OG0001668	XM_001593029.1.p1	XM_043326192.1.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	XM_043324104.1.p1
OG0001670	XM_001588398.1.p1	XM_043329051.1.p1
OG0001671	XM_001598414.1.p1	XM_043320281.1.p1
OG0001672	XM_001597380.1.p1	XM_043320105.1.p1
OG0001673	XM_001597675.1.p1	XM_043324204.1.p1
OG0001674	XM_001592252.1.p1	XM_043323992.1.p1, XM_043331152.1.p1
OG0001675	XM_001596085.1.p1	XM_043321659.1.p1
OG0001676	XM_001592934.1.p1	XM_043328938.1.p1
OG0001677	XM_001585703.1.p1, XM_001585846.1.p1	XM_043322014.1.p1
OG0001678	XM_001587393.1.p1	XM_043323131.1.p1
OG0001679	XM_001588168.1.p1	XM_043323062.1.p1
OG0001680	XM_001586872.1.p1	XM_043325850.1.p1
OG0001681	XM_001593299.1.p1	XM_043324787.1.p1
OG0001682	XM_001586639.1.p1	XM_043329364.1.p1
OG0001683	XM_001595338.1.p1	XM_043331250.1.p1
OG0001685	XM_001592409.1.p1	XM_043320125.1.p1
OG0001686	XM_001585532.1.p1	XM_043322990.1.p1
OG0001687	XM_001598229.1.p1	XM_043321500.1.p1
OG0001690	XM_001585778.1.p1	XM_043320709.1.p1
OG0001691	XM_001588440.1.p1	XM_043329212.1.p1
OG0001692	XM_001584910.1.p1	XM_043329376.1.p1, XM_043329375.1.p1
OG0001693	XM_001591043.1.p1	XM_043321618.1.p1
OG0001694	XM_001596686.1.p1	XM_043326202.1.p1
OG0001695	XM_001594204.1.p1	XM_043326002.1.p1
OG0001696	XM_001593962.1.p1	XM_043327847.1.p1
OG0001697	XM_001589617.1.p1	XM_043320346.1.p1
OG0001698	XM_001597629.1.p1	XM_043323733.1.p1
OG0001699	XM_001589149.1.p1	XM_043321677.1.p1
OG0001700	XM_001598246.1.p1	XM_043326645.1.p1
OG0001702	XM_001587596.1.p1	XM_043321862.1.p1
OG0001703	XM_001595758.1.p1	XM_043322688.1.p1
OG0001704	XM_001591634.1.p1	XM_043320087.1.p1
OG0001705	XM_001595225.1.p1	XM_043322839.1.p1
OG0001707	XM_001596871.1.p1	XM_043326597.1.p1, XM_043326605.1.p1
OG0001721	XM_001597065.1.p1, XM_001589322.1.p1	XM_043324004.1.p1
OG0001722	XM_001586788.1.p1	XM_043321127.1.p1
OG0001723	XM_001594657.1.p1	XM_043322464.1.p1
OG0001724	XM_001590840.1.p1	XM_043329088.1.p1
OG0001726	XM_001589936.1.p1	XM_043325674.1.p1
OG0001729	XM_001587382.1.p1	XM_043329694.1.p1
OG0001731	XM_001591843.1.p1	XM_043325039.1.p1
