Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Fusarium_oxysporum_cds_prot
OG0000912	XM_001596337.1.p1	lcl|NC_030987.1_cds_XP_018242178.1_4792.p1
OG0000913	XM_001595797.1.p1	lcl|NC_030986.1_cds_XP_018249008.1_283.p1
OG0000914	XM_001585725.1.p1	lcl|NC_030986.1_cds_XP_018231909.1_1151.p1
OG0000915	XM_001594710.1.p1	lcl|NC_030990.1_cds_XP_018255431.1_10941.p1
OG0000917	XM_001594442.1.p1	lcl|NC_030986.1_cds_XP_018233474.1_2716.p1
OG0000917	XM_001594441.1.p1	lcl|NC_030986.1_cds_XP_018233475.1_2717.p1
OG0000918	XM_001597261.1.p1, XM_001591703.1.p1	lcl|NC_030994.1_cds_XP_018251391.1_20350.p1, lcl|NC_030994.1_cds_XP_018251426.1_20385.p1, lcl|NC_030991.1_cds_XP_018253679.1_14255.p1, lcl|NC_030988.1_cds_XP_018251743.1_6320.p1, lcl|NC_030990.1_cds_XP_018234249.1_11149.p1, lcl|NC_030999.1_cds_XP_018257303.1_25570.p1
OG0000919	XM_001591846.1.p1	lcl|NC_030994.1_cds_XP_018246611.1_19678.p1
OG0000920	XM_001587710.1.p1	lcl|NC_030989.1_cds_XP_018244161.1_9110.p1
OG0000921	XM_001594655.1.p1	lcl|NC_030986.1_cds_XP_018232388.1_1630.p1
OG0000922	XM_001597315.1.p1	lcl|NC_030996.1_cds_XP_018257279.1_22278.p1
OG0000930	XM_001593408.1.p1	lcl|NC_030988.1_cds_XP_018258312.1_6213.p1, lcl|NC_030999.1_cds_XP_018257335.1_25602.p1, lcl|NC_030997.1_cds_XP_018252536.1_23561.p1
OG0000932	XM_001587325.1.p1	lcl|NC_030995.1_cds_XP_018249792.1_21475.p1, lcl|NC_030995.1_cds_XP_018249791.1_21476.p1
OG0000933	XM_001591154.1.p1	lcl|NC_030997.1_cds_XP_018254337.1_24168.p1
OG0000933	XM_001597415.1.p1	lcl|NC_030989.1_cds_XP_018238371.1_9446.p1, lcl|NC_030997.1_cds_XP_018252378.1_23403.p1
OG0000933	XM_001585312.1.p1	lcl|NC_030996.1_cds_XP_018247570.1_22989.p1, lcl|NC_030989.1_cds_XP_018239447.1_10522.p1
OG0000935	XM_001596262.1.p1	lcl|NC_030986.1_cds_XP_018233761.1_3003.p1
OG0000936	XM_001587773.1.p1	lcl|NC_030993.1_cds_XP_018256243.1_18870.p1, lcl|NC_030988.1_cds_XP_018254969.1_7899.p1, lcl|NC_030994.1_cds_XP_018245949.1_19016.p1, lcl|NC_030989.1_cds_XP_018238333.1_9408.p1, lcl|NC_030989.1_cds_XP_018238212.1_9287.p1
OG0000938	XM_001587290.1.p1	lcl|NC_030986.1_cds_XP_018233817.1_3059.p1
OG0000939	XM_001596967.1.p1	lcl|NC_030989.1_cds_XP_018239430.1_10505.p1, lcl|NC_030996.1_cds_XP_018247536.1_22955.p1
OG0000940	XM_001588094.1.p1	lcl|NC_030992.1_cds_XP_018240982.1_15897.p1, lcl|NC_030992.1_cds_XP_018240986.1_15901.p1
OG0000940	XM_001591875.1.p1	lcl|NC_030989.1_cds_XP_018239037.1_10112.p1
OG0000941	XM_001591228.1.p1	lcl|NC_030997.1_cds_XP_018254320.1_24151.p1, lcl|NC_030997.1_cds_XP_018254474.1_24305.p1, lcl|NC_030994.1_cds_XP_018251481.1_20440.p1
OG0000942	XM_001586412.1.p1	lcl|NC_030994.1_cds_XP_018246599.1_19666.p1
OG0000943	XM_001594387.1.p1	lcl|NC_030990.1_cds_XP_018235896.1_12796.p1
OG0000944	XM_001598065.1.p1	lcl|NC_030990.1_cds_XP_018234144.1_11044.p1
OG0000945	XM_001598342.1.p1	lcl|NC_030993.1_cds_XP_018236809.1_17354.p1
OG0000946	XM_001595577.1.p1	lcl|NC_030992.1_cds_XP_018240073.1_14988.p1
OG0000947	XM_001591181.1.p1	lcl|NC_030994.1_cds_XP_018251279.1_20238.p1
OG0000948	XM_001598011.1.p1	lcl|NC_030987.1_cds_XP_018241908.1_4521.p1, lcl|NC_030987.1_cds_XP_018241907.1_4522.p1
OG0000949	XM_001593643.1.p1	lcl|NC_030993.1_cds_XP_018237423.1_17968.p1
OG0000950	XM_001588656.1.p1	lcl|NC_030992.1_cds_XP_018240581.1_15496.p1
OG0000951	XM_001595072.1.p1	lcl|NC_030995.1_cds_XP_018249700.1_21385.p1
OG0000952	XM_001590098.1.p1	lcl|NC_030994.1_cds_XP_018246668.1_19735.p1
OG0000953	XM_001586843.1.p1	lcl|NC_030998.1_cds_XP_018250458.1_24469.p1
OG0000954	XM_001592026.1.p1	lcl|NC_030989.1_cds_XP_018239057.1_10132.p1
OG0000955	XM_001594722.1.p1	lcl|NW_017264849.1_cds_XP_018258262.1_26888.p1, lcl|NC_030986.1_cds_XP_018233298.1_2540.p1, lcl|NC_030990.1_cds_XP_018255221.1_10730.p1, lcl|NC_030995.1_cds_XP_018249946.1_21630.p1, lcl|NC_030998.1_cds_XP_018250402.1_24413.p1
OG0000956	XM_001585166.1.p1	lcl|NC_030987.1_cds_XP_018245248.1_5437.p1
OG0000957	XM_001585600.1.p1	lcl|NC_030994.1_cds_XP_018250982.1_19941.p1
OG0000957	XM_001585602.1.p1	lcl|NC_030994.1_cds_XP_018250980.1_19939.p1
OG0000958	XM_001588449.1.p1	lcl|NC_030989.1_cds_XP_018243793.1_8742.p1
OG0000959	XM_001593888.1.p1	lcl|NC_030986.1_cds_XP_018233053.1_2297.p1
OG0000960	XM_001598732.1.p1	lcl|NC_030992.1_cds_XP_018240373.1_15288.p1
OG0000960	XM_001587310.1.p1	lcl|NC_030989.1_cds_XP_018239192.1_10267.p1, lcl|NC_030994.1_cds_XP_018251059.1_20018.p1
OG0000961	XM_001587170.1.p1	lcl|NC_030997.1_cds_XP_018254471.1_24302.p1, lcl|NC_030996.1_cds_XP_018247426.1_22845.p1, lcl|NC_030993.1_cds_XP_018236321.1_16866.p1, lcl|NC_030987.1_cds_XP_018242177.1_4791.p1, lcl|NC_030996.1_cds_XP_018246998.1_22417.p1, lcl|NC_030990.1_cds_XP_018255070.1_10579.p1, lcl|NC_030994.1_cds_XP_018245981.1_19048.p1
OG0000964	XM_001593840.1.p1	lcl|NC_030996.1_cds_XP_018247456.1_22875.p1
OG0000965	XM_001585357.1.p1	lcl|NC_030990.1_cds_XP_018235366.1_12266.p1
OG0000966	XM_001585978.1.p1	lcl|NC_030986.1_cds_XP_018249469.1_745.p1, lcl|NC_030986.1_cds_XP_018249470.1_744.p1
OG0000967	XM_001592626.1.p1	lcl|NC_030995.1_cds_XP_018253077.1_20828.p1
OG0000968	XM_001586768.1.p1	lcl|NC_030989.1_cds_XP_018243518.1_8467.p1
OG0000969	XM_001592200.1.p1	lcl|NC_030992.1_cds_XP_018247850.1_15980.p1
OG0000970	XM_001587938.1.p1	lcl|NC_030994.1_cds_XP_018246535.1_19602.p1
OG0000971	XM_001585772.1.p1	lcl|NC_030989.1_cds_XP_018238806.1_9881.p1
OG0000972	XM_001597384.1.p1	lcl|NC_030993.1_cds_XP_018236548.1_17093.p1, lcl|NC_030989.1_cds_XP_018243777.1_8726.p1, lcl|NC_030989.1_cds_XP_018239241.1_10317.p1
OG0000973	XM_001591714.1.p1	lcl|NC_030997.1_cds_XP_018254260.1_24091.p1
OG0000974	XM_001594159.1.p1	lcl|NC_030993.1_cds_XP_018238004.1_18549.p1
OG0000975	XM_001590008.1.p1	lcl|NC_030990.1_cds_XP_018234437.1_11337.p1
OG0000981	XM_001590758.1.p1, XM_001592822.1.p1	lcl|NW_017264847.1_cds_XP_018257877.1_27038.p1
OG0000983	XM_001587127.1.p1	lcl|NC_030989.1_cds_XP_018243312.1_8261.p1
OG0000985	XM_001586705.1.p1	lcl|NC_030997.1_cds_XP_018252666.1_23691.p1, lcl|NC_030996.1_cds_XP_018247619.1_23038.p1
OG0000987	XM_001586400.1.p1	lcl|NC_030989.1_cds_XP_018238942.1_10017.p1
OG0000989	XM_001593681.1.p1	lcl|NC_030987.1_cds_XP_018241723.1_4337.p1
OG0000991	XM_001584614.1.p1	lcl|NC_030987.1_cds_XP_018241554.1_4168.p1
OG0000992	XM_001587616.1.p1	lcl|NC_030992.1_cds_XP_018248694.1_16824.p1
OG0000992	XM_001588027.1.p1	lcl|NC_030995.1_cds_XP_018252893.1_20644.p1, lcl|NW_017264901.1_cds_XP_018258867.1_26316.p1, lcl|NC_030996.1_cds_XP_018246866.1_22285.p1
OG0000993	XM_001592118.1.p1	lcl|NC_030990.1_cds_XP_018235944.1_12844.p1
OG0000994	XM_001598761.1.p1	lcl|NC_030992.1_cds_XP_018240961.1_15876.p1
OG0000995	XM_001598657.1.p1	lcl|NC_030986.1_cds_XP_018249124.1_399.p1
OG0000996	XM_001585239.1.p1	lcl|NC_030995.1_cds_XP_018249540.1_21224.p1
OG0000997	XM_001597390.1.p1	lcl|NC_030994.1_cds_XP_018251277.1_20236.p1
OG0000998	XM_001586122.1.p1	lcl|NC_030987.1_cds_XP_018241549.1_4163.p1
OG0001000	XM_001588995.1.p1	lcl|NC_030990.1_cds_XP_018235527.1_12427.p1
OG0001002	XM_001591895.1.p1	lcl|NC_030989.1_cds_XP_018239034.1_10109.p1
OG0001003	XM_001586491.1.p1	lcl|NC_030990.1_cds_XP_018235805.1_12705.p1
OG0001006	XM_001598279.1.p1	lcl|NC_030994.1_cds_XP_018251396.1_20355.p1, lcl|NC_030996.1_cds_XP_018246939.1_22358.p1, lcl|NC_030996.1_cds_XP_018247681.1_23100.p1
OG0001007	XM_001597153.1.p1	lcl|NC_030990.1_cds_XP_018234341.1_11241.p1
OG0001010	XM_001587714.1.p1	lcl|NC_030989.1_cds_XP_018244132.1_9081.p1
OG0001012	XM_001591023.1.p1	lcl|NC_030994.1_cds_XP_018251063.1_20022.p1, lcl|NC_030992.1_cds_XP_018239694.1_14609.p1
OG0001013	XM_001595593.1.p1	lcl|NC_030992.1_cds_XP_018240933.1_15849.p1, lcl|NC_030992.1_cds_XP_018240935.1_15848.p1
OG0001014	XM_001598170.1.p1	lcl|NC_030992.1_cds_XP_018248286.1_16416.p1, lcl|NC_030995.1_cds_XP_018249543.1_21227.p1, lcl|NC_030995.1_cds_XP_018249546.1_21230.p1, lcl|NC_030995.1_cds_XP_018249548.1_21232.p1
OG0001015	XM_001593604.1.p1	lcl|NC_030992.1_cds_XP_018240163.1_15079.p1, lcl|NC_030989.1_cds_XP_018243186.1_8135.p1
OG0001015	XM_001592053.1.p1	lcl|NC_030993.1_cds_XP_018256096.1_18723.p1
OG0001016	XM_001595811.1.p1	lcl|NC_030989.1_cds_XP_018243945.1_8894.p1
OG0001017	XM_001590080.1.p1	lcl|NC_030997.1_cds_XP_018252745.1_23770.p1
OG0001018	XM_001589900.1.p1	lcl|NC_030989.1_cds_XP_018238208.1_9283.p1, lcl|NC_030990.1_cds_XP_018255256.1_10765.p1, lcl|NC_030987.1_cds_XP_018241746.1_4360.p1, lcl|NC_030989.1_cds_XP_018238971.1_10046.p1
OG0001019	XM_001593936.1.p1	lcl|NC_030993.1_cds_XP_018237511.1_18056.p1
OG0001020	XM_001587899.1.p1	lcl|NC_030989.1_cds_XP_018238608.1_9683.p1
OG0001021	XM_001596254.1.p1	lcl|NC_030986.1_cds_XP_018249480.1_755.p1, lcl|NC_030990.1_cds_XP_018255069.1_10578.p1
OG0001022	XM_001584957.1.p1	lcl|NC_030986.1_cds_XP_018248917.1_192.p1
OG0001022	XM_001592881.1.p1	lcl|NC_030986.1_cds_XP_018233221.1_2463.p1
OG0001023	XM_001589690.1.p1	lcl|NC_030987.1_cds_XP_018241779.1_4393.p1
OG0001024	XM_001590102.1.p1	lcl|NC_030990.1_cds_XP_018235990.1_12890.p1
OG0001025	XM_001597615.1.p1	lcl|NC_030986.1_cds_XP_018233031.1_2273.p1
OG0001026	XM_001585171.1.p1	lcl|NC_030987.1_cds_XP_018245659.1_5848.p1, lcl|NC_030996.1_cds_XP_018247034.1_22454.p1, lcl|NC_030996.1_cds_XP_018247035.1_22453.p1, lcl|NW_017264851.1_cds_XP_018258396.1_26693.p1
OG0001028	XM_001595420.1.p1	lcl|NC_030992.1_cds_XP_018247925.1_16056.p1, lcl|NC_030992.1_cds_XP_018247927.1_16055.p1
OG0001029	XM_001597029.1.p1	lcl|NC_030986.1_cds_XP_018232637.1_1880.p1, lcl|NC_030986.1_cds_XP_018232639.1_1879.p1
OG0001030	XM_001590150.1.p1	lcl|NC_030992.1_cds_XP_018248270.1_16400.p1
OG0001031	XM_001598290.1.p1	lcl|NC_030992.1_cds_XP_018248201.1_16331.p1
OG0001032	XM_001592750.1.p1	lcl|NC_030992.1_cds_XP_018239790.1_14706.p1, lcl|NC_030992.1_cds_XP_018239791.1_14705.p1
OG0001033	XM_001593019.1.p1	lcl|NC_030995.1_cds_XP_018253173.1_20924.p1
OG0001034	XM_001589286.1.p1	lcl|NC_030996.1_cds_XP_018246959.1_22378.p1, lcl|NC_030991.1_cds_XP_018244400.1_13437.p1, lcl|NW_017264861.1_cds_XP_018258728.1_26465.p1, lcl|NC_030988.1_cds_XP_018242405.1_7033.p1, lcl|NC_030987.1_cds_XP_018245292.1_5481.p1
OG0001035	XM_001591201.1.p1	lcl|NC_030986.1_cds_XP_018231974.1_1216.p1, lcl|NC_030986.1_cds_XP_018231973.1_1215.p1
OG0001037	XM_001585833.1.p1	lcl|NC_030986.1_cds_XP_018233498.1_2740.p1
OG0001038	XM_001584660.1.p1	lcl|NC_030995.1_cds_XP_018253243.1_20994.p1
OG0001039	XM_001589840.1.p1	lcl|NC_030990.1_cds_XP_018234903.1_11803.p1
OG0001040	XM_001585509.1.p1	lcl|NC_030987.1_cds_XP_018241820.1_4434.p1, lcl|NC_030988.1_cds_XP_018251947.1_6524.p1, lcl|NC_030988.1_cds_XP_018256616.1_6763.p1, lcl|NC_030999.1_cds_XP_018253896.1_25322.p1, lcl|NC_030991.1_cds_XP_018253467.1_14043.p1
OG0001041	XM_001595956.1.p1	lcl|NC_030987.1_cds_XP_018241569.1_4183.p1
OG0001043	XM_001588858.1.p1	lcl|NC_030992.1_cds_XP_018240379.1_15294.p1
OG0001044	XM_001594810.1.p1	lcl|NC_030992.1_cds_XP_018248621.1_16751.p1, lcl|NC_030989.1_cds_XP_018238358.1_9433.p1, lcl|NC_030989.1_cds_XP_018239320.1_10395.p1
OG0001044	XM_001585034.1.p1	lcl|NC_030988.1_cds_XP_018256760.1_6907.p1
OG0001059	XM_001598005.1.p1	lcl|NC_030987.1_cds_XP_018241859.1_4473.p1
OG0001061	XM_001598663.1.p1	lcl|NC_030989.1_cds_XP_018243474.1_8423.p1
OG0001062	XM_001589384.1.p1	lcl|NC_030987.1_cds_XP_018241700.1_4314.p1
OG0001062	XM_001589587.1.p1	lcl|NC_030987.1_cds_XP_018241698.1_4312.p1
OG0001063	XM_001594182.1.p1	lcl|NC_030987.1_cds_XP_018241752.1_4366.p1, lcl|NC_030993.1_cds_XP_018238047.1_18592.p1
OG0001064	XM_001585284.1.p1	lcl|NC_030990.1_cds_XP_018235540.1_12440.p1
OG0001065	XM_001596255.1.p1	lcl|NC_030986.1_cds_XP_018249481.1_756.p1
OG0001066	XM_001597746.1.p1	lcl|NC_030986.1_cds_XP_018232404.1_1646.p1
OG0001067	XM_001590538.1.p1	lcl|NW_017264849.1_cds_XP_018258209.1_26835.p1
OG0001068	XM_001594868.1.p1	lcl|NC_030994.1_cds_XP_018245913.1_18980.p1
OG0001069	XM_001592162.1.p1	lcl|NC_030989.1_cds_XP_018243244.1_8193.p1
OG0001070	XM_001587376.1.p1	lcl|NC_030993.1_cds_XP_018236968.1_17513.p1
OG0001071	XM_001592045.1.p1	lcl|NC_030990.1_cds_XP_018235917.1_12817.p1
OG0001072	XM_001594382.1.p1	lcl|NC_030994.1_cds_XP_018246620.1_19687.p1, lcl|NC_030986.1_cds_XP_018232580.1_1822.p1
OG0001073	XM_001592588.1.p1	lcl|NC_030993.1_cds_XP_018256165.1_18792.p1, lcl|NC_030989.1_cds_XP_018243174.1_8123.p1
OG0001075	XM_001598429.1.p1	lcl|NC_030990.1_cds_XP_018234484.1_11384.p1
OG0001076	XM_001598603.1.p1	lcl|NC_030989.1_cds_XP_018243712.1_8661.p1
OG0001076	XM_001595171.1.p1	lcl|NC_030987.1_cds_XP_018241623.1_4237.p1
OG0001077	XM_001595998.1.p1	lcl|NC_030993.1_cds_XP_018237459.1_18004.p1
OG0001078	XM_001590375.1.p1	lcl|NC_030992.1_cds_XP_018240253.1_15168.p1
OG0001079	XM_001598602.1.p1	lcl|NC_030989.1_cds_XP_018243711.1_8660.p1
OG0001081	XM_001588384.1.p1	lcl|NC_030992.1_cds_XP_018247953.1_16083.p1
OG0001082	XM_001597171.1.p1	lcl|NC_030986.1_cds_XP_018232619.1_1854.p1, lcl|NC_030986.1_cds_XP_018232618.1_1856.p1, lcl|NC_030986.1_cds_XP_018232617.1_1858.p1, lcl|NC_030986.1_cds_XP_018232616.1_1860.p1, lcl|NC_030986.1_cds_XP_018232612.1_1861.p1, lcl|NC_030986.1_cds_XP_018232613.1_1859.p1, lcl|NC_030986.1_cds_XP_018232615.1_1855.p1, lcl|NC_030986.1_cds_XP_018232614.1_1857.p1
OG0001083	XM_001584635.1.p1	lcl|NC_030989.1_cds_XP_018243914.1_8863.p1
OG0001084	XM_001589263.1.p1	lcl|NC_030987.1_cds_XP_018242151.1_4765.p1
OG0001085	XM_001591188.1.p1	lcl|NC_030990.1_cds_XP_018234324.1_11224.p1
OG0001086	XM_001593619.1.p1	lcl|NC_030987.1_cds_XP_018242299.1_4913.p1, lcl|NC_030987.1_cds_XP_018242300.1_4914.p1, lcl|NC_030989.1_cds_XP_018243815.1_8764.p1, lcl|NC_030987.1_cds_XP_018245682.1_5872.p1
OG0001087	XM_001589471.1.p1	lcl|NC_030989.1_cds_XP_018243056.1_8005.p1
OG0001088	XM_001598916.1.p1	lcl|NC_030996.1_cds_XP_018247728.1_23147.p1, lcl|NC_030996.1_cds_XP_018247731.1_23150.p1, lcl|NC_030989.1_cds_XP_018238874.1_9949.p1
OG0001089	XM_001591672.1.p1, XM_001588523.1.p1, XM_001589749.1.p1	lcl|NW_017264849.1_cds_XP_018258241.1_26867.p1
OG0001090	XM_001587887.1.p1	lcl|NC_030994.1_cds_XP_018251130.1_20088.p1, lcl|NC_030994.1_cds_XP_018251132.1_20089.p1, lcl|NC_030994.1_cds_XP_018251129.1_20090.p1, lcl|NC_030994.1_cds_XP_018251131.1_20091.p1
OG0001091	XM_001584643.1.p1	lcl|NC_030986.1_cds_XP_018233732.1_2974.p1, lcl|NC_030986.1_cds_XP_018233751.1_2993.p1
OG0001093	XM_001593447.1.p1	lcl|NC_030992.1_cds_XP_018240028.1_14940.p1
OG0001095	XM_001593519.1.p1	lcl|NC_030992.1_cds_XP_018240159.1_15074.p1, lcl|NC_030992.1_cds_XP_018240158.1_15073.p1
OG0001096	XM_001597021.1.p1	lcl|NC_030994.1_cds_XP_018251595.1_20554.p1, lcl|NW_017264852.1_cds_XP_018258468.1_26660.p1, lcl|NC_030998.1_cds_XP_018250392.1_24403.p1
OG0001098	XM_001590638.1.p1	lcl|NC_030990.1_cds_XP_018255301.1_10810.p1
OG0001098	XM_001584687.1.p1	lcl|NC_030986.1_cds_XP_018249172.1_447.p1
OG0001099	XM_001587319.1.p1	lcl|NC_030994.1_cds_XP_018246775.1_19842.p1
OG0001101	XM_001592758.1.p1	lcl|NC_030992.1_cds_XP_018239750.1_14665.p1
OG0001102	XM_001584733.1.p1	lcl|NC_030992.1_cds_XP_018248515.1_16645.p1, lcl|NC_030992.1_cds_XP_018247995.1_16125.p1
OG0001103	XM_001588227.1.p1	lcl|NC_030989.1_cds_XP_018243809.1_8758.p1
OG0001105	XM_001592782.1.p1	lcl|NC_030986.1_cds_XP_018255566.1_3417.p1, lcl|NC_031000.1_cds_XP_018254674.1_26030.p1, lcl|NC_030991.1_cds_XP_018244405.1_13442.p1, lcl|NC_030989.1_cds_XP_018243332.1_8281.p1
OG0001106	XM_001594359.1.p1	lcl|NC_031000.1_cds_XP_018255847.1_26185.p1, lcl|NC_030994.1_cds_XP_018251485.1_20444.p1, lcl|NC_030992.1_cds_XP_018248564.1_16694.p1
OG0001107	XM_001593873.1.p1	lcl|NC_030986.1_cds_XP_018248801.1_76.p1, lcl|NC_030986.1_cds_XP_018233005.1_2247.p1
OG0001108	XM_001585014.1.p1	lcl|NC_030986.1_cds_XP_018232323.1_1566.p1
OG0001109	XM_001593892.1.p1	lcl|NC_030992.1_cds_XP_018240850.1_15765.p1
OG0001110	XM_001593845.1.p1	lcl|NC_030986.1_cds_XP_018233253.1_2495.p1, lcl|NC_030989.1_cds_XP_018243948.1_8897.p1
OG0001112	XM_001592330.1.p1	lcl|NC_030986.1_cds_XP_018232707.1_1949.p1
OG0001112	XM_001595541.1.p1	lcl|NC_030992.1_cds_XP_018248082.1_16212.p1
OG0001113	XM_001596509.1.p1	lcl|NC_030991.1_cds_XP_018244431.1_13468.p1, lcl|NW_017264854.1_cds_XP_018258599.1_26573.p1, lcl|NC_030986.1_cds_XP_018233230.1_2472.p1, lcl|NC_030986.1_cds_XP_018233229.1_2471.p1
OG0001114	XM_001588042.1.p1, XM_001594347.1.p1	lcl|NC_030990.1_cds_XP_018255188.1_10697.p1
OG0001115	XM_001593943.1.p1	lcl|NC_030993.1_cds_XP_018236989.1_17534.p1
OG0001116	XM_001587754.1.p1	lcl|NC_030989.1_cds_XP_018238076.1_9151.p1
OG0001117	XM_001587235.1.p1, XM_001589260.1.p1	lcl|NC_030993.1_cds_XP_018237454.1_17999.p1
OG0001118	XM_001590650.1.p1	lcl|NC_030994.1_cds_XP_018245968.1_19035.p1
OG0001119	XM_001587563.1.p1	lcl|NC_030995.1_cds_XP_018249816.1_21500.p1
OG0001120	XM_001591426.1.p1	lcl|NC_030987.1_cds_XP_018241668.1_4282.p1
OG0001120	XM_001593250.1.p1	lcl|NC_030987.1_cds_XP_018241402.1_4016.p1
OG0001121	XM_001593046.1.p1	lcl|NC_030987.1_cds_XP_018241334.1_3948.p1
OG0001122	XM_001594924.1.p1	lcl|NC_030986.1_cds_XP_018232657.1_1899.p1
OG0001123	XM_001592405.1.p1	lcl|NC_030993.1_cds_XP_018237203.1_17748.p1
OG0001124	XM_001598830.1.p1	lcl|NC_030992.1_cds_XP_018248467.1_16597.p1
OG0001125	XM_001588623.1.p1	lcl|NC_030992.1_cds_XP_018240459.1_15374.p1
OG0001126	XM_001590062.1.p1	lcl|NC_030990.1_cds_XP_018235024.1_11924.p1, lcl|NC_030988.1_cds_XP_018252033.1_6611.p1
OG0001127	XM_001590729.1.p1	lcl|NC_030994.1_cds_XP_018246341.1_19408.p1
OG0001128	XM_001594215.1.p1	lcl|NC_030986.1_cds_XP_018231581.1_823.p1
OG0001129	XM_001595650.1.p1	lcl|NC_030987.1_cds_XP_018245431.1_5622.p1, lcl|NC_030997.1_cds_XP_018252781.1_23806.p1, lcl|NC_030995.1_cds_XP_018252910.1_20661.p1
OG0001130	XM_001590691.1.p1	lcl|NC_030995.1_cds_XP_018249504.1_21187.p1, lcl|NC_030995.1_cds_XP_018249503.1_21188.p1
OG0001131	XM_001597050.1.p1	lcl|NC_030989.1_cds_XP_018243109.1_8058.p1, lcl|NC_030990.1_cds_XP_018234196.1_11096.p1
OG0001132	XM_001589184.1.p1, XM_001597308.1.p1	lcl|NC_030992.1_cds_XP_018247817.1_15948.p1, lcl|NC_030992.1_cds_XP_018247818.1_15947.p1
OG0001133	XM_001584780.1.p1	lcl|NC_030986.1_cds_XP_018249460.1_735.p1
OG0001135	XM_001592071.1.p1	lcl|NC_030989.1_cds_XP_018238939.1_10014.p1, lcl|NC_030989.1_cds_XP_018238106.1_9181.p1
OG0001137	XM_001592959.1.p1	lcl|NC_030992.1_cds_XP_018248688.1_16818.p1, lcl|NC_030993.1_cds_XP_018238012.1_18557.p1, lcl|NC_030996.1_cds_XP_018257191.1_22190.p1
OG0001145	XM_001589744.1.p1	lcl|NC_030987.1_cds_XP_018241854.1_4468.p1
OG0001146	XM_001587854.1.p1	lcl|NC_030989.1_cds_XP_018238124.1_9199.p1
OG0001147	XM_001589207.1.p1	lcl|NC_030990.1_cds_XP_018235600.1_12500.p1
OG0001150	XM_001585637.1.p1	lcl|NC_030990.1_cds_XP_018235683.1_12583.p1
OG0001150	XM_001586145.1.p1	lcl|NC_030989.1_cds_XP_018238547.1_9622.p1
OG0001151	XM_001586398.1.p1	lcl|NC_030989.1_cds_XP_018238873.1_9948.p1
OG0001152	XM_001585966.1.p1	lcl|NC_030986.1_cds_XP_018233753.1_2995.p1
OG0001153	XM_001585409.1.p1	lcl|NC_030990.1_cds_XP_018234923.1_11823.p1
OG0001154	XM_001596258.1.p1	lcl|NC_030987.1_cds_XP_018241676.1_4291.p1
OG0001155	XM_001593807.1.p1	lcl|NC_030993.1_cds_XP_018237479.1_18024.p1
OG0001156	XM_001587763.1.p1	lcl|NC_030989.1_cds_XP_018238059.1_9134.p1
OG0001157	XM_001585113.1.p1	lcl|NC_030989.1_cds_XP_018243215.1_8164.p1
OG0001158	XM_001597265.1.p1	lcl|NW_017264847.1_cds_XP_018257848.1_27009.p1, lcl|NC_030995.1_cds_XP_018250032.1_21716.p1, lcl|NC_030986.1_cds_XP_018248803.1_78.p1
OG0001159	XM_001593742.1.p1	lcl|NC_030992.1_cds_XP_018240241.1_15156.p1
OG0001160	XM_001597233.1.p1	lcl|NC_030989.1_cds_XP_018243237.1_8186.p1
OG0001161	XM_001597319.1.p1	lcl|NC_030996.1_cds_XP_018247356.1_22775.p1, lcl|NC_030998.1_cds_XP_018257733.1_25145.p1, lcl|NC_030990.1_cds_XP_018234623.1_11523.p1
OG0001162	XM_001592594.1.p1	lcl|NC_030987.1_cds_XP_018241917.1_4531.p1
OG0001163	XM_001595298.1.p1	lcl|NC_030987.1_cds_XP_018245521.1_5707.p1, lcl|NC_030996.1_cds_XP_018257109.1_22108.p1
OG0001163	XM_001594217.1.p1	lcl|NC_030989.1_cds_XP_018238245.1_9320.p1
OG0001163	XM_001590240.1.p1	lcl|NW_017264858.1_cds_XP_018258684.1_26491.p1
OG0001164	XM_001586609.1.p1	lcl|NC_030989.1_cds_XP_018239129.1_10204.p1
OG0001165	XM_001590535.1.p1	lcl|NC_030994.1_cds_XP_018246258.1_19325.p1
OG0001166	XM_001590617.1.p1	lcl|NC_030995.1_cds_XP_018249518.1_21202.p1
OG0001168	XM_001595545.1.p1	lcl|NC_030992.1_cds_XP_018248083.1_16213.p1
OG0001170	XM_001598862.1.p1	lcl|NC_030995.1_cds_XP_018252926.1_20677.p1
OG0001171	XM_001597826.1.p1	lcl|NC_030989.1_cds_XP_018243888.1_8837.p1
OG0001172	XM_001592471.1.p1	lcl|NC_030998.1_cds_XP_018257627.1_25040.p1, lcl|NC_030989.1_cds_XP_018238884.1_9959.p1, lcl|NC_030991.1_cds_XP_018244370.1_13407.p1, lcl|NC_030995.1_cds_XP_018258178.1_22048.p1
OG0001173	XM_001598301.1.p1	lcl|NC_030990.1_cds_XP_018235284.1_12184.p1
OG0001174	XM_001586495.1.p1	lcl|NC_030994.1_cds_XP_018246612.1_19679.p1, lcl|NC_030991.1_cds_XP_018258014.1_14403.p1, lcl|NC_030999.1_cds_XP_018257312.1_25579.p1, lcl|NC_030988.1_cds_XP_018251967.1_6545.p1, lcl|NC_030999.1_cds_XP_018253981.1_25407.p1, lcl|NC_030999.1_cds_XP_018258509.1_25544.p1, lcl|NC_030986.1_cds_XP_018255600.1_3451.p1
OG0001176	XM_001594407.1.p1	lcl|NC_030986.1_cds_XP_018231794.1_1036.p1
