Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Ustilago_maydis_rna_prot
OG0001578	XM_001594733.1.p1	XM_011391662.1.p1
OG0001579	XM_001596911.1.p1	XM_011390305.1.p1
OG0001580	XM_001597546.1.p1, XM_001588446.1.p1	XM_011388240.1.p1
OG0001581	XM_001592716.1.p1	XM_011392660.1.p1
OG0001582	XM_001585389.1.p1, XM_001585619.1.p1	XM_011393131.1.p1
OG0001583	XM_001590383.1.p1	XM_011389911.1.p1
OG0001584	XM_001592184.1.p1	XM_011388039.1.p1
OG0001585	XM_001591668.1.p1	XM_011393196.1.p1
OG0001587	XM_001584989.1.p1	XM_011391414.1.p1
OG0001590	XM_001586317.1.p1	XM_011394451.1.p1
OG0001591	XM_001588337.1.p1	XM_011391211.1.p1
OG0001592	XM_001591465.1.p1	XM_011388651.1.p1
OG0001593	XM_001589357.1.p1	XM_011390731.1.p1
OG0001594	XM_001597642.1.p1	XM_011394042.1.p1
OG0001596	XM_001597634.1.p1	XM_011387890.1.p1
OG0001598	XM_001593169.1.p1	XM_011390352.1.p1
OG0001599	XM_001595351.1.p1	XM_011394359.1.p1
OG0001600	XM_001590984.1.p1	XM_011389796.1.p1
OG0001601	XM_001592341.1.p1	XM_011392055.1.p1, XM_011391081.1.p1
OG0001602	XM_001584934.1.p1	XM_011388524.1.p1
OG0001603	XM_001584607.1.p1	XM_011391467.1.p1
OG0001604	XM_001587107.1.p1	XM_011390127.1.p1
OG0001605	XM_001585121.1.p1	XM_011391089.1.p1
OG0001607	XM_001597097.1.p1	XM_011392483.1.p1
OG0001608	XM_001591914.1.p1	XM_011388435.1.p1
OG0001609	XM_001590202.1.p1	XM_011390885.1.p1
OG0001610	XM_001593541.1.p1	XM_011391501.1.p1
OG0001611	XM_001587790.1.p1	XM_011390821.1.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	XM_011389997.1.p1
OG0001614	XM_001585306.1.p1	XM_011392809.1.p1
OG0001615	XM_001584605.1.p1	XM_011389380.1.p1
OG0001616	XM_001594984.1.p1	XM_011388178.1.p1
OG0001617	XM_001597285.1.p1	XM_011392470.1.p1
OG0001618	XM_001589352.1.p1	XM_011392410.1.p1
OG0001619	XM_001587176.1.p1	XM_011392955.1.p1
OG0001620	XM_001597684.1.p1	XM_011391646.1.p1
OG0001622	XM_001585761.1.p1	XM_011391391.1.p1
OG0001623	XM_001597189.1.p1	XM_011393828.1.p1
OG0001624	XM_001584840.1.p1	XM_011390793.1.p1
OG0001627	XM_001598735.1.p1	XM_011392727.1.p1
OG0001628	XM_001590916.1.p1	XM_011390362.1.p1
OG0001629	XM_001596143.1.p1	XM_011392447.1.p1
OG0001631	XM_001588224.1.p1	XM_011390079.1.p1
OG0001632	XM_001588154.1.p1	XM_011393128.1.p1
OG0001633	XM_001597348.1.p1	XM_011392193.1.p1
OG0001634	XM_001590949.1.p1	XM_011393046.1.p1
OG0001635	XM_001594583.1.p1	XM_011389263.1.p1
OG0001636	XM_001591692.1.p1	XM_011391947.1.p1
OG0001638	XM_001593822.1.p1	XM_011394100.1.p1
OG0001639	XM_001589214.1.p1	XM_011387892.1.p1
OG0001640	XM_001590005.1.p1	XM_011391654.1.p1, XM_011393033.1.p1
OG0001641	XM_001597680.1.p1	XM_011391153.1.p1
OG0001642	XM_001595175.1.p1	XM_011393606.1.p1
OG0001643	XM_001594880.1.p1	XM_011390759.1.p1
OG0001644	XM_001592354.1.p1	XM_011387811.1.p1
OG0001645	XM_001591061.1.p1	XM_011393822.1.p1
OG0001646	XM_001595519.1.p1	XM_011392168.1.p1
OG0001648	XM_001589622.1.p1	XM_011391870.1.p1
OG0001649	XM_001589054.1.p1	XM_011388050.1.p1
OG0001650	XM_001586535.1.p1	XM_011389882.1.p1
OG0001651	XM_001587633.1.p1	XM_011392499.1.p1
OG0001652	XM_001596506.1.p1, XM_001585745.1.p1	XM_011393586.1.p1
OG0001653	XM_001588927.1.p1	XM_011394454.1.p1
OG0001654	XM_001595760.1.p1, XM_001590965.1.p1, XM_001588164.1.p1	XM_011393875.1.p1
OG0001655	XM_001593345.1.p1	XM_011387689.1.p1, XM_011387947.1.p1
OG0001656	XM_001593479.1.p1, XM_001590149.1.p1	XM_011391389.1.p1
OG0001657	XM_001585417.1.p1	XM_011388491.1.p1
OG0001658	XM_001589660.1.p1	XM_011388553.1.p1
OG0001660	XM_001588943.1.p1	XM_011391982.1.p1
OG0001661	XM_001593670.1.p1	XM_011392843.1.p1
OG0001663	XM_001595755.1.p1	XM_011391522.1.p1
OG0001664	XM_001595822.1.p1	XM_011392529.1.p1
OG0001665	XM_001586803.1.p1	XM_011394191.1.p1
OG0001666	XM_001598872.1.p1	XM_011393559.1.p1
OG0001667	XM_001592467.1.p1	XM_011393526.1.p1
OG0001668	XM_001593029.1.p1	XM_011389968.1.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	XM_011393106.1.p1
OG0001670	XM_001588398.1.p1	XM_011389312.1.p1
OG0001671	XM_001598414.1.p1	XM_011388611.1.p1
OG0001672	XM_001597380.1.p1	XM_011393198.1.p1
OG0001673	XM_001597675.1.p1	XM_011388462.1.p1
OG0001674	XM_001592252.1.p1	XM_011390371.1.p1
OG0001675	XM_001596085.1.p1	XM_011392726.1.p1
OG0001676	XM_001592934.1.p1	XM_011391632.1.p1
OG0001677	XM_001585703.1.p1, XM_001585846.1.p1	XM_011389133.1.p1
OG0001678	XM_001587393.1.p1	XM_011393341.1.p1
OG0001679	XM_001588168.1.p1	XM_011390091.1.p1
OG0001681	XM_001593299.1.p1	XM_011392927.1.p1
OG0001682	XM_001586639.1.p1	XM_011391380.1.p1
OG0001683	XM_001595338.1.p1	XM_011392361.1.p1
OG0001685	XM_001592409.1.p1	XM_011394394.1.p1
OG0001686	XM_001585532.1.p1	XM_011388672.1.p1
OG0001687	XM_001598229.1.p1	XM_011388361.1.p1
OG0001690	XM_001585778.1.p1	XM_011389484.1.p1
OG0001691	XM_001588440.1.p1	XM_011392896.1.p1
OG0001692	XM_001584910.1.p1	XM_011391478.1.p1
OG0001693	XM_001591043.1.p1	XM_011387842.1.p1
OG0001694	XM_001596686.1.p1	XM_011390545.1.p1
OG0001695	XM_001594204.1.p1	XM_011392923.1.p1
OG0001696	XM_001593962.1.p1	XM_011394007.1.p1
OG0001697	XM_001589617.1.p1	XM_011394390.1.p1
OG0001698	XM_001597629.1.p1	XM_011389687.1.p1
OG0001699	XM_001589149.1.p1	XM_011387942.1.p1
OG0001700	XM_001598246.1.p1	XM_011390286.1.p1
OG0001701	XM_001591929.1.p1	XM_011388076.1.p1, XM_011387714.1.p1
OG0001702	XM_001587596.1.p1	XM_011393213.1.p1, XM_011393211.1.p1, XM_011394149.1.p1
OG0001703	XM_001595758.1.p1	XM_011393466.1.p1
OG0001704	XM_001591634.1.p1	XM_011391553.1.p1
OG0001705	XM_001595225.1.p1	XM_011391433.1.p1
OG0001707	XM_001596871.1.p1	XM_011393747.1.p1
OG0001722	XM_001586788.1.p1	XM_011387872.1.p1
OG0001723	XM_001594657.1.p1	XM_011389459.1.p1
OG0001724	XM_001590840.1.p1	XM_011391250.1.p1
OG0001728	XM_001590382.1.p1	XM_011388616.1.p1
OG0001729	XM_001587382.1.p1	XM_011391315.1.p1
OG0001730	XM_001588187.1.p1	XM_011390077.1.p1
OG0001731	XM_001591843.1.p1	XM_011389836.1.p1
OG0001732	XM_001585968.1.p1	XM_011391056.1.p1
OG0001733	XM_001596326.1.p1	XM_011393862.1.p1
OG0001734	XM_001589885.1.p1	XM_011392797.1.p1
OG0001735	XM_001589025.1.p1	XM_011388243.1.p1
OG0001736	XM_001596497.1.p1	XM_011388281.1.p1
OG0001737	XM_001596417.1.p1	XM_011393989.1.p1, XM_011392495.1.p1, XM_011388065.1.p1
OG0001738	XM_001587146.1.p1	XM_011392675.1.p1
OG0001739	XM_001593621.1.p1	XM_011388334.1.p1
OG0001740	XM_001591824.1.p1	XM_011394364.1.p1
OG0001741	XM_001587709.1.p1	XM_011391447.1.p1
OG0001742	XM_001592521.1.p1	XM_011389623.1.p1
OG0001743	XM_001586642.1.p1	XM_011390134.1.p1
OG0001744	XM_001594510.1.p1	XM_011392269.1.p1
OG0001745	XM_001592516.1.p1	XM_011390014.1.p1
OG0001746	XM_001596949.1.p1	XM_011391431.1.p1
OG0001747	XM_001590666.1.p1	XM_011390399.1.p1
OG0001748	XM_001589278.1.p1	XM_011389351.1.p1
OG0001749	XM_001597157.1.p1	XM_011391252.1.p1
OG0001750	XM_001587513.1.p1	XM_011393369.1.p1
OG0001751	XM_001590998.1.p1	XM_011393045.1.p1
OG0001753	XM_001598799.1.p1	XM_011393206.1.p1
OG0001754	XM_001590525.1.p1	XM_011390680.1.p1
OG0001755	XM_001593055.1.p1	XM_011390979.1.p1
OG0001756	XM_001592679.1.p1	XM_011390715.1.p1
OG0001757	XM_001593107.1.p1	XM_011389367.1.p1
OG0001758	XM_001586211.1.p1	XM_011388720.1.p1
OG0001759	XM_001586077.1.p1	XM_011391394.1.p1
OG0001760	XM_001594527.1.p1	XM_011388576.1.p1
OG0001761	XM_001595706.1.p1	XM_011394463.1.p1
OG0001762	XM_001598181.1.p1	XM_011393239.1.p1
OG0001764	XM_001596364.1.p1	XM_011390067.1.p1
OG0001765	XM_001590590.1.p1	XM_011389622.1.p1
OG0001766	XM_001590857.1.p1	XM_011388580.1.p1
OG0001767	XM_001586584.1.p1	XM_011388274.1.p1
OG0001768	XM_001597883.1.p1	XM_011392798.1.p1
OG0001769	XM_001591520.1.p1	XM_011394287.1.p1
OG0001770	XM_001590010.1.p1	XM_011391648.1.p1
OG0001771	XM_001590930.1.p1	XM_011393191.1.p1
OG0001772	XM_001590921.1.p1	XM_011393065.1.p1
OG0001773	XM_001596015.1.p1	XM_011389892.1.p1
OG0001774	XM_001592132.1.p1	XM_011393171.1.p1
OG0001775	XM_001598459.1.p1	XM_011394330.1.p1
OG0001776	XM_001591629.1.p1	XM_011390455.1.p1
OG0001777	XM_001584821.1.p1	XM_011390746.1.p1
OG0001778	XM_001588150.1.p1	XM_011393235.1.p1
OG0001779	XM_001595681.1.p1	XM_011388645.1.p1
OG0001780	XM_001588152.1.p1	XM_011387918.1.p1
OG0001781	XM_001590832.1.p1	XM_011390468.1.p1
OG0001782	XM_001591472.1.p1	XM_011391034.1.p1
OG0001783	XM_001598837.1.p1	XM_011390462.1.p1
OG0001784	XM_001598923.1.p1	XM_011394241.1.p1
OG0001785	XM_001598934.1.p1	XM_011393795.1.p1
OG0001786	XM_001595140.1.p1	XM_011392038.1.p1
OG0001787	XM_001597366.1.p1	XM_011391934.1.p1
OG0001788	XM_001590194.1.p1	XM_011390798.1.p1
OG0001789	XM_001588695.1.p1	XM_011389070.1.p1
OG0001790	XM_001587883.1.p1	XM_011393950.1.p1
OG0001791	XM_001593540.1.p1	XM_011393415.1.p1
OG0001792	XM_001594609.1.p1	XM_011391971.1.p1
OG0001793	XM_001594488.1.p1, XM_001595751.1.p1	XM_011393930.1.p1
OG0001794	XM_001592224.1.p1	XM_011391483.1.p1
OG0001795	XM_001594334.1.p1, XM_001596894.1.p1	XM_011393355.1.p1
OG0001796	XM_001592592.1.p1	XM_011392989.1.p1
OG0001797	XM_001594930.1.p1	XM_011391033.1.p1
OG0001798	XM_001588684.1.p1	XM_011393020.1.p1
OG0001799	XM_001597442.1.p1	XM_011393905.1.p1
OG0001800	XM_001596717.1.p1	XM_011393161.1.p1
OG0001801	XM_001590922.1.p1	XM_011392521.1.p1
OG0001802	XM_001590920.1.p1	XM_011393608.1.p1
OG0001803	XM_001593200.1.p1	XM_011394196.1.p1
OG0001804	XM_001595592.1.p1	XM_011392824.1.p1
OG0001805	XM_001587985.1.p1	XM_011392952.1.p1
OG0001806	XM_001596616.1.p1	XM_011394179.1.p1
OG0001807	XM_001597030.1.p1	XM_011393200.1.p1
OG0001808	XM_001586117.1.p1	XM_011392146.1.p1
OG0001809	XM_001594291.1.p1	XM_011392454.1.p1, XM_011388086.1.p1
OG0001811	XM_001588110.1.p1	XM_011393043.1.p1
OG0001812	XM_001591191.1.p1	XM_011389763.1.p1
OG0001813	XM_001592623.1.p1	XM_011394144.1.p1
OG0001814	XM_001596833.1.p1	XM_011394404.1.p1
OG0001815	XM_001586248.1.p1	XM_011392266.1.p1
OG0001816	XM_001585130.1.p1	XM_011394114.1.p1
OG0001817	XM_001589814.1.p1	XM_011392949.1.p1
OG0001818	XM_001597638.1.p1	XM_011389193.1.p1
OG0001819	XM_001591447.1.p1	XM_011388307.1.p1
OG0001820	XM_001595800.1.p1	XM_011392744.1.p1
OG0001821	XM_001595579.1.p1	XM_011389676.1.p1
OG0001823	XM_001588186.1.p1	XM_011389427.1.p1
OG0001824	XM_001587806.1.p1	XM_011388532.1.p1
OG0001825	XM_001595217.1.p1	XM_011389601.1.p1
OG0001827	XM_001593698.1.p1	XM_011388436.1.p1
OG0001828	XM_001585103.1.p1	XM_011391981.1.p1
OG0001830	XM_001585900.1.p1	XM_011391689.1.p1
OG0001831	XM_001592314.1.p1	XM_011393831.1.p1
OG0001832	XM_001597841.1.p1	XM_011393895.1.p1
OG0001833	XM_001594152.1.p1	XM_011389549.1.p1
OG0001834	XM_001589838.1.p1	XM_011387848.1.p1
OG0001835	XM_001591194.1.p1	XM_011390663.1.p1
OG0001836	XM_001597475.1.p1	XM_011392484.1.p1
OG0001837	XM_001587327.1.p1	XM_011390772.1.p1
OG0001838	XM_001589014.1.p1	XM_011390156.1.p1
OG0001840	XM_001589942.1.p1	XM_011390687.1.p1
OG0001841	XM_001584880.1.p1	XM_011394253.1.p1
OG0001842	XM_001594666.1.p1	XM_011388954.1.p1
OG0001844	XM_001590509.1.p1	XM_011393917.1.p1
OG0001845	XM_001589982.1.p1	XM_011390229.1.p1
OG0001846	XM_001596454.1.p1	XM_011391593.1.p1
OG0001847	XM_001594103.1.p1	XM_011391564.1.p1
OG0001848	XM_001593509.1.p1	XM_011394379.1.p1
OG0001849	XM_001594036.1.p1, XM_001593831.1.p1	XM_011389384.1.p1
OG0001850	XM_001586794.1.p1	XM_011391992.1.p1
OG0001851	XM_001586923.1.p1	XM_011388923.1.p1
OG0001852	XM_001586886.1.p1	XM_011388380.1.p1
OG0001853	XM_001585928.1.p1	XM_011389322.1.p1
OG0001854	XM_001590829.1.p1	XM_011387688.1.p1
OG0001855	XM_001589062.1.p1	XM_011392118.1.p1
OG0001856	XM_001588810.1.p1	XM_011389864.1.p1, XM_011389863.1.p1
OG0001857	XM_001597917.1.p1	XM_011387790.1.p1
OG0001858	XM_001595648.1.p1	XM_011388396.1.p1
OG0001859	XM_001592548.1.p1	XM_011388814.1.p1
OG0001860	XM_001596630.1.p1	XM_011387903.1.p1
OG0001861	XM_001594433.1.p1	XM_011391642.1.p1
OG0001862	XM_001598227.1.p1	XM_011391641.1.p1
OG0001863	XM_001590791.1.p1	XM_011391973.1.p1
OG0001864	XM_001591521.1.p1	XM_011389107.1.p1
OG0001865	XM_001584801.1.p1	XM_011394093.1.p1
OG0001866	XM_001585049.1.p1	XM_011389151.1.p1
OG0001867	XM_001596867.1.p1, XM_001594818.1.p1	XM_011390042.1.p1
OG0001868	XM_001594374.1.p1	XM_011389775.1.p1
OG0001869	XM_001585799.1.p1	XM_011388782.1.p1
OG0001870	XM_001592420.1.p1	XM_011388827.1.p1
OG0001871	XM_001593531.1.p1	XM_011390307.1.p1
OG0001872	XM_001598490.1.p1	XM_011388330.1.p1
OG0001873	XM_001592991.1.p1	XM_011388139.1.p1
OG0001875	XM_001588708.1.p1	XM_011392228.1.p1
OG0001876	XM_001592238.1.p1	XM_011390590.1.p1
OG0001877	XM_001594162.1.p1	XM_011392087.1.p1
OG0001878	XM_001590659.1.p1	XM_011391265.1.p1
OG0001879	XM_001589618.1.p1	XM_011392408.1.p1
OG0001880	XM_001595660.1.p1	XM_011393347.1.p1
OG0001881	XM_001593122.1.p1	XM_011393872.1.p1
OG0001882	XM_001586796.1.p1, XM_001595944.1.p1	XM_011392252.1.p1
OG0001883	XM_001589201.1.p1	XM_011390691.1.p1
OG0001884	XM_001596916.1.p1	XM_011392056.1.p1
OG0001885	XM_001597820.1.p1	XM_011388667.1.p1
OG0001886	XM_001598473.1.p1	XM_011388022.1.p1
OG0001887	XM_001590264.1.p1	XM_011388089.1.p1
OG0001888	XM_001596012.1.p1	XM_011392811.1.p1
OG0001889	XM_001595935.1.p1	XM_011390479.1.p1
OG0001890	XM_001588390.1.p1	XM_011394300.1.p1
OG0001891	XM_001593041.1.p1	XM_011390136.1.p1
OG0001892	XM_001592787.1.p1	XM_011391104.1.p1
OG0001893	XM_001587267.1.p1	XM_011390374.1.p1
OG0001894	XM_001588986.1.p1	XM_011394316.1.p1
OG0001895	XM_001590911.1.p1	XM_011388333.1.p1
OG0001896	XM_001597392.1.p1	XM_011394173.1.p1
OG0001898	XM_001593311.1.p1	XM_011394072.1.p1
OG0001902	XM_001593736.1.p1	XM_011389289.1.p1
OG0001903	XM_001592059.1.p1	XM_011392619.1.p1
OG0001905	XM_001592700.1.p1	XM_011391251.1.p1
OG0001906	XM_001589662.1.p1	XM_011388270.1.p1
OG0001907	XM_001593996.1.p1	XM_011387924.1.p1
OG0001908	XM_001593415.1.p1	XM_011388294.1.p1
OG0001909	XM_001593623.1.p1	XM_011390428.1.p1
OG0001911	XM_001589314.1.p1	XM_011394094.1.p1
OG0001912	XM_001586839.1.p1	XM_011392773.1.p1
OG0001913	XM_001587731.1.p1	XM_011391239.1.p1
OG0001914	XM_001593298.1.p1	XM_011387841.1.p1
OG0001916	XM_001586854.1.p1	XM_011388686.1.p1
OG0001917	XM_001590908.1.p1	XM_011388017.1.p1
OG0001918	XM_001590387.1.p1	XM_011390562.1.p1
OG0001919	XM_001590115.1.p1	XM_011387798.1.p1
OG0001920	XM_001591029.1.p1	XM_011392205.1.p1
OG0001921	XM_001595343.1.p1	XM_011388196.1.p1
OG0001922	XM_001586175.1.p1	XM_011391993.1.p1
OG0001923	XM_001592396.1.p1	XM_011392131.1.p1
OG0001924	XM_001584617.1.p1	XM_011388405.1.p1
OG0001925	XM_001589406.1.p1	XM_011392153.1.p1
OG0001926	XM_001584509.1.p1	XM_011392296.1.p1
OG0001927	XM_001586446.1.p1	XM_011392048.1.p1
OG0001929	XM_001591408.1.p1	XM_011389770.1.p1
OG0001930	XM_001591632.1.p1	XM_011393193.1.p1
OG0001931	XM_001592168.1.p1	XM_011388685.1.p1
OG0001932	XM_001597284.1.p1	XM_011390504.1.p1
OG0001933	XM_001597286.1.p1	XM_011392335.1.p1
OG0001934	XM_001596926.1.p1	XM_011393500.1.p1
OG0001935	XM_001592593.1.p1	XM_011389678.1.p1
OG0001936	XM_001587296.1.p1, XM_001594563.1.p1	XM_011394305.1.p1
OG0001937	XM_001596027.1.p1	XM_011389672.1.p1
OG0001939	XM_001593108.1.p1	XM_011389766.1.p1
OG0001940	XM_001594951.1.p1	XM_011388306.1.p1
OG0001941	XM_001593014.1.p1	XM_011388731.1.p1
OG0001942	XM_001589457.1.p1	XM_011392079.1.p1
OG0001943	XM_001590718.1.p1	XM_011388063.1.p1
OG0001944	XM_001589563.1.p1	XM_011388533.1.p1
OG0001945	XM_001591844.1.p1	XM_011388326.1.p1
OG0001946	XM_001590101.1.p1	XM_011391856.1.p1
OG0001947	XM_001584666.1.p1	XM_011389354.1.p1
OG0001948	XM_001593863.1.p1	XM_011394265.1.p1
OG0001949	XM_001589052.1.p1	XM_011389094.1.p1
OG0001950	XM_001589070.1.p1	XM_011393899.1.p1
OG0001951	XM_001590973.1.p1	XM_011390782.1.p1
OG0001952	XM_001596948.1.p1	XM_011391890.1.p1
OG0001953	XM_001598721.1.p1	XM_011387710.1.p1
OG0001954	XM_001592673.1.p1	XM_011389956.1.p1
OG0001955	XM_001589327.1.p1	XM_011388432.1.p1
OG0001956	XM_001594296.1.p1	XM_011389966.1.p1
OG0001957	XM_001595336.1.p1	XM_011389569.1.p1
OG0001958	XM_001598033.1.p1	XM_011393748.1.p1
OG0001959	XM_001587462.1.p1	XM_011389222.1.p1
OG0001960	XM_001590817.1.p1	XM_011389946.1.p1
OG0001961	XM_001590618.1.p1	XM_011392346.1.p1
OG0001962	XM_001598444.1.p1	XM_011392331.1.p1
OG0001963	XM_001585664.1.p1	XM_011392024.1.p1
OG0001964	XM_001597866.1.p1	XM_011394065.1.p1
OG0001965	XM_001595936.1.p1	XM_011392031.1.p1
OG0001966	XM_001591474.1.p1	XM_011388217.1.p1
OG0001967	XM_001586605.1.p1	XM_011387791.1.p1, XM_011388597.1.p1
OG0001968	XM_001591512.1.p1	XM_011392793.1.p1
OG0001969	XM_001589930.1.p1	XM_011390932.1.p1
OG0001970	XM_001593043.1.p1	XM_011392033.1.p1
OG0001971	XM_001596203.1.p1	XM_011390739.1.p1
OG0001972	XM_001597359.1.p1	XM_011390613.1.p1
OG0001973	XM_001596622.1.p1	XM_011391038.1.p1
OG0001974	XM_001588784.1.p1	XM_011390036.1.p1
OG0001975	XM_001593765.1.p1	XM_011388389.1.p1
OG0001977	XM_001589100.1.p1	XM_011391364.1.p1
OG0001978	XM_001595991.1.p1	XM_011388856.1.p1
OG0001979	XM_001587346.1.p1	XM_011389055.1.p1
OG0001980	XM_001595208.1.p1	XM_011389719.1.p1
OG0001981	XM_001586295.1.p1	XM_011390153.1.p1
OG0001982	XM_001585489.1.p1	XM_011389086.1.p1
OG0001983	XM_001587797.1.p1	XM_011389768.1.p1
OG0001984	XM_001596302.1.p1	XM_011391747.1.p1
OG0001985	XM_001591812.1.p1	XM_011387788.1.p1
OG0001986	XM_001585852.1.p1	XM_011387866.1.p1
OG0001987	XM_001586943.1.p1	XM_011391655.1.p1
OG0001988	XM_001591278.1.p1	XM_011388723.1.p1
OG0001989	XM_001585907.1.p1	XM_011388862.1.p1
OG0001990	XM_001597971.1.p1	XM_011394272.1.p1
OG0001991	XM_001585102.1.p1	XM_011392822.1.p1
OG0001992	XM_001591707.1.p1	XM_011391141.1.p1
OG0001993	XM_001586719.1.p1	XM_011391101.1.p1
OG0001994	XM_001596952.1.p1	XM_011394005.1.p1
OG0001995	XM_001596687.1.p1	XM_011394183.1.p1
OG0001996	XM_001592027.1.p1	XM_011387879.1.p1
OG0001997	XM_001595900.1.p1	XM_011391217.1.p1
OG0001998	XM_001590545.1.p1	XM_011387923.1.p1
OG0001999	XM_001597790.1.p1	XM_011391930.1.p1
OG0002000	XM_001598297.1.p1	XM_011388212.1.p1
OG0002001	XM_001597034.1.p1	XM_011389329.1.p1
OG0002002	XM_001588889.1.p1	XM_011393186.1.p1
OG0002003	XM_001590376.1.p1	XM_011387761.1.p1
OG0002004	XM_001585279.1.p1	XM_011387850.1.p1
OG0002005	XM_001591723.1.p1	XM_011388985.1.p1
OG0002006	XM_001594678.1.p1	XM_011393349.1.p1
OG0002007	XM_001588209.1.p1	XM_011391743.1.p1
OG0002008	XM_001587133.1.p1	XM_011390833.1.p1
OG0002009	XM_001586907.1.p1	XM_011388094.1.p1
OG0002010	XM_001592527.1.p1	XM_011390518.1.p1
OG0002011	XM_001591489.1.p1	XM_011387930.1.p1
OG0002012	XM_001589774.1.p1	XM_011391618.1.p1
OG0002013	XM_001589276.1.p1	XM_011391411.1.p1
OG0002016	XM_001597788.1.p1	XM_011389099.1.p1
OG0002017	XM_001595237.1.p1, XM_001595236.1.p1	XM_011390131.1.p1
OG0002018	XM_001594980.1.p1, XM_001594979.1.p1	XM_011392449.1.p1
OG0002019	XM_001597612.1.p1	XM_011393050.1.p1
OG0002020	XM_001595551.1.p1	XM_011390142.1.p1
OG0002021	XM_001590929.1.p1	XM_011392057.1.p1
OG0002022	XM_001588574.1.p1	XM_011390993.1.p1
OG0002023	XM_001590816.1.p1	XM_011391026.1.p1
OG0002024	XM_001585897.1.p1	XM_011392861.1.p1
OG0002025	XM_001596731.1.p1	XM_011387940.1.p1
OG0002026	XM_001596602.1.p1	XM_011389062.1.p1
OG0002027	XM_001591972.1.p1	XM_011390052.1.p1
OG0002028	XM_001585390.1.p1	XM_011389799.1.p1
OG0002029	XM_001593351.1.p1	XM_011389646.1.p1
OG0002049	XM_001591195.1.p1	XM_011393763.1.p1
OG0002050	XM_001598786.1.p1	XM_011392041.1.p1
OG0002051	XM_001587148.1.p1	XM_011393044.1.p1
OG0002053	XM_001586551.1.p1	XM_011391980.1.p1
OG0002054	XM_001597361.1.p1	XM_011388772.1.p1
OG0002055	XM_001596816.1.p1	XM_011389877.1.p1
OG0002056	XM_001594658.1.p1	XM_011391643.1.p1
OG0002057	XM_001586017.1.p1	XM_011390928.1.p1
OG0002058	XM_001586539.1.p1	XM_011387883.1.p1
OG0002059	XM_001590121.1.p1	XM_011393144.1.p1
OG0002060	XM_001597962.1.p1	XM_011390004.1.p1
OG0002061	XM_001592902.1.p1	XM_011390082.1.p1
OG0002062	XM_001595752.1.p1	XM_011390287.1.p1
OG0002063	XM_001598100.1.p1	XM_011392000.1.p1
OG0002064	XM_001596820.1.p1	XM_011389973.1.p1
OG0002065	XM_001596742.1.p1	XM_011392889.1.p1
OG0002066	XM_001596610.1.p1	XM_011390828.1.p1
OG0002067	XM_001586877.1.p1	XM_011393438.1.p1
OG0002068	XM_001594963.1.p1	XM_011394285.1.p1
OG0002069	XM_001587722.1.p1	XM_011388894.1.p1
OG0002070	XM_001594154.1.p1	XM_011392960.1.p1
OG0002071	XM_001596446.1.p1	XM_011391756.1.p1
OG0002072	XM_001585949.1.p1	XM_011388863.1.p1
OG0002073	XM_001585276.1.p1	XM_011392387.1.p1
OG0002074	XM_001589902.1.p1	XM_011392742.1.p1
OG0002075	XM_001594360.1.p1	XM_011388461.1.p1
OG0002076	XM_001585877.1.p1	XM_011387730.1.p1
OG0002077	XM_001589887.1.p1	XM_011390183.1.p1
OG0002078	XM_001591720.1.p1	XM_011392808.1.p1
OG0002080	XM_001593699.1.p1	XM_011390349.1.p1
OG0002081	XM_001588894.1.p1	XM_011388130.1.p1
OG0002083	XM_001593868.1.p1	XM_011391684.1.p1
OG0002084	XM_001588553.1.p1	XM_011392461.1.p1
OG0002085	XM_001587134.1.p1	XM_011390666.1.p1
OG0002086	XM_001590939.1.p1	XM_011393313.1.p1
OG0002087	XM_001586735.1.p1	XM_011393480.1.p1
OG0002088	XM_001586514.1.p1	XM_011391456.1.p1
OG0002089	XM_001592270.1.p1	XM_011388175.1.p1
OG0002090	XM_001594354.1.p1	XM_011391563.1.p1
OG0002091	XM_001586935.1.p1	XM_011393564.1.p1
OG0002092	XM_001595172.1.p1	XM_011393427.1.p1
OG0002093	XM_001591626.1.p1	XM_011391189.1.p1
OG0002094	XM_001587490.1.p1	XM_011391122.1.p1
OG0002095	XM_001592278.1.p1, XM_001587586.1.p1	XM_011390061.1.p1
OG0002096	XM_001598383.1.p1	XM_011390699.1.p1
OG0002097	XM_001598488.1.p1	XM_011390056.1.p1
OG0002098	XM_001591197.1.p1	XM_011388916.1.p1
OG0002099	XM_001597283.1.p1	XM_011388125.1.p1
OG0002101	XM_001595627.1.p1	XM_011387955.1.p1
OG0002102	XM_001591028.1.p1	XM_011393653.1.p1
OG0002103	XM_001597714.1.p1	XM_011391427.1.p1
OG0002104	XM_001595210.1.p1	XM_011390533.1.p1
OG0002105	XM_001589834.1.p1	XM_011392340.1.p1
OG0002106	XM_001597055.1.p1	XM_011390260.1.p1
OG0002107	XM_001586115.1.p1	XM_011393290.1.p1
OG0002108	XM_001597387.1.p1, XM_001598671.1.p1	XM_011387751.1.p1
OG0002109	XM_001596958.1.p1	XM_011390848.1.p1
OG0002111	XM_001592325.1.p1	XM_011393762.1.p1
OG0002112	XM_001587203.1.p1	XM_011392554.1.p1
