Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Hyaloperonospora_brassicae_cds_prot
OG0001203	XM_001595223.1.p1	lcl|CANTFL010001448.1_cds_CAI5741135.1_8812.p1
OG0001204	XM_001587531.1.p1	lcl|CANTFL010001254.1_cds_CAI5735101.1_6712.p1
OG0001205	XM_001597608.1.p1	lcl|CANTFL010001231.1_cds_CAI5734489.1_6506.p1
OG0001206	XM_001590495.1.p1	lcl|CANTFL010000144.1_cds_CAI5715447.1_1514.p1, lcl|CANTFL010000234.1_cds_CAI5719406.1_2313.p1
OG0001207	XM_001598174.1.p1	lcl|CANTFL010001465.1_cds_CAI5742252.1_9360.p1
OG0001208	XM_001585675.1.p1	lcl|CANTFL010000090.1_cds_CAI5713678.1_1154.p1, lcl|CANTFL010000138.1_cds_CAI5715013.1_1425.p1, lcl|CANTFL010001180.1_cds_CAI5732566.1_5841.p1
OG0001209	XM_001584711.1.p1	lcl|CANTFL010000174.1_cds_CAI5717095.1_1848.p1, lcl|CANTFL010000174.1_cds_CAI5717090.1_1849.p1, lcl|CANTFL010000086.1_cds_CAI5712144.1_838.p1
OG0001210	XM_001593130.1.p1	lcl|CANTFL010000076.1_cds_CAI5710929.1_601.p1, lcl|CANTFL010000076.1_cds_CAI5710937.1_603.p1
OG0001211	XM_001597698.1.p1	lcl|CANTFL010000144.1_cds_CAI5715341.1_1492.p1, lcl|CANTFL010001109.1_cds_CAI5731651.1_5530.p1
OG0001213	XM_001586026.1.p1	lcl|CANTFL010000122.1_cds_CAI5714343.1_1291.p1
OG0001214	XM_001594629.1.p1	lcl|CANTFL010000226.1_cds_CAI5719072.1_2247.p1
OG0001215	XM_001598435.1.p1	lcl|CANTFL010001426.1_cds_CAI5739535.1_8252.p1, lcl|CANTFL010000591.1_cds_CAI5725211.1_3730.p1
OG0001216	XM_001587846.1.p1	lcl|CANTFL010001451.1_cds_CAI5741588.1_9007.p1
OG0001218	XM_001585042.1.p1	lcl|CANTFL010000668.1_cds_CAI5726711.1_4116.p1
OG0001219	XM_001598205.1.p1	lcl|CANTFL010000832.1_cds_CAI5728072.1_4461.p1
OG0001220	XM_001598294.1.p1, XM_001590652.1.p1	lcl|CANTFL010001484.1_cds_CAI5743059.1_9785.p1
OG0001222	XM_001586044.1.p1	lcl|CANTFL010000073.1_cds_CAI5710844.1_584.p1
OG0001223	XM_001596735.1.p1	lcl|CANTFL010001444.1_cds_CAI5740131.1_8461.p1, lcl|CANTFL010000136.1_cds_CAI5714530.1_1327.p1, lcl|CANTFL010001148.1_cds_CAI5732255.1_5736.p1, lcl|CANTFL010001468.1_cds_CAI5742456.1_9468.p1
OG0001224	XM_001591829.1.p1	lcl|CANTFL010000086.1_cds_CAI5711592.1_725.p1
OG0001227	XM_001598832.1.p1	lcl|CANTFL010000375.1_cds_CAI5721460.1_2779.p1
OG0001241	XM_001591997.1.p1	lcl|CANTFL010001416.1_cds_CAI5739361.1_8193.p1
OG0001244	XM_001587402.1.p1	lcl|CANTFL010001244.1_cds_CAI5734698.1_6573.p1
OG0001246	XM_001596306.1.p1	lcl|CANTFL010001198.1_cds_CAI5733388.1_6126.p1
OG0001248	XM_001597052.1.p1	lcl|CANTFL010001448.1_cds_CAI5741192.1_8832.p1, lcl|CANTFL010001448.1_cds_CAI5741200.1_8835.p1, lcl|CANTFL010001448.1_cds_CAI5741203.1_8836.p1
OG0001250	XM_001585219.1.p1	lcl|CANTFL010000810.1_cds_CAI5727932.1_4424.p1
OG0001252	XM_001589710.1.p1	lcl|CANTFL010001449.1_cds_CAI5741372.1_8897.p1
OG0001253	XM_001594361.1.p1	lcl|CANTFL010000921.1_cds_CAI5728687.1_4615.p1
OG0001255	XM_001585594.1.p1	lcl|CANTFL010001287.1_cds_CAI5735746.1_6936.p1, lcl|CANTFL010000165.1_cds_CAI5716564.1_1741.p1, lcl|CANTFL010001449.1_cds_CAI5741342.1_8882.p1
OG0001257	XM_001594378.1.p1	lcl|CANTFL010000665.1_cds_CAI5726543.1_4069.p1, lcl|CANTFL010000173.1_cds_CAI5716974.1_1826.p1
OG0001258	XM_001592670.1.p1	lcl|CANTFL010001403.1_cds_CAI5738895.1_8029.p1, lcl|CANTFL010001335.1_cds_CAI5737485.1_7543.p1
OG0001259	XM_001587500.1.p1, XM_001595026.1.p1	lcl|CANTFL010000042.1_cds_CAI5709930.1_398.p1
OG0001260	XM_001591210.1.p1	lcl|CANTFL010001411.1_cds_CAI5739174.1_8125.p1
OG0001261	XM_001592688.1.p1	lcl|CANTFL010000987.1_cds_CAI5729327.1_4780.p1, lcl|CANTFL010000144.1_cds_CAI5715452.1_1515.p1
OG0001262	XM_001584906.1.p1, XM_001592747.1.p1	lcl|CANTFL010000057.1_cds_CAI5710270.1_468.p1
OG0001263	XM_001593392.1.p1	lcl|CANTFL010000541.1_cds_CAI5724033.1_3434.p1
OG0001266	XM_001594795.1.p1	lcl|CANTFL010001000.1_cds_CAI5729637.1_4859.p1, lcl|CANTFL010000255.1_cds_CAI5720073.1_2446.p1
OG0001267	XM_001593062.1.p1	lcl|CANTFL010000570.1_cds_CAI5724905.1_3654.p1
OG0001268	XM_001595596.1.p1	lcl|CANTFL010001312.1_cds_CAI5736363.1_7155.p1
OG0001270	XM_001592691.1.p1	lcl|CANTFL010000289.1_cds_CAI5720523.1_2536.p1
OG0001271	XM_001587646.1.p1	lcl|CANTFL010001211.1_cds_CAI5734050.1_6353.p1, lcl|CANTFL010001446.1_cds_CAI5740761.1_8683.p1
OG0001272	XM_001592903.1.p1	lcl|CANTFL010000579.1_cds_CAI5725053.1_3691.p1
OG0001273	XM_001598707.1.p1	lcl|CANTFL010001403.1_cds_CAI5738939.1_8043.p1
OG0001275	XM_001588945.1.p1	lcl|CANTFL010001181.1_cds_CAI5732775.1_5914.p1, lcl|CANTFL010001352.1_cds_CAI5737949.1_7703.p1
OG0001276	XM_001596955.1.p1	lcl|CANTFL010000137.1_cds_CAI5714893.1_1400.p1
OG0001277	XM_001588770.1.p1	lcl|CANTFL010000617.1_cds_CAI5725753.1_3871.p1
OG0001278	XM_001597610.1.p1	lcl|CANTFL010000073.1_cds_CAI5710764.1_568.p1
OG0001279	XM_001591890.1.p1	lcl|CANTFL010000174.1_cds_CAI5717530.1_1940.p1, lcl|CANTFL010000226.1_cds_CAI5719076.1_2248.p1
OG0001280	XM_001586262.1.p1	lcl|CANTFL010001296.1_cds_CAI5735951.1_7004.p1
OG0001281	XM_001584702.1.p1	lcl|CANTFL010000971.1_cds_CAI5728993.1_4693.p1, lcl|CANTFL010000049.1_cds_CAI5710057.1_423.p1
OG0001282	XM_001595958.1.p1	lcl|CANTFL010001204.1_cds_CAI5733495.1_6161.p1
OG0001284	XM_001596034.1.p1	lcl|CANTFL010000987.1_cds_CAI5729366.1_4789.p1, lcl|CANTFL010000389.1_cds_CAI5721820.1_2868.p1, lcl|CANTFL010001446.1_cds_CAI5740864.1_8719.p1, lcl|CANTFL010000641.1_cds_CAI5726265.1_3999.p1, lcl|CANTFL010000873.1_cds_CAI5728435.1_4551.p1
OG0001285	XM_001585904.1.p1	lcl|CANTFL010001158.1_cds_CAI5732482.1_5814.p1, lcl|CANTFL010000080.1_cds_CAI5711429.1_702.p1, lcl|CANTFL010001223.1_cds_CAI5734397.1_6473.p1
OG0001286	XM_001585616.1.p1	lcl|CANTFL010001486.1_cds_CAI5743214.1_9867.p1
OG0001287	XM_001586319.1.p1	lcl|CANTFL010001487.1_cds_CAI5743278.1_9899.p1, lcl|CANTFL010000970.1_cds_CAI5728926.1_4676.p1
OG0001288	XM_001590210.1.p1	lcl|CANTFL010001009.1_cds_CAI5729873.1_4923.p1
OG0001290	XM_001588613.1.p1	lcl|CANTFL010001443.1_cds_CAI5740078.1_8445.p1
OG0001292	XM_001595039.1.p1	lcl|CANTFL010000668.1_cds_CAI5726703.1_4114.p1
OG0001293	XM_001592260.1.p1	lcl|CANTFL010001490.1_cds_CAI5743515.1_10023.p1
OG0001295	XM_001587939.1.p1	lcl|CANTFL010000599.1_cds_CAI5725309.1_3756.p1, lcl|CANTFL010001401.1_cds_CAI5738874.1_8022.p1, lcl|CANTFL010000479.1_cds_CAI5723431.1_3280.p1
OG0001296	XM_001585953.1.p1	lcl|CANTFL010000199.1_cds_CAI5718188.1_2072.p1
OG0001297	XM_001591937.1.p1	lcl|CANTFL010000672.1_cds_CAI5726747.1_4125.p1
OG0001299	XM_001596175.1.p1	lcl|CANTFL010000122.1_cds_CAI5714381.1_1299.p1
OG0001300	XM_001586937.1.p1	lcl|CANTFL010000665.1_cds_CAI5726580.1_4080.p1
OG0001302	XM_001593610.1.p1	lcl|CANTFL010000049.1_cds_CAI5710051.1_422.p1, lcl|CANTFL010001387.1_cds_CAI5738700.1_7963.p1, lcl|CANTFL010001387.1_cds_CAI5738697.1_7962.p1, lcl|CANTFL010001437.1_cds_CAI5739889.1_8378.p1
OG0001303	XM_001591817.1.p1	lcl|CANTFL010000122.1_cds_CAI5714269.1_1275.p1
OG0001304	XM_001591192.1.p1	lcl|CANTFL010000174.1_cds_CAI5717236.1_1879.p1, lcl|CANTFL010000174.1_cds_CAI5717249.1_1883.p1, lcl|CANTFL010000174.1_cds_CAI5717254.1_1882.p1
OG0001305	XM_001592167.1.p1	lcl|CANTFL010000080.1_cds_CAI5710973.1_609.p1
OG0001306	XM_001592155.1.p1	lcl|CANTFL010001455.1_cds_CAI5741909.1_9178.p1, lcl|CANTFL010001256.1_cds_CAI5735158.1_6731.p1
OG0001307	XM_001597316.1.p1	lcl|CANTFL010001210.1_cds_CAI5733734.1_6246.p1, lcl|CANTFL010001033.1_cds_CAI5730527.1_5142.p1, lcl|CANTFL010000763.1_cds_CAI5727575.1_4333.p1, lcl|CANTFL010001027.1_cds_CAI5730398.1_5092.p1
OG0001308	XM_001586167.1.p1	lcl|CANTFL010000106.1_cds_CAI5713898.1_1199.p1
OG0001309	XM_001594213.1.p1	lcl|CANTFL010001475.1_cds_CAI5742675.1_9584.p1
OG0001310	XM_001594188.1.p1	lcl|CANTFL010000126.1_cds_CAI5714460.1_1315.p1
OG0001313	XM_001584723.1.p1	lcl|CANTFL010001356.1_cds_CAI5738023.1_7728.p1, lcl|CANTFL010000148.1_cds_CAI5716074.1_1641.p1
OG0001314	XM_001587845.1.p1	lcl|CANTFL010001211.1_cds_CAI5734160.1_6392.p1, lcl|CANTFL010000006.1_cds_CAI5708334.1_69.p1
OG0001317	XM_001587842.1.p1	lcl|CANTFL010001444.1_cds_CAI5740227.1_8496.p1, lcl|CANTFL010001444.1_cds_CAI5740230.1_8495.p1
OG0001319	XM_001591640.1.p1	lcl|CANTFL010001141.1_cds_CAI5732164.1_5706.p1
OG0001320	XM_001587379.1.p1	lcl|CANTFL010001103.1_cds_CAI5731435.1_5458.p1, lcl|CANTFL010000665.1_cds_CAI5726468.1_4051.p1
OG0001322	XM_001585388.1.p1	lcl|CANTFL010001332.1_cds_CAI5737295.1_7479.p1, lcl|CANTFL010001238.1_cds_CAI5734634.1_6555.p1
OG0001324	XM_001594829.1.p1	lcl|CANTFL010001475.1_cds_CAI5742712.1_9603.p1, lcl|CANTFL010000608.1_cds_CAI5725653.1_3846.p1
OG0001326	XM_001592619.1.p1	lcl|CANTFL010000155.1_cds_CAI5716333.1_1694.p1
OG0001335	XM_001593152.1.p1	lcl|CANTFL010001193.1_cds_CAI5733292.1_6092.p1
OG0001337	XM_001586758.1.p1	lcl|CANTFL010000174.1_cds_CAI5717214.1_1874.p1, lcl|CANTFL010000272.1_cds_CAI5720321.1_2494.p1, lcl|CANTFL010000596.1_cds_CAI5725295.1_3752.p1
OG0001339	XM_001588334.1.p1	lcl|CANTFL010000545.1_cds_CAI5724067.1_3443.p1
OG0001340	XM_001585646.1.p1	lcl|CANTFL010001449.1_cds_CAI5741394.1_8909.p1, lcl|CANTFL010001373.1_cds_CAI5738444.1_7872.p1
OG0001341	XM_001585322.1.p1	lcl|CANTFL010000174.1_cds_CAI5717206.1_1872.p1
OG0001342	XM_001594850.1.p1	lcl|CANTFL010000641.1_cds_CAI5726154.1_3969.p1, lcl|CANTFL010000641.1_cds_CAI5726157.1_3970.p1
OG0001343	XM_001585832.1.p1	lcl|CANTFL010001480.1_cds_CAI5742881.1_9693.p1, lcl|CANTFL010001444.1_cds_CAI5740313.1_8524.p1, lcl|CANTFL010000665.1_cds_CAI5726547.1_4071.p1
OG0001345	XM_001594772.1.p1	lcl|CANTFL010001315.1_cds_CAI5736653.1_7253.p1, lcl|CANTFL010001455.1_cds_CAI5741907.1_9177.p1
OG0001348	XM_001587711.1.p1	lcl|CANTFL010001403.1_cds_CAI5739023.1_8075.p1
OG0001349	XM_001585733.1.p1	lcl|CANTFL010000981.1_cds_CAI5729246.1_4758.p1, lcl|CANTFL010000388.1_cds_CAI5721625.1_2819.p1
OG0001350	XM_001594034.1.p1	lcl|CANTFL010001487.1_cds_CAI5743258.1_9889.p1
OG0001351	XM_001587708.1.p1	lcl|CANTFL010001332.1_cds_CAI5737204.1_7447.p1
OG0001352	XM_001586665.1.p1	lcl|CANTFL010000579.1_cds_CAI5725013.1_3681.p1, lcl|CANTFL010001342.1_cds_CAI5737613.1_7585.p1, lcl|CANTFL010000470.1_cds_CAI5723046.1_3181.p1
OG0001353	XM_001591623.1.p1	lcl|CANTFL010001475.1_cds_CAI5742660.1_9573.p1
OG0001354	XM_001592719.1.p1	lcl|CANTFL010000090.1_cds_CAI5713296.1_1074.p1
OG0001357	XM_001596863.1.p1	lcl|CANTFL010001009.1_cds_CAI5729837.1_4913.p1, lcl|CANTFL010000148.1_cds_CAI5716133.1_1653.p1
OG0001358	XM_001597450.1.p1	lcl|CANTFL010000991.1_cds_CAI5729566.1_4841.p1, lcl|CANTFL010001217.1_cds_CAI5734349.1_6456.p1
OG0001359	XM_001587161.1.p1	lcl|CANTFL010000151.1_cds_CAI5716180.1_1662.p1
OG0001362	XM_001591944.1.p1	lcl|CANTFL010000550.1_cds_CAI5724275.1_3496.p1
OG0001363	XM_001598194.1.p1	lcl|CANTFL010000409.1_cds_CAI5722089.1_2938.p1
OG0001365	XM_001590890.1.p1	lcl|CANTFL010001244.1_cds_CAI5734897.1_6641.p1
OG0001368	XM_001596704.1.p1	lcl|CANTFL010000448.1_cds_CAI5722692.1_3089.p1, lcl|CANTFL010000448.1_cds_CAI5722688.1_3090.p1, lcl|CANTFL010000086.1_cds_CAI5712584.1_929.p1
OG0001369	XM_001597173.1.p1	lcl|CANTFL010000608.1_cds_CAI5725622.1_3838.p1, lcl|CANTFL010000108.1_cds_CAI5714137.1_1246.p1, lcl|CANTFL010001095.1_cds_CAI5731324.1_5416.p1
OG0001371	XM_001597570.1.p1	lcl|CANTFL010000416.1_cds_CAI5722227.1_2973.p1
OG0001372	XM_001594988.1.p1	lcl|CANTFL010000095.1_cds_CAI5713714.1_1161.p1
OG0001374	XM_001585514.1.p1, XM_001591826.1.p1	lcl|CANTFL010000363.1_cds_CAI5721232.1_2724.p1
OG0001375	XM_001588248.1.p1	lcl|CANTFL010001429.1_cds_CAI5739838.1_8362.p1, lcl|CANTFL010000971.1_cds_CAI5728957.1_4684.p1
OG0001378	XM_001593740.1.p1	lcl|CANTFL010001403.1_cds_CAI5739009.1_8068.p1
OG0001382	XM_001585252.1.p1	lcl|CANTFL010000174.1_cds_CAI5717435.1_1920.p1, lcl|CANTFL010001005.1_cds_CAI5729688.1_4871.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	lcl|CANTFL010001085.1_cds_CAI5731270.1_5397.p1
OG0001385	XM_001590507.1.p1	lcl|CANTFL010001490.1_cds_CAI5743485.1_10008.p1
OG0001386	XM_001594603.1.p1	lcl|CANTFL010000204.1_cds_CAI5718489.1_2131.p1, lcl|CANTFL010001449.1_cds_CAI5741380.1_8901.p1
OG0001387	XM_001590581.1.p1	lcl|CANTFL010000059.1_cds_CAI5710422.1_499.p1
OG0001388	XM_001595837.1.p1	lcl|CANTFL010000251.1_cds_CAI5719823.1_2397.p1
OG0001389	XM_001594385.1.p1	lcl|CANTFL010001485.1_cds_CAI5743126.1_9819.p1
OG0001390	XM_001593629.1.p1	lcl|CANTFL010000144.1_cds_CAI5715651.1_1557.p1
OG0001391	XM_001593760.1.p1	lcl|CANTFL010000673.1_cds_CAI5726815.1_4142.p1, lcl|CANTFL010001231.1_cds_CAI5734482.1_6503.p1
OG0001392	XM_001591018.1.p1	lcl|CANTFL010001133.1_cds_CAI5732033.1_5661.p1
OG0001393	XM_001587430.1.p1	lcl|CANTFL010001180.1_cds_CAI5732546.1_5833.p1, lcl|CANTFL010001181.1_cds_CAI5732839.1_5938.p1
OG0001395	XM_001595940.1.p1	lcl|CANTFL010001315.1_cds_CAI5736508.1_7204.p1
OG0001396	XM_001597306.1.p1	lcl|CANTFL010000435.1_cds_CAI5722559.1_3056.p1, lcl|CANTFL010000435.1_cds_CAI5722563.1_3057.p1
OG0001397	XM_001597458.1.p1	lcl|CANTFL010001450.1_cds_CAI5741488.1_8957.p1
OG0001402	XM_001598084.1.p1	lcl|CANTFL010000188.1_cds_CAI5717740.1_1983.p1
OG0001404	XM_001588050.1.p1	lcl|CANTFL010000086.1_cds_CAI5712639.1_940.p1
OG0001406	XM_001592275.1.p1	lcl|CANTFL010001244.1_cds_CAI5734801.1_6608.p1
OG0001407	XM_001591124.1.p1	lcl|CANTFL010000641.1_cds_CAI5726291.1_4007.p1
OG0001408	XM_001598811.1.p1	lcl|CANTFL010001332.1_cds_CAI5737001.1_7376.p1
OG0001411	XM_001592806.1.p1	lcl|CANTFL010001425.1_cds_CAI5739518.1_8247.p1, lcl|CANTFL010000851.1_cds_CAI5728171.1_4485.p1
OG0001412	XM_001590469.1.p1	lcl|CANTFL010001488.1_cds_CAI5743322.1_9921.p1, lcl|CANTFL010000745.1_cds_CAI5727250.1_4253.p1
OG0001416	XM_001598452.1.p1	lcl|CANTFL010000368.1_cds_CAI5721380.1_2759.p1, lcl|CANTFL010001021.1_cds_CAI5730236.1_5037.p1, lcl|CANTFL010001444.1_cds_CAI5740194.1_8483.p1
OG0001417	XM_001593177.1.p1	lcl|CANTFL010000233.1_cds_CAI5719345.1_2301.p1
OG0001418	XM_001591514.1.p1	lcl|CANTFL010001350.1_cds_CAI5737823.1_7661.p1
OG0001421	XM_001595574.1.p1	lcl|CANTFL010000608.1_cds_CAI5725566.1_3824.p1
OG0001422	XM_001590100.1.p1	lcl|CANTFL010001467.1_cds_CAI5742411.1_9445.p1, lcl|CANTFL010000409.1_cds_CAI5722032.1_2924.p1
OG0001423	XM_001585238.1.p1, XM_001597234.1.p1	lcl|CANTFL010001335.1_cds_CAI5737473.1_7539.p1
OG0001425	XM_001597305.1.p1	lcl|CANTFL010001296.1_cds_CAI5736140.1_7080.p1
OG0001426	XM_001591173.1.p1	lcl|CANTFL010001469.1_cds_CAI5742480.1_9481.p1, lcl|CANTFL010000604.1_cds_CAI5725402.1_3782.p1
OG0001428	XM_001588090.1.p1	lcl|CANTFL010001327.1_cds_CAI5736782.1_7296.p1, lcl|CANTFL010001477.1_cds_CAI5742803.1_9652.p1, lcl|CANTFL010001456.1_cds_CAI5741953.1_9204.p1
OG0001430	XM_001588184.1.p1	lcl|CANTFL010001296.1_cds_CAI5735972.1_7012.p1
OG0001431	XM_001589594.1.p1	lcl|CANTFL010000906.1_cds_CAI5728574.1_4586.p1, lcl|CANTFL010001451.1_cds_CAI5741699.1_9067.p1, lcl|CANTFL010000144.1_cds_CAI5715555.1_1537.p1, lcl|CANTFL010000144.1_cds_CAI5715550.1_1536.p1, lcl|CANTFL010000144.1_cds_CAI5715517.1_1529.p1
OG0001432	XM_001593969.1.p1, XM_001585343.1.p1	lcl|CANTFL010001484.1_cds_CAI5742995.1_9753.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	lcl|CANTFL010001490.1_cds_CAI5743461.1_9996.p1
OG0001435	XM_001591027.1.p1	lcl|CANTFL010001335.1_cds_CAI5737524.1_7556.p1
OG0001436	XM_001594967.1.p1	lcl|CANTFL010001406.1_cds_CAI5739060.1_8087.p1, lcl|CANTFL010001211.1_cds_CAI5734075.1_6364.p1, lcl|CANTFL010001211.1_cds_CAI5734072.1_6363.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	lcl|CANTFL010001187.1_cds_CAI5732879.1_5951.p1
OG0001441	XM_001591502.1.p1	lcl|CANTFL010001462.1_cds_CAI5742071.1_9264.p1, lcl|CANTFL010001122.1_cds_CAI5731914.1_5621.p1
OG0001443	XM_001591497.1.p1	lcl|CANTFL010000470.1_cds_CAI5723043.1_3180.p1
OG0001444	XM_001598154.1.p1	lcl|CANTFL010000228.1_cds_CAI5719247.1_2282.p1, lcl|CANTFL010001180.1_cds_CAI5732569.1_5842.p1
OG0001446	XM_001584964.1.p1	lcl|CANTFL010000086.1_cds_CAI5712564.1_925.p1
OG0001447	XM_001590454.1.p1	lcl|CANTFL010000165.1_cds_CAI5716507.1_1729.p1, lcl|CANTFL010001486.1_cds_CAI5743226.1_9873.p1
OG0001449	XM_001584927.1.p1	lcl|CANTFL010000006.1_cds_CAI5708315.1_64.p1, lcl|CANTFL010001293.1_cds_CAI5735913.1_6993.p1
OG0001450	XM_001594323.1.p1	lcl|CANTFL010001342.1_cds_CAI5737668.1_7605.p1, lcl|CANTFL010001342.1_cds_CAI5737678.1_7608.p1, lcl|CANTFL010001342.1_cds_CAI5737689.1_7612.p1, lcl|CANTFL010000183.1_cds_CAI5717666.1_1968.p1, lcl|CANTFL010001373.1_cds_CAI5738467.1_7880.p1
OG0001451	XM_001590785.1.p1	lcl|CANTFL010001490.1_cds_CAI5743509.1_10020.p1
OG0001452	XM_001586975.1.p1	lcl|CANTFL010001488.1_cds_CAI5743339.1_9932.p1
OG0001453	XM_001585709.1.p1	lcl|CANTFL010000976.1_cds_CAI5729034.1_4703.p1, lcl|CANTFL010000976.1_cds_CAI5729038.1_4702.p1
OG0001454	XM_001598339.1.p1	lcl|CANTFL010000080.1_cds_CAI5711172.1_650.p1
OG0001455	XM_001596308.1.p1	lcl|CANTFL010000833.1_cds_CAI5728101.1_4468.p1, lcl|CANTFL010000059.1_cds_CAI5710458.1_507.p1
OG0001456	XM_001594827.1.p1	lcl|CANTFL010000090.1_cds_CAI5713216.1_1057.p1
OG0001457	XM_001590966.1.p1	lcl|CANTFL010001403.1_cds_CAI5738930.1_8041.p1
OG0001459	XM_001586602.1.p1	lcl|CANTFL010000234.1_cds_CAI5719422.1_2316.p1
OG0001460	XM_001585269.1.p1	lcl|CANTFL010001456.1_cds_CAI5741979.1_9217.p1
OG0001461	XM_001597434.1.p1	lcl|CANTFL010001312.1_cds_CAI5736292.1_7129.p1
OG0001462	XM_001594600.1.p1	lcl|CANTFL010000940.1_cds_CAI5728788.1_4640.p1, lcl|CANTFL010000599.1_cds_CAI5725327.1_3761.p1, lcl|CANTFL010001372.1_cds_CAI5738425.1_7866.p1
OG0001463	XM_001587116.1.p1	lcl|CANTFL010001432.1_cds_CAI5739882.1_8376.p1
OG0001464	XM_001587145.1.p1	lcl|CANTFL010000435.1_cds_CAI5722571.1_3059.p1
OG0001465	XM_001584616.1.p1	lcl|CANTFL010000056.1_cds_CAI5710187.1_451.p1
OG0001466	XM_001596624.1.p1, XM_001588938.1.p1	lcl|CANTFL010000394.1_cds_CAI5721932.1_2897.p1
OG0001469	XM_001587568.1.p1	lcl|CANTFL010000455.1_cds_CAI5722805.1_3120.p1
OG0001470	XM_001598483.1.p1	lcl|CANTFL010000086.1_cds_CAI5711587.1_724.p1
OG0001471	XM_001597927.1.p1	lcl|CANTFL010001244.1_cds_CAI5734785.1_6603.p1, lcl|CANTFL010001244.1_cds_CAI5734770.1_6598.p1
OG0001472	XM_001588144.1.p1	lcl|CANTFL010000136.1_cds_CAI5714584.1_1338.p1
OG0001473	XM_001588083.1.p1	lcl|CANTFL010000148.1_cds_CAI5716011.1_1629.p1
OG0001490	XM_001590455.1.p1	lcl|CANTFL010001490.1_cds_CAI5743495.1_10013.p1
OG0001491	XM_001587628.1.p1	lcl|CANTFL010001445.1_cds_CAI5740468.1_8579.p1, lcl|CANTFL010001383.1_cds_CAI5738531.1_7902.p1, lcl|CANTFL010001296.1_cds_CAI5736155.1_7085.p1
OG0001492	XM_001589157.1.p1	lcl|CANTFL010001207.1_cds_CAI5733703.1_6236.p1
OG0001494	XM_001590871.1.p1	lcl|CANTFL010000146.1_cds_CAI5715814.1_1589.p1
OG0001495	XM_001591501.1.p1	lcl|CANTFL010001456.1_cds_CAI5741957.1_9206.p1
OG0001497	XM_001586720.1.p1	lcl|CANTFL010001449.1_cds_CAI5741429.1_8928.p1
OG0001498	XM_001586789.1.p1	lcl|CANTFL010000144.1_cds_CAI5715337.1_1491.p1
OG0001500	XM_001591000.1.p1, XM_001590999.1.p1	lcl|CANTFL010000745.1_cds_CAI5727312.1_4268.p1
OG0001501	XM_001585424.1.p1	lcl|CANTFL010000059.1_cds_CAI5710479.1_511.p1, lcl|CANTFL010001026.1_cds_CAI5730356.1_5077.p1
OG0001504	XM_001598066.1.p1	lcl|CANTFL010000368.1_cds_CAI5721376.1_2758.p1
OG0001505	XM_001590355.1.p1	lcl|CANTFL010001211.1_cds_CAI5733864.1_6287.p1, lcl|CANTFL010000617.1_cds_CAI5725745.1_3869.p1
OG0001506	XM_001595083.1.p1	lcl|CANTFL010001013.1_cds_CAI5730027.1_4964.p1
OG0001509	XM_001589211.1.p1	lcl|CANTFL010001446.1_cds_CAI5740776.1_8688.p1
OG0001511	XM_001598741.1.p1	lcl|CANTFL010001471.1_cds_CAI5742509.1_9495.p1
OG0001514	XM_001585948.1.p1	lcl|CANTFL010001238.1_cds_CAI5734631.1_6554.p1
OG0001515	XM_001594183.1.p1	lcl|CANTFL010001471.1_cds_CAI5742488.1_9484.p1
OG0001517	XM_001588211.1.p1	lcl|CANTFL010000363.1_cds_CAI5721262.1_2731.p1, lcl|CANTFL010001332.1_cds_CAI5737317.1_7486.p1
OG0001518	XM_001588256.1.p1	lcl|CANTFL010001444.1_cds_CAI5740124.1_8458.p1
OG0001519	XM_001587131.1.p1	lcl|CANTFL010000479.1_cds_CAI5723446.1_3284.p1
OG0001520	XM_001590166.1.p1	lcl|CANTFL010000873.1_cds_CAI5728425.1_4549.p1
OG0001521	XM_001596692.1.p1	lcl|CANTFL010001429.1_cds_CAI5739748.1_8331.p1
OG0001522	XM_001596697.1.p1	lcl|CANTFL010001360.1_cds_CAI5738042.1_7733.p1
OG0001523	XM_001587383.1.p1	lcl|CANTFL010001320.1_cds_CAI5736744.1_7284.p1
OG0001524	XM_001594990.1.p1	lcl|CANTFL010000144.1_cds_CAI5715499.1_1525.p1
OG0001525	XM_001587317.1.p1	lcl|CANTFL010000034.1_cds_CAI5709556.1_322.p1, lcl|CANTFL010000034.1_cds_CAI5709551.1_321.p1
OG0001526	XM_001591706.1.p1	lcl|CANTFL010001109.1_cds_CAI5731649.1_5529.p1, lcl|CANTFL010001109.1_cds_CAI5731599.1_5511.p1
OG0001527	XM_001597417.1.p1	lcl|CANTFL010000987.1_cds_CAI5729307.1_4774.p1
OG0001529	XM_001597439.1.p1	lcl|CANTFL010000971.1_cds_CAI5728965.1_4686.p1
OG0001532	XM_001585492.1.p1	lcl|CANTFL010001446.1_cds_CAI5740965.1_8753.p1
OG0001533	XM_001585528.1.p1	lcl|CANTFL010001327.1_cds_CAI5736864.1_7333.p1
OG0001534	XM_001587067.1.p1	lcl|CANTFL010000057.1_cds_CAI5710388.1_493.p1
OG0001537	XM_001586965.1.p1	lcl|CANTFL010001449.1_cds_CAI5741425.1_8926.p1, lcl|CANTFL010001449.1_cds_CAI5741427.1_8927.p1
