Orthogroup	Sclerotinia_sclerotiorum	Phytophthora_infestans
OG0003075	XM_001597280.1.p1	XM_002905536.1.p1
OG0003076	XM_001592170.1.p1	XM_002903086.1.p1
OG0003078	XM_001597348.1.p1	XM_002998474.1.p1
OG0003079	XM_001597351.1.p1	XM_002907593.1.p1
OG0003080	XM_001597392.1.p1	XM_002899436.1.p1
OG0003082	XM_001597419.1.p1	XM_002904274.1.p1
OG0003083	XM_001597501.1.p1	XM_002909537.1.p1
OG0003084	XM_001597498.1.p1	XM_002909167.1.p1
OG0003085	XM_001597483.1.p1	XM_002906585.1.p1
OG0003087	XM_001597470.1.p1	XM_002900190.1.p1
OG0003088	XM_001597442.1.p1	XM_002907183.1.p1
OG0003089	XM_001597187.1.p1	XM_002905264.1.p1
OG0003090	XM_001597179.1.p1	XM_002896931.1.p1
OG0003091	XM_001597161.1.p1	XM_002907837.1.p1
OG0003092	XM_001597157.1.p1	XM_002904921.1.p1
OG0003095	XM_001597128.1.p1	XM_002897466.1.p1
OG0003096	XM_001589157.1.p1	XM_002997681.1.p1
OG0003097	XM_001587883.1.p1	XM_002906635.1.p1
OG0003098	XM_001587871.1.p1	XM_002907139.1.p1
OG0003099	XM_001587858.1.p1	XM_002900625.1.p1
OG0003100	XM_001587846.1.p1	XM_002895302.1.p1
OG0003101	XM_001587815.1.p1	XM_002908723.1.p1
OG0003103	XM_001587759.1.p1	XM_002898634.1.p1
OG0003104	XM_001587761.1.p1	XM_002901777.1.p1
OG0003106	XM_001587763.1.p1	XM_002909523.1.p1
OG0003107	XM_001587748.1.p1	XM_002897710.1.p1
OG0003109	XM_001587735.1.p1	XM_002896215.1.p1
OG0003110	XM_001587727.1.p1	XM_002898471.1.p1
OG0003112	XM_001587722.1.p1	XM_002902842.1.p1
OG0003113	XM_001587717.1.p1	XM_002896287.1.p1
OG0003114	XM_001587710.1.p1	XM_002906031.1.p1
OG0003115	XM_001587709.1.p1	XM_002903688.1.p1
OG0003116	XM_001587700.1.p1	XM_002998105.1.p1
OG0003118	XM_001587673.1.p1	XM_002906770.1.p1
OG0003119	XM_001586942.1.p1	XM_002898559.1.p1, XM_002998742.1.p1
OG0003120	XM_001586936.1.p1	XM_002905002.1.p1
OG0003121	XM_001586923.1.p1	XM_002903147.1.p1
OG0003122	XM_001586907.1.p1	XM_002901786.1.p1
OG0003125	XM_001586847.1.p1	XM_002906779.1.p1
OG0003126	XM_001586839.1.p1	XM_002998516.1.p1
OG0003127	XM_001586805.1.p1	XM_002900410.1.p1
OG0003129	XM_001586773.1.p1	XM_002909047.1.p1
OG0003131	XM_001586781.1.p1	XM_002904090.1.p1
OG0003132	XM_001586745.1.p1	XM_002999119.1.p1
OG0003133	XM_001586740.1.p1	XM_002909398.1.p1
OG0003134	XM_001586735.1.p1	XM_002905489.1.p1
OG0003135	XM_001586724.1.p1	XM_002896327.1.p1
OG0003136	XM_001586719.1.p1	XM_002907651.1.p1
OG0003138	XM_001586655.1.p1	XM_002900646.1.p1
OG0003139	XM_001586642.1.p1	XM_002900689.1.p1
OG0003143	XM_001598706.1.p1	XM_002997354.1.p1
OG0003147	XM_001598381.1.p1	XM_002899192.1.p1
OG0003148	XM_001598403.1.p1	XM_002903299.1.p1
OG0003150	XM_001598417.1.p1	XM_002904106.1.p1
OG0003151	XM_001598430.1.p1	XM_002906514.1.p1
OG0003152	XM_001598469.1.p1	XM_002909155.1.p1
OG0003153	XM_001598474.1.p1	XM_002900369.1.p1
OG0003154	XM_001598480.1.p1	XM_002899087.1.p1
OG0003155	XM_001598488.1.p1	XM_002997671.1.p1
OG0003156	XM_001598526.1.p1	XM_002997244.1.p1
OG0003157	XM_001598533.1.p1	XM_002904203.1.p1
OG0003158	XM_001598539.1.p1	XM_002903046.1.p1
OG0003160	XM_001598557.1.p1	XM_002896558.1.p1
OG0003161	XM_001598570.1.p1	XM_002999212.1.p1
OG0003163	XM_001598292.1.p1	XM_002906982.1.p1
OG0003165	XM_001598077.1.p1	XM_002997384.1.p1
OG0003168	XM_001598052.1.p1	XM_002906482.1.p1
OG0003169	XM_001598051.1.p1	XM_002902250.1.p1
OG0003170	XM_001598049.1.p1	XM_002899275.1.p1
OG0003171	XM_001598046.1.p1	XM_002901967.1.p1
OG0003172	XM_001598044.1.p1	XM_002997284.1.p1
OG0003173	XM_001598033.1.p1	XM_002897800.1.p1
OG0003174	XM_001598036.1.p1	XM_002906150.1.p1
OG0003175	XM_001597971.1.p1	XM_002906767.1.p1
OG0003176	XM_001597960.1.p1	XM_002998887.1.p1
OG0003177	XM_001597943.1.p1	XM_002909036.1.p1
OG0003178	XM_001597916.1.p1	XM_002908116.1.p1
OG0003179	XM_001597893.1.p1	XM_002897199.1.p1
OG0003180	XM_001585760.1.p1	XM_002998681.1.p1
OG0003181	XM_001585737.1.p1	XM_002997271.1.p1
OG0003182	XM_001585739.1.p1	XM_002909461.1.p1
OG0003183	XM_001585734.1.p1	XM_002909214.1.p1
OG0003184	XM_001585681.1.p1	XM_002904825.1.p1
OG0003185	XM_001585646.1.p1	XM_002906619.1.p1
OG0003187	XM_001595567.1.p1	XM_002897995.1.p1
OG0003188	XM_001595593.1.p1	XM_002901744.1.p1
OG0003189	XM_001595576.1.p1	XM_002909540.1.p1
OG0003190	XM_001595574.1.p1	XM_002902535.1.p1
OG0003193	XM_001588045.1.p1	XM_002902219.1.p1
OG0003195	XM_001588032.1.p1	XM_002907417.1.p1
OG0003196	XM_001595843.1.p1	XM_002997648.1.p1
OG0003197	XM_001595822.1.p1	XM_002896587.1.p1
OG0003198	XM_001595817.1.p1	XM_002908692.1.p1
OG0003199	XM_001595812.1.p1	XM_002903017.1.p1
OG0003200	XM_001595797.1.p1	XM_002903189.1.p1, XM_002909114.1.p1
OG0003201	XM_001595793.1.p1	XM_002900167.1.p1
OG0003204	XM_001595725.1.p1	XM_002909116.1.p1
OG0003206	XM_001595732.1.p1	XM_002903487.1.p1
OG0003207	XM_001595715.1.p1	XM_002903897.1.p1
OG0003210	XM_001595676.1.p1	XM_002907463.1.p1
OG0003211	XM_001595678.1.p1	XM_002907581.1.p1
OG0003213	XM_001595662.1.p1	XM_002904320.1.p1
OG0003214	XM_001595648.1.p1	XM_002899903.1.p1
OG0003215	XM_001595649.1.p1	XM_002901670.1.p1
OG0003217	XM_001595626.1.p1	XM_002907806.1.p1
OG0003218	XM_001595614.1.p1	XM_002904289.1.p1
OG0003219	XM_001595601.1.p1	XM_002903041.1.p1
OG0003220	XM_001588118.1.p1	XM_002903176.1.p1
OG0003221	XM_001588125.1.p1	XM_002900297.1.p1
OG0003222	XM_001588159.1.p1	XM_002900759.1.p1
OG0003224	XM_001588250.1.p1	XM_002895780.1.p1
OG0003225	XM_001588248.1.p1	XM_002902425.1.p1
OG0003226	XM_001588242.1.p1	XM_002908588.1.p1
OG0003227	XM_001588234.1.p1	XM_002908230.1.p1
OG0003228	XM_001588224.1.p1	XM_002900683.1.p1
OG0003230	XM_001588373.1.p1	XM_002905144.1.p1
OG0003231	XM_001588383.1.p1	XM_002909124.1.p1
OG0003232	XM_001588429.1.p1	XM_002908729.1.p1
OG0003233	XM_001588442.1.p1	XM_002897791.1.p1
OG0003236	XM_001592661.1.p1	XM_002906305.1.p1
OG0003237	XM_001592659.1.p1	XM_002904163.1.p1
OG0003238	XM_001592711.1.p1	XM_002997386.1.p1
OG0003239	XM_001592991.1.p1	XM_002909576.1.p1
OG0003242	XM_001592938.1.p1	XM_002899606.1.p1
OG0003243	XM_001592933.1.p1	XM_002897562.1.p1
OG0003244	XM_001592806.1.p1	XM_002900021.1.p1
OG0003245	XM_001592809.1.p1	XM_002907954.1.p1
OG0003247	XM_001592824.1.p1	XM_002901315.1.p1, XM_002904786.1.p1
OG0003248	XM_001592903.1.p1	XM_002895151.1.p1
OG0003249	XM_001592886.1.p1	XM_002897583.1.p1
OG0003251	XM_001592850.1.p1	XM_002902714.1.p1
OG0003253	XM_001592763.1.p1	XM_002897182.1.p1
OG0003254	XM_001593029.1.p1	XM_002900465.1.p1
OG0003255	XM_001593032.1.p1	XM_002902512.1.p1
OG0003256	XM_001593043.1.p1	XM_002905595.1.p1
OG0003257	XM_001593069.1.p1	XM_002899519.1.p1
OG0003260	XM_001593094.1.p1	XM_002905929.1.p1
OG0003261	XM_001593106.1.p1	XM_002896099.1.p1
OG0003262	XM_001593108.1.p1	XM_002901868.1.p1
OG0003263	XM_001593118.1.p1	XM_002909562.1.p1
OG0003264	XM_001593152.1.p1	XM_002904979.1.p1
OG0003266	XM_001593273.1.p1	XM_002906075.1.p1
OG0003267	XM_001587162.1.p1	XM_002905086.1.p1
OG0003268	XM_001587159.1.p1	XM_002909521.1.p1
OG0003269	XM_001587145.1.p1	XM_002903915.1.p1
OG0003270	XM_001587132.1.p1	XM_002900170.1.p1
OG0003271	XM_001587125.1.p1	XM_002900024.1.p1
OG0003276	XM_001593322.1.p1	XM_002899407.1.p1
OG0003277	XM_001587073.1.p1	XM_002899526.1.p1
OG0003279	XM_001586965.1.p1	XM_002906591.1.p1
OG0003282	XM_001589482.1.p1	XM_002997274.1.p2
OG0003283	XM_001589430.1.p1	XM_002908967.1.p1
OG0003286	XM_001596326.1.p1	XM_002908145.1.p1
OG0003287	XM_001596286.1.p1	XM_002900303.1.p1, XM_002896727.1.p1
OG0003288	XM_001596285.1.p1	XM_002906564.1.p1
OG0003289	XM_001589689.1.p1	XM_002907231.1.p1
OG0003290	XM_001589660.1.p1	XM_002897001.1.p1, XM_002997431.1.p1
OG0003291	XM_001596605.1.p1	XM_002906235.1.p1, XM_002904879.1.p1
OG0003292	XM_001596602.1.p1	XM_002895707.1.p1
OG0003295	XM_001589646.1.p1	XM_002904231.1.p1
OG0003296	XM_001596400.1.p1	XM_002895799.1.p1
OG0003297	XM_001596446.1.p1	XM_002898967.1.p1
OG0003298	XM_001596454.1.p1	XM_002902074.1.p1
OG0003300	XM_001596495.1.p1	XM_002909577.1.p1
OG0003301	XM_001589540.1.p1	XM_002909353.1.p1
OG0003303	XM_001596687.1.p1	XM_002896218.1.p1
OG0003304	XM_001596694.1.p1	XM_002895089.1.p1
OG0003306	XM_001596704.1.p1	XM_002906505.1.p1
OG0003307	XM_001596710.1.p1	XM_002899271.1.p1
OG0003308	XM_001584723.1.p1	XM_002902325.1.p1
OG0003309	XM_001584771.1.p1	XM_002895616.1.p1
OG0003310	XM_001584775.1.p1	XM_002909107.1.p1
OG0003311	XM_001596835.1.p1	XM_002905999.1.p1
OG0003313	XM_001596766.1.p1	XM_002899110.1.p1
OG0003315	XM_001596751.1.p1	XM_002902666.1.p1
OG0003316	XM_001596746.1.p1	XM_002903128.1.p1
OG0003317	XM_001596735.1.p1	XM_002909001.1.p1
OG0003318	XM_001596736.1.p1	XM_002902188.1.p2
OG0003320	XM_001596731.1.p1	XM_002897069.1.p1
OG0003321	XM_001596725.1.p1	XM_002997512.1.p1
OG0003323	XM_001584711.1.p1	XM_002906402.1.p1
OG0003325	XM_001587972.1.p1	XM_002909211.1.p1
OG0003326	XM_001587964.1.p1	XM_002898430.1.p1
OG0003327	XM_001587934.1.p1	XM_002907819.1.p1
OG0003330	XM_001597629.1.p1	XM_002895788.1.p1
OG0003331	XM_001597082.1.p1	XM_002998865.1.p1
OG0003332	XM_001597097.1.p1	XM_002901697.1.p1
OG0003333	XM_001597103.1.p1	XM_002901914.1.p1
OG0003334	XM_001597820.1.p1	XM_002997418.1.p1
OG0003335	XM_001597810.1.p1	XM_002901643.1.p1
OG0003336	XM_001597788.1.p1	XM_002899883.1.p1, XM_002901204.1.p1
OG0003337	XM_001589198.1.p1	XM_002906184.1.p1
OG0003338	XM_001589194.1.p1	XM_002904028.1.p1
OG0003340	XM_001597771.1.p1	XM_002907656.1.p1
OG0003341	XM_001597654.1.p1	XM_002907338.1.p1
OG0003342	XM_001589243.1.p1	XM_002902468.1.p1
OG0003343	XM_001589288.1.p1	XM_002896792.1.p1
OG0003345	XM_001589314.1.p1	XM_002909948.1.p1
OG0003346	XM_001589317.1.p1	XM_002900919.1.p1
OG0003347	XM_001589323.1.p1	XM_002901720.1.p1
OG0003348	XM_001589327.1.p1	XM_002901611.1.p1
OG0003352	XM_001597859.1.p1	XM_002901626.1.p1
OG0003354	XM_001588978.1.p1	XM_002909025.1.p1
OG0003358	XM_001589025.1.p1	XM_002907485.1.p1
OG0003360	XM_001589052.1.p1	XM_002898802.1.p1
OG0003361	XM_001589070.1.p1	XM_002997673.1.p1
OG0003363	XM_001589102.1.p1	XM_002998168.1.p1
OG0003364	XM_001586375.1.p1	XM_002999200.1.p1, XM_002900309.1.p1
OG0003365	XM_001595448.1.p1	XM_002999165.1.p1
OG0003366	XM_001595460.1.p1	XM_002901596.1.p1
OG0003367	XM_001595462.1.p1	XM_002906583.1.p1
OG0003368	XM_001595380.1.p1	XM_002902449.1.p1
OG0003370	XM_001595353.1.p1	XM_002906165.1.p1
OG0003374	XM_001595203.1.p1	XM_002906535.1.p1
OG0003375	XM_001595174.1.p1	XM_002998439.1.p1
OG0003376	XM_001595173.1.p1	XM_002908536.1.p1
OG0003377	XM_001595169.1.p1	XM_002996909.1.p1
OG0003379	XM_001595097.1.p1	XM_002896669.1.p1
OG0003380	XM_001595098.1.p1	XM_002895478.1.p2, XM_002899468.1.p1
OG0003382	XM_001595086.1.p1	XM_002909334.1.p1
OG0003383	XM_001595077.1.p1	XM_002894913.1.p1
OG0003384	XM_001595073.1.p1	XM_002902506.1.p1
OG0003385	XM_001595070.1.p1	XM_002901717.1.p1
OG0003386	XM_001595000.1.p1	XM_002903718.1.p1
OG0003388	XM_001594991.1.p1	XM_002908370.1.p1
OG0003389	XM_001594982.1.p1	XM_002897913.1.p1
OG0003390	XM_001594980.1.p1	XM_002909194.1.p1
OG0003392	XM_001587282.1.p1	XM_002900880.1.p1
OG0003394	XM_001587300.1.p1	XM_002900402.1.p1
OG0003395	XM_001587329.1.p1	XM_002896933.1.p1
OG0003397	XM_001587377.1.p1	XM_002901679.1.p1
OG0003398	XM_001587383.1.p1	XM_002998492.1.p1
OG0003399	XM_001587385.1.p1	XM_002905561.1.p1
OG0003400	XM_001587462.1.p1	XM_002895546.1.p1
OG0003402	XM_001587513.1.p1	XM_002899291.1.p1
OG0003403	XM_001587534.1.p1	XM_002897842.1.p1
OG0003404	XM_001587554.1.p1	XM_002907373.1.p1
OG0003405	XM_001587560.1.p1	XM_002906609.1.p1
OG0003406	XM_001587612.1.p1	XM_002997344.1.p1
OG0003407	XM_001587610.1.p1	XM_002903967.1.p1
OG0003408	XM_001587633.1.p1	XM_002903667.1.p1
OG0003409	XM_001587647.1.p1	XM_002908751.1.p1
OG0003410	XM_001587659.1.p1	XM_002900753.1.p1
OG0003411	XM_001593379.1.p1	XM_002899390.1.p1
OG0003412	XM_001593392.1.p1	XM_002899426.1.p1
OG0003413	XM_001593412.1.p1	XM_002899818.1.p1
OG0003414	XM_001593489.1.p1	XM_002900533.1.p1
OG0003415	XM_001593509.1.p1	XM_002903900.1.p1
OG0003417	XM_001593690.1.p1	XM_002998602.1.p1
OG0003418	XM_001584848.1.p1	XM_002906642.1.p1
OG0003420	XM_001593629.1.p1	XM_002906148.1.p1
OG0003421	XM_001593619.1.p1	XM_002896911.1.p1
OG0003422	XM_001598365.1.p1, XM_001593599.1.p1	XM_002895212.1.p1
OG0003423	XM_001593883.1.p1	XM_002905961.1.p1
OG0003424	XM_001593853.1.p1	XM_002997832.1.p1
OG0003425	XM_001593776.1.p1	XM_002907602.1.p1
OG0003426	XM_001593792.1.p1	XM_002906582.1.p1
OG0003427	XM_001593806.1.p1	XM_002997452.1.p1
OG0003429	XM_001593959.1.p1	XM_002899847.1.p1
OG0003430	XM_001593948.1.p1	XM_002907646.1.p1
OG0003431	XM_001593933.1.p1	XM_002904004.1.p1
OG0003433	XM_001593715.1.p1	XM_002905022.1.p1
OG0003435	XM_001593540.1.p1	XM_002900371.1.p1
OG0003437	XM_001593608.1.p1	XM_002997319.1.p1
OG0003438	XM_001593981.1.p1	XM_002905790.1.p1
OG0003442	XM_001584855.1.p1	XM_002999060.1.p1
OG0003443	XM_001591692.1.p1	XM_002903913.1.p1
OG0003444	XM_001591929.1.p1	XM_002896608.1.p1
OG0003445	XM_001591952.1.p1	XM_002901845.1.p1
OG0003446	XM_001591700.1.p1	XM_002998975.1.p1
OG0003447	XM_001591706.1.p1	XM_002902478.1.p1
OG0003448	XM_001591973.1.p1	XM_002896773.1.p1
OG0003449	XM_001592010.1.p1	XM_002908113.1.p1
OG0003450	XM_001591720.1.p1	XM_002899302.1.p1
OG0003451	XM_001591787.1.p1	XM_002904201.1.p1
OG0003452	XM_001591817.1.p1	XM_002997900.1.p1
OG0003453	XM_001591810.1.p1	XM_002904822.1.p1
OG0003454	XM_001591806.1.p1	XM_002998406.1.p1
OG0003455	XM_001591846.1.p1	XM_002906519.1.p1
OG0003457	XM_001586602.1.p1	XM_002895391.1.p1
OG0003458	XM_001586605.1.p1	XM_002899209.1.p1
OG0003459	XM_001586618.1.p1	XM_002997277.1.p1
OG0003460	XM_001586624.1.p1	XM_002897712.1.p1
OG0003461	XM_001591460.1.p1	XM_002898105.1.p1
OG0003462	XM_001591474.1.p1	XM_002904160.1.p1
OG0003463	XM_001591477.1.p1	XM_002901115.1.p1, XM_002907098.1.p1
OG0003464	XM_001591520.1.p1	XM_002906375.1.p1
OG0003466	XM_001591501.1.p1	XM_002897671.1.p1
OG0003467	XM_001591497.1.p1	XM_002909598.1.p1
OG0003468	XM_001591489.1.p1	XM_002908535.1.p1
OG0003469	XM_001586520.1.p1	XM_002908914.1.p1
OG0003470	XM_001586490.1.p1	XM_002896791.1.p1
OG0003472	XM_001586460.1.p1	XM_002904058.1.p1
OG0003473	XM_001586447.1.p1	XM_002999055.1.p1
OG0003474	XM_001586443.1.p1	XM_002902462.1.p1
OG0003476	XM_001591552.1.p1	XM_002905998.1.p1
OG0003477	XM_001591570.1.p1	XM_002906800.1.p1
OG0003478	XM_001591577.1.p1	XM_002907122.1.p1
OG0003480	XM_001591623.1.p1	XM_002906664.1.p1
OG0003481	XM_001591630.1.p1	XM_002907804.1.p1
OG0003482	XM_001591634.1.p1	XM_002997967.1.p1
OG0003483	XM_001591668.1.p1	XM_002898441.1.p1
OG0003485	XM_001591876.1.p1	XM_002901869.1.p1
OG0003489	XM_001584565.1.p1	XM_002906349.1.p1
OG0003490	XM_001584570.1.p1	XM_002900715.1.p1
OG0003491	XM_001584586.1.p1	XM_002903692.1.p1
OG0003494	XM_001584600.1.p1	XM_002908258.1.p1
OG0003495	XM_001592594.1.p1	XM_002898354.1.p1
OG0003496	XM_001592486.1.p1	XM_002908233.1.p1
OG0003497	XM_001592493.1.p1	XM_002901257.1.p2
OG0003499	XM_001597338.1.p1	XM_002901231.1.p1
OG0003500	XM_001597316.1.p1	XM_002997580.1.p1
OG0003502	XM_001597309.1.p1	XM_002907171.1.p1
OG0003503	XM_001592182.1.p1	XM_002907442.1.p1
OG0003504	XM_001592199.1.p1	XM_002895823.1.p1
OG0003505	XM_001592275.1.p1	XM_002909509.1.p1
OG0003506	XM_001592560.1.p1	XM_002999010.1.p1
OG0003507	XM_001592307.1.p1	XM_002907766.1.p1
OG0003508	XM_001592313.1.p1	XM_002898327.1.p1
OG0003510	XM_001592321.1.p1	XM_002906537.1.p1
OG0003511	XM_001592325.1.p1	XM_002903485.1.p1
OG0003512	XM_001592326.1.p1	XM_002997164.1.p1
OG0003513	XM_001592352.1.p1	XM_002896343.1.p1
OG0003514	XM_001592392.1.p1	XM_002998912.1.p1
OG0003515	XM_001596958.1.p1	XM_002900823.1.p1
OG0003516	XM_001596949.1.p1	XM_002895298.1.p1, XM_002908901.1.p1
OG0003517	XM_001589145.1.p1	XM_002901334.1.p1
OG0003518	XM_001597055.1.p1	XM_002902950.1.p1
OG0003519	XM_001597034.1.p1	XM_002905255.1.p1
OG0003520	XM_001596914.1.p1	XM_002906218.1.p2
OG0003521	XM_001596895.1.p1	XM_002899865.1.p1
OG0003522	XM_001596894.1.p1	XM_002898453.1.p1
OG0003527	XM_001595551.1.p1	XM_002908119.1.p1
OG0003528	XM_001595550.1.p1	XM_002909026.1.p1
OG0003529	XM_001590355.1.p1	XM_002904177.1.p1
OG0003530	XM_001590425.1.p1, XM_001590423.1.p1	XM_002905716.1.p1
OG0003531	XM_001590430.1.p1	XM_002907707.1.p1
OG0003533	XM_001590448.1.p1	XM_002997775.1.p1
OG0003534	XM_001590487.1.p1	XM_002901434.1.p1
OG0003535	XM_001590494.1.p1	XM_002901248.1.p1
OG0003536	XM_001590509.1.p1	XM_002905139.1.p1
OG0003537	XM_001590533.1.p1	XM_002909049.1.p1
OG0003538	XM_001590535.1.p1	XM_002997883.1.p1
OG0003539	XM_001590544.1.p1	XM_002906751.1.p1
OG0003540	XM_001590554.1.p1	XM_002997586.1.p1
OG0003541	XM_001590673.1.p1	XM_002907659.1.p1
OG0003542	XM_001590677.1.p1	XM_002998100.1.p1, XM_002908896.1.p1
OG0003543	XM_001590681.1.p1	XM_002899003.1.p1
OG0003544	XM_001590686.1.p1	XM_002900737.1.p1
OG0003545	XM_001584910.1.p1	XM_002909434.1.p1
OG0003546	XM_001590817.1.p1	XM_002907834.1.p1
OG0003548	XM_001590829.1.p1	XM_002902836.1.p1
OG0003549	XM_001585219.1.p1	XM_002998817.1.p1
OG0003550	XM_001590575.1.p1	XM_002999244.1.p1
OG0003551	XM_001590578.1.p1	XM_002908307.1.p1
OG0003552	XM_001590600.1.p1	XM_002997316.1.p1
OG0003553	XM_001590719.1.p1	XM_002902346.1.p1
OG0003554	XM_001590722.1.p1	XM_002908966.1.p1
OG0003555	XM_001590834.1.p1	XM_002908136.1.p1
OG0003557	XM_001590780.1.p1	XM_002902508.1.p1
OG0003558	XM_001590784.1.p1	XM_002896088.1.p1
OG0003559	XM_001590785.1.p1	XM_002907587.1.p1
OG0003560	XM_001590789.1.p1	XM_002905643.1.p1
OG0003561	XM_001585187.1.p1	XM_002904896.1.p1
OG0003562	XM_001585199.1.p1	XM_002905644.1.p1
OG0003563	XM_001584965.1.p1	XM_002907017.1.p1
OG0003565	XM_001584928.1.p1	XM_002904936.1.p1
OG0003566	XM_001584926.1.p1	XM_002904506.1.p1
OG0003569	XM_001585414.1.p1	XM_002903851.1.p1
OG0003570	XM_001585417.1.p1	XM_002904665.1.p1
OG0003571	XM_001585383.1.p1	XM_002904971.1.p1
OG0003572	XM_001585372.1.p1	XM_002899894.1.p1
OG0003573	XM_001595996.1.p1	XM_002907942.1.p1
OG0003575	XM_001595967.1.p1	XM_002997413.1.p1
OG0003576	XM_001595952.1.p1	XM_002901882.1.p1
OG0003577	XM_001595940.1.p1	XM_002898424.1.p1
OG0003578	XM_001595933.1.p1	XM_002906828.1.p1
OG0003580	XM_001595900.1.p1	XM_002898579.1.p1
OG0003581	XM_001596106.1.p1	XM_002900328.1.p1
OG0003582	XM_001596109.1.p1	XM_002998116.1.p1
OG0003584	XM_001596132.1.p1	XM_002998415.1.p1
OG0003586	XM_001589795.1.p1	XM_002900632.1.p1
OG0003588	XM_001589768.1.p1	XM_002902318.1.p1
OG0003590	XM_001596203.1.p1	XM_002908871.1.p1
OG0003591	XM_001596198.1.p1	XM_002900739.1.p1
OG0003592	XM_001596167.1.p1	XM_002997720.1.p1
OG0003593	XM_001589830.1.p1	XM_002905403.1.p1
OG0003594	XM_001589834.1.p1	XM_002897929.1.p1
OG0003595	XM_001585608.1.p1	XM_002904913.1.p1
OG0003596	XM_001585607.1.p1	XM_002906361.1.p1
OG0003597	XM_001585586.1.p1	XM_002901239.1.p1
OG0003598	XM_001585528.1.p1	XM_002899394.1.p1
OG0003600	XM_001585480.1.p1	XM_002897686.1.p1, XM_002894975.1.p1
OG0003601	XM_001598921.1.p1	XM_002903159.1.p1, XM_002903208.1.p1
OG0003603	XM_001598884.1.p1	XM_002909232.1.p1
OG0003604	XM_001598883.1.p1	XM_002901259.1.p1
OG0003605	XM_001598872.1.p1	XM_002908274.1.p1
OG0003606	XM_001588574.1.p1	XM_002909304.1.p1
OG0003607	XM_001588538.1.p1	XM_002998982.1.p1
OG0003608	XM_001598746.1.p1	XM_002899993.1.p1
OG0003609	XM_001588685.1.p1	XM_002901635.1.p1
OG0003610	XM_001588684.1.p1	XM_002999124.1.p1
OG0003611	XM_001588678.1.p1	XM_002997060.1.p1
OG0003612	XM_001588615.1.p1	XM_002901209.1.p1
OG0003613	XM_001588614.1.p1	XM_002999233.1.p1
OG0003614	XM_001588609.1.p1	XM_002907507.1.p1
OG0003615	XM_001598856.1.p1	XM_002903470.1.p1
OG0003616	XM_001598851.1.p1	XM_002908285.1.p1
OG0003617	XM_001598833.1.p1	XM_002999206.1.p1
OG0003618	XM_001598832.1.p1	XM_002997139.1.p1
OG0003619	XM_001598831.1.p1	XM_002899595.1.p1
OG0003620	XM_001598808.1.p1	XM_002998391.1.p1
OG0003621	XM_001598799.1.p1	XM_002898187.1.p1
OG0003622	XM_001598758.1.p1	XM_002898966.1.p1
OG0003625	XM_001588811.1.p1	XM_002908736.1.p1
OG0003626	XM_001588784.1.p1	XM_002908938.1.p1
OG0003628	XM_001588773.1.p1	XM_002908916.1.p1
OG0003629	XM_001588770.1.p1	XM_002904143.1.p1
OG0003631	XM_001588914.1.p1	XM_002907448.1.p1
OG0003632	XM_001584696.1.p1	XM_002997327.1.p1, XM_002997330.1.p1
OG0003633	XM_001584690.1.p1	XM_002901631.1.p1
OG0003634	XM_001584633.1.p1	XM_002900639.1.p1
OG0003636	XM_001591401.1.p1	XM_002905527.1.p1
OG0003637	XM_001591304.1.p1	XM_002906946.1.p1
OG0003638	XM_001591280.1.p1	XM_002901573.1.p1
OG0003639	XM_001591279.1.p1	XM_002906101.1.p1
OG0003640	XM_001591239.1.p1	XM_002906351.1.p1
OG0003641	XM_001591210.1.p1	XM_002906022.1.p1
OG0003643	XM_001591194.1.p1	XM_002897576.1.p1
OG0003644	XM_001591052.1.p1	XM_002903710.1.p1
OG0003645	XM_001591067.1.p1	XM_002908745.1.p1
OG0003646	XM_001591093.1.p1	XM_002904618.1.p1, XM_002904637.1.p1
OG0003647	XM_001591095.1.p1	XM_002899021.1.p1
OG0003648	XM_001591111.1.p1	XM_002998355.1.p1
OG0003649	XM_001591113.1.p1	XM_002904973.1.p1
OG0003650	XM_001591116.1.p1	XM_002999099.1.p1
OG0003651	XM_001591118.1.p1	XM_002998636.1.p1
OG0003653	XM_001591177.1.p1	XM_002903514.1.p1
OG0003654	XM_001591040.1.p1	XM_002905042.1.p1
OG0003655	XM_001591037.1.p1	XM_002908641.1.p1
OG0003656	XM_001591001.1.p1	XM_002896480.1.p1
OG0003657	XM_001590998.1.p1	XM_002904383.1.p1
OG0003658	XM_001590941.1.p1	XM_002897765.1.p1
OG0003659	XM_001590931.1.p1	XM_002905494.1.p1
OG0003660	XM_001590911.1.p1	XM_002896991.1.p1, XM_002896992.1.p1
OG0003661	XM_001590871.1.p1	XM_002998345.1.p1
OG0003663	XM_001590883.1.p1	XM_002905928.1.p1
OG0003664	XM_001590892.1.p1	XM_002907142.1.p1
OG0003666	XM_001590921.1.p1	XM_002999056.1.p1
OG0003667	XM_001585113.1.p1	XM_002905605.1.p1
OG0003668	XM_001595860.1.p1	XM_002909216.1.p1
OG0003671	XM_001596034.1.p1	XM_002903329.1.p1
OG0003674	XM_001585268.1.p1	XM_002897014.1.p1
OG0003675	XM_001589839.1.p1	XM_002997643.1.p1
OG0003676	XM_001589885.1.p1	XM_002907358.1.p1
OG0003677	XM_001589953.1.p1	XM_002904165.1.p1
OG0003678	XM_001590028.1.p1	XM_002898479.1.p1
