Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Saccharomyces_cerevisiae_rna_prot
OG0003004	XM_001597280.1.p1	NM_001181992.1.p1
OG0003005	XM_001597771.1.p1	NM_001179588.1.p1
OG0003006	XM_001594575.1.p1	NM_001181726.3.p1
OG0003007	XM_001587364.1.p1	NM_001178741.1.p1, NM_001178831.1.p1
OG0003008	XM_001598051.1.p1	NM_001180576.1.p1
OG0003009	XM_001595951.1.p1	NM_001182472.1.p1
OG0003010	XM_001590494.1.p1	NM_001183843.1.p1
OG0003011	XM_001590780.1.p1	NM_001180669.3.p1
OG0003012	XM_001595070.1.p1	NM_001179296.1.p1
OG0003013	XM_001592305.1.p1	NM_001182130.1.p1
OG0003014	XM_001589192.1.p1	NM_001181118.1.p1
OG0003015	XM_001596725.1.p1	NM_001180513.3.p1
OG0003016	XM_001590554.1.p1	NM_001179816.1.p1
OG0003018	XM_001598650.1.p1	NM_001178893.3.p1
OG0003019	XM_001590895.1.p1	NM_001179937.1.p1
OG0003020	XM_001589194.1.p1	NM_001182396.1.p1
OG0003021	XM_001595968.1.p1	NM_001180751.3.p1
OG0003022	XM_001596914.1.p1	NM_001181012.3.p1, NM_001182905.1.p1
OG0003024	XM_001586215.1.p1	NM_001178916.1.p1
OG0003025	XM_001585541.1.p1	NM_001181201.1.p1
OG0003027	XM_001596149.1.p1	NM_001178834.3.p1
OG0003028	XM_001592133.1.p1	NM_001181507.1.p1
OG0003031	XM_001592864.1.p1	NM_001178933.1.p1
OG0003033	XM_001590715.1.p1	NM_001179156.1.p1
OG0003054	XM_001595087.1.p1	NM_001181473.1.p1
OG0003056	XM_001591810.1.p1	NM_001181501.1.p1
OG0003059	XM_001586749.1.p1	NM_001178429.1.p1
OG0003065	XM_001598008.1.p1	NM_001181076.1.p1
OG0003066	XM_001598307.1.p1	NM_001182779.1.p1
OG0003070	XM_001585280.1.p1	NM_001181641.1.p1
OG0003071	XM_001595413.1.p1	NM_001181708.3.p1
OG0003074	XM_001585942.1.p1	NM_001181304.1.p1
OG0003075	XM_001596323.1.p1	NM_001180286.1.p1
OG0003076	XM_001596385.1.p1	NM_001182571.1.p1
OG0003077	XM_001593929.1.p1	NM_001180824.3.p1, NM_001178685.1.p1
OG0003078	XM_001593880.1.p1	NM_001183651.3.p1
OG0003079	XM_001593867.1.p1	NM_001179725.1.p1
OG0003080	XM_001597105.1.p1	NM_001180379.1.p1
OG0003081	XM_001585098.1.p1	NM_001178366.1.p1
OG0003083	XM_001585084.1.p1	NM_001182129.1.p1
OG0003084	XM_001597399.1.p1	NM_001183159.1.p1
OG0003086	XM_001593449.1.p1	NM_001183013.2.p1
OG0003087	XM_001591458.1.p1	NM_001183356.1.p1
OG0003088	XM_001595084.1.p1	NM_001183742.3.p1
OG0003089	XM_001597507.1.p1	NM_001180525.1.p1
OG0003091	XM_001595628.1.p1	NM_001184066.1.p1
OG0003092	XM_001592145.1.p1	NM_001180089.1.p1
OG0003093	XM_001595110.1.p1	NM_001182383.1.p1
OG0003094	XM_001598396.1.p1	NM_001181000.3.p1
OG0003095	XM_001584965.1.p1	NM_001183231.1.p1
OG0003096	XM_001584584.1.p1	NM_001182454.1.p1
OG0003097	XM_001596861.1.p1	NM_001181515.1.p1, NM_001179808.1.p1
OG0003098	XM_001591064.1.p1	NM_001182413.1.p1
OG0003099	XM_001584720.1.p1	NM_001182553.1.p1
OG0003100	XM_001591398.1.p1	NM_001181672.1.p1
OG0003101	XM_001587162.1.p1	NM_001179192.1.p1
OG0003103	XM_001593013.1.p1	NM_001179587.3.p1
OG0003105	XM_001593098.1.p1, XM_001594297.1.p1	NM_001180006.3.p1
OG0003106	XM_001589783.1.p1	NM_001178381.1.p1, NM_001179604.3.p1
OG0003107	XM_001592963.1.p1	NM_001180619.3.p1
OG0003108	XM_001590679.1.p1	NM_001178896.3.p1
OG0003109	XM_001595512.1.p1	NM_001178786.2.p1
OG0003110	XM_001590598.1.p1	NM_001181795.1.p1
OG0003111	XM_001590591.1.p1	NM_001182636.1.p1
OG0003113	XM_001590855.1.p1	NM_001178839.3.p1
OG0003114	XM_001593285.1.p1	NM_001181643.1.p1
OG0003115	XM_001597789.1.p1	NM_001182708.1.p1
OG0003116	XM_001592011.1.p1	NM_001181015.1.p1
OG0003117	XM_001590014.1.p1	NM_001181112.1.p1
OG0003118	XM_001590931.1.p1	NM_001180684.3.p1
OG0003119	XM_001597626.1.p1	NM_001181026.3.p1
OG0003121	XM_001585563.1.p1	NM_001178768.1.p1
OG0003122	XM_001588060.1.p1	NM_001179046.3.p1
OG0003123	XM_001590810.1.p1, XM_001590809.1.p1	NM_001179477.3.p1
OG0003125	XM_001595203.1.p1	NM_001183424.1.p1
OG0003127	XM_001591119.1.p1	NM_001178826.1.p1
OG0003129	XM_001587550.1.p1	NM_001183750.1.p1
OG0003130	XM_001591279.1.p1	NM_001180209.1.p1
OG0003131	XM_001588990.1.p1	NM_001183198.3.p1
OG0003134	XM_001595329.1.p1	NM_001178413.3.p1
OG0003135	XM_001597179.1.p1	NM_001184275.1.p1
OG0003136	XM_001594282.1.p1	NM_001180208.1.p1
OG0003137	XM_001593489.1.p1	NM_001181110.1.p1
OG0003138	XM_001596180.1.p1	NM_001181513.1.p1
OG0003140	XM_001591076.1.p1	NM_001179870.3.p1
OG0003142	XM_001587260.1.p1	NM_001181036.1.p1
OG0003150	XM_001594558.1.p1	NM_001180825.1.p1
OG0003151	XM_001585924.1.p1	NM_001182898.1.p1
OG0003152	XM_001594909.1.p1	NM_001181972.1.p1
OG0003154	XM_001591460.1.p1	NM_001181477.3.p1
OG0003156	XM_001591688.1.p1	NM_001179510.1.p1
OG0003157	XM_001584915.1.p1	NM_001183025.1.p1
OG0003158	XM_001596121.1.p1	NM_001179683.1.p1
OG0003159	XM_001598215.1.p1	NM_001179882.3.p1
OG0003160	XM_001596009.1.p1	NM_001180360.3.p1
OG0003162	XM_001596705.1.p1	NM_001182419.1.p1
OG0003163	XM_001585128.1.p1	NM_001182522.1.p1
OG0003165	XM_001592421.1.p1	NM_001180214.1.p1
OG0003168	XM_001594113.1.p1	NM_001182318.3.p1
OG0003169	XM_001593747.1.p1	NM_001182990.1.p1
OG0003172	XM_001597307.1.p1	NM_001180395.3.p1
OG0003173	XM_001594593.1.p1	NM_001181683.1.p1
OG0003174	XM_001587964.1.p1	NM_001184009.1.p1
OG0003176	XM_001596374.1.p1	NM_001181490.3.p1
OG0003180	XM_001585425.1.p1	NM_001179149.1.p1
OG0003181	XM_001587893.1.p1	NM_001179159.1.p1
OG0003182	XM_001585321.1.p1	NM_001180475.1.p1
OG0003183	XM_001585430.1.p1	NM_001180172.1.p1, NM_001180733.1.p1
OG0003186	XM_001586641.1.p1	NM_001181548.1.p1
OG0003187	XM_001591792.1.p1	NM_001183560.1.p1
OG0003189	XM_001591454.1.p1	NM_001179461.1.p1, NM_001182892.3.p1
OG0003190	XM_001590532.1.p1	NM_001180090.2.p1
OG0003191	XM_001593118.1.p1	NM_001184121.1.p1
OG0003193	XM_001597589.1.p1	NM_001182900.3.p1
OG0003194	XM_001589109.1.p1	NM_001180243.1.p1
OG0003195	XM_001590563.1.p1	NM_001184100.1.p1
OG0003198	XM_001591928.1.p1	NM_001181173.1.p1
OG0003200	XM_001589645.1.p1	NM_001183551.3.p1
OG0003201	XM_001593558.1.p1	NM_001179215.1.p1
OG0003202	XM_001593700.1.p1	NM_001179579.1.p1
OG0003203	XM_001589250.1.p1	NM_001180900.1.p1, NM_001181074.1.p1, NM_001178919.1.p1
OG0003204	XM_001584949.1.p1	NM_001183494.1.p1
OG0003205	XM_001589240.1.p1	NM_001181049.3.p1
OG0003207	XM_001588745.1.p1	NM_001180610.1.p1
OG0003209	XM_001596670.1.p1	NM_001180430.1.p1, NM_001181983.1.p1
OG0003211	XM_001596689.1.p1	NM_001181228.3.p1
OG0003212	XM_001596615.1.p1	NM_001179053.3.p1
OG0003213	XM_001592922.1.p1	NM_001179147.1.p1
OG0003214	XM_001596003.1.p1	NM_001180959.1.p1
OG0003215	XM_001587605.1.p1	NM_001180522.3.p1
OG0003216	XM_001589164.1.p1	NM_001181650.1.p1
OG0003217	XM_001588614.1.p1	NM_001182633.1.p1
OG0003218	XM_001595417.1.p1	NM_001183122.1.p1
OG0003219	XM_001598049.1.p1	NM_001181938.1.p1
OG0003220	XM_001585644.1.p1	NM_001180984.1.p1
OG0003221	XM_001591959.1.p1	NM_001180432.3.p1
OG0003222	XM_001585672.1.p1	NM_001179002.3.p1
OG0003223	XM_001588742.1.p1	NM_001181522.1.p1, NM_001182787.1.p1
OG0003224	XM_001593069.1.p1	NM_001179676.1.p1
OG0003225	XM_001597345.1.p1	NM_001178226.1.p1
OG0003227	XM_001588216.1.p1	NM_001180765.3.p1
OG0003228	XM_001587075.1.p1	NM_001179252.1.p1
OG0003229	XM_001593231.1.p1	NM_001182135.1.p1, NM_001181023.1.p1
OG0003230	XM_001597825.1.p1	NM_001184036.1.p1
OG0003231	XM_001592387.1.p1	NM_001181413.3.p1
OG0003232	XM_001594965.1.p1	NM_001179209.1.p1
OG0003233	XM_001592493.1.p1	NM_001181486.1.p1
OG0003234	XM_001591120.1.p1	NM_001178575.1.p1
OG0003236	XM_001595449.1.p1	NM_001181212.1.p1
OG0003239	XM_001587283.1.p1	NM_001180164.1.p1
OG0003241	XM_001596850.1.p1	NM_001179544.1.p1
OG0003242	XM_001595014.1.p1	NM_001179272.1.p1
OG0003243	XM_001586272.1.p1	NM_001182193.1.p1
OG0003244	XM_001596796.1.p1	NM_001183352.1.p1
OG0003245	XM_001596010.1.p1	NM_001178969.1.p1
OG0003246	XM_001591867.1.p1	NM_001182861.3.p1
OG0003247	XM_001595725.1.p1	NM_001182273.3.p1
OG0003248	XM_001588320.1.p1	NM_001180249.1.p1
OG0003249	XM_001589272.1.p1	NM_001180473.3.p1
OG0003251	XM_001598737.1.p1	NM_001179281.1.p1, NM_001180787.1.p1
OG0003252	XM_001597236.1.p1	NM_001183927.1.p1
OG0003253	XM_001598173.1.p1	NM_001180881.1.p1
OG0003254	XM_001598403.1.p1	NM_001183568.4.p1
OG0003255	XM_001596492.1.p1	NM_001182126.1.p1
OG0003256	XM_001597857.1.p1	NM_001179287.1.p1
OG0003259	XM_001585414.1.p1	NM_001182766.1.p1
OG0003260	XM_001595799.1.p1	NM_001182665.1.p1
OG0003263	XM_001595550.1.p1	NM_001183151.1.p1
OG0003264	XM_001591954.1.p1	NM_001181718.1.p1
OG0003265	XM_001589021.1.p1	NM_001179682.1.p1
OG0003268	XM_001589981.1.p1	NM_001181753.1.p1
OG0003270	XM_001593751.1.p1	NM_001178729.1.p1
OG0003271	XM_001593886.1.p1	NM_001182703.1.p1
OG0003272	XM_001589203.1.p1	NM_001184202.1.p1
OG0003274	XM_001587418.1.p1	NM_001179534.1.p1
OG0003275	XM_001587583.1.p1	NM_001183320.1.p1
OG0003276	XM_001586734.1.p1	NM_001180519.3.p1
OG0003277	XM_001592177.1.p1	NM_001179620.1.p1
OG0003278	XM_001598098.1.p1	NM_001178627.1.p1
OG0003279	XM_001585823.1.p1	NM_001180428.3.p1
OG0003280	XM_001597461.1.p1	NM_001179710.1.p1
OG0003281	XM_001589324.1.p1	NM_001178989.1.p1, NM_001178307.2.p1
OG0003282	XM_001596197.1.p1	NM_001178409.3.p1
OG0003283	XM_001587096.1.p1	NM_001183720.3.p1
OG0003284	XM_001594209.1.p1	NM_001184298.1.p1
OG0003285	XM_001597598.1.p1	NM_001181554.1.p1
OG0003286	XM_001591177.1.p1	NM_001182392.1.p1
OG0003288	XM_001586805.1.p1	NM_001181345.1.p1
OG0003290	XM_001586740.1.p1	NM_001181207.3.p1
OG0003291	XM_001594716.1.p1	NM_001182366.1.p1
OG0003292	XM_001596873.1.p1	NM_001182744.1.p1, NM_001183718.1.p1
OG0003293	XM_001597391.1.p1	NM_001179655.1.p1
OG0003294	XM_001595617.1.p1	NM_001182822.1.p1
OG0003297	XM_001587270.1.p1	NM_001180697.1.p1, NM_001183553.3.p1
OG0003298	XM_001597311.1.p1	NM_001178453.1.p1, NM_001181195.3.p1
OG0003301	XM_001597951.1.p1	NM_001183816.1.p1
OG0003302	XM_001595139.1.p1	NM_001179166.1.p1, NM_001181113.1.p1
OG0003303	XM_001597402.1.p1	NM_001183559.4.p1
OG0003304	XM_001598242.1.p1	NM_001182467.1.p1
OG0003308	XM_001597432.1.p1	NM_001184053.1.p1
OG0003309	XM_001590067.1.p1	NM_001179907.1.p1, NM_001182595.1.p1
OG0003311	XM_001588978.1.p1	NM_001181258.3.p1
OG0003312	XM_001596498.1.p1	NM_001183083.1.p1
OG0003313	XM_001592434.1.p1	NM_001181730.3.p1
OG0003315	XM_001594584.1.p1	NM_001182158.1.p1
OG0003316	XM_001593322.1.p1	NM_001179235.1.p1
OG0003317	XM_001586229.1.p1	NM_001181450.1.p1, NM_001183116.1.p1, NM_001182074.1.p1
OG0003318	XM_001594826.1.p1	NM_001181682.3.p1
OG0003319	XM_001590508.1.p1	NM_001181482.3.p1
OG0003322	XM_001592939.1.p1	NM_001179234.1.p1
OG0003323	XM_001593933.1.p1	NM_001178749.1.p1
OG0003324	XM_001588704.1.p1	NM_001183361.1.p1
OG0003327	XM_001593157.1.p1	NM_001181061.1.p1
OG0003328	XM_001586936.1.p1	NM_001179923.1.p1
OG0003330	XM_001584812.1.p1	NM_001178635.1.p1
OG0003331	XM_001596990.1.p1	NM_001178604.1.p1
OG0003332	XM_001595057.1.p1	NM_001178215.2.p1
OG0003335	XM_001598921.1.p1	NM_001178273.1.p1
OG0003336	XM_001596912.1.p1	NM_001183312.1.p1
OG0003337	XM_001592327.1.p1	NM_001179054.1.p1
OG0003338	XM_001592307.1.p1	NM_001183208.1.p1, NM_001178783.1.p1
OG0003339	XM_001588779.1.p1	NM_001181539.1.p1
OG0003340	XM_001598795.1.p1	NM_001183760.1.p1
OG0003341	XM_001592462.1.p1	NM_001178865.3.p1
OG0003342	XM_001591065.1.p1	NM_001179772.1.p1
OG0003343	XM_001594660.1.p1	NM_001179922.1.p1
OG0003344	XM_001594948.1.p1	NM_001181910.1.p1
OG0003345	XM_001587331.1.p1	NM_001183852.1.p1, NM_001180561.1.p1
OG0003346	XM_001598214.1.p1	NM_001178899.1.p1
OG0003348	XM_001590681.1.p1	NM_001181287.3.p1
OG0003349	XM_001598046.1.p1	NM_001181099.1.p1
OG0003350	XM_001591577.1.p1	NM_001178852.3.p1
OG0003351	XM_001597094.1.p1	NM_001181533.1.p1
OG0003352	XM_001588979.1.p1	NM_001182178.1.p1
OG0003353	XM_001589786.1.p1	NM_001182323.3.p1
OG0003354	XM_001588134.1.p1	NM_001181521.1.p1
OG0003355	XM_001598389.1.p1	NM_001180065.3.p1
OG0003356	XM_001590144.1.p1	NM_001181640.1.p1
OG0003359	XM_001593636.1.p1	NM_001184208.1.p1, NM_001181221.3.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	NM_001180314.3.p1
OG0003363	XM_001594176.1.p1	NM_001182567.1.p1
OG0003364	XM_001592492.1.p1	NM_001179623.1.p1
OG0003365	XM_001585480.1.p1	NM_001179846.1.p1
OG0003366	XM_001594145.1.p1	NM_001178259.1.p1
OG0003367	XM_001588998.1.p1	NM_001184025.1.p1
OG0003368	XM_001593512.1.p1	NM_001179658.1.p1
OG0003371	XM_001586608.1.p1	NM_001178579.3.p1
OG0003374	XM_001597197.1.p1	NM_001183167.1.p1
OG0003376	XM_001597884.1.p1	NM_001181658.1.p1
OG0003377	XM_001591473.1.p1	NM_001182090.1.p1
OG0003379	XM_001595836.1.p1	NM_001182389.1.p1
OG0003380	XM_001592923.1.p1	NM_001184204.1.p1
OG0003381	XM_001588707.1.p1	NM_001178460.3.p1
OG0003382	XM_001592954.1.p1	NM_001178210.1.p1
OG0003383	XM_001588128.1.p1	NM_001181393.3.p1
OG0003385	XM_001588278.1.p1	NM_001182308.1.p1
OG0003388	XM_001590673.1.p1	NM_001181097.1.p1
OG0003391	XM_001590649.1.p1	NM_001183235.1.p1
OG0003392	XM_001598687.1.p1	NM_001183563.3.p1
OG0003393	XM_001590846.1.p1	NM_001182727.1.p1
OG0003396	XM_001589794.1.p1	NM_001183224.1.p1, NM_001178797.2.p1
OG0003397	XM_001593343.1.p1	NM_001178286.1.p1
OG0003398	XM_001586421.1.p1	NM_001179370.3.p1
OG0003399	XM_001589918.1.p1	NM_001184152.1.p1
OG0003400	XM_001593178.1.p1	NM_001180794.3.p1
OG0003401	XM_001590815.1.p1	NM_001183045.1.p1
OG0003402	XM_001586464.1.p1	NM_001181909.1.p1
OG0003404	XM_001596802.1.p1	NM_001180647.1.p1
OG0003405	XM_001587610.1.p1	NM_001179497.3.p1, NM_001179885.1.p1
OG0003406	XM_001587717.1.p1	NM_001182225.1.p1
OG0003407	XM_001598175.1.p1	NM_001183573.1.p1
OG0003408	XM_001587963.1.p1	NM_001181745.1.p1
OG0003410	XM_001595881.1.p1	NM_001181712.1.p1, NM_001182404.1.p1
OG0003411	XM_001585283.1.p1	NM_001179741.1.p1
OG0003412	XM_001590120.1.p1	NM_001180572.1.p1, NM_001183453.1.p1
OG0003413	XM_001588822.1.p1	NM_001182369.1.p1
OG0003415	XM_001591820.1.p1	NM_001181135.1.p1
OG0003416	XM_001587863.1.p1	NM_001178738.1.p1
OG0003417	XM_001596400.1.p1	NM_001183890.1.p1
OG0003444	XM_001594046.1.p1	NM_001181613.1.p1
OG0003446	XM_001596029.1.p1	NM_001180544.1.p1
OG0003447	XM_001584893.1.p1	NM_001179493.1.p1
OG0003449	XM_001595157.1.p1	NM_001180284.1.p1, NM_001183035.1.p1
OG0003450	XM_001593234.1.p1	NM_001181556.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	NM_001178787.1.p1
OG0003453	XM_001594150.1.p1	NM_001183081.2.p1
OG0003454	XM_001586039.1.p1	NM_001180273.1.p1
OG0003456	XM_001589970.1.p1	NM_001181749.3.p1
OG0003460	XM_001588946.1.p1	NM_001183815.1.p1
OG0003462	XM_001586624.1.p1	NM_001181407.3.p1
OG0003464	XM_001593941.1.p1	NM_001181996.1.p1
OG0003465	XM_001593806.1.p1	NM_001179324.3.p1
OG0003467	XM_001586757.1.p1	NM_001178638.1.p1
OG0003469	XM_001586933.1.p1	NM_001181964.1.p1
OG0003470	XM_001585081.1.p1	NM_001181504.1.p1
OG0003471	XM_001590483.1.p1	NM_001181454.1.p1
OG0003475	XM_001597322.1.p1	NM_001178758.1.p1
OG0003476	XM_001587748.1.p1	NM_001181010.2.p1
OG0003477	XM_001591518.1.p1	NM_001179745.1.p1
OG0003480	XM_001598382.1.p1	NM_001182954.3.p1, NM_001179245.1.p1
OG0003481	XM_001587517.1.p1	NM_001183029.1.p1
OG0003488	XM_001595109.1.p1	NM_001180630.1.p1
OG0003490	XM_001589812.1.p1	NM_001183341.1.p1
OG0003491	XM_001592398.1.p1	NM_001182281.1.p1
OG0003492	XM_001597449.1.p1	NM_001178158.2.p1
OG0003495	XM_001586170.1.p1	NM_001179270.1.p1
OG0003497	XM_001597721.1.p1	NM_001180541.3.p1, NM_001180264.1.p1
OG0003498	XM_001595387.1.p1	NM_001183077.1.p1
OG0003499	XM_001595916.1.p1	NM_001181567.1.p1, NM_001179843.3.p1
OG0003500	XM_001590274.1.p1	NM_001182234.1.p1
OG0003501	XM_001590212.1.p1	NM_001181495.1.p1
OG0003502	XM_001598123.1.p1	NM_001181327.3.p1
OG0003503	XM_001598077.1.p1	NM_001179942.1.p1
OG0003505	XM_001591548.1.p1	NM_001183075.1.p1
OG0003506	XM_001585769.1.p1	NM_001182520.1.p1
OG0003509	XM_001587611.1.p1	NM_001179852.1.p1
OG0003513	XM_001591903.1.p1	NM_001179690.1.p1, NM_001182675.1.p1
OG0003515	XM_001588058.1.p1	NM_001183440.1.p1
OG0003519	XM_001594594.1.p1	NM_001183006.1.p1
OG0003523	XM_001592894.1.p1	NM_001179631.2.p1, NM_001180131.1.p1
OG0003526	XM_001588333.1.p1	NM_001178715.1.p1
OG0003527	XM_001596267.1.p1	NM_001179442.1.p1
OG0003528	XM_001589927.1.p1	NM_001183383.1.p1
OG0003530	XM_001587934.1.p1	NM_001182509.1.p1
OG0003531	XM_001591496.1.p1	NM_001182508.1.p1
OG0003532	XM_001592001.1.p1	NM_001178695.1.p1, NM_001180838.1.p1
OG0003533	XM_001585977.1.p1	NM_001178338.1.p1
OG0003534	XM_001594357.1.p1	NM_001183722.3.p1
OG0003535	XM_001594248.1.p1	NM_001183986.1.p1
OG0003536	XM_001589994.1.p1	NM_001184029.1.p1
OG0003537	XM_001588898.1.p1	NM_001180882.1.p1
OG0003538	XM_001587765.1.p1	NM_001178772.1.p1
OG0003540	XM_001598800.1.p1	NM_001180696.1.p1
OG0003541	XM_001594287.1.p1	NM_001178674.1.p1
OG0003542	XM_001594552.1.p1	NM_001182534.1.p1, NM_001179628.1.p1, NM_001179020.1.p1
OG0003545	XM_001585786.1.p1	NM_001182974.1.p1
OG0003548	XM_001591293.1.p1	NM_001183050.1.p1
OG0003551	XM_001591690.1.p1	NM_001178681.1.p1, NM_001180822.1.p1
OG0003552	XM_001594410.1.p1	NM_001180655.3.p1, NM_001181759.1.p1
OG0003558	XM_001584781.1.p1	NM_001180996.1.p1
OG0003559	XM_001586141.1.p1	NM_001180994.2.p1
OG0003563	XM_001592485.1.p1	NM_001180804.1.p1
OG0003564	XM_001593015.1.p1	NM_001179528.3.p1
OG0003566	XM_001590193.1.p1	NM_001179398.1.p1
OG0003567	XM_001586818.1.p1	NM_001179648.1.p1
OG0003571	XM_001585291.1.p1	NM_001183332.1.p1
OG0003574	XM_001585918.1.p1	NM_001184252.1.p1
OG0003575	XM_001591849.1.p1	NM_001182037.1.p1
OG0003576	XM_001595380.1.p1	NM_001183823.1.p1
OG0003579	XM_001597590.1.p1	NM_001182259.3.p1
OG0003580	XM_001597654.1.p1	NM_001182769.2.p1
OG0003581	XM_001598357.1.p1	NM_001183402.1.p1
OG0003584	XM_001585144.1.p1	NM_001179373.1.p1
OG0003585	XM_001586819.1.p1	NM_001180680.1.p1
OG0003591	XM_001598539.1.p1	NM_001180213.1.p1
OG0003594	XM_001591184.1.p1	NM_001183584.1.p1
OG0003595	XM_001597668.1.p1	NM_001181852.1.p1
OG0003597	XM_001587572.1.p1	NM_001181942.1.p1
OG0003599	XM_001597601.1.p1	NM_001178940.1.p1
OG0003600	XM_001586922.1.p1	NM_001180590.3.p1
OG0003601	XM_001596698.1.p1	NM_001180448.1.p1
OG0003602	XM_001596120.1.p1	NM_001179607.1.p1
OG0003603	XM_001595607.1.p1	NM_001179367.3.p1
OG0003604	XM_001585320.1.p1	NM_001181296.3.p1
OG0003605	XM_001596751.1.p1	NM_001181990.1.p1
OG0003608	XM_001589913.1.p1	NM_001180715.1.p1
OG0003609	XM_001595929.1.p1	NM_001183897.1.p1
OG0003610	XM_001586036.1.p1	NM_001181890.1.p1
OG0003611	XM_001594475.1.p1	NM_001181902.1.p1
OG0003612	XM_001591787.1.p1	NM_001184244.1.p1
OG0003613	XM_001598054.1.p1	NM_001179258.1.p1
OG0003614	XM_001590248.1.p1	NM_001182427.1.p1
OG0003615	XM_001590927.1.p1	NM_001180640.3.p1
OG0003616	XM_001593194.1.p1	NM_001179556.3.p1
OG0003617	XM_001592921.1.p1	NM_001179264.1.p1
OG0003620	XM_001588454.1.p1	NM_001179512.1.p1
OG0003622	XM_001588618.1.p1	NM_001181362.3.p1
OG0003624	XM_001588676.1.p1	NM_001181994.1.p1
OG0003626	XM_001594120.1.p1	NM_001183600.1.p1
OG0003627	XM_001588705.1.p1	NM_001178451.1.p1
OG0003628	XM_001595591.1.p1	NM_001178267.1.p1, NM_001180057.1.p1
OG0003631	XM_001597187.1.p1	NM_001180883.1.p1
OG0003637	XM_001596737.1.p1	NM_001183617.1.p1
OG0003639	XM_001587751.1.p1	NM_001181732.1.p1
OG0003640	XM_001587690.1.p1	NM_001180206.1.p1
OG0003641	XM_001587992.1.p1	NM_001181960.1.p1
OG0003642	XM_001594713.1.p1	NM_001181406.3.p1
OG0003645	XM_001595610.1.p1	NM_001182205.1.p1
OG0003646	XM_001595067.1.p1	NM_001178979.3.p1, NM_001178294.1.p1
OG0003647	XM_001594676.1.p1	NM_001182686.1.p1, NM_001184042.1.p1
OG0003648	XM_001596333.1.p1	NM_001181894.1.p1
OG0003649	XM_001591746.1.p1	NM_001179330.3.p1, NM_001179329.1.p1
OG0003652	XM_001593499.1.p1	NM_001182775.1.p1
OG0003653	XM_001591742.1.p1	NM_001181747.1.p1
OG0003654	XM_001587350.1.p1	NM_001181523.1.p1
OG0003656	XM_001598874.1.p1	NM_001179880.4.p1
OG0003657	XM_001595352.1.p1	NM_001182215.1.p1
OG0003661	XM_001591093.1.p1	NM_001180875.1.p1
OG0003663	XM_001595642.1.p1	NM_001179100.1.p1
OG0003665	XM_001596461.1.p1	NM_001181019.1.p1
OG0003667	XM_001589938.1.p1	NM_001181329.3.p1
OG0003668	XM_001592591.1.p1	NM_001179295.1.p1
OG0003670	XM_001595942.1.p1	NM_001181340.3.p1
OG0003672	XM_001592757.1.p1	NM_001183613.1.p1
OG0003674	XM_001594587.1.p1	NM_001181824.1.p1
OG0003675	XM_001596709.1.p1	NM_001181971.1.p1
OG0003676	XM_001585558.1.p1	NM_001184282.1.p1
OG0003677	XM_001598491.1.p1	NM_001178408.1.p1
OG0003678	XM_001593078.1.p1	NM_001181637.1.p1
OG0003679	XM_001586168.1.p1	NM_001184281.1.p1
OG0003680	XM_001586610.1.p1	NM_001184002.1.p1
OG0003682	XM_001589989.1.p1	NM_001183655.1.p1
OG0003683	XM_001594453.1.p1	NM_001184264.1.p1
OG0003685	XM_001587132.1.p1	NM_001180645.3.p1
OG0003687	XM_001588010.1.p1	NM_001184158.1.p1
OG0003688	XM_001598497.1.p1	NM_001183203.1.p1, NM_001178778.1.p1
OG0003689	XM_001586606.1.p1	NM_001183071.1.p1
OG0003691	XM_001588071.1.p1, XM_001586484.1.p1	NM_001180605.1.p1
OG0003692	XM_001587516.1.p1	NM_001183630.1.p1
OG0003693	XM_001587589.1.p1	NM_001179230.1.p1
OG0003694	XM_001588560.1.p1	NM_001182208.1.p1
OG0003695	XM_001597528.1.p1	NM_001180227.1.p1
OG0003697	XM_001597230.1.p1	NM_001178576.3.p1
OG0003700	XM_001593052.1.p1	NM_001179060.3.p1
OG0003701	XM_001596635.1.p1	NM_001178798.1.p1
OG0003702	XM_001594434.1.p1	NM_001179325.1.p1
OG0003704	XM_001596216.1.p1	NM_001182137.1.p1
OG0003706	XM_001588980.1.p1	NM_001182945.3.p1
OG0003708	XM_001590779.1.p1	NM_001184157.1.p1
OG0003709	XM_001587413.1.p1	NM_001182545.1.p1
OG0003711	XM_001587601.1.p1	NM_001179957.1.p1, NM_001178957.1.p1
OG0003712	XM_001593580.1.p1	NM_001178297.2.p1
OG0003713	XM_001590393.1.p1	NM_001180293.1.p1
OG0003714	XM_001590399.1.p1	NM_001180136.1.p1
OG0003719	XM_001587395.1.p1	NM_001178155.2.p1
OG0003721	XM_001594151.1.p1	NM_001184188.1.p1
OG0003722	XM_001595764.1.p1	NM_001183053.1.p1
OG0003723	XM_001589104.1.p1	NM_001180874.1.p1
OG0003724	XM_001587677.1.p1	NM_001182630.1.p1
OG0003726	XM_001598384.1.p1	NM_001182790.1.p1
OG0003728	XM_001597705.1.p1	NM_001178504.3.p1
OG0003729	XM_001590684.1.p1	NM_001183915.1.p1
OG0003730	XM_001595506.1.p1	NM_001182849.3.p1
OG0003731	XM_001598466.1.p1	NM_001180269.1.p1
OG0003732	XM_001590883.1.p1	NM_001179850.1.p1
