Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Penicillium_expansum_rna_prot
OG0001442	XM_001596523.1.p1	XM_016741271.1.p1, XM_016741043.1.p1, XM_016742385.1.p1
OG0001443	XM_001591497.1.p1	XM_016746828.1.p1
OG0001444	XM_001598154.1.p1	XM_016744847.1.p1
OG0001445	XM_001592332.1.p1	XM_016747644.1.p1
OG0001446	XM_001584964.1.p1	XM_016740554.1.p1
OG0001447	XM_001590454.1.p1	XM_016745643.1.p1
OG0001449	XM_001584927.1.p1	XM_016747462.1.p1
OG0001450	XM_001594323.1.p1	XM_016747228.1.p1
OG0001451	XM_001590785.1.p1	XM_016748095.1.p1
OG0001452	XM_001586975.1.p1	XM_016745495.1.p1, XM_016740990.1.p1
OG0001453	XM_001585709.1.p1	XM_016745693.1.p1
OG0001454	XM_001598339.1.p1	XM_016744560.1.p1
OG0001455	XM_001596308.1.p1	XM_016742266.1.p1
OG0001456	XM_001594827.1.p1	XM_016747862.1.p1
OG0001457	XM_001590966.1.p1	XM_016744153.1.p1
OG0001458	XM_001597544.1.p1	XM_016743368.1.p1, XM_016747108.1.p1
OG0001459	XM_001586602.1.p1	XM_016748101.1.p1
OG0001460	XM_001585269.1.p1	XM_016741989.1.p1
OG0001461	XM_001597434.1.p1	XM_016737373.1.p1
OG0001462	XM_001594600.1.p1	XM_016739339.1.p1
OG0001463	XM_001587116.1.p1	XM_016747559.1.p1
OG0001464	XM_001587145.1.p1	XM_016738166.1.p1
OG0001465	XM_001584616.1.p1	XM_016740087.1.p1
OG0001466	XM_001596624.1.p1	XM_016739295.1.p1
OG0001466	XM_001588938.1.p1	XM_016739442.1.p1
OG0001467	XM_001593377.1.p1	XM_016743304.1.p1, XM_016740480.1.p1
OG0001468	XM_001585179.1.p1	XM_016740206.1.p1
OG0001469	XM_001587568.1.p1	XM_016738819.1.p1
OG0001470	XM_001598483.1.p1	XM_016744274.1.p1
OG0001471	XM_001597927.1.p1	XM_016744943.1.p1
OG0001472	XM_001588144.1.p1	XM_016743064.1.p1
OG0001473	XM_001588083.1.p1	XM_016743088.1.p1
OG0001478	XM_001593259.1.p1	XM_016747966.1.p1
OG0001480	XM_001596614.1.p1	XM_016742361.1.p1
OG0001489	XM_001594695.1.p1	XM_016743532.1.p1
OG0001490	XM_001590455.1.p1	XM_016748048.1.p1
OG0001491	XM_001587628.1.p1	XM_016738815.1.p1
OG0001492	XM_001589157.1.p1	XM_016747577.1.p1, XM_016745696.1.p1
OG0001494	XM_001590871.1.p1	XM_016745687.1.p1
OG0001495	XM_001591501.1.p1	XM_016742024.1.p1
OG0001496	XM_001590486.1.p1	XM_016740790.1.p1
OG0001497	XM_001586720.1.p1	XM_016742061.1.p1
OG0001498	XM_001586789.1.p1	XM_016742065.1.p1
OG0001500	XM_001590999.1.p1	XM_016744323.1.p1
OG0001501	XM_001585424.1.p1	XM_016742000.1.p1
OG0001502	XM_001585986.1.p1	XM_016737649.1.p1, XM_016737458.1.p1
OG0001504	XM_001598066.1.p1	XM_016745900.1.p1
OG0001505	XM_001590355.1.p1	XM_016744246.1.p1
OG0001506	XM_001595083.1.p1	XM_016740034.1.p1
OG0001507	XM_001596353.1.p1	XM_016743814.1.p1
OG0001509	XM_001589211.1.p1	XM_016745705.1.p1
OG0001510	XM_001587247.1.p1	XM_016746157.1.p1
OG0001511	XM_001598741.1.p1	XM_016740054.1.p1
OG0001512	XM_001598889.1.p1	XM_016743582.1.p1
OG0001513	XM_001592873.1.p1	XM_016737830.1.p1
OG0001514	XM_001585948.1.p1	XM_016744612.1.p1
OG0001515	XM_001594183.1.p1	XM_016740686.1.p1, XM_016741341.1.p1
OG0001517	XM_001588211.1.p1	XM_016737634.1.p1
OG0001518	XM_001588256.1.p1	XM_016738101.1.p1
OG0001519	XM_001587131.1.p1	XM_016739931.1.p1
OG0001521	XM_001596692.1.p1	XM_016738683.1.p1
OG0001522	XM_001596697.1.p1	XM_016738680.1.p1
OG0001523	XM_001587383.1.p1	XM_016746737.1.p1
OG0001524	XM_001594990.1.p1	XM_016745968.1.p1
OG0001525	XM_001587317.1.p1	XM_016745934.1.p1
OG0001526	XM_001591706.1.p1	XM_016746850.1.p1
OG0001527	XM_001597417.1.p1	XM_016741672.1.p1
OG0001528	XM_001595463.1.p1	XM_016744127.1.p1, XM_016740746.1.p1, XM_016748064.1.p1
OG0001529	XM_001597439.1.p1	XM_016741680.1.p1
OG0001530	XM_001584603.1.p1	XM_016747591.1.p1
OG0001531	XM_001598262.1.p1	XM_016739633.1.p1, XM_016747253.1.p1, XM_016748115.1.p1, XM_016739304.1.p1, XM_016744504.1.p1
OG0001532	XM_001585492.1.p1	XM_016746043.1.p1
OG0001533	XM_001585528.1.p1	XM_016740289.1.p1
OG0001534	XM_001587067.1.p1	XM_016743993.1.p1
OG0001536	XM_001587085.1.p1	XM_016745732.1.p1
OG0001537	XM_001586965.1.p1	XM_016742022.1.p1
OG0001538	XM_001585028.1.p1	XM_016744017.1.p1
OG0001539	XM_001594194.1.p1, XM_001594193.1.p1	XM_016744898.1.p1
OG0001540	XM_001594424.1.p1	XM_016741922.1.p1, XM_016739716.1.p1, XM_016743004.1.p1
OG0001541	XM_001598499.1.p1	XM_016747522.1.p1
OG0001543	XM_001598769.1.p1	XM_016744166.1.p1
OG0001544	XM_001595965.1.p1	XM_016746496.1.p1
OG0001545	XM_001591563.1.p1	XM_016746753.1.p1
OG0001546	XM_001584892.1.p1	XM_016746137.1.p1
OG0001547	XM_001592560.1.p1	XM_016740023.1.p1
OG0001548	XM_001592711.1.p1	XM_016747260.1.p1
OG0001550	XM_001590263.1.p1	XM_016744673.1.p1
OG0001551	XM_001591912.1.p1	XM_016740883.1.p1
OG0001551	XM_001591910.1.p1	XM_016740919.1.p1
OG0001552	XM_001591114.1.p1	XM_016740668.1.p1
OG0001553	XM_001585770.1.p1	XM_016743276.1.p1
OG0001554	XM_001588826.1.p1	XM_016747839.1.p1
OG0001555	XM_001588932.1.p1	XM_016744788.1.p1, XM_016740444.1.p1, XM_016746120.1.p1
OG0001556	XM_001586500.1.p1	XM_016741176.1.p1
OG0001557	XM_001598314.1.p1	XM_016741582.1.p1
OG0001559	XM_001595680.1.p1	XM_016742995.1.p1
OG0001560	XM_001584921.1.p1	XM_016745640.1.p1
OG0001561	XM_001587460.1.p1	XM_016741420.1.p1
OG0001563	XM_001586244.1.p1	XM_016742954.1.p1
OG0001564	XM_001597736.1.p1	XM_016743299.1.p1
OG0001565	XM_001586785.1.p1	XM_016742616.1.p1
OG0001566	XM_001587857.1.p1	XM_016745109.1.p1
OG0001567	XM_001585586.1.p1	XM_016738163.1.p1
OG0001568	XM_001588032.1.p1	XM_016748131.1.p1
OG0001569	XM_001598533.1.p1	XM_016740771.1.p1
OG0001570	XM_001598009.1.p1	XM_016742588.1.p1
OG0001571	XM_001586005.1.p1	XM_016748134.1.p1
OG0001572	XM_001597978.1.p1	XM_016745173.1.p1
OG0001573	XM_001598381.1.p1	XM_016740620.1.p1
OG0001574	XM_001592452.1.p1	XM_016744715.1.p1
OG0001575	XM_001586034.1.p1	XM_016739268.1.p1
OG0001576	XM_001588787.1.p1	XM_016747478.1.p1
OG0001577	XM_001597408.1.p1	XM_016748060.1.p1
OG0001578	XM_001594733.1.p1	XM_016741629.1.p1
OG0001579	XM_001596911.1.p1	XM_016738290.1.p1
OG0001580	XM_001588446.1.p1	XM_016742904.1.p1, XM_016743121.1.p1
OG0001581	XM_001592716.1.p1	XM_016739688.1.p1
OG0001582	XM_001585389.1.p1	XM_016741458.1.p1
OG0001583	XM_001590383.1.p1	XM_016748130.1.p1
OG0001584	XM_001592184.1.p1	XM_016746865.1.p1
OG0001585	XM_001591668.1.p1	XM_016744998.1.p1
OG0001587	XM_001584989.1.p1	XM_016745340.1.p1
OG0001588	XM_001598638.1.p1	XM_016747251.1.p1
OG0001589	XM_001598421.1.p1	XM_016746716.1.p1
OG0001590	XM_001586317.1.p1	XM_016738861.1.p1
OG0001591	XM_001588337.1.p1	XM_016744739.1.p1
OG0001592	XM_001591465.1.p1	XM_016742872.1.p1
OG0001593	XM_001589357.1.p1	XM_016737326.1.p1
OG0001594	XM_001597642.1.p1	XM_016743278.1.p1
OG0001596	XM_001597634.1.p1	XM_016745698.1.p1
OG0001597	XM_001594887.1.p1	XM_016740778.1.p1
OG0001598	XM_001593169.1.p1	XM_016741553.1.p1
OG0001599	XM_001595351.1.p1	XM_016745939.1.p1
OG0001600	XM_001590984.1.p1	XM_016742793.1.p1
OG0001601	XM_001592341.1.p1	XM_016740492.1.p1
OG0001602	XM_001584934.1.p1	XM_016746327.1.p1
OG0001603	XM_001584607.1.p1	XM_016742224.1.p1
OG0001604	XM_001587107.1.p1	XM_016740724.1.p1
OG0001605	XM_001585121.1.p1	XM_016748025.1.p1
OG0001606	XM_001593391.1.p1	XM_016746672.1.p1
OG0001607	XM_001597097.1.p1	XM_016737615.1.p1
OG0001609	XM_001590202.1.p1	XM_016738575.1.p1
OG0001610	XM_001593541.1.p1	XM_016748125.1.p1
OG0001611	XM_001587790.1.p1	XM_016745103.1.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	XM_016747878.1.p1
OG0001614	XM_001585306.1.p1	XM_016746203.1.p1
OG0001615	XM_001584605.1.p1	XM_016738278.1.p1
OG0001616	XM_001594984.1.p1	XM_016745742.1.p1
OG0001617	XM_001597285.1.p1	XM_016741685.1.p1
OG0001618	XM_001589352.1.p1	XM_016743689.1.p1
OG0001619	XM_001587176.1.p1	XM_016745716.1.p1
OG0001620	XM_001597684.1.p1	XM_016742708.1.p1
OG0001621	XM_001592537.1.p1, XM_001585007.1.p1	XM_016744776.1.p1, XM_016744092.1.p1, XM_016741525.1.p1, XM_016747030.1.p1, XM_016743677.1.p1
OG0001622	XM_001585761.1.p1	XM_016743464.1.p1
OG0001623	XM_001597189.1.p1	XM_016739352.1.p1
OG0001624	XM_001584840.1.p1	XM_016746387.1.p1
OG0001625	XM_001597024.1.p1	XM_016737359.1.p1
OG0001627	XM_001598735.1.p1	XM_016745828.1.p1
OG0001628	XM_001590916.1.p1	XM_016743437.1.p1
OG0001629	XM_001596143.1.p1	XM_016738773.1.p1
OG0001631	XM_001588224.1.p1	XM_016744733.1.p1
OG0001632	XM_001588154.1.p1	XM_016743069.1.p1
OG0001633	XM_001597348.1.p1	XM_016746660.1.p1
OG0001634	XM_001590949.1.p1	XM_016743264.1.p1
OG0001635	XM_001594583.1.p1	XM_016740988.1.p1
OG0001636	XM_001591692.1.p1	XM_016738980.1.p1
OG0001637	XM_001593662.1.p1	XM_016741396.1.p1, XM_016743991.1.p1
OG0001638	XM_001593822.1.p1	XM_016738592.1.p1
OG0001639	XM_001589214.1.p1	XM_016745699.1.p1
OG0001640	XM_001590005.1.p1	XM_016742788.1.p1, XM_016743896.1.p1, XM_016747816.1.p1
OG0001641	XM_001597680.1.p1	XM_016742698.1.p1
OG0001642	XM_001595175.1.p1	XM_016744537.1.p1
OG0001643	XM_001594880.1.p1	XM_016738858.1.p1
OG0001644	XM_001592354.1.p1	XM_016738128.1.p1
OG0001645	XM_001591061.1.p1	XM_016744136.1.p1
OG0001646	XM_001595519.1.p1	XM_016741451.1.p1
OG0001648	XM_001589622.1.p1	XM_016742262.1.p1
OG0001649	XM_001589054.1.p1	XM_016739501.1.p1
OG0001650	XM_001586535.1.p1	XM_016748272.1.p1
OG0001651	XM_001587633.1.p1	XM_016745749.1.p1
OG0001652	XM_001596506.1.p1	XM_016740355.1.p1
OG0001652	XM_001585745.1.p1	XM_016742867.1.p1
OG0001653	XM_001588927.1.p1	XM_016737315.1.p1
OG0001654	XM_001595760.1.p1	XM_016745187.1.p1, XM_016747262.1.p1
OG0001655	XM_001593345.1.p1	XM_016747353.1.p1, XM_016748248.1.p1
OG0001656	XM_001590149.1.p1	XM_016744675.1.p1
OG0001657	XM_001585417.1.p1	XM_016746166.1.p1
OG0001658	XM_001589660.1.p1	XM_016745050.1.p1
OG0001659	XM_001594992.1.p1	XM_016746574.1.p1
OG0001660	XM_001588943.1.p1	XM_016740468.1.p1
OG0001661	XM_001593670.1.p1	XM_016746422.1.p1
OG0001662	XM_001588324.1.p1	XM_016747197.1.p1, XM_016748200.1.p1
OG0001662	XM_001584854.1.p1	XM_016746438.1.p1
OG0001663	XM_001595755.1.p1	XM_016742035.1.p1
OG0001664	XM_001595822.1.p1	XM_016745862.1.p1
OG0001665	XM_001586803.1.p1	XM_016745124.1.p1
OG0001666	XM_001598872.1.p1	XM_016738939.1.p1
OG0001667	XM_001592467.1.p1	XM_016747362.1.p1
OG0001668	XM_001593029.1.p1	XM_016745729.1.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	XM_016745994.1.p1
OG0001670	XM_001588398.1.p1	XM_016742195.1.p1
OG0001671	XM_001598414.1.p1	XM_016740983.1.p1
OG0001672	XM_001597380.1.p1	XM_016746655.1.p1
OG0001674	XM_001592252.1.p1	XM_016738117.1.p1
OG0001675	XM_001596085.1.p1	XM_016743789.1.p1
OG0001676	XM_001592934.1.p1	XM_016748208.1.p1
OG0001677	XM_001585846.1.p1	XM_016744915.1.p1
OG0001678	XM_001587393.1.p1	XM_016740634.1.p1
OG0001679	XM_001588168.1.p1	XM_016745466.1.p1
OG0001680	XM_001586872.1.p1	XM_016746817.1.p1
OG0001681	XM_001593299.1.p1	XM_016738640.1.p1
OG0001682	XM_001586639.1.p1	XM_016738248.1.p1
OG0001683	XM_001595338.1.p1	XM_016742465.1.p1
OG0001684	XM_001592337.1.p1	XM_016746370.1.p1
OG0001685	XM_001592409.1.p1	XM_016747594.1.p1
OG0001686	XM_001585532.1.p1	XM_016740594.1.p1
OG0001689	XM_001593582.1.p1, XM_001585628.1.p1	XM_016738513.1.p1
OG0001690	XM_001585778.1.p1	XM_016739457.1.p1
OG0001691	XM_001588440.1.p1	XM_016743097.1.p1
OG0001692	XM_001584910.1.p1	XM_016740228.1.p1
OG0001693	XM_001591043.1.p1	XM_016737670.1.p1
OG0001694	XM_001596686.1.p1	XM_016737596.1.p1
OG0001695	XM_001594204.1.p1	XM_016740497.1.p1
OG0001696	XM_001593962.1.p1	XM_016745819.1.p1
OG0001697	XM_001589617.1.p1	XM_016742429.1.p1
OG0001698	XM_001597629.1.p1	XM_016737947.1.p1
OG0001699	XM_001589149.1.p1	XM_016737955.1.p1
OG0001700	XM_001598246.1.p1	XM_016737762.1.p1, XM_016746578.1.p1, XM_016744957.1.p1
OG0001701	XM_001591929.1.p1	XM_016741370.1.p1
OG0001702	XM_001587596.1.p1	XM_016742582.1.p1
OG0001703	XM_001595758.1.p1	XM_016744450.1.p1
OG0001704	XM_001591634.1.p1	XM_016739318.1.p1
OG0001705	XM_001595225.1.p1	XM_016745169.1.p1
OG0001721	XM_001597065.1.p1	XM_016744102.1.p1
OG0001721	XM_001589322.1.p1	XM_016748118.1.p1
OG0001722	XM_001586788.1.p1	XM_016738651.1.p1, XM_016742064.1.p1
OG0001723	XM_001594657.1.p1	XM_016744354.1.p1
OG0001724	XM_001590840.1.p1	XM_016737888.1.p1
OG0001725	XM_001597394.1.p1	XM_016743396.1.p1
OG0001726	XM_001589936.1.p1	XM_016744674.1.p1
OG0001728	XM_001590382.1.p1	XM_016741800.1.p1
OG0001729	XM_001587382.1.p1	XM_016744544.1.p1
OG0001730	XM_001588187.1.p1	XM_016746084.1.p1
OG0001731	XM_001591843.1.p1	XM_016745391.1.p1
OG0001732	XM_001585968.1.p1	XM_016742883.1.p1
OG0001733	XM_001596326.1.p1	XM_016747161.1.p1
OG0001734	XM_001589885.1.p1	XM_016740464.1.p1
OG0001735	XM_001589025.1.p1	XM_016739824.1.p1
OG0001736	XM_001596497.1.p1	XM_016742322.1.p1
OG0001737	XM_001596417.1.p1	XM_016742477.1.p1
OG0001738	XM_001587146.1.p1	XM_016739929.1.p1
OG0001739	XM_001593621.1.p1	XM_016746590.1.p1
OG0001740	XM_001591824.1.p1	XM_016748266.1.p1
OG0001741	XM_001587709.1.p1	XM_016741047.1.p1
OG0001743	XM_001586642.1.p1	XM_016738250.1.p1
OG0001744	XM_001594510.1.p1	XM_016742527.1.p1
OG0001745	XM_001592516.1.p1	XM_016738123.1.p1
OG0001746	XM_001596949.1.p1	XM_016738273.1.p1
OG0001747	XM_001590666.1.p1	XM_016740807.1.p1
OG0001748	XM_001589278.1.p1	XM_016747491.1.p1
OG0001749	XM_001597157.1.p1	XM_016737295.1.p1
OG0001750	XM_001587513.1.p1	XM_016745948.1.p1
OG0001751	XM_001590998.1.p1	XM_016744324.1.p1
OG0001752	XM_001597420.1.p1	XM_016744520.1.p1, XM_016737292.1.p1
OG0001753	XM_001598799.1.p1	XM_016744178.1.p1
OG0001754	XM_001590525.1.p1	XM_016738362.1.p1
OG0001755	XM_001593055.1.p1	XM_016747851.1.p1
OG0001756	XM_001592679.1.p1	XM_016741088.1.p1
OG0001757	XM_001593107.1.p1	XM_016740725.1.p1, XM_016747382.1.p1
OG0001758	XM_001586211.1.p1	XM_016740736.1.p1
OG0001759	XM_001586077.1.p1	XM_016744860.1.p1
OG0001760	XM_001594527.1.p1	XM_016747995.1.p1
OG0001761	XM_001595706.1.p1	XM_016748299.1.p1, XM_016747774.1.p1
OG0001762	XM_001598181.1.p1	XM_016744444.1.p1
OG0001763	XM_001595731.1.p1	XM_016747787.1.p1
OG0001764	XM_001596364.1.p1	XM_016740969.1.p1
OG0001765	XM_001590590.1.p1	XM_016745637.1.p1
OG0001766	XM_001590857.1.p1	XM_016737917.1.p1
OG0001767	XM_001586584.1.p1	XM_016739859.1.p1
OG0001768	XM_001597883.1.p1	XM_016739840.1.p1
OG0001769	XM_001591520.1.p1	XM_016747527.1.p1
OG0001770	XM_001590010.1.p1	XM_016744595.1.p1
OG0001771	XM_001590930.1.p1	XM_016745344.1.p1
OG0001772	XM_001590921.1.p1	XM_016743320.1.p1
OG0001773	XM_001596015.1.p1	XM_016738776.1.p1
OG0001774	XM_001592132.1.p1	XM_016746181.1.p1
OG0001775	XM_001598459.1.p1	XM_016737515.1.p1
OG0001776	XM_001591629.1.p1	XM_016741258.1.p1
OG0001777	XM_001584821.1.p1	XM_016738558.1.p1
OG0001778	XM_001588150.1.p1	XM_016746914.1.p1
OG0001779	XM_001595681.1.p1	XM_016742996.1.p1
OG0001780	XM_001588152.1.p1	XM_016743070.1.p1
OG0001781	XM_001590832.1.p1	XM_016740567.1.p1
OG0001782	XM_001591472.1.p1	XM_016741239.1.p1
OG0001784	XM_001598923.1.p1	XM_016743393.1.p1
OG0001785	XM_001598934.1.p1	XM_016743398.1.p1
OG0001786	XM_001595140.1.p1	XM_016743289.1.p1
OG0001787	XM_001597366.1.p1	XM_016740648.1.p1
OG0001788	XM_001590194.1.p1	XM_016739774.1.p1
OG0001789	XM_001588695.1.p1	XM_016745853.1.p1
OG0001790	XM_001587883.1.p1	XM_016739235.1.p1
OG0001791	XM_001593540.1.p1	XM_016748126.1.p1
OG0001792	XM_001594609.1.p1	XM_016742934.1.p1
OG0001794	XM_001592224.1.p1	XM_016740120.1.p1
OG0001795	XM_001596894.1.p1	XM_016740837.1.p1
OG0001796	XM_001592592.1.p1	XM_016744736.1.p1
OG0001797	XM_001594930.1.p1	XM_016739299.1.p1
OG0001798	XM_001588684.1.p1	XM_016742635.1.p1
OG0001799	XM_001597442.1.p1	XM_016746748.1.p1
OG0001800	XM_001596717.1.p1	XM_016741214.1.p1
OG0001801	XM_001590922.1.p1	XM_016738522.1.p1
OG0001802	XM_001590920.1.p1	XM_016738523.1.p1
OG0001803	XM_001593200.1.p1	XM_016738547.1.p1
OG0001804	XM_001595592.1.p1	XM_016741864.1.p1
OG0001805	XM_001587985.1.p1	XM_016738202.1.p1
OG0001806	XM_001596616.1.p1	XM_016742356.1.p1
OG0001807	XM_001597030.1.p1	XM_016745602.1.p1
OG0001808	XM_001586117.1.p1	XM_016738899.1.p1
OG0001809	XM_001594291.1.p1	XM_016739336.1.p1
OG0001811	XM_001588110.1.p1	XM_016746272.1.p1
OG0001812	XM_001591191.1.p1	XM_016737284.1.p1
OG0001813	XM_001592623.1.p1	XM_016747369.1.p1
OG0001814	XM_001596833.1.p1	XM_016738989.1.p1
OG0001815	XM_001586248.1.p1	XM_016740739.1.p1
OG0001816	XM_001585130.1.p1	XM_016746004.1.p1
OG0001817	XM_001589814.1.p1	XM_016746012.1.p1
OG0001818	XM_001597638.1.p1	XM_016737956.1.p1
OG0001819	XM_001591447.1.p1	XM_016741110.1.p1, XM_016741551.1.p1
OG0001820	XM_001595800.1.p1	XM_016743013.1.p1
OG0001821	XM_001595579.1.p1	XM_016743219.1.p1
OG0001824	XM_001587806.1.p1	XM_016744988.1.p1
OG0001825	XM_001595217.1.p1	XM_016745756.1.p1
OG0001828	XM_001585103.1.p1	XM_016747497.1.p1
OG0001829	XM_001594219.1.p1	XM_016741294.1.p1
OG0001830	XM_001585900.1.p1	XM_016737350.1.p1
OG0001831	XM_001592314.1.p1	XM_016747567.1.p1
OG0001832	XM_001597841.1.p1	XM_016743900.1.p1
OG0001833	XM_001594152.1.p1	XM_016742312.1.p1
OG0001834	XM_001589838.1.p1	XM_016741820.1.p1
OG0001835	XM_001591194.1.p1	XM_016742767.1.p1
OG0001836	XM_001597475.1.p1	XM_016740345.1.p1
OG0001837	XM_001587327.1.p1	XM_016747558.1.p1
OG0001838	XM_001589014.1.p1	XM_016741957.1.p1
OG0001839	XM_001585061.1.p1	XM_016737442.1.p1
OG0001840	XM_001589942.1.p1	XM_016739806.1.p1
OG0001841	XM_001584880.1.p1	XM_016737800.1.p1
OG0001842	XM_001594666.1.p1	XM_016742654.1.p1
OG0001844	XM_001590509.1.p1	XM_016741447.1.p1
OG0001845	XM_001589982.1.p1	XM_016741486.1.p1
OG0001846	XM_001596454.1.p1	XM_016747153.1.p1
OG0001847	XM_001594103.1.p1	XM_016739528.1.p1
OG0001848	XM_001593509.1.p1	XM_016745766.1.p1
OG0001849	XM_001593831.1.p1	XM_016739408.1.p1
OG0001850	XM_001586794.1.p1	XM_016745111.1.p1
OG0001851	XM_001586923.1.p1	XM_016738226.1.p1
OG0001852	XM_001586886.1.p1	XM_016741039.1.p1
OG0001853	XM_001585928.1.p1	XM_016745256.1.p1
OG0001854	XM_001590829.1.p1	XM_016740824.1.p1
OG0001855	XM_001589062.1.p1	XM_016746722.1.p1
OG0001856	XM_001588810.1.p1	XM_016742364.1.p1
OG0001857	XM_001597917.1.p1	XM_016745175.1.p1
OG0001858	XM_001595648.1.p1	XM_016742827.1.p1
OG0001859	XM_001592548.1.p1	XM_016746340.1.p1
OG0001860	XM_001596630.1.p1	XM_016737445.1.p1
OG0001861	XM_001594433.1.p1	XM_016742403.1.p1
OG0001862	XM_001598227.1.p1	XM_016744442.1.p1
OG0001863	XM_001590791.1.p1	XM_016745992.1.p1
OG0001864	XM_001591521.1.p1	XM_016737522.1.p1
OG0001865	XM_001584801.1.p1	XM_016742514.1.p1, XM_016744034.1.p1
OG0001866	XM_001585049.1.p1	XM_016737441.1.p1
OG0001867	XM_001594818.1.p1	XM_016739747.1.p1
OG0001868	XM_001594374.1.p1	XM_016739558.1.p1
OG0001869	XM_001585799.1.p1	XM_016745520.1.p1
OG0001870	XM_001592420.1.p1	XM_016738295.1.p1
OG0001871	XM_001593531.1.p1	XM_016745540.1.p1
OG0001872	XM_001598490.1.p1	XM_016744666.1.p1
OG0001873	XM_001592991.1.p1	XM_016741265.1.p1
OG0001876	XM_001592238.1.p1	XM_016740069.1.p1
OG0001877	XM_001594162.1.p1	XM_016747438.1.p1
OG0001878	XM_001590659.1.p1	XM_016740827.1.p1
OG0001879	XM_001589618.1.p1	XM_016742428.1.p1
OG0001880	XM_001595660.1.p1	XM_016744315.1.p1, XM_016737982.1.p1
OG0001881	XM_001593122.1.p1	XM_016742965.1.p1
OG0001882	XM_001595944.1.p1	XM_016748167.1.p1
OG0001883	XM_001589201.1.p1	XM_016745581.1.p1
OG0001884	XM_001596916.1.p1	XM_016747588.1.p1
OG0001885	XM_001597820.1.p1	XM_016744339.1.p1
OG0001886	XM_001598473.1.p1	XM_016745915.1.p1
OG0001887	XM_001590264.1.p1	XM_016744672.1.p1
OG0001888	XM_001596012.1.p1	XM_016748279.1.p1, XM_016746561.1.p1
OG0001889	XM_001595935.1.p1	XM_016738784.1.p1
OG0001890	XM_001588390.1.p1	XM_016739753.1.p1
OG0001891	XM_001593041.1.p1	XM_016739622.1.p1
OG0001892	XM_001592787.1.p1	XM_016743358.1.p1
OG0001893	XM_001587267.1.p1	XM_016743353.1.p1
OG0001894	XM_001588986.1.p1	XM_016747034.1.p1
OG0001895	XM_001590911.1.p1	XM_016737656.1.p1
OG0001896	XM_001597392.1.p1	XM_016746670.1.p1
OG0001897	XM_001585567.1.p1	XM_016746820.1.p1
OG0001898	XM_001593311.1.p1	XM_016740994.1.p1
OG0001899	XM_001596408.1.p1	XM_016742103.1.p1
OG0001900	XM_001593680.1.p1	XM_016746446.1.p1
OG0001901	XM_001587741.1.p1	XM_016742615.1.p1
OG0001902	XM_001593736.1.p1	XM_016745541.1.p1
OG0001903	XM_001592059.1.p1	XM_016741971.1.p1
OG0001904	XM_001596167.1.p1	XM_016738779.1.p1
OG0001905	XM_001592700.1.p1	XM_016739672.1.p1
OG0001906	XM_001589662.1.p1	XM_016745051.1.p1
OG0001907	XM_001593996.1.p1	XM_016748123.1.p1
OG0001908	XM_001593415.1.p1	XM_016741896.1.p1
OG0001909	XM_001593623.1.p1	XM_016745539.1.p1
OG0001910	XM_001589236.1.p1	XM_016743309.1.p1
OG0001911	XM_001589314.1.p1	XM_016747854.1.p1
OG0001912	XM_001586839.1.p1	XM_016739225.1.p1
OG0001913	XM_001587731.1.p1	XM_016741028.1.p1
OG0001914	XM_001593298.1.p1	XM_016738660.1.p1
OG0001915	XM_001587673.1.p1	XM_016741019.1.p1
OG0001916	XM_001586854.1.p1	XM_016745091.1.p1
OG0001917	XM_001590908.1.p1	XM_016742561.1.p1
OG0001918	XM_001590387.1.p1	XM_016739851.1.p1, XM_016742187.1.p1
OG0001919	XM_001590115.1.p1	XM_016741981.1.p1
OG0001920	XM_001591029.1.p1	XM_016737333.1.p1
OG0001921	XM_001595343.1.p1	XM_016745955.1.p1
OG0001922	XM_001586175.1.p1	XM_016744896.1.p1
OG0001923	XM_001592396.1.p1	XM_016747615.1.p1
OG0001924	XM_001584617.1.p1	XM_016740088.1.p1
OG0001925	XM_001589406.1.p1	XM_016742331.1.p1
OG0001926	XM_001584509.1.p1	XM_016746709.1.p1
OG0001927	XM_001586446.1.p1	XM_016738549.1.p1
OG0001928	XM_001588383.1.p1	XM_016745208.1.p1
OG0001929	XM_001591408.1.p1	XM_016744148.1.p1
OG0001930	XM_001591632.1.p1	XM_016740861.1.p1
OG0001931	XM_001592168.1.p1	XM_016747272.1.p1, XM_016737287.1.p1
OG0001932	XM_001597284.1.p1	XM_016741684.1.p1
OG0001933	XM_001597286.1.p1	XM_016743573.1.p1
OG0001934	XM_001596926.1.p1	XM_016738288.1.p1
OG0001935	XM_001592593.1.p1	XM_016743183.1.p1
OG0001936	XM_001594563.1.p1	XM_016737966.1.p1, XM_016739703.1.p1
OG0001937	XM_001596027.1.p1	XM_016745583.1.p1
OG0001939	XM_001593108.1.p1	XM_016740726.1.p1
OG0001940	XM_001594951.1.p1	XM_016738846.1.p1
OG0001941	XM_001593014.1.p1	XM_016738847.1.p1
OG0001942	XM_001589457.1.p1	XM_016742906.1.p1
OG0001943	XM_001590718.1.p1	XM_016740235.1.p1
OG0001944	XM_001589563.1.p1	XM_016740336.1.p1
OG0001945	XM_001591844.1.p1	XM_016745392.1.p1
