Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Alternaria_alternata_rna_prot
OG0000991	XM_001584614.1.p1	XM_018524465.1.p1
OG0000992	XM_001587616.1.p1	XM_018524551.1.p1
OG0000992	XM_001588027.1.p1	XM_018526866.1.p1
OG0000993	XM_001592118.1.p1	XM_018525694.1.p1
OG0000994	XM_001598761.1.p1	XM_018525014.1.p1
OG0000995	XM_001598657.1.p1	XM_018525393.1.p1
OG0000996	XM_001585239.1.p1	XM_018525514.1.p1
OG0000997	XM_001597390.1.p1	XM_018535334.1.p1
OG0000998	XM_001586122.1.p1	XM_018526197.1.p1
OG0001000	XM_001588995.1.p1	XM_018526357.1.p1
OG0001002	XM_001591895.1.p1	XM_018527041.1.p1
OG0001003	XM_001586491.1.p1	XM_018527113.1.p1
OG0001004	XM_001591998.1.p1	XM_018535529.1.p1
OG0001004	XM_001590075.1.p1	XM_018527129.1.p1
OG0001007	XM_001597153.1.p1	XM_018528226.1.p1
OG0001008	XM_001587492.1.p1	XM_018528617.1.p1
OG0001010	XM_001587714.1.p1	XM_018529261.1.p1
OG0001013	XM_001595593.1.p1	XM_018530001.1.p1
OG0001014	XM_001598170.1.p1	XM_018530173.1.p1
OG0001015	XM_001593604.1.p1	XM_018535014.1.p1
OG0001015	XM_001592053.1.p1	XM_018532448.1.p1, XM_018530688.1.p1
OG0001016	XM_001595811.1.p1	XM_018530733.1.p1
OG0001017	XM_001590080.1.p1	XM_018533156.1.p1
OG0001018	XM_001589900.1.p1	XM_018531656.1.p1, XM_018531065.1.p1
OG0001019	XM_001593936.1.p1	XM_018531143.1.p1
OG0001020	XM_001587899.1.p1	XM_018531497.1.p1
OG0001021	XM_001596254.1.p1	XM_018531510.1.p1
OG0001022	XM_001592881.1.p1	XM_018531774.1.p1
OG0001023	XM_001589690.1.p1	XM_018531917.1.p1
OG0001024	XM_001590102.1.p1	XM_018532050.1.p1
OG0001025	XM_001597615.1.p1	XM_018532220.1.p1
OG0001026	XM_001585171.1.p1	XM_018534369.1.p1, XM_018532959.1.p1
OG0001028	XM_001595420.1.p1	XM_018534178.1.p1
OG0001029	XM_001597029.1.p1	XM_018534213.1.p1
OG0001030	XM_001590150.1.p1	XM_018536316.1.p1
OG0001031	XM_001598290.1.p1	XM_018534379.1.p1
OG0001032	XM_001592750.1.p1	XM_018534445.1.p1
OG0001033	XM_001593019.1.p1	XM_018534456.1.p1
OG0001034	XM_001589286.1.p1	XM_018534721.1.p1
OG0001035	XM_001591201.1.p1	XM_018535154.1.p1
OG0001036	XM_001586088.1.p1, XM_001586087.1.p1	XM_018535362.1.p1
OG0001037	XM_001585833.1.p1	XM_018535399.1.p1
OG0001038	XM_001584660.1.p1	XM_018535454.1.p1
OG0001039	XM_001589840.1.p1	XM_018535489.1.p1
OG0001040	XM_001585509.1.p1	XM_018535950.1.p1
OG0001041	XM_001595956.1.p1	XM_018536550.1.p1
OG0001057	XM_001585263.1.p1	XM_018526990.1.p1
OG0001059	XM_001598005.1.p1	XM_018523540.1.p1
OG0001061	XM_001598663.1.p1	XM_018523884.1.p1
OG0001062	XM_001589384.1.p1	XM_018530724.1.p1
OG0001062	XM_001589587.1.p1	XM_018523967.1.p1
OG0001063	XM_001594182.1.p1	XM_018523985.1.p1, XM_018526718.1.p1, XM_018531349.1.p1
OG0001064	XM_001585284.1.p1	XM_018524028.1.p1
OG0001065	XM_001596255.1.p1	XM_018524068.1.p1
OG0001066	XM_001597746.1.p1	XM_018524082.1.p1
OG0001066	XM_001589877.1.p1	XM_018536028.1.p1
OG0001068	XM_001591798.1.p1	XM_018528303.1.p1
OG0001069	XM_001592162.1.p1	XM_018524620.1.p1
OG0001070	XM_001587376.1.p1	XM_018524640.1.p1
OG0001071	XM_001592045.1.p1	XM_018524642.1.p1
OG0001072	XM_001594382.1.p1	XM_018524714.1.p1, XM_018530792.1.p1
OG0001073	XM_001592588.1.p1	XM_018524741.1.p1
OG0001075	XM_001598429.1.p1	XM_018525242.1.p1
OG0001076	XM_001598603.1.p1	XM_018525252.1.p1
OG0001076	XM_001595171.1.p1	XM_018526456.1.p1
OG0001077	XM_001595998.1.p1	XM_018525420.1.p1
OG0001078	XM_001590375.1.p1	XM_018525475.1.p1
OG0001079	XM_001598602.1.p1	XM_018525558.1.p1
OG0001081	XM_001593141.1.p1	XM_018533441.1.p1
OG0001081	XM_001588384.1.p1	XM_018526868.1.p1
OG0001082	XM_001597171.1.p1	XM_018525876.1.p1
OG0001083	XM_001584635.1.p1	XM_018525940.1.p1
OG0001084	XM_001589263.1.p1	XM_018536139.1.p1
OG0001085	XM_001591188.1.p1	XM_018526048.1.p1
OG0001086	XM_001593619.1.p1	XM_018526426.1.p1
OG0001088	XM_001598916.1.p1	XM_018532696.1.p1, XM_018527255.1.p1
OG0001089	XM_001591672.1.p1, XM_001588523.1.p1, XM_001589749.1.p1	XM_018531340.1.p1
OG0001090	XM_001587887.1.p1	XM_018527497.1.p1
OG0001091	XM_001584643.1.p1	XM_018527691.1.p1
OG0001093	XM_001593447.1.p1	XM_018527948.1.p1
OG0001095	XM_001593519.1.p1	XM_018528593.1.p1
OG0001096	XM_001597021.1.p1	XM_018528762.1.p1
OG0001098	XM_001590638.1.p1	XM_018528813.1.p1
OG0001098	XM_001584687.1.p1	XM_018535095.1.p1
OG0001099	XM_001587319.1.p1	XM_018529432.1.p1
OG0001100	XM_001597302.1.p1	XM_018529897.1.p1
OG0001101	XM_001592758.1.p1	XM_018529755.1.p1
OG0001102	XM_001584733.1.p1	XM_018529833.1.p1
OG0001103	XM_001592955.1.p1, XM_001588227.1.p1	XM_018529868.1.p1
OG0001105	XM_001592782.1.p1	XM_018530843.1.p1
OG0001106	XM_001594359.1.p1	XM_018531120.1.p1
OG0001107	XM_001593873.1.p1	XM_018531271.1.p1
OG0001108	XM_001591202.1.p1	XM_018531877.1.p1
OG0001109	XM_001593892.1.p1	XM_018532695.1.p1
OG0001110	XM_001593845.1.p1	XM_018534191.1.p1, XM_018536064.1.p1, XM_018532991.1.p1
OG0001112	XM_001592330.1.p1	XM_018533221.1.p1
OG0001113	XM_001596509.1.p1	XM_018533819.1.p1
OG0001114	XM_001588042.1.p1, XM_001594347.1.p1	XM_018533909.1.p1
OG0001115	XM_001593943.1.p1	XM_018533930.1.p1
OG0001116	XM_001587754.1.p1	XM_018534038.1.p1
OG0001117	XM_001587235.1.p1, XM_001589260.1.p1	XM_018534089.1.p1
OG0001118	XM_001590650.1.p1	XM_018534169.1.p1
OG0001119	XM_001587563.1.p1	XM_018534174.1.p1
OG0001120	XM_001593250.1.p1	XM_018534312.1.p1
OG0001121	XM_001593046.1.p1	XM_018534797.1.p1
OG0001122	XM_001594924.1.p1	XM_018535022.1.p1
OG0001123	XM_001592405.1.p1	XM_018535041.1.p1
OG0001124	XM_001598830.1.p1	XM_018535106.1.p1
OG0001125	XM_001588623.1.p1	XM_018535144.1.p1
OG0001126	XM_001590062.1.p1	XM_018535226.1.p1
OG0001127	XM_001590729.1.p1	XM_018535237.1.p1
OG0001128	XM_001594215.1.p1	XM_018535292.1.p1
OG0001129	XM_001595650.1.p1	XM_018535555.1.p1
OG0001130	XM_001590691.1.p1	XM_018535661.1.p1
OG0001131	XM_001597050.1.p1	XM_018535897.1.p1
OG0001132	XM_001589184.1.p1, XM_001597308.1.p1	XM_018535945.1.p1
OG0001145	XM_001589744.1.p1	XM_018532422.1.p1
OG0001146	XM_001587854.1.p1	XM_018526920.1.p1
OG0001147	XM_001589207.1.p1	XM_018527365.1.p1, XM_018524385.1.p1, XM_018523378.1.p1
OG0001148	XM_001598280.1.p1	XM_018530191.1.p1
OG0001149	XM_001595919.1.p1	XM_018529579.1.p1, XM_018523895.1.p1
OG0001149	XM_001595947.1.p1	XM_018529342.1.p1, XM_018529199.1.p1, XM_018528624.1.p1, XM_018534748.1.p1, XM_018528623.1.p1, XM_018530651.1.p1, XM_018528085.1.p1
OG0001150	XM_001585637.1.p1, XM_001586145.1.p1	XM_018523914.1.p1
OG0001151	XM_001586398.1.p1	XM_018523957.1.p1
OG0001152	XM_001585966.1.p1	XM_018523981.1.p1
OG0001153	XM_001585409.1.p1	XM_018524090.1.p1
OG0001154	XM_001596258.1.p1	XM_018524097.1.p1
OG0001155	XM_001593807.1.p1	XM_018524192.1.p1
OG0001156	XM_001587763.1.p1	XM_018524279.1.p1
OG0001157	XM_001585113.1.p1	XM_018524415.1.p1
OG0001158	XM_001597265.1.p1	XM_018524631.1.p1
OG0001159	XM_001593742.1.p1	XM_018524636.1.p1
OG0001160	XM_001597233.1.p1	XM_018524651.1.p1
OG0001161	XM_001597319.1.p1	XM_018524747.1.p1
OG0001162	XM_001592594.1.p1	XM_018524786.1.p1
OG0001163	XM_001594217.1.p1	XM_018524914.1.p1
OG0001164	XM_001586609.1.p1	XM_018531418.1.p1, XM_018524989.1.p1
OG0001165	XM_001590535.1.p1	XM_018525085.1.p1
OG0001166	XM_001590617.1.p1	XM_018525110.1.p1
OG0001168	XM_001589673.1.p1, XM_001595545.1.p1	XM_018525264.1.p1
OG0001170	XM_001598862.1.p1	XM_018525350.1.p1
OG0001171	XM_001597826.1.p1	XM_018525598.1.p1
OG0001172	XM_001592471.1.p1	XM_018529049.1.p1, XM_018526036.1.p1
OG0001173	XM_001598301.1.p1	XM_018526142.1.p1
OG0001174	XM_001586495.1.p1	XM_018530894.1.p1
OG0001175	XM_001595154.1.p1	XM_018535233.1.p1, XM_018531744.1.p1
OG0001176	XM_001594407.1.p1	XM_018526591.1.p1
OG0001176	XM_001586945.1.p1	XM_018532566.1.p1
OG0001177	XM_001594947.1.p1	XM_018526615.1.p1
OG0001178	XM_001589035.1.p1	XM_018526717.1.p1
OG0001179	XM_001593660.1.p1	XM_018526905.1.p1
OG0001180	XM_001596694.1.p1	XM_018527083.1.p1
OG0001181	XM_001593576.1.p1	XM_018527439.1.p1
OG0001182	XM_001594846.1.p1	XM_018531377.1.p1
OG0001183	XM_001590324.1.p1	XM_018527940.1.p1
OG0001184	XM_001594370.1.p1	XM_018528346.1.p1
OG0001185	XM_001586426.1.p1	XM_018528477.1.p1
OG0001186	XM_001592367.1.p1	XM_018528807.1.p1
OG0001187	XM_001586559.1.p1	XM_018529064.1.p1
OG0001188	XM_001596042.1.p1, XM_001597194.1.p1	XM_018529325.1.p1
OG0001190	XM_001593245.1.p1	XM_018529709.1.p1
OG0001191	XM_001592100.1.p1	XM_018530370.1.p1
OG0001192	XM_001586300.1.p1	XM_018530739.1.p1
OG0001193	XM_001591587.1.p1	XM_018530949.1.p1
OG0001194	XM_001585295.1.p1	XM_018531008.1.p1
OG0001195	XM_001593678.1.p1	XM_018531046.1.p1
OG0001196	XM_001588984.1.p1	XM_018531188.1.p1
OG0001197	XM_001590968.1.p1	XM_018531863.1.p1
OG0001198	XM_001597467.1.p1	XM_018531629.1.p1
OG0001199	XM_001586739.1.p1	XM_018531840.1.p1
OG0001200	XM_001586874.1.p1	XM_018531987.1.p1
OG0001201	XM_001595554.1.p1	XM_018532512.1.p1
OG0001202	XM_001590037.1.p1	XM_018532536.1.p1, XM_018536238.1.p1
OG0001203	XM_001595223.1.p1	XM_018532913.1.p1
OG0001204	XM_001587531.1.p1	XM_018533871.1.p1
OG0001205	XM_001597608.1.p1	XM_018534317.1.p1
OG0001206	XM_001590495.1.p1	XM_018534470.1.p1
OG0001207	XM_001598174.1.p1	XM_018534549.1.p1
OG0001208	XM_001585675.1.p1	XM_018534595.1.p1
OG0001209	XM_001584711.1.p1	XM_018534944.1.p1
OG0001210	XM_001593130.1.p1	XM_018535044.1.p1
OG0001211	XM_001597698.1.p1	XM_018535171.1.p1
OG0001212	XM_001587505.1.p1	XM_018535277.1.p1
OG0001213	XM_001586026.1.p1	XM_018535392.1.p1
OG0001214	XM_001594629.1.p1	XM_018535635.1.p1
OG0001215	XM_001598435.1.p1	XM_018535699.1.p1
OG0001216	XM_001587846.1.p1	XM_018535894.1.p1
OG0001217	XM_001584573.1.p1	XM_018535900.1.p1
OG0001218	XM_001585042.1.p1	XM_018536092.1.p1
OG0001219	XM_001598205.1.p1	XM_018536284.1.p1
OG0001220	XM_001598294.1.p1	XM_018536331.1.p1
OG0001221	XM_001587099.1.p1	XM_018536427.1.p1
OG0001222	XM_001586044.1.p1	XM_018536449.1.p1
OG0001223	XM_001596735.1.p1	XM_018536539.1.p1
OG0001240	XM_001594618.1.p1	XM_018523113.1.p1, XM_018536295.1.p1
OG0001241	XM_001591997.1.p1	XM_018523255.1.p1
OG0001242	XM_001594852.1.p1, XM_001592817.1.p1	XM_018526037.1.p1
OG0001242	XM_001585350.1.p1	XM_018523417.1.p1
OG0001243	XM_001586524.1.p1	XM_018523420.1.p1
OG0001244	XM_001587402.1.p1	XM_018523715.1.p1
OG0001245	XM_001598019.1.p1	XM_018523797.1.p1
OG0001246	XM_001596306.1.p1	XM_018524033.1.p1
OG0001247	XM_001595279.1.p1	XM_018524055.1.p1
OG0001248	XM_001597052.1.p1	XM_018524252.1.p1
OG0001250	XM_001585219.1.p1	XM_018524443.1.p1
OG0001251	XM_001597911.1.p1	XM_018524524.1.p1
OG0001252	XM_001589710.1.p1	XM_018524730.1.p1
OG0001253	XM_001594361.1.p1	XM_018524830.1.p1
OG0001254	XM_001594431.1.p1	XM_018524919.1.p1
OG0001255	XM_001585594.1.p1	XM_018525033.1.p1
OG0001256	XM_001597117.1.p1	XM_018525382.1.p1
OG0001257	XM_001594378.1.p1	XM_018535791.1.p1
OG0001258	XM_001592670.1.p1	XM_018525534.1.p1
OG0001259	XM_001587500.1.p1	XM_018526781.1.p1
OG0001259	XM_001595026.1.p1	XM_018525745.1.p1
OG0001260	XM_001591210.1.p1	XM_018525866.1.p1
OG0001261	XM_001592688.1.p1	XM_018525995.1.p1
OG0001262	XM_001584906.1.p1, XM_001592747.1.p1	XM_018526086.1.p1, XM_018527165.1.p1
OG0001263	XM_001593392.1.p1	XM_018526181.1.p1
OG0001264	XM_001594448.1.p1	XM_018527176.1.p1
OG0001264	XM_001589375.1.p1	XM_018532740.1.p1
OG0001266	XM_001594795.1.p1	XM_018526765.1.p1
OG0001267	XM_001593062.1.p1	XM_018526782.1.p1
OG0001268	XM_001595596.1.p1	XM_018526792.1.p1
OG0001270	XM_001592691.1.p1	XM_018527173.1.p1
OG0001271	XM_001587646.1.p1	XM_018527206.1.p1
OG0001272	XM_001592903.1.p1	XM_018527211.1.p1
OG0001273	XM_001598707.1.p1	XM_018527253.1.p1
OG0001275	XM_001588945.1.p1	XM_018527422.1.p1
OG0001276	XM_001596955.1.p1	XM_018527562.1.p1
OG0001277	XM_001588770.1.p1	XM_018527630.1.p1
OG0001278	XM_001597610.1.p1	XM_018527795.1.p1
OG0001279	XM_001591890.1.p1	XM_018527854.1.p1
OG0001280	XM_001586262.1.p1	XM_018536260.1.p1
OG0001281	XM_001584702.1.p1	XM_018527970.1.p1
OG0001282	XM_001595958.1.p1	XM_018528584.1.p1
OG0001283	XM_001590433.1.p1	XM_018528778.1.p1
OG0001283	XM_001597865.1.p1	XM_018536116.1.p1
OG0001284	XM_001596034.1.p1	XM_018528847.1.p1
OG0001285	XM_001585904.1.p1	XM_018528938.1.p1
OG0001286	XM_001585616.1.p1	XM_018529529.1.p1
OG0001287	XM_001586319.1.p1	XM_018529581.1.p1
OG0001288	XM_001590210.1.p1	XM_018529730.1.p1
OG0001289	XM_001586984.1.p1	XM_018529872.1.p1, XM_018534695.1.p1, XM_018530461.1.p1
OG0001290	XM_001588613.1.p1	XM_018530124.1.p1
OG0001291	XM_001589450.1.p1	XM_018530672.1.p1
OG0001292	XM_001595039.1.p1	XM_018535359.1.p1
OG0001293	XM_001592260.1.p1	XM_018532122.1.p1
OG0001294	XM_001590764.1.p1	XM_018532203.1.p1
OG0001295	XM_001587939.1.p1	XM_018532383.1.p1
OG0001296	XM_001585953.1.p1	XM_018532623.1.p1
OG0001297	XM_001591937.1.p1	XM_018532643.1.p1
OG0001298	XM_001595056.1.p1	XM_018532787.1.p1
OG0001299	XM_001596175.1.p1	XM_018533180.1.p1
OG0001300	XM_001586937.1.p1	XM_018533984.1.p1
OG0001301	XM_001586397.1.p1	XM_018534070.1.p1
OG0001302	XM_001593610.1.p1	XM_018534133.1.p1
OG0001303	XM_001591817.1.p1	XM_018534164.1.p1
OG0001304	XM_001591192.1.p1	XM_018534193.1.p1
OG0001305	XM_001592167.1.p1	XM_018534205.1.p1
OG0001306	XM_001592155.1.p1	XM_018534209.1.p1
OG0001307	XM_001597316.1.p1	XM_018534276.1.p1
OG0001308	XM_001586167.1.p1	XM_018534355.1.p1
OG0001309	XM_001594213.1.p1	XM_018534359.1.p1
OG0001310	XM_001594188.1.p1	XM_018534412.1.p1
OG0001311	XM_001598187.1.p1	XM_018534441.1.p1
OG0001312	XM_001587817.1.p1, XM_001593839.1.p1	XM_018534928.1.p1
OG0001313	XM_001584723.1.p1	XM_018535020.1.p1
OG0001314	XM_001587845.1.p1	XM_018535176.1.p1
OG0001315	XM_001585518.1.p1	XM_018535314.1.p1
OG0001316	XM_001596129.1.p1	XM_018535315.1.p1
OG0001317	XM_001587842.1.p1	XM_018535492.1.p1
OG0001318	XM_001597396.1.p1	XM_018535500.1.p1
OG0001319	XM_001591640.1.p1	XM_018535684.1.p1
OG0001320	XM_001587379.1.p1	XM_018535831.1.p1
OG0001321	XM_001594406.1.p1, XM_001598936.1.p1	XM_018536233.1.p1
OG0001322	XM_001585388.1.p1	XM_018536479.1.p1
OG0001335	XM_001593152.1.p1	XM_018523117.1.p1
OG0001336	XM_001596324.1.p1	XM_018526361.1.p1
OG0001337	XM_001586758.1.p1	XM_018523397.1.p1
OG0001338	XM_001590772.1.p1, XM_001595896.1.p1	XM_018523508.1.p1
OG0001339	XM_001588334.1.p1	XM_018523670.1.p1
OG0001340	XM_001585646.1.p1	XM_018523702.1.p1
OG0001341	XM_001585322.1.p1	XM_018523752.1.p1
OG0001342	XM_001594850.1.p1	XM_018524051.1.p1
OG0001343	XM_001585832.1.p1	XM_018524065.1.p1
OG0001344	XM_001590875.1.p1	XM_018525565.1.p1
OG0001345	XM_001594772.1.p1	XM_018524087.1.p1
OG0001346	XM_001594790.1.p1	XM_018524115.1.p1
OG0001347	XM_001588165.1.p1	XM_018524163.1.p1
OG0001348	XM_001587711.1.p1	XM_018524283.1.p1
OG0001349	XM_001585733.1.p1	XM_018524316.1.p1
OG0001350	XM_001594034.1.p1	XM_018524317.1.p1
OG0001351	XM_001587708.1.p1	XM_018524330.1.p1
OG0001352	XM_001586665.1.p1	XM_018524386.1.p1
OG0001353	XM_001591623.1.p1	XM_018524560.1.p1
OG0001354	XM_001592719.1.p1	XM_018524964.1.p1, XM_018524627.1.p1
OG0001356	XM_001585187.1.p1	XM_018524695.1.p1
OG0001357	XM_001596863.1.p1	XM_018524783.1.p1
OG0001358	XM_001597450.1.p1	XM_018524816.1.p1
OG0001359	XM_001587161.1.p1	XM_018524877.1.p1
OG0001360	XM_001586985.1.p1	XM_018524959.1.p1
OG0001361	XM_001589944.1.p1	XM_018525571.1.p1
OG0001362	XM_001591944.1.p1	XM_018525182.1.p1
OG0001363	XM_001598194.1.p1	XM_018529751.1.p1
OG0001364	XM_001587004.1.p1	XM_018527599.1.p1, XM_018525530.1.p1
OG0001365	XM_001590890.1.p1	XM_018525678.1.p1
OG0001366	XM_001596179.1.p1, XM_001589539.1.p1	XM_018531262.1.p1
OG0001366	XM_001595151.1.p1	XM_018526819.1.p1, XM_018525727.1.p1
OG0001367	XM_001595176.1.p1	XM_018525784.1.p1
OG0001368	XM_001596704.1.p1	XM_018525845.1.p1
OG0001369	XM_001597173.1.p1	XM_018525873.1.p1
OG0001370	XM_001592102.1.p1	XM_018534618.1.p1, XM_018525973.1.p1, XM_018526758.1.p1
OG0001371	XM_001597570.1.p1	XM_018526161.1.p1
OG0001372	XM_001594988.1.p1	XM_018526212.1.p1
OG0001373	XM_001587954.1.p1	XM_018526224.1.p1
OG0001374	XM_001585514.1.p1	XM_018526256.1.p1
OG0001375	XM_001588248.1.p1	XM_018526393.1.p1
OG0001377	XM_001584620.1.p1	XM_018526469.1.p1
OG0001378	XM_001593740.1.p1	XM_018526525.1.p1
OG0001379	XM_001590461.1.p1	XM_018526573.1.p1
OG0001381	XM_001597963.1.p1	XM_018526694.1.p1
OG0001381	XM_001598755.1.p1	XM_018529875.1.p1
OG0001382	XM_001585252.1.p1	XM_018526756.1.p1
OG0001383	XM_001597060.1.p1	XM_018526808.1.p1, XM_018536407.1.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	XM_018526896.1.p1
OG0001385	XM_001590507.1.p1	XM_018527087.1.p1
OG0001386	XM_001594603.1.p1	XM_018527179.1.p1
OG0001387	XM_001590581.1.p1	XM_018527215.1.p1
OG0001388	XM_001595837.1.p1	XM_018527259.1.p1
OG0001389	XM_001594385.1.p1	XM_018527271.1.p1
OG0001390	XM_001593629.1.p1	XM_018527335.1.p1
OG0001391	XM_001593760.1.p1	XM_018527338.1.p1
OG0001392	XM_001591018.1.p1	XM_018527535.1.p1
OG0001393	XM_001587430.1.p1	XM_018528197.1.p1
OG0001394	XM_001595447.1.p1	XM_018528199.1.p1
OG0001395	XM_001595940.1.p1	XM_018528302.1.p1
OG0001396	XM_001597306.1.p1	XM_018528318.1.p1
OG0001397	XM_001597458.1.p1	XM_018528332.1.p1
OG0001398	XM_001593321.1.p1	XM_018528338.1.p1
OG0001399	XM_001594283.1.p1	XM_018535613.1.p1
OG0001399	XM_001589226.1.p1	XM_018528457.1.p1, XM_018530992.1.p1
OG0001401	XM_001585941.1.p1	XM_018529284.1.p1
OG0001402	XM_001598084.1.p1	XM_018528606.1.p1
OG0001403	XM_001592896.1.p1, XM_001592895.1.p1, XM_001592891.1.p1, XM_001593282.1.p1	XM_018528636.1.p1, XM_018529863.1.p1, XM_018536417.1.p1, XM_018529202.1.p1, XM_018529200.1.p1, XM_018535753.1.p1
OG0001404	XM_001588050.1.p1	XM_018528640.1.p1
OG0001405	XM_001594368.1.p1	XM_018528737.1.p1
OG0001406	XM_001592275.1.p1	XM_018528804.1.p1
OG0001407	XM_001591124.1.p1	XM_018529217.1.p1
OG0001408	XM_001598811.1.p1	XM_018529502.1.p1
OG0001411	XM_001592806.1.p1	XM_018529700.1.p1
OG0001412	XM_001590469.1.p1	XM_018529776.1.p1
OG0001413	XM_001586280.1.p1	XM_018530020.1.p1
OG0001414	XM_001590169.1.p1	XM_018533823.1.p1
OG0001415	XM_001596226.1.p1	XM_018536491.1.p1
OG0001415	XM_001598472.1.p1	XM_018530214.1.p1
OG0001416	XM_001598452.1.p1	XM_018530293.1.p1
OG0001417	XM_001593177.1.p1	XM_018530476.1.p1
OG0001418	XM_001591514.1.p1	XM_018530542.1.p1
OG0001419	XM_001598681.1.p1	XM_018533457.1.p1
OG0001420	XM_001590398.1.p1	XM_018530655.1.p1
OG0001421	XM_001595574.1.p1	XM_018530674.1.p1
OG0001422	XM_001590100.1.p1	XM_018530692.1.p1
OG0001423	XM_001585238.1.p1	XM_018530768.1.p1
OG0001424	XM_001589412.1.p1	XM_018530769.1.p1
OG0001425	XM_001597305.1.p1	XM_018530885.1.p1
OG0001426	XM_001591173.1.p1	XM_018530905.1.p1
OG0001427	XM_001593871.1.p1	XM_018531272.1.p1
OG0001428	XM_001588090.1.p1	XM_018531417.1.p1
OG0001429	XM_001592111.1.p1	XM_018531670.1.p1, XM_018532206.1.p1
OG0001430	XM_001588184.1.p1	XM_018531718.1.p1
OG0001431	XM_001589594.1.p1	XM_018531733.1.p1
OG0001432	XM_001585343.1.p1	XM_018531745.1.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	XM_018531909.1.p1
OG0001434	XM_001598003.1.p1	XM_018532542.1.p1
OG0001435	XM_001591027.1.p1	XM_018533012.1.p1
OG0001436	XM_001594967.1.p1	XM_018533417.1.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	XM_018533452.1.p1
OG0001438	XM_001586526.1.p1	XM_018533762.1.p1
OG0001440	XM_001593418.1.p1	XM_018533940.1.p1
OG0001441	XM_001591502.1.p1	XM_018533989.1.p1
OG0001442	XM_001596523.1.p1	XM_018534010.1.p1
OG0001443	XM_001591497.1.p1	XM_018534121.1.p1
OG0001444	XM_001598154.1.p1	XM_018534158.1.p1
OG0001445	XM_001592332.1.p1	XM_018534286.1.p1
OG0001446	XM_001584964.1.p1	XM_018534505.1.p1
OG0001447	XM_001590454.1.p1	XM_018534508.1.p1
OG0001449	XM_001584927.1.p1	XM_018534615.1.p1
OG0001450	XM_001594323.1.p1	XM_018534672.1.p1
OG0001451	XM_001590785.1.p1	XM_018534763.1.p1
OG0001452	XM_001586975.1.p1	XM_018534881.1.p1
OG0001453	XM_001585709.1.p1	XM_018534899.1.p1
OG0001454	XM_001598339.1.p1	XM_018534956.1.p1
OG0001455	XM_001596308.1.p1	XM_018534992.1.p1
OG0001456	XM_001594827.1.p1	XM_018535000.1.p1
OG0001457	XM_001590966.1.p1	XM_018535143.1.p1
OG0001458	XM_001597544.1.p1	XM_018535242.1.p1
OG0001459	XM_001586602.1.p1	XM_018535421.1.p1
OG0001460	XM_001585269.1.p1	XM_018535433.1.p1
OG0001461	XM_001597434.1.p1	XM_018535548.1.p1
OG0001462	XM_001594600.1.p1	XM_018535610.1.p1
OG0001463	XM_001587116.1.p1	XM_018535725.1.p1
OG0001464	XM_001587145.1.p1	XM_018535821.1.p1
OG0001465	XM_001584616.1.p1	XM_018535838.1.p1
OG0001466	XM_001588938.1.p1	XM_018536014.1.p1
OG0001467	XM_001593377.1.p1	XM_018536035.1.p1
OG0001468	XM_001585179.1.p1	XM_018536292.1.p1
OG0001469	XM_001587568.1.p1	XM_018536303.1.p1
OG0001470	XM_001598483.1.p1	XM_018536322.1.p1
OG0001471	XM_001597927.1.p1	XM_018536397.1.p1
OG0001472	XM_001588144.1.p1	XM_018536420.1.p1
OG0001473	XM_001588083.1.p1	XM_018536426.1.p1
OG0001489	XM_001594695.1.p1	XM_018523146.1.p1
OG0001490	XM_001590455.1.p1	XM_018523158.1.p1
OG0001491	XM_001587628.1.p1	XM_018523213.1.p1, XM_018526974.1.p1
OG0001492	XM_001589157.1.p1	XM_018523291.1.p1, XM_018524261.1.p1
OG0001494	XM_001590871.1.p1	XM_018523346.1.p1
OG0001495	XM_001591501.1.p1	XM_018523350.1.p1
OG0001496	XM_001590486.1.p1	XM_018523364.1.p1
OG0001497	XM_001586720.1.p1	XM_018523371.1.p1
OG0001498	XM_001586789.1.p1	XM_018527501.1.p1
OG0001500	XM_001590999.1.p1	XM_018523450.1.p1
OG0001501	XM_001585424.1.p1	XM_018523478.1.p1
OG0001502	XM_001585986.1.p1	XM_018523502.1.p1
OG0001503	XM_001586391.1.p1	XM_018523590.1.p1
OG0001504	XM_001598066.1.p1	XM_018523598.1.p1
OG0001505	XM_001590355.1.p1	XM_018523620.1.p1
OG0001506	XM_001595083.1.p1	XM_018523642.1.p1
OG0001507	XM_001596353.1.p1	XM_018531395.1.p1
OG0001509	XM_001589211.1.p1	XM_018523746.1.p1
OG0001511	XM_001598741.1.p1	XM_018523815.1.p1
OG0001512	XM_001598889.1.p1	XM_018523820.1.p1
OG0001513	XM_001592873.1.p1	XM_018523828.1.p1
OG0001514	XM_001585948.1.p1	XM_018524006.1.p1
OG0001515	XM_001594183.1.p1	XM_018524092.1.p1
OG0001517	XM_001588211.1.p1	XM_018524205.1.p1
OG0001518	XM_001588256.1.p1	XM_018524216.1.p1
OG0001519	XM_001587131.1.p1	XM_018524229.1.p1
OG0001520	XM_001590166.1.p1	XM_018535234.1.p1
