Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Arthrobotrys_oligospora_cds_prot
OG0001623	XM_001597189.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505617.1_7747.p1
OG0001625	XM_001597024.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498652.1_11600.p1
OG0001625	XM_001598302.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511533.1_455.p1
OG0001627	XM_001598735.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495492.1_3607.p1
OG0001628	XM_001590916.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507533.1_6136.p1
OG0001629	XM_001596143.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503214.1_8502.p1
OG0001631	XM_001588224.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510029.1_4887.p1
OG0001632	XM_001588154.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509945.1_4803.p1
OG0001633	XM_001597348.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498595.1_11543.p1
OG0001634	XM_001590949.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498509.1_11457.p1
OG0001635	XM_001594583.1.p1	lcl|JAVHJL010000010.1_cds_KAK6497016.1_2059.p1
OG0001636	XM_001591692.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503525.1_8813.p1
OG0001638	XM_001593822.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495360.1_3475.p1
OG0001639	XM_001589214.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501965.1_10106.p1
OG0001641	XM_001597680.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507352.1_5955.p1
OG0001642	XM_001595175.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504928.1_7058.p1
OG0001643	XM_001594880.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497477.1_12268.p1
OG0001644	XM_001592354.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507144.1_5747.p1
OG0001645	XM_001591061.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505635.1_7765.p1
OG0001646	XM_001595519.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512081.1_1003.p1
OG0001648	XM_001589622.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505223.1_7353.p1
OG0001649	XM_001589054.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507132.1_5735.p1
OG0001650	XM_001586535.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503457.1_8745.p1
OG0001651	XM_001587633.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505148.1_7278.p1
OG0001653	XM_001588927.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498629.1_11577.p1
OG0001654	XM_001590965.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500160.1_10859.p1
OG0001655	XM_001593345.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496831.1_1874.p1
OG0001656	XM_001593479.1.p1, XM_001590149.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511537.1_459.p1
OG0001657	XM_001585417.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501685.1_9826.p1
OG0001658	XM_001589660.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496413.1_2508.p1
OG0001659	XM_001594992.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504924.1_7054.p1
OG0001660	XM_001588943.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501649.1_9790.p1
OG0001661	XM_001593670.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511972.1_894.p1
OG0001662	XM_001588324.1.p1, XM_001584854.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512299.1_1221.p1
OG0001663	XM_001595755.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507197.1_5800.p1
OG0001664	XM_001595822.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503119.1_8407.p1
OG0001665	XM_001586803.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505231.1_7361.p1
OG0001666	XM_001598872.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507321.1_5924.p1
OG0001667	XM_001592467.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511812.1_734.p1
OG0001668	XM_001593029.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505381.1_7511.p1
OG0001669	XM_001585162.1.p1, XM_001585163.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499872.1_10572.p1
OG0001670	XM_001588398.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497768.1_12559.p1
OG0001671	XM_001598414.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509572.1_4430.p1
OG0001672	XM_001597380.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498610.1_11558.p1
OG0001673	XM_001597675.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503671.1_8959.p1
OG0001674	XM_001592252.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512379.1_1301.p1
OG0001675	XM_001596085.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503200.1_8488.p1
OG0001676	XM_001592934.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496723.1_1766.p1
OG0001677	XM_001585846.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512644.1_1566.p1
OG0001678	XM_001587393.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512194.1_1116.p1
OG0001679	XM_001588168.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504627.1_6757.p1
OG0001680	XM_001586872.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509392.1_4250.p1
OG0001681	XM_001593299.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503237.1_8525.p1
OG0001682	XM_001586639.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509259.1_4117.p1
OG0001683	XM_001595338.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501228.1_9369.p1
OG0001684	XM_001592337.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498899.1_11848.p1
OG0001686	XM_001585532.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506759.1_5362.p1
OG0001687	XM_001598229.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496540.1_1583.p1
OG0001689	XM_001597984.1.p1, XM_001593582.1.p1, XM_001585628.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509178.1_4036.p1, lcl|JAVHJL010000001.1_cds_KAK6511093.1_15.p1
OG0001690	XM_001585778.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507687.1_6290.p1
OG0001691	XM_001588440.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495219.1_3334.p1
OG0001692	XM_001584910.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499905.1_10605.p1
OG0001693	XM_001591043.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505007.1_7137.p1
OG0001694	XM_001596686.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505373.1_7503.p1
OG0001695	XM_001594204.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495440.1_3555.p1
OG0001696	XM_001593962.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500383.1_11083.p1
OG0001697	XM_001589617.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501161.1_9302.p1
OG0001698	XM_001597629.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507465.1_6068.p1
OG0001699	XM_001589149.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507514.1_6117.p1
OG0001700	XM_001598246.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497485.1_12276.p1
OG0001701	XM_001591929.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511116.1_38.p1
OG0001702	XM_001587596.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509184.1_4042.p1
OG0001703	XM_001595758.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504907.1_7037.p1
OG0001704	XM_001591634.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503478.1_8766.p1
OG0001705	XM_001595225.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498892.1_11840.p1
OG0001721	XM_001597065.1.p1, XM_001589322.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503258.1_8546.p1
OG0001722	XM_001586788.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505280.1_7410.p1
OG0001723	XM_001594657.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505180.1_7310.p1
OG0001724	XM_001590840.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499815.1_10515.p1
OG0001725	XM_001593609.1.p1, XM_001597394.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512443.1_1365.p1
OG0001726	XM_001589936.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511536.1_458.p1
OG0001727	XM_001591137.1.p1, XM_001593237.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503005.1_8293.p1
OG0001728	XM_001590382.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503283.1_8571.p1
OG0001729	XM_001587382.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505696.1_7826.p1
OG0001730	XM_001588187.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499581.1_10281.p1
OG0001731	XM_001591843.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503515.1_8804.p1
OG0001732	XM_001585968.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512436.1_1358.p1
OG0001733	XM_001596326.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505797.1_7927.p1
OG0001734	XM_001589885.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501659.1_9800.p1
OG0001735	XM_001589025.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501665.1_9806.p1
OG0001736	XM_001596497.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496354.1_2449.p1
OG0001738	XM_001587146.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507397.1_6000.p1
OG0001739	XM_001593621.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504892.1_7022.p1
OG0001740	XM_001591824.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503445.1_8733.p1
OG0001741	XM_001587709.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498559.1_11507.p1
OG0001742	XM_001592521.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512356.1_1278.p1
OG0001743	XM_001586642.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509273.1_4131.p1
OG0001744	XM_001594510.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497417.1_12208.p1
OG0001745	XM_001592516.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512389.1_1311.p1
OG0001746	XM_001596949.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512350.1_1272.p1
OG0001747	XM_001590666.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511501.1_423.p1
OG0001748	XM_001589278.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509902.1_4760.p1
OG0001749	XM_001597157.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498803.1_11751.p1
OG0001750	XM_001587513.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512148.1_1070.p1
OG0001751	XM_001590998.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498776.1_11724.p1
OG0001752	XM_001597420.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499720.1_10420.p1
OG0001753	XM_001598799.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507287.1_5890.p1
OG0001754	XM_001590525.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499789.1_10489.p1
OG0001755	XM_001593055.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505415.1_7545.p1
OG0001756	XM_001592679.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505371.1_7501.p1
OG0001757	XM_001593107.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497828.1_12619.p1
OG0001758	XM_001586211.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508973.1_3831.p1
OG0001759	XM_001586077.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509124.1_3982.p1
OG0001760	XM_001594527.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509159.1_4017.p1
OG0001761	XM_001595706.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503689.1_8977.p1, lcl|JAVHJL010000003.1_cds_KAK6507171.1_5774.p1
OG0001762	XM_001598181.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505302.1_7432.p1
OG0001763	XM_001595731.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500203.1_10903.p1
OG0001764	XM_001596364.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501868.1_10009.p1
OG0001765	XM_001590590.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512077.1_999.p1
OG0001766	XM_001590857.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495471.1_3586.p1
OG0001767	XM_001586584.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506825.1_5428.p1
OG0001768	XM_001597883.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507008.1_5610.p1
OG0001769	XM_001591520.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496021.1_2116.p1
OG0001770	XM_001590010.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506831.1_5434.p1
OG0001771	XM_001590930.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507459.1_6062.p1
OG0001772	XM_001590921.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505307.1_7437.p1
OG0001773	XM_001596015.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512275.1_1197.p1
OG0001774	XM_001592132.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501716.1_9857.p1
OG0001775	XM_001598459.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506845.1_5448.p1
OG0001776	XM_001591629.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497518.1_12309.p1
OG0001777	XM_001584821.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497533.1_12324.p1
OG0001778	XM_001588150.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509955.1_4813.p1
OG0001779	XM_001595681.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512246.1_1168.p1
OG0001780	XM_001588152.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509938.1_4795.p1
OG0001781	XM_001590832.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512084.1_1006.p1
OG0001782	XM_001591472.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497579.1_12370.p1
OG0001783	XM_001598837.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507309.1_5912.p1
OG0001784	XM_001598923.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495480.1_3595.p1
OG0001785	XM_001598934.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507314.1_5917.p1
OG0001786	XM_001595140.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503034.1_8322.p1
OG0001787	XM_001597366.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503030.1_8318.p1
OG0001788	XM_001590194.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511606.1_528.p1
OG0001789	XM_001588695.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507247.1_5850.p1
OG0001790	XM_001587883.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498586.1_11534.p1
OG0001791	XM_001593540.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504987.1_7117.p1
OG0001792	XM_001594609.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501055.1_9196.p1
OG0001793	XM_001595751.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507208.1_5811.p1
OG0001794	XM_001592224.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512362.1_1284.p1
OG0001795	XM_001596894.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512374.1_1296.p1
OG0001796	XM_001592592.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495310.1_3425.p1
OG0001797	XM_001594930.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509327.1_4185.p1
OG0001798	XM_001588684.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496549.1_1592.p1
OG0001799	XM_001597442.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505531.1_7661.p1
OG0001800	XM_001596717.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503662.1_8950.p1
OG0001801	XM_001590922.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507365.1_5968.p1
OG0001802	XM_001590920.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503648.1_8936.p1
OG0001803	XM_001593200.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496748.1_1791.p1
OG0001804	XM_001595592.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503285.1_8573.p1
OG0001805	XM_001587985.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505174.1_7304.p1
OG0001806	XM_001596616.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501793.1_9934.p1
OG0001807	XM_001597030.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505005.1_7135.p1
OG0001808	XM_001586117.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509020.1_3878.p1
OG0001809	XM_001594291.1.p1	lcl|JAVHJL010000008.1_cds_KAK6499068.1_12016.p1
OG0001811	XM_001588110.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507184.1_5787.p1
OG0001812	XM_001591191.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498755.1_11703.p1
OG0001813	XM_001592623.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511883.1_805.p1
OG0001814	XM_001596833.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510247.1_5105.p1
OG0001815	XM_001586248.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508961.1_3819.p1
OG0001816	XM_001585130.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512201.1_1123.p1
OG0001817	XM_001589814.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495473.1_3588.p1
OG0001818	XM_001597638.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507556.1_6159.p1
OG0001819	XM_001591447.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497403.1_12194.p1
OG0001820	XM_001595800.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509970.1_4828.p1
OG0001821	XM_001595579.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510020.1_4878.p1
OG0001824	XM_001587806.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511937.1_859.p1
OG0001825	XM_001595217.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512257.1_1179.p1
OG0001828	XM_001585103.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511470.1_392.p1
OG0001829	XM_001594219.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502098.1_10239.p1
OG0001830	XM_001585900.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498782.1_11730.p1, lcl|JAVHJL010000013.1_cds_KAK6495103.1_3218.p1
OG0001831	XM_001592314.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500227.1_10927.p1
OG0001832	XM_001597841.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502927.1_8215.p1
OG0001833	XM_001594152.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496374.1_2469.p1
OG0001834	XM_001589838.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501593.1_9734.p1
OG0001835	XM_001591194.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498757.1_11705.p1
OG0001836	XM_001597475.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505609.1_7739.p1
OG0001837	XM_001587327.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505314.1_7444.p1
OG0001838	XM_001589014.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501714.1_9855.p1
OG0001839	XM_001585061.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501871.1_10012.p1
OG0001840	XM_001589942.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507018.1_5621.p1
OG0001841	XM_001584880.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512013.1_935.p1
OG0001842	XM_001594666.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496622.1_1665.p1
OG0001844	XM_001590509.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499770.1_10470.p1
OG0001845	XM_001589982.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501611.1_9752.p1
OG0001846	XM_001596454.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505792.1_7922.p1
OG0001847	XM_001594103.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503604.1_8892.p1
OG0001848	XM_001593509.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507259.1_5862.p1
OG0001849	XM_001594036.1.p1, XM_001593831.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503571.1_8859.p1, lcl|JAVHJL010000002.1_cds_KAK6508871.1_3729.p1
OG0001850	XM_001586794.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505215.1_7345.p1
OG0001851	XM_001586923.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509443.1_4301.p1
OG0001852	XM_001586886.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509289.1_4147.p1
OG0001853	XM_001585928.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495356.1_3471.p1
OG0001854	XM_001590829.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496497.1_2592.p1
OG0001855	XM_001589062.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509876.1_4734.p1
OG0001856	XM_001588810.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500338.1_11038.p1
OG0001857	XM_001597917.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509469.1_4327.p1
OG0001858	XM_001595648.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498761.1_11709.p1
OG0001859	XM_001592548.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511926.1_848.p1
OG0001860	XM_001596630.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510132.1_4990.p1
OG0001861	XM_001594433.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502862.1_8150.p1
OG0001862	XM_001598227.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496539.1_1582.p1
OG0001863	XM_001590791.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512052.1_974.p1
OG0001864	XM_001591521.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506844.1_5447.p1
OG0001865	XM_001584801.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499598.1_10298.p1
OG0001866	XM_001585049.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507055.1_5658.p1
OG0001867	XM_001596867.1.p1, XM_001594818.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495271.1_3386.p1
OG0001868	XM_001594374.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496648.1_1691.p1
OG0001869	XM_001585799.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503267.1_8555.p1
OG0001870	XM_001592420.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500465.1_11165.p1
OG0001871	XM_001593531.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505019.1_7149.p1
OG0001872	XM_001598490.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511559.1_481.p1
OG0001873	XM_001592991.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497486.1_12277.p1
OG0001875	XM_001588708.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502738.1_8026.p1, lcl|JAVHJL010000004.1_cds_KAK6505195.1_7325.p1
OG0001876	XM_001592238.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512382.1_1302.p1
OG0001877	XM_001594162.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496405.1_2500.p1
OG0001878	XM_001590659.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496486.1_2581.p1
OG0001879	XM_001589618.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501160.1_9301.p1
OG0001880	XM_001595660.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498727.1_11675.p1
OG0001881	XM_001593122.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511423.1_345.p1
OG0001883	XM_001589201.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502045.1_10186.p1
OG0001884	XM_001596916.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511924.1_846.p1
OG0001885	XM_001597820.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502913.1_8201.p1
OG0001886	XM_001598473.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506995.1_5598.p1
OG0001887	XM_001590264.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511530.1_452.p1
OG0001888	XM_001596012.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506671.1_5274.p1
OG0001889	XM_001595935.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503221.1_8509.p1
OG0001890	XM_001588390.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495238.1_3353.p1
OG0001891	XM_001593041.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496874.1_1917.p1
OG0001892	XM_001592787.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507275.1_5878.p1
OG0001893	XM_001587267.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498593.1_11541.p1
OG0001894	XM_001588986.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501700.1_9841.p1
OG0001895	XM_001590911.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507568.1_6171.p1, lcl|JAVHJL010000003.1_cds_KAK6507569.1_6172.p1
OG0001896	XM_001597392.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509557.1_4415.p1
OG0001898	XM_001593311.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496639.1_1682.p1
OG0001900	XM_001593680.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503628.1_8916.p1
OG0001902	XM_001593736.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505050.1_7180.p1
OG0001903	XM_001592059.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501718.1_9859.p1
OG0001904	XM_001596167.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503227.1_8515.p1
OG0001905	XM_001592700.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496577.1_1620.p1
OG0001906	XM_001589662.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496326.1_2421.p1
OG0001907	XM_001593996.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505027.1_7157.p1
OG0001908	XM_001593415.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505093.1_7223.p1
OG0001909	XM_001593623.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505018.1_7148.p1
OG0001910	XM_001589236.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503659.1_8947.p1
OG0001911	XM_001589314.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505396.1_7526.p1
OG0001912	XM_001586839.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509382.1_4240.p1
OG0001913	XM_001587731.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497743.1_12534.p1
OG0001914	XM_001593298.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503297.1_8585.p1
OG0001915	XM_001587673.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504573.1_6703.p1
OG0001916	XM_001586854.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509286.1_4144.p1
OG0001917	XM_001590908.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509927.1_4785.p1
OG0001918	XM_001590387.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510058.1_4916.p1
OG0001919	XM_001590115.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501552.1_9693.p1
