Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Pythium_ultimum_cds_prot
OG0000997	XM_001597390.1.p1	lcl|BBXB02000067.1_cds_GLE04154.1_12675.p1
OG0000998	XM_001586122.1.p1	lcl|BBXB02000046.1_cds_GLE01864.1_10385.p1, lcl|BBXB02000001.1_cds_GLD91703.1_225.p1
OG0001000	XM_001588995.1.p1	lcl|BBXB02000089.1_cds_GLE05581.1_14102.p1, lcl|BBXB02000089.1_cds_GLE05580.1_14101.p1, lcl|BBXB02000089.1_cds_GLE05582.1_14103.p1, lcl|BBXB02000089.1_cds_GLE05583.1_14104.p1
OG0001002	XM_001591895.1.p1	lcl|BBXB02000041.1_cds_GLE01212.1_9733.p1, lcl|BBXB02000004.1_cds_GLD93273.1_1795.p1
OG0001003	XM_001586491.1.p1	lcl|BBXB02000008.1_cds_GLD94545.1_3067.p1, lcl|BBXB02000166.1_cds_GLE07033.1_15554.p1, lcl|BBXB02000121.1_cds_GLE06540.1_15061.p1, lcl|BBXB02000064.1_cds_GLE03814.1_12335.p1, lcl|BBXB02000121.1_cds_GLE06539.1_15060.p1, lcl|BBXB02000166.1_cds_GLE07031.1_15552.p1, lcl|BBXB02000121.1_cds_GLE06541.1_15062.p1
OG0001007	XM_001584998.1.p1, XM_001597153.1.p1	lcl|BBXB02000126.1_cds_GLE06627.1_15148.p1
OG0001010	XM_001587714.1.p1	lcl|BBXB02000008.1_cds_GLD94475.1_2997.p1
OG0001012	XM_001591023.1.p1, XM_001588951.1.p1	lcl|BBXB02000030.1_cds_GLD99445.1_7967.p1
OG0001014	XM_001598170.1.p1	lcl|BBXB02000026.1_cds_GLD98684.1_7206.p1
OG0001015	XM_001593604.1.p1, XM_001592053.1.p1	lcl|BBXB02000015.1_cds_GLD96504.1_5026.p1
OG0001016	XM_001595811.1.p1	lcl|BBXB02000030.1_cds_GLD99334.1_7856.p1, lcl|BBXB02000002.1_cds_GLD92174.1_696.p1, lcl|BBXB02000036.1_cds_GLE00416.1_8937.p1, lcl|BBXB02000036.1_cds_GLE00415.1_8936.p1, lcl|BBXB02000003.1_cds_GLD92693.1_1215.p1, lcl|BBXB02000025.1_cds_GLD98436.1_6958.p1, lcl|BBXB02000033.1_cds_GLD99887.1_8409.p1, lcl|BBXB02000087.1_cds_GLE05478.1_13999.p1
OG0001021	XM_001596254.1.p1	lcl|BBXB02000001.1_cds_GLD91663.1_185.p1
OG0001023	XM_001589690.1.p1	lcl|BBXB02000097.1_cds_GLE05877.1_14398.p1
OG0001025	XM_001597615.1.p1	lcl|BBXB02000048.1_cds_GLE02175.1_10696.p1, lcl|BBXB02000059.1_cds_GLE03272.1_11793.p1
OG0001028	XM_001595420.1.p1	lcl|BBXB02000015.1_cds_GLD96459.1_4981.p1
OG0001030	XM_001590150.1.p1	lcl|BBXB02000052.1_cds_GLE02638.1_11159.p1
OG0001031	XM_001598290.1.p1	lcl|BBXB02000011.1_cds_GLD95209.1_3731.p1, lcl|BBXB02000011.1_cds_GLD95210.1_3732.p1, lcl|BBXB02000003.1_cds_GLD92710.1_1232.p1
OG0001033	XM_001593019.1.p1	lcl|BBXB02000002.1_cds_GLD92231.1_753.p1, lcl|BBXB02000013.1_cds_GLD95980.1_4502.p1, lcl|BBXB02000006.1_cds_GLD93856.1_2378.p1
OG0001035	XM_001591201.1.p1	lcl|BBXB02000026.1_cds_GLD98736.1_7258.p1
OG0001037	XM_001585833.1.p1	lcl|BBXB02000030.1_cds_GLD99435.1_7957.p1
OG0001039	XM_001589840.1.p1	lcl|BBXB02000023.1_cds_GLD98260.1_6782.p1
OG0001041	XM_001595956.1.p1	lcl|BBXB02000031.1_cds_GLD99513.1_8035.p1, lcl|BBXB02000229.1_cds_GLE07570.1_16091.p1, lcl|BBXB02000052.1_cds_GLE02587.1_11108.p1, lcl|BBXB02000296.1_cds_GLE08211.1_16732.p1, lcl|BBXB02000044.1_cds_GLE01604.1_10125.p1
OG0001044	XM_001594810.1.p1, XM_001585034.1.p1	lcl|BBXB02000006.1_cds_GLD93669.1_2191.p1
OG0001059	XM_001598005.1.p1	lcl|BBXB02000035.1_cds_GLE00219.1_8740.p1
OG0001061	XM_001598663.1.p1	lcl|BBXB02000008.1_cds_GLD94470.1_2992.p1
OG0001064	XM_001585284.1.p1	lcl|BBXB02000001.1_cds_GLD91714.1_236.p1, lcl|BBXB02000049.1_cds_GLE02314.1_10835.p1, lcl|BBXB02000049.1_cds_GLE02313.1_10834.p1, lcl|BBXB02000508.1_cds_GLE10051.1_18572.p1
OG0001065	XM_001596255.1.p1	lcl|BBXB02000095.1_cds_GLE05804.1_14325.p1
OG0001069	XM_001592162.1.p1	lcl|BBXB02000282.1_cds_GLE08092.1_16613.p1
OG0001070	XM_001587376.1.p1	lcl|BBXB02000008.1_cds_GLD94323.1_2845.p1
OG0001071	XM_001592045.1.p1	lcl|BBXB02000007.1_cds_GLD94267.1_2789.p1, lcl|BBXB02000007.1_cds_GLD94266.1_2788.p1
OG0001073	XM_001592588.1.p1	lcl|BBXB02000023.1_cds_GLD98125.1_6647.p1
OG0001075	XM_001598429.1.p1	lcl|BBXB02000010.1_cds_GLD95035.1_3557.p1
OG0001077	XM_001595998.1.p1	lcl|BBXB02000021.1_cds_GLD97780.1_6302.p1, lcl|BBXB02000011.1_cds_GLD95298.1_3820.p1, lcl|BBXB02000038.1_cds_GLE00691.1_9212.p1, lcl|BBXB02000002.1_cds_GLD92044.1_566.p1
OG0001078	XM_001590375.1.p1	lcl|BBXB02000013.1_cds_GLD95869.1_4391.p1
OG0001079	XM_001598602.1.p1	lcl|BBXB02000048.1_cds_GLE02205.1_10726.p1, lcl|BBXB02000065.1_cds_GLE03954.1_12475.p1, lcl|BBXB02000381.1_cds_GLE08937.1_17458.p1, lcl|BBXB02000065.1_cds_GLE03955.1_12476.p1, lcl|BBXB02000381.1_cds_GLE08931.1_17452.p1
OG0001082	XM_001597171.1.p1	lcl|BBXB02000072.1_cds_GLE04557.1_13078.p1
OG0001084	XM_001589263.1.p1	lcl|BBXB02000007.1_cds_GLD94253.1_2775.p1
OG0001085	XM_001591188.1.p1	lcl|BBXB02000065.1_cds_GLE03992.1_12513.p1
OG0001086	XM_001593619.1.p1	lcl|BBXB02000234.1_cds_GLE07643.1_16164.p1, lcl|BBXB02000069.1_cds_GLE04313.1_12834.p1
OG0001087	XM_001589471.1.p1	lcl|BBXB02000013.1_cds_GLD95766.1_4288.p1
OG0001088	XM_001598916.1.p1	lcl|BBXB02000031.1_cds_GLD99520.1_8042.p1, lcl|BBXB02000051.1_cds_GLE02475.1_10996.p1
OG0001090	XM_001587887.1.p1	lcl|BBXB02000063.1_cds_GLE03761.1_12282.p1, lcl|BBXB02000004.1_cds_GLD93070.1_1592.p1
OG0001091	XM_001584643.1.p1	lcl|BBXB02000010.1_cds_GLD95053.1_3575.p1
OG0001093	XM_001593447.1.p1	lcl|BBXB02000009.1_cds_GLD94723.1_3245.p1, lcl|BBXB02000003.1_cds_GLD92646.1_1168.p1
OG0001095	XM_001593519.1.p1	lcl|BBXB02000030.1_cds_GLD99359.1_7881.p1
OG0001098	XM_001590638.1.p1, XM_001584687.1.p1	lcl|BBXB02000010.1_cds_GLD95057.1_3579.p1
OG0001099	XM_001587319.1.p1	lcl|BBXB02000097.1_cds_GLE05908.1_14429.p1, lcl|BBXB02000391.1_cds_GLE09008.1_17529.p1, lcl|BBXB02000457.1_cds_GLE09648.1_18169.p1
OG0001101	XM_001592758.1.p1	lcl|BBXB02000013.1_cds_GLD95890.1_4412.p1, lcl|BBXB02000001.1_cds_GLD91931.1_453.p1, lcl|BBXB02000049.1_cds_GLE02328.1_10849.p1, lcl|BBXB02000005.1_cds_GLD93570.1_2092.p1
OG0001103	XM_001592955.1.p1, XM_001588227.1.p1	lcl|BBXB02000282.1_cds_GLE08085.1_16606.p1, lcl|BBXB02000074.1_cds_GLE04700.1_13221.p1, lcl|BBXB02000045.1_cds_GLE01710.1_10231.p1
OG0001107	XM_001593873.1.p1	lcl|BBXB02000711.1_cds_GLE11504.1_20025.p1, lcl|BBXB02000038.1_cds_GLE00805.1_9326.p1
OG0001108	XM_001585014.1.p1, XM_001591202.1.p1	lcl|BBXB02000036.1_cds_GLE00372.1_8893.p1, lcl|BBXB02000005.1_cds_GLD93613.1_2135.p1
OG0001110	XM_001593845.1.p1	lcl|BBXB02000036.1_cds_GLE00493.1_9014.p1, lcl|BBXB02000036.1_cds_GLE00492.1_9013.p1
OG0001113	XM_001596509.1.p1	lcl|BBXB02000152.1_cds_GLE06905.1_15426.p1, lcl|BBXB02000026.1_cds_GLD98787.1_7309.p1, lcl|BBXB02000031.1_cds_GLD99537.1_8059.p1, lcl|BBXB02000280.1_cds_GLE08071.1_16592.p1, lcl|BBXB02000187.1_cds_GLE07252.1_15773.p1
OG0001114	XM_001588042.1.p1, XM_001594347.1.p1	lcl|BBXB02000016.1_cds_GLD96669.1_5191.p1, lcl|BBXB02000369.1_cds_GLE08810.1_17331.p1, lcl|BBXB02000016.1_cds_GLD96667.1_5189.p1, lcl|BBXB02000369.1_cds_GLE08811.1_17332.p1
OG0001118	XM_001590650.1.p1	lcl|BBXB02000065.1_cds_GLE03961.1_12482.p1
OG0001119	XM_001587563.1.p1	lcl|BBXB02000069.1_cds_GLE04296.1_12817.p1
OG0001120	XM_001591426.1.p1, XM_001593250.1.p1	lcl|BBXB02000020.1_cds_GLD97582.1_6104.p1
OG0001122	XM_001594924.1.p1	lcl|BBXB02000014.1_cds_GLD96127.1_4649.p1, lcl|BBXB02000022.1_cds_GLD97909.1_6431.p1
OG0001123	XM_001592405.1.p1	lcl|BBXB02000044.1_cds_GLE01544.1_10065.p1, lcl|BBXB02000181.1_cds_GLE07209.1_15730.p1, lcl|BBXB02000003.1_cds_GLD92916.1_1438.p1
OG0001124	XM_001598830.1.p1	lcl|BBXB02000123.1_cds_GLE06561.1_15082.p1, lcl|BBXB02000568.1_cds_GLE10574.1_19095.p1
OG0001125	XM_001588623.1.p1	lcl|BBXB02000001.1_cds_GLD91586.1_108.p1, lcl|BBXB02000001.1_cds_GLD91587.1_109.p1
OG0001126	XM_001590062.1.p1	lcl|BBXB02000023.1_cds_GLD98156.1_6678.p1, lcl|BBXB02000013.1_cds_GLD95905.1_4427.p1
OG0001127	XM_001590729.1.p1	lcl|BBXB02000028.1_cds_GLD99065.1_7587.p1, lcl|BBXB02000386.1_cds_GLE08975.1_17496.p1
OG0001128	XM_001594215.1.p1	lcl|BBXB02000010.1_cds_GLD95012.1_3534.p1, lcl|BBXB02000124.1_cds_GLE06578.1_15099.p1
OG0001129	XM_001595650.1.p1	lcl|BBXB02000309.1_cds_GLE08353.1_16874.p1
OG0001130	XM_001590691.1.p1	lcl|BBXB02000032.1_cds_GLD99766.1_8288.p1, lcl|BBXB02000032.1_cds_GLD99765.1_8287.p1
OG0001131	XM_001591289.1.p1, XM_001597050.1.p1	lcl|BBXB02000042.1_cds_GLE01291.1_9812.p1
OG0001132	XM_001589184.1.p1, XM_001597308.1.p1	lcl|BBXB02000509.1_cds_GLE10067.1_18588.p1, lcl|BBXB02000053.1_cds_GLE02707.1_11228.p1, lcl|BBXB02000053.1_cds_GLE02708.1_11229.p1, lcl|BBXB02000053.1_cds_GLE02705.1_11226.p1
OG0001133	XM_001584780.1.p1	lcl|BBXB02000548.1_cds_GLE10426.1_18947.p1, lcl|BBXB02000320.1_cds_GLE08427.1_16948.p1, lcl|BBXB02000320.1_cds_GLE08426.1_16947.p1, lcl|BBXB02000029.1_cds_GLD99201.1_7723.p1
OG0001135	XM_001592071.1.p1	lcl|BBXB02000076.1_cds_GLE04805.1_13326.p1, lcl|BBXB02000076.1_cds_GLE04806.1_13327.p1, lcl|BBXB02000076.1_cds_GLE04807.1_13328.p1
OG0001145	XM_001589744.1.p1	lcl|BBXB02000042.1_cds_GLE01339.1_9860.p1
OG0001150	XM_001585637.1.p1, XM_001586145.1.p1	lcl|BBXB02000007.1_cds_GLD94275.1_2797.p1, lcl|BBXB02000007.1_cds_GLD94276.1_2798.p1
OG0001151	XM_001586398.1.p1	lcl|BBXB02000021.1_cds_GLD97790.1_6312.p1, lcl|BBXB02000021.1_cds_GLD97771.1_6293.p1, lcl|BBXB02000021.1_cds_GLD97795.1_6317.p1
OG0001152	XM_001585966.1.p1	lcl|BBXB02000039.1_cds_GLE00961.1_9482.p1, lcl|BBXB02000082.1_cds_GLE05227.1_13748.p1, lcl|BBXB02000003.1_cds_GLD92721.1_1243.p1
OG0001153	XM_001585409.1.p1	lcl|BBXB02000011.1_cds_GLD95288.1_3810.p1, lcl|BBXB02000006.1_cds_GLD93869.1_2391.p1, lcl|BBXB02000045.1_cds_GLE01665.1_10186.p1
OG0001155	XM_001593807.1.p1	lcl|BBXB02000059.1_cds_GLE03310.1_11831.p1
OG0001156	XM_001587763.1.p1	lcl|BBXB02000490.1_cds_GLE09897.1_18418.p1, lcl|BBXB02000045.1_cds_GLE01619.1_10140.p1
OG0001157	XM_001585113.1.p1	lcl|BBXB02000448.1_cds_GLE09551.1_18072.p1, lcl|BBXB02000060.1_cds_GLE03437.1_11958.p1, lcl|BBXB02000486.1_cds_GLE09866.1_18387.p1, lcl|BBXB02000060.1_cds_GLE03436.1_11957.p1, lcl|BBXB02000448.1_cds_GLE09552.1_18073.p1
OG0001159	XM_001593742.1.p1	lcl|BBXB02000025.1_cds_GLD98452.1_6974.p1, lcl|BBXB02000015.1_cds_GLD96276.1_4798.p1
OG0001162	XM_001592594.1.p1	lcl|BBXB02000021.1_cds_GLD97753.1_6275.p1
OG0001164	XM_001586609.1.p1	lcl|BBXB02000031.1_cds_GLD99618.1_8140.p1, lcl|BBXB02000078.1_cds_GLE04984.1_13505.p1, lcl|BBXB02000076.1_cds_GLE04815.1_13336.p1
OG0001165	XM_001590535.1.p1	lcl|BBXB02000004.1_cds_GLD92930.1_1452.p1
OG0001166	XM_001590617.1.p1	lcl|BBXB02000629.1_cds_GLE11023.1_19544.p1, lcl|BBXB02000062.1_cds_GLE03695.1_12216.p1
OG0001168	XM_001589673.1.p1, XM_001595545.1.p1	lcl|BBXB02000245.1_cds_GLE07785.1_16306.p1, lcl|BBXB02000014.1_cds_GLD96151.1_4673.p1
OG0001173	XM_001598301.1.p1	lcl|BBXB02000022.1_cds_GLD97910.1_6432.p1, lcl|BBXB02000022.1_cds_GLD97904.1_6426.p1, lcl|BBXB02000061.1_cds_GLE03535.1_12056.p1
OG0001178	XM_001589035.1.p1	lcl|BBXB02000557.1_cds_GLE10487.1_19008.p1, lcl|BBXB02000033.1_cds_GLD99988.1_8510.p1, lcl|BBXB02000033.1_cds_GLD99987.1_8509.p1, lcl|BBXB02000053.1_cds_GLE02774.1_11295.p1
OG0001179	XM_001593660.1.p1	lcl|BBXB02000049.1_cds_GLE02233.1_10754.p1
OG0001180	XM_001596694.1.p1	lcl|BBXB02000024.1_cds_GLD98305.1_6827.p1
OG0001182	XM_001594846.1.p1	lcl|BBXB02000059.1_cds_GLE03322.1_11843.p1
OG0001183	XM_001590324.1.p1	lcl|BBXB02000030.1_cds_GLD99447.1_7969.p1
OG0001184	XM_001594370.1.p1	lcl|BBXB02000005.1_cds_GLD93463.1_1985.p1
OG0001185	XM_001586426.1.p1	lcl|BBXB02000003.1_cds_GLD92533.1_1055.p1
OG0001187	XM_001586559.1.p1	lcl|BBXB02000089.1_cds_GLE05600.1_14121.p1
OG0001188	XM_001596042.1.p1, XM_001597194.1.p1	lcl|BBXB02000005.1_cds_GLD93338.1_1860.p1
OG0001190	XM_001593245.1.p1	lcl|BBXB02000393.1_cds_GLE09024.1_17545.p1, lcl|BBXB02000418.1_cds_GLE09277.1_17798.p1
OG0001191	XM_001585271.1.p1, XM_001592100.1.p1	lcl|BBXB02000077.1_cds_GLE04882.1_13403.p1, lcl|BBXB02000038.1_cds_GLE00783.1_9304.p1
OG0001192	XM_001586300.1.p1, XM_001589019.1.p1	lcl|BBXB02000030.1_cds_GLD99351.1_7873.p1
OG0001193	XM_001591587.1.p1	lcl|BBXB02000006.1_cds_GLD93672.1_2194.p1
OG0001194	XM_001585294.1.p1	lcl|BBXB02000064.1_cds_GLE03875.1_12396.p1
OG0001194	XM_001585295.1.p1	lcl|BBXB02000064.1_cds_GLE03873.1_12394.p1, lcl|BBXB02000238.1_cds_GLE07693.1_16214.p1, lcl|BBXB02000005.1_cds_GLD93587.1_2109.p1, lcl|BBXB02000064.1_cds_GLE03872.1_12393.p1, lcl|BBXB02000025.1_cds_GLD98477.1_6999.p1
OG0001196	XM_001588984.1.p1	lcl|BBXB02000015.1_cds_GLD96339.1_4861.p1, lcl|BBXB02000015.1_cds_GLD96338.1_4860.p1
OG0001199	XM_001586739.1.p1	lcl|BBXB02000105.1_cds_GLE06176.1_14697.p1
OG0001203	XM_001595223.1.p1	lcl|BBXB02000078.1_cds_GLE04965.1_13486.p1, lcl|BBXB02000004.1_cds_GLD92973.1_1495.p1
OG0001204	XM_001587531.1.p1	lcl|BBXB02000372.1_cds_GLE08844.1_17365.p1, lcl|BBXB02000054.1_cds_GLE02807.1_11328.p1, lcl|BBXB02000033.1_cds_GLD99902.1_8424.p1
OG0001205	XM_001597608.1.p1	lcl|BBXB02000006.1_cds_GLD93804.1_2326.p1
OG0001206	XM_001590495.1.p1	lcl|BBXB02000097.1_cds_GLE05879.1_14400.p1, lcl|BBXB02000082.1_cds_GLE05236.1_13757.p1, lcl|BBXB02000001.1_cds_GLD91807.1_329.p1, lcl|BBXB02000009.1_cds_GLD94777.1_3299.p1
OG0001207	XM_001598174.1.p1	lcl|BBXB02000008.1_cds_GLD94460.1_2982.p1
OG0001208	XM_001585675.1.p1	lcl|BBXB02000031.1_cds_GLD99551.1_8073.p1, lcl|BBXB02000008.1_cds_GLD94331.1_2853.p1, lcl|BBXB02000007.1_cds_GLD94022.1_2544.p1, lcl|BBXB02000068.1_cds_GLE04203.1_12724.p1
OG0001209	XM_001584711.1.p1	lcl|BBXB02000044.1_cds_GLE01598.1_10119.p1, lcl|BBXB02000001.1_cds_GLD91727.1_249.p1
OG0001210	XM_001593130.1.p1	lcl|BBXB02000038.1_cds_GLE00660.1_9181.p1
OG0001211	XM_001597698.1.p1	lcl|BBXB02000001.1_cds_GLD91958.1_480.p1, lcl|BBXB02000047.1_cds_GLE01985.1_10506.p1
OG0001213	XM_001586026.1.p1	lcl|BBXB02000004.1_cds_GLD92931.1_1453.p1
OG0001214	XM_001594629.1.p1	lcl|BBXB02000013.1_cds_GLD95861.1_4383.p1
OG0001215	XM_001598435.1.p1	lcl|BBXB02000074.1_cds_GLE04698.1_13219.p1, lcl|BBXB02000016.1_cds_GLD96805.1_5327.p1
OG0001216	XM_001587846.1.p1	lcl|BBXB02000023.1_cds_GLD98064.1_6586.p1, lcl|BBXB02000300.1_cds_GLE08235.1_16756.p1
OG0001218	XM_001585042.1.p1	lcl|BBXB02000069.1_cds_GLE04286.1_12807.p1
OG0001219	XM_001598205.1.p1	lcl|BBXB02000123.1_cds_GLE06558.1_15079.p1, lcl|BBXB02000779.1_cds_GLE11749.1_20270.p1
OG0001220	XM_001598294.1.p1, XM_001590652.1.p1	lcl|BBXB02000036.1_cds_GLE00466.1_8987.p1, lcl|BBXB02000036.1_cds_GLE00465.1_8986.p1
OG0001221	XM_001587099.1.p1	lcl|BBXB02000038.1_cds_GLE00737.1_9258.p1, lcl|BBXB02000038.1_cds_GLE00742.1_9263.p1, lcl|BBXB02000038.1_cds_GLE00738.1_9259.p1, lcl|BBXB02000038.1_cds_GLE00741.1_9262.p1
OG0001222	XM_001586044.1.p1	lcl|BBXB02000037.1_cds_GLE00520.1_9041.p1, lcl|BBXB02000039.1_cds_GLE00983.1_9504.p1, lcl|BBXB02000381.1_cds_GLE08945.1_17466.p1, lcl|BBXB02000065.1_cds_GLE03945.1_12466.p1, lcl|BBXB02000005.1_cds_GLD93372.1_1894.p1, lcl|BBXB02000028.1_cds_GLD99093.1_7615.p1
OG0001223	XM_001596735.1.p1	lcl|BBXB02000006.1_cds_GLD93838.1_2360.p1, lcl|BBXB02000005.1_cds_GLD93535.1_2057.p1, lcl|BBXB02000050.1_cds_GLE02360.1_10881.p1, lcl|BBXB02000050.1_cds_GLE02429.1_10950.p1
OG0001224	XM_001591829.1.p1	lcl|BBXB02000028.1_cds_GLD98962.1_7484.p1, lcl|BBXB02000433.1_cds_GLE09442.1_17963.p1
OG0001227	XM_001598832.1.p1	lcl|BBXB02000089.1_cds_GLE05562.1_14083.p1
OG0001242	XM_001594852.1.p1, XM_001592817.1.p1, XM_001585350.1.p1	lcl|BBXB02000033.1_cds_GLD99847.1_8369.p1
OG0001244	XM_001587402.1.p1	lcl|BBXB02000045.1_cds_GLE01646.1_10167.p1
OG0001245	XM_001598019.1.p1	lcl|BBXB02000034.1_cds_GLE00074.1_8595.p1
OG0001246	XM_001596306.1.p1	lcl|BBXB02000026.1_cds_GLD98760.1_7282.p1
OG0001247	XM_001595279.1.p1	lcl|BBXB02000035.1_cds_GLE00194.1_8715.p1
OG0001248	XM_001597052.1.p1	lcl|BBXB02000035.1_cds_GLE00287.1_8808.p1, lcl|BBXB02000035.1_cds_GLE00291.1_8812.p1
OG0001250	XM_001585219.1.p1	lcl|BBXB02000127.1_cds_GLE06643.1_15164.p1, lcl|BBXB02000321.1_cds_GLE08455.1_16976.p1
OG0001251	XM_001597911.1.p1	lcl|BBXB02000013.1_cds_GLD95883.1_4405.p1
OG0001252	XM_001589710.1.p1	lcl|BBXB02000052.1_cds_GLE02639.1_11160.p1, lcl|BBXB02000010.1_cds_GLD94947.1_3469.p1
OG0001253	XM_001594361.1.p1	lcl|BBXB02000093.1_cds_GLE05757.1_14278.p1
OG0001254	XM_001594431.1.p1	lcl|BBXB02000078.1_cds_GLE05006.1_13527.p1, lcl|BBXB02000032.1_cds_GLD99787.1_8309.p1
OG0001255	XM_001585594.1.p1	lcl|BBXB02000045.1_cds_GLE01694.1_10215.p1, lcl|BBXB02000010.1_cds_GLD94962.1_3484.p1
OG0001256	XM_001597117.1.p1	lcl|BBXB02000510.1_cds_GLE10090.1_18611.p1
OG0001257	XM_001594378.1.p1	lcl|BBXB02000006.1_cds_GLD93860.1_2382.p1, lcl|BBXB02000056.1_cds_GLE02967.1_11488.p1, lcl|BBXB02000006.1_cds_GLD93924.1_2446.p1, lcl|BBXB02000056.1_cds_GLE02966.1_11487.p1
OG0001258	XM_001592670.1.p1	lcl|BBXB02000105.1_cds_GLE06179.1_14700.p1, lcl|BBXB02000063.1_cds_GLE03772.1_12293.p1
OG0001259	XM_001587500.1.p1, XM_001595026.1.p1	lcl|BBXB02000052.1_cds_GLE02581.1_11102.p1
OG0001260	XM_001591210.1.p1	lcl|BBXB02000084.1_cds_GLE05321.1_13842.p1
OG0001261	XM_001592688.1.p1	lcl|BBXB02000034.1_cds_GLE00106.1_8627.p1
OG0001262	XM_001584906.1.p1, XM_001592747.1.p1	lcl|BBXB02000056.1_cds_GLE03021.1_11542.p1
OG0001263	XM_001593392.1.p1	lcl|BBXB02000052.1_cds_GLE02614.1_11135.p1, lcl|BBXB02000029.1_cds_GLD99175.1_7697.p1
OG0001266	XM_001594795.1.p1	lcl|BBXB02000004.1_cds_GLD92989.1_1511.p1
OG0001267	XM_001593062.1.p1	lcl|BBXB02000003.1_cds_GLD92684.1_1206.p1
OG0001268	XM_001595596.1.p1	lcl|BBXB02000011.1_cds_GLD95342.1_3864.p1, lcl|BBXB02000052.1_cds_GLE02615.1_11136.p1, lcl|BBXB02000052.1_cds_GLE02609.1_11130.p1, lcl|BBXB02000052.1_cds_GLE02610.1_11131.p1, lcl|BBXB02000052.1_cds_GLE02600.1_11121.p1
OG0001270	XM_001592691.1.p1	lcl|BBXB02000041.1_cds_GLE01125.1_9646.p1, lcl|BBXB02000010.1_cds_GLD95133.1_3655.p1
OG0001271	XM_001587646.1.p1	lcl|BBXB02000021.1_cds_GLD97767.1_6289.p1, lcl|BBXB02000059.1_cds_GLE03349.1_11870.p1
OG0001272	XM_001592903.1.p1	lcl|BBXB02000107.1_cds_GLE06240.1_14761.p1
OG0001273	XM_001598707.1.p1	lcl|BBXB02000018.1_cds_GLD97242.1_5764.p1
OG0001275	XM_001588945.1.p1	lcl|BBXB02000075.1_cds_GLE04735.1_13256.p1
OG0001277	XM_001588770.1.p1	lcl|BBXB02000039.1_cds_GLE00945.1_9466.p1
OG0001278	XM_001597610.1.p1	lcl|BBXB02000037.1_cds_GLE00557.1_9078.p1
OG0001279	XM_001591890.1.p1	lcl|BBXB02000011.1_cds_GLD95246.1_3768.p1, lcl|BBXB02000013.1_cds_GLD95860.1_4382.p1
OG0001280	XM_001586262.1.p1	lcl|BBXB02000038.1_cds_GLE00747.1_9268.p1
OG0001281	XM_001584702.1.p1	lcl|BBXB02000010.1_cds_GLD94990.1_3512.p1, lcl|BBXB02000002.1_cds_GLD92101.1_623.p1
OG0001282	XM_001595958.1.p1	lcl|BBXB02000816.1_cds_GLE11841.1_20362.p1, lcl|BBXB02000009.1_cds_GLD94748.1_3270.p1
OG0001284	XM_001596034.1.p1	lcl|BBXB02000012.1_cds_GLD95543.1_4065.p1, lcl|BBXB02000071.1_cds_GLE04458.1_12979.p1, lcl|BBXB02000021.1_cds_GLD97778.1_6300.p1, lcl|BBXB02000042.1_cds_GLE01254.1_9775.p1, lcl|BBXB02000763.1_cds_GLE11709.1_20230.p1, lcl|BBXB02000001.1_cds_GLD92001.1_523.p1
OG0001285	XM_001585904.1.p1	lcl|BBXB02000014.1_cds_GLD96235.1_4757.p1, lcl|BBXB02000014.1_cds_GLD96220.1_4742.p1
OG0001286	XM_001585616.1.p1	lcl|BBXB02000037.1_cds_GLE00610.1_9131.p1, lcl|BBXB02000037.1_cds_GLE00611.1_9132.p1
OG0001287	XM_001586319.1.p1	lcl|BBXB02000026.1_cds_GLD98608.1_7130.p1
OG0001290	XM_001588613.1.p1	lcl|BBXB02000026.1_cds_GLD98681.1_7203.p1
OG0001292	XM_001595039.1.p1	lcl|BBXB02000046.1_cds_GLE01747.1_10268.p1, lcl|BBXB02000069.1_cds_GLE04288.1_12809.p1
OG0001293	XM_001592260.1.p1	lcl|BBXB02000005.1_cds_GLD93407.1_1929.p1
OG0001295	XM_001587939.1.p1	lcl|BBXB02000035.1_cds_GLE00307.1_8828.p1, lcl|BBXB02000009.1_cds_GLD94645.1_3167.p1, lcl|BBXB02000015.1_cds_GLD96432.1_4954.p1
OG0001296	XM_001585953.1.p1	lcl|BBXB02000003.1_cds_GLD92486.1_1008.p1
OG0001297	XM_001591937.1.p1	lcl|BBXB02000048.1_cds_GLE02099.1_10620.p1
OG0001298	XM_001595056.1.p1	lcl|BBXB02000089.1_cds_GLE05611.1_14132.p1
OG0001299	XM_001596175.1.p1	lcl|BBXB02000004.1_cds_GLD92936.1_1458.p1
OG0001300	XM_001586937.1.p1	lcl|BBXB02000070.1_cds_GLE04388.1_12909.p1, lcl|BBXB02000030.1_cds_GLD99459.1_7981.p1
OG0001302	XM_001593610.1.p1	lcl|BBXB02000004.1_cds_GLD93221.1_1743.p1
OG0001303	XM_001591817.1.p1	lcl|BBXB02000017.1_cds_GLD96843.1_5365.p1, lcl|BBXB02000020.1_cds_GLD97534.1_6056.p1
OG0001304	XM_001591192.1.p1	lcl|BBXB02000078.1_cds_GLE05024.1_13545.p1, lcl|BBXB02000052.1_cds_GLE02617.1_11138.p1
OG0001305	XM_001592167.1.p1	lcl|BBXB02000014.1_cds_GLD96021.1_4543.p1
OG0001306	XM_001592155.1.p1	lcl|BBXB02000058.1_cds_GLE03184.1_11705.p1, lcl|BBXB02000068.1_cds_GLE04269.1_12790.p1
