Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Laccaria_bicolor_rna_prot
OG0002487	XM_001590834.1.p1	XM_001881107.1.p1
OG0002488	XM_001592455.1.p1	XM_001877351.1.p1
OG0002490	XM_001586271.1.p1	XM_001876126.1.p1
OG0002491	XM_001598130.1.p1	XM_001875581.1.p1
OG0002492	XM_001590011.1.p1	XM_001873213.1.p1
OG0002493	XM_001596006.1.p1	XM_001876625.1.p1
OG0002494	XM_001586443.1.p1	XM_001881095.1.p1
OG0002495	XM_001592850.1.p1	XM_001876585.1.p1
OG0002496	XM_001588867.1.p1	XM_001874500.1.p1
OG0002497	XM_001594024.1.p1	XM_001888621.1.p1
OG0002498	XM_001593094.1.p1	XM_001873765.1.p1
OG0002499	XM_001597163.1.p1	XM_001880894.1.p1
OG0002500	XM_001598749.1.p1	XM_001875685.1.p1
OG0002502	XM_001597045.1.p1	XM_001875444.1.p1
OG0002504	XM_001587394.1.p1	XM_001876166.1.p1
OG0002505	XM_001593032.1.p1	XM_001877348.1.p1
OG0002506	XM_001589408.1.p1	XM_001873821.1.p1
OG0002507	XM_001594168.1.p1	XM_001874728.1.p1
OG0002508	XM_001590722.1.p1	XM_001877157.1.p1
OG0002509	XM_001585392.1.p1	XM_001887275.1.p1
OG0002510	XM_001588997.1.p1	XM_001875343.1.p1
OG0002511	XM_001589874.1.p1	XM_001877048.1.p1
OG0002514	XM_001594062.1.p1	XM_001876560.1.p1
OG0002515	XM_001586844.1.p1	XM_001876563.1.p1
OG0002517	XM_001594355.1.p1	XM_001879405.1.p1
OG0002518	XM_001597397.1.p1	XM_001884764.1.p1
OG0002519	XM_001594991.1.p1	XM_001873814.1.p1
OG0002520	XM_001595419.1.p1	XM_001875072.1.p1
OG0002521	XM_001590381.1.p1	XM_001874572.1.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	XM_001889803.1.p1
OG0002523	XM_001585549.1.p1	XM_001878916.1.p1
OG0002524	XM_001592486.1.p1	XM_001874810.1.p1
OG0002525	XM_001589795.1.p1	XM_001879039.1.p1
OG0002526	XM_001594521.1.p1	XM_001881351.1.p1
OG0002527	XM_001593981.1.p1	XM_001888692.1.p1
OG0002528	XM_001595491.1.p1	XM_001880511.1.p1
OG0002529	XM_001589430.1.p1	XM_001886916.1.p1
OG0002530	XM_001596453.1.p1	XM_001875280.1.p1
OG0002531	XM_001591553.1.p1	XM_001880660.1.p1
OG0002532	XM_001591796.1.p1	XM_001873219.1.p1
OG0002533	XM_001598469.1.p1	XM_001873919.1.p1
OG0002534	XM_001590007.1.p1	XM_001874681.1.p1
OG0002535	XM_001597632.1.p1	XM_001884359.1.p1
OG0002536	XM_001590641.1.p1	XM_001877708.1.p1
OG0002538	XM_001595812.1.p1	XM_001889498.1.p1
OG0002539	XM_001588442.1.p1	XM_001875718.1.p1
OG0002540	XM_001590784.1.p1	XM_001879814.1.p1
OG0002541	XM_001597856.1.p1	XM_001873551.1.p1
OG0002542	XM_001589145.1.p1	XM_001888783.1.p1
OG0002543	XM_001595169.1.p1	XM_001878127.1.p1
OG0002544	XM_001588098.1.p1	XM_001879608.1.p1
OG0002545	XM_001596746.1.p1	XM_001873312.1.p1
OG0002550	XM_001588562.1.p1	XM_001880916.1.p1
OG0002573	XM_001589198.1.p1	XM_001873748.1.p1
OG0002575	XM_001589953.1.p1	XM_001875271.1.p1
OG0002576	XM_001589079.1.p1	XM_001874111.1.p1
OG0002579	XM_001594239.1.p1	XM_001887831.1.p1
OG0002580	XM_001585268.1.p1	XM_001889796.1.p1
OG0002581	XM_001586773.1.p1	XM_001880658.1.p1
OG0002582	XM_001594917.1.p1	XM_001873964.1.p1
OG0002583	XM_001595098.1.p1	XM_001873280.1.p1
OG0002584	XM_001584775.1.p1	XM_001886925.1.p1
OG0002585	XM_001586188.1.p1	XM_001879625.1.p1
OG0002586	XM_001598474.1.p1	XM_001878517.1.p1
OG0002587	XM_001585198.1.p1	XM_001880715.1.p1
OG0002588	XM_001598388.1.p1	XM_001874933.1.p1
OG0002589	XM_001598908.1.p1	XM_001880370.1.p1
OG0002591	XM_001592945.1.p1, XM_001585310.1.p1, XM_001593446.1.p1, XM_001590186.1.p1	XM_001889931.1.p1
OG0002592	XM_001592474.1.p1	XM_001879696.1.p1
OG0002593	XM_001587301.1.p1	XM_001877107.1.p1
OG0002594	XM_001593221.1.p1	XM_001886203.1.p1
OG0002596	XM_001594667.1.p1	XM_001876248.1.p1
OG0002597	XM_001597353.1.p1	XM_001887142.1.p1
OG0002598	XM_001586531.1.p1	XM_001886877.1.p1
OG0002599	XM_001593603.1.p1	XM_001875193.1.p1
OG0002600	XM_001598504.1.p1	XM_001874843.1.p1
OG0002601	XM_001589535.1.p1	XM_001876968.1.p1
OG0002603	XM_001588678.1.p1	XM_001879433.1.p1
OG0002604	XM_001590395.1.p1	XM_001879583.1.p1
OG0002605	XM_001597028.1.p1	XM_001889798.1.p1
OG0002606	XM_001587684.1.p1	XM_001875463.1.p1
OG0002607	XM_001593297.1.p1	XM_001873579.1.p1, XM_001880623.1.p1
OG0002608	XM_001587700.1.p1	XM_001873609.1.p1
OG0002610	XM_001597107.1.p1	XM_001876723.1.p1
OG0002612	XM_001587672.1.p1	XM_001886107.1.p1
OG0002613	XM_001584872.1.p1	XM_001874865.1.p1
OG0002615	XM_001585739.1.p1	XM_001880896.1.p1
OG0002616	XM_001594762.1.p1	XM_001877276.1.p1
OG0002617	XM_001585080.1.p1	XM_001878045.1.p1
OG0002619	XM_001597104.1.p1	XM_001874469.1.p1, XM_001877328.1.p1
OG0002621	XM_001593947.1.p1	XM_001877183.1.p1
OG0002622	XM_001593922.1.p1	XM_001874200.1.p1
OG0002623	XM_001591749.1.p1	XM_001873197.1.p1
OG0002624	XM_001591906.1.p1	XM_001880077.1.p1
OG0002625	XM_001597913.1.p1	XM_001889465.1.p1
OG0002626	XM_001595354.1.p1	XM_001876614.1.p1
OG0002628	XM_001595460.1.p1	XM_001876884.1.p1
OG0002629	XM_001592160.1.p1	XM_001874609.1.p1
OG0002630	XM_001589219.1.p1	XM_001879293.1.p1
OG0002632	XM_001593738.1.p1	XM_001875144.1.p1
OG0002633	XM_001598308.1.p1	XM_001881012.1.p1
OG0002634	XM_001592433.1.p1	XM_001876205.1.p1
OG0002636	XM_001585168.1.p1	XM_001874104.1.p1
OG0002637	XM_001592446.1.p1	XM_001877311.1.p1
OG0002638	XM_001596110.1.p1	XM_001889395.1.p1
OG0002640	XM_001598833.1.p1	XM_001876596.1.p1
OG0002641	XM_001584763.1.p1	XM_001888743.1.p1
OG0002642	XM_001587073.1.p1	XM_001874090.1.p1
OG0002643	XM_001594208.1.p1	XM_001874253.1.p1
OG0002644	XM_001594573.1.p1	XM_001885327.1.p1
OG0002645	XM_001597161.1.p1	XM_001889843.1.p1
OG0002647	XM_001594553.1.p1	XM_001877145.1.p1
OG0002649	XM_001586296.1.p1	XM_001873992.1.p1
OG0002651	XM_001592010.1.p1	XM_001890341.1.p1
OG0002652	XM_001594191.1.p1	XM_001876122.1.p1
OG0002653	XM_001593079.1.p1	XM_001874580.1.p1
OG0002655	XM_001587608.1.p1	XM_001887497.1.p1
OG0002656	XM_001587330.1.p1	XM_001874591.1.p1
OG0002657	XM_001590457.1.p1	XM_001875127.1.p1
OG0002659	XM_001590725.1.p1	XM_001880668.1.p1
OG0002660	XM_001590575.1.p1	XM_001880869.1.p1
OG0002661	XM_001590698.1.p1	XM_001874087.1.p1
OG0002662	XM_001590600.1.p1	XM_001874906.1.p1
OG0002665	XM_001590556.1.p1	XM_001881117.1.p1
OG0002666	XM_001590273.1.p1	XM_001875360.1.p1
OG0002667	XM_001587612.1.p1	XM_001873293.1.p1
OG0002668	XM_001587002.1.p1	XM_001889651.1.p1
OG0002669	XM_001589073.1.p1, XM_001591017.1.p1	XM_001878878.1.p1, XM_001876912.1.p1, XM_001876867.1.p1, XM_001888894.1.p1, XM_001876449.1.p1
OG0002670	XM_001598059.1.p1	XM_001877056.1.p1
OG0002674	XM_001598457.1.p1	XM_001879036.1.p1
OG0002675	XM_001595818.1.p1	XM_001880895.1.p1, XM_001873516.1.p1
OG0002676	XM_001596202.1.p1	XM_001880627.1.p1
OG0002677	XM_001595753.1.p1	XM_001880717.1.p1
OG0002679	XM_001585181.1.p1	XM_001878982.1.p1
OG0002681	XM_001591118.1.p1	XM_001874862.1.p1
OG0002682	XM_001590941.1.p1	XM_001880315.1.p1
OG0002683	XM_001584712.1.p1	XM_001878573.1.p1
OG0002684	XM_001595173.1.p1	XM_001876481.1.p1
OG0002685	XM_001593412.1.p1	XM_001875447.1.p1
OG0002687	XM_001586733.1.p1	XM_001882763.1.p1, XM_001882762.1.p1
OG0002689	XM_001592281.1.p1	XM_001879780.1.p1
OG0002690	XM_001598236.1.p1	XM_001876406.1.p1, XM_001876407.1.p1
OG0002691	XM_001586060.1.p1	XM_001874997.1.p1
OG0002692	XM_001591095.1.p1	XM_001884410.1.p1
OG0002693	XM_001594364.1.p1	XM_001876600.1.p1
OG0002695	XM_001587167.1.p1	XM_001886827.1.p1
OG0002697	XM_001598772.1.p1	XM_001884443.1.p1
OG0002698	XM_001593787.1.p1	XM_001875851.1.p1
OG0002699	XM_001587155.1.p1	XM_001879386.1.p1
OG0002700	XM_001587259.1.p1	XM_001884048.1.p1, XM_001884049.1.p1
OG0002702	XM_001591302.1.p1	XM_001874842.1.p1
OG0002703	XM_001591239.1.p1	XM_001875767.1.p1
OG0002704	XM_001597465.1.p1	XM_001875138.1.p1
OG0002707	XM_001586132.1.p1	XM_001880734.1.p1
OG0002709	XM_001587858.1.p1	XM_001881284.1.p1
OG0002710	XM_001595676.1.p1	XM_001873779.1.p1
OG0002712	XM_001586007.1.p1	XM_001880678.1.p1
OG0002713	XM_001594857.1.p1	XM_001874679.1.p1
OG0002714	XM_001591816.1.p1	XM_001877046.1.p1
OG0002716	XM_001590028.1.p1	XM_001874229.1.p1
OG0002717	XM_001590137.1.p1	XM_001888938.1.p1, XM_001878390.1.p1, XM_001878050.1.p1
OG0002718	XM_001586171.1.p1	XM_001875833.1.p1
OG0002720	XM_001591468.1.p1	XM_001874023.1.p1
OG0002723	XM_001597554.1.p1, XM_001584789.1.p1	XM_001880688.1.p1
OG0002725	XM_001591245.1.p1	XM_001873282.1.p1
OG0002727	XM_001596199.1.p1	XM_001875268.1.p1
OG0002731	XM_001590601.1.p1	XM_001876988.1.p1
OG0002732	XM_001598116.1.p1	XM_001879706.1.p1
OG0002734	XM_001588718.1.p1	XM_001877097.1.p1
OG0002735	XM_001590234.1.p1	XM_001878231.1.p1
OG0002736	XM_001596736.1.p1	XM_001880618.1.p1
OG0002738	XM_001597580.1.p1	XM_001875403.1.p1
OG0002740	XM_001596378.1.p1	XM_001881248.1.p1
OG0002741	XM_001596447.1.p1	XM_001878264.1.p1
OG0002742	XM_001592800.1.p1	XM_001885227.1.p1
OG0002743	XM_001589287.1.p1	XM_001876208.1.p1
OG0002744	XM_001591464.1.p1	XM_001876210.1.p1
OG0002748	XM_001588490.1.p1	XM_001879950.1.p1
OG0002751	XM_001586019.1.p1	XM_001876842.1.p1
OG0002754	XM_001595580.1.p1	XM_001875746.1.p1
OG0002755	XM_001597916.1.p1	XM_001888622.1.p1
OG0002756	XM_001595353.1.p1	XM_001873156.1.p1
OG0002757	XM_001589360.1.p1	XM_001880380.1.p1
OG0002758	XM_001588928.1.p1	XM_001879987.1.p1
OG0002759	XM_001597470.1.p1	XM_001873995.1.p1
OG0002760	XM_001595952.1.p1	XM_001875819.1.p1
OG0002761	XM_001585199.1.p1	XM_001876552.1.p1
OG0002762	XM_001589225.1.p1	XM_001876260.1.p1
OG0002763	XM_001587011.1.p1	XM_001884413.1.p1
OG0002764	XM_001589776.1.p1	XM_001875433.1.p1
OG0002767	XM_001592938.1.p1	XM_001880881.1.p1
OG0002768	XM_001596338.1.p1	XM_001877707.1.p1
OG0002770	XM_001584690.1.p1	XM_001880591.1.p1
OG0002771	XM_001591056.1.p1	XM_001881323.1.p1
OG0002772	XM_001584501.1.p1	XM_001875715.1.p1
OG0002773	XM_001584842.1.p1	XM_001885065.1.p1
OG0002774	XM_001593500.1.p1	XM_001876634.1.p1
OG0002776	XM_001593796.1.p1	XM_001877758.1.p1
OG0002777	XM_001593216.1.p1	XM_001875140.1.p1
OG0002778	XM_001588821.1.p1	XM_001886845.1.p1
OG0002779	XM_001592438.1.p1	XM_001875263.1.p1
OG0002780	XM_001595052.1.p1	XM_001889475.1.p1
OG0002783	XM_001589787.1.p1	XM_001880326.1.p1
OG0002784	XM_001592447.1.p1	XM_001884252.1.p1
OG0002785	XM_001598758.1.p1	XM_001876209.1.p1
OG0002788	XM_001591693.1.p1	XM_001885169.1.p1
OG0002789	XM_001590972.1.p1	XM_001878191.1.p1
OG0002790	XM_001592863.1.p1	XM_001874700.1.p1
OG0002792	XM_001590027.1.p1	XM_001876180.1.p1
OG0002793	XM_001596517.1.p1	XM_001876743.1.p1
OG0002794	XM_001584823.1.p1	XM_001879695.1.p1, XM_001880950.1.p1
OG0002795	XM_001590912.1.p1	XM_001880938.1.p1
OG0002798	XM_001594499.1.p1	XM_001873841.1.p1
OG0002799	XM_001588159.1.p1	XM_001875253.1.p1
OG0002800	XM_001591143.1.p1	XM_001877757.1.p1
OG0002801	XM_001597534.1.p1	XM_001880633.1.p1
OG0002802	XM_001596953.1.p1	XM_001874876.1.p1
OG0002803	XM_001592401.1.p1	XM_001874593.1.p1
OG0002804	XM_001585530.1.p1	XM_001881298.1.p1
OG0002806	XM_001597447.1.p1	XM_001874619.1.p1
OG0002807	XM_001596809.1.p1	XM_001888324.1.p1
OG0002808	XM_001590544.1.p1	XM_001875653.1.p1
OG0002809	XM_001593313.1.p1	XM_001879105.1.p1
OG0002810	XM_001598004.1.p1	XM_001877119.1.p1
OG0002812	XM_001589205.1.p1	XM_001884626.1.p1
OG0002815	XM_001596198.1.p1	XM_001881205.1.p1
OG0002816	XM_001591067.1.p1	XM_001884427.1.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	XM_001885793.1.p1, XM_001886470.1.p1
OG0002818	XM_001586374.1.p1	XM_001874256.1.p1
OG0002819	XM_001591973.1.p1	XM_001875880.1.p1
OG0002820	XM_001597886.1.p1	XM_001878268.1.p1
OG0002821	XM_001598454.1.p1	XM_001878901.1.p1, XM_001884924.1.p1
OG0002823	XM_001590009.1.p1	XM_001874036.1.p1
OG0002824	XM_001590910.1.p1	XM_001876960.1.p1
OG0002825	XM_001595492.1.p1	XM_001880644.1.p1
OG0002827	XM_001585194.1.p1	XM_001882712.1.p1, XM_001877785.1.p1
OG0002828	XM_001590125.1.p1	XM_001880101.1.p1
OG0002829	XM_001588300.1.p1	XM_001878226.1.p1
OG0002830	XM_001589002.1.p1	XM_001889942.1.p1, XM_001877691.1.p1
OG0002832	XM_001598333.1.p1	XM_001876581.1.p1, XM_001880817.1.p1
OG0002833	XM_001595290.1.p1	XM_001884373.1.p1
OG0002834	XM_001598690.1.p1	XM_001882408.1.p1
OG0002836	XM_001595817.1.p1	XM_001878599.1.p1
OG0002837	XM_001589262.1.p1	XM_001880387.1.p1
OG0002838	XM_001588615.1.p1	XM_001875402.1.p1
OG0002839	XM_001595816.1.p1	XM_001890256.1.p1
OG0002840	XM_001588045.1.p1	XM_001874742.1.p1
OG0002841	XM_001588074.1.p1	XM_001874794.1.p1
OG0002843	XM_001596231.1.p1	XM_001881294.1.p1
OG0002844	XM_001593045.1.p1	XM_001874013.1.p1
OG0002845	XM_001592867.1.p1	XM_001873420.1.p1
OG0002849	XM_001588773.1.p1	XM_001880035.1.p1
OG0002850	XM_001593497.1.p1	XM_001880680.1.p1
OG0002851	XM_001588039.1.p1	XM_001874716.1.p1
OG0002855	XM_001595705.1.p1	XM_001874799.1.p1
OG0002856	XM_001584674.1.p1	XM_001874600.1.p1
OG0002857	XM_001587907.1.p1	XM_001888472.1.p1
OG0002858	XM_001587913.1.p1	XM_001885583.1.p1
OG0002860	XM_001592365.1.p1	XM_001879678.1.p1
OG0002861	XM_001592809.1.p1	XM_001885302.1.p1
OG0002862	XM_001594362.1.p1	XM_001883710.1.p1
OG0002863	XM_001593273.1.p1	XM_001884222.1.p1
OG0002864	XM_001592933.1.p1	XM_001882486.1.p1
OG0002865	XM_001592893.1.p1	XM_001879026.1.p1
OG0002866	XM_001591304.1.p1	XM_001873458.1.p1
OG0002868	XM_001594750.1.p1	XM_001887375.1.p1
OG0002869	XM_001594714.1.p1	XM_001880194.1.p1
OG0002870	XM_001591055.1.p1	XM_001875871.1.p1
OG0002872	XM_001598431.1.p1	XM_001889501.1.p1
OG0002873	XM_001587391.1.p1	XM_001879506.1.p1
OG0002874	XM_001592659.1.p1	XM_001876045.1.p1
OG0002876	XM_001589719.1.p1	XM_001876725.1.p1
OG0002877	XM_001586947.1.p1	XM_001881280.1.p1
OG0002880	XM_001590651.1.p1	XM_001873597.1.p1
OG0002882	XM_001595117.1.p1	XM_001873818.1.p1
OG0002883	XM_001588923.1.p1	XM_001873249.1.p1
OG0002887	XM_001592730.1.p1	XM_001873483.2.p1
OG0002888	XM_001585340.1.p1	XM_001878205.1.p1
OG0002889	XM_001596947.1.p1	XM_001873193.1.p1
OG0002890	XM_001585491.1.p1	XM_001877745.1.p1
OG0002891	XM_001584905.1.p1	XM_001873850.1.p1
OG0002892	XM_001593193.1.p1	XM_001885265.1.p1
OG0002893	XM_001584778.1.p1	XM_001880653.1.p1
OG0002894	XM_001584777.1.p1	XM_001875129.1.p1
OG0002896	XM_001589778.1.p1	XM_001876030.1.p1
OG0002898	XM_001594548.1.p1	XM_001875323.1.p1
OG0002899	XM_001598500.1.p1	XM_001874566.1.p1
OG0002900	XM_001594304.1.p1	XM_001875426.1.p1
OG0002902	XM_001587141.1.p1	XM_001876659.1.p1
OG0002904	XM_001590117.1.p1	XM_001881513.1.p1
OG0002905	XM_001595167.1.p1	XM_001876571.1.p1
OG0002907	XM_001589508.1.p1	XM_001875802.1.p1
OG0002908	XM_001585681.1.p1	XM_001877653.1.p1
OG0002909	XM_001589650.1.p1	XM_001878521.1.p1
OG0002910	XM_001584756.1.p1	XM_001873580.1.p1
OG0002911	XM_001587671.1.p1	XM_001888896.1.p1
OG0002913	XM_001589087.1.p1	XM_001873310.1.p1
OG0002918	XM_001584751.1.p1	XM_001880914.1.p1
OG0002919	XM_001595131.1.p1	XM_001876570.1.p1
OG0002920	XM_001594348.1.p1	XM_001883768.1.p1
OG0002922	XM_001598928.1.p1	XM_001876846.1.p1
OG0002923	XM_001589939.1.p1	XM_001877074.1.p1
OG0002925	XM_001592397.1.p1	XM_001884569.1.p1
OG0002927	XM_001592441.1.p1	XM_001886079.1.p1
OG0002929	XM_001594925.1.p1	XM_001873367.1.p1
OG0002931	XM_001596637.1.p1	XM_001877489.1.p1
OG0002933	XM_001598436.1.p1	XM_001877090.1.p1
OG0002934	XM_001596902.1.p1	XM_001877791.1.p1
OG0002936	XM_001585645.1.p1	XM_001873816.1.p1
OG0002937	XM_001592062.1.p1	XM_001874930.1.p1
OG0002939	XM_001588064.1.p1	XM_001874706.1.p1
OG0002941	XM_001598911.1.p1	XM_001873153.1.p1
OG0002942	XM_001598387.1.p1	XM_001876105.1.p1
OG0002944	XM_001595601.1.p1	XM_001873234.1.p1
OG0002945	XM_001596835.1.p1	XM_001878831.1.p1
OG0002947	XM_001594879.1.p1	XM_001878553.1.p1
OG0002948	XM_001598017.1.p1	XM_001877650.1.p1
OG0002949	XM_001596664.1.p1	XM_001878473.1.p1
OG0002950	XM_001596766.1.p1	XM_001875108.1.p1
OG0002952	XM_001594674.1.p1	XM_001878681.1.p1
OG0002953	XM_001590736.1.p1	XM_001879638.1.p1
OG0002955	XM_001585257.1.p1	XM_001880397.1.p1
OG0002956	XM_001589716.1.p1	XM_001874482.1.p1
OG0002957	XM_001597979.1.p1	XM_001875651.1.p1
OG0002958	XM_001596285.1.p1	XM_001874029.1.p1
OG0002960	XM_001591838.1.p1	XM_001880702.1.p1
OG0002961	XM_001589391.1.p1	XM_001875158.1.p1
OG0002962	XM_001588125.1.p1	XM_001875301.1.p1
OG0002964	XM_001589841.1.p1	XM_001876941.1.p1
OG0002965	XM_001594731.1.p1	XM_001876758.1.p1
OG0002966	XM_001591517.1.p1	XM_001881283.1.p1, XM_001885707.1.p1
OG0002968	XM_001590687.1.p1	XM_001878961.1.p1
OG0002970	XM_001584779.1.p1	XM_001873247.1.p1
OG0002971	XM_001593218.1.p1	XM_001876468.1.p1
OG0002972	XM_001586583.1.p1	XM_001877738.1.p1
OG0002973	XM_001597296.1.p1	XM_001875102.1.p1
OG0002974	XM_001598292.1.p1	XM_001887568.1.p1, XM_001887569.1.p1
OG0002975	XM_001597082.1.p1	XM_001874673.1.p1
OG0002977	XM_001595717.1.p1	XM_001873974.1.p1
OG0002978	XM_001590727.1.p1	XM_001878285.1.p1
OG0002979	XM_001590171.1.p1	XM_001875454.1.p1
OG0002980	XM_001595614.1.p1	XM_001880003.1.p1
OG0002981	XM_001588086.1.p1	XM_001874826.1.p1
OG0002983	XM_001597473.1.p1	XM_001877019.1.p1
OG0002984	XM_001585466.1.p1	XM_001875873.1.p1
OG0002986	XM_001595969.1.p1	XM_001879582.1.p1
OG0002987	XM_001589442.1.p1	XM_001874038.1.p1
OG0002989	XM_001586520.1.p1	XM_001889219.1.p1, XM_001889228.1.p1
OG0002990	XM_001591809.1.p1	XM_001877303.1.p1
OG0002991	XM_001593792.1.p1	XM_001873883.1.p1
OG0002992	XM_001588178.1.p1	XM_001874692.1.p1
OG0002993	XM_001588043.1.p1	XM_001884220.1.p1
OG0002994	XM_001586777.1.p1	XM_001879990.1.p1
OG0002995	XM_001587761.1.p1	XM_001876277.1.p1
OG0002996	XM_001587815.1.p1	XM_001884401.1.p1
OG0002997	XM_001591052.1.p1	XM_001878398.1.p1
OG0002998	XM_001587294.1.p1	XM_001874628.1.p1
OG0003001	XM_001584517.1.p1	XM_001878777.1.p1
OG0003004	XM_001597280.1.p1	XM_001883608.1.p1
OG0003006	XM_001594575.1.p1	XM_001878194.1.p1
OG0003007	XM_001587364.1.p1	XM_001876215.1.p1
OG0003008	XM_001598051.1.p1	XM_001878409.1.p1
OG0003009	XM_001595951.1.p1	XM_001875864.1.p1
OG0003010	XM_001590494.1.p1	XM_001874062.1.p1
OG0003011	XM_001590780.1.p1	XM_001881371.1.p1
OG0003012	XM_001595070.1.p1	XM_001875874.1.p1
OG0003013	XM_001592305.1.p1	XM_001877057.1.p1
OG0003015	XM_001596725.1.p1	XM_001883604.1.p1
OG0003018	XM_001598650.1.p1	XM_001878249.1.p1
OG0003019	XM_001590895.1.p1	XM_001885365.1.p1
OG0003020	XM_001589194.1.p1	XM_001880407.1.p1
OG0003021	XM_001595968.1.p1	XM_001884347.1.p1
OG0003022	XM_001596914.1.p1	XM_001877141.1.p1
OG0003023	XM_001592701.1.p1	XM_001889749.1.p1, XM_001889752.1.p1, XM_001889735.1.p1, XM_001881984.1.p1, XM_001883913.1.p1
OG0003024	XM_001586215.1.p1	XM_001879676.1.p1
OG0003025	XM_001585541.1.p1	XM_001878955.1.p1
OG0003026	XM_001594844.1.p1	XM_001881198.1.p1
OG0003027	XM_001596149.1.p1	XM_001876272.1.p1
OG0003028	XM_001592133.1.p1	XM_001887539.1.p1
OG0003029	XM_001586129.1.p1	XM_001887779.1.p1, XM_001887845.1.p1
OG0003031	XM_001592864.1.p1	XM_001886560.1.p1
OG0003033	XM_001590715.1.p1	XM_001877408.1.p1
OG0003035	XM_001594235.1.p1	XM_001884083.1.p1, XM_001884082.1.p1, XM_001882663.1.p1, XM_001889030.1.p1, XM_001881788.1.p1, XM_001881794.1.p1, XM_001886428.1.p1
OG0003051	XM_001589188.1.p1	XM_001876661.1.p1
OG0003054	XM_001595087.1.p1	XM_001880000.1.p1
OG0003056	XM_001591810.1.p1	XM_001873317.1.p1
OG0003059	XM_001586749.1.p1	XM_001881422.1.p1
OG0003064	XM_001591537.1.p1	XM_001879766.1.p1
OG0003065	XM_001598008.1.p1	XM_001884369.1.p1
OG0003066	XM_001598307.1.p1	XM_001879576.1.p1
OG0003071	XM_001595413.1.p1	XM_001889237.1.p1
OG0003072	XM_001585286.1.p1	XM_001875369.1.p1
OG0003073	XM_001585418.1.p1	XM_001888194.1.p1
OG0003074	XM_001585942.1.p1	XM_001881711.1.p1
OG0003077	XM_001593929.1.p1	XM_001876747.1.p1
OG0003078	XM_001593880.1.p1	XM_001874822.1.p1
OG0003079	XM_001593867.1.p1	XM_001878469.1.p1
OG0003081	XM_001585098.1.p1	XM_001878293.1.p1
OG0003083	XM_001585084.1.p1	XM_001885233.1.p1
OG0003084	XM_001597399.1.p1	XM_001875770.1.p1
OG0003085	XM_001586447.1.p1	XM_001876222.1.p1
OG0003086	XM_001593449.1.p1	XM_001876454.1.p1
OG0003087	XM_001591458.1.p1	XM_001883755.1.p1, XM_001884144.1.p1
OG0003089	XM_001597507.1.p1	XM_001874854.1.p1
OG0003090	XM_001598219.1.p1	XM_001875747.1.p1
OG0003091	XM_001595628.1.p1	XM_001878639.1.p1
OG0003093	XM_001595110.1.p1	XM_001873743.1.p1
OG0003094	XM_001598396.1.p1	XM_001881317.1.p1
OG0003097	XM_001596861.1.p1	XM_001882825.1.p1, XM_001890765.1.p1
OG0003098	XM_001591064.1.p1	XM_001881231.1.p1
OG0003099	XM_001584720.1.p1	XM_001880186.1.p1
OG0003101	XM_001587162.1.p1	XM_001878120.1.p1
OG0003102	XM_001594211.1.p1	XM_001881310.1.p1
OG0003105	XM_001593098.1.p1, XM_001594297.1.p1	XM_001877114.1.p1
OG0003107	XM_001592963.1.p1	XM_001877381.1.p1
OG0003108	XM_001590679.1.p1	XM_001886984.1.p1, XM_001885856.1.p1
OG0003109	XM_001595512.1.p1	XM_001883698.1.p1
OG0003110	XM_001590598.1.p1	XM_001883606.1.p1
OG0003111	XM_001590591.1.p1	XM_001873730.1.p1
OG0003112	XM_001590553.1.p1	XM_001874874.1.p1
OG0003114	XM_001593285.1.p1	XM_001876715.1.p1
OG0003115	XM_001597789.1.p1	XM_001874233.1.p1
OG0003116	XM_001592011.1.p1	XM_001873211.1.p1
OG0003118	XM_001590931.1.p1	XM_001874614.1.p1
OG0003120	XM_001593852.1.p1	XM_001873913.1.p1
OG0003121	XM_001585563.1.p1	XM_001875166.1.p1
OG0003123	XM_001590810.1.p1, XM_001590809.1.p1	XM_001880053.1.p1
OG0003125	XM_001595203.1.p1	XM_001874610.1.p1
OG0003126	XM_001594982.1.p1	XM_001876643.1.p1
OG0003127	XM_001591119.1.p1	XM_001877003.1.p1
OG0003129	XM_001587550.1.p1	XM_001874272.1.p1
OG0003131	XM_001588990.1.p1	XM_001876651.1.p1
OG0003133	XM_001587224.1.p1	XM_001874797.1.p1
OG0003136	XM_001594282.1.p1	XM_001876931.1.p1
OG0003137	XM_001593489.1.p1	XM_001878724.1.p1
OG0003138	XM_001596180.1.p1	XM_001877389.1.p1
OG0003140	XM_001591076.1.p1	XM_001876491.1.p1
OG0003141	XM_001587258.1.p1	XM_001873148.1.p1
OG0003142	XM_001587260.1.p1	XM_001873279.1.p1
OG0003144	XM_001588319.1.p1	XM_001876528.1.p1
OG0003146	XM_001595345.1.p1	XM_001888607.1.p1, XM_001890669.1.p1
OG0003149	XM_001597965.1.p1	XM_001877402.1.p1
OG0003151	XM_001585924.1.p1	XM_001881162.1.p1
OG0003152	XM_001594909.1.p1	XM_001877190.1.p1
OG0003154	XM_001591460.1.p1	XM_001875337.1.p1
OG0003155	XM_001597217.1.p1	XM_001878697.1.p1
OG0003157	XM_001584915.1.p1	XM_001881140.1.p1
