Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Blumeria_graminis_cds_prot
OG0001665	XM_001586803.1.p1	lcl|LR898474.1_cds_CAD6503018.1_4376.p1
OG0001666	XM_001598872.1.p1	lcl|LR898471.1_cds_CAD6500938.1_2296.p1
OG0001667	XM_001592467.1.p1	lcl|LR898475.1_cds_CAD6503812.1_5170.p1
OG0001668	XM_001593029.1.p1	lcl|LR898472.1_cds_CAD6501511.1_2869.p1
OG0001669	XM_001585163.1.p1	lcl|LR898468.1_cds_CAD6499085.1_443.p1
OG0001670	XM_001588398.1.p1	lcl|LR898476.1_cds_CAD6505348.1_6706.p1
OG0001671	XM_001598414.1.p1	lcl|LR898472.1_cds_CAD6501785.1_3143.p1
OG0001672	XM_001597380.1.p1	lcl|LR898476.1_cds_CAD6505761.1_7119.p1
OG0001673	XM_001597675.1.p1	lcl|LR898472.1_cds_CAD6501199.1_2557.p1
OG0001674	XM_001592252.1.p1	lcl|LR898476.1_cds_CAD6504563.1_5921.p1
OG0001675	XM_001596085.1.p1	lcl|LR898474.1_cds_CAD6503583.1_4941.p1
OG0001676	XM_001592934.1.p1	lcl|LR898472.1_cds_CAD6501489.1_2847.p1
OG0001678	XM_001587393.1.p1	lcl|LR898477.1_cds_CAD6505948.1_7306.p1
OG0001679	XM_001588168.1.p1	lcl|LR898474.1_cds_CAD6502943.1_4301.p1
OG0001680	XM_001586872.1.p1	lcl|LR898472.1_cds_CAD6501367.1_2725.p1
OG0001681	XM_001593299.1.p1	lcl|LR898472.1_cds_CAD6501371.1_2729.p1
OG0001682	XM_001586639.1.p1	lcl|LR898472.1_cds_CAD6501351.1_2709.p1
OG0001683	XM_001595338.1.p1	lcl|LR898472.1_cds_CAD6501652.1_3010.p1
OG0001684	XM_001592337.1.p1	lcl|LR898476.1_cds_CAD6504619.1_5977.p1
OG0001685	XM_001592409.1.p1	lcl|LR898476.1_cds_CAD6504612.1_5970.p1
OG0001686	XM_001585532.1.p1	lcl|LR898477.1_cds_CAD6506062.1_7420.p1
OG0001687	XM_001598229.1.p1	lcl|LR898475.1_cds_CAD6503794.1_5152.p1
OG0001690	XM_001585778.1.p1	lcl|LR898468.1_cds_CAD6499146.1_504.p1
OG0001691	XM_001588440.1.p1	lcl|LR898469.1_cds_CAD6500181.1_1539.p1
OG0001692	XM_001584910.1.p1	lcl|LR898476.1_cds_CAD6504730.1_6088.p1
OG0001693	XM_001591043.1.p1	lcl|LR898475.1_cds_CAD6504118.1_5476.p1
OG0001694	XM_001596686.1.p1	lcl|LR898475.1_cds_CAD6504135.1_5493.p1
OG0001695	XM_001594204.1.p1	lcl|LR898474.1_cds_CAD6503413.1_4771.p1
OG0001696	XM_001593962.1.p1	lcl|LR898471.1_cds_CAD6500577.1_1935.p1
OG0001697	XM_001589617.1.p1	lcl|LR898468.1_cds_CAD6498771.1_129.p1
OG0001698	XM_001597629.1.p1	lcl|LR898469.1_cds_CAD6500018.1_1376.p1
OG0001700	XM_001598246.1.p1	lcl|LR898475.1_cds_CAD6503748.1_5106.p1
OG0001701	XM_001591929.1.p1	lcl|LR898469.1_cds_CAD6499375.1_733.p1
OG0001702	XM_001587596.1.p1	lcl|LR898477.1_cds_CAD6506044.1_7402.p1
OG0001703	XM_001595758.1.p1	lcl|LR898476.1_cds_CAD6505051.1_6409.p1
OG0001704	XM_001591634.1.p1	lcl|LR898469.1_cds_CAD6499585.1_943.p1
OG0001705	XM_001595225.1.p1	lcl|LR898477.1_cds_CAD6506074.1_7432.p1
OG0001721	XM_001589322.1.p1	lcl|LR898475.1_cds_CAD6504309.1_5667.p1
OG0001722	XM_001586788.1.p1	lcl|LR898474.1_cds_CAD6503087.1_4445.p1
OG0001724	XM_001590840.1.p1	lcl|LR898468.1_cds_CAD6499155.1_513.p1
OG0001726	XM_001589936.1.p1	lcl|LR898472.1_cds_CAD6501789.1_3147.p1
OG0001727	XM_001591137.1.p1	lcl|LR898476.1_cds_CAD6505718.1_7076.p1
OG0001728	XM_001590382.1.p1	lcl|LR898471.1_cds_CAD6500664.1_2022.p1
OG0001729	XM_001587382.1.p1	lcl|LR898468.1_cds_CAD6498684.1_42.p1
OG0001731	XM_001591843.1.p1	lcl|LR898471.1_cds_CAD6500816.1_2174.p1
OG0001732	XM_001585968.1.p1	lcl|LR898475.1_cds_CAD6504481.1_5839.p1
OG0001733	XM_001596326.1.p1	lcl|LR898468.1_cds_CAD6498980.1_338.p1
OG0001734	XM_001589885.1.p1	lcl|LR898476.1_cds_CAD6505382.1_6740.p1
OG0001735	XM_001589025.1.p1	lcl|LR898478.1_cds_CAD6506495.1_7853.p1
OG0001736	XM_001596497.1.p1	lcl|LR898468.1_cds_CAD6498933.1_291.p1
OG0001738	XM_001587146.1.p1	lcl|LR898474.1_cds_CAD6503361.1_4719.p1
OG0001739	XM_001593621.1.p1	lcl|LR898476.1_cds_CAD6505041.1_6399.p1
OG0001740	XM_001591824.1.p1	lcl|LR898469.1_cds_CAD6499583.1_941.p1
OG0001741	XM_001587709.1.p1	lcl|LR898474.1_cds_CAD6503123.1_4481.p1
OG0001742	XM_001592521.1.p1	lcl|LR898474.1_cds_CAD6503402.1_4760.p1
OG0001743	XM_001586642.1.p1	lcl|LR898472.1_cds_CAD6501343.1_2701.p1
OG0001744	XM_001594510.1.p1	lcl|LR898477.1_cds_CAD6506395.1_7753.p1
OG0001745	XM_001592516.1.p1	lcl|LR898468.1_cds_CAD6498984.1_342.p1
OG0001746	XM_001596949.1.p1	lcl|LR898477.1_cds_CAD6506329.1_7687.p1
OG0001747	XM_001590666.1.p1	lcl|LR898472.1_cds_CAD6502258.1_3616.p1
OG0001748	XM_001589278.1.p1	lcl|LR898471.1_cds_CAD6500733.1_2091.p1
OG0001749	XM_001597157.1.p1	lcl|LR898470.1_cds_CAD6500211.1_1569.p1
OG0001750	XM_001587513.1.p1	lcl|LR898477.1_cds_CAD6505974.1_7332.p1
OG0001751	XM_001590998.1.p1	lcl|LR898468.1_cds_CAD6499208.1_566.p1
OG0001753	XM_001598799.1.p1	lcl|LR898471.1_cds_CAD6500925.1_2283.p1
OG0001754	XM_001590525.1.p1	lcl|LR898476.1_cds_CAD6504761.1_6119.p1
OG0001755	XM_001593055.1.p1	lcl|LR898476.1_cds_CAD6505289.1_6647.p1
OG0001756	XM_001592679.1.p1	lcl|LR898469.1_cds_CAD6500040.1_1398.p1
OG0001757	XM_001593107.1.p1	lcl|LR898469.1_cds_CAD6499857.1_1215.p1
OG0001758	XM_001586211.1.p1	lcl|LR898475.1_cds_CAD6503889.1_5247.p1
OG0001759	XM_001586077.1.p1	lcl|LR898476.1_cds_CAD6504858.1_6216.p1
OG0001760	XM_001594527.1.p1	lcl|LR898476.1_cds_CAD6504919.1_6277.p1
OG0001761	XM_001595706.1.p1	lcl|LR898476.1_cds_CAD6505319.1_6677.p1
OG0001762	XM_001598181.1.p1	lcl|LR898475.1_cds_CAD6503801.1_5159.p1
OG0001763	XM_001595731.1.p1	lcl|LR898476.1_cds_CAD6505123.1_6481.p1
OG0001764	XM_001596364.1.p1	lcl|LR898476.1_cds_CAD6504573.1_5931.p1
OG0001765	XM_001590590.1.p1	lcl|LR898468.1_cds_CAD6499087.1_445.p1
OG0001766	XM_001590857.1.p1	lcl|LR898468.1_cds_CAD6499183.1_541.p1
OG0001767	XM_001586584.1.p1	lcl|LR898473.1_cds_CAD6502370.1_3728.p1
OG0001768	XM_001597883.1.p1	lcl|LR898472.1_cds_CAD6502207.1_3565.p1
OG0001769	XM_001591520.1.p1	lcl|LR898469.1_cds_CAD6499784.1_1142.p1
OG0001770	XM_001590010.1.p1	lcl|LR898472.1_cds_CAD6501955.1_3313.p1
OG0001771	XM_001590930.1.p1	lcl|LR898472.1_cds_CAD6501240.1_2598.p1, lcl|LR898469.1_cds_CAD6500188.1_1546.p1
OG0001772	XM_001590921.1.p1	lcl|LR898472.1_cds_CAD6501268.1_2626.p1
OG0001773	XM_001596015.1.p1	lcl|LR898474.1_cds_CAD6503588.1_4946.p1
OG0001774	XM_001592132.1.p1	lcl|LR898478.1_cds_CAD6506488.1_7846.p1
OG0001775	XM_001598459.1.p1	lcl|LR898472.1_cds_CAD6501960.1_3318.p1
OG0001776	XM_001591629.1.p1	lcl|LR898469.1_cds_CAD6499366.1_724.p1
OG0001777	XM_001584821.1.p1	lcl|LR898474.1_cds_CAD6503439.1_4797.p1
OG0001778	XM_001588150.1.p1	lcl|LR898469.1_cds_CAD6500134.1_1492.p1
OG0001779	XM_001595681.1.p1	lcl|LR898476.1_cds_CAD6505103.1_6461.p1
OG0001780	XM_001588152.1.p1	lcl|LR898469.1_cds_CAD6500132.1_1490.p1
OG0001781	XM_001590832.1.p1	lcl|LR898468.1_cds_CAD6499166.1_524.p1
OG0001782	XM_001591472.1.p1	lcl|LR898474.1_cds_CAD6503181.1_4539.p1
OG0001783	XM_001598837.1.p1	lcl|LR898469.1_cds_CAD6499530.1_888.p1
OG0001784	XM_001598923.1.p1	lcl|LR898471.1_cds_CAD6500989.1_2347.p1
OG0001785	XM_001598934.1.p1	lcl|LR898471.1_cds_CAD6500994.1_2352.p1
OG0001786	XM_001595140.1.p1	lcl|LR898472.1_cds_CAD6501604.1_2962.p1
OG0001787	XM_001597366.1.p1	lcl|LR898476.1_cds_CAD6505679.1_7037.p1
OG0001788	XM_001590194.1.p1	lcl|LR898472.1_cds_CAD6501690.1_3048.p1
OG0001789	XM_001588695.1.p1	lcl|LR898471.1_cds_CAD6500974.1_2332.p1
OG0001790	XM_001587883.1.p1	lcl|LR898476.1_cds_CAD6504877.1_6235.p1
OG0001791	XM_001593540.1.p1	lcl|LR898474.1_cds_CAD6503194.1_4552.p1
OG0001792	XM_001594609.1.p1	lcl|LR898477.1_cds_CAD6506342.1_7700.p1
OG0001794	XM_001592224.1.p1	lcl|LR898474.1_cds_CAD6503423.1_4781.p1
OG0001795	XM_001596894.1.p1	lcl|LR898474.1_cds_CAD6503420.1_4778.p1
OG0001796	XM_001592592.1.p1	lcl|LR898477.1_cds_CAD6506316.1_7674.p1
OG0001797	XM_001594930.1.p1	lcl|LR898475.1_cds_CAD6503853.1_5211.p1
OG0001798	XM_001588684.1.p1	lcl|LR898469.1_cds_CAD6499994.1_1352.p1
OG0001799	XM_001597442.1.p1	lcl|LR898476.1_cds_CAD6505582.1_6940.p1
OG0001800	XM_001596717.1.p1	lcl|LR898476.1_cds_CAD6505819.1_7177.p1
OG0001801	XM_001590922.1.p1	lcl|LR898472.1_cds_CAD6501269.1_2627.p1
OG0001802	XM_001590920.1.p1	lcl|LR898472.1_cds_CAD6501272.1_2630.p1
OG0001803	XM_001593200.1.p1	lcl|LR898469.1_cds_CAD6500078.1_1436.p1
OG0001804	XM_001595592.1.p1	lcl|LR898476.1_cds_CAD6505328.1_6686.p1
OG0001805	XM_001587985.1.p1	lcl|LR898469.1_cds_CAD6499278.1_636.p1
OG0001806	XM_001596616.1.p1	lcl|LR898475.1_cds_CAD6504004.1_5362.p1
OG0001807	XM_001597030.1.p1	lcl|LR898475.1_cds_CAD6504220.1_5578.p1
OG0001808	XM_001586117.1.p1	lcl|LR898475.1_cds_CAD6504034.1_5392.p1
OG0001809	XM_001594291.1.p1	lcl|LR898475.1_cds_CAD6503961.1_5319.p1
OG0001811	XM_001588110.1.p1	lcl|LR898470.1_cds_CAD6500491.1_1849.p1
OG0001812	XM_001591191.1.p1	lcl|LR898470.1_cds_CAD6500255.1_1613.p1
OG0001813	XM_001592623.1.p1	lcl|LR898476.1_cds_CAD6504565.1_5923.p1
OG0001814	XM_001596833.1.p1	lcl|LR898475.1_cds_CAD6504179.1_5537.p1
OG0001815	XM_001586248.1.p1	lcl|LR898475.1_cds_CAD6503933.1_5291.p1
OG0001816	XM_001585130.1.p1	lcl|LR898468.1_cds_CAD6499022.1_380.p1
OG0001817	XM_001589814.1.p1	lcl|LR898473.1_cds_CAD6502641.1_3999.p1
OG0001818	XM_001597638.1.p1	lcl|LR898472.1_cds_CAD6501280.1_2638.p1
OG0001819	XM_001591447.1.p1	lcl|LR898473.1_cds_CAD6502360.1_3718.p1
OG0001820	XM_001595800.1.p1	lcl|LR898470.1_cds_CAD6500453.1_1811.p1
OG0001821	XM_001595579.1.p1	lcl|LR898476.1_cds_CAD6505137.1_6495.p1
OG0001823	XM_001588186.1.p1	lcl|LR898476.1_cds_CAD6505010.1_6368.p1
OG0001824	XM_001587806.1.p1	lcl|LR898474.1_cds_CAD6502902.1_4260.p1
OG0001825	XM_001595217.1.p1	lcl|LR898477.1_cds_CAD6505932.1_7290.p1
OG0001828	XM_001585103.1.p1	lcl|LR898470.1_cds_CAD6500356.1_1714.p1
OG0001830	XM_001585900.1.p1	lcl|LR898468.1_cds_CAD6499212.1_570.p1
OG0001831	XM_001592314.1.p1	lcl|LR898474.1_cds_CAD6503509.1_4867.p1
OG0001832	XM_001597841.1.p1	lcl|LR898476.1_cds_CAD6505776.1_7134.p1
OG0001833	XM_001594152.1.p1	lcl|LR898468.1_cds_CAD6498914.1_272.p1
OG0001834	XM_001589838.1.p1	lcl|LR898476.1_cds_CAD6505480.1_6838.p1
OG0001835	XM_001591194.1.p1	lcl|LR898474.1_cds_CAD6502891.1_4249.p1
OG0001836	XM_001597475.1.p1	lcl|LR898476.1_cds_CAD6505612.1_6970.p1
OG0001837	XM_001587327.1.p1	lcl|LR898476.1_cds_CAD6504971.1_6329.p1
OG0001839	XM_001585061.1.p1	lcl|LR898472.1_cds_CAD6502298.1_3656.p1
OG0001840	XM_001589942.1.p1	lcl|LR898472.1_cds_CAD6501842.1_3200.p1
OG0001841	XM_001584880.1.p1	lcl|LR898468.1_cds_CAD6499181.1_539.p1
OG0001842	XM_001594666.1.p1	lcl|LR898475.1_cds_CAD6504109.1_5467.p1
OG0001844	XM_001590509.1.p1	lcl|LR898468.1_cds_CAD6499045.1_403.p1
OG0001845	XM_001589982.1.p1	lcl|LR898478.1_cds_CAD6506513.1_7871.p1
OG0001846	XM_001596454.1.p1	lcl|LR898476.1_cds_CAD6504852.1_6210.p1
OG0001847	XM_001594103.1.p1	lcl|LR898473.1_cds_CAD6502738.1_4096.p1
OG0001848	XM_001593509.1.p1	lcl|LR898476.1_cds_CAD6505207.1_6565.p1
OG0001850	XM_001586794.1.p1	lcl|LR898473.1_cds_CAD6502672.1_4030.p1
OG0001851	XM_001586923.1.p1	lcl|LR898472.1_cds_CAD6501329.1_2687.p1
OG0001852	XM_001586886.1.p1	lcl|LR898469.1_cds_CAD6499909.1_1267.p1
OG0001853	XM_001585928.1.p1	lcl|LR898468.1_cds_CAD6498754.1_112.p1
OG0001854	XM_001590829.1.p1	lcl|LR898475.1_cds_CAD6504365.1_5723.p1
OG0001855	XM_001589062.1.p1	lcl|LR898468.1_cds_CAD6499196.1_554.p1
OG0001856	XM_001588810.1.p1	lcl|LR898471.1_cds_CAD6500884.1_2242.p1
OG0001857	XM_001597917.1.p1	lcl|LR898477.1_cds_CAD6506126.1_7484.p1
OG0001858	XM_001595648.1.p1	lcl|LR898470.1_cds_CAD6500306.1_1664.p1
OG0001859	XM_001592548.1.p1	lcl|LR898475.1_cds_CAD6503909.1_5267.p1
OG0001860	XM_001596630.1.p1	lcl|LR898475.1_cds_CAD6504312.1_5670.p1
OG0001861	XM_001594433.1.p1	lcl|LR898475.1_cds_CAD6504051.1_5409.p1
OG0001862	XM_001598227.1.p1	lcl|LR898475.1_cds_CAD6503795.1_5153.p1
OG0001863	XM_001590791.1.p1	lcl|LR898468.1_cds_CAD6499090.1_448.p1
OG0001864	XM_001591521.1.p1	lcl|LR898469.1_cds_CAD6499793.1_1151.p1
OG0001865	XM_001584801.1.p1	lcl|LR898472.1_cds_CAD6501736.1_3094.p1
OG0001866	XM_001585049.1.p1	lcl|LR898469.1_cds_CAD6499942.1_1300.p1
OG0001867	XM_001594818.1.p1	lcl|LR898476.1_cds_CAD6505856.1_7214.p1
OG0001868	XM_001594374.1.p1	lcl|LR898475.1_cds_CAD6504055.1_5413.p1
OG0001869	XM_001585799.1.p1	lcl|LR898475.1_cds_CAD6504354.1_5712.p1
OG0001870	XM_001592420.1.p1	lcl|LR898475.1_cds_CAD6503899.1_5257.p1
OG0001871	XM_001593531.1.p1	lcl|LR898474.1_cds_CAD6503207.1_4565.p1
OG0001872	XM_001598490.1.p1	lcl|LR898472.1_cds_CAD6502134.1_3492.p1
OG0001873	XM_001592991.1.p1	lcl|LR898474.1_cds_CAD6503291.1_4649.p1
OG0001876	XM_001592238.1.p1	lcl|LR898474.1_cds_CAD6503578.1_4936.p1
OG0001877	XM_001594162.1.p1	lcl|LR898468.1_cds_CAD6498967.1_325.p1
OG0001878	XM_001590659.1.p1	lcl|LR898476.1_cds_CAD6504666.1_6024.p1
OG0001879	XM_001589618.1.p1	lcl|LR898468.1_cds_CAD6498770.1_128.p1
OG0001880	XM_001595660.1.p1	lcl|LR898470.1_cds_CAD6500317.1_1675.p1
OG0001881	XM_001593122.1.p1	lcl|LR898474.1_cds_CAD6503274.1_4632.p1
OG0001883	XM_001589201.1.p1	lcl|LR898475.1_cds_CAD6504216.1_5574.p1
OG0001884	XM_001596916.1.p1	lcl|LR898475.1_cds_CAD6503828.1_5186.p1
OG0001885	XM_001597820.1.p1	lcl|LR898476.1_cds_CAD6505800.1_7158.p1
OG0001886	XM_001598473.1.p1	lcl|LR898472.1_cds_CAD6502162.1_3520.p1
OG0001887	XM_001590264.1.p1	lcl|LR898472.1_cds_CAD6501716.1_3074.p1
OG0001888	XM_001596012.1.p1	lcl|LR898476.1_cds_CAD6504899.1_6257.p1
OG0001889	XM_001595935.1.p1	lcl|LR898473.1_cds_CAD6502468.1_3826.p1
OG0001890	XM_001588390.1.p1	lcl|LR898471.1_cds_CAD6501017.1_2375.p1
OG0001891	XM_001593041.1.p1	lcl|LR898472.1_cds_CAD6501570.1_2928.p1
OG0001892	XM_001592787.1.p1	lcl|LR898474.1_cds_CAD6503304.1_4662.p1
OG0001893	XM_001587267.1.p1	lcl|LR898474.1_cds_CAD6503289.1_4647.p1
OG0001894	XM_001588986.1.p1	lcl|LR898478.1_cds_CAD6506484.1_7842.p1
OG0001896	XM_001597392.1.p1	lcl|LR898476.1_cds_CAD6505558.1_6916.p1
OG0001897	XM_001585567.1.p1	lcl|LR898476.1_cds_CAD6504901.1_6259.p1
OG0001898	XM_001593311.1.p1	lcl|LR898472.1_cds_CAD6501390.1_2748.p1
OG0001900	XM_001593680.1.p1	lcl|LR898474.1_cds_CAD6503589.1_4947.p1
OG0001901	XM_001587741.1.p1	lcl|LR898469.1_cds_CAD6499891.1_1249.p1
OG0001902	XM_001593736.1.p1	lcl|LR898476.1_cds_CAD6505189.1_6547.p1
OG0001903	XM_001592059.1.p1	lcl|LR898476.1_cds_CAD6505359.1_6717.p1
OG0001905	XM_001592700.1.p1	lcl|LR898472.1_cds_CAD6501547.1_2905.p1
OG0001906	XM_001589662.1.p1	lcl|LR898468.1_cds_CAD6498740.1_98.p1
OG0001907	XM_001593996.1.p1	lcl|LR898471.1_cds_CAD6500622.1_1980.p1
OG0001908	XM_001593415.1.p1	lcl|LR898469.1_cds_CAD6499724.1_1082.p1
OG0001909	XM_001593623.1.p1	lcl|LR898475.1_cds_CAD6504018.1_5376.p1
OG0001910	XM_001589236.1.p1	lcl|LR898472.1_cds_CAD6501188.1_2546.p1
OG0001911	XM_001589314.1.p1	lcl|LR898475.1_cds_CAD6504175.1_5533.p1
OG0001912	XM_001586839.1.p1	lcl|LR898472.1_cds_CAD6501339.1_2697.p1
OG0001914	XM_001593298.1.p1	lcl|LR898472.1_cds_CAD6501380.1_2738.p1
OG0001915	XM_001587673.1.p1	lcl|LR898476.1_cds_CAD6505068.1_6426.p1
OG0001916	XM_001586854.1.p1	lcl|LR898469.1_cds_CAD6499981.1_1339.p1
OG0001917	XM_001590908.1.p1	lcl|LR898469.1_cds_CAD6499976.1_1334.p1
OG0001918	XM_001590387.1.p1	lcl|LR898470.1_cds_CAD6500447.1_1805.p1
OG0001919	XM_001590115.1.p1	lcl|LR898471.1_cds_CAD6500727.1_2085.p1
OG0001920	XM_001591029.1.p1	lcl|LR898470.1_cds_CAD6500239.1_1597.p1
OG0001921	XM_001595343.1.p1	lcl|LR898477.1_cds_CAD6506215.1_7573.p1
OG0001922	XM_001586175.1.p1	lcl|LR898476.1_cds_CAD6504504.1_5862.p1
OG0001923	XM_001592396.1.p1	lcl|LR898476.1_cds_CAD6504643.1_6001.p1
OG0001924	XM_001584617.1.p1	lcl|LR898476.1_cds_CAD6504517.1_5875.p1
OG0001926	XM_001584509.1.p1	lcl|LR898469.1_cds_CAD6499946.1_1304.p1
OG0001927	XM_001586446.1.p1	lcl|LR898473.1_cds_CAD6502352.1_3710.p1
OG0001929	XM_001591408.1.p1	lcl|LR898476.1_cds_CAD6505740.1_7098.p1
OG0001930	XM_001591632.1.p1	lcl|LR898471.1_cds_CAD6500797.1_2155.p1
OG0001931	XM_001592168.1.p1	lcl|LR898472.1_cds_CAD6502305.1_3663.p1
OG0001932	XM_001597284.1.p1	lcl|LR898470.1_cds_CAD6500406.1_1764.p1
OG0001933	XM_001597286.1.p1	lcl|LR898470.1_cds_CAD6500294.1_1652.p1
OG0001934	XM_001596926.1.p1	lcl|LR898477.1_cds_CAD6506109.1_7467.p1
OG0001935	XM_001592593.1.p1	lcl|LR898477.1_cds_CAD6506385.1_7743.p1
OG0001936	XM_001594563.1.p1	lcl|LR898475.1_cds_CAD6504276.1_5634.p1
OG0001939	XM_001593108.1.p1	lcl|LR898474.1_cds_CAD6503205.1_4563.p1
OG0001940	XM_001594951.1.p1	lcl|LR898476.1_cds_CAD6504922.1_6280.p1
OG0001941	XM_001593014.1.p1	lcl|LR898469.1_cds_CAD6499847.1_1205.p1
OG0001942	XM_001589457.1.p1	lcl|LR898476.1_cds_CAD6504553.1_5911.p1
OG0001943	XM_001590718.1.p1	lcl|LR898476.1_cds_CAD6504740.1_6098.p1
OG0001944	XM_001589563.1.p1	lcl|LR898468.1_cds_CAD6498977.1_335.p1
OG0001945	XM_001591844.1.p1	lcl|LR898472.1_cds_CAD6501444.1_2802.p1
OG0001946	XM_001590101.1.p1	lcl|LR898478.1_cds_CAD6506516.1_7874.p1
OG0001947	XM_001584666.1.p1	lcl|LR898471.1_cds_CAD6500944.1_2302.p1
OG0001948	XM_001593863.1.p1	lcl|LR898476.1_cds_CAD6505033.1_6391.p1
OG0001949	XM_001589052.1.p1	lcl|LR898472.1_cds_CAD6501261.1_2619.p1
OG0001950	XM_001589070.1.p1	lcl|LR898472.1_cds_CAD6501279.1_2637.p1
OG0001951	XM_001590973.1.p1	lcl|LR898470.1_cds_CAD6500260.1_1618.p1
OG0001952	XM_001596948.1.p1	lcl|LR898477.1_cds_CAD6506252.1_7610.p1
OG0001953	XM_001598721.1.p1	lcl|LR898471.1_cds_CAD6501064.1_2422.p1
OG0001954	XM_001592673.1.p1	lcl|LR898469.1_cds_CAD6500043.1_1401.p1
OG0001955	XM_001589327.1.p1	lcl|LR898475.1_cds_CAD6504307.1_5665.p1
OG0001956	XM_001594296.1.p1	lcl|LR898475.1_cds_CAD6503893.1_5251.p1
OG0001958	XM_001598033.1.p1	lcl|LR898475.1_cds_CAD6503792.1_5150.p1
OG0001959	XM_001587462.1.p1	lcl|LR898477.1_cds_CAD6506159.1_7517.p1
OG0001960	XM_001590817.1.p1	lcl|LR898474.1_cds_CAD6503544.1_4902.p1
OG0001961	XM_001590618.1.p1	lcl|LR898472.1_cds_CAD6502311.1_3669.p1
OG0001962	XM_001598444.1.p1	lcl|LR898472.1_cds_CAD6501928.1_3286.p1
OG0001963	XM_001585664.1.p1	lcl|LR898472.1_cds_CAD6501178.1_2536.p1
OG0001964	XM_001597866.1.p1	lcl|LR898472.1_cds_CAD6501797.1_3155.p1
OG0001965	XM_001595936.1.p1	lcl|LR898473.1_cds_CAD6502415.1_3773.p1
OG0001966	XM_001591474.1.p1	lcl|LR898474.1_cds_CAD6503161.1_4519.p1
OG0001967	XM_001586605.1.p1	lcl|LR898469.1_cds_CAD6499333.1_691.p1
OG0001968	XM_001591512.1.p1	lcl|LR898474.1_cds_CAD6503147.1_4505.p1
OG0001969	XM_001589930.1.p1	lcl|LR898472.1_cds_CAD6501879.1_3237.p1
OG0001970	XM_001593043.1.p1	lcl|LR898476.1_cds_CAD6505240.1_6598.p1
OG0001971	XM_001596203.1.p1	lcl|LR898473.1_cds_CAD6502754.1_4112.p1
OG0001972	XM_001597359.1.p1	lcl|LR898476.1_cds_CAD6505651.1_7009.p1
OG0001973	XM_001596622.1.p1	lcl|LR898477.1_cds_CAD6506370.1_7728.p1
OG0001974	XM_001588784.1.p1	lcl|LR898469.1_cds_CAD6499544.1_902.p1
OG0001975	XM_001593765.1.p1	lcl|LR898473.1_cds_CAD6502740.1_4098.p1
OG0001976	XM_001586327.1.p1	lcl|LR898477.1_cds_CAD6506435.1_7793.p1
OG0001977	XM_001589100.1.p1	lcl|LR898472.1_cds_CAD6501227.1_2585.p1
OG0001978	XM_001595991.1.p1	lcl|LR898473.1_cds_CAD6502634.1_3992.p1
OG0001979	XM_001587346.1.p1	lcl|LR898475.1_cds_CAD6503765.1_5123.p1
OG0001980	XM_001595208.1.p1	lcl|LR898477.1_cds_CAD6506070.1_7428.p1
OG0001981	XM_001586295.1.p1	lcl|LR898475.1_cds_CAD6503997.1_5355.p1
OG0001982	XM_001585489.1.p1	lcl|LR898473.1_cds_CAD6502523.1_3881.p1
OG0001983	XM_001587797.1.p1	lcl|LR898476.1_cds_CAD6504883.1_6241.p1
OG0001984	XM_001596302.1.p1	lcl|LR898468.1_cds_CAD6498938.1_296.p1
OG0001985	XM_001591812.1.p1	lcl|LR898469.1_cds_CAD6499354.1_712.p1
OG0001986	XM_001585852.1.p1	lcl|LR898476.1_cds_CAD6504529.1_5887.p1
OG0001987	XM_001586943.1.p1	lcl|LR898474.1_cds_CAD6503128.1_4486.p1
OG0001988	XM_001591278.1.p1	lcl|LR898474.1_cds_CAD6503025.1_4383.p1
OG0001989	XM_001585907.1.p1	lcl|LR898468.1_cds_CAD6498826.1_184.p1
OG0001990	XM_001597971.1.p1	lcl|LR898472.1_cds_CAD6501773.1_3131.p1
OG0001991	XM_001585102.1.p1	lcl|LR898470.1_cds_CAD6500329.1_1687.p1
OG0001992	XM_001591707.1.p1	lcl|LR898469.1_cds_CAD6499655.1_1013.p1
OG0001993	XM_001586719.1.p1	lcl|LR898474.1_cds_CAD6503008.1_4366.p1
OG0001994	XM_001596952.1.p1	lcl|LR898477.1_cds_CAD6506323.1_7681.p1
OG0001996	XM_001592027.1.p1	lcl|LR898473.1_cds_CAD6502368.1_3726.p1
OG0001997	XM_001595900.1.p1	lcl|LR898473.1_cds_CAD6502405.1_3763.p1
OG0001998	XM_001590545.1.p1	lcl|LR898476.1_cds_CAD6504814.1_6172.p1
OG0001999	XM_001597790.1.p1	lcl|LR898476.1_cds_CAD6505805.1_7163.p1
OG0002000	XM_001598297.1.p1	lcl|LR898472.1_cds_CAD6502071.1_3429.p1
OG0002001	XM_001597034.1.p1	lcl|LR898468.1_cds_CAD6499143.1_501.p1
OG0002002	XM_001588889.1.p1	lcl|LR898469.1_cds_CAD6499493.1_851.p1
OG0002003	XM_001590376.1.p1	lcl|LR898476.1_cds_CAD6505161.1_6519.p1
OG0002004	XM_001585279.1.p1	lcl|LR898478.1_cds_CAD6506565.1_7923.p1
OG0002005	XM_001591723.1.p1	lcl|LR898471.1_cds_CAD6500822.1_2180.p1
OG0002006	XM_001594678.1.p1	lcl|LR898471.1_cds_CAD6500603.1_1961.p1
OG0002007	XM_001588209.1.p1	lcl|LR898474.1_cds_CAD6502892.1_4250.p1
