Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Claviceps_purpurea_cds_prot
OG0001401	XM_001585941.1.p1	lcl|CAGA01000038.1_cds_CCE32200.1_3260.p1
OG0001402	XM_001598084.1.p1	lcl|CAGA01000018.1_cds_CCE30045.1_5476.p1
OG0001403	XM_001592896.1.p1, XM_001592895.1.p1, XM_001592891.1.p1, XM_001593282.1.p1	lcl|CAGA01000019.1_cds_CCE30112.1_5286.p1
OG0001404	XM_001588050.1.p1	lcl|CAGA01000011.1_cds_CCE28900.1_6342.p1
OG0001405	XM_001594368.1.p1	lcl|CAGA01000023.1_cds_CCE30627.1_4819.p1
OG0001406	XM_001592275.1.p1	lcl|CAGA01000008.1_cds_CCE28436.1_7111.p1
OG0001407	XM_001591124.1.p1	lcl|CAGA01000004.1_cds_CCE27396.1_7872.p1
OG0001408	XM_001598811.1.p1	lcl|CAGA01000037.1_cds_CCE32104.1_3358.p1
OG0001411	XM_001592806.1.p1	lcl|CAGA01000189.1_cds_CCE35143.1_341.p1
OG0001412	XM_001590469.1.p1	lcl|CAGA01000001.1_cds_CCE26730.1_8795.p1
OG0001415	XM_001598472.1.p1	lcl|CAGA01000001.1_cds_CCE26544.1_8609.p1
OG0001416	XM_001598452.1.p1	lcl|CAGA01000026.1_cds_CCE30895.1_4412.p1
OG0001417	XM_001593177.1.p1	lcl|CAGA01000077.1_cds_CCE34143.1_1216.p1
OG0001418	XM_001591514.1.p1	lcl|CAGA01000045.1_cds_CCE32678.1_2633.p1
OG0001420	XM_001590398.1.p1	lcl|CAGA01000018.1_cds_CCE29927.1_5357.p1
OG0001421	XM_001595574.1.p1	lcl|CAGA01000041.1_cds_CCE32379.1_2936.p1
OG0001422	XM_001590100.1.p1	lcl|CAGA01000033.1_cds_CCE31643.1_3658.p1
OG0001423	XM_001585238.1.p1	lcl|CAGA01000067.1_cds_CCE33814.1_1531.p1
OG0001425	XM_001597305.1.p1	lcl|CAGA01000078.1_cds_CCE34158.1_1184.p1
OG0001426	XM_001591173.1.p1	lcl|CAGA01000043.1_cds_CCE32545.1_2792.p1
OG0001427	XM_001593871.1.p1	lcl|CAGA01000028.1_cds_CCE31155.1_4227.p1
OG0001428	XM_001588090.1.p1	lcl|CAGA01000034.1_cds_CCE31762.1_3584.p1
OG0001430	XM_001588184.1.p1	lcl|CAGA01000019.1_cds_CCE30088.1_5262.p1
OG0001432	XM_001593969.1.p1	lcl|CAGA01000064.1_cds_CCE33708.1_1664.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	lcl|CAGA01000030.1_cds_CCE31405.1_4046.p1
OG0001434	XM_001598003.1.p1	lcl|CAGA01000075.1_cds_CCE34082.1_1259.p1
OG0001435	XM_001591027.1.p1	lcl|CAGA01000006.1_cds_CCE27992.1_7577.p1
OG0001436	XM_001594967.1.p1	lcl|CAGA01000020.1_cds_CCE30189.1_5121.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	lcl|CAGA01000005.1_cds_CCE27783.1_7807.p1
OG0001440	XM_001593418.1.p1	lcl|CAGA01000083.1_cds_CCE34299.1_1063.p1
OG0001441	XM_001591502.1.p1	lcl|CAGA01000085.1_cds_CCE34357.1_1030.p1
OG0001442	XM_001596523.1.p1	lcl|CAGA01000029.1_cds_CCE31296.1_4152.p1
OG0001443	XM_001591497.1.p1	lcl|CAGA01000039.1_cds_CCE32289.1_3160.p1
OG0001444	XM_001598154.1.p1	lcl|CAGA01000005.1_cds_CCE27588.1_7612.p1
OG0001446	XM_001584964.1.p1	lcl|CAGA01000010.1_cds_CCE28702.1_6540.p1
OG0001447	XM_001590454.1.p1	lcl|CAGA01000007.1_cds_CCE28078.1_7200.p1
OG0001449	XM_001584927.1.p1	lcl|CAGA01000067.1_cds_CCE33837.1_1555.p1
OG0001450	XM_001594323.1.p1	lcl|CAGA01000081.1_cds_CCE34241.1_1119.p1
OG0001451	XM_001590785.1.p1	lcl|CAGA01000031.1_cds_CCE31499.1_3922.p1
OG0001452	XM_001586975.1.p1	lcl|CAGA01000017.1_cds_CCE29804.1_5504.p1
OG0001453	XM_001585709.1.p1	lcl|CAGA01000008.1_cds_CCE28307.1_6982.p1
OG0001454	XM_001598339.1.p1	lcl|CAGA01000024.1_cds_CCE30756.1_4718.p1
OG0001455	XM_001596308.1.p1	lcl|CAGA01000063.1_cds_CCE33677.1_1718.p1
OG0001456	XM_001594827.1.p1	lcl|CAGA01000023.1_cds_CCE30657.1_4849.p1
OG0001457	XM_001590966.1.p1	lcl|CAGA01000008.1_cds_CCE28278.1_6953.p1
OG0001458	XM_001597544.1.p1	lcl|CAGA01000009.1_cds_CCE28476.1_6730.p1
OG0001459	XM_001586602.1.p1	lcl|CAGA01000030.1_cds_CCE31420.1_4061.p1
OG0001460	XM_001585269.1.p1	lcl|CAGA01000028.1_cds_CCE31148.1_4220.p1
OG0001461	XM_001597434.1.p1	lcl|CAGA01000012.1_cds_CCE29130.1_6209.p1
OG0001462	XM_001594600.1.p1	lcl|CAGA01000006.1_cds_CCE27937.1_7522.p1
OG0001463	XM_001587116.1.p1	lcl|CAGA01000011.1_cds_CCE28945.1_6387.p1
OG0001464	XM_001587145.1.p1	lcl|CAGA01000002.1_cds_CCE26878.1_8406.p1
OG0001465	XM_001584616.1.p1	lcl|CAGA01000021.1_cds_CCE30368.1_5055.p1
OG0001466	XM_001596624.1.p1	lcl|CAGA01000051.1_cds_CCE33084.1_2276.p1
OG0001467	XM_001593377.1.p1	lcl|CAGA01000014.1_cds_CCE29485.1_5981.p1
OG0001468	XM_001585179.1.p1	lcl|CAGA01000002.1_cds_CCE27034.1_8562.p1
OG0001469	XM_001587568.1.p1	lcl|CAGA01000004.1_cds_CCE27506.1_7982.p1
OG0001470	XM_001598483.1.p1	lcl|CAGA01000009.1_cds_CCE28544.1_6798.p1
OG0001471	XM_001597927.1.p1	lcl|CAGA01000006.1_cds_CCE27956.1_7541.p1
OG0001472	XM_001588144.1.p1	lcl|CAGA01000041.1_cds_CCE32387.1_2944.p1
OG0001473	XM_001588083.1.p1	lcl|CAGA01000068.1_cds_CCE33878.1_1512.p1
OG0001480	XM_001596614.1.p1	lcl|CAGA01000040.1_cds_CCE32300.1_3008.p1
OG0001489	XM_001594695.1.p1	lcl|CAGA01000010.1_cds_CCE28808.1_6647.p1
OG0001490	XM_001590455.1.p1	lcl|CAGA01000031.1_cds_CCE31455.1_3878.p1
OG0001492	XM_001589157.1.p1	lcl|CAGA01000070.1_cds_CCE33923.1_1419.p1
OG0001494	XM_001590871.1.p1	lcl|CAGA01000040.1_cds_CCE32358.1_3066.p1
OG0001495	XM_001591501.1.p1	lcl|CAGA01000039.1_cds_CCE32294.1_3165.p1
OG0001496	XM_001590486.1.p1	lcl|CAGA01000061.1_cds_CCE33589.1_1806.p1
OG0001497	XM_001586720.1.p1	lcl|CAGA01000017.1_cds_CCE29859.1_5560.p1
OG0001498	XM_001586789.1.p1	lcl|CAGA01000022.1_cds_CCE30489.1_4925.p1
OG0001500	XM_001590999.1.p1	lcl|CAGA01000005.1_cds_CCE27734.1_7758.p1
OG0001501	XM_001585424.1.p1	lcl|CAGA01000039.1_cds_CCE32226.1_3097.p1
OG0001502	XM_001585986.1.p1	lcl|CAGA01000074.1_cds_CCE34055.1_1299.p1
OG0001504	XM_001598066.1.p1	lcl|CAGA01000018.1_cds_CCE29970.1_5400.p1
OG0001505	XM_001590355.1.p1	lcl|CAGA01000052.1_cds_CCE33133.1_2213.p1
OG0001506	XM_001595083.1.p1	lcl|CAGA01000003.1_cds_CCE27274.1_8259.p1
OG0001507	XM_001596353.1.p1	lcl|CAGA01000052.1_cds_CCE33127.1_2206.p1
OG0001509	XM_001589211.1.p1	lcl|CAGA01000102.1_cds_CCE34672.1_684.p1
OG0001510	XM_001587247.1.p1	lcl|CAGA01000054.1_cds_CCE33236.1_2110.p1
OG0001511	XM_001598741.1.p1	lcl|CAGA01000073.1_cds_CCE34019.1_1333.p1
OG0001512	XM_001598889.1.p1	lcl|CAGA01000003.1_cds_CCE27093.1_8078.p1
OG0001513	XM_001592873.1.p1	lcl|CAGA01000017.1_cds_CCE29780.1_5480.p1
OG0001514	XM_001585948.1.p1	lcl|CAGA01000007.1_cds_CCE28140.1_7262.p1
OG0001515	XM_001594183.1.p1	lcl|CAGA01000010.1_cds_CCE28811.1_6650.p1
OG0001517	XM_001588211.1.p1	lcl|CAGA01000050.1_cds_CCE33025.1_2339.p1
OG0001518	XM_001588256.1.p1	lcl|CAGA01000019.1_cds_CCE30093.1_5267.p1
OG0001519	XM_001587131.1.p1	lcl|CAGA01000002.1_cds_CCE26880.1_8408.p1
OG0001521	XM_001596692.1.p1	lcl|CAGA01000070.1_cds_CCE33924.1_1420.p1
OG0001522	XM_001596697.1.p1	lcl|CAGA01000070.1_cds_CCE33933.1_1429.p1
OG0001523	XM_001587383.1.p1	lcl|CAGA01000045.1_cds_CCE32687.1_2642.p1
OG0001524	XM_001594990.1.p1	lcl|CAGA01000009.1_cds_CCE28550.1_6804.p1
OG0001525	XM_001587317.1.p1	lcl|CAGA01000039.1_cds_CCE32270.1_3141.p1
OG0001526	XM_001591706.1.p1	lcl|CAGA01000086.1_cds_CCE34367.1_988.p1
OG0001527	XM_001597417.1.p1	lcl|CAGA01000012.1_cds_CCE29203.1_6283.p1, lcl|CAGA01000005.1_cds_CCE27746.1_7770.p1
OG0001529	XM_001597439.1.p1	lcl|CAGA01000012.1_cds_CCE29122.1_6201.p1
OG0001530	XM_001584603.1.p1	lcl|CAGA01000046.1_cds_CCE32747.1_2558.p1
OG0001531	XM_001598262.1.p1	lcl|CAGA01000005.1_cds_CCE27652.1_7676.p1
OG0001532	XM_001585492.1.p1	lcl|CAGA01000002.1_cds_CCE26930.1_8458.p1
OG0001533	XM_001585528.1.p1	lcl|CAGA01000043.1_cds_CCE32562.1_2809.p1
OG0001534	XM_001587067.1.p1	lcl|CAGA01000007.1_cds_CCE28195.1_7317.p1
OG0001536	XM_001587085.1.p1	lcl|CAGA01000007.1_cds_CCE28163.1_7285.p1
OG0001537	XM_001586965.1.p1	lcl|CAGA01000062.1_cds_CCE33624.1_1751.p1
OG0001538	XM_001585028.1.p1	lcl|CAGA01000008.1_cds_CCE28274.1_6949.p1
OG0001539	XM_001594194.1.p1	lcl|CAGA01000070.1_cds_CCE33949.1_1445.p1
OG0001540	XM_001594424.1.p1	lcl|CAGA01000036.1_cds_CCE31989.1_3427.p1
OG0001541	XM_001598499.1.p1	lcl|CAGA01000026.1_cds_CCE30914.1_4431.p1
OG0001543	XM_001598769.1.p1	lcl|CAGA01000037.1_cds_CCE32017.1_3271.p1
OG0001544	XM_001595965.1.p1	lcl|CAGA01000021.1_cds_CCE30343.1_5030.p1
OG0001545	XM_001591563.1.p1	lcl|CAGA01000001.1_cds_CCE26740.1_8805.p1
OG0001546	XM_001584892.1.p1	lcl|CAGA01000010.1_cds_CCE28707.1_6545.p1
OG0001547	XM_001592560.1.p1	lcl|CAGA01000008.1_cds_CCE28283.1_6958.p1
OG0001548	XM_001592711.1.p1	lcl|CAGA01000007.1_cds_CCE28157.1_7279.p1
OG0001550	XM_001590263.1.p1	lcl|CAGA01000009.1_cds_CCE28677.1_6932.p1
OG0001551	XM_001591912.1.p1	lcl|CAGA01000026.1_cds_CCE30882.1_4399.p1
OG0001551	XM_001591910.1.p1	lcl|CAGA01000026.1_cds_CCE30883.1_4400.p1
OG0001552	XM_001591114.1.p1	lcl|CAGA01000004.1_cds_CCE27401.1_7877.p1
OG0001553	XM_001585770.1.p1	lcl|CAGA01000031.1_cds_CCE31462.1_3885.p1
OG0001554	XM_001588826.1.p1	lcl|CAGA01000066.1_cds_CCE33789.1_1583.p1
OG0001555	XM_001588932.1.p1	lcl|CAGA01000045.1_cds_CCE32677.1_2632.p1
OG0001556	XM_001586500.1.p1	lcl|CAGA01000058.1_cds_CCE33435.1_1908.p1
OG0001557	XM_001598314.1.p1	lcl|CAGA01000011.1_cds_CCE28946.1_6388.p1
OG0001558	XM_001586489.1.p1	lcl|CAGA01000033.1_cds_CCE31659.1_3674.p1
OG0001559	XM_001595680.1.p1	lcl|CAGA01000073.1_cds_CCE34033.1_1347.p1
OG0001560	XM_001584921.1.p1	lcl|CAGA01000001.1_cds_CCE26625.1_8690.p1
OG0001561	XM_001587460.1.p1	lcl|CAGA01000009.1_cds_CCE28623.1_6877.p1
OG0001563	XM_001586244.1.p1	lcl|CAGA01000057.1_cds_CCE33391.1_1953.p1
OG0001564	XM_001597736.1.p1	lcl|CAGA01000046.1_cds_CCE32780.1_2591.p1
OG0001565	XM_001586785.1.p1	lcl|CAGA01000017.1_cds_CCE29905.1_5606.p1
OG0001566	XM_001587857.1.p1	lcl|CAGA01000016.1_cds_CCE29763.1_5733.p1
OG0001567	XM_001585586.1.p1	lcl|CAGA01000084.1_cds_CCE34320.1_1038.p1
OG0001568	XM_001588032.1.p1	lcl|CAGA01000015.1_cds_CCE29530.1_5764.p1
OG0001569	XM_001598533.1.p1	lcl|CAGA01000005.1_cds_CCE27690.1_7714.p1
OG0001570	XM_001598009.1.p1	lcl|CAGA01000019.1_cds_CCE30125.1_5299.p1
OG0001571	XM_001586005.1.p1	lcl|CAGA01000054.1_cds_CCE33251.1_2125.p1
OG0001572	XM_001597978.1.p1	lcl|CAGA01000009.1_cds_CCE28553.1_6807.p1
OG0001573	XM_001598381.1.p1	lcl|CAGA01000042.1_cds_CCE32487.1_2887.p1
OG0001574	XM_001592452.1.p1	lcl|CAGA01000008.1_cds_CCE28358.1_7033.p1
OG0001575	XM_001586034.1.p1	lcl|CAGA01000045.1_cds_CCE32730.1_2685.p1
OG0001576	XM_001588787.1.p1	lcl|CAGA01000003.1_cds_CCE27222.1_8207.p1
OG0001579	XM_001596911.1.p1	lcl|CAGA01000074.1_cds_CCE34066.1_1310.p1
OG0001580	XM_001588446.1.p1	lcl|CAGA01000066.1_cds_CCE33793.1_1587.p1
OG0001581	XM_001592716.1.p1	lcl|CAGA01000001.1_cds_CCE26649.1_8714.p1
OG0001582	XM_001585389.1.p1	lcl|CAGA01000026.1_cds_CCE30910.1_4427.p1
OG0001583	XM_001590383.1.p1	lcl|CAGA01000041.1_cds_CCE32415.1_2972.p1
OG0001584	XM_001592184.1.p1	lcl|CAGA01000056.1_cds_CCE33337.1_2003.p1
OG0001585	XM_001591668.1.p1	lcl|CAGA01000006.1_cds_CCE27831.1_7416.p1
OG0001588	XM_001598638.1.p1	lcl|CAGA01000033.1_cds_CCE31720.1_3736.p1
OG0001589	XM_001598421.1.p1	lcl|CAGA01000039.1_cds_CCE32268.1_3139.p1
OG0001590	XM_001586317.1.p1	lcl|CAGA01000035.1_cds_CCE31885.1_3507.p1
OG0001591	XM_001588337.1.p1	lcl|CAGA01000014.1_cds_CCE29456.1_5952.p1
OG0001592	XM_001591465.1.p1	lcl|CAGA01000026.1_cds_CCE30931.1_4448.p1
OG0001593	XM_001589357.1.p1	lcl|CAGA01000047.1_cds_CCE32828.1_2500.p1
OG0001594	XM_001597642.1.p1	lcl|CAGA01000031.1_cds_CCE31441.1_3864.p1
OG0001596	XM_001597634.1.p1	lcl|CAGA01000030.1_cds_CCE31402.1_4043.p1
OG0001597	XM_001594887.1.p1	lcl|CAGA01000019.1_cds_CCE30148.1_5322.p1
OG0001598	XM_001593169.1.p1	lcl|CAGA01000011.1_cds_CCE29024.1_6467.p1
OG0001599	XM_001595351.1.p1	lcl|CAGA01000039.1_cds_CCE32264.1_3135.p1
OG0001600	XM_001590984.1.p1	lcl|CAGA01000005.1_cds_CCE27735.1_7759.p1
OG0001601	XM_001592341.1.p1	lcl|CAGA01000008.1_cds_CCE28261.1_6936.p1
OG0001603	XM_001584607.1.p1	lcl|CAGA01000021.1_cds_CCE30390.1_5077.p1
OG0001604	XM_001587107.1.p1	lcl|CAGA01000009.1_cds_CCE28591.1_6845.p1
OG0001605	XM_001585121.1.p1	lcl|CAGA01000028.1_cds_CCE31209.1_4281.p1
OG0001606	XM_001593391.1.p1	lcl|CAGA01000037.1_cds_CCE32085.1_3339.p1
OG0001607	XM_001597097.1.p1	lcl|CAGA01000036.1_cds_CCE32010.1_3448.p1
OG0001608	XM_001591914.1.p1	lcl|CAGA01000033.1_cds_CCE31662.1_3677.p1
OG0001609	XM_001590202.1.p1	lcl|CAGA01000012.1_cds_CCE29138.1_6217.p1
OG0001610	XM_001593541.1.p1	lcl|CAGA01000037.1_cds_CCE32053.1_3307.p1
OG0001611	XM_001587790.1.p1	lcl|CAGA01000016.1_cds_CCE29777.1_5747.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	lcl|CAGA01000001.1_cds_CCE26690.1_8755.p1
OG0001614	XM_001585306.1.p1	lcl|CAGA01000006.1_cds_CCE27969.1_7554.p1
OG0001615	XM_001584605.1.p1	lcl|CAGA01000021.1_cds_CCE30392.1_5079.p1
OG0001616	XM_001594984.1.p1	lcl|CAGA01000042.1_cds_CCE32478.1_2878.p1
OG0001617	XM_001597285.1.p1	lcl|CAGA01000012.1_cds_CCE29107.1_6186.p1
OG0001618	XM_001589352.1.p1	lcl|CAGA01000051.1_cds_CCE33072.1_2264.p1
OG0001619	XM_001587176.1.p1	lcl|CAGA01000082.1_cds_CCE34267.1_1087.p1
OG0001620	XM_001597684.1.p1	lcl|CAGA01000062.1_cds_CCE33630.1_1757.p1
OG0001621	XM_001592537.1.p1, XM_001585007.1.p1	lcl|CAGA01000005.1_cds_CCE27788.1_7812.p1
OG0001622	XM_001585761.1.p1	lcl|CAGA01000022.1_cds_CCE30515.1_4951.p1
OG0001623	XM_001597189.1.p1	lcl|CAGA01000190.1_cds_CCE35303.1_139.p1
OG0001624	XM_001584840.1.p1	lcl|CAGA01000060.1_cds_CCE33536.1_1842.p1
OG0001625	XM_001597024.1.p1	lcl|CAGA01000005.1_cds_CCE27674.1_7698.p1
OG0001625	XM_001598302.1.p1	lcl|CAGA01000005.1_cds_CCE27673.1_7697.p1
OG0001627	XM_001598735.1.p1	lcl|CAGA01000053.1_cds_CCE33181.1_2157.p1
OG0001628	XM_001590916.1.p1	lcl|CAGA01000028.1_cds_CCE31189.1_4261.p1
OG0001629	XM_001596143.1.p1	lcl|CAGA01000021.1_cds_CCE30388.1_5075.p1
OG0001631	XM_001588224.1.p1	lcl|CAGA01000007.1_cds_CCE28247.1_7369.p1
OG0001632	XM_001588154.1.p1	lcl|CAGA01000068.1_cds_CCE33873.1_1507.p1
OG0001633	XM_001597348.1.p1	lcl|CAGA01000075.1_cds_CCE34101.1_1278.p1
OG0001634	XM_001590949.1.p1	lcl|CAGA01000021.1_cds_CCE30412.1_5099.p1
OG0001635	XM_001594583.1.p1	lcl|CAGA01000003.1_cds_CCE27130.1_8115.p1
OG0001636	XM_001591692.1.p1	lcl|CAGA01000026.1_cds_CCE30948.1_4465.p1
OG0001638	XM_001593822.1.p1	lcl|CAGA01000069.1_cds_CCE33904.1_1463.p1
OG0001639	XM_001589214.1.p1	lcl|CAGA01000030.1_cds_CCE31403.1_4044.p1
OG0001640	XM_001590005.1.p1	lcl|CAGA01000006.1_cds_CCE27845.1_7430.p1
OG0001641	XM_001597680.1.p1	lcl|CAGA01000062.1_cds_CCE33632.1_1759.p1
OG0001642	XM_001595175.1.p1	lcl|CAGA01000017.1_cds_CCE29819.1_5519.p1
OG0001643	XM_001594880.1.p1	lcl|CAGA01000004.1_cds_CCE27460.1_7936.p1
OG0001644	XM_001592354.1.p1	lcl|CAGA01000019.1_cds_CCE30052.1_5226.p1
OG0001645	XM_001591061.1.p1	lcl|CAGA01000051.1_cds_CCE33112.1_2304.p1
OG0001646	XM_001595519.1.p1	lcl|CAGA01000010.1_cds_CCE28700.1_6538.p1
OG0001648	XM_001589622.1.p1	lcl|CAGA01000001.1_cds_CCE26719.1_8784.p1
OG0001649	XM_001589054.1.p1	lcl|CAGA01000031.1_cds_CCE31472.1_3895.p1
OG0001650	XM_001586535.1.p1	lcl|CAGA01000027.1_cds_CCE31086.1_4378.p1
OG0001651	XM_001587633.1.p1	lcl|CAGA01000005.1_cds_CCE27584.1_7608.p1
OG0001652	XM_001585745.1.p1	lcl|CAGA01000003.1_cds_CCE27146.1_8131.p1
OG0001653	XM_001588927.1.p1	lcl|CAGA01000012.1_cds_CCE29090.1_6169.p1
OG0001654	XM_001590965.1.p1	lcl|CAGA01000056.1_cds_CCE33345.1_2011.p1
OG0001655	XM_001593345.1.p1	lcl|CAGA01000001.1_cds_CCE26660.1_8725.p1
OG0001656	XM_001590149.1.p1	lcl|CAGA01000057.1_cds_CCE33424.1_1986.p1, lcl|CAGA01000081.1_cds_CCE34237.1_1115.p1
OG0001657	XM_001585417.1.p1	lcl|CAGA01000039.1_cds_CCE32281.1_3152.p1
OG0001658	XM_001589660.1.p1	lcl|CAGA01000002.1_cds_CCE27063.1_8591.p1
OG0001659	XM_001594992.1.p1	lcl|CAGA01000060.1_cds_CCE33510.1_1816.p1
OG0001660	XM_001588943.1.p1	lcl|CAGA01000039.1_cds_CCE32225.1_3096.p1
OG0001661	XM_001593670.1.p1	lcl|CAGA01000060.1_cds_CCE33524.1_1830.p1
OG0001663	XM_001595755.1.p1	lcl|CAGA01000013.1_cds_CCE29372.1_6143.p1
OG0001664	XM_001595822.1.p1	lcl|CAGA01000013.1_cds_CCE29243.1_6014.p1
OG0001665	XM_001586803.1.p1	lcl|CAGA01000003.1_cds_CCE27104.1_8089.p1
OG0001666	XM_001598872.1.p1	lcl|CAGA01000011.1_cds_CCE28926.1_6368.p1
OG0001667	XM_001592467.1.p1	lcl|CAGA01000190.1_cds_CCE35293.1_129.p1
OG0001668	XM_001593029.1.p1	lcl|CAGA01000189.1_cds_CCE35146.1_344.p1
OG0001669	XM_001585163.1.p1	lcl|CAGA01000029.1_cds_CCE31278.1_4134.p1
OG0001671	XM_001598414.1.p1	lcl|CAGA01000005.1_cds_CCE27687.1_7711.p1
OG0001672	XM_001597380.1.p1	lcl|CAGA01000046.1_cds_CCE32802.1_2614.p1
OG0001673	XM_001597675.1.p1	lcl|CAGA01000020.1_cds_CCE30221.1_5153.p1
OG0001674	XM_001592252.1.p1	lcl|CAGA01000008.1_cds_CCE28401.1_7076.p1
OG0001675	XM_001596085.1.p1	lcl|CAGA01000189.1_cds_CCE35077.1_274.p1
OG0001676	XM_001592934.1.p1	lcl|CAGA01000105.1_cds_CCE34708.1_654.p1
OG0001678	XM_001587393.1.p1	lcl|CAGA01000086.1_cds_CCE34379.1_1000.p1
OG0001679	XM_001588168.1.p1	lcl|CAGA01000117.1_cds_CCE34796.1_566.p1
OG0001680	XM_001586872.1.p1	lcl|CAGA01000004.1_cds_CCE27566.1_8042.p1
OG0001681	XM_001593299.1.p1	lcl|CAGA01000010.1_cds_CCE28842.1_6681.p1
OG0001682	XM_001586639.1.p1	lcl|CAGA01000022.1_cds_CCE30458.1_4894.p1
OG0001683	XM_001595338.1.p1	lcl|CAGA01000025.1_cds_CCE30795.1_4535.p1
OG0001684	XM_001592337.1.p1	lcl|CAGA01000190.1_cds_CCE35227.1_63.p1
OG0001685	XM_001592409.1.p1	lcl|CAGA01000008.1_cds_CCE28282.1_6957.p1
OG0001686	XM_001585532.1.p1	lcl|CAGA01000002.1_cds_CCE26898.1_8426.p1
OG0001687	XM_001598229.1.p1	lcl|CAGA01000016.1_cds_CCE29676.1_5646.p1
OG0001690	XM_001585778.1.p1	lcl|CAGA01000022.1_cds_CCE30526.1_4962.p1
OG0001691	XM_001588440.1.p1	lcl|CAGA01000066.1_cds_CCE33796.1_1590.p1
OG0001692	XM_001584910.1.p1	lcl|CAGA01000067.1_cds_CCE33832.1_1550.p1
OG0001693	XM_001591043.1.p1	lcl|CAGA01000056.1_cds_CCE33352.1_2018.p1
OG0001694	XM_001596686.1.p1	lcl|CAGA01000056.1_cds_CCE33362.1_2028.p1
OG0001695	XM_001594204.1.p1	lcl|CAGA01000016.1_cds_CCE29739.1_5709.p1
OG0001696	XM_001593962.1.p1	lcl|CAGA01000068.1_cds_CCE33851.1_1485.p1
OG0001697	XM_001589617.1.p1	lcl|CAGA01000007.1_cds_CCE28034.1_7156.p1
OG0001698	XM_001597629.1.p1	lcl|CAGA01000031.1_cds_CCE31445.1_3868.p1
OG0001699	XM_001589149.1.p1	lcl|CAGA01000031.1_cds_CCE31450.1_3873.p1
OG0001700	XM_001598246.1.p1	lcl|CAGA01000046.1_cds_CCE32764.1_2575.p1
OG0001701	XM_001591929.1.p1	lcl|CAGA01000072.1_cds_CCE33986.1_1361.p1
OG0001702	XM_001587596.1.p1	lcl|CAGA01000016.1_cds_CCE29742.1_5712.p1
OG0001703	XM_001595758.1.p1	lcl|CAGA01000004.1_cds_CCE27382.1_7858.p1
OG0001704	XM_001591634.1.p1	lcl|CAGA01000085.1_cds_CCE34340.1_1013.p1
OG0001705	XM_001595225.1.p1	lcl|CAGA01000009.1_cds_CCE28621.1_6875.p1
OG0001721	XM_001589322.1.p1	lcl|CAGA01000051.1_cds_CCE33093.1_2285.p1
OG0001722	XM_001586788.1.p1	lcl|CAGA01000022.1_cds_CCE30488.1_4924.p1
OG0001724	XM_001590840.1.p1	lcl|CAGA01000001.1_cds_CCE26607.1_8672.p1
OG0001725	XM_001597394.1.p1	lcl|CAGA01000046.1_cds_CCE32795.1_2607.p1
OG0001726	XM_001589936.1.p1	lcl|CAGA01000005.1_cds_CCE27792.1_7816.p1
OG0001728	XM_001590382.1.p1	lcl|CAGA01000011.1_cds_CCE29011.1_6454.p1
OG0001729	XM_001587382.1.p1	lcl|CAGA01000025.1_cds_CCE30779.1_4519.p1
OG0001730	XM_001588187.1.p1	lcl|CAGA01000061.1_cds_CCE33568.1_1785.p1
OG0001731	XM_001591843.1.p1	lcl|CAGA01000028.1_cds_CCE31146.1_4218.p1
OG0001732	XM_001585968.1.p1	lcl|CAGA01000189.1_cds_CCE35206.1_405.p1
OG0001733	XM_001596326.1.p1	lcl|CAGA01000036.1_cds_CCE31963.1_3400.p1
OG0001734	XM_001589885.1.p1	lcl|CAGA01000026.1_cds_CCE30969.1_4486.p1
OG0001735	XM_001589025.1.p1	lcl|CAGA01000065.1_cds_CCE33729.1_1599.p1
OG0001736	XM_001596497.1.p1	lcl|CAGA01000083.1_cds_CCE34301.1_1065.p1
OG0001737	XM_001596417.1.p1	lcl|CAGA01000007.1_cds_CCE28156.1_7278.p1
OG0001738	XM_001587146.1.p1	lcl|CAGA01000002.1_cds_CCE26907.1_8435.p1
OG0001739	XM_001593621.1.p1	lcl|CAGA01000003.1_cds_CCE27228.1_8213.p1
OG0001740	XM_001591824.1.p1	lcl|CAGA01000033.1_cds_CCE31725.1_3741.p1
OG0001741	XM_001587709.1.p1	lcl|CAGA01000017.1_cds_CCE29883.1_5584.p1
OG0001742	XM_001592521.1.p1	lcl|CAGA01000008.1_cds_CCE28373.1_7048.p1
OG0001743	XM_001586642.1.p1	lcl|CAGA01000022.1_cds_CCE30449.1_4885.p1
OG0001744	XM_001594510.1.p1	lcl|CAGA01000189.1_cds_CCE35097.1_294.p1
OG0001745	XM_001592516.1.p1	lcl|CAGA01000008.1_cds_CCE28418.1_7093.p1
OG0001746	XM_001596949.1.p1	lcl|CAGA01000056.1_cds_CCE33340.1_2006.p1
OG0001747	XM_001590666.1.p1	lcl|CAGA01000023.1_cds_CCE30642.1_4834.p1
OG0001748	XM_001589278.1.p1	lcl|CAGA01000007.1_cds_CCE28093.1_7215.p1
OG0001749	XM_001597157.1.p1	lcl|CAGA01000009.1_cds_CCE28594.1_6848.p1
OG0001750	XM_001587513.1.p1	lcl|CAGA01000021.1_cds_CCE30315.1_5002.p1, lcl|CAGA01000018.1_cds_CCE29990.1_5420.p1
