Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Neonectria_ditissima_cds_prot
OG0001321	XM_001594406.1.p1, XM_001598936.1.p1	lcl|LKCW01000030.1_cds_KPM43600.1_7096.p1
OG0001322	XM_001585388.1.p1	lcl|LKCW01000328.1_cds_KPM34524.1_7546.p1
OG0001323	XM_001596853.1.p1	lcl|LKCW01000053.1_cds_KPM42181.1_9787.p1, lcl|LKCW01000053.1_cds_KPM42182.1_9788.p1
OG0001324	XM_001594829.1.p1	lcl|LKCW01000030.1_cds_KPM43599.1_7097.p1
OG0001325	XM_001594327.1.p1	lcl|LKCW01000221.1_cds_KPM36039.1_5186.p1, lcl|LKCW01000062.1_cds_KPM41579.1_10515.p1, lcl|LKCW01000001.1_cds_KPM46435.1_12.p1
OG0001326	XM_001592619.1.p1	lcl|LKCW01000172.1_cds_KPM37239.1_3374.p1
OG0001327	XM_001584707.1.p1, XM_001588824.1.p1, XM_001589583.1.p1	lcl|LKCW01000028.1_cds_KPM43720.1_6603.p1, lcl|LKCW01000116.1_cds_KPM39086.1_1068.p1
OG0001335	XM_001593152.1.p1	lcl|LKCW01000004.1_cds_KPM45904.1_8612.p1
OG0001336	XM_001596324.1.p1	lcl|LKCW01000049.1_cds_KPM42427.1_9367.p1
OG0001337	XM_001586758.1.p1	lcl|LKCW01000236.1_cds_KPM35733.1_5583.p1
OG0001339	XM_001588334.1.p1	lcl|LKCW01000021.1_cds_KPM44260.1_4789.p1
OG0001340	XM_001585646.1.p1	lcl|LKCW01000272.1_cds_KPM35141.1_6497.p1
OG0001341	XM_001585322.1.p1	lcl|LKCW01000031.1_cds_KPM43566.1_7291.p1
OG0001342	XM_001594850.1.p1	lcl|LKCW01000004.1_cds_KPM45868.1_8495.p1
OG0001343	XM_001585832.1.p1	lcl|LKCW01000004.1_cds_KPM45883.1_8534.p1
OG0001344	XM_001590875.1.p1	lcl|LKCW01000082.1_cds_KPM40490.1_11869.p1
OG0001345	XM_001594772.1.p1	lcl|LKCW01000062.1_cds_KPM41595.1_10548.p1
OG0001346	XM_001594790.1.p1	lcl|LKCW01000099.1_cds_KPM39757.1_12676.p1
OG0001347	XM_001588165.1.p1	lcl|LKCW01000043.1_cds_KPM42727.1_8953.p1
OG0001348	XM_001587711.1.p1	lcl|LKCW01000089.1_cds_KPM40169.1_12184.p1
OG0001349	XM_001585733.1.p1	lcl|LKCW01000121.1_cds_KPM38882.1_1331.p1
OG0001350	XM_001594034.1.p1	lcl|LKCW01000178.1_cds_KPM37064.1_3540.p1
OG0001351	XM_001587708.1.p1	lcl|LKCW01000074.1_cds_KPM40904.1_11326.p1
OG0001352	XM_001586665.1.p1	lcl|LKCW01000161.1_cds_KPM37566.1_2974.p1
OG0001353	XM_001591623.1.p1	lcl|LKCW01000002.1_cds_KPM46226.1_4362.p1
OG0001354	XM_001592719.1.p1	lcl|LKCW01000298.1_cds_KPM34826.1_6898.p1
OG0001356	XM_001585187.1.p1	lcl|LKCW01000091.1_cds_KPM40064.1_12345.p1
OG0001357	XM_001596863.1.p1	lcl|LKCW01000053.1_cds_KPM42178.1_9792.p1
OG0001358	XM_001597450.1.p1	lcl|LKCW01000093.1_cds_KPM39966.1_12456.p1
OG0001359	XM_001587161.1.p1	lcl|LKCW01000078.1_cds_KPM40719.1_11544.p1
OG0001360	XM_001586985.1.p1	lcl|LKCW01000013.1_cds_KPM44873.1_1648.p1
OG0001361	XM_001589944.1.p1	lcl|LKCW01000068.1_cds_KPM41231.1_10849.p1
OG0001362	XM_001591944.1.p1	lcl|LKCW01000063.1_cds_KPM41563.1_10610.p1
OG0001363	XM_001598194.1.p1	lcl|LKCW01000247.1_cds_KPM35533.1_5857.p1
OG0001364	XM_001587004.1.p1	lcl|LKCW01000072.1_cds_KPM41001.1_11211.p1
OG0001365	XM_001590890.1.p1	lcl|LKCW01000121.1_cds_KPM38891.1_1324.p1
OG0001366	XM_001595151.1.p1	lcl|LKCW01000142.1_cds_KPM38179.1_2248.p1, lcl|LKCW01000124.1_cds_KPM38793.1_1442.p1
OG0001367	XM_001595176.1.p1	lcl|LKCW01000108.1_cds_KPM39393.1_664.p1, lcl|LKCW01000256.1_cds_KPM35385.1_6091.p1
OG0001368	XM_001596704.1.p1	lcl|LKCW01000249.1_cds_KPM35496.1_5900.p1
OG0001369	XM_001597173.1.p1	lcl|LKCW01000003.1_cds_KPM46070.1_7026.p1
OG0001371	XM_001597570.1.p1	lcl|LKCW01000056.1_cds_KPM42002.1_9989.p1
OG0001372	XM_001594988.1.p1	lcl|LKCW01000308.1_cds_KPM34713.1_7245.p1
OG0001373	XM_001587954.1.p1	lcl|LKCW01000061.1_cds_KPM41642.1_10463.p1
OG0001374	XM_001585514.1.p1	lcl|LKCW01000247.1_cds_KPM35527.1_5845.p1
OG0001375	XM_001588248.1.p1	lcl|LKCW01000005.1_cds_KPM45710.1_9512.p1
OG0001377	XM_001584620.1.p1	lcl|LKCW01000226.1_cds_KPM35916.1_5276.p1
OG0001378	XM_001593740.1.p1	lcl|LKCW01000180.1_cds_KPM37016.1_3692.p1
OG0001379	XM_001590461.1.p1	lcl|LKCW01000200.1_cds_KPM36538.1_4502.p1
OG0001381	XM_001598755.1.p1	lcl|LKCW01000117.1_cds_KPM39052.1_1113.p1
OG0001382	XM_001585252.1.p1	lcl|LKCW01000091.1_cds_KPM40094.1_12355.p1
OG0001383	XM_001597060.1.p1	lcl|LKCW01000122.1_cds_KPM38845.1_1356.p1
OG0001384	XM_001584676.1.p1, XM_001584677.1.p1	lcl|LKCW01000021.1_cds_KPM44293.1_4783.p1
OG0001385	XM_001590507.1.p1	lcl|LKCW01000091.1_cds_KPM40102.1_12353.p1
OG0001386	XM_001594603.1.p1	lcl|LKCW01000016.1_cds_KPM44677.1_2865.p1
OG0001387	XM_001590581.1.p1	lcl|LKCW01000374.1_cds_KPM34220.1_8193.p1
OG0001388	XM_001595837.1.p1	lcl|LKCW01000115.1_cds_KPM39149.1_995.p1
OG0001389	XM_001594385.1.p1	lcl|LKCW01000264.1_cds_KPM35246.1_6285.p1
OG0001390	XM_001593629.1.p1	lcl|LKCW01000201.1_cds_KPM36497.1_4536.p1
OG0001391	XM_001593760.1.p1	lcl|LKCW01000038.1_cds_KPM43070.1_8227.p1
OG0001392	XM_001591018.1.p1	lcl|LKCW01000160.1_cds_KPM37591.1_2922.p1
OG0001393	XM_001587430.1.p1	lcl|LKCW01000181.1_cds_KPM36993.1_3720.p1
OG0001394	XM_001595447.1.p1	lcl|LKCW01000186.1_cds_KPM36874.1_3837.p1
OG0001395	XM_001595940.1.p1	lcl|LKCW01000132.1_cds_KPM38522.1_1832.p1, lcl|LKCW01000260.1_cds_KPM35303.1_6225.p1
OG0001396	XM_001597306.1.p1	lcl|LKCW01000014.1_cds_KPM44799.1_2125.p1
OG0001397	XM_001597458.1.p1	lcl|LKCW01000218.1_cds_KPM36101.1_5017.p1
OG0001398	XM_001593321.1.p1	lcl|LKCW01000004.1_cds_KPM45957.1_8550.p1
OG0001399	XM_001594283.1.p1	lcl|LKCW01000007.1_cds_KPM45456.1_10993.p1
OG0001401	XM_001585941.1.p1	lcl|LKCW01000098.1_cds_KPM39765.1_12639.p1
OG0001402	XM_001598084.1.p1	lcl|LKCW01000272.1_cds_KPM35132.1_6491.p1, lcl|LKCW01000254.1_cds_KPM35414.1_6057.p1, lcl|LKCW01000058.1_cds_KPM41831.1_10142.p1, lcl|LKCW01000058.1_cds_KPM41853.1_10151.p1
OG0001403	XM_001592896.1.p1, XM_001592895.1.p1, XM_001592891.1.p1, XM_001593282.1.p1	lcl|LKCW01000140.1_cds_KPM38226.1_2176.p1, lcl|LKCW01000080.1_cds_KPM40614.1_11741.p1
OG0001404	XM_001588050.1.p1	lcl|LKCW01000013.1_cds_KPM44941.1_1635.p1
OG0001405	XM_001594368.1.p1	lcl|LKCW01000145.1_cds_KPM38094.1_2335.p1
OG0001406	XM_001592275.1.p1	lcl|LKCW01000179.1_cds_KPM37035.1_3593.p1
OG0001407	XM_001591124.1.p1	lcl|LKCW01000005.1_cds_KPM45772.1_9537.p1
OG0001408	XM_001598811.1.p1	lcl|LKCW01000088.1_cds_KPM40246.1_12123.p1
OG0001409	XM_001594864.1.p1	lcl|LKCW01000300.1_cds_KPM34805.1_7161.p1
OG0001411	XM_001592806.1.p1	lcl|LKCW01000168.1_cds_KPM37360.1_3169.p1
OG0001412	XM_001590469.1.p1	lcl|LKCW01000008.1_cds_KPM45400.1_11699.p1
OG0001413	XM_001586280.1.p1	lcl|LKCW01000081.1_cds_KPM40576.1_11814.p1
OG0001414	XM_001590169.1.p1	lcl|LKCW01000068.1_cds_KPM41256.1_10840.p1
OG0001415	XM_001596226.1.p1	lcl|LKCW01000040.1_cds_KPM42926.1_8637.p1
OG0001416	XM_001598452.1.p1	lcl|LKCW01000437.1_cds_KPM33987.1_9000.p1
OG0001417	XM_001593177.1.p1	lcl|LKCW01000491.1_cds_KPM33911.1_9409.p1
OG0001418	XM_001591514.1.p1	lcl|LKCW01000031.1_cds_KPM43561.1_7274.p1
OG0001419	XM_001598681.1.p1	lcl|LKCW01000208.1_cds_KPM36317.1_4715.p1
OG0001421	XM_001595574.1.p1	lcl|LKCW01000388.1_cds_KPM34156.1_8321.p1
OG0001422	XM_001590100.1.p1	lcl|LKCW01000029.1_cds_KPM43654.1_6771.p1
OG0001423	XM_001585238.1.p1	lcl|LKCW01000091.1_cds_KPM40073.1_12358.p1
OG0001424	XM_001589412.1.p1	lcl|LKCW01000283.1_cds_KPM34985.1_6663.p1
OG0001425	XM_001597305.1.p1	lcl|LKCW01000012.1_cds_KPM45021.1_1246.p1
OG0001426	XM_001591173.1.p1	lcl|LKCW01000085.1_cds_KPM40354.1_11969.p1
OG0001427	XM_001593871.1.p1	lcl|LKCW01000065.1_cds_KPM41430.1_10690.p1, lcl|LKCW01000273.1_cds_KPM35117.1_6516.p1
OG0001428	XM_001588090.1.p1	lcl|LKCW01000017.1_cds_KPM44607.1_3279.p1
OG0001429	XM_001592111.1.p1	lcl|LKCW01000075.1_cds_KPM40858.1_11389.p1
OG0001430	XM_001588184.1.p1	lcl|LKCW01000265.1_cds_KPM35227.1_6306.p1
OG0001431	XM_001589594.1.p1	lcl|LKCW01000135.1_cds_KPM38393.1_1941.p1
OG0001432	XM_001585343.1.p1	lcl|LKCW01000269.1_cds_KPM35172.1_6366.p1
OG0001433	XM_001585693.1.p1, XM_001585692.1.p1	lcl|LKCW01000119.1_cds_KPM38979.1_1169.p1
OG0001434	XM_001598003.1.p1	lcl|LKCW01000164.1_cds_KPM37482.1_3045.p1
OG0001435	XM_001591027.1.p1	lcl|LKCW01000063.1_cds_KPM41530.1_10594.p1
OG0001436	XM_001594967.1.p1	lcl|LKCW01000105.1_cds_KPM39510.1_564.p1
OG0001437	XM_001595220.1.p1, XM_001598482.1.p1	lcl|LKCW01000024.1_cds_KPM44010.1_5694.p1
OG0001438	XM_001586526.1.p1	lcl|LKCW01000047.1_cds_KPM42502.1_9258.p1
OG0001438	XM_001597135.1.p1	lcl|LKCW01000252.1_cds_KPM35450.1_6007.p1
OG0001440	XM_001593418.1.p1	lcl|LKCW01000146.1_cds_KPM38038.1_2377.p1, lcl|LKCW01000113.1_cds_KPM39210.1_957.p1
OG0001441	XM_001591502.1.p1	lcl|LKCW01000002.1_cds_KPM46270.1_4305.p1
OG0001442	XM_001596523.1.p1	lcl|LKCW01000124.1_cds_KPM38778.1_1430.p1
OG0001443	XM_001591497.1.p1	lcl|LKCW01000002.1_cds_KPM46206.1_4312.p1
OG0001444	XM_001598154.1.p1	lcl|LKCW01000181.1_cds_KPM36985.1_3728.p1
OG0001445	XM_001592332.1.p1	lcl|LKCW01000143.1_cds_KPM38124.1_2295.p1
OG0001446	XM_001584964.1.p1	lcl|LKCW01000183.1_cds_KPM36940.1_3758.p1
OG0001447	XM_001590454.1.p1	lcl|LKCW01000020.1_cds_KPM44366.1_4428.p1
OG0001449	XM_001584927.1.p1	lcl|LKCW01000086.1_cds_KPM40306.1_12028.p1
OG0001450	XM_001594323.1.p1	lcl|LKCW01000034.1_cds_KPM43345.1_7731.p1
OG0001451	XM_001590785.1.p1	lcl|LKCW01000030.1_cds_KPM43585.1_7137.p1
OG0001452	XM_001586975.1.p1	lcl|LKCW01000129.1_cds_KPM38619.1_1620.p1
OG0001453	XM_001585709.1.p1	lcl|LKCW01000093.1_cds_KPM39984.1_12447.p1
OG0001454	XM_001598339.1.p1	lcl|LKCW01000099.1_cds_KPM39742.1_12665.p1
OG0001455	XM_001596308.1.p1	lcl|LKCW01000011.1_cds_KPM45051.1_746.p1
OG0001456	XM_001594827.1.p1	lcl|LKCW01000294.1_cds_KPM34868.1_6856.p1
OG0001457	XM_001590966.1.p1	lcl|LKCW01000093.1_cds_KPM39972.1_12415.p1
OG0001458	XM_001597544.1.p1	lcl|LKCW01000024.1_cds_KPM44046.1_5686.p1
OG0001459	XM_001586602.1.p1	lcl|LKCW01000410.1_cds_KPM34063.1_8802.p1
OG0001460	XM_001585269.1.p1	lcl|LKCW01000156.1_cds_KPM37721.1_2765.p1
OG0001461	XM_001597434.1.p1	lcl|LKCW01000139.1_cds_KPM38257.1_2077.p1
OG0001463	XM_001587116.1.p1	lcl|LKCW01000260.1_cds_KPM35315.1_6233.p1
OG0001464	XM_001587145.1.p1	lcl|LKCW01000425.1_cds_KPM34026.1_8894.p1
OG0001465	XM_001584616.1.p1	lcl|LKCW01000226.1_cds_KPM35918.1_5278.p1
OG0001466	XM_001596624.1.p1	lcl|LKCW01000094.1_cds_KPM39953.1_12483.p1
OG0001467	XM_001593377.1.p1	lcl|LKCW01000224.1_cds_KPM35969.1_5234.p1
OG0001468	XM_001585179.1.p1	lcl|LKCW01000008.1_cds_KPM45380.1_11622.p1
OG0001469	XM_001587568.1.p1	lcl|LKCW01000281.1_cds_KPM35018.1_6639.p1
OG0001470	XM_001598483.1.p1	lcl|LKCW01000068.1_cds_KPM41248.1_10893.p1
OG0001471	XM_001597927.1.p1	lcl|LKCW01000063.1_cds_KPM41507.1_10580.p1
OG0001472	XM_001588144.1.p1	lcl|LKCW01000286.1_cds_KPM34945.1_6711.p1
OG0001473	XM_001588083.1.p1	lcl|LKCW01000002.1_cds_KPM46234.1_4378.p1
OG0001478	XM_001593259.1.p1	lcl|LKCW01000226.1_cds_KPM35928.1_5292.p1, lcl|LKCW01000058.1_cds_KPM41842.1_10101.p1
OG0001480	XM_001596614.1.p1	lcl|LKCW01000145.1_cds_KPM38070.1_2322.p1
OG0001489	XM_001594695.1.p1	lcl|LKCW01000004.1_cds_KPM45888.1_8541.p1
OG0001490	XM_001590455.1.p1	lcl|LKCW01000177.1_cds_KPM37092.1_3533.p1
OG0001491	XM_001587628.1.p1	lcl|LKCW01000095.1_cds_KPM39901.1_12517.p1
OG0001492	XM_001589157.1.p1	lcl|LKCW01000016.1_cds_KPM44667.1_2916.p1
OG0001494	XM_001590871.1.p1	lcl|LKCW01000007.1_cds_KPM45473.1_10945.p1
OG0001495	XM_001591501.1.p1	lcl|LKCW01000002.1_cds_KPM46269.1_4306.p1
OG0001496	XM_001590486.1.p1	lcl|LKCW01000003.1_cds_KPM46042.1_6998.p1
OG0001497	XM_001586720.1.p1	lcl|LKCW01000372.1_cds_KPM34230.1_8180.p1
OG0001498	XM_001586789.1.p1	lcl|LKCW01000074.1_cds_KPM40881.1_11334.p1
OG0001500	XM_001590999.1.p1	lcl|LKCW01000013.1_cds_KPM44910.1_1699.p1, lcl|LKCW01000206.1_cds_KPM36360.1_4672.p1
OG0001501	XM_001585424.1.p1	lcl|LKCW01000038.1_cds_KPM43071.1_8263.p1
OG0001502	XM_001585986.1.p1	lcl|LKCW01000120.1_cds_KPM38911.1_1311.p1
OG0001504	XM_001598066.1.p1	lcl|LKCW01000061.1_cds_KPM41659.1_10500.p1
OG0001505	XM_001590355.1.p1	lcl|LKCW01000146.1_cds_KPM38020.1_2359.p1
OG0001506	XM_001595083.1.p1	lcl|LKCW01000207.1_cds_KPM36341.1_4697.p1
OG0001507	XM_001596353.1.p1	lcl|LKCW01000058.1_cds_KPM41847.1_10159.p1
OG0001509	XM_001589211.1.p1	lcl|LKCW01000284.1_cds_KPM34975.1_6678.p1
OG0001510	XM_001587247.1.p1	lcl|LKCW01000191.1_cds_KPM36773.1_4030.p1
OG0001511	XM_001598741.1.p1	lcl|LKCW01000117.1_cds_KPM39051.1_1112.p1
OG0001512	XM_001598889.1.p1	lcl|LKCW01000168.1_cds_KPM37357.1_3182.p1, lcl|LKCW01000071.1_cds_KPM41086.1_11148.p1
OG0001513	XM_001592873.1.p1	lcl|LKCW01000078.1_cds_KPM40683.1_11533.p1
OG0001514	XM_001585948.1.p1	lcl|LKCW01000020.1_cds_KPM44351.1_4477.p1
OG0001515	XM_001594183.1.p1	lcl|LKCW01000004.1_cds_KPM45885.1_8539.p1
OG0001517	XM_001588211.1.p1	lcl|LKCW01000317.1_cds_KPM34628.1_7382.p1
OG0001518	XM_001588256.1.p1	lcl|LKCW01000265.1_cds_KPM35234.1_6302.p1
OG0001519	XM_001587131.1.p1	lcl|LKCW01000087.1_cds_KPM40277.1_12107.p1
OG0001520	XM_001590166.1.p1	lcl|LKCW01000116.1_cds_KPM39095.1_1051.p1
OG0001521	XM_001596692.1.p1	lcl|LKCW01000059.1_cds_KPM41756.1_10224.p1
OG0001522	XM_001596697.1.p1	lcl|LKCW01000059.1_cds_KPM41747.1_10212.p1
OG0001523	XM_001587383.1.p1	lcl|LKCW01000150.1_cds_KPM37888.1_2600.p1
OG0001524	XM_001594990.1.p1	lcl|LKCW01000068.1_cds_KPM41249.1_10886.p1
OG0001525	XM_001587317.1.p1	lcl|LKCW01000002.1_cds_KPM46282.1_4333.p1
OG0001526	XM_001591706.1.p1	lcl|LKCW01000032.1_cds_KPM43503.1_7471.p1
OG0001527	XM_001597417.1.p1	lcl|LKCW01000076.1_cds_KPM40796.1_11424.p1
OG0001528	XM_001595463.1.p1	lcl|LKCW01000095.1_cds_KPM39920.1_12541.p1
OG0001529	XM_001597439.1.p1	lcl|LKCW01000139.1_cds_KPM38252.1_2087.p1
OG0001530	XM_001584603.1.p1	lcl|LKCW01000135.1_cds_KPM38408.1_1935.p1
OG0001531	XM_001598262.1.p1	lcl|LKCW01000118.1_cds_KPM39020.1_1133.p1, lcl|LKCW01000067.1_cds_KPM41340.1_10815.p1
OG0001532	XM_001585492.1.p1	lcl|LKCW01000115.1_cds_KPM39164.1_1000.p1
OG0001533	XM_001585528.1.p1	lcl|LKCW01000006.1_cds_KPM45580.1_10265.p1
OG0001534	XM_001587067.1.p1	lcl|LKCW01000004.1_cds_KPM45864.1_8499.p1
OG0001537	XM_001586965.1.p1	lcl|LKCW01000225.1_cds_KPM35956.1_5268.p1
OG0001538	XM_001585028.1.p1	lcl|LKCW01000143.1_cds_KPM38116.1_2278.p1
OG0001539	XM_001594194.1.p1	lcl|LKCW01000059.1_cds_KPM41750.1_10203.p1
OG0001540	XM_001594424.1.p1	lcl|LKCW01000001.1_cds_KPM46537.1_69.p1, lcl|LKCW01000137.1_cds_KPM38315.1_1978.p1, lcl|LKCW01000019.1_cds_KPM44422.1_3979.p1
OG0001541	XM_001598499.1.p1	lcl|LKCW01000032.1_cds_KPM43493.1_7414.p1
OG0001543	XM_001598769.1.p1	lcl|LKCW01000015.1_cds_KPM44751.1_2536.p1
OG0001544	XM_001595965.1.p1	lcl|LKCW01000278.1_cds_KPM35067.1_6569.p1
OG0001545	XM_001591563.1.p1	lcl|LKCW01000202.1_cds_KPM36479.1_4543.p1, lcl|LKCW01000008.1_cds_KPM45344.1_11705.p1
OG0001546	XM_001584892.1.p1	lcl|LKCW01000183.1_cds_KPM36947.1_3761.p1
OG0001547	XM_001592560.1.p1	lcl|LKCW01000093.1_cds_KPM39998.1_12421.p1
OG0001548	XM_001592711.1.p1	lcl|LKCW01000175.1_cds_KPM37159.1_3459.p1
OG0001550	XM_001590263.1.p1	lcl|LKCW01000062.1_cds_KPM41569.1_10505.p1
OG0001551	XM_001591912.1.p1	lcl|LKCW01000188.1_cds_KPM36847.1_3878.p1
OG0001551	XM_001591910.1.p1	lcl|LKCW01000188.1_cds_KPM36824.1_3879.p1
OG0001552	XM_001591114.1.p1	lcl|LKCW01000005.1_cds_KPM45814.1_9543.p1
OG0001553	XM_001585770.1.p1	lcl|LKCW01000177.1_cds_KPM37109.1_3527.p1
OG0001554	XM_001588826.1.p1	lcl|LKCW01000055.1_cds_KPM42027.1_9913.p1
OG0001555	XM_001588932.1.p1	lcl|LKCW01000031.1_cds_KPM43562.1_7275.p1
OG0001556	XM_001586500.1.p1	lcl|LKCW01000031.1_cds_KPM43531.1_7265.p1
OG0001557	XM_001598314.1.p1	lcl|LKCW01000260.1_cds_KPM35314.1_6234.p1
OG0001558	XM_001586489.1.p1	lcl|LKCW01000220.1_cds_KPM36055.1_5154.p1
OG0001559	XM_001595680.1.p1	lcl|LKCW01000195.1_cds_KPM36665.1_4140.p1
OG0001560	XM_001584921.1.p1	lcl|LKCW01000252.1_cds_KPM35452.1_6024.p1
OG0001561	XM_001587460.1.p1	lcl|LKCW01000067.1_cds_KPM41324.1_10831.p1
OG0001563	XM_001586244.1.p1	lcl|LKCW01000026.1_cds_KPM43887.1_6197.p1
OG0001564	XM_001597736.1.p1	lcl|LKCW01000034.1_cds_KPM43386.1_7767.p1
OG0001565	XM_001586785.1.p1	lcl|LKCW01000089.1_cds_KPM40203.1_12174.p1
OG0001566	XM_001587857.1.p1	lcl|LKCW01000134.1_cds_KPM38448.1_1882.p1
OG0001567	XM_001585586.1.p1	lcl|LKCW01000069.1_cds_KPM41221.1_10939.p1
OG0001568	XM_001588032.1.p1	lcl|LKCW01000223.1_cds_KPM35993.1_5216.p1
OG0001569	XM_001598533.1.p1	lcl|LKCW01000290.1_cds_KPM34904.1_6827.p1
OG0001570	XM_001598009.1.p1	lcl|LKCW01000041.1_cds_KPM42848.1_8778.p1
OG0001571	XM_001586005.1.p1	lcl|LKCW01000078.1_cds_KPM40701.1_11557.p1
OG0001572	XM_001597978.1.p1	lcl|LKCW01000068.1_cds_KPM41275.1_10884.p1
OG0001573	XM_001598381.1.p1	lcl|LKCW01000308.1_cds_KPM34715.1_7243.p1
OG0001574	XM_001592452.1.p1	lcl|LKCW01000014.1_cds_KPM44843.1_2117.p1
OG0001575	XM_001586034.1.p1	lcl|LKCW01000315.1_cds_KPM34647.1_7363.p1
OG0001576	XM_001588787.1.p1	lcl|LKCW01000005.1_cds_KPM45730.1_9451.p1
OG0001577	XM_001597408.1.p1	lcl|LKCW01000336.1_cds_KPM34468.1_7675.p1
OG0001577	XM_001588577.1.p1	lcl|LKCW01000072.1_cds_KPM40996.1_11238.p1
OG0001578	XM_001594733.1.p1	lcl|LKCW01000236.1_cds_KPM35731.1_5581.p1
OG0001579	XM_001596911.1.p1	lcl|LKCW01000120.1_cds_KPM38930.1_1300.p1
OG0001580	XM_001588446.1.p1	lcl|LKCW01000012.1_cds_KPM44985.1_1234.p1
OG0001581	XM_001592716.1.p1	lcl|LKCW01000175.1_cds_KPM37138.1_3484.p1
OG0001582	XM_001585389.1.p1	lcl|LKCW01000328.1_cds_KPM34525.1_7547.p1
OG0001583	XM_001590383.1.p1	lcl|LKCW01000359.1_cds_KPM34314.1_7973.p1
OG0001584	XM_001592184.1.p1	lcl|LKCW01000073.1_cds_KPM40974.1_11266.p1
OG0001585	XM_001591668.1.p1	lcl|LKCW01000220.1_cds_KPM36059.1_5145.p1
OG0001587	XM_001584989.1.p1	lcl|LKCW01000208.1_cds_KPM36326.1_4724.p1
OG0001588	XM_001598638.1.p1	lcl|LKCW01000045.1_cds_KPM42597.1_9145.p1
OG0001589	XM_001598421.1.p1	lcl|LKCW01000002.1_cds_KPM46278.1_4335.p1
OG0001590	XM_001586317.1.p1	lcl|LKCW01000088.1_cds_KPM40218.1_12142.p1
OG0001591	XM_001588337.1.p1	lcl|LKCW01000055.1_cds_KPM42052.1_9904.p1
OG0001592	XM_001591465.1.p1	lcl|LKCW01000032.1_cds_KPM43518.1_7429.p1
OG0001593	XM_001589357.1.p1	lcl|LKCW01000136.1_cds_KPM38363.1_1968.p1
OG0001594	XM_001597642.1.p1	lcl|LKCW01000305.1_cds_KPM34737.1_7223.p1
OG0001595	XM_001594480.1.p1	lcl|LKCW01000036.1_cds_KPM43228.1_8022.p1
OG0001596	XM_001597634.1.p1	lcl|LKCW01000119.1_cds_KPM38986.1_1172.p1
OG0001597	XM_001594887.1.p1	lcl|LKCW01000102.1_cds_KPM39613.1_457.p1
OG0001598	XM_001593169.1.p1	lcl|LKCW01000004.1_cds_KPM45855.1_8488.p1
OG0001599	XM_001595351.1.p1	lcl|LKCW01000002.1_cds_KPM46198.1_4340.p1
OG0001600	XM_001590984.1.p1	lcl|LKCW01000206.1_cds_KPM36356.1_4660.p1
OG0001601	XM_001592341.1.p1	lcl|LKCW01000143.1_cds_KPM38115.1_2285.p1
OG0001602	XM_001584934.1.p1	lcl|LKCW01000181.1_cds_KPM37000.1_3713.p1
OG0001603	XM_001584607.1.p1	lcl|LKCW01000046.1_cds_KPM42542.1_9219.p1
OG0001604	XM_001587107.1.p1	lcl|LKCW01000123.1_cds_KPM38804.1_1392.p1
OG0001605	XM_001585121.1.p1	lcl|LKCW01000098.1_cds_KPM39780.1_12621.p1
OG0001606	XM_001593391.1.p1	lcl|LKCW01000117.1_cds_KPM39072.1_1106.p1
OG0001607	XM_001597097.1.p1	lcl|LKCW01000049.1_cds_KPM42403.1_9385.p1
OG0001608	XM_001591914.1.p1	lcl|LKCW01000220.1_cds_KPM36070.1_5152.p1
OG0001609	XM_001590202.1.p1	lcl|LKCW01000139.1_cds_KPM38248.1_2072.p1
OG0001610	XM_001593541.1.p1	lcl|LKCW01000279.1_cds_KPM35054.1_6594.p1
OG0001611	XM_001587790.1.p1	lcl|LKCW01000216.1_cds_KPM36163.1_4972.p1, lcl|LKCW01000001.1_cds_KPM46508.1_177.p1, lcl|LKCW01000134.1_cds_KPM38436.1_1900.p1
OG0001613	XM_001587935.1.p1, XM_001587936.1.p1	lcl|LKCW01000189.1_cds_KPM36806.1_3907.p1
OG0001614	XM_001585306.1.p1	lcl|LKCW01000063.1_cds_KPM41539.1_10564.p1
OG0001615	XM_001584605.1.p1	lcl|LKCW01000046.1_cds_KPM42558.1_9216.p1
OG0001616	XM_001594984.1.p1	lcl|LKCW01000295.1_cds_KPM34850.1_6870.p1
OG0001617	XM_001597285.1.p1	lcl|LKCW01000229.1_cds_KPM35850.1_5357.p1
OG0001618	XM_001589352.1.p1	lcl|LKCW01000030.1_cds_KPM43624.1_7087.p1
OG0001619	XM_001587176.1.p1	lcl|LKCW01000108.1_cds_KPM39426.1_646.p1
OG0001620	XM_001597684.1.p1	lcl|LKCW01000011.1_cds_KPM45112.1_809.p1, lcl|LKCW01000204.1_cds_KPM36428.1_4623.p1
OG0001622	XM_001585761.1.p1	lcl|LKCW01000245.1_cds_KPM35576.1_5810.p1
OG0001623	XM_001597189.1.p1	lcl|LKCW01000007.1_cds_KPM45438.1_11035.p1
OG0001624	XM_001584840.1.p1	lcl|LKCW01000100.1_cds_KPM39674.1_371.p1
OG0001625	XM_001597024.1.p1	lcl|LKCW01000067.1_cds_KPM41292.1_10787.p1
OG0001627	XM_001598735.1.p1	lcl|LKCW01000015.1_cds_KPM44762.1_2553.p1
OG0001628	XM_001590916.1.p1	lcl|LKCW01000313.1_cds_KPM34667.1_7335.p1
OG0001629	XM_001596143.1.p1	lcl|LKCW01000046.1_cds_KPM42560.1_9221.p1
OG0001631	XM_001588224.1.p1	lcl|LKCW01000178.1_cds_KPM37081.1_3549.p1
