Orthogroup	Sclerotinia_sclerotiorum	Magnaporthe_oryzae
OG0002013	XM_001598860.1.p1	XM_003709286.1.p1
OG0002014	XM_001588572.1.p1	XM_003709287.1.p1
OG0002015	XM_001588543.1.p1	XM_003709280.1.p1
OG0002016	XM_001588677.1.p1	XM_003711804.1.p1
OG0002017	XM_001588656.1.p1	XM_003714225.1.p1
OG0002018	XM_001588618.1.p1	XM_003709274.1.p1
OG0002019	XM_001598823.1.p1	XM_003715495.1.p1
OG0002020	XM_001598789.1.p1	XM_003714285.1.p1
OG0002021	XM_001598772.1.p1	XM_003716731.1.p1
OG0002022	XM_001588821.1.p1	XM_003715143.1.p1
OG0002023	XM_001588810.1.p1	XM_003718152.1.p1
OG0002024	XM_001588711.1.p1	XM_003710776.1.p1
OG0002025	XM_001588915.1.p1	XM_003717771.1.p1
OG0002026	XM_001584702.1.p1	XM_003716658.1.p1
OG0002027	XM_001591421.1.p1	XM_003718692.1.p1
OG0002028	XM_001591242.1.p1	XM_003716340.1.p1
OG0002029	XM_001591228.1.p1	XM_003710667.1.p1, XM_003715474.1.p1
OG0002030	XM_001591188.1.p1	XM_003718909.1.p1
OG0002031	XM_001591124.1.p1	XM_003717814.1.p1
OG0002032	XM_001591000.1.p1, XM_001590999.1.p1	XM_003711028.1.p1
OG0002033	XM_001590982.1.p1	XM_003711033.1.p1
OG0002034	XM_001590972.1.p1	XM_003715532.1.p1
OG0002036	XM_001590916.1.p1	XM_003714790.1.p1
OG0002037	XM_001590907.1.p1	XM_003714808.1.p1
OG0002038	XM_001590868.1.p1	XM_003718047.1.p1, XM_003713645.1.p1
OG0002039	XM_001590890.1.p1	XM_003714719.1.p1
OG0002040	XM_001590922.1.p1	XM_003712354.1.p1
OG0002041	XM_001585114.1.p1	XM_003719109.1.p1
OG0002042	XM_001585042.1.p1	XM_003714926.1.p1
OG0002043	XM_001590920.1.p1	XM_003712348.1.p1
OG0002044	XM_001585098.1.p1	XM_003712573.1.p1, XM_003712574.1.p1
OG0002045	XM_001596019.1.p1	XM_003713583.1.p1
OG0002046	XM_001596010.1.p1	XM_003718395.1.p1
OG0002047	XM_001585319.1.p1	XM_003709556.1.p1
OG0002048	XM_001585306.1.p1	XM_003717136.1.p1
OG0002049	XM_001585276.1.p1	XM_003713839.1.p1
OG0002051	XM_001589884.1.p1	XM_003712739.1.p1
OG0002052	XM_001589900.1.p1	XM_003719481.1.p1, XM_003721346.1.p1
OG0002053	XM_001589994.1.p1	XM_003713786.1.p1
OG0002054	XM_001590102.1.p1	XM_003711212.1.p1
OG0002055	XM_001590115.1.p1	XM_003709591.1.p1
OG0002056	XM_001590316.1.p1	XM_003714991.1.p1
OG0002057	XM_001590260.1.p1	XM_003719833.1.p1
OG0002058	XM_001590262.1.p1	XM_003719835.1.p1
OG0002059	XM_001590263.1.p1	XM_003719836.1.p1
OG0002060	XM_001590264.1.p1	XM_003719837.1.p1
OG0002061	XM_001590194.1.p1	XM_003719726.1.p1
OG0002062	XM_001590201.1.p1	XM_003719721.1.p1
OG0002063	XM_001590790.1.p1	XM_003715227.1.p1
OG0002068	XM_001590244.1.p1	XM_003709034.1.p1
OG0002079	XM_001594781.1.p1	XM_003717514.1.p1, XM_003712380.1.p1, XM_003718420.1.p1, XM_003712114.1.p1
OG0002179	XM_001597385.1.p1	XM_003710462.1.p1
OG0002180	XM_001590545.1.p1	XM_003714674.1.p1
OG0002181	XM_001591043.1.p1	XM_003715858.1.p2, XM_003713426.1.p1
OG0002182	XM_001588707.1.p1	XM_003716742.1.p1
OG0002183	XM_001587760.1.p1	XM_003716347.1.p1
OG0002184	XM_001586215.1.p1	XM_003714523.1.p1
OG0002185	XM_001586947.1.p1	XM_003716527.1.p1
OG0002186	XM_001593787.1.p1	XM_003720851.1.p1
OG0002187	XM_001591867.1.p1	XM_003710575.1.p1
OG0002189	XM_001584529.1.p1	XM_003714382.1.p1
OG0002191	XM_001597069.1.p1	XM_003714709.1.p1
OG0002192	XM_001587521.1.p1	XM_003715202.1.p1
OG0002194	XM_001589236.1.p1	XM_003717346.1.p1
OG0002195	XM_001589224.1.p1	XM_003709930.1.p1
OG0002196	XM_001589219.1.p1	XM_003714120.1.p1
OG0002197	XM_001588788.1.p1	XM_003715315.1.p1
OG0002198	XM_001591306.1.p1	XM_003709995.1.p1
OG0002200	XM_001593326.1.p1	XM_003716208.1.p1
OG0002201	XM_001586017.1.p1	XM_003720961.1.p1
OG0002202	XM_001592624.1.p1	XM_003710453.1.p1
OG0002203	XM_001592623.1.p1	XM_003710452.1.p1
OG0002204	XM_001590832.1.p1	XM_003719162.1.p1
OG0002205	XM_001595850.1.p1	XM_003719536.1.p1
OG0002206	XM_001594409.1.p1	XM_003718519.1.p1
OG0002207	XM_001597880.1.p1	XM_003713764.1.p1
OG0002208	XM_001597869.1.p1	XM_003712743.1.p1
OG0002209	XM_001585388.1.p1	XM_003717222.1.p1
OG0002210	XM_001585389.1.p1	XM_003717221.1.p1
OG0002211	XM_001586229.1.p1	XM_003713686.1.p1
OG0002212	XM_001588897.1.p1	XM_003717772.1.p1
OG0002213	XM_001588895.1.p1	XM_003717773.1.p1
OG0002214	XM_001588909.1.p1	XM_003709697.1.p1
OG0002215	XM_001584507.1.p1	XM_003712575.1.p1
OG0002216	XM_001595689.1.p1	XM_003717788.1.p1
OG0002217	XM_001591820.1.p1	XM_003710532.1.p1
OG0002218	XM_001586794.1.p1	XM_003716647.1.p1
OG0002219	XM_001586818.1.p1	XM_003718091.1.p1
OG0002220	XM_001589146.1.p1	XM_003713352.1.p2
OG0002221	XM_001589124.1.p1	XM_003709886.1.p1
OG0002222	XM_001594118.1.p1	XM_003720889.1.p1
OG0002223	XM_001588235.1.p1	XM_003709174.1.p1
OG0002224	XM_001588232.1.p1	XM_003709171.1.p1
OG0002225	XM_001594152.1.p1	XM_003720665.1.p1
OG0002226	XM_001594155.1.p1	XM_003720707.1.p1
OG0002227	XM_001594159.1.p1	XM_003720713.1.p1
OG0002228	XM_001585647.1.p1	XM_003716037.1.p1
OG0002230	XM_001596893.1.p1	XM_003712665.1.p1
OG0002231	XM_001593476.1.p1	XM_003712141.1.p1
OG0002232	XM_001595818.1.p1	XM_003717554.1.p1
OG0002233	XM_001585066.1.p1	XM_003714940.1.p1
OG0002234	XM_001585049.1.p1	XM_003719296.1.p1
OG0002235	XM_001591593.1.p1	XM_003714599.1.p1
OG0002236	XM_001591796.1.p1	XM_003710357.1.p1
OG0002237	XM_001591829.1.p1	XM_003710136.1.p1
OG0002238	XM_001596022.1.p1	XM_003721267.1.p1
OG0002239	XM_001596021.1.p1	XM_003718403.1.p1
OG0002240	XM_001596020.1.p1	XM_003713875.1.p1
OG0002241	XM_001596015.1.p1	XM_003718569.1.p1
OG0002242	XM_001596006.1.p1	XM_003718570.1.p1
OG0002243	XM_001592602.1.p1	XM_003713856.1.p1
OG0002244	XM_001592614.1.p1	XM_003718575.1.p1
OG0002245	XM_001592619.1.p1	XM_003717904.1.p1
OG0002246	XM_001595681.1.p1	XM_003715002.1.p1
OG0002248	XM_001592133.1.p1	XM_003712440.1.p1
OG0002249	XM_001592136.1.p1	XM_003712445.1.p1
OG0002251	XM_001585575.1.p1	XM_003709263.1.p1
OG0002253	XM_001597417.1.p1	XM_003712309.1.p1
OG0002254	XM_001597420.1.p1	XM_003718087.1.p1, XM_003711336.1.p1
OG0002255	XM_001585763.1.p1	XM_003714710.1.p1
OG0002256	XM_001585778.1.p1	XM_003714711.1.p1
OG0002257	XM_001586339.1.p1	XM_016990475.1.p1
OG0002258	XM_001586374.1.p1	XM_003717138.1.p1
OG0002260	XM_001596461.1.p1	XM_003720587.1.p1
OG0002261	XM_001584927.1.p1	XM_003720306.1.p1
OG0002263	XM_001585906.1.p1	XM_003711969.1.p1
OG0002264	XM_001587185.1.p1	XM_003718923.1.p1
OG0002265	XM_001589776.1.p1	XM_003716999.1.p1
OG0002266	XM_001589778.1.p1	XM_003718563.1.p1
OG0002267	XM_001596741.1.p1	XM_003711897.1.p1, XM_003711898.1.p1
OG0002268	XM_001596717.1.p1	XM_003713346.1.p1
OG0002269	XM_001584712.1.p1	XM_003711275.1.p1
OG0002270	XM_001586913.1.p1, XM_001594238.1.p1	XM_003711569.1.p1
OG0002271	XM_001586934.1.p1	XM_003717998.1.p1
OG0002272	XM_001586937.1.p1	XM_003717995.1.p1
OG0002273	XM_001591151.1.p1	XM_003715094.1.p1
OG0002274	XM_001585923.1.p1	XM_003711952.1.p1, XM_003711953.1.p1, XM_003711954.1.p1
OG0002275	XM_001585928.1.p1	XM_003711944.1.p1
OG0002276	XM_001586438.1.p1	XM_003715203.1.p1
OG0002277	XM_001585418.1.p1	XM_003713610.1.p1
OG0002278	XM_001585413.1.p1	XM_003713863.1.p1
OG0002279	XM_001598923.1.p1	XM_003715853.1.p1
OG0002280	XM_001598934.1.p1	XM_003715839.1.p1
OG0002281	XM_001586753.1.p1	XM_003716588.1.p1
OG0002282	XM_001586758.1.p1	XM_003718090.1.p1
OG0002283	XM_001586785.1.p1	XM_003712129.1.p1
OG0002285	XM_001586777.1.p1	XM_003716594.1.p2
OG0002286	XM_001597488.1.p1	XM_003715098.1.p1
OG0002287	XM_001585249.1.p1	XM_003719645.1.p1
OG0002288	XM_001585241.1.p1, XM_001597582.1.p1	XM_003714204.1.p1
OG0002289	XM_001585235.1.p1	XM_003719653.1.p1
OG0002290	XM_001589112.1.p1	XM_003716441.1.p1
OG0002291	XM_001589087.1.p1	XM_003715284.1.p1
OG0002292	XM_001589086.1.p1	XM_003715285.1.p1
OG0002293	XM_001589080.1.p1	XM_003715274.1.p1
OG0002294	XM_001589079.1.p1	XM_003715275.1.p1
OG0002295	XM_001590259.1.p1	XM_003719163.1.p1, XM_003712517.1.p1
OG0002297	XM_001593699.1.p1	XM_003720682.1.p1
OG0002298	XM_001593700.1.p1	XM_003720681.1.p3
OG0002299	XM_001593506.1.p1	XM_003716822.1.p1
OG0002300	XM_001593500.1.p1	XM_003715694.1.p1
OG0002301	XM_001588745.1.p1	XM_003711816.1.p1
OG0002302	XM_001588714.1.p1	XM_003708976.1.p1, XM_003719572.1.p2
OG0002303	XM_001586872.1.p1	XM_003716332.1.p1
OG0002304	XM_001586877.1.p1	XM_003716506.1.p1
OG0002305	XM_001591440.1.p1	XM_003717073.1.p1
OG0002306	XM_001587254.1.p1	XM_003717493.1.p1, XM_003718749.1.p1
OG0002307	XM_001587250.1.p1	XM_003714038.1.p1
OG0002308	XM_001593342.1.p1	XM_003713518.1.p1
OG0002309	XM_001593343.1.p1	XM_003713521.1.p1
OG0002310	XM_001593345.1.p1	XM_003713519.1.p1
OG0002311	XM_001590381.1.p1	XM_003712192.1.p1
OG0002312	XM_001590382.1.p1	XM_003718274.1.p1
OG0002313	XM_001590386.1.p1	XM_003715473.1.p1
OG0002314	XM_001590387.1.p1	XM_003710039.1.p1
OG0002315	XM_001590391.1.p1	XM_003719079.1.p1, XM_003712208.1.p1
OG0002316	XM_001585587.1.p1	XM_003714754.1.p1
OG0002317	XM_001585598.1.p1	XM_003716711.1.p1
OG0002318	XM_001592813.1.p1	XM_003709748.1.p1
OG0002319	XM_001592828.1.p1	XM_003716158.1.p1
OG0002320	XM_001596838.1.p1	XM_003717206.1.p1
OG0002321	XM_001596850.1.p1	XM_003718976.1.p1
OG0002322	XM_001596852.1.p1	XM_003718971.1.p1
OG0002323	XM_001596857.1.p1	XM_003718883.1.p1
OG0002324	XM_001596863.1.p1	XM_003712528.1.p1
OG0002325	XM_001594523.1.p1	XM_003719221.1.p1
OG0002326	XM_001594499.1.p1	XM_003714019.1.p1
OG0002327	XM_001586963.1.p1	XM_003709456.1.p1
OG0002329	XM_001594176.1.p1	XM_003715396.1.p2
OG0002330	XM_001593765.1.p1	XM_003720908.1.p1
OG0002331	XM_001593760.1.p1	XM_003714779.1.p1
OG0002332	XM_001593750.1.p1	XM_003717721.1.p1
OG0002333	XM_001593751.1.p1	XM_003717720.1.p1
OG0002334	XM_001593754.1.p1	XM_003709561.1.p1
OG0002335	XM_001593758.1.p1	XM_003715449.1.p1
OG0002336	XM_001593739.1.p1	XM_003715391.1.p1
OG0002337	XM_001593203.1.p1	XM_003714187.1.p1
OG0002338	XM_001593216.1.p1	XM_003716244.1.p1
OG0002339	XM_001593221.1.p1	XM_003714068.1.p1
OG0002340	XM_001589822.1.p1	XM_003717840.1.p1
OG0002341	XM_001589811.1.p1	XM_003716804.1.p1
OG0002342	XM_001595341.1.p1	XM_003712697.1.p1
OG0002343	XM_001587160.1.p1	XM_003717063.1.p1
OG0002344	XM_001591408.1.p1	XM_003718690.1.p1
OG0002345	XM_001591400.1.p1	XM_003710901.1.p1
OG0002346	XM_001597070.1.p1	XM_003711992.1.p1
OG0002348	XM_001594427.1.p1	XM_003708663.1.p1
OG0002349	XM_001594433.1.p1	XM_003712618.1.p1
OG0002350	XM_001594435.1.p1	XM_016990537.1.p1
OG0002351	XM_001594464.1.p1	XM_003716178.1.p1
OG0002352	XM_001592625.1.p1	XM_003710454.1.p1
OG0002353	XM_001592963.1.p1	XM_003716750.1.p1
OG0002354	XM_001592960.1.p1	XM_003716125.1.p1
OG0002355	XM_001592956.1.p1	XM_003713594.1.p1
OG0002356	XM_001592934.1.p1	XM_003716188.1.p1
OG0002357	XM_001597052.1.p1	XM_003718527.1.p1
OG0002358	XM_001597045.1.p1	XM_003718907.1.p1
OG0002359	XM_001597030.1.p1	XM_003709888.1.p1
OG0002360	XM_001596917.1.p1	XM_003713481.1.p1
OG0002361	XM_001593479.1.p1, XM_001590149.1.p1	XM_003713799.1.p1
OG0002362	XM_001590219.1.p1	XM_003711294.1.p1, XM_003711295.1.p1
OG0002364	XM_001590273.1.p1	XM_003711019.1.p1
OG0002365	XM_001584763.1.p1	XM_003708902.1.p1
OG0002366	XM_001584752.1.p1	XM_003713532.1.p1
OG0002367	XM_001584751.1.p1	XM_003713531.1.p1
OG0002368	XM_001584778.1.p1	XM_003710946.1.p1
OG0002369	XM_001588457.1.p1	XM_003721010.1.p1
OG0002370	XM_001588449.1.p1	XM_003709707.1.p1
OG0002371	XM_001586317.1.p1	XM_003710435.1.p1
OG0002372	XM_001592407.1.p1	XM_003710603.1.p1
OG0002373	XM_001588828.1.p1	XM_003718133.1.p1
OG0002374	XM_001588822.1.p1	XM_003715144.1.p1
OG0002375	XM_001591110.1.p1	XM_003716758.1.p1
OG0002377	XM_001589035.1.p1	XM_003711990.1.p1
OG0002378	XM_001589062.1.p1	XM_003715250.1.p1
OG0002379	XM_001585103.1.p1	XM_003712571.1.p1
OG0002380	XM_001585071.1.p1	XM_003714923.1.p1, XM_003714924.1.p1
OG0002381	XM_001592062.1.p1	XM_003711489.1.p1
OG0002382	XM_001597911.1.p1	XM_003712292.1.p1
OG0002383	XM_001597923.1.p1	XM_003717031.1.p1, XM_003717032.1.p1
OG0002384	XM_001597927.1.p1	XM_003717033.1.p1
OG0002386	XM_001594909.1.p1	XM_003710415.1.p1
OG0002387	XM_001594937.1.p1	XM_003710597.1.p1
OG0002388	XM_001594962.1.p1	XM_003708668.1.p1
OG0002389	XM_001591527.1.p1	XM_003710341.1.p1
OG0002390	XM_001591496.1.p1	XM_003717283.1.p1
OG0002391	XM_001591504.1.p1	XM_003717200.1.p1
OG0002392	XM_001591521.1.p1	XM_003717137.1.p1
OG0002393	XM_001588553.1.p1	XM_003716981.1.p1
OG0002394	XM_001587563.1.p1	XM_003712478.1.p1
OG0002395	XM_001587531.1.p1	XM_003715200.1.p1
OG0002396	XM_001584681.1.p1	XM_003717763.1.p1
OG0002397	XM_001584674.1.p1	XM_003716693.1.p1
OG0002400	XM_001590499.1.p1	XM_003715235.1.p1
OG0002401	XM_001590457.1.p1	XM_003715251.1.p1
OG0002402	XM_001592716.1.p1	XM_003718311.1.p1
OG0002403	XM_001592685.1.p1	XM_003711920.1.p1
OG0002404	XM_001592660.1.p1	XM_003715164.1.p1
OG0002405	XM_001597320.1.p1	XM_003718884.1.p1
OG0002406	XM_001597307.1.p1	XM_003712630.1.p1
OG0002407	XM_001597306.1.p1	XM_003709525.1.p1
OG0002408	XM_001593670.1.p1	XM_003721186.1.p1
OG0002409	XM_001593638.1.p1	XM_003718805.1.p1
OG0002410	XM_001589978.1.p1	XM_003713785.1.p1
OG0002411	XM_001590071.1.p1	XM_003715019.1.p1, XM_003709498.1.p1
OG0002412	XM_001587684.1.p1	XM_003716311.1.p1
OG0002413	XM_001587690.1.p1	XM_003716308.1.p1
OG0002414	XM_001587691.1.p1	XM_003716303.1.p1
OG0002415	XM_001587707.1.p1	XM_003719988.1.p1
OG0002416	XM_001587712.1.p1	XM_003716290.1.p1
OG0002417	XM_001587718.1.p1	XM_003716295.1.p1
OG0002419	XM_001590208.1.p1, XM_001592019.1.p1	XM_003710323.1.p1
OG0002420	XM_001590140.1.p1	XM_003718661.1.p1
OG0002421	XM_001590127.1.p1	XM_003711174.1.p1
OG0002422	XM_001590117.1.p1	XM_003709590.1.p1
OG0002423	XM_001590101.1.p1	XM_003709595.1.p1
OG0002424	XM_001590100.1.p1	XM_003711551.1.p1
OG0002425	XM_001589982.1.p1	XM_003711491.1.p1
OG0002426	XM_001590169.1.p1	XM_003719727.1.p1, XM_003717307.1.p2
OG0002428	XM_001588031.1.p1	XM_003714005.1.p1
OG0002429	XM_001588043.1.p1	XM_003710935.1.p1
OG0002430	XM_001588056.1.p1	XM_003717957.1.p1
OG0002431	XM_001588064.1.p1	XM_003718169.1.p1
OG0002432	XM_001588090.1.p1	XM_003710926.1.p1
OG0002433	XM_001588089.1.p1	XM_003710925.1.p1
OG0002434	XM_001588092.1.p1	XM_003710934.1.p1
OG0002435	XM_001594282.1.p1	XM_003710943.1.p1
OG0002436	XM_001594374.1.p1	XM_003718847.1.p1, XM_003710826.1.p1
OG0002437	XM_001594379.1.p1	XM_003714569.1.p1
OG0002438	XM_001586803.1.p1	XM_003718020.1.p1
OG0002439	XM_001586844.1.p1	XM_003716569.1.p1
OG0002440	XM_001586854.1.p1	XM_003719993.1.p1
OG0002441	XM_001585322.1.p1	XM_003709557.1.p1
OG0002442	XM_001585280.1.p1	XM_003712840.1.p1
OG0002443	XM_001585278.1.p1	XM_003712842.1.p1
OG0002445	XM_001585275.1.p1	XM_003713844.1.p1
OG0002446	XM_001585121.1.p1	XM_003714461.1.p1
OG0002447	XM_001585168.1.p1	XM_003714637.1.p1
OG0002448	XM_001598786.1.p1	XM_003716749.1.p1
OG0002449	XM_001598761.1.p1	XM_003710768.1.p1
OG0002450	XM_001588694.1.p1	XM_003715521.1.p1
OG0002451	XM_001591624.1.p1	XM_003718045.1.p1
OG0002452	XM_001591626.1.p1	XM_003710524.1.p1
OG0002453	XM_001591629.1.p1	XM_003710527.1.p1
OG0002454	XM_001591632.1.p1	XM_003713748.1.p1
OG0002455	XM_001591633.1.p1	XM_003713747.1.p1
OG0002456	XM_001597107.1.p1	XM_003715279.1.p1
OG0002457	XM_001597105.1.p1	XM_003715280.1.p1, XM_003715281.1.p1
OG0002458	XM_001597104.1.p1	XM_003715282.1.p1
OG0002459	XM_001597089.1.p1	XM_003715297.1.p1
OG0002460	XM_001597087.1.p1	XM_003712005.1.p1
OG0002461	XM_001597632.1.p1	XM_003711872.1.p1
OG0002462	XM_001597626.1.p1	XM_003711848.1.p1
OG0002463	XM_001593937.1.p1	XM_003721035.1.p1
OG0002464	XM_001593943.1.p1, XM_001588637.1.p1	XM_003720953.1.p1
OG0002466	XM_001593814.1.p1, XM_001587498.1.p1	XM_003709019.1.p1
OG0002468	XM_001593573.1.p1	XM_003721065.1.p1
OG0002469	XM_001591597.1.p1	XM_003716069.1.p1
OG0002470	XM_001593610.1.p1	XM_003715025.1.p1
OG0002471	XM_001594024.1.p1	XM_003716814.1.p1
OG0002472	XM_001590011.1.p1	XM_003711384.1.p1
OG0002473	XM_001590009.1.p1	XM_003711389.1.p1
OG0002474	XM_001590008.1.p1	XM_003711390.1.p1
OG0002475	XM_001595210.1.p1	XM_003712786.1.p1
OG0002476	XM_001595194.1.p1	XM_003717121.1.p1
OG0002477	XM_001595158.1.p1	XM_003721282.1.p1
OG0002478	XM_001592753.1.p1	XM_003718760.1.p1
OG0002479	XM_001593014.1.p1	XM_003716490.1.p1
OG0002480	XM_001593013.1.p1	XM_003717090.1.p1
OG0002481	XM_001593009.1.p1	XM_003717088.1.p1
OG0002482	XM_001593007.1.p1	XM_003711330.1.p1
OG0002483	XM_001592999.1.p1	XM_003712201.1.p1
OG0002484	XM_001588998.1.p1	XM_003718532.1.p1
OG0002485	XM_001588997.1.p1	XM_003712448.1.p1
OG0002486	XM_001588995.1.p1	XM_003717147.1.p1
OG0002487	XM_001588990.1.p1	XM_003712682.1.p1
OG0002488	XM_001588986.1.p1	XM_003709564.1.p1
OG0002489	XM_001588979.1.p1	XM_003712670.1.p1
OG0002490	XM_001588980.1.p1	XM_003712669.1.p1
OG0002491	XM_001597841.1.p1	XM_003716778.1.p1
OG0002492	XM_001597846.1.p1	XM_003714167.1.p1
OG0002493	XM_001597853.1.p1	XM_003717812.1.p1
OG0002494	XM_001597856.1.p1	XM_003716769.1.p1
OG0002495	XM_001597857.1.p1	XM_003716768.1.p1
OG0002496	XM_001590717.1.p1	XM_003711927.1.p1
OG0002497	XM_001590705.1.p1	XM_003711880.1.p1
OG0002498	XM_001590696.1.p1	XM_003714365.1.p1
OG0002499	XM_001590598.1.p1	XM_003719638.1.p1
OG0002500	XM_001590591.1.p1	XM_003719644.1.p1
OG0002502	XM_001590579.1.p1	XM_003719239.1.p1
OG0002503	XM_001590757.1.p1	XM_003711982.1.p1
OG0002504	XM_001587281.1.p1	XM_003716205.1.p1
OG0002505	XM_001587294.1.p1	XM_003721189.1.p1
OG0002506	XM_001587301.1.p1	XM_003721335.1.p1
OG0002507	XM_001587303.1.p1	XM_003709188.1.p1
OG0002508	XM_001592783.1.p1	XM_003717104.1.p1
OG0002509	XM_001587330.1.p1	XM_003717842.1.p2
OG0002510	XM_001587340.1.p1	XM_003713050.1.p1, XM_003719811.1.p1, XM_003709028.1.p1
OG0002511	XM_001587351.1.p1	XM_003719166.1.p1
OG0002512	XM_001587367.1.p1	XM_003717704.1.p1
OG0002513	XM_001584595.1.p1	XM_003710461.1.p1
OG0002514	XM_001584617.1.p1	XM_003717867.1.p1
OG0002515	XM_001584616.1.p1	XM_003717866.1.p1
OG0002516	XM_001584584.1.p1	XM_003717902.1.p1
OG0002517	XM_001584569.1.p1	XM_003717185.1.p2
OG0002518	XM_001584566.1.p1	XM_003717188.1.p1
OG0002519	XM_001595449.1.p1	XM_003719769.1.p1
OG0002520	XM_001595445.1.p1	XM_003718250.1.p1
OG0002521	XM_001595425.1.p1	XM_003716839.1.p1
OG0002522	XM_001595422.1.p1	XM_003717702.1.p1
OG0002523	XM_001591537.1.p1	XM_003710354.1.p1
OG0002524	XM_001593361.1.p1	XM_003712157.1.p1
OG0002525	XM_001593376.1.p1	XM_003715500.1.p1
OG0002527	XM_001587797.1.p1	XM_003716560.1.p1
OG0002528	XM_001587838.1.p1	XM_003716361.1.p1
OG0002529	XM_001587839.1.p1	XM_003716360.1.p1
OG0002530	XM_001587843.1.p1	XM_003712125.1.p1
OG0002531	XM_001598753.1.p1	XM_003710908.1.p1, XM_003713102.1.p1, XM_003710337.1.p1
OG0002532	XM_001598741.1.p1	XM_003711796.1.p1
OG0002533	XM_001584813.1.p1, XM_001598738.1.p1	XM_003718725.1.p1
OG0002534	XM_001598728.1.p1	XM_003711813.1.p1
OG0002535	XM_001597132.1.p1	XM_003718746.1.p1
OG0002536	XM_001597127.1.p1	XM_003717345.1.p1
OG0002537	XM_001589164.1.p1	XM_003718975.1.p1
OG0002538	XM_001587394.1.p1	XM_003713889.1.p1
OG0002540	XM_001587411.1.p1	XM_003720771.1.p1, XM_003720770.1.p1
OG0002541	XM_001587414.1.p1	XM_016990553.1.p1
OG0002542	XM_001587422.1.p1	XM_003721291.1.p1, XM_016990578.1.p1
OG0002544	XM_001588613.1.p1	XM_003716036.1.p1
OG0002545	XM_001598830.1.p1	XM_003710790.1.p1
OG0002546	XM_001584824.1.p1	XM_003712564.1.p1
OG0002547	XM_001584823.1.p1	XM_003720721.1.p1
OG0002548	XM_001584840.1.p1	XM_003720646.1.p1
OG0002549	XM_001589412.1.p1	XM_003712949.1.p1
OG0002550	XM_001584871.1.p1	XM_003716170.1.p1
OG0002551	XM_001589973.1.p1	XM_003710130.1.p1
OG0002552	XM_001589968.1.p1	XM_003719722.1.p1
OG0002553	XM_001589964.1.p1	XM_003717126.1.p1
OG0002554	XM_001589945.1.p1	XM_003719738.1.p1
OG0002555	XM_001589938.1.p1	XM_003719826.1.p1
OG0002556	XM_001589918.1.p1	XM_003719820.1.p1
OG0002557	XM_001589927.1.p1	XM_003719840.1.p1
OG0002558	XM_001589928.1.p1	XM_003712439.1.p1
OG0002559	XM_001595315.1.p1	XM_003720571.1.p1
OG0002560	XM_001595329.1.p1	XM_003721337.1.p1
OG0002561	XM_001595332.1.p1	XM_003721338.1.p2
OG0002562	XM_001595338.1.p1	XM_003720533.1.p1
OG0002563	XM_001586194.1.p1	XM_003712885.1.p1
OG0002565	XM_001586292.1.p1	XM_003719193.1.p1
OG0002566	XM_001586295.1.p1	XM_003710885.1.p1
OG0002567	XM_001586297.1.p1	XM_003710883.1.p1
OG0002569	XM_001586271.1.p1	XM_003710834.1.p1
OG0002570	XM_001586270.1.p1	XM_003713669.1.p1
OG0002571	XM_001586262.1.p1	XM_003714525.1.p1
OG0002572	XM_001586248.1.p1	XM_003712918.1.p1
OG0002573	XM_001591278.1.p1	XM_003716304.1.p1
OG0002574	XM_001591252.1.p1	XM_003719435.1.p1
OG0002575	XM_001591244.1.p1	XM_003719986.1.p1
OG0002577	XM_001591217.1.p1	XM_003718505.1.p1
OG0002578	XM_001591187.1.p1	XM_003712854.1.p1, XM_003716869.1.p1, XM_003710891.1.p1
OG0002579	XM_001591190.1.p1	XM_003708770.1.p1, XM_003719783.1.p1, XM_003719784.1.p1
OG0002580	XM_001591195.1.p1	XM_003710477.1.p1
OG0002581	XM_001591198.1.p1	XM_003716366.1.p1
OG0002582	XM_001591186.1.p1	XM_003714263.1.p1, XM_003714264.1.p1
OG0002583	XM_001597164.1.p1	XM_003713662.1.p1
OG0002584	XM_001597172.1.p1	XM_003713668.1.p1
OG0002585	XM_001597191.1.p1	XM_003718699.1.p1
OG0002586	XM_001592156.1.p1	XM_003712315.1.p1
OG0002587	XM_001592145.1.p1	XM_003712321.1.p1
OG0002588	XM_001597447.1.p1	XM_003713398.1.p1
OG0002589	XM_001597461.1.p1	XM_003713386.1.p1
OG0002590	XM_001597463.1.p1	XM_003713372.1.p1
OG0002591	XM_001597465.1.p1	XM_003718678.1.p1
OG0002592	XM_001585205.1.p1	XM_003713032.1.p1, XM_003720123.1.p1
OG0002593	XM_001590796.1.p1	XM_003719122.1.p1
OG0002594	XM_001590791.1.p1	XM_003715229.1.p1
OG0002595	XM_001590694.1.p1	XM_003714652.1.p1
OG0002596	XM_001590856.1.p1	XM_003719347.1.p1
OG0002597	XM_001590853.1.p1	XM_003721441.1.p1
OG0002598	XM_001590840.1.p1	XM_003719304.1.p1
OG0002599	XM_001595052.1.p1	XM_003717266.1.p1
OG0002600	XM_001595046.1.p1	XM_003716165.1.p1
OG0002601	XM_001595040.1.p1	XM_003720564.1.p1
OG0002602	XM_001594984.1.p1	XM_003712769.1.p1
OG0002603	XM_001594990.1.p1	XM_003715059.1.p1
OG0002604	XM_001594981.1.p1	XM_003715056.1.p1
OG0002605	XM_001589358.1.p1	XM_003711328.1.p1
OG0002606	XM_001589339.1.p1	XM_003709941.1.p1
