Orthogroup	Sclerotinia_sclerotiorum	Fusarium_graminearum
OG0002269	XM_001584712.1.p1	XM_011329740.1.p1
OG0002270	XM_001586913.1.p1, XM_001594238.1.p1	XM_011325007.1.p1
OG0002271	XM_001586934.1.p1	XM_011326649.1.p1
OG0002272	XM_001586937.1.p1	XM_011326650.1.p1
OG0002273	XM_001591151.1.p1	XM_011328139.1.p1
OG0002274	XM_001585923.1.p1	XM_011329550.1.p1
OG0002275	XM_001585928.1.p1	XM_011326754.1.p1
OG0002276	XM_001586438.1.p1	XM_011327937.1.p1, XM_011324297.1.p1, XM_011324562.1.p1
OG0002277	XM_001585418.1.p1	XM_011325621.1.p1
OG0002278	XM_001585413.1.p1	XM_011325829.1.p1
OG0002279	XM_001598923.1.p1	XM_011322812.1.p1
OG0002280	XM_001598934.1.p1	XM_011322808.1.p1
OG0002281	XM_001586753.1.p1	XM_011326707.1.p1
OG0002282	XM_001586758.1.p1	XM_011328434.1.p1
OG0002283	XM_001586785.1.p1	XM_011326744.1.p1
OG0002285	XM_001586777.1.p1	XM_011326394.1.p1
OG0002286	XM_001597488.1.p1	XM_011328830.1.p1
OG0002287	XM_001585249.1.p1	XM_011320100.1.p1
OG0002288	XM_001585241.1.p1, XM_001597582.1.p1	XM_011320307.1.p1
OG0002289	XM_001585235.1.p1	XM_011320094.1.p1
OG0002290	XM_001589112.1.p1	XM_011318192.1.p1, XM_011318193.1.p1, XM_011323264.1.p1
OG0002291	XM_001589087.1.p1	XM_011326499.1.p1
OG0002292	XM_001589086.1.p1	XM_011326500.1.p1
OG0002293	XM_001589080.1.p1	XM_011326489.1.p1
OG0002294	XM_001589079.1.p1	XM_011326490.1.p1
OG0002295	XM_001590259.1.p1	XM_011323107.1.p1
OG0002297	XM_001593699.1.p1	XM_011321478.1.p1
OG0002298	XM_001593700.1.p1	XM_011321479.1.p1
OG0002299	XM_001593506.1.p1	XM_011320687.1.p1
OG0002300	XM_001593500.1.p1	XM_011320480.1.p1
OG0002301	XM_001588745.1.p1	XM_011320868.1.p1
OG0002302	XM_001588714.1.p1	XM_011322506.1.p1, XM_011317283.1.p1
OG0002303	XM_001586872.1.p1	XM_011329482.1.p1
OG0002304	XM_001586877.1.p1	XM_011326399.1.p1
OG0002305	XM_001591440.1.p1	XM_011328702.1.p1
OG0002306	XM_001587254.1.p1	XM_011323816.1.p1, XM_011320001.1.p1
OG0002307	XM_001587250.1.p1	XM_011318101.1.p1
OG0002308	XM_001593342.1.p1	XM_011318119.1.p1
OG0002309	XM_001593343.1.p1	XM_011318097.1.p1
OG0002310	XM_001593345.1.p1	XM_011322775.1.p1, XM_011318118.1.p1
OG0002311	XM_001590381.1.p1	XM_011320757.1.p1
OG0002312	XM_001590382.1.p1	XM_011320811.1.p1
OG0002313	XM_001590386.1.p1	XM_011320571.1.p1
OG0002314	XM_001590387.1.p1	XM_011320710.1.p1
OG0002315	XM_001590391.1.p1	XM_011327247.1.p1
OG0002316	XM_001585587.1.p1	XM_011327386.1.p1
OG0002317	XM_001585598.1.p1	XM_011327388.1.p1
OG0002318	XM_001592813.1.p1	XM_011329078.1.p1
OG0002319	XM_001592828.1.p1	XM_011317622.1.p1
OG0002320	XM_001596838.1.p1	XM_011324833.1.p1, XM_011325605.1.p1, XM_011324751.1.p1
OG0002321	XM_001596850.1.p1	XM_011323356.1.p1
OG0002322	XM_001596852.1.p1	XM_011323319.1.p1
OG0002323	XM_001596857.1.p1	XM_011324404.1.p1, XM_011318606.1.p1
OG0002324	XM_001596863.1.p1	XM_011323364.1.p2
OG0002325	XM_001594523.1.p1	XM_011325972.1.p1
OG0002326	XM_001594499.1.p1	XM_011318094.1.p1
OG0002327	XM_001586963.1.p1	XM_011330080.1.p1
OG0002328	XM_001588596.1.p1, XM_001590899.1.p1, XM_001588598.1.p1, XM_001584975.1.p1	XM_011329329.1.p1
OG0002329	XM_001594176.1.p1	XM_011318284.1.p1
OG0002330	XM_001593765.1.p1	XM_011321718.1.p1
OG0002331	XM_001593760.1.p1	XM_011320514.1.p1
OG0002332	XM_001593750.1.p1	XM_011320905.1.p1
OG0002333	XM_001593751.1.p1	XM_011320906.1.p1
OG0002334	XM_001593754.1.p1	XM_011320907.1.p1
OG0002335	XM_001593758.1.p1	XM_011320563.1.p1
OG0002336	XM_001593739.1.p1	XM_011320503.1.p1
OG0002337	XM_001593203.1.p1	XM_011318291.1.p1
OG0002338	XM_001593216.1.p1	XM_011318338.1.p1
OG0002339	XM_001593221.1.p1	XM_011318315.1.p1
OG0002340	XM_001589822.1.p1	XM_011322956.1.p1
OG0002341	XM_001589811.1.p1	XM_011323014.1.p1
OG0002342	XM_001595341.1.p1	XM_011323229.1.p1
OG0002343	XM_001587160.1.p1	XM_011320636.1.p1, XM_011328701.1.p1
OG0002344	XM_001591408.1.p1	XM_011318796.1.p1
OG0002345	XM_001591400.1.p1	XM_011318588.1.p1
OG0002346	XM_001597070.1.p1	XM_011330476.1.p1
OG0002348	XM_001594427.1.p1	XM_011326054.1.p1
OG0002349	XM_001594433.1.p1	XM_011318833.1.p1
OG0002350	XM_001594435.1.p1	XM_011329070.1.p1, XM_011319905.1.p1
OG0002351	XM_001594464.1.p1	XM_011321927.1.p1
OG0002352	XM_001592625.1.p1	XM_011318823.1.p1
OG0002353	XM_001592963.1.p1	XM_011323005.1.p1
OG0002354	XM_001592960.1.p1	XM_011325070.1.p1, XM_011318365.1.p1
OG0002355	XM_001592956.1.p1	XM_011318349.1.p1
OG0002356	XM_001592934.1.p1	XM_011319026.1.p1
OG0002357	XM_001597052.1.p1	XM_011328220.1.p1
OG0002358	XM_001597045.1.p1	XM_011328246.1.p1
OG0002359	XM_001597030.1.p1	XM_011317871.1.p1
OG0002360	XM_001596917.1.p1	XM_011318457.1.p1
OG0002361	XM_001593479.1.p1, XM_001590149.1.p1	XM_011320130.1.p1
OG0002362	XM_001590219.1.p1	XM_011328162.1.p1
OG0002364	XM_001590273.1.p1	XM_011328779.1.p1
OG0002365	XM_001584763.1.p1	XM_011326032.1.p1
OG0002366	XM_001584752.1.p1	XM_011317725.1.p1
OG0002367	XM_001584751.1.p1	XM_011317724.1.p1
OG0002368	XM_001584778.1.p1	XM_011328179.1.p2
OG0002369	XM_001588457.1.p1	XM_011321686.1.p1
OG0002370	XM_001588449.1.p1	XM_011325375.1.p1
OG0002371	XM_001586317.1.p1	XM_011322388.1.p1
OG0002372	XM_001592407.1.p1	XM_011330067.1.p1
OG0002373	XM_001588828.1.p1	XM_011320501.1.p1
OG0002374	XM_001588822.1.p1	XM_011320775.1.p1
OG0002375	XM_001591110.1.p1	XM_011323002.1.p1
OG0002377	XM_001589035.1.p1	XM_011325187.1.p1
OG0002378	XM_001589062.1.p1	XM_011325248.1.p1
OG0002379	XM_001585103.1.p1	XM_011325940.1.p1
OG0002380	XM_001585071.1.p1	XM_011325449.1.p1
OG0002381	XM_001592062.1.p1	XM_011327899.1.p1
OG0002382	XM_001597911.1.p1	XM_011330531.1.p1
OG0002383	XM_001597923.1.p1	XM_011328737.1.p1
OG0002384	XM_001597927.1.p1	XM_011328736.1.p1
OG0002386	XM_001594909.1.p1	XM_011322391.1.p1
OG0002387	XM_001594937.1.p1	XM_011323978.1.p1, XM_011323373.1.p1
OG0002388	XM_001594962.1.p1	XM_011326064.1.p1
OG0002389	XM_001591527.1.p1	XM_011319664.1.p1
OG0002390	XM_001591496.1.p1	XM_011325612.1.p1
OG0002391	XM_001591504.1.p1	XM_011326382.1.p1, XM_011325599.1.p1
OG0002392	XM_001591521.1.p1	XM_011328750.1.p1
OG0002393	XM_001588553.1.p1	XM_011322958.1.p1
OG0002394	XM_001587563.1.p1	XM_011323240.1.p1
OG0002395	XM_001587531.1.p1	XM_011328536.1.p1
OG0002396	XM_001584681.1.p1	XM_011319062.1.p1
OG0002397	XM_001584674.1.p1	XM_011325385.1.p1
OG0002400	XM_001590499.1.p1	XM_011323052.1.p1
OG0002401	XM_001590457.1.p1	XM_011329717.1.p1
OG0002402	XM_001592716.1.p1	XM_011318127.1.p1
OG0002403	XM_001592685.1.p1	XM_011329570.1.p1
OG0002404	XM_001592660.1.p1	XM_011328152.1.p1
OG0002405	XM_001597320.1.p1	XM_011318655.1.p1
OG0002406	XM_001597307.1.p1	XM_011323312.1.p1
OG0002407	XM_001597306.1.p1	XM_011320444.1.p1
OG0002408	XM_001593670.1.p1	XM_011321894.1.p1
OG0002409	XM_001593638.1.p1	XM_011320594.1.p1, XM_011320593.1.p1
OG0002410	XM_001589978.1.p1	XM_011328655.1.p1
OG0002411	XM_001590071.1.p1	XM_011323049.1.p1, XM_011320280.1.p1
OG0002412	XM_001587684.1.p1	XM_011326732.1.p1
OG0002413	XM_001587690.1.p1	XM_011326734.1.p1
OG0002414	XM_001587691.1.p1	XM_011329532.1.p1
OG0002415	XM_001587707.1.p1	XM_011326667.1.p1
OG0002416	XM_001587712.1.p1	XM_011329543.1.p1
OG0002417	XM_001587718.1.p1	XM_011329536.1.p1
OG0002419	XM_001590208.1.p1, XM_001592019.1.p1	XM_011323719.1.p1
OG0002420	XM_001590140.1.p1	XM_011325784.1.p1
OG0002421	XM_001590127.1.p1	XM_011323581.1.p1, XM_011319153.1.p1, XM_011325396.1.p1
OG0002422	XM_001590117.1.p1	XM_011319447.1.p1
OG0002423	XM_001590101.1.p1	XM_011319450.1.p1
OG0002424	XM_001590100.1.p1	XM_011327900.1.p1
OG0002425	XM_001589982.1.p1	XM_011327877.1.p1
OG0002426	XM_001590169.1.p1	XM_011326578.1.p1, XM_011321585.1.p1
OG0002428	XM_001588031.1.p1	XM_011320268.1.p1
OG0002429	XM_001588043.1.p1	XM_011320459.1.p1
OG0002430	XM_001588056.1.p1	XM_011320934.1.p1
OG0002431	XM_001588064.1.p1	XM_011320781.1.p1
OG0002432	XM_001588090.1.p1	XM_011320465.1.p1
OG0002433	XM_001588089.1.p1	XM_011320466.1.p1
OG0002434	XM_001588092.1.p1	XM_011320460.1.p1
OG0002435	XM_001594282.1.p1	XM_011328362.1.p1
OG0002436	XM_001594374.1.p1	XM_011326923.1.p1, XM_011318633.1.p1
OG0002437	XM_001594379.1.p1	XM_011317900.1.p1
OG0002438	XM_001586803.1.p1	XM_011326367.1.p1
OG0002439	XM_001586844.1.p1	XM_011326405.1.p1
OG0002440	XM_001586854.1.p1	XM_011326385.1.p1
OG0002441	XM_001585322.1.p1	XM_011319432.1.p1
OG0002442	XM_001585280.1.p1	XM_011328017.1.p1
OG0002443	XM_001585278.1.p1	XM_011328019.1.p1
OG0002444	XM_001585271.1.p1	XM_011328697.1.p1
OG0002444	XM_001592100.1.p1	XM_011322587.1.p1
OG0002445	XM_001585275.1.p1	XM_011325659.1.p1
OG0002446	XM_001585121.1.p1	XM_011327410.1.p1, XM_011329767.1.p1
OG0002447	XM_001585168.1.p1	XM_011325485.1.p1
OG0002448	XM_001598786.1.p1	XM_011326638.1.p2
OG0002449	XM_001598761.1.p1	XM_011320470.1.p1
OG0002450	XM_001588694.1.p1	XM_011320718.1.p1
OG0002451	XM_001591624.1.p1	XM_011325666.1.p1
OG0002452	XM_001591626.1.p1	XM_011325668.1.p1
OG0002453	XM_001591629.1.p1	XM_011325672.1.p1
OG0002454	XM_001591632.1.p1	XM_011328056.1.p1
OG0002455	XM_001591633.1.p1	XM_011325241.1.p1, XM_011328055.1.p1
OG0002456	XM_001597107.1.p1	XM_011326493.1.p1
OG0002457	XM_001597105.1.p1	XM_011319546.1.p1, XM_011326496.1.p1
OG0002458	XM_001597104.1.p1	XM_011326497.1.p1
OG0002459	XM_001597089.1.p1	XM_011329836.1.p1
OG0002460	XM_001597087.1.p1	XM_011326513.1.p1
OG0002461	XM_001597632.1.p1	XM_011319504.1.p1
OG0002462	XM_001597626.1.p1	XM_011319511.1.p1
OG0002463	XM_001593937.1.p1	XM_011321871.1.p1
OG0002464	XM_001593943.1.p1, XM_001588637.1.p1	XM_011321758.1.p1
OG0002466	XM_001593814.1.p1, XM_001587498.1.p1	XM_011321791.1.p1
OG0002468	XM_001593573.1.p1	XM_011321636.1.p1
OG0002469	XM_001591597.1.p1	XM_011327804.1.p1
OG0002470	XM_001593610.1.p1	XM_011320274.1.p1
OG0002471	XM_001594024.1.p1	XM_011320894.1.p1
OG0002472	XM_001590011.1.p1	XM_011328631.1.p2
OG0002473	XM_001590009.1.p1	XM_011328618.1.p1
OG0002474	XM_001590008.1.p1	XM_011328617.1.p1
OG0002475	XM_001595210.1.p1	XM_011323212.1.p1
OG0002476	XM_001595194.1.p1	XM_011325648.1.p1
OG0002477	XM_001595158.1.p1	XM_011324706.1.p1
OG0002478	XM_001592753.1.p1	XM_011321218.1.p1
OG0002479	XM_001593014.1.p1	XM_011325847.1.p1, XM_011322526.1.p1, XM_011323411.1.p1
OG0002480	XM_001593013.1.p1	XM_011325836.1.p1
OG0002481	XM_001593009.1.p1	XM_011325758.1.p1
OG0002482	XM_001593007.1.p1	XM_011328901.1.p1
OG0002483	XM_001592999.1.p1	XM_011318235.1.p1
OG0002484	XM_001588998.1.p1	XM_011328337.1.p1
OG0002485	XM_001588997.1.p1	XM_011325702.1.p1
OG0002486	XM_001588995.1.p1	XM_011328694.1.p1
OG0002487	XM_001588990.1.p1	XM_011328091.1.p1
OG0002488	XM_001588986.1.p1	XM_011319437.1.p1
OG0002489	XM_001588979.1.p1	XM_011328080.1.p1
OG0002490	XM_001588980.1.p1	XM_011328079.1.p1
OG0002491	XM_001597841.1.p1	XM_011326592.1.p1
OG0002492	XM_001597846.1.p1	XM_011326589.1.p1
OG0002493	XM_001597853.1.p1	XM_011322986.1.p1
OG0002494	XM_001597856.1.p1	XM_011326608.1.p1
OG0002495	XM_001597857.1.p1	XM_011326602.1.p1
OG0002496	XM_001590717.1.p1	XM_011325509.1.p1
OG0002497	XM_001590705.1.p1	XM_011326545.1.p1
OG0002498	XM_001590696.1.p1	XM_011329799.1.p1
OG0002499	XM_001590598.1.p1	XM_011320108.1.p1
OG0002500	XM_001590591.1.p1	XM_011320101.1.p1
OG0002502	XM_001590579.1.p1	XM_011329741.1.p1
OG0002503	XM_001590757.1.p1	XM_011329618.1.p1
OG0002504	XM_001587281.1.p1	XM_011326773.1.p1
OG0002505	XM_001587294.1.p1	XM_011321937.1.p1
OG0002506	XM_001587301.1.p1	XM_011324730.1.p1
OG0002507	XM_001587303.1.p1	XM_011328935.1.p1
OG0002508	XM_001592783.1.p1	XM_011325631.1.p1
OG0002509	XM_001587330.1.p1	XM_011322014.1.p1
OG0002510	XM_001587340.1.p1	XM_011322012.1.p1
OG0002511	XM_001587351.1.p1	XM_011327717.1.p1, XM_011320399.1.p1
OG0002512	XM_001587367.1.p1	XM_011320353.1.p1
OG0002513	XM_001584595.1.p1	XM_011318870.1.p1
OG0002514	XM_001584617.1.p1	XM_011330204.1.p1
OG0002515	XM_001584616.1.p1	XM_011330203.1.p1
OG0002516	XM_001584584.1.p1	XM_011330207.1.p1
OG0002517	XM_001584569.1.p1	XM_011318814.1.p1
OG0002518	XM_001584566.1.p1	XM_011318817.1.p1
OG0002519	XM_001595449.1.p1	XM_011326418.1.p1
OG0002520	XM_001595445.1.p1	XM_011326192.1.p1
OG0002521	XM_001595425.1.p1	XM_011320358.1.p1
OG0002522	XM_001595422.1.p1	XM_011320351.1.p1
OG0002523	XM_001591537.1.p1	XM_011319703.1.p1
OG0002524	XM_001593361.1.p1	XM_011320495.1.p1
OG0002525	XM_001593376.1.p1	XM_011320665.1.p1
OG0002527	XM_001587797.1.p1	XM_011327140.1.p1
OG0002528	XM_001587838.1.p1	XM_011329480.1.p1
OG0002529	XM_001587839.1.p1	XM_011329479.1.p1
OG0002530	XM_001587843.1.p1	XM_011326747.1.p1
OG0002531	XM_001598753.1.p1	XM_011323770.1.p1
OG0002532	XM_001598741.1.p1	XM_011320938.1.p1
OG0002533	XM_001584813.1.p1, XM_001598738.1.p1	XM_011319122.1.p1
OG0002534	XM_001598728.1.p1	XM_011320846.1.p1
OG0002535	XM_001597132.1.p1	XM_011329720.1.p1
OG0002536	XM_001597127.1.p1	XM_011325453.1.p1
OG0002537	XM_001589164.1.p1	XM_011329283.1.p1, XM_011323351.1.p1
OG0002538	XM_001587394.1.p1	XM_011328039.1.p1
OG0002540	XM_001587411.1.p1	XM_011321437.1.p1
OG0002541	XM_001587414.1.p1	XM_011324731.1.p1
OG0002542	XM_001587422.1.p1	XM_011324712.1.p1
OG0002544	XM_001588613.1.p1	XM_011319048.1.p1
OG0002545	XM_001598830.1.p1	XM_011320297.1.p1
OG0002546	XM_001584824.1.p1	XM_011329228.1.p1, XM_011322527.1.p1, XM_011320182.1.p1
OG0002547	XM_001584823.1.p1	XM_011321465.1.p1
OG0002548	XM_001584840.1.p1	XM_011321643.1.p1
OG0002549	XM_001589412.1.p1	XM_011325977.1.p1
OG0002550	XM_001584871.1.p1	XM_011329971.1.p1
OG0002551	XM_001589973.1.p1	XM_011319619.1.p1
OG0002552	XM_001589968.1.p1	XM_011325399.1.p1
OG0002553	XM_001589964.1.p1	XM_011325655.1.p1
OG0002554	XM_001589945.1.p1	XM_011325431.1.p1
OG0002555	XM_001589938.1.p1	XM_011328787.1.p1
OG0002556	XM_001589918.1.p1	XM_011328380.1.p1
OG0002557	XM_001589927.1.p1	XM_011328768.1.p1
OG0002558	XM_001589928.1.p1	XM_011325845.1.p1
OG0002559	XM_001595315.1.p1	XM_011321565.1.p1
OG0002560	XM_001595329.1.p1	XM_011324728.1.p1, XM_011324727.1.p1
OG0002561	XM_001595332.1.p1	XM_011324726.1.p1
OG0002562	XM_001595338.1.p1	XM_011322129.1.p1
OG0002563	XM_001586194.1.p1	XM_011317943.1.p1
OG0002565	XM_001586292.1.p1	XM_011326016.1.p1
OG0002566	XM_001586295.1.p1	XM_011318743.1.p1
OG0002567	XM_001586297.1.p1	XM_011318710.1.p1
OG0002569	XM_001586271.1.p1	XM_011318626.1.p1
OG0002570	XM_001586270.1.p1	XM_011318580.1.p1
OG0002571	XM_001586262.1.p1	XM_011328528.1.p1
OG0002572	XM_001586248.1.p1	XM_011318539.1.p1
OG0002573	XM_001591278.1.p1	XM_011329531.1.p1
OG0002574	XM_001591252.1.p1	XM_011323830.1.p1, XM_011323637.1.p1, XM_011327313.1.p1
OG0002575	XM_001591244.1.p1	XM_011326665.1.p1
OG0002577	XM_001591217.1.p1	XM_011318004.1.p1
OG0002578	XM_001591187.1.p1	XM_011330406.1.p1
OG0002579	XM_001591190.1.p1	XM_011326193.1.p1
OG0002580	XM_001591195.1.p1	XM_011318864.1.p1
OG0002581	XM_001591198.1.p1	XM_011318169.1.p1
OG0002582	XM_001591186.1.p1	XM_011319125.1.p1
OG0002583	XM_001597164.1.p1	XM_011317732.1.p1
OG0002584	XM_001597172.1.p1	XM_011318581.1.p1
OG0002585	XM_001597191.1.p1	XM_011318012.1.p1
OG0002586	XM_001592156.1.p1	XM_011326164.1.p1
OG0002587	XM_001592145.1.p1	XM_011326156.1.p1
OG0002588	XM_001597447.1.p1	XM_011317760.1.p1
OG0002589	XM_001597461.1.p1	XM_011325859.1.p1
OG0002590	XM_001597463.1.p1	XM_011318636.1.p1
OG0002591	XM_001597465.1.p1	XM_011317716.1.p1, XM_011317717.1.p1
OG0002592	XM_001585205.1.p1	XM_011323448.1.p1, XM_011329100.1.p1
OG0002593	XM_001590796.1.p1	XM_011325194.1.p1
OG0002594	XM_001590791.1.p1	XM_011323031.1.p1
OG0002595	XM_001590694.1.p1	XM_011324080.1.p1, XM_011325469.1.p1
OG0002596	XM_001590856.1.p1	XM_011325459.1.p1
OG0002597	XM_001590853.1.p1	XM_011323925.1.p1, XM_011323534.1.p1, XM_011323875.1.p1
OG0002598	XM_001590840.1.p1	XM_011325191.1.p1
OG0002599	XM_001595052.1.p1	XM_011323204.1.p1
OG0002600	XM_001595046.1.p1	XM_011327584.1.p1, XM_011321934.1.p1
OG0002601	XM_001595040.1.p1	XM_011321876.1.p1
OG0002602	XM_001594984.1.p1	XM_011320197.1.p1
OG0002603	XM_001594990.1.p1	XM_011325339.1.p1
OG0002604	XM_001594981.1.p1	XM_011326475.1.p1
OG0002605	XM_001589358.1.p1	XM_011326438.1.p1
OG0002606	XM_001589339.1.p1	XM_011318741.1.p1
OG0002607	XM_001589334.1.p1	XM_011317735.1.p1
OG0002608	XM_001589333.1.p1	XM_011328230.1.p1
OG0002609	XM_001589331.1.p1	XM_011328231.1.p2
OG0002610	XM_001589321.1.p1	XM_011318700.1.p1
OG0002611	XM_001589315.1.p1	XM_011328234.1.p1
OG0002612	XM_001589276.1.p1	XM_011329607.1.p1
OG0002613	XM_001591909.1.p1	XM_011325744.1.p1
OG0002614	XM_001591916.1.p1	XM_011327952.1.p1
OG0002615	XM_001591937.1.p1	XM_011325755.1.p1
OG0002616	XM_001591944.1.p1	XM_011328704.1.p1
OG0002617	XM_001586734.1.p1	XM_011326717.1.p1
OG0002618	XM_001586720.1.p1	XM_011326693.1.p1
OG0002619	XM_001598240.1.p1	XM_011330389.1.p1
OG0002620	XM_001586657.1.p1	XM_011328427.1.p1
OG0002621	XM_001586648.1.p1	XM_011328411.1.p1
OG0002622	XM_001586637.1.p1	XM_011326699.1.p1
OG0002624	XM_001595579.1.p1	XM_011320977.1.p1
OG0002625	XM_001595592.1.p1	XM_011320475.1.p1
OG0002626	XM_001595573.1.p1	XM_011323986.1.p1, XM_011323512.1.p1, XM_011328968.1.p1
OG0002627	XM_001593863.1.p1	XM_011325351.1.p1
OG0002628	XM_001593887.1.p1	XM_011317646.1.p1
OG0002629	XM_001593889.1.p1	XM_011318397.1.p1
OG0002630	XM_001593880.1.p1	XM_011317651.1.p1
OG0002631	XM_001593962.1.p1	XM_011320532.1.p1
OG0002632	XM_001593604.1.p1	XM_011326121.1.p1, XM_011320879.1.p1
OG0002633	XM_001593621.1.p1	XM_011322899.1.p1
OG0002634	XM_001593622.1.p1	XM_011322900.1.p1
OG0002635	XM_001593623.1.p1	XM_011325230.1.p1
OG0002636	XM_001595083.1.p1	XM_011317600.1.p1
OG0002637	XM_001595114.1.p1	XM_011328404.1.p1
OG0002638	XM_001595117.1.p1	XM_011328771.1.p1
OG0002639	XM_001595131.1.p1	XM_011324732.1.p1
OG0002641	XM_001585464.1.p1	XM_011320031.1.p1, XM_011321813.1.p2
OG0002643	XM_001585492.1.p1	XM_011327226.1.p1
OG0002644	XM_001585491.1.p1	XM_011327225.1.p1
OG0002645	XM_001585489.1.p1	XM_011327231.1.p1
OG0002646	XM_001585487.1.p1	XM_011318039.1.p1
OG0002647	XM_001585519.1.p1	XM_011325565.1.p1
OG0002648	XM_001585541.1.p1	XM_011318967.1.p1
OG0002650	XM_001585691.1.p1	XM_011317947.1.p1
OG0002651	XM_001585700.1.p1	XM_011318512.1.p1
OG0002652	XM_001585723.1.p1	XM_011318668.1.p1
OG0002653	XM_001588395.1.p1	XM_011324344.1.p1
OG0002654	XM_001598525.1.p1	XM_011325658.1.p1
OG0002655	XM_001596256.1.p1, XM_001598509.1.p1	XM_011322261.1.p1
OG0002656	XM_001598502.1.p1	XM_011324085.1.p1
OG0002657	XM_001598500.1.p1	XM_011325703.1.p1
OG0002658	XM_001598040.1.p1	XM_011319908.1.p1
OG0002658	XM_001591288.1.p1	XM_011322439.1.p1
OG0002659	XM_001598460.1.p1	XM_011328296.1.p1
OG0002660	XM_001598459.1.p1	XM_011328297.1.p2
OG0002661	XM_001598435.1.p1	XM_011328889.1.p1
OG0002662	XM_001598431.1.p1	XM_011320207.1.p1
OG0002663	XM_001598426.1.p1	XM_011328857.1.p1
OG0002664	XM_001596809.1.p1	XM_011328173.1.p1
OG0002665	XM_001596816.1.p1	XM_011328137.1.p1
OG0002666	XM_001596821.1.p1	XM_011328449.1.p1
OG0002667	XM_001596822.1.p1	XM_011328450.1.p1
OG0002668	XM_001589797.1.p1	XM_011319146.1.p1
OG0002669	XM_001596150.1.p1	XM_011320404.1.p1, XM_011320210.1.p1
OG0002670	XM_001596143.1.p1	XM_011323587.1.p1, XM_011330183.1.p1
OG0002671	XM_001596121.1.p1	XM_011327261.1.p1
OG0002672	XM_001596110.1.p1	XM_011326347.1.p1
OG0002673	XM_001596107.1.p1	XM_011318976.1.p1
OG0002674	XM_001596085.1.p1	XM_011319826.1.p1
OG0002675	XM_001598078.1.p1	XM_011328871.1.p1
OG0002676	XM_001598075.1.p1	XM_011328873.1.p1
OG0002677	XM_001598074.1.p1	XM_011328874.1.p1
OG0002678	XM_001598066.1.p1	XM_011328938.1.p1
OG0002679	XM_001598063.1.p1	XM_011328876.1.p1
OG0002680	XM_001598009.1.p1	XM_011321984.1.p1
OG0002681	XM_001598008.1.p1	XM_011321983.1.p1
OG0002682	XM_001597979.1.p1	XM_011325342.1.p1
OG0002683	XM_001597966.1.p1	XM_011323210.1.p1
OG0002684	XM_001597957.1.p1	XM_011320179.1.p1
OG0002685	XM_001585858.1.p1	XM_011319016.1.p1
OG0002686	XM_001585852.1.p1	XM_011317610.1.p1
OG0002687	XM_001585823.1.p1	XM_011329698.1.p1
OG0002688	XM_001585972.1.p1	XM_011330053.1.p1
OG0002689	XM_001585980.1.p1	XM_011318893.1.p1
OG0002690	XM_001586005.1.p1	XM_011318086.1.p1
OG0002691	XM_001598266.1.p1	XM_011324228.1.p1
OG0002692	XM_001592013.1.p1	XM_011324555.1.p1
OG0002693	XM_001592027.1.p1	XM_011319611.1.p1
OG0002695	XM_001591723.1.p1	XM_011328040.1.p1
OG0002696	XM_001591749.1.p1	XM_011319672.1.p2
OG0002697	XM_001591999.1.p1	XM_011327684.1.p1, XM_011324012.1.p1, XM_011319452.1.p1
OG0002698	XM_001591980.1.p1	XM_011323729.1.p1, XM_011326889.1.p1
OG0002699	XM_001597439.1.p1	XM_011326273.1.p1
OG0002700	XM_001597241.1.p1	XM_011321324.1.p1, XM_011327990.1.p1, XM_011317498.1.p1
OG0002701	XM_001597256.1.p1	XM_011323071.1.p1, XM_011320647.1.p1, XM_011326426.1.p1
OG0002702	XM_001592332.1.p1	XM_011318774.1.p1
OG0002703	XM_001597302.1.p1	XM_011318031.1.p1
OG0002704	XM_001597296.1.p1	XM_011326344.1.p1
OG0002705	XM_001592162.1.p1	XM_011324316.1.p1, XM_011326161.1.p1
OG0002706	XM_001592160.1.p1	XM_011326291.1.p1
OG0002707	XM_001588016.1.p1	XM_011327309.1.p1
OG0002708	XM_001588015.1.p1	XM_011326694.1.p1
OG0002710	XM_001587992.1.p1	XM_011327109.1.p1
OG0002711	XM_001587971.1.p1	XM_011326363.1.p1
OG0002712	XM_001587965.1.p1	XM_011328883.1.p1
OG0002713	XM_001587956.1.p1	XM_011322920.1.p1
OG0002715	XM_001589643.1.p1	XM_011329810.1.p1
OG0002716	XM_001596630.1.p1	XM_011317816.1.p1
OG0002717	XM_001596570.1.p1	XM_011318552.1.p1
OG0002718	XM_001589650.1.p1	XM_011326768.1.p1
OG0002719	XM_001589719.1.p1	XM_011322002.1.p1
OG0002720	XM_001589713.1.p1	XM_011325383.1.p2
OG0002721	XM_001596175.1.p1	XM_011330292.1.p1
OG0002722	XM_001596186.1.p1	XM_011324982.1.p1
OG0002723	XM_001596173.1.p1	XM_011329918.1.p1
OG0002724	XM_001586078.1.p1	XM_011322073.1.p1
OG0002725	XM_001586115.1.p1	XM_011330190.1.p1
OG0002726	XM_001586116.1.p1	XM_011328515.1.p1
OG0002727	XM_001586126.1.p1	XM_011328505.1.p1
OG0002728	XM_001586127.1.p1	XM_011328504.1.p1
OG0002729	XM_001586142.1.p1	XM_011328507.1.p1
OG0002730	XM_001586165.1.p1	XM_011317940.1.p1
OG0002731	XM_001594713.1.p1	XM_011328950.1.p1
