Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Colletotrichum_gloeosporioides_rna_prot
OG0000649	XM_001589418.1.p1	XM_045413784.1.p1
OG0000649	XM_001589600.1.p1	XM_045408056.1.p1
OG0000650	XM_001598771.1.p1	XM_045411909.1.p1
OG0000651	XM_001588210.1.p1	XM_045412581.1.p1, XM_045408533.1.p1, XM_045408672.1.p1
OG0000652	XM_001592321.1.p1	XM_045409652.1.p1
OG0000654	XM_001588727.1.p1	XM_045411739.1.p1
OG0000655	XM_001593583.1.p1	XM_045411440.1.p1
OG0000655	XM_001590300.1.p1	XM_045404604.1.p1
OG0000656	XM_001594487.1.p1	XM_045413491.1.p1
OG0000657	XM_001593859.1.p1	XM_045410818.1.p1
OG0000658	XM_001588121.1.p1	XM_045402318.1.p1
OG0000658	XM_001585190.1.p1	XM_045408925.1.p1
OG0000659	XM_001597588.1.p1	XM_045403790.1.p1
OG0000660	XM_001587702.1.p1	XM_045404527.1.p1, XM_045404219.1.p1
OG0000661	XM_001591625.1.p1	XM_045406634.1.p1
OG0000662	XM_001587349.1.p1	XM_045400962.1.p1, XM_045412067.1.p1
OG0000663	XM_001595888.1.p1	XM_045402652.1.p1
OG0000663	XM_001593339.1.p1	XM_045400414.1.p1
OG0000665	XM_001587764.1.p1	XM_045410073.1.p1
OG0000666	XM_001588311.1.p1, XM_001590386.1.p1	XM_045411897.1.p1
OG0000675	XM_001593877.1.p1	XM_045402421.1.p1
OG0000676	XM_001595848.1.p1	XM_045409758.1.p1, XM_045405193.1.p1
OG0000677	XM_001590843.1.p1	XM_045414017.1.p1
OG0000678	XM_001586952.1.p1	XM_045404521.1.p1
OG0000679	XM_001593283.1.p1	XM_045402179.1.p1
OG0000679	XM_001596119.1.p1	XM_045405987.1.p1
OG0000680	XM_001597379.1.p1	XM_045403358.1.p1, XM_045410973.1.p1, XM_045414911.1.p1, XM_045412749.1.p1
OG0000680	XM_001594199.1.p1	XM_045414668.1.p1
OG0000681	XM_001588807.1.p1	XM_045403546.1.p1
OG0000681	XM_001593083.1.p1	XM_045411149.1.p1, XM_045406352.1.p1
OG0000682	XM_001598135.1.p1	XM_045408344.1.p1, XM_045407412.1.p1, XM_045406523.1.p1
OG0000683	XM_001592158.1.p1	XM_045403122.1.p1, XM_045410237.1.p1, XM_045412881.1.p1, XM_045411582.1.p1
OG0000684	XM_001598914.1.p1	XM_045404877.1.p1
OG0000684	XM_001594435.1.p1	XM_045401497.1.p1, XM_045408644.1.p1, XM_045408339.1.p1
OG0000685	XM_001586676.1.p1	XM_045414701.1.p1
OG0000687	XM_001590432.1.p1	XM_045407351.1.p1
OG0000687	XM_001588710.1.p1	XM_045411808.1.p1
OG0000688	XM_001584724.1.p1	XM_045404900.1.p1
OG0000688	XM_001597165.1.p1	XM_045405063.1.p1
OG0000690	XM_001592277.1.p1	XM_045405236.1.p1
OG0000692	XM_001593436.1.p1	XM_045411309.1.p1
OG0000693	XM_001589123.1.p1, XM_001589114.1.p1, XM_001590613.1.p1, XM_001589121.1.p1, XM_001593757.1.p1	XM_045415129.1.p1
OG0000694	XM_001592443.1.p1	XM_045409898.1.p1
OG0000694	XM_001586351.1.p1	XM_045410955.1.p1
OG0000695	XM_001598068.1.p1	XM_045401890.1.p1
OG0000696	XM_001591039.1.p1	XM_045401752.1.p1
OG0000697	XM_001592369.1.p1	XM_045414654.1.p1, XM_045404977.1.p1
OG0000698	XM_001585443.1.p1	XM_045412762.1.p1
OG0000698	XM_001589297.1.p1	XM_045413333.1.p1
OG0000699	XM_001586012.1.p1	XM_045413415.1.p1
OG0000700	XM_001596857.1.p1	XM_045409692.1.p1
OG0000701	XM_001598701.1.p1	XM_045409495.1.p1
OG0000701	XM_001597738.1.p1	XM_045412498.1.p1, XM_045401396.1.p1
OG0000702	XM_001590377.1.p1	XM_045411235.1.p1
OG0000703	XM_001586680.1.p1, XM_001584591.1.p1	XM_045415416.1.p1
OG0000703	XM_001593587.1.p1	XM_045406477.1.p1
OG0000704	XM_001598316.1.p1	XM_045414218.1.p1
OG0000705	XM_001589597.1.p1	XM_045410612.1.p1
OG0000705	XM_001586677.1.p1	XM_045412945.1.p1
OG0000709	XM_001589280.1.p1	XM_045408994.1.p1
OG0000711	XM_001593724.1.p1	XM_045406830.1.p1, XM_045406829.1.p1, XM_045405928.1.p1, XM_045405372.1.p1, XM_045404074.1.p1, XM_045408130.1.p1, XM_045407410.1.p1, XM_045407543.1.p1
OG0000718	XM_001584951.1.p1	XM_045409418.1.p1
OG0000718	XM_001589768.1.p1	XM_045414742.1.p1
OG0000719	XM_001594228.1.p1	XM_045404832.1.p1, XM_045405721.1.p1
OG0000721	XM_001598753.1.p1	XM_045412549.1.p1
OG0000722	XM_001591074.1.p1	XM_045405419.1.p1
OG0000723	XM_001597476.1.p1	XM_045413138.1.p1
OG0000723	XM_001595771.1.p1	XM_045413655.1.p1
OG0000724	XM_001597293.1.p1	XM_045400660.1.p1
OG0000724	XM_001593210.1.p1	XM_045400242.1.p1
OG0000726	XM_001587474.1.p1	XM_045407366.1.p1
OG0000726	XM_001595123.1.p1, XM_001591330.1.p1	XM_045408727.1.p1
OG0000727	XM_001591832.1.p1	XM_045412952.1.p1
OG0000727	XM_001592634.1.p1	XM_045414625.1.p1
OG0000728	XM_001588955.1.p1	XM_045408493.1.p1, XM_045406527.1.p1, XM_045400509.1.p1, XM_045412979.1.p1, XM_045408387.1.p1, XM_045409455.1.p1, XM_045407524.1.p1, XM_045414060.1.p1, XM_045414946.1.p1, XM_045414448.1.p1
OG0000729	XM_001593697.1.p1	XM_045412418.1.p1
OG0000729	XM_001596580.1.p1	XM_045404207.1.p1
OG0000730	XM_001592960.1.p1	XM_045402149.1.p1
OG0000731	XM_001598010.1.p1	XM_045414728.1.p1
OG0000733	XM_001590502.1.p1	XM_045415511.1.p1
OG0000733	XM_001590497.1.p1	XM_045412929.1.p1
OG0000735	XM_001592013.1.p1	XM_045414229.1.p1, XM_045403843.1.p1, XM_045409781.1.p1, XM_045412705.1.p1
OG0000736	XM_001586755.1.p1	XM_045415319.1.p1
OG0000737	XM_001585464.1.p1	XM_045402722.1.p1
OG0000738	XM_001589763.1.p1	XM_045402770.1.p1
OG0000739	XM_001591620.1.p1	XM_045401905.1.p1, XM_045403079.1.p1, XM_045414076.1.p1
OG0000740	XM_001587354.1.p1	XM_045402902.1.p1, XM_045412040.1.p1
OG0000741	XM_001597032.1.p1	XM_045415264.1.p1
OG0000741	XM_001585910.1.p1	XM_045406942.1.p1
OG0000742	XM_001597193.1.p1	XM_045400772.1.p1
OG0000742	XM_001598237.1.p1	XM_045402406.1.p1
OG0000743	XM_001597463.1.p1	XM_045409867.1.p1
OG0000743	XM_001591205.1.p1	XM_045409872.1.p1
OG0000751	XM_001589822.1.p1	XM_045403648.1.p1
OG0000751	XM_001596945.1.p1	XM_045405893.1.p1
OG0000752	XM_001597613.1.p1	XM_045403524.1.p1
OG0000753	XM_001587676.1.p1	XM_045404524.1.p1
OG0000754	XM_001593020.1.p1	XM_045410529.1.p1, XM_045404495.1.p1, XM_045406687.1.p1
OG0000755	XM_001596807.1.p1	XM_045409763.1.p1
OG0000757	XM_001593138.1.p1	XM_045401639.1.p1
OG0000759	XM_001593983.1.p1	XM_045410822.1.p1
OG0000760	XM_001596300.1.p1	XM_045408704.1.p1
OG0000760	XM_001598485.1.p1	XM_045406021.1.p1
OG0000761	XM_001592729.1.p1	XM_045402197.1.p1
OG0000762	XM_001594392.1.p1	XM_045415215.1.p1
OG0000762	XM_001585091.1.p1	XM_045409480.1.p1
OG0000762	XM_001590564.1.p1	XM_045415214.1.p1
OG0000763	XM_001590106.1.p1	XM_045406977.1.p1
OG0000763	XM_001591452.1.p1	XM_045407714.1.p1
OG0000764	XM_001590789.1.p1	XM_045412934.1.p1
OG0000764	XM_001589307.1.p1	XM_045404187.1.p1
OG0000766	XM_001584664.1.p1	XM_045409204.1.p1, XM_045400359.1.p1, XM_045401376.1.p1
OG0000767	XM_001594777.1.p1, XM_001596669.1.p1	XM_045414718.1.p1
OG0000768	XM_001593431.1.p1	XM_045408581.1.p1
OG0000769	XM_001591980.1.p1	XM_045406763.1.p1, XM_045403814.1.p1
OG0000770	XM_001585905.1.p1	XM_045412738.1.p1
OG0000770	XM_001593837.1.p1	XM_045411443.1.p1
OG0000772	XM_001584884.1.p1	XM_045408515.1.p1, XM_045408524.1.p1
OG0000772	XM_001596787.1.p1	XM_045400928.1.p1
OG0000773	XM_001589152.1.p1, XM_001585787.1.p1	XM_045401948.1.p1
OG0000774	XM_001586428.1.p1	XM_045410696.1.p1, XM_045401538.1.p1
OG0000774	XM_001585346.1.p1	XM_045403004.1.p1
OG0000775	XM_001588040.1.p1	XM_045411268.1.p1
OG0000776	XM_001587558.1.p1	XM_045409770.1.p1
OG0000777	XM_001589734.1.p1	XM_045411598.1.p1
OG0000778	XM_001594705.1.p1	XM_045404418.1.p1, XM_045409438.1.p1
OG0000779	XM_001596814.1.p1	XM_045401806.1.p1
OG0000780	XM_001596764.1.p1	XM_045413307.1.p1
OG0000780	XM_001589984.1.p1	XM_045402600.1.p1
OG0000781	XM_001591637.1.p1	XM_045406757.1.p1
OG0000782	XM_001592743.1.p1	XM_045402195.1.p1
OG0000787	XM_001592534.1.p1	XM_045410049.1.p1
OG0000788	XM_001593948.1.p1	XM_045408711.1.p1
OG0000789	XM_001595138.1.p1	XM_045409361.1.p1
OG0000790	XM_001588711.1.p1	XM_045411809.1.p1
OG0000791	XM_001589639.1.p1	XM_045400548.1.p1
OG0000791	XM_001590505.1.p1	XM_045413278.1.p1
OG0000792	XM_001593640.1.p1	XM_045408563.1.p1
OG0000793	XM_001588947.1.p1	XM_045406610.1.p1
OG0000793	XM_001588367.1.p1	XM_045406101.1.p1
OG0000793	XM_001595542.1.p1	XM_045411634.1.p1
OG0000794	XM_001589028.1.p1	XM_045405997.1.p1
OG0000796	XM_001590467.1.p1	XM_045408514.1.p1
OG0000796	XM_001597758.1.p1	XM_045406820.1.p1
OG0000797	XM_001586761.1.p1	XM_045404432.1.p1
OG0000798	XM_001591069.1.p1	XM_045404980.1.p1
OG0000799	XM_001598185.1.p1	XM_045402648.1.p1
OG0000800	XM_001586023.1.p1	XM_045412358.1.p1
OG0000800	XM_001592009.1.p1	XM_045406281.1.p1
OG0000801	XM_001595009.1.p1	XM_045408739.1.p1, XM_045406859.1.p1
OG0000802	XM_001596533.1.p1	XM_045404963.1.p1
OG0000802	XM_001591221.1.p1	XM_045407240.1.p1
OG0000803	XM_001592402.1.p1	XM_045405058.1.p1
OG0000803	XM_001594865.1.p1	XM_045413758.1.p1
OG0000804	XM_001586190.1.p1	XM_045410577.1.p1
OG0000806	XM_001590392.1.p1	XM_045405261.1.p1
OG0000806	XM_001589187.1.p1	XM_045404627.1.p1
OG0000807	XM_001587026.1.p1	XM_045400146.1.p1
OG0000807	XM_001597524.1.p1	XM_045402950.1.p1
OG0000808	XM_001597536.1.p1	XM_045409739.1.p1
OG0000809	XM_001598101.1.p1	XM_045407687.1.p1
OG0000810	XM_001592962.1.p1	XM_045403579.1.p1
OG0000811	XM_001589102.1.p1	XM_045401914.1.p1
OG0000811	XM_001594369.1.p1	XM_045409614.1.p1
OG0000812	XM_001593803.1.p1	XM_045407239.1.p1
OG0000812	XM_001596379.1.p1	XM_045413761.1.p1
OG0000813	XM_001592242.1.p1	XM_045405131.1.p1
OG0000814	XM_001594454.1.p1	XM_045412295.1.p1
OG0000814	XM_001591234.1.p1	XM_045410047.1.p1
OG0000815	XM_001590827.1.p1	XM_045408000.1.p1
OG0000816	XM_001592788.1.p1	XM_045400294.1.p1
OG0000817	XM_001589496.1.p1	XM_045407158.1.p1
OG0000818	XM_001596889.1.p1	XM_045400752.1.p1
OG0000819	XM_001595145.1.p1	XM_045409011.1.p1
OG0000820	XM_001596118.1.p1	XM_045405988.1.p1
OG0000821	XM_001594412.1.p1	XM_045409745.1.p1, XM_045404636.1.p1
OG0000822	XM_001597996.1.p1	XM_045403450.1.p1
OG0000823	XM_001594941.1.p1	XM_045404797.1.p1
OG0000824	XM_001596316.1.p1	XM_045415245.1.p1, XM_045410142.1.p1, XM_045412118.1.p1, XM_045407491.1.p1, XM_045403727.1.p1
OG0000833	XM_001585066.1.p1	XM_045409463.1.p1
OG0000835	XM_001590315.1.p1	XM_045401035.1.p1
OG0000835	XM_001594972.1.p1	XM_045404764.1.p1
OG0000837	XM_001589349.1.p1	XM_045404851.1.p1
OG0000838	XM_001585082.1.p1	XM_045401925.1.p1
OG0000839	XM_001586909.1.p1	XM_045405116.1.p1, XM_045409928.1.p1
OG0000840	XM_001590356.1.p1, XM_001598433.1.p1	XM_045412450.1.p1
OG0000840	XM_001591761.1.p1	XM_045412943.1.p1
OG0000842	XM_001590686.1.p1	XM_045408944.1.p1
OG0000842	XM_001590759.1.p1	XM_045400865.1.p1
OG0000843	XM_001595926.1.p1	XM_045414684.1.p1
OG0000844	XM_001588877.1.p1	XM_045411852.1.p1
OG0000845	XM_001589440.1.p1	XM_045415331.1.p1
OG0000846	XM_001590812.1.p1	XM_045413122.1.p1
OG0000847	XM_001590428.1.p1	XM_045402054.1.p1
OG0000848	XM_001593063.1.p1	XM_045403591.1.p1, XM_045400296.1.p1
OG0000849	XM_001598887.1.p1	XM_045400897.1.p1
OG0000850	XM_001591407.1.p1	XM_045404665.1.p1
OG0000850	XM_001598854.1.p1, XM_001592294.1.p1	XM_045412811.1.p1
OG0000851	XM_001598336.1.p1	XM_045408278.1.p1, XM_045412176.1.p1
OG0000851	XM_001589806.1.p1	XM_045400586.1.p1
OG0000852	XM_001595780.1.p1	XM_045409073.1.p1
OG0000852	XM_001593308.1.p1	XM_045408835.1.p1
OG0000852	XM_001592475.1.p1	XM_045410139.1.p1
OG0000853	XM_001591040.1.p1	XM_045404873.1.p1
OG0000855	XM_001591217.1.p1	XM_045404128.1.p1
OG0000856	XM_001593053.1.p1	XM_045400152.1.p1
OG0000856	XM_001592531.1.p1	XM_045409693.1.p1
OG0000857	XM_001593074.1.p1	XM_045414663.1.p1
OG0000857	XM_001593980.1.p1	XM_045414018.1.p1, XM_045413650.1.p1, XM_045408483.1.p1
OG0000858	XM_001595783.1.p1, XM_001595785.1.p1	XM_045402311.1.p1
OG0000859	XM_001591771.1.p1	XM_045410466.1.p1
OG0000859	XM_001598727.1.p1	XM_045410877.1.p1
OG0000860	XM_001597972.1.p1	XM_045406216.1.p1
OG0000861	XM_001591332.1.p1	XM_045415172.1.p1
OG0000862	XM_001597870.1.p1	XM_045412093.1.p1
OG0000863	XM_001597318.1.p1	XM_045409641.1.p1
OG0000863	XM_001596881.1.p1	XM_045405234.1.p1
OG0000864	XM_001589072.1.p1	XM_045402081.1.p1
OG0000865	XM_001593989.1.p1	XM_045411383.1.p1
OG0000866	XM_001590913.1.p1, XM_001598347.1.p1	XM_045408156.1.p1
OG0000867	XM_001592201.1.p1	XM_045410229.1.p1
OG0000868	XM_001596445.1.p1	XM_045413203.1.p1
OG0000869	XM_001586557.1.p1	XM_045406186.1.p1
OG0000870	XM_001589082.1.p1	XM_045401974.1.p1
OG0000871	XM_001584684.1.p1	XM_045403722.1.p1
OG0000872	XM_001598410.1.p1	XM_045401733.1.p1
OG0000873	XM_001584833.1.p1, XM_001587510.1.p1	XM_045400690.1.p1
OG0000873	XM_001585855.1.p1	XM_045403026.1.p1, XM_045402454.1.p1, XM_045414301.1.p1, XM_045414580.1.p1, XM_045410773.1.p1
OG0000879	XM_001589058.1.p1	XM_045402003.1.p1
OG0000880	XM_001594610.1.p1	XM_045414694.1.p1
OG0000882	XM_001591123.1.p1	XM_045402344.1.p1
OG0000883	XM_001592684.1.p1	XM_045402138.1.p1
OG0000884	XM_001590418.1.p1, XM_001598607.1.p1	XM_045400872.1.p1, XM_045413556.1.p1
OG0000885	XM_001595409.1.p1	XM_045410283.1.p1, XM_045406649.1.p1, XM_045409113.1.p1
OG0000886	XM_001597766.1.p1	XM_045401550.1.p1
OG0000887	XM_001590479.1.p1	XM_045413799.1.p1, XM_045413182.1.p1
OG0000888	XM_001588156.1.p1	XM_045411410.1.p1
OG0000889	XM_001587720.1.p1	XM_045410060.1.p1
OG0000890	XM_001595595.1.p1	XM_045403602.1.p1
OG0000891	XM_001596381.1.p1	XM_045411042.1.p1
OG0000892	XM_001589455.1.p1	XM_045400432.1.p1
OG0000892	XM_001589124.1.p1	XM_045404651.1.p1
OG0000893	XM_001593810.1.p1	XM_045400764.1.p1, XM_045409295.1.p1
OG0000894	XM_001594761.1.p1	XM_045414854.1.p1
OG0000895	XM_001589295.1.p1	XM_045409036.1.p1
OG0000896	XM_001598113.1.p1	XM_045407519.1.p1
OG0000896	XM_001597532.1.p1	XM_045404617.1.p1
OG0000896	XM_001585538.1.p1	XM_045402621.1.p1
OG0000898	XM_001594950.1.p1	XM_045405022.1.p1
OG0000900	XM_001587345.1.p1	XM_045414713.1.p1
OG0000900	XM_001587164.1.p1	XM_045402142.1.p1
OG0000901	XM_001594946.1.p1	XM_045404359.1.p1
OG0000902	XM_001590403.1.p1	XM_045413027.1.p1
OG0000902	XM_001597563.1.p1	XM_045408009.1.p1
OG0000903	XM_001589185.1.p1, XM_001589229.1.p1	XM_045410357.1.p1
OG0000905	XM_001585973.1.p1	XM_045414062.1.p1, XM_045407137.1.p1, XM_045405109.1.p1
OG0000905	XM_001585245.1.p1	XM_045404485.1.p1
OG0000905	XM_001587955.1.p1	XM_045405432.1.p1, XM_045403923.1.p1
OG0000906	XM_001593572.1.p1	XM_045409302.1.p1
OG0000906	XM_001598656.1.p1	XM_045403719.1.p1
OG0000907	XM_001594766.1.p1	XM_045413527.1.p1
OG0000908	XM_001594258.1.p1	XM_045402805.1.p1
OG0000909	XM_001592755.1.p1	XM_045400443.1.p1
OG0000910	XM_001591606.1.p1	XM_045406693.1.p1
OG0000911	XM_001586116.1.p1	XM_045404656.1.p1
OG0000912	XM_001596337.1.p1	XM_045413160.1.p1
OG0000913	XM_001595797.1.p1	XM_045403780.1.p1
OG0000914	XM_001585725.1.p1	XM_045404189.1.p1
OG0000915	XM_001594710.1.p1	XM_045413539.1.p1
OG0000917	XM_001594442.1.p1	XM_045400368.1.p1
OG0000919	XM_001591846.1.p1	XM_045406130.1.p1
OG0000920	XM_001587710.1.p1	XM_045405191.1.p1, XM_045415403.1.p1
OG0000921	XM_001594655.1.p1	XM_045404185.1.p1
OG0000925	XM_001595201.1.p1	XM_045405962.1.p1
OG0000925	XM_001591996.1.p1	XM_045400775.1.p1, XM_045406316.1.p1
OG0000930	XM_001593408.1.p1	XM_045404349.1.p1
OG0000932	XM_001587325.1.p1	XM_045412046.1.p1
OG0000933	XM_001591154.1.p1	XM_045400818.1.p1
OG0000933	XM_001597415.1.p1	XM_045407367.1.p1
OG0000935	XM_001596262.1.p1	XM_045400211.1.p1
OG0000936	XM_001587773.1.p1	XM_045405705.1.p1, XM_045413053.1.p1, XM_045405587.1.p1, XM_045403795.1.p1, XM_045415359.1.p1
OG0000938	XM_001587290.1.p1	XM_045409076.1.p1
OG0000939	XM_001596967.1.p1	XM_045414523.1.p1
OG0000940	XM_001588094.1.p1	XM_045411760.1.p1
OG0000940	XM_001591875.1.p1	XM_045412908.1.p1
OG0000941	XM_001591228.1.p1	XM_045414776.1.p1, XM_045405376.1.p1, XM_045413956.1.p1, XM_045400370.1.p1, XM_045414528.1.p1
OG0000942	XM_001586412.1.p1	XM_045406059.1.p1
OG0000944	XM_001598065.1.p1	XM_045401887.1.p1
OG0000945	XM_001598342.1.p1	XM_045402803.1.p1
OG0000946	XM_001595577.1.p1	XM_045411407.1.p1
OG0000947	XM_001591181.1.p1	XM_045403514.1.p1
OG0000948	XM_001598011.1.p1	XM_045414644.1.p1
OG0000949	XM_001593643.1.p1	XM_045408562.1.p1
OG0000949	XM_001593492.1.p1	XM_045406642.1.p1
OG0000950	XM_001588656.1.p1	XM_045411901.1.p1
OG0000951	XM_001595072.1.p1	XM_045412095.1.p1
OG0000952	XM_001590098.1.p1	XM_045406009.1.p1
OG0000953	XM_001586843.1.p1	XM_045414182.1.p1, XM_045403682.1.p1, XM_045413790.1.p1
OG0000954	XM_001592026.1.p1	XM_045412646.1.p1
OG0000955	XM_001594722.1.p1	XM_045407061.1.p1, XM_045410181.1.p1
OG0000956	XM_001585166.1.p1	XM_045408474.1.p1
OG0000957	XM_001585602.1.p1	XM_045415463.1.p1
OG0000958	XM_001588449.1.p1	XM_045403454.1.p1
OG0000959	XM_001593888.1.p1	XM_045403503.1.p1
OG0000960	XM_001598732.1.p1	XM_045411043.1.p1
OG0000960	XM_001587310.1.p1	XM_045404498.1.p1
OG0000961	XM_001587170.1.p1	XM_045413354.1.p1, XM_045403993.1.p1, XM_045407286.1.p1
OG0000964	XM_001593840.1.p1	XM_045403768.1.p1
OG0000964	XM_001598313.1.p1	XM_045402787.1.p1
OG0000965	XM_001585357.1.p1	XM_045407775.1.p1
OG0000966	XM_001585978.1.p1	XM_045413591.1.p1
OG0000967	XM_001592626.1.p1	XM_045414378.1.p1, XM_045415210.1.p1
OG0000968	XM_001586768.1.p1	XM_045405626.1.p1
OG0000969	XM_001592200.1.p1	XM_045410191.1.p1
OG0000970	XM_001587938.1.p1	XM_045405941.1.p1
OG0000971	XM_001585772.1.p1	XM_045401909.1.p1
OG0000972	XM_001597384.1.p1	XM_045409329.1.p1, XM_045402218.1.p1, XM_045410216.1.p1
OG0000973	XM_001591714.1.p1	XM_045414491.1.p1
OG0000974	XM_001594159.1.p1	XM_045412426.1.p1
OG0000975	XM_001590008.1.p1	XM_045401693.1.p1
OG0000981	XM_001592822.1.p1	XM_045403774.1.p1
OG0000983	XM_001587127.1.p1	XM_045400940.1.p1
OG0000985	XM_001594520.1.p1	XM_045401231.1.p1, XM_045409427.1.p1, XM_045407271.1.p1
OG0000987	XM_001586400.1.p1	XM_045412865.1.p1
OG0000989	XM_001593681.1.p1	XM_045408713.1.p1
OG0000990	XM_001587667.1.p1	XM_045404291.1.p1
OG0000991	XM_001584614.1.p1	XM_045414702.1.p1
OG0000991	XM_001588147.1.p1	XM_045413680.1.p1
OG0000992	XM_001587616.1.p1	XM_045401882.1.p1
OG0000992	XM_001588027.1.p1	XM_045404396.1.p1
OG0000993	XM_001592118.1.p1	XM_045406858.1.p1
OG0000994	XM_001598761.1.p1	XM_045411754.1.p1
OG0000995	XM_001598657.1.p1	XM_045410738.1.p1, XM_045412008.1.p1
OG0000996	XM_001585239.1.p1	XM_045413275.1.p1
OG0000997	XM_001597390.1.p1	XM_045402414.1.p1
OG0000998	XM_001586122.1.p1	XM_045414719.1.p1
OG0000999	XM_001596252.1.p1	XM_045404490.1.p1, XM_045401476.1.p1, XM_045400627.1.p1
OG0001000	XM_001588995.1.p1	XM_045406607.1.p1
OG0001002	XM_001591895.1.p1	XM_045412873.1.p1
OG0001003	XM_001586491.1.p1	XM_045407745.1.p1
OG0001004	XM_001591998.1.p1	XM_045412473.1.p1
OG0001007	XM_001584998.1.p1	XM_045413387.1.p1
OG0001007	XM_001597153.1.p1	XM_045401580.1.p1
OG0001008	XM_001587492.1.p1	XM_045408155.1.p1
OG0001010	XM_001587714.1.p1	XM_045404554.1.p1
OG0001012	XM_001591023.1.p1	XM_045411065.1.p1
OG0001013	XM_001595593.1.p1	XM_045411748.1.p1
OG0001014	XM_001598170.1.p1	XM_045406262.1.p1, XM_045413738.1.p1
OG0001015	XM_001593604.1.p1	XM_045411279.1.p1, XM_045411685.1.p1
OG0001015	XM_001592053.1.p1	XM_045414792.1.p1
OG0001016	XM_001595811.1.p1	XM_045402310.1.p1
OG0001017	XM_001590080.1.p1	XM_045415271.1.p1, XM_045414840.1.p1, XM_045403172.1.p1
OG0001018	XM_001589900.1.p1	XM_045410625.1.p1, XM_045401312.1.p1
OG0001019	XM_001593936.1.p1	XM_045409003.1.p1
OG0001020	XM_001587899.1.p1	XM_045410299.1.p1
OG0001020	XM_001598910.1.p1	XM_045410815.1.p1
OG0001021	XM_001596254.1.p1	XM_045408592.1.p1
OG0001022	XM_001584957.1.p1	XM_045412117.1.p1
OG0001022	XM_001592881.1.p1	XM_045400451.1.p1
OG0001023	XM_001589690.1.p1	XM_045408846.1.p1
OG0001024	XM_001590102.1.p1	XM_045406933.1.p1
OG0001025	XM_001597615.1.p1	XM_045403523.1.p1
OG0001026	XM_001585171.1.p1	XM_045413957.1.p1, XM_045413932.1.p1, XM_045407678.1.p1, XM_045414822.1.p1, XM_045413583.1.p1
OG0001028	XM_001595420.1.p1	XM_045411951.1.p1
OG0001029	XM_001597029.1.p1	XM_045404649.1.p1
OG0001030	XM_001590150.1.p1	XM_045406574.1.p1
OG0001031	XM_001598290.1.p1	XM_045406555.1.p1
OG0001032	XM_001592750.1.p1	XM_045414331.1.p1
OG0001033	XM_001593019.1.p1	XM_045414362.1.p1
OG0001034	XM_001589286.1.p1	XM_045413334.1.p1
OG0001035	XM_001591201.1.p1	XM_045409875.1.p1
OG0001037	XM_001585833.1.p1	XM_045400378.1.p1
OG0001038	XM_001584660.1.p1	XM_045403354.1.p1
OG0001039	XM_001589840.1.p1	XM_045406739.1.p1
OG0001040	XM_001585509.1.p1	XM_045414617.1.p1
OG0001041	XM_001595956.1.p1	XM_045402696.1.p1
OG0001043	XM_001588858.1.p1	XM_045411452.1.p1
OG0001044	XM_001594810.1.p1	XM_045400254.1.p1
OG0001044	XM_001585034.1.p1	XM_045408456.1.p1
OG0001059	XM_001598005.1.p1	XM_045402801.1.p1
OG0001061	XM_001598663.1.p1	XM_045403402.1.p1
OG0001062	XM_001589384.1.p1	XM_045408723.1.p1
OG0001062	XM_001589587.1.p1	XM_045408665.1.p1
OG0001064	XM_001585284.1.p1	XM_045406646.1.p1
OG0001065	XM_001596255.1.p1	XM_045413563.1.p1
OG0001066	XM_001597746.1.p1	XM_045409879.1.p1, XM_045404122.1.p1
OG0001066	XM_001589877.1.p1	XM_045404059.1.p1
OG0001067	XM_001586413.1.p1	XM_045408041.1.p1
OG0001067	XM_001590538.1.p1	XM_045413915.1.p1
OG0001068	XM_001594868.1.p1	XM_045406340.1.p1
OG0001068	XM_001591798.1.p1	XM_045411986.1.p1
OG0001069	XM_001592162.1.p1	XM_045401540.1.p1
OG0001070	XM_001587376.1.p1	XM_045408600.1.p1
OG0001071	XM_001592045.1.p1	XM_045406861.1.p1
OG0001072	XM_001594382.1.p1	XM_045403877.1.p1, XM_045405999.1.p1, XM_045404247.1.p1
OG0001073	XM_001592588.1.p1	XM_045405301.1.p1, XM_045408491.1.p1
OG0001075	XM_001598429.1.p1	XM_045400909.1.p1
OG0001076	XM_001598603.1.p1	XM_045401717.1.p1
OG0001076	XM_001595171.1.p1	XM_045409063.1.p1
OG0001077	XM_001595998.1.p1	XM_045402633.1.p1
OG0001078	XM_001590375.1.p1	XM_045411348.1.p1
OG0001079	XM_001598602.1.p1	XM_045401718.1.p1
OG0001082	XM_001597171.1.p1	XM_045405064.1.p1
OG0001083	XM_001584635.1.p1	XM_045402340.1.p1
OG0001084	XM_001589263.1.p1	XM_045408936.1.p1
OG0001085	XM_001591188.1.p1	XM_045404598.1.p1
OG0001086	XM_001593619.1.p1	XM_045414196.1.p1
OG0001088	XM_001598916.1.p1	XM_045402730.1.p1, XM_045405209.1.p1, XM_045412458.1.p1
OG0001089	XM_001591672.1.p1, XM_001588523.1.p1, XM_001589749.1.p1	XM_045410702.1.p1
OG0001090	XM_001587887.1.p1	XM_045410470.1.p1
OG0001091	XM_001584643.1.p1	XM_045400198.1.p1
OG0001093	XM_001593447.1.p1	XM_045411366.1.p1
OG0001095	XM_001593519.1.p1	XM_045411284.1.p1
