Orthogroup	Sclerotinia_sclerotiorum	Tribolium_castaneum
OG0004632	XM_001596385.1.p1	TC005424.p1
OG0004637	XM_001596428.1.p1	TC034378.p1
OG0004638	XM_001596468.1.p1	TC003118.p1, TC003117.p1
OG0004641	XM_001596517.1.p1	TC010229.p1
OG0004647	XM_001596705.1.p1	TC009047.p1
OG0004650	XM_001584782.1.p1	TC011380.p1
OG0004652	XM_001596796.1.p1	TC013520.p1
OG0004653	XM_001596797.1.p1	TC015826.p1
OG0004657	XM_001597646.1.p1	TC009349.p1
OG0004659	XM_001597106.1.p1	TC013702.p1
OG0004660	XM_001588945.1.p1	TC015133.p1
OG0004665	XM_001589181.1.p1	TC001477.p1
OG0004676	XM_001588989.1.p1	TC011145.p1
OG0004678	XM_001589065.1.p1	TC009258.p1
OG0004688	XM_001595202.1.p1	TC008899.p1
OG0004689	XM_001595188.1.p1	TC005347.p1
OG0004690	XM_001595179.1.p1	TC001773.p1
OG0004692	XM_001595135.1.p1	TC009502.p1
OG0004693	XM_001595087.1.p1	TC003479.p1
OG0004699	XM_001587308.1.p1	TC008904.p1
OG0004700	XM_001587318.1.p1	TC015985.p1
OG0004702	XM_001587328.1.p1	TC005720.p1
OG0004706	XM_001587364.1.p1	TC004410.p1
OG0004712	XM_001587550.1.p1	TC008519.p1
OG0004714	XM_001587605.1.p1	TC004918.p1
OG0004716	XM_001593436.1.p1	TC006814.p1
OG0004726	XM_001593738.1.p1	TC015474.p1
OG0004735	XM_001584862.1.p1	TC011784.p1
OG0004741	XM_001591906.1.p1	TC003116.p1
OG0004745	XM_001591954.1.p1	TC007937.p1
OG0004747	XM_001591707.1.p1	TC000132.p1
OG0004750	XM_001592011.1.p1	TC004111.p1
OG0004751	XM_001591755.1.p1	TC013325.p1
OG0004753	XM_001591792.1.p1	TC001452.p1
OG0004758	XM_001591462.1.p1	TC000237.p1
OG0004774	XM_001591862.1.p1	TC015425.p1
OG0004780	XM_001592592.1.p1	TC008186.p1
OG0004782	XM_001596988.1.p1	TC013838.p1
OG0004785	XM_001597322.1.p1	TC011892.p1
OG0004787	XM_001592185.1.p1	TC008587.p1
OG0004788	XM_001592210.1.p1	TC008984.p1
OG0004792	XM_001592387.1.p1	TC000161.p1
OG0004795	XM_001592448.1.p1	TC009620.p1
OG0004801	XM_001596926.1.p1	TC001338.p1
OG0004806	XM_001590403.1.p1	TC007759.p1
OG0004809	XM_001590629.1.p1	TC000514.p1
OG0004812	XM_001590689.1.p1	TC000092.p1
OG0004816	XM_001590749.1.p1	TC009163.p1
OG0004820	XM_001590698.1.p1	TC014777.p1
OG0004821	XM_001590709.1.p1	TC000110.p1
OG0004827	XM_001585194.1.p1	TC012160.p1
OG0004831	XM_001585167.1.p1	TC033205.p1
OG0004833	XM_001585260.1.p1	TC009511.p1
OG0004836	XM_001595998.1.p1	TC015976.p1
OG0004838	XM_001595964.1.p1	TC002817.p1
OG0004839	XM_001595932.1.p1	TC010153.p1
OG0004847	XM_001589744.1.p1	TC013082.p1
OG0004849	XM_001596180.1.p1	TC012484.p1
OG0004851	XM_001589812.1.p1	TC008107.p1
OG0004852	XM_001589833.1.p1	TC000245.p1
OG0004854	XM_001585609.1.p1	TC006352.p1
OG0004857	XM_001585569.1.p1	TC014037.p1
OG0004858	XM_001585557.1.p1	TC001744.p1
OG0004878	XM_001588704.1.p1	TC012661.p1
OG0004879	XM_001588898.1.p1	TC005959.p1
OG0004880	XM_001584692.1.p1	TC008961.p1
OG0004882	XM_001584638.1.p1	TC011184.p1
OG0004888	XM_001591191.1.p1	TC032340.p1
OG0004890	XM_001591064.1.p1	TC013119.p1
OG0004895	XM_001591143.1.p1	TC015651.p1
OG0004897	XM_001591033.1.p1	TC006500.p1
OG0004899	XM_001590925.1.p1	TC008246.p1
OG0004900	XM_001590914.1.p1	TC000272.p1
OG0004901	XM_001590912.1.p1	TC013314.p1
OG0004903	XM_001585051.1.p1	TC012154.p1
OG0004908	XM_001596003.1.p1	TC006714.p1
OG0004909	XM_001585320.1.p1	TC007934.p1
OG0004910	XM_001585291.1.p1	TC004969.p1
OG0004911	XM_001585279.1.p1	TC013939.p1
OG0004926	XM_001590243.1.p1	TC013213.p1
OG0004928	XM_001590234.1.p1	TC000542.p1
OG0004929	XM_001590212.1.p1	TC033886.p1
OG0004932	XM_001590202.1.p1	TC007868.p1
OG0004941	XM_001597524.1.p1	TC005303.p1
OG0004942	XM_001585084.1.p1	TC000217.p1
OG0004949	XM_001586391.1.p1	TC014152.p1, TC007911.p1
OG0004972	XM_001594372.1.p1	TC031227.p1
OG0005129	XM_001595680.1.p1	TC000379.p1
OG0005202	XM_001590344.1.p1	TC010101.p1
OG0005219	XM_001586351.1.p1	TC006325.p1, TC006324.p1
OG0005321	XM_001593210.1.p1	TC006223.p1
OG0006024	XM_001597537.1.p1	TC013459.p1
OG0006227	XM_001594430.1.p1	TC000377.p1
OG0006242	XM_001594542.1.p1	TC005768.p1
OG0006254	XM_001594186.1.p1	TC010963.p1
OG0006332	XM_001587796.1.p1	TC009742.p1
OG0006428	XM_001598060.1.p1	TC014110.p1
OG0006735	XM_001587439.1.p1	TC006739.p1
OG0006938	XM_001590458.1.p1	TC032930.p1
OG0007004	XM_001589765.1.p1	TC001195.p1
OG0007029	XM_001588552.1.p1	TC014407.p1
OG0007090	XM_001591241.1.p1	TC008991.p1
OG0007257	XM_001598522.1.p1	TC000081.p1
OG0007451	XM_001591373.1.p1	TC010820.p1, TC034732.p1
OG0007551	XM_001597873.1.p1	TC004663.p1
OG0007601	XM_001598871.1.p1	TC034711.p1
OG0007794	XM_001595154.1.p1	TC013552.p1
OG0007889	XM_001595522.1.p1	TC013020.p1
OG0008321	XM_001596867.1.p1	TC013857.p1
OG0012364	XM_001594315.1.p1	TC006630.p1
