Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Verticillium_dahliae_rna_prot
OG0001757	XM_001593107.1.p1	XM_009654610.1.p1, XM_009655727.1.p1
OG0001758	XM_001586211.1.p1	XM_009659820.1.p1
OG0001759	XM_001586077.1.p1	XM_009653619.1.p1
OG0001760	XM_001594527.1.p1	XM_009650885.1.p1
OG0001761	XM_001595706.1.p1	XM_009652909.1.p1
OG0001762	XM_001598181.1.p1	XM_009650423.1.p1
OG0001763	XM_001595731.1.p1	XM_009652974.1.p1
OG0001764	XM_001596364.1.p1	XM_009659430.1.p1
OG0001765	XM_001590590.1.p1	XM_009659979.1.p1
OG0001766	XM_001590857.1.p1	XM_009652167.1.p1
OG0001767	XM_001586584.1.p1	XM_009654628.1.p1
OG0001768	XM_001597883.1.p1	XM_009658673.1.p1
OG0001769	XM_001591520.1.p1	XM_009655351.1.p1
OG0001770	XM_001590010.1.p1	XM_009660197.1.p1, XM_009660198.1.p1
OG0001771	XM_001590930.1.p1	XM_009656847.1.p1
OG0001772	XM_001590921.1.p1	XM_009652731.1.p1
OG0001773	XM_001596015.1.p1	XM_009656351.1.p1
OG0001774	XM_001592132.1.p1	XM_009654587.1.p1
OG0001775	XM_001598459.1.p1	XM_009655337.1.p1
OG0001776	XM_001591629.1.p1	XM_009658753.1.p1
OG0001777	XM_001584821.1.p1	XM_009659791.1.p1
OG0001778	XM_001588150.1.p1	XM_009651646.1.p1
OG0001779	XM_001595681.1.p1	XM_009650362.1.p1
OG0001780	XM_001588152.1.p1	XM_009651648.1.p1
OG0001781	XM_001590832.1.p1	XM_009652726.1.p1
OG0001782	XM_001591472.1.p1	XM_009658883.1.p1
OG0001783	XM_001598837.1.p1	XM_009651662.1.p1
OG0001784	XM_001598923.1.p1	XM_009653261.1.p1
OG0001785	XM_001598934.1.p1	XM_009653253.1.p1
OG0001786	XM_001595140.1.p1	XM_009657699.1.p1
OG0001787	XM_001597366.1.p1	XM_009656395.1.p1
OG0001788	XM_001590194.1.p1	XM_009660127.1.p1
OG0001789	XM_001588695.1.p1	XM_009651522.1.p1
OG0001790	XM_001587883.1.p1	XM_009651211.1.p1
OG0001791	XM_001593540.1.p1	XM_009651422.1.p1
OG0001792	XM_001594609.1.p1	XM_009656260.1.p1
OG0001793	XM_001594488.1.p1, XM_001595751.1.p1	XM_009653276.1.p1
OG0001794	XM_001592224.1.p1	XM_009650879.1.p1
OG0001795	XM_001596894.1.p1	XM_009657386.1.p1
OG0001796	XM_001592592.1.p1	XM_009656348.1.p1
OG0001797	XM_001594930.1.p1	XM_009650567.1.p1
OG0001798	XM_001588684.1.p1	XM_009651513.1.p1
OG0001799	XM_001597442.1.p1	XM_009659815.1.p1
OG0001800	XM_001596717.1.p1	XM_009651983.1.p1
OG0001801	XM_001590922.1.p1	XM_009652707.1.p1
OG0001802	XM_001590920.1.p1	XM_009652732.1.p1
OG0001803	XM_001593200.1.p1	XM_009659581.1.p1
OG0001804	XM_001595592.1.p1	XM_009659395.1.p1
OG0001805	XM_001587985.1.p1	XM_009658179.1.p1
OG0001806	XM_001596616.1.p1	XM_009657113.1.p1
OG0001807	XM_001597030.1.p1	XM_009650533.1.p1
OG0001808	XM_001586117.1.p1	XM_009650588.1.p1
OG0001809	XM_001594291.1.p1	XM_009655900.1.p1, XM_009650745.1.p1
OG0001811	XM_001588110.1.p1	XM_009651545.1.p1
OG0001812	XM_001591191.1.p1	XM_009650236.1.p1
OG0001813	XM_001592623.1.p1	XM_009651177.1.p1
OG0001814	XM_001596833.1.p1	XM_009656922.1.p1
OG0001815	XM_001586248.1.p1	XM_009659817.1.p1
OG0001816	XM_001585130.1.p1	XM_009651849.1.p1
OG0001817	XM_001589814.1.p1	XM_009655785.1.p1
OG0001818	XM_001597638.1.p1	XM_009651820.1.p1
OG0001819	XM_001591447.1.p1	XM_009655173.1.p1
OG0001820	XM_001595800.1.p1	XM_009656635.1.p1
OG0001821	XM_001595579.1.p1	XM_009657870.1.p1
OG0001823	XM_001588186.1.p1	XM_009655839.1.p1
OG0001824	XM_001587806.1.p1	XM_009651269.1.p1
OG0001825	XM_001595217.1.p1	XM_009655115.1.p1
OG0001827	XM_001593698.1.p1	XM_009659796.1.p1
OG0001828	XM_001585103.1.p1	XM_009652119.1.p1
OG0001829	XM_001594219.1.p1	XM_009659007.1.p1, XM_009653490.1.p1
OG0001830	XM_001585900.1.p1	XM_009656898.1.p1
OG0001831	XM_001592314.1.p1	XM_009657339.1.p1
OG0001832	XM_001597841.1.p1	XM_009656701.1.p1
OG0001833	XM_001594152.1.p1	XM_009653091.1.p1
OG0001834	XM_001589838.1.p1	XM_009658865.1.p1
OG0001835	XM_001591194.1.p1	XM_009650164.1.p1
OG0001836	XM_001597475.1.p1	XM_009650865.1.p1
OG0001837	XM_001587327.1.p1	XM_009651365.1.p1
OG0001838	XM_001589014.1.p1	XM_009655267.1.p1
OG0001839	XM_001585061.1.p1	XM_009652659.1.p1
OG0001840	XM_001589942.1.p1	XM_009660114.1.p1
OG0001841	XM_001584880.1.p1	XM_009651253.1.p1
OG0001842	XM_001594666.1.p1	XM_009656871.1.p1
OG0001844	XM_001590509.1.p1	XM_009659681.1.p1
OG0001845	XM_001589982.1.p1	XM_009654570.1.p1
OG0001846	XM_001596454.1.p1	XM_009651989.1.p1
OG0001847	XM_001594103.1.p1	XM_009657803.1.p1
OG0001848	XM_001593509.1.p1	XM_009651474.1.p1
OG0001849	XM_001593831.1.p1	XM_009657948.1.p1
OG0001850	XM_001586794.1.p1	XM_009651297.1.p1
OG0001851	XM_001586923.1.p1	XM_009651302.1.p1
OG0001852	XM_001586886.1.p1	XM_009654120.1.p1
OG0001853	XM_001585928.1.p1	XM_009656751.1.p1
OG0001854	XM_001590829.1.p1	XM_009651866.1.p1
OG0001855	XM_001589062.1.p1	XM_009651812.1.p1
OG0001856	XM_001588810.1.p1	XM_009652918.1.p1
OG0001857	XM_001597917.1.p1	XM_009650344.1.p1
OG0001858	XM_001595648.1.p1	XM_009650242.1.p1
OG0001859	XM_001592548.1.p1	XM_009650801.1.p1
OG0001860	XM_001596630.1.p1	XM_009657108.1.p1
OG0001861	XM_001594433.1.p1	XM_009657077.1.p1
OG0001862	XM_001598227.1.p1	XM_009650515.1.p1
OG0001863	XM_001590791.1.p1	XM_009659684.1.p1
OG0001864	XM_001591521.1.p1	XM_009658925.1.p1
OG0001865	XM_001584801.1.p1	XM_009652049.1.p1
OG0001866	XM_001585049.1.p1	XM_009652736.1.p1
OG0001867	XM_001594818.1.p1	XM_009657073.1.p1
OG0001868	XM_001594374.1.p1	XM_009651123.1.p1
OG0001869	XM_001585799.1.p1	XM_009656900.1.p1
OG0001870	XM_001592420.1.p1	XM_009650819.1.p1
OG0001871	XM_001593531.1.p1	XM_009651389.1.p1
OG0001872	XM_001598490.1.p1	XM_009654818.1.p1
OG0001873	XM_001592991.1.p1	XM_009655919.1.p1
OG0001875	XM_001588708.1.p1	XM_009657872.1.p1
OG0001876	XM_001592238.1.p1	XM_009657310.1.p1
OG0001877	XM_001594162.1.p1	XM_009659787.1.p1
OG0001878	XM_001590659.1.p1	XM_009651236.1.p1
OG0001879	XM_001589618.1.p1	XM_009659704.1.p1
OG0001880	XM_001595660.1.p1	XM_009654762.1.p1
OG0001881	XM_001593122.1.p1	XM_009655719.1.p1
OG0001883	XM_001589201.1.p1	XM_009651019.1.p1
OG0001884	XM_001596916.1.p1	XM_009650821.1.p1
OG0001885	XM_001597820.1.p1	XM_009655933.1.p1
OG0001886	XM_001598473.1.p1	XM_009655223.1.p1
OG0001887	XM_001590264.1.p1	XM_009660156.1.p1
OG0001888	XM_001596012.1.p1	XM_009651320.1.p1
OG0001889	XM_001595935.1.p1	XM_009652431.1.p1
OG0001890	XM_001588390.1.p1	XM_009656434.1.p1
OG0001891	XM_001593041.1.p1	XM_009659256.1.p1
OG0001892	XM_001592787.1.p1	XM_009655132.1.p1
OG0001893	XM_001587267.1.p1	XM_009655135.1.p1
OG0001894	XM_001588986.1.p1	XM_009654194.1.p1
OG0001895	XM_001590911.1.p1	XM_009656842.1.p1
OG0001896	XM_001597392.1.p1	XM_009656419.1.p1
OG0001897	XM_001585567.1.p1	XM_009652721.1.p1
OG0001898	XM_001593311.1.p1	XM_009659276.1.p1
OG0001899	XM_001596408.1.p1	XM_009658205.1.p1, XM_009656773.1.p1, XM_009655579.1.p1
OG0001900	XM_001593680.1.p1	XM_009657751.1.p1
OG0001901	XM_001587741.1.p1	XM_009658168.1.p1
OG0001902	XM_001593736.1.p1	XM_009652933.1.p1
OG0001903	XM_001592059.1.p1	XM_009653758.1.p1
OG0001904	XM_001596167.1.p1	XM_009656337.1.p1
OG0001905	XM_001592700.1.p1	XM_009659584.1.p1
OG0001906	XM_001589662.1.p1	XM_009657829.1.p1
OG0001907	XM_001593996.1.p1	XM_009651403.1.p1
OG0001908	XM_001593415.1.p1	XM_009651543.1.p1
OG0001909	XM_001593623.1.p1	XM_009651388.1.p1
OG0001910	XM_001589236.1.p1	XM_009652767.1.p1
OG0001911	XM_001589314.1.p1	XM_009650918.1.p1
OG0001912	XM_001586839.1.p1	XM_009658458.1.p1
OG0001913	XM_001587731.1.p1	XM_009658527.1.p1
OG0001914	XM_001593298.1.p1	XM_009649834.1.p1
OG0001915	XM_001587673.1.p1	XM_009658379.1.p1
OG0001916	XM_001586854.1.p1	XM_009654079.1.p1
OG0001917	XM_001590908.1.p1	XM_009656837.1.p1
OG0001918	XM_001590387.1.p1	XM_009652914.1.p1
OG0001919	XM_001590115.1.p1	XM_009654172.1.p1
OG0001920	XM_001591029.1.p1	XM_009653834.1.p1
OG0001921	XM_001595343.1.p1	XM_009658650.1.p1
OG0001922	XM_001586175.1.p1	XM_009656980.1.p1
OG0001923	XM_001592396.1.p1	XM_009650809.1.p1
OG0001924	XM_001584617.1.p1	XM_009651351.1.p1
OG0001925	XM_001589406.1.p1	XM_009653463.1.p1
OG0001926	XM_001584509.1.p1	XM_009652152.1.p1
OG0001927	XM_001586446.1.p1	XM_009654214.1.p1
OG0001928	XM_001588383.1.p1	XM_009659923.1.p1, XM_009659197.1.p1
OG0001929	XM_001591408.1.p1	XM_009657088.1.p1
OG0001930	XM_001591632.1.p1	XM_009658902.1.p1
OG0001931	XM_001592168.1.p1	XM_009660071.1.p1
OG0001932	XM_001597284.1.p1	XM_009657693.1.p1, XM_009655662.1.p1
OG0001933	XM_001597286.1.p1	XM_009654843.1.p1
OG0001934	XM_001596926.1.p1	XM_009651158.1.p1
OG0001935	XM_001592593.1.p1	XM_009650524.1.p1
OG0001936	XM_001594563.1.p1	XM_009656884.1.p1
OG0001937	XM_001596027.1.p1	XM_009650467.1.p1
OG0001939	XM_001593108.1.p1	XM_009655731.1.p1
OG0001940	XM_001594951.1.p1	XM_009651021.1.p1
OG0001941	XM_001593014.1.p1	XM_009655353.1.p1
OG0001942	XM_001589457.1.p1	XM_009649872.1.p1
OG0001943	XM_001590718.1.p1	XM_009659697.1.p1, XM_009659696.1.p2
OG0001944	XM_001589563.1.p1	XM_009654554.1.p1
OG0001945	XM_001591844.1.p1	XM_009655211.1.p1
OG0001946	XM_001590101.1.p1	XM_009654178.1.p1
OG0001947	XM_001584666.1.p1	XM_009653913.1.p1
OG0001948	XM_001593863.1.p1	XM_009655911.1.p1
OG0001949	XM_001589052.1.p1	XM_009656780.1.p1
OG0001950	XM_001589070.1.p1	XM_009652025.1.p1
OG0001951	XM_001590973.1.p1	XM_009652818.1.p1
OG0001952	XM_001596948.1.p1	XM_009652580.1.p1
OG0001953	XM_001598721.1.p1	XM_009659426.1.p1
OG0001954	XM_001592673.1.p1	XM_009659120.1.p1
OG0001955	XM_001589327.1.p1	XM_009650954.1.p1
OG0001956	XM_001594296.1.p1	XM_009659840.1.p1
OG0001957	XM_001595336.1.p1	XM_009655222.1.p1
OG0001958	XM_001598033.1.p1	XM_009652493.1.p1
OG0001959	XM_001587462.1.p1	XM_009660067.1.p1
OG0001960	XM_001590817.1.p1	XM_009659881.1.p1
OG0001961	XM_001590618.1.p1	XM_009657440.1.p1
OG0001962	XM_001598444.1.p1	XM_009655346.1.p1
OG0001963	XM_001585664.1.p1	XM_009652113.1.p1
OG0001964	XM_001597866.1.p1	XM_009655100.1.p1
OG0001965	XM_001595936.1.p1	XM_009652433.1.p1
OG0001966	XM_001591474.1.p1	XM_009658805.1.p1
OG0001967	XM_001586605.1.p1	XM_009658919.1.p1
OG0001968	XM_001591512.1.p1	XM_009654266.1.p1
OG0001969	XM_001589930.1.p1	XM_009660120.1.p1
OG0001970	XM_001593043.1.p1	XM_009649904.1.p1
OG0001971	XM_001596203.1.p1	XM_009656054.1.p1
OG0001972	XM_001597359.1.p1	XM_009650112.1.p1
OG0001973	XM_001596622.1.p1	XM_009654370.1.p1
OG0001974	XM_001588784.1.p1	XM_009655846.1.p1
OG0001975	XM_001593765.1.p1	XM_009653395.1.p1
OG0001977	XM_001589100.1.p1	XM_009656812.1.p1
OG0001978	XM_001595991.1.p1	XM_009650123.1.p1
OG0001979	XM_001587346.1.p1	XM_009658552.1.p1
OG0001980	XM_001595208.1.p1	XM_009659765.1.p1
OG0001981	XM_001586295.1.p1	XM_009656997.1.p1
OG0001982	XM_001585489.1.p1	XM_009656411.1.p1
OG0001983	XM_001587797.1.p1	XM_009658223.1.p1
OG0001984	XM_001596302.1.p1	XM_009657753.1.p1
OG0001985	XM_001591812.1.p1	XM_009658826.1.p1
OG0001986	XM_001585852.1.p1	XM_009659056.1.p1
OG0001987	XM_001586943.1.p1	XM_009658371.1.p1
OG0001988	XM_001591278.1.p1	XM_009658388.1.p1
OG0001989	XM_001585907.1.p1	XM_009659698.1.p1
OG0001990	XM_001597971.1.p1	XM_009655088.1.p1
OG0001991	XM_001585102.1.p1	XM_009652120.1.p1
OG0001992	XM_001591707.1.p1	XM_009659363.1.p1
OG0001993	XM_001586719.1.p1	XM_009658282.1.p1
OG0001994	XM_001596952.1.p1	XM_009657374.1.p1
OG0001995	XM_001596687.1.p1	XM_009650690.1.p1
OG0001996	XM_001592027.1.p1	XM_009654355.1.p1
OG0001997	XM_001595900.1.p1	XM_009652221.1.p1
OG0001998	XM_001590545.1.p1	XM_009652074.1.p1
OG0001999	XM_001597790.1.p1	XM_009656004.1.p1
OG0002000	XM_001598297.1.p1	XM_009660194.1.p1
OG0002001	XM_001597034.1.p1	XM_009650543.1.p1
OG0002002	XM_001588889.1.p1	XM_009656726.1.p1
OG0002003	XM_001590376.1.p1	XM_009651431.1.p1
OG0002004	XM_001585279.1.p1	XM_009658823.1.p1
OG0002005	XM_001591723.1.p1	XM_009655328.1.p1
OG0002006	XM_001594678.1.p1	XM_009659447.1.p1
OG0002007	XM_001588209.1.p1	XM_009656424.1.p1
OG0002008	XM_001587133.1.p1	XM_009655996.1.p1
OG0002009	XM_001586907.1.p1	XM_009654081.1.p1
OG0002010	XM_001592527.1.p1	XM_009657227.1.p1
OG0002011	XM_001591489.1.p1	XM_009658663.1.p1
OG0002012	XM_001589774.1.p1	XM_009651328.1.p1
OG0002013	XM_001589276.1.p1	XM_009651776.1.p1, XM_009651777.1.p1
OG0002014	XM_001591834.1.p1	XM_009658880.1.p1
OG0002016	XM_001597788.1.p1	XM_009656002.1.p1
OG0002017	XM_001595236.1.p1	XM_009659754.1.p1
OG0002018	XM_001594979.1.p1	XM_009650318.1.p1
OG0002019	XM_001597612.1.p1	XM_009659479.1.p1
OG0002020	XM_001595551.1.p1	XM_009657504.1.p1
OG0002021	XM_001590929.1.p1	XM_009656848.1.p1
OG0002022	XM_001588574.1.p1	XM_009655757.1.p1
OG0002023	XM_001590816.1.p1	XM_009659889.1.p1
OG0002024	XM_001585897.1.p1	XM_009653142.1.p1
OG0002025	XM_001596731.1.p1	XM_009652065.1.p1
OG0002026	XM_001596602.1.p1	XM_009650662.1.p1
OG0002027	XM_001591972.1.p1	XM_009658782.1.p1
OG0002028	XM_001585390.1.p1	XM_009655241.1.p1
OG0002029	XM_001593351.1.p1	XM_009658079.1.p1, XM_009659262.1.p1
OG0002031	XM_001591220.1.p1, XM_001586288.1.p1	XM_009659793.1.p1
OG0002049	XM_001591195.1.p1	XM_009651165.1.p1
OG0002050	XM_001598786.1.p1	XM_009655956.1.p1
OG0002051	XM_001587148.1.p1	XM_009655993.1.p1
OG0002052	XM_001598789.1.p1	XM_009658532.1.p1, XM_009656046.1.p1
OG0002053	XM_001586551.1.p1	XM_009654239.1.p1
OG0002054	XM_001597361.1.p1	XM_009650114.1.p1
OG0002055	XM_001596816.1.p1	XM_009650216.1.p1
OG0002056	XM_001594658.1.p1	XM_009650845.1.p1
OG0002058	XM_001586539.1.p1	XM_009658792.1.p1
OG0002059	XM_001590121.1.p1	XM_009653752.1.p1
OG0002060	XM_001597962.1.p1	XM_009659353.1.p1
OG0002061	XM_001592902.1.p1	XM_009659922.1.p1
OG0002062	XM_001595752.1.p1	XM_009655827.1.p1
OG0002063	XM_001598100.1.p1	XM_009659925.1.p1
OG0002064	XM_001596820.1.p1	XM_009650711.1.p1
OG0002065	XM_001596742.1.p1	XM_009651882.1.p1
OG0002066	XM_001596610.1.p1	XM_009657074.1.p1
OG0002067	XM_001586877.1.p1	XM_009651222.1.p1
OG0002068	XM_001594963.1.p1	XM_009653621.1.p1
OG0002069	XM_001587722.1.p1	XM_009658391.1.p1
OG0002070	XM_001594154.1.p1	XM_009653092.1.p1
OG0002071	XM_001596446.1.p1	XM_009659865.1.p1
OG0002072	XM_001585949.1.p1	XM_009657964.1.p1
OG0002073	XM_001585276.1.p1	XM_009659364.1.p1
OG0002074	XM_001589902.1.p1	XM_009659936.1.p1
OG0002075	XM_001594360.1.p1	XM_009651724.1.p1
OG0002076	XM_001585877.1.p1	XM_009659060.1.p1
OG0002077	XM_001589887.1.p1	XM_009659933.1.p1
OG0002078	XM_001591720.1.p1	XM_009658708.1.p1
OG0002080	XM_001593699.1.p1	XM_009659799.1.p1
OG0002081	XM_001588894.1.p1	XM_009656730.1.p1
OG0002082	XM_001594098.1.p1	XM_009657800.1.p1
OG0002083	XM_001593868.1.p1	XM_009655973.1.p1
OG0002084	XM_001588553.1.p1	XM_009650133.1.p1
OG0002085	XM_001587134.1.p1	XM_009655997.1.p1
OG0002086	XM_001590939.1.p1	XM_009651936.1.p1
OG0002087	XM_001586735.1.p1	XM_009649697.1.p1
OG0002088	XM_001586514.1.p1	XM_009658726.1.p1
OG0002089	XM_001592270.1.p1	XM_009656334.1.p1
OG0002090	XM_001594354.1.p1	XM_009659956.1.p1
OG0002091	XM_001586935.1.p1	XM_009658348.1.p1
OG0002092	XM_001595172.1.p1	XM_009653339.1.p1
OG0002093	XM_001591626.1.p1	XM_009658756.1.p1
OG0002094	XM_001587490.1.p1	XM_009650248.1.p1
OG0002095	XM_001592278.1.p1	XM_009655586.1.p1, XM_009659365.1.p1
OG0002096	XM_001598383.1.p1	XM_009659725.1.p1
OG0002097	XM_001598488.1.p1	XM_009654819.1.p1
OG0002098	XM_001591197.1.p1	XM_009654705.1.p1
OG0002099	XM_001597283.1.p1	XM_009655663.1.p1
OG0002101	XM_001595627.1.p1	XM_009654770.1.p1
OG0002102	XM_001591028.1.p1	XM_009653832.1.p1
OG0002103	XM_001597714.1.p1	XM_009652019.1.p1
OG0002104	XM_001595210.1.p1	XM_009655093.1.p1
OG0002105	XM_001589834.1.p1	XM_009655788.1.p1
OG0002106	XM_001597055.1.p1	XM_009650614.1.p1
OG0002107	XM_001586115.1.p1	XM_009651371.1.p1
OG0002108	XM_001597387.1.p1	XM_009651169.1.p1
OG0002109	XM_001596958.1.p1	XM_009650872.1.p1
OG0002110	XM_001592487.1.p1	XM_009651124.1.p1
OG0002111	XM_001592325.1.p1	XM_009651094.1.p1
OG0002112	XM_001587203.1.p1	XM_009653937.1.p1
OG0002113	XM_001594579.1.p1	XM_009650627.1.p1
OG0002114	XM_001596821.1.p1	XM_009650709.1.p1
OG0002115	XM_001594564.1.p1	XM_009656885.1.p1
OG0002116	XM_001597172.1.p1	XM_009656879.1.p1
OG0002117	XM_001597516.1.p1	XM_009656946.1.p1
OG0002118	XM_001586126.1.p1	XM_009650685.1.p1
OG0002119	XM_001593136.1.p1	XM_009660148.1.p1
OG0002120	XM_001586423.1.p1	XM_009658769.1.p1
OG0002121	XM_001594727.1.p1	XM_009653600.1.p1
OG0002122	XM_001585609.1.p1	XM_009654160.1.p1
OG0002123	XM_001587329.1.p1	XM_009650449.1.p1
OG0002124	XM_001592753.1.p1	XM_009659917.1.p1
OG0002125	XM_001590534.1.p1	XM_009652762.1.p1
OG0002126	XM_001590790.1.p1	XM_009659685.1.p1
OG0002127	XM_001596186.1.p1	XM_009655395.1.p1
OG0002128	XM_001591440.1.p1	XM_009658721.1.p1
OG0002129	XM_001591552.1.p1	XM_009654353.1.p1
OG0002130	XM_001598480.1.p1	XM_009655573.1.p1
OG0002131	XM_001597846.1.p1	XM_009656698.1.p1
OG0002132	XM_001586258.1.p1	XM_009650935.1.p1
OG0002133	XM_001597660.1.p1	XM_009659867.1.p1
OG0002134	XM_001591909.1.p1	XM_009655205.1.p1
OG0002135	XM_001592871.1.p1	XM_009659108.1.p1
OG0002136	XM_001584926.1.p1	XM_009657543.1.p1
OG0002137	XM_001598570.1.p1	XM_009653281.1.p1
OG0002138	XM_001598561.1.p1	XM_009653282.1.p1
OG0002139	XM_001596723.1.p1	XM_009651987.1.p1
OG0002140	XM_001584855.1.p1	XM_009657744.1.p1
OG0002141	XM_001584871.1.p1	XM_009654732.1.p1
OG0002142	XM_001598306.1.p1	XM_009655924.1.p1
OG0002144	XM_001590305.1.p1	XM_009660064.1.p1
OG0002146	XM_001595747.1.p1	XM_009656600.1.p1
OG0002147	XM_001588429.1.p1	XM_009656501.1.p1
OG0002148	XM_001587218.1.p1	XM_009659235.1.p1
OG0002149	XM_001595097.1.p1	XM_009655565.1.p1
OG0002150	XM_001589080.1.p1	XM_009656793.1.p1
OG0002151	XM_001590139.1.p1	XM_009655127.1.p1
OG0002152	XM_001597362.1.p1	XM_009650115.1.p1
OG0002153	XM_001588677.1.p1	XM_009651597.1.p1
OG0002154	XM_001598883.1.p1	XM_009650379.1.p1
OG0002155	XM_001589224.1.p1	XM_009650701.1.p1
OG0002156	XM_001592773.1.p1	XM_009655942.1.p1
OG0002157	XM_001589310.1.p1	XM_009650560.1.p1
OG0002158	XM_001589202.1.p1	XM_009650538.1.p1
OG0002160	XM_001597338.1.p1	XM_009657061.1.p1
OG0002161	XM_001594738.1.p1	XM_009656282.1.p1
OG0002162	XM_001585017.1.p1	XM_009650830.1.p1
OG0002163	XM_001592926.1.p1	XM_009659530.1.p1
OG0002164	XM_001596685.1.p1	XM_009650694.1.p1
OG0002165	XM_001586253.1.p1	XM_009650941.1.p1
OG0002166	XM_001598851.1.p1	XM_009655954.1.p1
OG0002167	XM_001588909.1.p1	XM_009659495.1.p1
OG0002168	XM_001587498.1.p1, XM_001593814.1.p1	XM_009657813.1.p1
OG0002169	XM_001588232.1.p1	XM_009656568.1.p1
OG0002170	XM_001588185.1.p1	XM_009658017.1.p1
OG0002171	XM_001598808.1.p1	XM_009652522.1.p1, XM_009652521.1.p1
OG0002172	XM_001593168.1.p1	XM_009649979.1.p1
OG0002173	XM_001593342.1.p1	XM_009659554.1.p1
OG0002174	XM_001587971.1.p1	XM_009649726.1.p1
OG0002177	XM_001593376.1.p1	XM_009652945.1.p1
OG0002178	XM_001597354.1.p1	XM_009654137.1.p1
OG0002179	XM_001597351.1.p1	XM_009655936.1.p1
OG0002181	XM_001592505.1.p1	XM_009651146.1.p1
OG0002182	XM_001592661.1.p1	XM_009650215.1.p1
OG0002183	XM_001594214.1.p1	XM_009650718.1.p1
OG0002184	XM_001586165.1.p1	XM_009650898.1.p1
OG0002185	XM_001597309.1.p1	XM_009652594.1.p1
OG0002186	XM_001596132.1.p1	XM_009652413.1.p1
OG0002188	XM_001596239.1.p1	XM_009656665.1.p1
OG0002189	XM_001593649.1.p1	XM_009651687.1.p1
OG0002190	XM_001593887.1.p1	XM_009659501.1.p1
OG0002191	XM_001591504.1.p1	XM_009658664.1.p1
OG0002192	XM_001593199.1.p1, XM_001591049.1.p1	XM_009652062.1.p1
OG0002193	XM_001598522.1.p1	XM_009659360.1.p1
OG0002194	XM_001584529.1.p1	XM_009651966.1.p1
OG0002195	XM_001585413.1.p1	XM_009655282.1.p1
OG0002196	XM_001587560.1.p1	XM_009657916.1.p1
OG0002197	XM_001591624.1.p1	XM_009658758.1.p1
OG0002198	XM_001595649.1.p1	XM_009650169.1.p1
OG0002199	XM_001591037.1.p1	XM_009650359.1.p1
OG0002200	XM_001596106.1.p1	XM_009658035.1.p1
OG0002201	XM_001589339.1.p1	XM_009650958.1.p1
OG0002202	XM_001586194.1.p1	XM_009659821.1.p1
OG0002203	XM_001598207.1.p1	XM_009656360.1.p1
OG0002204	XM_001585587.1.p1	XM_009654154.1.p1
OG0002205	XM_001596005.1.p1	XM_009650473.1.p1
OG0002206	XM_001595168.1.p1	XM_009653327.1.p1
OG0002207	XM_001598061.1.p1	XM_009660018.1.p1
OG0002208	XM_001597727.1.p1	XM_009651976.1.p1
OG0002209	XM_001591570.1.p1	XM_009658772.1.p1
OG0002210	XM_001593476.1.p1	XM_009653234.1.p1
OG0002211	XM_001595934.1.p1	XM_009652432.1.p1
OG0002212	XM_001588015.1.p1	XM_009658280.1.p1
OG0002214	XM_001594908.1.p1	XM_009655358.1.p1
OG0002215	XM_001593925.1.p1	XM_009657939.1.p1
OG0002216	XM_001588581.1.p1	XM_009658467.1.p1
OG0002217	XM_001586440.1.p1	XM_009653675.1.p1
OG0002218	XM_001586061.1.p1	XM_009650762.1.p1
OG0002219	XM_001597578.1.p1	XM_009650655.1.p1
OG0002220	XM_001585691.1.p1	XM_009659829.1.p1
OG0002221	XM_001588318.1.p1	XM_009650369.1.p1
OG0002222	XM_001598076.1.p1	XM_009654722.1.p1
OG0002223	XM_001597501.1.p1	XM_009654708.1.p1
OG0002224	XM_001585858.1.p1	XM_009659059.1.p1
OG0002225	XM_001594478.1.p1	XM_009650078.1.p1
OG0002226	XM_001584839.1.p1	XM_009657943.1.p1
OG0002227	XM_001593889.1.p1	XM_009655854.1.p1
OG0002228	XM_001586724.1.p1	XM_009649748.1.p1
OG0002229	XM_001593158.1.p1	XM_009649827.1.p1
OG0002230	XM_001593506.1.p1	XM_009651481.1.p1
OG0002231	XM_001585598.1.p1	XM_009652983.1.p1
OG0002232	XM_001589358.1.p1	XM_009652842.1.p1
OG0002233	XM_001595518.1.p1	XM_009654429.1.p1, XM_009659421.1.p1
OG0002234	XM_001587071.1.p1	XM_009659066.1.p1
OG0002235	XM_001587174.1.p1	XM_009649913.1.p1
OG0002236	XM_001593056.1.p1	XM_009649928.1.p1
OG0002237	XM_001590016.1.p1	XM_009660165.1.p1
OG0002238	XM_001585760.1.p1	XM_009656850.1.p1
OG0002239	XM_001598706.1.p1	XM_009656611.1.p1
OG0002240	XM_001596018.1.p1	XM_009656332.1.p1
OG0002241	XM_001596710.1.p1	XM_009656925.1.p1
OG0002242	XM_001593203.1.p1	XM_009659577.1.p1
OG0002243	XM_001593893.1.p1	XM_009651538.1.p1
OG0002244	XM_001584570.1.p1	XM_009656861.1.p1
OG0002245	XM_001585829.1.p1	XM_009659142.1.p1
OG0002246	XM_001589689.1.p1	XM_009653389.1.p1
OG0002247	XM_001594109.1.p1	XM_009657796.1.p1
OG0002248	XM_001589743.1.p1	XM_009652476.1.p1
OG0002249	XM_001586745.1.p1	XM_009658199.1.p1
OG0002250	XM_001591244.1.p1	XM_009654070.1.p1
OG0002251	XM_001597957.1.p1	XM_009659775.1.p1
